time,Portland,pts.away,score,pts.home,New Orleans
8:34.0,Defensive rebound by N. Vonleh,,7-3,,
8:25.0,D. Lillard misses 2-pt shot from 17 ft,,7-3,,
8:25.0,,,7-3,,Defensive rebound by W. Selden
8:11.0,,,7-5,2,A. Davis makes 2-pt shot from 8 ft (assist by W. Selden)
7:55.0,J. Nurkic misses 2-pt shot from 2 ft,,7-5,,
7:55.0,,,7-5,,Defensive rebound by A. Davis
7:55.0,Personal foul by M. Harkless (drawn by A. Davis),,7-5,,
7:39.0,,,7-7,2,J. Holiday makes 2-pt shot from 13 ft
7:19.0,Jump ball: J. Nurkic vs. W. Selden (N. Vonleh gains possession),,,,Jump ball: J. Nurkic vs. W. Selden (N. Vonleh gains possession)
7:14.0,Shooting foul by A. Davis (drawn by N. Vonleh),,7-7,,
7:14.0,N. Vonleh misses free throw 1 of 2,,7-7,,
7:14.0,Offensive rebound by Team,,7-7,,
7:14.0,N. Vonleh misses free throw 2 of 2,,7-7,,
7:13.0,,,7-7,,Defensive rebound by A. Davis
7:03.0,,,7-7,,Turnover by J. Holiday (bad pass; steal by N. Vonleh)
6:57.0,C. McCollum misses 2-pt shot from 2 ft,,7-7,,
6:57.0,,,7-7,,Defensive rebound by A. Davis
6:57.0,Loose ball foul by N. Vonleh (drawn by D. Cousins),,7-7,,
6:41.0,,,7-9,2,D. Cousins makes 2-pt shot from 4 ft
6:24.0,Shooting foul by W. Selden (drawn by M. Harkless),,7-9,,
6:24.0,M. Harkless makes free throw 1 of 2,1,8-9,,
6:24.0,M. Harkless makes free throw 2 of 2,1,9-9,,
6:13.0,,,9-9,,W. Selden misses 3-pt shot from 26 ft
6:12.0,Defensive rebound by J. Nurkic,,9-9,,
6:03.0,Turnover by M. Harkless (lost ball; steal by J. Holiday),,9-9,,
5:58.0,,,9-9,,Shooting foul by M. Harkless (drawn by D. Cousins)
5:58.0,,,9-9,,New Orleans full timeout
5:58.0,,,9-9,,D. Cousins misses free throw 1 of 2
5:58.0,,,9-9,,Offensive rebound by Team
5:58.0,,,9-9,,D. Cousins misses free throw 2 of 2
5:58.0,P. Connaughton enters the game for C. McCollum,,9-9,,
5:58.0,A. Crabbe enters the game for M. Harkless,,9-9,,
5:58.0,,,9-9,,E. Moore enters the game for W. Selden
5:56.0,Defensive rebound by D. Lillard,,9-9,,
5:36.0,J. Nurkic misses 2-pt shot from 2 ft,,9-9,,
5:36.0,,,9-9,,Defensive rebound by D. Cousins
5:22.0,,,9-11,2,D. Cousins makes 2-pt shot from 2 ft (assist by E. Moore)
5:08.0,A. Crabbe misses 3-pt shot from 27 ft (block by D. Cousins),,9-11,,
5:07.0,,,9-11,,Defensive rebound by A. Davis
4:57.0,,,9-11,,Shooting foul by N. Vonleh (drawn by D. Cousins)
4:57.0,,,9-12,1,D. Cousins makes free throw 1 of 2
4:57.0,,,9-13,1,D. Cousins makes free throw 2 of 2
4:57.0,A. Aminu enters the game for N. Vonleh,,9-12,,
4:45.0,D. Lillard misses 2-pt shot from 4 ft (block by A. Davis),,9-13,,
4:43.0,,,9-13,,Defensive rebound by D. Cousins
4:38.0,,,9-13,,Shooting foul by P. Connaughton (drawn by E. Moore)
4:38.0,,,9-13,,E. Moore misses free throw 1 of 2
4:38.0,,,9-13,,Offensive rebound by Team
4:38.0,,,9-13,,Violation by Team (jump ball)
4:38.0,,,9-14,1,E. Moore makes free throw 2 of 2
4:38.0,,,9-13,,D. Cunningham enters the game for D. Cousins
4:38.0,,,9-13,,J. Crawford enters the game for S. Hill
4:12.0,D. Lillard makes 2-pt shot from 3 ft,2,11-14,,
3:50.0,,,11-14,,A. Davis misses 2-pt shot from 5 ft
3:45.0,Defensive rebound by A. Aminu,,11-14,,
3:38.0,,,11-14,,Personal foul by J. Holiday (drawn by D. Lillard)
3:38.0,D. Lillard makes free throw 1 of 2,1,12-14,,
3:38.0,D. Lillard makes free throw 2 of 2,1,13-14,,
3:38.0,,,12-14,,T. Frazier enters the game for J. Holiday
3:38.0,S. Napier enters the game for P. Connaughton,,12-14,,
3:27.0,,,13-14,,J. Crawford misses 2-pt shot from 16 ft
3:26.0,Defensive rebound by J. Nurkic,,13-14,,
3:04.0,A. Crabbe misses 3-pt shot from 26 ft,,13-14,,
3:02.0,,,13-14,,Defensive rebound by E. Moore
2:52.0,,,13-16,2,T. Frazier makes 2-pt shot from 20 ft (assist by E. Moore)
2:52.0,Portland full timeout,,13-16,,
2:52.0,C. McCollum enters the game for J. Nurkic,,13-16,,
2:52.0,N. Vonleh enters the game for D. Lillard,,13-16,,
2:36.0,A. Crabbe makes 3-pt shot from 24 ft (assist by S. Napier),3,16-16,,
2:20.0,,,16-18,2,E. Moore makes 2-pt shot from 6 ft (assist by T. Frazier)
2:02.0,S. Napier misses 3-pt shot from 27 ft,,16-18,,
2:02.0,,,16-18,,Defensive rebound by D. Cunningham
1:49.0,,,16-18,,A. Davis misses 2-pt shot from 5 ft
1:48.0,Defensive rebound by N. Vonleh,,16-18,,
1:38.0,A. Aminu misses 3-pt shot from 26 ft,,16-18,,
1:37.0,,,16-18,,Defensive rebound by D. Cunningham
1:17.0,,,16-18,,D. Cunningham misses 3-pt shot from 24 ft
1:16.0,Defensive rebound by N. Vonleh,,16-18,,
0:57.0,A. Crabbe misses 2-pt shot from 22 ft,,16-18,,
0:57.0,,,16-18,,Defensive rebound by D. Cunningham
0:41.0,,,16-20,2,A. Davis makes 2-pt shot from 11 ft (assist by T. Frazier)
0:32.0,C. McCollum misses 2-pt shot from 3 ft (block by A. Davis),,16-20,,
0:32.0,Offensive rebound by Team,,16-20,,
0:32.0,M. Leonard enters the game for N. Vonleh,,16-20,,
0:32.0,,,16-20,,D. Cousins enters the game for A. Davis
0:21.0,C. McCollum misses 2-pt shot from 10 ft,,16-20,,
0:21.0,,,16-20,,Defensive rebound by D. Cunningham
0:01.0,,,16-23,3,J. Crawford makes 3-pt shot from 26 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:34.0,,,16-23,,T. Frazier misses 2-pt shot from 12 ft
11:32.0,Defensive rebound by A. Aminu,,16-23,,
11:12.0,S. Napier makes 3-pt shot from 26 ft (assist by M. Leonard),3,19-23,,
10:52.0,,,19-25,2,D. Cousins makes 2-pt shot from 18 ft (assist by J. Crawford)
10:32.0,A. Crabbe misses 3-pt shot from 25 ft,,19-25,,
10:31.0,,,19-25,,Defensive rebound by D. Cousins
10:20.0,,,19-27,2,J. Crawford makes 2-pt shot from 3 ft
9:59.0,S. Napier makes 3-pt shot from 26 ft (assist by A. Crabbe),3,22-27,,
9:43.0,,,22-27,,Shooting foul by M. Leonard (drawn by D. Cousins)
9:43.0,,,22-27,,D. Cousins misses free throw 1 of 2
9:43.0,,,22-27,,Offensive rebound by Team
9:43.0,,,22-27,,D. Cousins misses free throw 2 of 2
9:41.0,Defensive rebound by A. Crabbe,,22-27,,
9:31.0,C. McCollum makes 2-pt shot from 21 ft (assist by M. Leonard),2,24-27,,
9:17.0,,,24-27,,J. Crawford misses 2-pt shot from 18 ft
9:17.0,Defensive rebound by M. Leonard,,24-27,,
9:02.0,A. Crabbe misses 3-pt shot from 26 ft,,24-27,,
9:02.0,,,24-27,,Defensive rebound by T. Frazier
8:44.0,,,24-29,2,E. Moore makes 2-pt shot from 18 ft
8:30.0,Official timeout,,24-29,,
8:30.0,,,24-29,,S. Hill enters the game for E. Moore
8:24.0,Offensive foul by M. Leonard,,24-29,,
8:24.0,Turnover by M. Leonard (offensive foul),,24-29,,
8:05.0,,,24-29,,D. Cousins misses 2-pt shot from 17 ft
8:05.0,Defensive rebound by C. McCollum,,24-29,,
7:55.0,C. McCollum makes 2-pt shot at rim,2,26-29,,
7:37.0,D. Lillard enters the game for C. McCollum,,26-29,,
7:37.0,,,26-29,,A. Davis enters the game for D. Cunningham
7:37.0,,,26-29,,J. Holiday enters the game for T. Frazier
7:25.0,,,26-29,,D. Cousins misses 2-pt shot from 8 ft
7:25.0,Defensive rebound by A. Aminu,,26-29,,
7:16.0,D. Lillard misses 2-pt shot from 20 ft,,26-29,,
7:15.0,Offensive rebound by A. Aminu,,26-29,,
7:06.0,M. Leonard misses 2-pt shot from 2 ft (block by S. Hill),,26-29,,
7:05.0,,,26-29,,Defensive rebound by D. Cousins
6:57.0,,,26-29,,J. Crawford misses 3-pt shot from 26 ft
6:56.0,,,26-29,,Offensive rebound by A. Davis
6:47.0,,,26-29,,A. Davis misses 2-pt shot from 5 ft
6:47.0,Defensive rebound by M. Leonard,,26-29,,
6:42.0,Turnover by A. Aminu (bad pass; steal by A. Davis),,26-29,,
6:35.0,,,26-31,2,J. Crawford makes 2-pt shot from 2 ft
6:18.0,D. Lillard makes 2-pt shot from 1 ft,2,28-31,,
6:11.0,Violation by S. Napier (kicked ball),,28-31,,
6:11.0,M. Harkless enters the game for S. Napier,,28-31,,
5:59.0,,,28-31,,D. Cousins misses 2-pt shot from 3 ft
5:59.0,,,28-31,,Offensive rebound by A. Davis
5:59.0,,,28-31,,Shooting foul by M. Harkless (drawn by A. Davis)
5:59.0,,,28-31,,New Orleans full timeout
5:59.0,,,28-32,1,A. Davis makes free throw 1 of 2
5:59.0,,,28-33,1,A. Davis makes free throw 2 of 2
5:59.0,J. Nurkic enters the game for M. Leonard,,28-31,,
5:46.0,Turnover by D. Lillard (lost ball),,28-33,,
5:46.0,,,28-33,,D. Cunningham enters the game for A. Davis
5:26.0,,,28-35,2,S. Hill makes 2-pt shot from 1 ft
5:06.0,Turnover by A. Crabbe (traveling),,28-35,,
4:55.0,,,28-37,2,D. Cousins makes 2-pt shot from 2 ft
4:43.0,Turnover by J. Nurkic (bad pass; steal by J. Holiday),,28-37,,
4:35.0,,,28-39,2,D. Cousins makes 2-pt shot from 2 ft
4:35.0,Portland full timeout,,28-39,,
4:35.0,C. McCollum enters the game for M. Harkless,,28-39,,
4:35.0,,,28-39,,E. Moore enters the game for J. Crawford
4:13.0,J. Nurkic misses 2-pt shot from 2 ft,,28-39,,
4:13.0,,,28-39,,Defensive rebound by D. Cousins
3:57.0,,,28-41,2,D. Cousins makes 2-pt shot from 3 ft
3:38.0,A. Crabbe misses 3-pt shot from 25 ft,,28-41,,
3:37.0,,,28-41,,Defensive rebound by D. Cunningham
3:14.0,,,28-41,,D. Cousins misses 2-pt shot from 22 ft
3:14.0,Defensive rebound by A. Aminu,,28-41,,
3:02.0,Turnover by D. Lillard (bad pass; steal by D. Cousins),,28-41,,
2:51.0,,,28-41,,Shooting foul by J. Nurkic (drawn by D. Cousins)
2:51.0,,,28-41,,D. Cousins misses free throw 1 of 2
2:51.0,,,28-41,,Offensive rebound by Team
2:51.0,,,28-41,,D. Cousins misses free throw 2 of 2
2:51.0,M. Leonard enters the game for J. Nurkic,,28-41,,
2:51.0,,,28-41,,T. Frazier enters the game for J. Holiday
2:50.0,Defensive rebound by A. Aminu,,28-41,,
2:40.0,C. McCollum misses 3-pt shot from 25 ft,,28-41,,
2:39.0,,,28-41,,Defensive rebound by D. Cunningham
2:24.0,,,28-41,,D. Cousins misses 3-pt shot from 26 ft
2:24.0,Defensive rebound by A. Aminu,,28-41,,
2:16.0,Turnover by D. Lillard (bad pass; steal by D. Cousins),,28-41,,
2:10.0,,,28-43,2,D. Cunningham makes 2-pt shot at rim (assist by T. Frazier)
2:09.0,Portland full timeout,,28-43,,
2:09.0,,,28-43,,A. Ajinca enters the game for D. Cousins
1:55.0,D. Lillard makes 2-pt shot from 2 ft,2,30-43,,
1:43.0,,,30-45,2,E. Moore makes 2-pt shot from 5 ft
1:26.0,Shooting foul by A. Ajinca (drawn by A. Aminu),,30-45,,
1:26.0,A. Aminu makes free throw 1 of 2,1,31-45,,
1:26.0,A. Aminu misses free throw 2 of 2,,31-45,,
1:25.0,,,31-45,,Defensive rebound by D. Cunningham
1:13.0,,,31-45,,E. Moore misses 2-pt shot from 21 ft
1:12.0,Defensive rebound by A. Crabbe,,31-45,,
1:02.0,M. Leonard misses 3-pt shot from 25 ft,,31-45,,
1:01.0,,,31-45,,Defensive rebound by T. Frazier
0:51.0,,,31-47,2,A. Ajinca makes 2-pt shot from 20 ft (assist by T. Frazier)
0:32.0,M. Leonard makes 3-pt shot from 24 ft (assist by D. Lillard),3,34-47,,
0:17.0,,,34-50,3,T. Frazier makes 3-pt shot from 27 ft
0:03.0,,,34-50,,Violation by T. Frazier (kicked ball)
0:00.0,C. McCollum makes 2-pt shot from 12 ft,2,36-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,36-50,,J. Holiday misses 3-pt shot from 25 ft
11:39.0,Defensive rebound by C. McCollum,,36-50,,
11:22.0,Turnover by N. Vonleh (bad pass),,36-50,,
11:13.0,,,36-52,2,J. Holiday makes 2-pt shot from 1 ft
10:56.0,,,36-52,,Personal foul by W. Selden (drawn by M. Harkless)
10:49.0,J. Nurkic misses 2-pt shot from 4 ft,,36-52,,
10:47.0,Offensive rebound by J. Nurkic,,36-52,,
10:45.0,Turnover by J. Nurkic (bad pass; steal by J. Holiday),,36-52,,
10:31.0,,,36-52,,D. Cousins misses 3-pt shot from 25 ft
10:30.0,Defensive rebound by N. Vonleh,,36-52,,
10:18.0,M. Harkless misses 3-pt shot from 25 ft,,36-52,,
10:16.0,Offensive rebound by J. Nurkic,,36-52,,
10:13.0,J. Nurkic misses 2-pt shot from 4 ft,,36-52,,
10:12.0,,,36-52,,Defensive rebound by A. Davis
10:05.0,,,36-52,,Turnover by S. Hill (bad pass; steal by N. Vonleh)
9:56.0,M. Harkless misses 3-pt shot from 24 ft,,36-52,,
9:56.0,,,36-52,,Defensive rebound by A. Davis
9:46.0,,,36-54,2,D. Cousins makes 2-pt shot from 7 ft
9:46.0,,,36-54,,Shooting foul by N. Vonleh (drawn by D. Cousins)
9:46.0,,,36-55,1,D. Cousins makes free throw 1 of 1
9:20.0,C. McCollum misses 2-pt shot from 5 ft (block by A. Davis),,36-55,,
9:19.0,,,36-55,,Defensive rebound by D. Cousins
9:10.0,,,36-55,,Shooting foul by N. Vonleh (drawn by W. Selden)
9:10.0,,,36-55,,W. Selden misses free throw 1 of 2
9:10.0,,,36-55,,Offensive rebound by Team
9:10.0,,,36-56,1,W. Selden makes free throw 2 of 2
8:53.0,D. Lillard makes 2-pt shot from 1 ft,2,38-56,,
8:47.0,,,38-56,,Shooting foul by C. McCollum (drawn by S. Hill)
8:47.0,,,38-57,1,S. Hill makes free throw 1 of 2
8:47.0,,,38-58,1,S. Hill makes free throw 2 of 2
8:28.0,,,38-58,,Def 3 sec tech foul by D. Cousins
8:28.0,D. Lillard makes technical free throw,1,39-58,,
8:28.0,M. Leonard enters the game for N. Vonleh,,39-58,,
8:25.0,D. Lillard makes 3-pt shot from 25 ft (assist by M. Harkless),3,42-58,,
8:12.0,,,42-60,2,A. Davis makes 2-pt shot at rim (assist by D. Cousins)
8:03.0,Shooting foul by W. Selden (drawn by D. Lillard),,42-60,,
8:03.0,D. Lillard makes free throw 1 of 2,1,43-60,,
8:03.0,D. Lillard makes free throw 2 of 2,1,44-60,,
7:52.0,,,44-60,,D. Cousins misses 2-pt shot from 2 ft
7:52.0,Defensive rebound by Team,,44-60,,
7:40.0,D. Lillard makes 3-pt shot from 27 ft,3,47-60,,
7:22.0,,,47-60,,A. Davis misses 2-pt shot from 7 ft
7:21.0,Defensive rebound by M. Leonard,,47-60,,
7:13.0,D. Lillard misses 3-pt shot from 28 ft,,47-60,,
7:12.0,,,47-60,,Defensive rebound by A. Davis
6:57.0,,,47-60,,Offensive charge foul by W. Selden
6:57.0,,,47-60,,Turnover by W. Selden (offensive foul)
6:47.0,C. McCollum makes 2-pt shot from 12 ft,2,49-60,,
6:41.0,,,49-60,,New Orleans full timeout
6:41.0,,,49-60,,E. Moore enters the game for W. Selden
6:26.0,,,49-60,,Shooting foul by C. McCollum (drawn by A. Davis)
6:26.0,,,49-61,1,A. Davis makes free throw 1 of 2
6:26.0,,,49-62,1,A. Davis makes free throw 2 of 2
6:13.0,D. Lillard misses 2-pt shot from 3 ft (block by D. Cousins),,49-62,,
6:11.0,Offensive rebound by M. Leonard,,49-62,,
6:09.0,Turnover by J. Nurkic (traveling),,49-62,,
5:56.0,,,49-65,3,J. Holiday makes 3-pt shot from 26 ft (assist by A. Davis)
5:38.0,M. Leonard misses 3-pt shot from 25 ft,,49-65,,
5:36.0,,,49-65,,Defensive rebound by D. Cousins
5:19.0,,,49-65,,E. Moore misses 3-pt shot from 23 ft
5:17.0,,,49-65,,Offensive rebound by A. Davis
5:10.0,,,49-67,2,E. Moore makes 2-pt shot from 8 ft (assist by D. Cousins)
4:45.0,Turnover by D. Lillard (bad pass; steal by A. Davis),,49-67,,
4:42.0,,,49-67,,Shooting foul by M. Leonard (drawn by A. Davis)
4:42.0,Portland full timeout,,49-67,,
4:42.0,,,49-68,1,A. Davis makes free throw 1 of 2
4:42.0,,,49-68,,A. Davis misses free throw 2 of 2
4:42.0,,,49-67,,D. Cunningham enters the game for D. Cousins
4:42.0,A. Aminu enters the game for M. Leonard,,49-68,,
4:41.0,Defensive rebound by J. Nurkic,,49-68,,
4:23.0,D. Lillard misses 2-pt shot from 1 ft,,49-68,,
4:23.0,Offensive rebound by Team,,49-68,,
4:23.0,A. Crabbe enters the game for C. McCollum,,49-68,,
4:19.0,J. Nurkic misses 2-pt shot from 21 ft,,49-68,,
4:18.0,,,49-68,,Defensive rebound by Team
4:01.0,,,49-70,2,A. Davis makes 2-pt shot from 16 ft (assist by E. Moore)
3:40.0,M. Harkless makes 2-pt shot at rim (assist by D. Lillard),2,51-70,,
3:21.0,,,51-70,,A. Davis misses 2-pt shot from 6 ft
3:21.0,Defensive rebound by A. Aminu,,51-70,,
3:15.0,D. Lillard misses 3-pt shot from 29 ft,,51-70,,
3:13.0,,,51-70,,Defensive rebound by A. Davis
3:00.0,,,51-70,,A. Davis misses 2-pt shot from 13 ft
3:00.0,Defensive rebound by J. Nurkic,,51-70,,
2:38.0,Turnover by A. Aminu (bad pass; steal by E. Moore),,51-70,,
2:29.0,,,51-72,2,D. Cunningham makes 2-pt shot from 22 ft (assist by J. Holiday)
2:13.0,Shooting foul by J. Holiday (drawn by D. Lillard),,51-72,,
2:13.0,D. Lillard makes free throw 1 of 2,1,52-72,,
2:13.0,D. Lillard makes free throw 2 of 2,1,53-72,,
2:13.0,C. McCollum enters the game for J. Nurkic,,52-72,,
2:07.0,,,53-72,,Offensive foul by E. Moore
2:07.0,,,53-72,,Turnover by E. Moore (offensive foul)
1:52.0,Shooting foul by D. Cunningham (drawn by A. Crabbe),,53-72,,
1:52.0,A. Crabbe makes free throw 1 of 2,1,54-72,,
1:52.0,A. Crabbe misses free throw 2 of 2,,54-72,,
1:52.0,,,54-72,,J. Crawford enters the game for S. Hill
1:52.0,,,54-72,,T. Frazier enters the game for J. Holiday
1:50.0,,,54-72,,Defensive rebound by D. Cunningham
1:38.0,,,54-74,2,A. Davis makes 2-pt shot from 9 ft (assist by T. Frazier)
1:19.0,A. Aminu misses 3-pt shot from 23 ft,,54-74,,
1:19.0,,,54-74,,Defensive rebound by E. Moore
1:00.0,,,54-74,,A. Davis misses 2-pt shot from 17 ft
1:00.0,Defensive rebound by D. Lillard,,54-74,,
0:54.0,C. McCollum misses 3-pt shot from 26 ft,,54-74,,
0:52.0,,,54-74,,Defensive rebound by D. Cunningham
0:32.0,,,54-74,,A. Davis misses 2-pt shot from 6 ft
0:32.0,Defensive rebound by A. Aminu,,54-74,,
0:24.0,A. Crabbe misses 2-pt shot from 14 ft,,54-74,,
0:23.0,,,54-74,,Defensive rebound by A. Davis
0:00.0,,,54-77,3,J. Crawford makes 3-pt shot from 29 ft (assist by T. Frazier)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,D. Lillard makes 3-pt shot from 28 ft (assist by M. Leonard),3,57-77,,
11:31.0,,,57-79,2,J. Crawford makes 2-pt shot from 17 ft
11:02.0,M. Leonard misses 2-pt shot from 9 ft,,57-79,,
11:01.0,,,57-79,,Defensive rebound by T. Frazier
10:46.0,,,57-79,,D. Cousins misses 3-pt shot from 25 ft
10:45.0,Defensive rebound by A. Aminu,,57-79,,
10:36.0,A. Aminu misses 3-pt shot from 25 ft,,57-79,,
10:36.0,Offensive rebound by D. Lillard,,57-79,,
10:36.0,,,57-79,,Personal foul by T. Frazier (drawn by A. Aminu)
10:26.0,D. Lillard misses 2-pt shot from 6 ft,,57-79,,
10:25.0,,,57-79,,Defensive rebound by D. Cunningham
10:24.0,Loose ball foul by D. Lillard (drawn by D. Cunningham),,57-79,,
10:05.0,,,57-81,2,D. Cousins makes 2-pt shot at rim
9:47.0,D. Lillard misses 2-pt shot from 2 ft (block by E. Moore),,57-81,,
9:46.0,,,57-81,,Defensive rebound by E. Moore
9:39.0,,,57-83,2,D. Cunningham makes 2-pt shot from 2 ft (assist by D. Cousins)
9:39.0,Portland full timeout,,57-83,,
9:39.0,J. Layman enters the game for C. McCollum,,57-83,,
9:39.0,N. Vonleh enters the game for D. Lillard,,57-83,,
9:39.0,S. Napier enters the game for A. Crabbe,,57-83,,
9:39.0,P. Connaughton enters the game for A. Aminu,,57-83,,
9:18.0,Shooting foul by D. Cousins (drawn by N. Vonleh),,57-83,,
9:18.0,N. Vonleh makes free throw 1 of 2,1,58-83,,
9:18.0,N. Vonleh misses free throw 2 of 2,,58-83,,
9:15.0,,,58-83,,Defensive rebound by D. Cousins
8:56.0,,,58-83,,J. Crawford misses 3-pt shot from 25 ft
8:56.0,,,58-83,,Offensive rebound by D. Cousins
8:46.0,,,58-83,,D. Cousins misses 2-pt shot from 7 ft
8:46.0,Defensive rebound by P. Connaughton,,58-83,,
8:34.0,Turnover by S. Napier (bad pass; steal by T. Frazier),,58-83,,
8:31.0,,,58-83,,Shooting foul by J. Layman (drawn by J. Crawford)
8:31.0,,,58-83,,J. Crawford misses free throw 1 of 2
8:31.0,,,58-83,,Offensive rebound by Team
8:31.0,,,58-84,1,J. Crawford makes free throw 2 of 2
8:16.0,S. Napier makes 2-pt shot from 16 ft,2,60-84,,
8:16.0,Shooting foul by D. Cousins (drawn by S. Napier),,60-84,,
8:16.0,S. Napier makes free throw 1 of 1,1,61-84,,
8:00.0,,,61-84,,D. Cousins misses 2-pt shot from 4 ft
7:59.0,Defensive rebound by M. Leonard,,61-84,,
7:44.0,Shooting foul by E. Moore (drawn by J. Layman),,61-84,,
7:44.0,J. Layman makes free throw 1 of 2,1,62-84,,
7:44.0,J. Layman makes free throw 2 of 2,1,63-84,,
7:27.0,,,63-86,2,D. Cousins makes 2-pt shot from 3 ft
7:27.0,,,63-86,,Shooting foul by M. Leonard (drawn by D. Cousins)
7:27.0,,,63-87,1,D. Cousins makes free throw 1 of 1
7:11.0,M. Leonard makes 3-pt shot from 27 ft (assist by P. Connaughton),3,66-87,,
7:00.0,,,66-87,,D. Cousins misses 3-pt shot from 25 ft
6:59.0,Defensive rebound by N. Vonleh,,66-87,,
6:51.0,,,66-87,,Personal foul by T. Frazier (drawn by N. Vonleh)
6:51.0,N. Vonleh makes free throw 1 of 2,1,67-87,,
6:51.0,N. Vonleh makes free throw 2 of 2,1,68-87,,
6:51.0,,,67-87,,S. Hill enters the game for D. Cunningham
6:51.0,,,67-87,,A. Davis enters the game for D. Cousins
6:51.0,,,67-87,,J. Holiday enters the game for E. Moore
6:38.0,,,68-87,,T. Frazier misses 3-pt shot from 26 ft
6:37.0,Defensive rebound by M. Leonard,,68-87,,
6:32.0,Shooting foul by T. Frazier (drawn by S. Napier),,68-87,,
6:32.0,S. Napier misses free throw 1 of 2,,68-87,,
6:32.0,Offensive rebound by Team,,68-87,,
6:32.0,S. Napier makes free throw 2 of 2,1,69-87,,
6:13.0,,,69-87,,J. Crawford misses 2-pt shot from 17 ft
6:13.0,Defensive rebound by P. Connaughton,,69-87,,
6:06.0,J. Layman misses 2-pt shot from 17 ft,,69-87,,
6:05.0,Offensive rebound by N. Vonleh,,69-87,,
6:01.0,J. Layman misses 3-pt shot from 26 ft,,69-87,,
6:01.0,,,69-87,,Defensive rebound by J. Holiday
5:56.0,,,69-87,,Shooting foul by P. Connaughton (drawn by J. Holiday)
5:56.0,Official timeout,,69-87,,
5:56.0,,,69-87,,J. Holiday misses free throw 1 of 2
5:56.0,,,69-87,,Offensive rebound by Team
5:56.0,,,69-88,1,J. Holiday makes free throw 2 of 2
5:36.0,Turnover by P. Connaughton (step out of bounds),,69-88,,
5:15.0,,,69-88,,J. Crawford misses 3-pt shot from 24 ft
5:14.0,Defensive rebound by P. Connaughton,,69-88,,
4:59.0,N. Vonleh misses 2-pt shot from 6 ft,,69-88,,
4:57.0,,,69-88,,Defensive rebound by A. Davis
4:40.0,,,69-90,2,J. Holiday makes 2-pt shot from 22 ft
4:21.0,P. Connaughton misses 2-pt shot from 23 ft,,69-90,,
4:21.0,,,69-90,,Defensive rebound by Team
4:21.0,,,69-90,,E. Moore enters the game for T. Frazier
4:04.0,,,69-90,,Turnover by J. Holiday (bad pass; steal by S. Napier)
3:55.0,J. Layman misses 2-pt shot from 3 ft,,69-90,,
3:50.0,,,69-90,,Defensive rebound by S. Hill
3:47.0,,,69-92,2,S. Hill makes 2-pt shot from 2 ft
3:43.0,S. Napier misses 2-pt shot from 3 ft,,69-92,,
3:43.0,,,69-92,,Defensive rebound by A. Davis
3:34.0,,,69-95,3,S. Hill makes 3-pt shot from 25 ft (assist by J. Holiday)
