time,Phoenix,pts.away,score,pts.home,Portland
5:53.0,,,12-24,,Defensive rebound by M. Harkless
5:45.0,,,12-27,3,C. McCollum makes 3-pt shot from 23 ft
5:44.0,Phoenix full timeout,,12-27,,
5:44.0,J. Dudley enters the game for A. Len,,12-27,,
5:44.0,B. Knight enters the game for E. Bledsoe,,12-27,,
5:33.0,T. Warren makes 2-pt shot from 12 ft (assist by B. Knight),2,14-27,,
5:15.0,,,14-30,3,M. Harkless makes 3-pt shot from 23 ft (assist by C. McCollum)
5:00.0,Shooting foul by M. Plumlee (drawn by M. Chriss),,14-30,,
5:00.0,M. Chriss misses free throw 1 of 2,,14-30,,
5:00.0,Offensive rebound by Team,,14-30,,
5:00.0,M. Chriss makes free throw 2 of 2,1,15-30,,
4:49.0,Personal block foul by M. Chriss (drawn by D. Lillard),,15-30,,
4:37.0,,,15-32,2,C. McCollum makes 2-pt shot from 8 ft (assist by M. Plumlee)
4:37.0,Shooting block foul by M. Chriss (drawn by C. McCollum),,15-32,,
4:37.0,,,15-33,1,C. McCollum makes free throw 1 of 1
4:37.0,,,15-32,,N. Vonleh enters the game for M. Harkless
4:37.0,A. Len enters the game for M. Chriss,,15-32,,
4:29.0,Turnover by B. Knight (bad pass; steal by C. McCollum),,15-33,,
4:27.0,Personal take foul by J. Dudley (drawn by C. McCollum),,15-33,,
4:15.0,,,15-33,,D. Lillard misses 3-pt shot from 27 ft
4:15.0,Defensive rebound by Team,,15-33,,
4:06.0,D. Booker makes 3-pt shot from 25 ft (assist by B. Knight),3,18-33,,
3:54.0,,,18-33,,D. Lillard misses 2-pt shot from 6 ft
3:54.0,Defensive rebound by A. Len,,18-33,,
3:48.0,Turnover by B. Knight (bad pass; steal by N. Vonleh),,18-33,,
3:44.0,,,18-33,,A. Crabbe enters the game for D. Lillard
3:37.0,,,18-33,,C. McCollum misses 3-pt shot from 24 ft
3:36.0,Defensive rebound by B. Knight,,18-33,,
3:27.0,B. Knight makes 2-pt shot from 16 ft,2,20-33,,
3:01.0,,,20-35,2,M. Plumlee makes 2-pt shot from 3 ft (assist by E. Turner)
2:42.0,D. Booker misses 2-pt shot from 3 ft (block by N. Vonleh),,20-35,,
2:39.0,,,20-35,,Defensive rebound by C. McCollum
2:24.0,,,20-35,,N. Vonleh misses 3-pt shot from 22 ft
2:23.0,Defensive rebound by A. Len,,20-35,,
2:16.0,Shooting foul by E. Turner (drawn by A. Len),,20-35,,
2:16.0,A. Len makes free throw 1 of 2,1,21-35,,
2:16.0,A. Len makes free throw 2 of 2,1,22-35,,
2:16.0,,,21-35,,E. Davis enters the game for M. Plumlee
2:16.0,P. Tucker enters the game for T. Warren,,21-35,,
2:16.0,E. Bledsoe enters the game for D. Booker,,21-35,,
1:56.0,,,22-35,,Turnover by E. Turner (bad pass; steal by P. Tucker)
1:46.0,P. Tucker misses 2-pt shot from 2 ft,,22-35,,
1:45.0,,,22-35,,Defensive rebound by N. Vonleh
1:36.0,,,22-35,,N. Vonleh misses 3-pt shot from 25 ft
1:35.0,Defensive rebound by P. Tucker,,22-35,,
1:32.0,,,22-35,,Personal foul by N. Vonleh (drawn by A. Len)
1:23.0,B. Knight misses 3-pt shot from 25 ft,,22-35,,
1:23.0,,,22-35,,Defensive rebound by C. McCollum
1:15.0,,,22-38,3,A. Crabbe makes 3-pt shot from 24 ft (assist by E. Turner)
1:05.0,B. Knight misses 2-pt shot from 14 ft,,22-38,,
1:05.0,,,22-38,,Defensive rebound by N. Vonleh
1:00.0,,,22-40,2,A. Crabbe makes 2-pt shot from 1 ft (assist by E. Turner)
1:00.0,,,22-40,,Shooting foul by B. Knight (drawn by A. Crabbe)
1:00.0,,,22-40,,A. Crabbe misses free throw 1 of 1
1:00.0,,,22-40,,D. Lillard enters the game for C. McCollum
0:58.0,Defensive rebound by A. Len,,22-40,,
0:46.0,A. Len makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,24-40,,
0:34.0,,,24-42,2,D. Lillard makes 2-pt shot from 14 ft
0:14.0,E. Bledsoe misses 2-pt shot from 13 ft,,24-42,,
0:12.0,Offensive rebound by A. Len,,24-42,,
0:08.0,B. Knight misses 3-pt shot from 24 ft,,24-42,,
0:08.0,Offensive rebound by P. Tucker,,24-42,,
0:08.0,,,24-42,,Personal foul by N. Vonleh (drawn by P. Tucker)
0:08.0,P. Tucker misses free throw 1 of 2,,24-42,,
0:08.0,Offensive rebound by Team,,24-42,,
0:08.0,P. Tucker makes free throw 2 of 2,1,25-42,,
0:00.0,,,25-42,,D. Lillard misses 2-pt shot from 3 ft
0:00.0,,,25-42,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,25-42,,E. Turner misses 3-pt shot from 24 ft
11:39.0,Defensive rebound by L. Barbosa,,25-42,,
11:32.0,D. Bender makes 2-pt shot from 20 ft (assist by L. Barbosa),2,27-42,,
11:18.0,,,27-45,3,D. Lillard makes 3-pt shot from 25 ft
10:57.0,B. Knight misses 2-pt shot from 16 ft,,27-45,,
10:56.0,,,27-45,,Defensive rebound by N. Vonleh
10:55.0,,,27-45,,Turnover by N. Vonleh (lost ball)
10:51.0,L. Barbosa makes 2-pt shot from 19 ft (assist by P. Tucker),2,29-45,,
10:42.0,Personal foul by P. Tucker (drawn by D. Lillard),,29-45,,
10:37.0,,,29-45,,Turnover by E. Turner (bad pass; steal by P. Tucker)
10:31.0,B. Knight makes 2-pt shot from 1 ft (assist by P. Tucker),2,31-45,,
10:14.0,,,31-45,,D. Lillard misses 2-pt shot from 22 ft
10:14.0,,,31-45,,Offensive rebound by N. Vonleh
10:14.0,,,31-45,,N. Vonleh misses 2-pt shot from 6 ft
10:14.0,,,31-45,,Offensive rebound by E. Davis
10:14.0,,,31-47,2,E. Davis makes 2-pt shot from 5 ft
10:14.0,,,31-47,,Shooting foul by B. Knight (drawn by E. Davis)
10:14.0,,,31-47,,E. Davis misses free throw 1 of 1
10:11.0,Defensive rebound by D. Bender,,31-47,,
9:57.0,D. Bender misses 3-pt shot from 25 ft,,31-47,,
9:56.0,,,31-47,,Defensive rebound by N. Vonleh
9:48.0,,,31-47,,N. Vonleh misses 3-pt shot from 26 ft
9:48.0,Defensive rebound by Team,,31-47,,
9:48.0,,,31-47,,Loose ball foul by E. Davis (drawn by D. Bender)
9:40.0,L. Barbosa makes 2-pt shot from 21 ft (assist by D. Bender),2,33-47,,
9:40.0,,,33-47,,Portland full timeout
9:29.0,Def 3 sec tech foul by D. Bender,,33-47,,
9:29.0,,,33-48,1,D. Lillard makes technical free throw
9:20.0,,,33-48,,Turnover by E. Davis (offensive foul)
9:20.0,,,33-48,,Offensive foul by E. Davis
9:08.0,D. Bender makes 2-pt shot from 2 ft,2,35-48,,
8:50.0,,,35-48,,D. Lillard misses 3-pt shot from 24 ft
8:49.0,Defensive rebound by P. Tucker,,35-48,,
8:32.0,J. Dudley makes 2-pt shot from 16 ft (assist by B. Knight),2,37-48,,
8:14.0,,,37-48,,A. Crabbe misses 2-pt shot from 20 ft
8:13.0,Defensive rebound by B. Knight,,37-48,,
8:05.0,B. Knight misses 2-pt shot from 1 ft,,37-48,,
8:05.0,,,37-48,,Defensive rebound by E. Davis
8:00.0,,,37-48,,Turnover by E. Davis (lost ball; steal by J. Dudley)
7:58.0,Turnover by D. Bender (traveling),,37-48,,
7:58.0,,,37-48,,M. Harkless enters the game for N. Vonleh
7:45.0,,,37-50,2,D. Lillard makes 2-pt shot from 2 ft
7:45.0,,,37-50,,Shooting foul by D. Bender (drawn by D. Lillard)
7:45.0,,,37-50,,D. Lillard misses free throw 1 of 1
7:43.0,Defensive rebound by J. Dudley,,37-50,,
7:20.0,L. Barbosa misses 3-pt shot from 30 ft,,37-50,,
7:19.0,,,37-50,,Defensive rebound by M. Harkless
7:12.0,,,37-50,,Offensive foul by M. Harkless
7:12.0,,,37-50,,Turnover by M. Harkless (offensive foul)
6:57.0,P. Tucker misses 2-pt shot from 18 ft,,37-50,,
6:56.0,Offensive rebound by Team,,37-50,,
6:52.0,Shooting foul by A. Crabbe (drawn by L. Barbosa),,37-50,,
6:52.0,L. Barbosa makes free throw 1 of 2,1,38-50,,
6:52.0,L. Barbosa makes free throw 2 of 2,1,39-50,,
6:35.0,,,39-50,,Turnover by M. Harkless (step out of bounds)
6:35.0,,,39-50,,M. Plumlee enters the game for E. Davis
6:35.0,,,39-50,,C. McCollum enters the game for D. Lillard
6:24.0,D. Bender makes 3-pt shot from 25 ft (assist by L. Barbosa),3,42-50,,
5:56.0,,,42-50,,M. Harkless misses 3-pt shot from 23 ft
5:56.0,Defensive rebound by L. Barbosa,,42-50,,
5:46.0,Shooting foul by M. Plumlee (drawn by P. Tucker),,42-50,,
5:46.0,Official timeout,,42-50,,
5:46.0,P. Tucker makes free throw 1 of 2,1,43-50,,
5:46.0,P. Tucker makes free throw 2 of 2,1,44-50,,
5:46.0,,,42-50,,S. Napier enters the game for E. Turner
5:29.0,,,44-53,3,S. Napier makes 3-pt shot from 24 ft (assist by C. McCollum)
5:16.0,D. Bender misses 2-pt shot from 23 ft,,44-53,,
5:15.0,,,44-53,,Defensive rebound by C. McCollum
5:03.0,,,44-53,,C. McCollum misses 3-pt shot from 24 ft
5:03.0,,,44-53,,Offensive rebound by Team
5:03.0,Loose ball foul by J. Dudley (drawn by M. Plumlee),,44-53,,
4:51.0,,,44-53,,Turnover by S. Napier (lost ball; steal by B. Knight)
4:45.0,P. Tucker makes 2-pt shot from 22 ft (assist by B. Knight),2,46-53,,
4:28.0,,,46-53,,A. Crabbe misses 3-pt shot from 24 ft
4:27.0,Defensive rebound by B. Knight,,46-53,,
4:19.0,Turnover by B. Knight (lost ball; steal by S. Napier),,46-53,,
4:13.0,,,46-55,2,M. Harkless makes 2-pt shot from 1 ft (assist by S. Napier)
4:03.0,Phoenix full timeout,,46-55,,
4:03.0,D. Booker enters the game for J. Dudley,,46-55,,
4:03.0,E. Bledsoe enters the game for B. Knight,,46-55,,
4:03.0,T. Warren enters the game for L. Barbosa,,46-55,,
3:47.0,D. Booker makes 2-pt shot from 18 ft,2,48-55,,
3:29.0,,,48-58,3,S. Napier makes 3-pt shot from 23 ft (assist by C. McCollum)
3:10.0,E. Bledsoe makes 2-pt shot from 7 ft (assist by P. Tucker),2,50-58,,
3:10.0,Shooting foul by S. Napier (drawn by E. Bledsoe),,50-58,,
3:10.0,E. Bledsoe makes free throw 1 of 1,1,51-58,,
3:10.0,,,50-58,,D. Lillard enters the game for A. Crabbe
2:45.0,,,51-60,2,C. McCollum makes 2-pt shot from 4 ft
2:45.0,,,51-60,,Violation by Team (jump ball)
2:33.0,M. Chriss enters the game for D. Bender,,51-60,,
2:33.0,A. Len enters the game for P. Tucker,,51-60,,
2:31.0,Jump ball: D. Lillard vs. T. Warren (C. McCollum gains possession),,,,Jump ball: D. Lillard vs. T. Warren (C. McCollum gains possession)
2:24.0,,,51-60,,Turnover by S. Napier (bad pass; steal by T. Warren)
2:09.0,M. Chriss misses 3-pt shot from 23 ft,,51-60,,
2:07.0,,,51-60,,Defensive rebound by M. Plumlee
2:03.0,Personal foul by D. Booker (drawn by S. Napier),,51-60,,
2:03.0,,,51-60,,S. Napier misses free throw 1 of 2
2:03.0,,,51-60,,Offensive rebound by Team
2:03.0,,,51-60,,S. Napier misses free throw 2 of 2
2:02.0,Defensive rebound by A. Len,,51-60,,
1:46.0,D. Booker makes 2-pt shot from 18 ft,2,53-60,,
1:26.0,,,53-60,,M. Plumlee misses 2-pt shot from 16 ft
1:26.0,Defensive rebound by E. Bledsoe,,53-60,,
1:07.0,Turnover by D. Booker (offensive foul),,53-60,,
1:07.0,Offensive foul by D. Booker,,53-60,,
0:50.0,,,53-60,,D. Lillard misses 3-pt shot from 25 ft
0:48.0,Defensive rebound by Team,,53-60,,
0:37.0,E. Bledsoe misses 2-pt shot from 5 ft,,53-60,,
0:36.0,Offensive rebound by A. Len,,53-60,,
0:35.0,A. Len misses 2-pt shot from 2 ft,,53-60,,
0:34.0,Offensive rebound by A. Len,,53-60,,
0:26.0,A. Len misses 2-pt shot from 1 ft,,53-60,,
0:25.0,,,53-60,,Defensive rebound by C. McCollum
0:23.0,,,53-62,2,C. McCollum makes 2-pt shot from 2 ft
0:23.0,,,53-62,,Shooting foul by T. Warren (drawn by C. McCollum)
0:23.0,,,53-63,1,C. McCollum makes free throw 1 of 1
0:23.0,,,53-62,,E. Davis enters the game for M. Plumlee
0:00.0,E. Bledsoe makes 2-pt shot from 9 ft,2,55-63,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:33.0,,,55-65,2,M. Plumlee makes 2-pt shot from 20 ft (assist by A. Crabbe)
11:09.0,T. Warren makes 2-pt shot from 21 ft,2,57-65,,
10:52.0,,,57-65,,Shooting foul by A. Len (drawn by M. Harkless)
10:52.0,,,57-66,1,M. Harkless makes free throw 1 of 2
10:52.0,,,57-67,1,M. Harkless makes free throw 2 of 2
10:33.0,Shooting foul by A. Crabbe (drawn by D. Booker),,57-67,,
10:33.0,D. Booker makes free throw 1 of 2,1,58-67,,
10:33.0,D. Booker makes free throw 2 of 2,1,59-67,,
10:25.0,,,59-67,,Offensive foul by A. Crabbe
10:25.0,,,59-67,,Turnover by A. Crabbe (offensive foul)
10:01.0,D. Booker misses 3-pt shot from 25 ft,,59-67,,
10:00.0,,,59-67,,Defensive rebound by M. Harkless
9:55.0,,,59-67,,Offensive charge foul by D. Lillard
9:55.0,,,59-67,,Turnover by D. Lillard (offensive foul)
9:43.0,T. Warren misses 2-pt shot from 8 ft,,59-67,,
9:42.0,Offensive rebound by A. Len,,59-67,,
9:33.0,Turnover by D. Booker (bad pass),,59-67,,
9:14.0,,,59-70,3,M. Harkless makes 3-pt shot from 24 ft (assist by M. Plumlee)
8:59.0,D. Booker misses 3-pt shot from 23 ft,,59-70,,
8:58.0,,,59-70,,Defensive rebound by M. Plumlee
8:53.0,,,59-72,2,M. Harkless makes 2-pt shot from 3 ft (assist by D. Lillard)
8:53.0,Phoenix full timeout,,59-72,,
8:53.0,D. Bender enters the game for T. Warren,,59-72,,
8:53.0,J. Dudley enters the game for M. Chriss,,59-72,,
8:53.0,L. Barbosa enters the game for A. Len,,59-72,,
8:53.0,P. Tucker enters the game for D. Booker,,59-72,,
8:53.0,B. Knight enters the game for E. Bledsoe,,59-72,,
8:48.0,Turnover by D. Bender (traveling),,59-72,,
8:34.0,,,59-72,,Turnover by D. Lillard (bad pass; steal by L. Barbosa)
8:28.0,Turnover by B. Knight (bad pass; steal by C. McCollum),,59-72,,
8:21.0,,,59-72,,Turnover by C. McCollum (lost ball; steal by P. Tucker)
8:15.0,B. Knight makes 2-pt shot from 1 ft,2,61-72,,
7:51.0,,,61-72,,A. Crabbe misses 2-pt shot from 16 ft
7:50.0,Defensive rebound by J. Dudley,,61-72,,
7:44.0,B. Knight makes 3-pt shot from 25 ft (assist by L. Barbosa),3,64-72,,
7:25.0,,,64-72,,C. McCollum misses 2-pt shot from 19 ft
7:24.0,Defensive rebound by P. Tucker,,64-72,,
7:11.0,Turnover by B. Knight (lost ball),,64-72,,
6:48.0,,,64-75,3,C. McCollum makes 3-pt shot from 25 ft
6:33.0,D. Bender misses 2-pt shot from 1 ft (block by M. Harkless),,64-75,,
6:33.0,Offensive rebound by P. Tucker,,64-75,,
6:26.0,J. Dudley misses 3-pt shot from 23 ft,,64-75,,
6:25.0,,,64-75,,Defensive rebound by M. Plumlee
6:13.0,,,64-77,2,D. Lillard makes 2-pt shot from 1 ft
6:05.0,Offensive foul by J. Dudley,,64-77,,
6:05.0,Turnover by J. Dudley (offensive foul),,64-77,,
6:05.0,,,64-77,,E. Davis enters the game for M. Plumlee
5:50.0,,,64-79,2,M. Harkless makes 2-pt shot from 3 ft (assist by D. Lillard)
5:29.0,D. Bender makes 3-pt shot from 25 ft (assist by B. Knight),3,67-79,,
5:12.0,,,67-79,,M. Harkless misses 3-pt shot from 23 ft
5:12.0,Defensive rebound by B. Knight,,67-79,,
4:57.0,D. Bender misses 3-pt shot from 24 ft,,67-79,,
4:56.0,,,67-79,,Defensive rebound by C. McCollum
4:51.0,,,67-81,2,M. Harkless makes 2-pt shot at rim (assist by C. McCollum)
4:46.0,Phoenix full timeout,,67-81,,
4:46.0,,,67-81,,E. Turner enters the game for C. McCollum
4:46.0,,,67-81,,S. Napier enters the game for A. Crabbe
4:40.0,L. Barbosa makes 2-pt shot from 2 ft (assist by B. Knight),2,69-81,,
4:20.0,,,69-81,,Turnover by M. Harkless (lost ball)
4:14.0,B. Knight makes 2-pt shot from 1 ft,2,71-81,,
4:05.0,Personal foul by L. Barbosa (drawn by D. Lillard),,71-81,,
4:00.0,,,71-81,,S. Napier misses 3-pt shot from 26 ft
3:57.0,,,71-81,,Offensive rebound by D. Lillard
3:44.0,,,71-84,3,E. Turner makes 3-pt shot from 25 ft (assist by S. Napier)
3:23.0,Shooting foul by D. Lillard (drawn by L. Barbosa),,71-84,,
3:23.0,L. Barbosa makes free throw 1 of 2,1,72-84,,
3:23.0,L. Barbosa makes free throw 2 of 2,1,73-84,,
3:23.0,E. Bledsoe enters the game for B. Knight,,72-84,,
3:23.0,,,72-84,,N. Vonleh enters the game for M. Harkless
3:07.0,,,73-84,,Turnover by N. Vonleh (bad pass)
2:41.0,L. Barbosa misses 3-pt shot from 25 ft,,73-84,,
2:40.0,,,73-84,,Defensive rebound by E. Turner
2:32.0,,,73-86,2,D. Lillard makes 2-pt shot from 20 ft
2:16.0,Shooting foul by E. Davis (drawn by E. Bledsoe),,73-86,,
2:16.0,,,73-86,,Portland full timeout
2:16.0,E. Bledsoe makes free throw 1 of 2,1,74-86,,
2:16.0,E. Bledsoe makes free throw 2 of 2,1,75-86,,
2:16.0,D. Booker enters the game for J. Dudley,,73-86,,
2:16.0,T. Warren enters the game for L. Barbosa,,73-86,,
2:16.0,,,73-86,,C. McCollum enters the game for D. Lillard
2:02.0,,,75-86,,Turnover by C. McCollum (lost ball; steal by D. Booker)
1:52.0,Turnover by T. Warren (back court),,75-86,,
1:41.0,,,75-86,,C. McCollum misses 2-pt shot from 3 ft
1:41.0,Defensive rebound by P. Tucker,,75-86,,
1:38.0,,,75-86,,Personal foul by S. Napier (drawn by E. Bledsoe)
1:32.0,P. Tucker makes 2-pt shot from 3 ft (assist by E. Bledsoe),2,77-86,,
1:09.0,,,77-89,3,N. Vonleh makes 3-pt shot from 25 ft (assist by C. McCollum)
0:59.0,,,77-89,,Personal foul by S. Napier (drawn by E. Bledsoe)
0:59.0,E. Bledsoe makes free throw 1 of 2,1,78-89,,
0:59.0,E. Bledsoe makes free throw 2 of 2,1,79-89,,
0:47.0,Personal foul by D. Bender (drawn by C. McCollum),,79-89,,
0:33.0,,,79-89,,N. Vonleh misses 2-pt shot from 14 ft
0:32.0,Defensive rebound by Team,,79-89,,
0:13.0,T. Warren misses 3-pt shot from 25 ft,,79-89,,
0:12.0,Offensive rebound by P. Tucker,,79-89,,
0:00.0,E. Bledsoe makes 3-pt shot from 26 ft,3,82-89,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,Turnover by E. Bledsoe (bad pass),,82-89,,
11:38.0,Personal foul by E. Bledsoe (drawn by C. McCollum),,82-89,,
11:35.0,,,82-89,,Shooting foul by E. Bledsoe (drawn by C. McCollum)
11:35.0,,,82-90,1,C. McCollum makes free throw 1 of 2
11:35.0,,,82-91,1,C. McCollum makes free throw 2 of 2
11:22.0,Offensive foul by M. Chriss,,82-91,,
11:22.0,Turnover by M. Chriss (offensive foul),,82-91,,
11:10.0,,,82-91,,C. McCollum misses 2-pt shot from 2 ft (block by M. Chriss)
11:10.0,Defensive rebound by J. Dudley,,82-91,,
11:10.0,Turnover by J. Dudley (bad pass),,82-91,,
10:58.0,,,82-91,,A. Crabbe misses 3-pt shot from 23 ft
10:57.0,Defensive rebound by E. Bledsoe,,82-91,,
10:46.0,D. Booker misses 2-pt shot from 6 ft,,82-91,,
10:45.0,,,82-91,,Defensive rebound by N. Vonleh
10:36.0,,,82-91,,E. Turner misses 2-pt shot from 11 ft
10:36.0,Defensive rebound by J. Dudley,,82-91,,
10:34.0,,,82-91,,Personal block foul by C. McCollum (drawn by D. Booker)
10:23.0,T. Warren misses 2-pt shot from 15 ft,,82-91,,
10:22.0,,,82-91,,Defensive rebound by E. Turner
10:12.0,,,82-91,,E. Davis misses 2-pt shot from 6 ft
10:11.0,,,82-91,,Offensive rebound by N. Vonleh
10:09.0,,,82-91,,N. Vonleh misses 2-pt shot from 3 ft
10:08.0,,,82-91,,Offensive rebound by N. Vonleh
10:08.0,,,82-93,2,N. Vonleh makes 2-pt shot at rim
9:52.0,,,82-93,,Personal foul by A. Crabbe (drawn by D. Booker)
9:52.0,P. Tucker enters the game for J. Dudley,,82-93,,
9:47.0,D. Booker misses 3-pt shot from 25 ft,,82-93,,
9:46.0,Offensive rebound by P. Tucker,,82-93,,
9:41.0,P. Tucker makes 2-pt shot from 4 ft,2,84-93,,
9:38.0,,,84-93,,Turnover by E. Davis (offensive foul)
9:38.0,,,84-93,,Offensive foul by E. Davis
9:31.0,D. Booker makes 2-pt shot from 2 ft,2,86-93,,
9:31.0,Shooting foul by E. Davis (drawn by D. Booker),,86-93,,
9:31.0,,,86-93,,Portland full timeout
9:31.0,D. Booker makes free throw 1 of 1,1,87-93,,
9:31.0,,,86-93,,D. Lillard enters the game for C. McCollum
9:31.0,,,86-93,,M. Plumlee enters the game for N. Vonleh
9:31.0,,,86-93,,M. Harkless enters the game for E. Davis
9:13.0,,,87-93,,D. Lillard misses 2-pt shot from 9 ft
9:12.0,Defensive rebound by M. Chriss,,87-93,,
9:00.0,T. Warren makes 2-pt shot from 14 ft (assist by E. Bledsoe),2,89-93,,
8:43.0,Personal foul by P. Tucker (drawn by E. Turner),,89-93,,
8:37.0,,,89-93,,Turnover by D. Lillard (lost ball; steal by P. Tucker)
8:33.0,T. Warren makes 2-pt shot at rim (assist by P. Tucker),2,91-93,,
8:05.0,,,91-93,,Shooting foul by M. Chriss (drawn by M. Plumlee)
8:05.0,,,91-93,,M. Plumlee misses free throw 1 of 2
8:05.0,,,91-93,,Offensive rebound by Team
8:05.0,Violation by E. Bledsoe (lane),,91-93,,
8:05.0,,,91-93,,M. Plumlee misses free throw 2 of 2
8:04.0,Defensive rebound by M. Chriss,,91-93,,
7:54.0,Shooting foul by A. Crabbe (drawn by D. Booker),,91-93,,
7:54.0,D. Booker makes free throw 1 of 2,1,92-93,,
7:54.0,D. Booker makes free throw 2 of 2,1,93-93,,
7:54.0,,,92-93,,C. McCollum enters the game for E. Turner
7:42.0,,,93-96,3,D. Lillard makes 3-pt shot from 28 ft
7:24.0,D. Booker misses 2-pt shot from 6 ft,,93-96,,
7:20.0,Offensive rebound by M. Chriss,,93-96,,
7:20.0,M. Chriss misses 2-pt shot from 1 ft,,93-96,,
7:20.0,Offensive rebound by M. Chriss,,93-96,,
7:20.0,M. Chriss makes 2-pt shot from 1 ft,2,95-96,,
7:11.0,Personal foul by D. Booker (drawn by D. Lillard),,95-96,,
7:11.0,,,95-97,1,D. Lillard makes free throw 1 of 2
7:11.0,,,95-98,1,D. Lillard makes free throw 2 of 2
6:53.0,E. Bledsoe misses 3-pt shot from 25 ft,,95-98,,
6:51.0,,,95-98,,Defensive rebound by M. Harkless
6:45.0,,,95-101,3,D. Lillard makes 3-pt shot from 25 ft
6:44.0,Phoenix full timeout,,95-101,,
6:30.0,D. Booker makes 2-pt shot from 12 ft,2,97-101,,
6:17.0,,,97-101,,D. Lillard misses 2-pt shot from 1 ft
6:17.0,,,97-101,,Offensive rebound by Team
6:12.0,,,97-103,2,C. McCollum makes 2-pt shot from 1 ft
5:53.0,M. Chriss misses 2-pt shot at rim (block by M. Plumlee),,97-103,,
5:52.0,,,97-103,,Defensive rebound by D. Lillard
5:40.0,,,97-105,2,D. Lillard makes 2-pt shot from 18 ft
5:19.0,E. Bledsoe makes 2-pt shot from 2 ft,2,99-105,,
4:58.0,,,99-107,2,M. Harkless makes 2-pt shot from 1 ft
4:41.0,T. Warren misses 2-pt shot from 11 ft,,99-107,,
4:41.0,Offensive rebound by T. Warren,,99-107,,
4:41.0,,,99-107,,Personal foul by D. Lillard
4:41.0,T. Warren misses free throw 1 of 2,,99-107,,
4:41.0,Offensive rebound by Team,,99-107,,
4:41.0,T. Warren misses free throw 2 of 2,,99-107,,
4:41.0,D. Bender enters the game for M. Chriss,,99-107,,
4:40.0,,,99-107,,Defensive rebound by A. Crabbe
4:28.0,,,99-109,2,D. Lillard makes 2-pt shot from 2 ft
