time,Cleveland,pts.away,score,pts.home,Indiana
0:41.0,,,23-33,,Offensive rebound by G. Robinson
0:33.0,,,23-33,,Shooting foul by R. Jefferson (drawn by J. Teague)
0:33.0,,,23-34,1,J. Teague makes free throw 1 of 2
0:33.0,,,23-35,1,J. Teague makes free throw 2 of 2
0:33.0,,,23-34,,K. Seraphin enters the game for L. Allen
0:21.0,K. Irving makes 2-pt shot from 12 ft,2,25-35,,
0:02.0,,,25-35,,J. Teague misses 2-pt shot from 3 ft (block by T. Thompson)
0:01.0,,,25-35,,Offensive rebound by A. Jefferson
0:01.0,,,25-35,,Shooting foul by K. Love (drawn by A. Jefferson)
0:01.0,,,25-35,,A. Jefferson misses free throw 1 of 2
0:01.0,,,25-35,,Offensive rebound by Team
0:01.0,,,25-36,1,A. Jefferson makes free throw 2 of 2
0:01.0,,,25-35,,R. Stuckey enters the game for J. Teague
0:00.0,K. Irving misses 3-pt shot from 32 ft,,25-36,,
0:00.0,Offensive rebound by Team,,25-36,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,K. Korver makes 3-pt shot from 26 ft (assist by L. James),3,28-36,,
11:34.0,Personal foul by K. Korver (drawn by G. Robinson),,28-36,,
11:20.0,,,28-36,,M. Ellis misses 2-pt shot from 19 ft
11:18.0,Defensive rebound by K. Felder,,28-36,,
11:13.0,Shooting foul by A. Jefferson (drawn by L. James),,28-36,,
11:13.0,L. James makes free throw 1 of 2,1,29-36,,
11:13.0,L. James misses free throw 2 of 2,,29-36,,
11:13.0,,,29-36,,Defensive rebound by A. Jefferson
10:55.0,,,29-38,2,A. Jefferson makes 2-pt shot from 10 ft
10:39.0,C. Frye makes 3-pt shot from 23 ft (assist by L. James),3,32-38,,
10:19.0,,,32-40,2,A. Jefferson makes 2-pt shot from 11 ft (assist by P. George)
10:03.0,C. Frye misses 2-pt shot from 5 ft,,32-40,,
10:02.0,,,32-40,,Defensive rebound by A. Jefferson
9:59.0,Shooting block foul by R. Jefferson (drawn by R. Stuckey),,32-40,,
9:59.0,,,32-40,,R. Stuckey misses free throw 1 of 2
9:59.0,,,32-40,,Offensive rebound by Team
9:59.0,,,32-41,1,R. Stuckey makes free throw 2 of 2
9:59.0,,,32-40,,M. Turner enters the game for A. Jefferson
9:36.0,C. Frye misses 2-pt shot from 13 ft,,32-41,,
9:35.0,,,32-41,,Defensive rebound by R. Stuckey
9:32.0,,,32-41,,Shooting foul by K. Felder (drawn by M. Ellis)
9:32.0,,,32-42,1,M. Ellis makes free throw 1 of 2
9:32.0,,,32-43,1,M. Ellis makes free throw 2 of 2
9:32.0,,,32-42,,K. Seraphin enters the game for G. Robinson
9:11.0,L. James makes 2-pt shot from 17 ft,2,34-43,,
8:57.0,,,34-43,,K. Seraphin misses 2-pt shot from 16 ft
8:56.0,Defensive rebound by K. Korver,,34-43,,
8:46.0,R. Jefferson misses 3-pt shot from 24 ft,,34-43,,
8:45.0,,,34-43,,Defensive rebound by P. George
8:36.0,,,34-43,,R. Stuckey misses 3-pt shot from 23 ft
8:36.0,Defensive rebound by C. Frye,,34-43,,
8:29.0,L. James misses 2-pt shot from 3 ft,,34-43,,
8:29.0,Offensive rebound by Team,,34-43,,
8:29.0,Official timeout,,34-43,,
8:20.0,C. Frye misses 3-pt shot from 25 ft,,34-43,,
8:20.0,,,34-43,,Defensive rebound by M. Ellis
8:04.0,,,34-43,,Shooting foul by R. Jefferson (drawn by P. George)
8:04.0,,,34-44,1,P. George makes free throw 1 of 3
8:04.0,,,34-45,1,P. George makes free throw 2 of 3
8:04.0,,,34-45,,P. George misses free throw 3 of 3
8:04.0,Defensive rebound by L. James,,34-45,,
8:04.0,J. McRae enters the game for R. Jefferson,,34-45,,
7:49.0,L. James misses 2-pt shot from 2 ft,,34-45,,
7:48.0,,,34-45,,Defensive rebound by P. George
7:40.0,,,34-45,,Turnover by P. George (back court)
7:40.0,K. Irving enters the game for K. Felder,,34-45,,
7:40.0,,,34-45,,C. Miles enters the game for K. Seraphin
7:30.0,K. Korver makes 3-pt shot from 24 ft (assist by L. James),3,37-45,,
7:05.0,,,37-45,,P. George misses 3-pt shot from 25 ft
7:05.0,Defensive rebound by K. Korver,,37-45,,
6:58.0,Shooting foul by M. Ellis (drawn by K. Irving),,37-45,,
6:58.0,K. Irving makes free throw 1 of 2,1,38-45,,
6:58.0,K. Irving makes free throw 2 of 2,1,39-45,,
6:33.0,,,39-47,2,R. Stuckey makes 2-pt shot from 22 ft
6:12.0,C. Frye misses 2-pt shot from 13 ft,,39-47,,
6:11.0,,,39-47,,Defensive rebound by M. Turner
5:56.0,,,39-47,,R. Stuckey misses 2-pt shot from 16 ft
5:54.0,,,39-47,,Offensive rebound by P. George
5:54.0,,,39-49,2,P. George makes 2-pt shot from 2 ft
5:54.0,Cleveland full timeout,,39-49,,
5:54.0,T. Thompson enters the game for L. James,,39-49,,
5:54.0,K. Love enters the game for C. Frye,,39-49,,
5:54.0,,,39-49,,J. Teague enters the game for M. Ellis
5:54.0,,,39-49,,L. Allen enters the game for R. Stuckey
5:46.0,,,39-49,,Personal foul by P. George (drawn by K. Korver)
5:46.0,,,39-49,,G. Robinson enters the game for P. George
5:31.0,K. Irving makes 2-pt shot from 13 ft,2,41-49,,
5:13.0,,,41-49,,Turnover by C. Miles (lost ball)
4:57.0,J. McRae makes 3-pt shot from 24 ft (assist by K. Irving),3,44-49,,
4:38.0,,,44-49,,J. Teague misses 3-pt shot from 25 ft
4:37.0,Defensive rebound by K. Love,,44-49,,
4:32.0,K. Irving misses 3-pt shot from 27 ft,,44-49,,
4:31.0,Offensive rebound by T. Thompson,,44-49,,
4:26.0,J. McRae misses 3-pt shot from 25 ft,,44-49,,
4:25.0,,,44-49,,Defensive rebound by C. Miles
4:17.0,,,44-51,2,J. Teague makes 2-pt shot from 5 ft
4:00.0,K. Korver makes 3-pt shot from 24 ft (assist by K. Love),3,47-51,,
3:44.0,,,47-51,,J. Teague misses 2-pt shot from 12 ft
3:43.0,Defensive rebound by K. Love,,47-51,,
3:35.0,K. Love misses 3-pt shot from 25 ft,,47-51,,
3:34.0,,,47-51,,Defensive rebound by C. Miles
3:28.0,,,47-51,,Shooting foul by T. Thompson (drawn by C. Miles)
3:28.0,,,47-52,1,C. Miles makes free throw 1 of 3
3:28.0,,,47-53,1,C. Miles makes free throw 2 of 3
3:28.0,,,47-54,1,C. Miles makes free throw 3 of 3
3:17.0,Turnover by K. Korver (lost ball; steal by G. Robinson),,47-54,,
3:15.0,Personal take foul by K. Irving (drawn by J. Teague),,47-54,,
3:15.0,,,47-55,1,J. Teague makes free throw 1 of 2
3:15.0,,,47-56,1,J. Teague makes free throw 2 of 2
2:59.0,K. Irving misses 2-pt shot from 12 ft,,47-56,,
2:58.0,,,47-56,,Defensive rebound by J. Teague
2:52.0,,,47-56,,Turnover by J. Teague (bad pass)
2:52.0,,,47-56,,Indiana full timeout
2:52.0,L. James enters the game for K. Korver,,47-56,,
2:38.0,K. Irving makes 2-pt shot from 3 ft,2,49-56,,
2:17.0,,,49-58,2,M. Turner makes 2-pt shot from 19 ft (assist by J. Teague)
1:58.0,Turnover by L. James (traveling),,49-58,,
1:44.0,,,49-60,2,M. Turner makes 2-pt shot from 19 ft (assist by J. Teague)
1:27.0,,,49-60,,Def 3 sec tech foul by L. Allen
1:27.0,K. Irving makes technical free throw,1,50-60,,
1:20.0,T. Thompson makes 2-pt shot from 3 ft (assist by L. James),2,52-60,,
0:53.0,,,52-63,3,C. Miles makes 3-pt shot from 25 ft (assist by J. Teague)
0:42.0,,,52-63,,Personal foul by G. Robinson (drawn by L. James)
0:35.0,,,52-63,,Violation by M. Turner (def goaltending)
0:35.0,L. James makes 2-pt shot from 2 ft,2,54-63,,
0:31.0,,,54-63,,J. Teague misses 2-pt shot from 3 ft
0:30.0,Defensive rebound by T. Thompson,,54-63,,
0:22.0,J. McRae makes 3-pt shot from 23 ft (assist by L. James),3,57-63,,
0:02.0,,,57-63,,G. Robinson misses 2-pt shot from 11 ft
0:00.0,,,57-63,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,L. James makes 2-pt shot from 4 ft (assist by K. Irving),2,59-63,,
11:46.0,,,59-63,,Turnover by L. Allen (bad pass; steal by D. Liggins)
11:45.0,D. Liggins makes 2-pt shot from 4 ft,2,61-63,,
11:45.0,Shooting foul by L. Allen (drawn by D. Liggins),,61-63,,
11:45.0,D. Liggins makes free throw 1 of 1,1,62-63,,
11:31.0,,,62-65,2,M. Turner makes 2-pt shot from 15 ft (assist by J. Teague)
11:13.0,K. Love misses 3-pt shot from 24 ft,,62-65,,
11:13.0,,,62-65,,Defensive rebound by P. George
10:58.0,,,62-68,3,C. Miles makes 3-pt shot from 24 ft (assist by P. George)
10:42.0,K. Irving makes 2-pt shot from 16 ft,2,64-68,,
10:28.0,,,64-70,2,J. Teague makes 2-pt shot from 10 ft
10:18.0,K. Irving makes 2-pt shot from 17 ft,2,66-70,,
9:59.0,,,66-72,2,J. Teague makes 2-pt shot from 4 ft
9:48.0,K. Irving makes 2-pt shot from 19 ft,2,68-72,,
9:37.0,,,68-72,,P. George misses 2-pt shot from 1 ft (block by L. James)
9:35.0,Defensive rebound by K. Love,,68-72,,
9:33.0,Shooting foul by L. Allen (drawn by L. James),,68-72,,
9:33.0,L. James makes free throw 1 of 2,1,69-72,,
9:33.0,L. James makes free throw 2 of 2,1,70-72,,
9:12.0,,,70-72,,L. Allen misses 2-pt shot from 7 ft
9:12.0,Defensive rebound by T. Thompson,,70-72,,
9:01.0,K. Love makes 2-pt shot from 5 ft (assist by K. Irving),2,72-72,,
8:47.0,,,72-72,,Turnover by J. Teague (bad pass; steal by K. Irving)
8:43.0,K. Irving makes 2-pt shot from 3 ft,2,74-72,,
8:43.0,Shooting foul by J. Teague (drawn by K. Irving),,74-72,,
8:43.0,,,74-72,,Indiana full timeout
8:43.0,K. Irving makes free throw 1 of 1,1,75-72,,
8:28.0,Personal foul by L. James (drawn by P. George),,75-72,,
8:17.0,,,75-72,,P. George misses 2-pt shot from 15 ft
8:16.0,Defensive rebound by L. James,,75-72,,
8:10.0,L. James makes 3-pt shot from 26 ft,3,78-72,,
7:52.0,,,78-72,,M. Turner misses 2-pt shot from 20 ft
7:50.0,Defensive rebound by L. James,,78-72,,
7:42.0,Turnover by L. James (bad pass; steal by L. Allen),,78-72,,
7:33.0,,,78-72,,P. George misses 2-pt shot from 6 ft
7:33.0,,,78-72,,Offensive rebound by Team
7:33.0,Loose ball foul by T. Thompson (drawn by P. George),,78-72,,
7:30.0,,,78-74,2,P. George makes 2-pt shot from 4 ft (assist by J. Teague)
7:13.0,Turnover by L. James (bad pass; steal by P. George),,78-74,,
7:06.0,,,78-74,,Turnover by L. Allen (bad pass)
7:00.0,Cleveland full timeout,,78-74,,
7:00.0,R. Jefferson enters the game for L. James,,78-74,,
6:44.0,K. Irving misses 2-pt shot from 10 ft,,78-74,,
6:44.0,,,78-74,,Defensive rebound by M. Turner
6:28.0,,,78-76,2,P. George makes 2-pt shot from 22 ft (assist by J. Teague)
6:08.0,Shooting foul by L. Allen (drawn by K. Love),,78-76,,
6:08.0,K. Love makes free throw 1 of 2,1,79-76,,
6:08.0,K. Love makes free throw 2 of 2,1,80-76,,
6:08.0,,,79-76,,K. Seraphin enters the game for L. Allen
5:55.0,,,80-78,2,C. Miles makes 2-pt shot from 5 ft (assist by J. Teague)
5:29.0,T. Thompson makes 2-pt shot from 4 ft (assist by K. Irving),2,82-78,,
5:12.0,,,82-78,,P. George misses 3-pt shot from 26 ft
5:09.0,Defensive rebound by R. Jefferson,,82-78,,
5:09.0,,,82-78,,Loose ball foul by M. Turner (drawn by R. Jefferson)
5:09.0,R. Jefferson makes free throw 1 of 2,1,83-78,,
5:09.0,R. Jefferson makes free throw 2 of 2,1,84-78,,
5:09.0,K. Korver enters the game for D. Liggins,,83-78,,
4:54.0,,,84-78,,C. Miles misses 2-pt shot from 17 ft
4:53.0,Defensive rebound by K. Love,,84-78,,
4:40.0,K. Love makes 3-pt shot from 23 ft (assist by T. Thompson),3,87-78,,
4:23.0,,,87-78,,P. George misses 3-pt shot from 24 ft
4:22.0,Defensive rebound by K. Korver,,87-78,,
4:09.0,K. Irving misses 2-pt shot from 17 ft,,87-78,,
4:08.0,,,87-78,,Defensive rebound by M. Turner
4:00.0,,,87-78,,P. George misses 2-pt shot from 4 ft
3:59.0,Defensive rebound by K. Love,,87-78,,
3:45.0,Turnover by K. Irving (lost ball; steal by J. Teague),,87-78,,
3:36.0,,,87-78,,C. Miles misses 3-pt shot from 25 ft
3:35.0,Defensive rebound by K. Korver,,87-78,,
3:20.0,K. Korver misses 2-pt shot from 21 ft,,87-78,,
3:19.0,,,87-78,,Defensive rebound by M. Turner
3:06.0,,,87-78,,K. Seraphin misses 2-pt shot from 16 ft
3:06.0,Defensive rebound by K. Love,,87-78,,
3:06.0,Cleveland full timeout,,87-78,,
3:06.0,L. James enters the game for K. Irving,,87-78,,
3:06.0,,,87-78,,G. Robinson enters the game for C. Miles
2:51.0,K. Korver makes 2-pt shot from 22 ft (assist by L. James),2,89-78,,
2:26.0,,,89-81,3,J. Teague makes 3-pt shot from 26 ft (assist by P. George)
2:01.0,Shooting foul by M. Turner (drawn by R. Jefferson),,89-81,,
2:01.0,R. Jefferson makes free throw 1 of 2,1,90-81,,
2:01.0,R. Jefferson makes free throw 2 of 2,1,91-81,,
2:01.0,,,90-81,,R. Stuckey enters the game for J. Teague
1:50.0,Personal foul by L. James (drawn by K. Seraphin),,91-81,,
1:46.0,,,91-81,,K. Seraphin misses 2-pt shot from 2 ft (block by R. Jefferson)
1:43.0,Defensive rebound by L. James,,91-81,,
1:33.0,K. Love misses 2-pt shot from 6 ft,,91-81,,
1:33.0,Offensive rebound by T. Thompson,,91-81,,
1:28.0,K. Love misses 3-pt shot from 27 ft,,91-81,,
1:27.0,,,91-81,,Defensive rebound by P. George
1:19.0,,,91-81,,Turnover by R. Stuckey (bad pass; steal by K. Love)
1:12.0,K. Korver makes 3-pt shot from 26 ft (assist by L. James),3,94-81,,
0:55.0,,,94-81,,P. George misses 2-pt shot from 6 ft
0:55.0,Defensive rebound by K. Love,,94-81,,
0:47.0,K. Korver makes 3-pt shot from 25 ft (assist by L. James),3,97-81,,
0:47.0,,,97-81,,Indiana full timeout
0:47.0,C. Frye enters the game for K. Love,,97-81,,
0:47.0,,,97-81,,C. Miles enters the game for P. George
0:47.0,,,97-81,,M. Ellis enters the game for K. Seraphin
0:29.0,,,97-81,,R. Stuckey misses 2-pt shot from 19 ft
0:28.0,Defensive rebound by K. Korver,,97-81,,
0:09.0,R. Jefferson misses 3-pt shot from 24 ft,,97-81,,
0:08.0,,,97-81,,Defensive rebound by G. Robinson
0:02.0,,,97-81,,G. Robinson misses 2-pt shot from 2 ft
0:01.0,Defensive rebound by C. Frye,,97-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,97-83,2,M. Ellis makes 2-pt shot from 4 ft
11:21.0,C. Frye makes 2-pt shot from 16 ft,2,99-83,,
11:03.0,,,99-86,3,P. George makes 3-pt shot from 24 ft (assist by M. Ellis)
10:42.0,Shooting foul by K. Seraphin (drawn by L. James),,99-86,,
10:42.0,L. James makes free throw 1 of 2,1,100-86,,
10:42.0,L. James makes free throw 2 of 2,1,101-86,,
10:30.0,,,101-86,,P. George misses 2-pt shot from 21 ft
10:29.0,Defensive rebound by C. Frye,,101-86,,
10:08.0,K. Korver makes 3-pt shot from 23 ft (assist by J. McRae),3,104-86,,
9:56.0,,,104-89,3,C. Miles makes 3-pt shot from 24 ft (assist by R. Stuckey)
9:39.0,,,104-89,,Personal foul by K. Seraphin (drawn by L. James)
9:31.0,,,104-89,,Personal foul by C. Miles (drawn by C. Frye)
9:19.0,Shooting foul by M. Ellis (drawn by L. James),,104-89,,
9:19.0,,,104-89,,Technical foul by M. Ellis (drawn by L. James)
9:19.0,K. Korver makes technical free throw,1,105-89,,
9:19.0,L. James makes free throw 1 of 2,1,106-89,,
9:19.0,L. James misses free throw 2 of 2,,106-89,,
9:19.0,,,106-89,,Defensive rebound by K. Seraphin
9:04.0,,,106-89,,R. Stuckey misses 2-pt shot from 10 ft
9:03.0,Defensive rebound by C. Frye,,106-89,,
8:56.0,L. James misses 3-pt shot from 28 ft,,106-89,,
8:55.0,Offensive rebound by R. Jefferson,,106-89,,
8:35.0,K. Korver makes 2-pt shot from 19 ft (assist by R. Jefferson),2,108-89,,
8:35.0,,,108-89,,Indiana full timeout
8:35.0,,,108-89,,J. Teague enters the game for K. Seraphin
8:35.0,,,108-89,,M. Turner enters the game for R. Stuckey
8:19.0,,,108-89,,Shooting foul by K. Korver (drawn by M. Turner)
8:19.0,,,108-90,1,M. Turner makes free throw 1 of 2
8:19.0,,,108-91,1,M. Turner makes free throw 2 of 2
8:07.0,J. McRae misses 2-pt shot from 12 ft (block by P. George),,108-91,,
8:06.0,,,108-91,,Defensive rebound by J. Teague
7:59.0,,,108-91,,J. Teague misses 2-pt shot from 4 ft (block by J. McRae)
7:58.0,Defensive rebound by C. Frye,,108-91,,
7:51.0,C. Frye misses 3-pt shot from 27 ft,,108-91,,
7:51.0,,,108-91,,Defensive rebound by P. George
7:31.0,,,108-94,3,M. Ellis makes 3-pt shot from 24 ft (assist by P. George)
7:14.0,K. Korver misses 3-pt shot from 25 ft,,108-94,,
7:14.0,,,108-94,,Defensive rebound by J. Teague
7:07.0,,,108-94,,Shooting foul by C. Frye (drawn by M. Turner)
7:07.0,,,108-95,1,M. Turner makes free throw 1 of 2
7:07.0,,,108-96,1,M. Turner makes free throw 2 of 2
7:07.0,K. Love enters the game for R. Jefferson,,108-95,,
7:07.0,K. Irving enters the game for C. Frye,,108-95,,
7:07.0,T. Thompson enters the game for J. McRae,,108-95,,
6:56.0,T. Thompson makes 2-pt shot from 2 ft (assist by K. Love),2,110-96,,
6:37.0,,,110-96,,Shooting foul by K. Love (drawn by M. Turner)
6:37.0,,,110-97,1,M. Turner makes free throw 1 of 2
6:37.0,,,110-98,1,M. Turner makes free throw 2 of 2
6:27.0,K. Irving makes 2-pt shot from 12 ft,2,112-98,,
6:09.0,,,112-98,,C. Miles misses 3-pt shot from 24 ft
6:08.0,Defensive rebound by K. Love,,112-98,,
5:59.0,L. James makes 2-pt shot from 1 ft (assist by K. Irving),2,114-98,,
5:47.0,,,114-101,3,P. George makes 3-pt shot from 25 ft (assist by J. Teague)
5:31.0,K. Irving misses 3-pt shot from 25 ft,,114-101,,
5:30.0,,,114-101,,Defensive rebound by Team
5:30.0,Official timeout,,114-101,,
5:16.0,,,114-101,,Shooting foul by T. Thompson (drawn by M. Turner)
5:16.0,,,114-102,1,M. Turner makes free throw 1 of 2
5:16.0,,,114-103,1,M. Turner makes free throw 2 of 2
5:04.0,K. Love misses 2-pt shot from 4 ft (block by C. Miles),,114-103,,
5:03.0,,,114-103,,Defensive rebound by C. Miles
4:57.0,,,114-105,2,M. Ellis makes 2-pt shot from 3 ft
4:39.0,K. Irving misses 2-pt shot from 18 ft,,114-105,,
4:39.0,,,114-105,,Defensive rebound by J. Teague
4:32.0,,,114-107,2,J. Teague makes 2-pt shot from 4 ft
4:10.0,L. James makes 2-pt shot from 11 ft,2,116-107,,
3:59.0,,,116-107,,J. Teague misses 2-pt shot from 4 ft
3:59.0,Defensive rebound by K. Love,,116-107,,
3:38.0,L. James misses 2-pt shot from 16 ft,,116-107,,
3:38.0,,,116-107,,Defensive rebound by J. Teague
3:35.0,Personal foul by K. Irving (drawn by J. Teague),,116-107,,
3:35.0,,,116-108,1,J. Teague makes free throw 1 of 2
3:35.0,,,116-108,,J. Teague misses free throw 2 of 2
3:35.0,Defensive rebound by T. Thompson,,116-108,,
3:23.0,K. Irving makes 2-pt shot from 10 ft,2,118-108,,
3:08.0,,,118-108,,M. Turner misses 3-pt shot from 26 ft
3:08.0,Defensive rebound by T. Thompson,,118-108,,
2:48.0,K. Korver makes 3-pt shot from 26 ft (assist by L. James),3,121-108,,
2:32.0,,,121-108,,P. George misses 2-pt shot from 22 ft
2:32.0,Defensive rebound by T. Thompson,,121-108,,
2:22.0,K. Korver makes 3-pt shot from 24 ft (assist by K. Irving),3,124-108,,
2:22.0,,,124-108,,Indiana full timeout
2:22.0,,,124-108,,G. Robinson enters the game for P. George
2:09.0,,,124-110,2,M. Ellis makes 2-pt shot from 17 ft
1:43.0,L. James makes 2-pt shot from 13 ft,2,126-110,,
1:33.0,,,126-110,,C. Miles misses 3-pt shot from 26 ft
1:32.0,Defensive rebound by T. Thompson,,126-110,,
1:32.0,Cleveland full timeout,,126-110,,
1:32.0,,,126-110,,J. Young enters the game for M. Turner
1:32.0,,,126-110,,R. Christmas enters the game for J. Teague
1:32.0,,,126-110,,K. Seraphin enters the game for M. Ellis
1:32.0,J. Jones enters the game for L. James,,126-110,,
1:32.0,K. Felder enters the game for K. Love,,126-110,,
1:32.0,D. Liggins enters the game for T. Thompson,,126-110,,
1:32.0,R. Jefferson enters the game for K. Irving,,126-110,,
1:32.0,J. McRae enters the game for K. Korver,,126-110,,
1:10.0,R. Jefferson makes 3-pt shot from 26 ft (assist by D. Liggins),3,129-110,,
0:58.0,,,129-112,2,G. Robinson makes 2-pt shot from 18 ft
0:37.0,J. Jones makes 3-pt shot from 25 ft (assist by J. McRae),3,132-112,,
0:29.0,,,132-114,2,J. Young makes 2-pt shot from 23 ft
0:05.0,J. McRae misses 3-pt shot from 29 ft,,132-114,,
0:05.0,Offensive rebound by Team,,132-114,,
0:05.0,Turnover by Team (shot clock),,132-114,,
0:01.0,,,132-117,3,J. Young makes 3-pt shot from 25 ft
