time,Brooklyn,pts.away,score,pts.home,Charlotte
9:56.0,,,20-32,,Defensive rebound by N. Batum
9:49.0,,,20-32,,M. Belinelli misses 3-pt shot from 25 ft
9:47.0,Defensive rebound by R. Hollis-Jefferson,,20-32,,
9:38.0,B. Lopez makes 2-pt shot from 7 ft (assist by R. Hollis-Jefferson),2,22-32,,
9:16.0,,,22-32,,R. Hibbert misses 2-pt shot from 9 ft
9:14.0,Defensive rebound by I. Whitehead,,22-32,,
9:09.0,B. Bogdanovic misses 3-pt shot from 25 ft,,22-32,,
9:08.0,,,22-32,,Defensive rebound by N. Batum
8:59.0,,,22-32,,R. Sessions misses 2-pt shot from 5 ft
8:58.0,Defensive rebound by B. Bogdanovic,,22-32,,
8:48.0,R. Foye makes 3-pt shot from 23 ft (assist by I. Whitehead),3,25-32,,
8:48.0,,,25-32,,Charlotte full timeout
8:34.0,,,25-35,3,F. Kaminsky makes 3-pt shot from 25 ft (assist by N. Batum)
8:16.0,R. Foye makes 3-pt shot from 25 ft (assist by R. Hollis-Jefferson),3,28-35,,
7:55.0,,,28-37,2,M. Belinelli makes 2-pt shot from 11 ft
7:41.0,B. Bogdanovic misses 2-pt shot from 1 ft,,28-37,,
7:39.0,,,28-37,,Defensive rebound by R. Sessions
7:32.0,,,28-40,3,F. Kaminsky makes 3-pt shot from 24 ft (assist by R. Sessions)
7:31.0,Brooklyn full timeout,,28-40,,
7:31.0,Q. Acy enters the game for B. Lopez,,28-40,,
7:31.0,,,28-40,,K. Walker enters the game for M. Belinelli
7:13.0,B. Bogdanovic makes 3-pt shot from 26 ft (assist by Q. Acy),3,31-40,,
6:57.0,,,31-43,3,N. Batum makes 3-pt shot from 25 ft (assist by F. Kaminsky)
6:37.0,C. LeVert enters the game for B. Bogdanovic,,31-43,,
6:37.0,S. Kilpatrick enters the game for R. Foye,,31-43,,
6:37.0,,,31-43,,M. Williams enters the game for F. Kaminsky
6:37.0,,,31-43,,Personal foul by N. Batum (drawn by C. LeVert)
6:19.0,R. Hollis-Jefferson misses 3-pt shot from 25 ft,,31-43,,
6:18.0,,,31-43,,Defensive rebound by M. Williams
6:13.0,Personal foul by Q. Acy (drawn by R. Hibbert),,31-43,,
6:13.0,T. Booker enters the game for R. Hollis-Jefferson,,31-43,,
6:08.0,,,31-43,,Turnover by M. Williams (bad pass; steal by Q. Acy)
6:02.0,S. Kilpatrick misses 2-pt shot from 1 ft,,31-43,,
6:01.0,,,31-43,,Defensive rebound by K. Walker
5:56.0,,,31-45,2,K. Walker makes 2-pt shot from 1 ft
5:37.0,S. Kilpatrick misses 3-pt shot from 25 ft,,31-45,,
5:36.0,,,31-45,,Defensive rebound by K. Walker
5:31.0,Personal foul by Q. Acy (drawn by K. Walker),,31-45,,
5:31.0,,,31-45,,C. Zeller enters the game for R. Hibbert
5:31.0,,,31-45,,M. Kidd-Gilchrist enters the game for R. Sessions
5:22.0,,,31-45,,Offensive foul by M. Kidd-Gilchrist
5:22.0,,,31-45,,Turnover by M. Kidd-Gilchrist (offensive foul)
5:10.0,Q. Acy makes 2-pt shot from 1 ft (assist by I. Whitehead),2,33-45,,
4:51.0,,,33-47,2,N. Batum makes 2-pt shot from 16 ft
4:40.0,Brooklyn full timeout,,33-47,,
4:40.0,B. Lopez enters the game for Q. Acy,,33-47,,
4:40.0,S. Dinwiddie enters the game for I. Whitehead,,33-47,,
4:36.0,S. Kilpatrick makes 3-pt shot from 24 ft (assist by C. LeVert),3,36-47,,
4:21.0,,,36-47,,Turnover by K. Walker (bad pass; steal by C. LeVert)
4:20.0,Shooting foul by N. Batum (drawn by C. LeVert),,36-47,,
4:20.0,C. LeVert makes free throw 1 of 2,1,37-47,,
4:20.0,C. LeVert makes free throw 2 of 2,1,38-47,,
4:05.0,,,38-47,,N. Batum misses 3-pt shot from 25 ft
4:04.0,Defensive rebound by S. Dinwiddie,,38-47,,
3:44.0,B. Lopez misses 2-pt shot from 7 ft,,38-47,,
3:43.0,,,38-47,,Defensive rebound by N. Batum
3:37.0,,,38-49,2,C. Zeller makes 2-pt shot from 1 ft (assist by N. Batum)
3:25.0,B. Lopez makes 2-pt shot from 6 ft (assist by S. Dinwiddie),2,40-49,,
3:18.0,,,40-49,,Offensive foul by M. Williams
3:18.0,,,40-49,,Turnover by M. Williams (offensive foul)
3:07.0,C. LeVert makes 2-pt shot from 19 ft,2,42-49,,
2:56.0,,,42-49,,Shooting foul by S. Dinwiddie (drawn by K. Walker)
2:56.0,,,42-50,1,K. Walker makes free throw 1 of 3
2:56.0,,,42-51,1,K. Walker makes free throw 2 of 3
2:56.0,,,42-51,,K. Walker misses free throw 3 of 3
2:56.0,,,42-51,,M. Belinelli enters the game for M. Williams
2:56.0,,,42-51,,F. Kaminsky enters the game for N. Batum
2:55.0,Defensive rebound by S. Dinwiddie,,42-51,,
2:35.0,B. Lopez misses 3-pt shot from 25 ft,,42-51,,
2:33.0,Offensive rebound by T. Booker,,42-51,,
2:31.0,S. Kilpatrick misses 2-pt shot at rim (block by M. Kidd-Gilchrist),,42-51,,
2:31.0,Offensive rebound by Team,,42-51,,
2:31.0,Turnover by Team (shot clock),,42-51,,
2:16.0,,,42-51,,K. Walker misses 2-pt shot from 18 ft
2:13.0,,,42-51,,Offensive rebound by M. Kidd-Gilchrist
2:13.0,,,42-53,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft
2:01.0,,,42-53,,Personal block foul by K. Walker (drawn by C. LeVert)
1:54.0,B. Lopez makes 2-pt shot at rim (assist by S. Kilpatrick),2,44-53,,
1:41.0,,,44-53,,M. Kidd-Gilchrist misses 2-pt shot from 3 ft (block by B. Lopez)
1:39.0,,,44-53,,Offensive rebound by M. Kidd-Gilchrist
1:31.0,,,44-55,2,M. Kidd-Gilchrist makes 2-pt shot at rim (assist by M. Belinelli)
1:31.0,,,44-55,,Violation by Team (delay of game)
1:20.0,S. Dinwiddie misses 3-pt shot from 23 ft,,44-55,,
1:18.0,Offensive rebound by S. Dinwiddie,,44-55,,
1:15.0,S. Dinwiddie misses 2-pt shot from 6 ft,,44-55,,
1:13.0,Jump ball: M. Belinelli vs. S. Dinwiddie (M. Kidd-Gilchrist gains possession),,,,Jump ball: M. Belinelli vs. S. Dinwiddie (M. Kidd-Gilchrist gains possession)
1:13.0,,,44-55,,Defensive rebound by Team
0:56.0,,,44-57,2,M. Kidd-Gilchrist makes 2-pt shot from 14 ft
0:42.0,T. Booker makes 2-pt shot from 1 ft (assist by S. Kilpatrick),2,46-57,,
0:32.0,,,46-60,3,K. Walker makes 3-pt shot from 24 ft
0:09.0,C. LeVert misses 3-pt shot from 26 ft,,46-60,,
0:08.0,,,46-60,,Defensive rebound by K. Walker
0:00.0,,,46-60,,K. Walker misses 3-pt shot from 25 ft
0:00.0,,,46-60,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,46-60,,C. Zeller misses 2-pt shot from 1 ft
11:41.0,Defensive rebound by S. Kilpatrick,,46-60,,
11:36.0,S. Kilpatrick misses 2-pt shot from 1 ft,,46-60,,
11:34.0,Offensive rebound by T. Booker,,46-60,,
11:34.0,T. Booker misses 2-pt shot from 1 ft,,46-60,,
11:33.0,Offensive rebound by Team,,46-60,,
11:26.0,B. Bogdanovic misses 2-pt shot from 1 ft (block by M. Williams),,46-60,,
11:25.0,,,46-60,,Defensive rebound by M. Kidd-Gilchrist
11:09.0,,,46-62,2,K. Walker makes 2-pt shot from 11 ft
10:44.0,B. Lopez misses 2-pt shot from 10 ft,,46-62,,
10:41.0,,,46-62,,Defensive rebound by C. Zeller
10:35.0,,,46-62,,N. Batum misses 2-pt shot at rim
10:34.0,Defensive rebound by B. Lopez,,46-62,,
10:29.0,,,46-62,,Personal foul by M. Kidd-Gilchrist (drawn by B. Lopez)
10:22.0,S. Kilpatrick makes 3-pt shot from 24 ft (assist by B. Lopez),3,49-62,,
10:05.0,,,49-62,,K. Walker misses 2-pt shot from 18 ft
10:03.0,Defensive rebound by B. Bogdanovic,,49-62,,
9:53.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by S. Kilpatrick),3,52-62,,
9:47.0,,,52-62,,Charlotte full timeout
9:41.0,,,52-62,,N. Batum misses 3-pt shot from 25 ft
9:40.0,Defensive rebound by B. Lopez,,52-62,,
9:25.0,B. Lopez makes 2-pt shot from 13 ft (assist by S. Kilpatrick),2,54-62,,
9:09.0,,,54-62,,Shooting foul by S. Dinwiddie (drawn by M. Williams)
9:09.0,,,54-63,1,M. Williams makes free throw 1 of 2
9:09.0,,,54-64,1,M. Williams makes free throw 2 of 2
9:00.0,B. Lopez makes 2-pt shot from 1 ft (assist by S. Kilpatrick),2,56-64,,
9:00.0,Shooting foul by M. Williams (drawn by B. Lopez),,56-64,,
9:00.0,B. Lopez makes free throw 1 of 1,1,57-64,,
8:50.0,,,57-64,,N. Batum misses 2-pt shot from 16 ft
8:49.0,Defensive rebound by T. Booker,,57-64,,
8:42.0,S. Kilpatrick makes 2-pt shot at rim (assist by B. Bogdanovic),2,59-64,,
8:29.0,,,59-64,,K. Walker misses 2-pt shot from 11 ft
8:27.0,Defensive rebound by T. Booker,,59-64,,
8:18.0,Turnover by T. Booker (bad pass),,59-64,,
8:05.0,,,59-64,,M. Williams misses 3-pt shot from 23 ft
8:04.0,Defensive rebound by B. Lopez,,59-64,,
7:54.0,T. Booker makes 2-pt shot at rim (assist by B. Lopez),2,61-64,,
7:42.0,,,61-64,,Charlotte full timeout
7:36.0,,,61-64,,K. Walker misses 3-pt shot from 24 ft
7:35.0,Defensive rebound by B. Lopez,,61-64,,
7:26.0,S. Kilpatrick misses 3-pt shot from 25 ft,,61-64,,
7:25.0,,,61-64,,Defensive rebound by N. Batum
7:16.0,,,61-67,3,M. Williams makes 3-pt shot from 24 ft (assist by N. Batum)
7:06.0,Turnover by B. Lopez (offensive foul),,61-67,,
7:06.0,Offensive foul by B. Lopez,,61-67,,
6:56.0,,,61-67,,N. Batum misses 2-pt shot from 4 ft (block by B. Lopez)
6:54.0,,,61-67,,Offensive rebound by M. Kidd-Gilchrist
6:44.0,,,61-67,,Turnover by N. Batum (bad pass; steal by T. Booker)
6:40.0,B. Bogdanovic misses 2-pt shot from 1 ft (block by C. Zeller),,61-67,,
6:36.0,,,61-67,,Defensive rebound by N. Batum
6:32.0,,,61-67,,K. Walker misses 2-pt shot from 17 ft
6:30.0,Defensive rebound by S. Dinwiddie,,61-67,,
6:22.0,B. Lopez makes 3-pt shot from 25 ft (assist by S. Dinwiddie),3,64-67,,
6:07.0,,,64-67,,Turnover by N. Batum (traveling)
5:51.0,,,64-67,,Personal block foul by M. Kidd-Gilchrist (drawn by S. Kilpatrick)
5:44.0,S. Dinwiddie misses 2-pt shot from 18 ft,,64-67,,
5:43.0,,,64-67,,Defensive rebound by C. Zeller
5:32.0,R. Foye enters the game for S. Kilpatrick,,64-67,,
5:32.0,,,64-67,,M. Belinelli enters the game for N. Batum
5:32.0,,,64-67,,F. Kaminsky enters the game for M. Williams
5:26.0,,,64-69,2,M. Belinelli makes 2-pt shot from 16 ft
5:06.0,B. Lopez makes 2-pt shot from 8 ft (assist by B. Bogdanovic),2,66-69,,
4:56.0,Q. Acy enters the game for B. Lopez,,66-69,,
4:56.0,I. Whitehead enters the game for S. Dinwiddie,,66-69,,
4:42.0,,,66-69,,M. Kidd-Gilchrist misses 2-pt shot from 14 ft
4:39.0,Defensive rebound by Q. Acy,,66-69,,
4:32.0,Turnover by B. Bogdanovic (bad pass; steal by F. Kaminsky),,66-69,,
4:22.0,,,66-71,2,C. Zeller makes 2-pt shot at rim (assist by K. Walker)
4:14.0,Brooklyn full timeout,,66-71,,
4:14.0,R. Hollis-Jefferson enters the game for B. Bogdanovic,,66-71,,
4:14.0,C. LeVert enters the game for T. Booker,,66-71,,
4:14.0,,,66-71,,R. Hibbert enters the game for C. Zeller
3:54.0,Shooting foul by R. Hibbert (drawn by C. LeVert),,66-71,,
3:54.0,C. LeVert makes free throw 1 of 2,1,67-71,,
3:54.0,C. LeVert misses free throw 2 of 2,,67-71,,
3:51.0,,,67-71,,Defensive rebound by M. Kidd-Gilchrist
3:38.0,,,67-73,2,M. Belinelli makes 2-pt shot from 19 ft (assist by K. Walker)
3:28.0,,,67-73,,Personal foul by M. Belinelli (drawn by C. LeVert)
3:28.0,C. LeVert makes free throw 1 of 2,1,68-73,,
3:28.0,C. LeVert makes free throw 2 of 2,1,69-73,,
3:28.0,,,68-73,,R. Sessions enters the game for K. Walker
3:13.0,,,69-73,,Turnover by R. Sessions (bad pass; steal by R. Hollis-Jefferson)
3:11.0,R. Hollis-Jefferson makes 2-pt shot from 2 ft,2,71-73,,
3:11.0,Shooting foul by F. Kaminsky (drawn by R. Hollis-Jefferson),,71-73,,
3:11.0,R. Hollis-Jefferson misses free throw 1 of 1,,71-73,,
3:09.0,,,71-73,,Defensive rebound by M. Kidd-Gilchrist
2:53.0,Jump ball: R. Foye vs. R. Hibbert (R. Sessions gains possession),,,,Jump ball: R. Foye vs. R. Hibbert (R. Sessions gains possession)
2:43.0,,,71-73,,R. Sessions misses 2-pt shot from 5 ft
2:42.0,,,71-73,,Offensive rebound by M. Kidd-Gilchrist
2:32.0,,,71-75,2,R. Hibbert makes 2-pt shot from 17 ft (assist by M. Belinelli)
2:13.0,Shooting foul by F. Kaminsky (drawn by R. Hollis-Jefferson),,71-75,,
2:13.0,R. Hollis-Jefferson misses free throw 1 of 2,,71-75,,
2:13.0,Offensive rebound by Team,,71-75,,
2:13.0,R. Hollis-Jefferson makes free throw 2 of 2,1,72-75,,
2:05.0,,,72-75,,Shooting foul by I. Whitehead (drawn by R. Sessions)
2:05.0,,,72-76,1,R. Sessions makes free throw 1 of 2
2:05.0,,,72-77,1,R. Sessions makes free throw 2 of 2
1:46.0,I. Whitehead makes 3-pt shot from 25 ft,3,75-77,,
1:27.0,,,75-77,,Shooting foul by I. Whitehead (drawn by R. Sessions)
1:27.0,,,75-78,1,R. Sessions makes free throw 1 of 2
1:27.0,,,75-79,1,R. Sessions makes free throw 2 of 2
1:08.0,Q. Acy makes 3-pt shot from 25 ft (assist by C. LeVert),3,78-79,,
0:59.0,,,78-79,,R. Sessions misses 3-pt shot from 25 ft
0:57.0,Defensive rebound by R. Hollis-Jefferson,,78-79,,
0:48.0,R. Hollis-Jefferson misses 3-pt shot from 26 ft,,78-79,,
0:46.0,,,78-79,,Defensive rebound by Team
0:33.0,,,78-79,,Offensive charge foul by F. Kaminsky
0:33.0,,,78-79,,Turnover by F. Kaminsky (offensive foul)
0:24.0,R. Foye makes 3-pt shot from 24 ft (assist by C. LeVert),3,81-79,,
0:06.0,Shooting block foul by I. Whitehead (drawn by R. Sessions),,81-79,,
0:06.0,,,81-80,1,R. Sessions makes free throw 1 of 2
0:06.0,,,81-81,1,R. Sessions makes free throw 2 of 2
0:01.0,Q. Acy misses 3-pt shot from 25 ft,,81-81,,
0:00.0,,,81-81,,Defensive rebound by F. Kaminsky
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,Turnover by R. Hollis-Jefferson (bad pass; steal by N. Batum),,81-81,,
11:37.0,,,81-81,,N. Batum misses 2-pt shot from 2 ft
11:36.0,Defensive rebound by R. Foye,,81-81,,
11:29.0,R. Foye misses 3-pt shot from 25 ft,,81-81,,
11:28.0,,,81-81,,Defensive rebound by N. Batum
11:10.0,,,81-84,3,R. Sessions makes 3-pt shot from 23 ft (assist by M. Belinelli)
10:50.0,Q. Acy makes 3-pt shot from 23 ft (assist by I. Whitehead),3,84-84,,
10:30.0,,,84-87,3,M. Belinelli makes 3-pt shot from 25 ft (assist by N. Batum)
10:18.0,,,84-87,,Personal foul by M. Belinelli (drawn by Q. Acy)
10:18.0,,,84-87,,M. Williams enters the game for R. Hibbert
10:11.0,Q. Acy makes 2-pt shot from 1 ft (assist by R. Foye),2,86-87,,
10:11.0,Shooting foul by F. Kaminsky (drawn by Q. Acy),,86-87,,
10:11.0,Q. Acy makes free throw 1 of 1,1,87-87,,
9:58.0,,,87-87,,M. Belinelli misses 3-pt shot from 25 ft
9:57.0,Defensive rebound by Q. Acy,,87-87,,
9:49.0,Shooting foul by M. Belinelli (drawn by B. Bogdanovic),,87-87,,
9:49.0,B. Bogdanovic makes free throw 1 of 2,1,88-87,,
9:49.0,B. Bogdanovic makes free throw 2 of 2,1,89-87,,
9:49.0,S. Dinwiddie enters the game for I. Whitehead,,88-87,,
9:39.0,,,89-87,,Shooting foul by S. Dinwiddie (drawn by R. Sessions)
9:39.0,,,89-88,1,R. Sessions makes free throw 1 of 2
9:39.0,,,89-89,1,R. Sessions makes free throw 2 of 2
9:25.0,R. Foye makes 2-pt shot from 2 ft,2,91-89,,
9:03.0,,,91-92,3,M. Williams makes 3-pt shot from 25 ft (assist by M. Belinelli)
8:50.0,R. Foye misses 2-pt shot at rim,,91-92,,
8:49.0,,,91-92,,Defensive rebound by M. Belinelli
8:41.0,,,91-92,,M. Belinelli misses 3-pt shot from 28 ft
8:40.0,Defensive rebound by Q. Acy,,91-92,,
8:19.0,B. Bogdanovic makes 3-pt shot from 24 ft,3,94-92,,
8:03.0,,,94-92,,N. Batum misses 2-pt shot from 6 ft
8:02.0,Defensive rebound by Q. Acy,,94-92,,
7:44.0,Official timeout,,94-92,,
7:44.0,,,94-92,,K. Walker enters the game for M. Belinelli
7:44.0,B. Lopez enters the game for Q. Acy,,94-92,,
7:44.0,S. Kilpatrick enters the game for R. Foye,,94-92,,
7:44.0,,,94-92,,C. Zeller enters the game for F. Kaminsky
7:39.0,B. Lopez misses 2-pt shot from 9 ft,,94-92,,
7:38.0,,,94-92,,Defensive rebound by N. Batum
7:26.0,,,94-95,3,R. Sessions makes 3-pt shot from 23 ft (assist by K. Walker)
7:03.0,R. Hollis-Jefferson makes 2-pt shot from 15 ft (assist by B. Lopez),2,96-95,,
6:51.0,,,96-95,,K. Walker misses 2-pt shot from 14 ft
6:50.0,Defensive rebound by S. Kilpatrick,,96-95,,
6:27.0,S. Kilpatrick misses 2-pt shot from 22 ft,,96-95,,
6:26.0,,,96-95,,Defensive rebound by C. Zeller
6:10.0,,,96-95,,R. Sessions misses 2-pt shot from 14 ft
6:09.0,Defensive rebound by B. Lopez,,96-95,,
6:02.0,B. Bogdanovic misses 3-pt shot from 25 ft,,96-95,,
6:01.0,,,96-95,,Defensive rebound by C. Zeller
5:51.0,,,96-95,,M. Williams misses 3-pt shot from 25 ft
5:50.0,Defensive rebound by Team,,96-95,,
5:50.0,,,96-95,,Charlotte full timeout
5:50.0,T. Booker enters the game for B. Bogdanovic,,96-95,,
5:50.0,C. LeVert enters the game for R. Hollis-Jefferson,,96-95,,
5:50.0,,,96-95,,F. Kaminsky enters the game for M. Williams
5:50.0,,,96-95,,M. Kidd-Gilchrist enters the game for R. Sessions
5:39.0,,,96-95,,Personal foul by C. Zeller (drawn by B. Lopez)
5:31.0,B. Lopez misses 2-pt shot from 8 ft,,96-95,,
5:31.0,Offensive rebound by Team,,96-95,,
5:31.0,I. Whitehead enters the game for S. Dinwiddie,,96-95,,
5:31.0,Jump ball: M. Kidd-Gilchrist vs. B. Lopez,,,,Jump ball: M. Kidd-Gilchrist vs. B. Lopez
5:12.0,Turnover by S. Kilpatrick (bad pass; steal by N. Batum),,96-95,,
