time,New York,pts.away,score,pts.home,Atlanta
5:17.0,D. Rose misses 2-pt shot from 12 ft,,36-37,,
5:16.0,,,36-37,,Defensive rebound by P. Millsap
5:04.0,,,36-39,2,D. Howard makes 2-pt shot at rim (assist by K. Bazemore)
4:42.0,D. Rose misses 2-pt shot from 13 ft,,36-39,,
4:40.0,,,36-39,,Defensive rebound by P. Millsap
4:32.0,,,36-41,2,D. Schroder makes 2-pt shot from 1 ft
4:32.0,,,36-41,,Shooting foul by D. Rose (drawn by D. Schroder)
4:32.0,,,36-41,,D. Schroder misses free throw 1 of 1
4:31.0,Defensive rebound by J. Noah,,36-41,,
4:07.0,S. Vujacic misses 2-pt shot from 19 ft,,36-41,,
4:05.0,,,36-41,,Defensive rebound by D. Howard
3:57.0,,,36-41,,K. Bazemore misses 2-pt shot from 4 ft
3:54.0,Defensive rebound by K. Porzingis,,36-41,,
3:50.0,D. Rose makes 2-pt shot from 2 ft,2,38-41,,
3:28.0,,,38-41,,D. Howard misses 2-pt shot from 7 ft
3:26.0,Defensive rebound by C. Anthony,,38-41,,
3:20.0,D. Rose misses 2-pt shot from 1 ft,,38-41,,
3:20.0,Offensive rebound by Team,,38-41,,
3:20.0,,,38-41,,M. Muscala enters the game for P. Millsap
3:20.0,J. Holiday enters the game for S. Vujacic,,38-41,,
3:16.0,C. Anthony misses 2-pt shot from 20 ft,,38-41,,
3:14.0,Offensive rebound by J. Noah,,38-41,,
3:09.0,J. Holiday misses 3-pt shot from 24 ft,,38-41,,
3:08.0,Offensive rebound by J. Noah,,38-41,,
3:08.0,,,38-41,,Technical foul by T. Sefolosha
3:08.0,K. Porzingis misses technical free throw,,38-41,,
3:08.0,Offensive rebound by Team,,38-41,,
3:08.0,Flagrant foul type 1 by C. Anthony (drawn by T. Sefolosha),,38-41,,
3:08.0,Turnover by C. Anthony (offensive foul),,38-41,,
3:08.0,,,38-42,1,T. Sefolosha makes flagrant free throw 1 of 2
3:08.0,,,38-43,1,T. Sefolosha makes flagrant free throw 2 of 2
3:08.0,B. Jennings enters the game for C. Anthony,,38-41,,
2:55.0,,,38-43,,M. Muscala misses 3-pt shot from 25 ft
2:55.0,Defensive rebound by Team,,38-43,,
2:55.0,,,38-43,,Loose ball foul by D. Howard (drawn by J. Noah)
2:55.0,Official timeout,,38-43,,
2:43.0,D. Rose makes 2-pt shot from 8 ft,2,40-43,,
2:30.0,,,40-43,,K. Bazemore misses 3-pt shot from 25 ft
2:29.0,Defensive rebound by K. Porzingis,,40-43,,
2:19.0,J. Holiday makes 2-pt shot at rim (assist by D. Rose),2,42-43,,
2:18.0,,,42-43,,Atlanta full timeout
2:18.0,,,42-43,,M. Delaney enters the game for T. Sefolosha
2:18.0,,,42-43,,P. Millsap enters the game for M. Muscala
2:09.0,,,42-43,,Shooting foul by J. Holiday (drawn by K. Bazemore)
2:09.0,,,42-44,1,K. Bazemore makes free throw 1 of 2
2:09.0,,,42-45,1,K. Bazemore makes free throw 2 of 2
1:56.0,D. Rose misses 2-pt shot from 1 ft (block by P. Millsap),,42-45,,
1:54.0,,,42-45,,Defensive rebound by D. Howard
1:46.0,,,42-45,,D. Schroder misses 3-pt shot from 25 ft
1:45.0,Defensive rebound by J. Noah,,42-45,,
1:31.0,K. Porzingis misses 2-pt shot from 18 ft,,42-45,,
1:28.0,,,42-45,,Defensive rebound by D. Howard
1:24.0,,,42-45,,M. Delaney misses 2-pt shot from 19 ft
1:21.0,Defensive rebound by J. Noah,,42-45,,
1:21.0,,,42-45,,Personal foul by K. Bazemore (drawn by J. Noah)
1:21.0,,,42-45,,Technical foul by K. Bazemore (drawn by J. Noah)
1:21.0,K. Porzingis makes technical free throw,1,43-45,,
1:06.0,J. Noah makes 2-pt shot at rim (assist by J. Holiday),2,45-45,,
0:47.0,,,45-45,,Turnover by M. Delaney (bad pass; steal by J. Holiday)
0:42.0,Turnover by J. Noah (traveling),,45-45,,
0:42.0,,,45-45,,K. Korver enters the game for M. Delaney
0:32.0,,,45-45,,P. Millsap misses 2-pt shot from 1 ft
0:30.0,Defensive rebound by J. Noah,,45-45,,
0:26.0,K. Porzingis makes 2-pt shot from 1 ft (assist by J. Noah),2,47-45,,
0:03.0,,,47-45,,K. Korver misses 2-pt shot from 10 ft
0:01.0,Defensive rebound by D. Rose,,47-45,,
0:00.0,D. Rose misses 3-pt shot from 26 ft,,47-45,,
0:00.0,Offensive rebound by Team,,47-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,47-45,,Def 3 sec tech foul by D. Howard
11:44.0,D. Rose makes technical free throw,1,48-45,,
11:34.0,K. Porzingis misses 2-pt shot from 19 ft,,48-45,,
11:31.0,,,48-45,,Defensive rebound by D. Howard
11:25.0,Personal foul by K. Porzingis (drawn by P. Millsap),,48-45,,
11:18.0,,,48-45,,D. Schroder misses 2-pt shot from 2 ft
11:17.0,Defensive rebound by J. Noah,,48-45,,
11:08.0,K. Porzingis misses 3-pt shot from 25 ft,,48-45,,
11:07.0,,,48-45,,Defensive rebound by K. Bazemore
10:49.0,,,48-47,2,D. Schroder makes 2-pt shot from 16 ft
10:41.0,Shooting foul by K. Bazemore (drawn by D. Rose),,48-47,,
10:41.0,D. Rose makes free throw 1 of 2,1,49-47,,
10:41.0,D. Rose makes free throw 2 of 2,1,50-47,,
10:24.0,Personal foul by L. Thomas (drawn by T. Sefolosha),,50-47,,
10:16.0,,,50-47,,Turnover by T. Sefolosha (traveling)
9:59.0,D. Rose makes 2-pt shot from 2 ft,2,52-47,,
9:56.0,Technical foul by D. Rose,,52-47,,
9:56.0,,,52-48,1,D. Schroder makes technical free throw
9:43.0,,,52-48,,D. Schroder misses 2-pt shot from 1 ft
9:40.0,,,52-48,,Offensive rebound by D. Howard
9:39.0,,,52-50,2,D. Howard makes 2-pt shot from 1 ft
9:27.0,Turnover by K. Porzingis (bad pass; steal by T. Sefolosha),,52-50,,
9:15.0,,,52-52,2,P. Millsap makes 2-pt shot from 1 ft (assist by K. Bazemore)
8:58.0,Turnover by D. Rose (lost ball; steal by D. Schroder),,52-52,,
8:43.0,,,52-52,,T. Sefolosha misses 3-pt shot from 23 ft
8:42.0,Defensive rebound by J. Noah,,52-52,,
8:31.0,D. Rose misses 2-pt shot from 11 ft,,52-52,,
8:30.0,,,52-52,,Defensive rebound by D. Howard
8:21.0,Personal foul by D. Rose (drawn by T. Sefolosha),,52-52,,
8:15.0,,,52-52,,P. Millsap misses 3-pt shot from 23 ft
8:13.0,Defensive rebound by J. Noah,,52-52,,
7:55.0,K. Porzingis misses 3-pt shot from 25 ft,,52-52,,
7:53.0,Offensive rebound by S. Vujacic,,52-52,,
7:51.0,J. Noah makes 2-pt shot from 2 ft (assist by S. Vujacic),2,54-52,,
7:40.0,,,54-52,,K. Bazemore misses 2-pt shot from 19 ft
7:39.0,Defensive rebound by J. Noah,,54-52,,
7:31.0,,,54-52,,Flagrant foul type 1 by D. Howard (drawn by K. Porzingis)
7:31.0,K. Porzingis makes flagrant free throw 1 of 2,1,55-52,,
7:31.0,K. Porzingis makes flagrant free throw 2 of 2,1,56-52,,
7:31.0,,,56-52,,K. Korver enters the game for K. Bazemore
7:21.0,S. Vujacic makes 2-pt shot from 20 ft (assist by J. Noah),2,58-52,,
6:54.0,,,58-52,,P. Millsap misses 2-pt shot from 9 ft (block by J. Noah)
6:53.0,,,58-52,,Offensive rebound by P. Millsap
6:53.0,,,58-52,,Turnover by Team (shot clock)
6:35.0,D. Rose makes 2-pt shot from 6 ft,2,60-52,,
6:23.0,,,60-54,2,D. Schroder makes 2-pt shot from 15 ft
6:05.0,D. Rose misses 2-pt shot from 13 ft (block by D. Howard),,60-54,,
6:03.0,Offensive rebound by D. Rose,,60-54,,
6:03.0,D. Rose makes 2-pt shot at rim,2,62-54,,
6:03.0,,,62-54,,Atlanta full timeout
5:51.0,,,62-54,,K. Korver misses 2-pt shot from 22 ft
5:49.0,,,62-54,,Offensive rebound by D. Howard
5:42.0,,,62-56,2,T. Sefolosha makes 2-pt shot from 19 ft (assist by D. Schroder)
5:25.0,K. Porzingis misses 2-pt shot from 19 ft,,62-56,,
5:23.0,,,62-56,,Defensive rebound by K. Korver
5:15.0,,,62-56,,Turnover by T. Sefolosha (bad pass)
4:58.0,Turnover by K. Porzingis (bad pass; steal by D. Howard),,62-56,,
4:49.0,,,62-56,,P. Millsap misses 2-pt shot from 2 ft
4:47.0,,,62-56,,Offensive rebound by D. Howard
4:47.0,,,62-56,,D. Howard misses 2-pt shot from 1 ft
4:46.0,Defensive rebound by S. Vujacic,,62-56,,
4:29.0,S. Vujacic misses 3-pt shot from 25 ft,,62-56,,
4:28.0,,,62-56,,Defensive rebound by D. Howard
4:22.0,,,62-56,,K. Korver misses 3-pt shot from 24 ft
4:19.0,Defensive rebound by S. Vujacic,,62-56,,
4:00.0,D. Rose misses 3-pt shot from 25 ft,,62-56,,
3:59.0,,,62-56,,Defensive rebound by K. Korver
3:48.0,Def 3 sec tech foul by J. Noah,,62-56,,
3:48.0,,,62-57,1,K. Korver makes technical free throw
3:48.0,J. Holiday enters the game for K. Porzingis,,62-57,,
3:48.0,K. O'Quinn enters the game for J. Noah,,62-57,,
3:48.0,,,62-57,,M. Muscala enters the game for T. Sefolosha
3:48.0,,,62-57,,K. Humphries enters the game for P. Millsap
3:48.0,,,62-57,,T. Hardaway enters the game for D. Howard
3:35.0,,,62-57,,T. Hardaway misses 2-pt shot from 19 ft
3:34.0,,,62-57,,Offensive rebound by Team
3:32.0,,,62-57,,Turnover by K. Korver (bad pass; steal by S. Vujacic)
3:19.0,L. Thomas misses 3-pt shot from 24 ft,,62-57,,
3:17.0,,,62-57,,Defensive rebound by K. Humphries
2:58.0,,,62-59,2,K. Humphries makes 2-pt shot from 18 ft (assist by K. Korver)
2:48.0,New York full timeout,,62-59,,
2:36.0,K. O'Quinn makes 2-pt shot from 19 ft (assist by J. Holiday),2,64-59,,
2:23.0,,,64-59,,Turnover by D. Schroder (bad pass; steal by K. O'Quinn)
2:08.0,J. Holiday misses 3-pt shot from 25 ft,,64-59,,
2:05.0,,,64-59,,Defensive rebound by M. Muscala
1:59.0,,,64-59,,K. Humphries misses 2-pt shot from 1 ft (block by K. O'Quinn)
1:55.0,Defensive rebound by L. Thomas,,64-59,,
1:51.0,D. Rose misses 2-pt shot from 7 ft,,64-59,,
1:50.0,,,64-59,,Defensive rebound by K. Humphries
1:43.0,B. Jennings enters the game for D. Rose,,64-59,,
1:30.0,,,64-59,,K. Humphries misses 2-pt shot at rim
1:28.0,,,64-59,,Offensive rebound by M. Muscala
1:28.0,,,64-61,2,M. Muscala makes 2-pt shot from 1 ft
1:16.0,,,64-61,,Personal foul by T. Hardaway (drawn by J. Holiday)
1:16.0,,,64-61,,K. Bazemore enters the game for D. Schroder
1:16.0,W. Hernangomez enters the game for S. Vujacic,,64-61,,
1:12.0,Shooting foul by T. Hardaway (drawn by J. Holiday),,64-61,,
1:12.0,J. Holiday makes free throw 1 of 2,1,65-61,,
1:12.0,J. Holiday makes free throw 2 of 2,1,66-61,,
0:55.0,,,66-61,,T. Hardaway misses 3-pt shot from 25 ft
0:54.0,,,66-61,,Offensive rebound by Team
0:54.0,Loose ball foul by K. O'Quinn (drawn by M. Muscala),,66-61,,
0:50.0,,,66-63,2,K. Bazemore makes 2-pt shot from 19 ft
0:35.0,Turnover by J. Holiday (bad pass; steal by K. Humphries),,66-63,,
0:30.0,,,66-63,,Shooting foul by K. O'Quinn (drawn by K. Humphries)
0:30.0,,,66-64,1,K. Humphries makes free throw 1 of 2
0:30.0,,,66-65,1,K. Humphries makes free throw 2 of 2
0:14.0,Turnover by J. Holiday (step out of bounds),,66-65,,
0:05.0,,,66-65,,K. Bazemore misses 2-pt shot at rim (block by B. Jennings)
0:04.0,,,66-65,,Offensive rebound by Team
0:03.0,,,66-65,,K. Korver misses 2-pt shot from 15 ft
0:02.0,,,66-65,,Offensive rebound by T. Hardaway
0:02.0,,,66-65,,T. Hardaway misses 2-pt shot from 1 ft
0:01.0,,,66-65,,Offensive rebound by M. Muscala
0:01.0,,,66-65,,M. Muscala misses 2-pt shot at rim
0:00.0,,,66-65,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Personal foul by M. Kuzminskas (drawn by K. Humphries),,66-65,,
11:38.0,,,66-65,,K. Humphries misses 2-pt shot from 19 ft
11:38.0,,,66-65,,Offensive rebound by Team
11:38.0,Loose ball foul by W. Hernangomez (drawn by M. Muscala),,66-65,,
11:32.0,,,66-65,,Turnover by M. Muscala (lost ball)
11:23.0,Turnover by K. O'Quinn (traveling),,66-65,,
11:23.0,,,66-65,,P. Millsap enters the game for M. Muscala
11:13.0,,,66-65,,K. Korver misses 3-pt shot from 26 ft
11:11.0,Defensive rebound by K. O'Quinn,,66-65,,
11:03.0,B. Jennings misses 3-pt shot from 25 ft,,66-65,,
10:59.0,,,66-65,,Defensive rebound by T. Hardaway
10:51.0,,,66-65,,P. Millsap misses 2-pt shot from 1 ft
10:48.0,,,66-65,,Offensive rebound by K. Humphries
10:48.0,,,66-67,2,K. Humphries makes 2-pt shot at rim
10:29.0,K. O'Quinn misses 2-pt shot from 20 ft,,66-67,,
10:25.0,Offensive rebound by Team,,66-67,,
10:25.0,K. Porzingis enters the game for K. O'Quinn,,66-67,,
10:22.0,Turnover by M. Kuzminskas (bad pass; steal by P. Millsap),,66-67,,
10:14.0,,,66-67,,Turnover by K. Bazemore (bad pass; steal by K. Porzingis)
10:05.0,B. Jennings misses 3-pt shot from 25 ft,,66-67,,
10:04.0,,,66-67,,Defensive rebound by K. Korver
9:49.0,,,66-67,,P. Millsap misses 3-pt shot from 25 ft
9:47.0,Defensive rebound by B. Jennings,,66-67,,
9:32.0,J. Holiday misses 2-pt shot from 17 ft,,66-67,,
9:29.0,,,66-67,,Defensive rebound by P. Millsap
9:20.0,,,66-69,2,K. Korver makes 2-pt shot from 21 ft (assist by P. Millsap)
9:20.0,New York full timeout,,66-69,,
9:20.0,,,66-69,,D. Howard enters the game for K. Humphries
9:20.0,D. Rose enters the game for W. Hernangomez,,66-69,,
9:20.0,J. Noah enters the game for M. Kuzminskas,,66-69,,
9:02.0,J. Holiday makes 3-pt shot from 24 ft (assist by K. Porzingis),3,69-69,,
8:49.0,,,69-69,,T. Hardaway misses 2-pt shot from 18 ft
8:46.0,,,69-69,,Offensive rebound by D. Howard
8:43.0,,,69-72,3,K. Korver makes 3-pt shot from 24 ft (assist by D. Howard)
8:26.0,Shooting foul by D. Howard (drawn by D. Rose),,69-72,,
8:26.0,D. Rose makes free throw 1 of 2,1,70-72,,
8:26.0,D. Rose makes free throw 2 of 2,1,71-72,,
8:15.0,,,71-72,,Turnover by K. Bazemore (bad pass; steal by B. Jennings)
8:10.0,J. Noah makes 2-pt shot at rim (assist by J. Holiday),2,73-72,,
7:54.0,,,73-74,2,K. Bazemore makes 2-pt shot from 17 ft (assist by P. Millsap)
7:33.0,D. Rose makes 2-pt shot from 1 ft,2,75-74,,
7:17.0,,,75-74,,P. Millsap misses 2-pt shot from 10 ft
7:15.0,Defensive rebound by D. Rose,,75-74,,
6:58.0,J. Holiday makes 3-pt shot from 23 ft (assist by D. Rose),3,78-74,,
6:57.0,,,78-74,,Atlanta full timeout
