time,Sacramento,pts.away,score,pts.home,Portland
8:13.0,,,6-6,,Shooting foul by D. Cousins (drawn by A. Aminu)
8:13.0,,,6-7,1,A. Aminu makes free throw 1 of 2
8:13.0,,,6-8,1,A. Aminu makes free throw 2 of 2
7:56.0,B. McLemore makes 2-pt shot from 2 ft (assist by M. Barnes),2,8-8,,
7:41.0,,,8-8,,C. McCollum misses 2-pt shot from 12 ft (block by D. Cousins)
7:40.0,Defensive rebound by K. Koufos,,8-8,,
7:33.0,D. Cousins makes 2-pt shot from 2 ft (assist by D. Collison),2,10-8,,
7:22.0,Personal foul by B. McLemore (drawn by M. Harkless),,10-8,,
7:15.0,,,10-11,3,M. Harkless makes 3-pt shot from 25 ft (assist by C. McCollum)
7:02.0,D. Collison misses 2-pt shot from 20 ft,,10-11,,
7:01.0,,,10-11,,Defensive rebound by M. Harkless
6:51.0,,,10-13,2,A. Aminu makes 2-pt shot at rim (assist by M. Plumlee)
6:21.0,B. McLemore misses 2-pt shot from 21 ft,,10-13,,
6:20.0,,,10-13,,Defensive rebound by M. Plumlee
6:09.0,,,10-13,,A. Aminu misses 2-pt shot from 7 ft
6:08.0,,,10-13,,Offensive rebound by M. Plumlee
6:07.0,,,10-15,2,M. Plumlee makes 2-pt shot at rim
5:51.0,M. Barnes misses 3-pt shot from 24 ft,,10-15,,
5:50.0,,,10-15,,Defensive rebound by M. Plumlee
5:42.0,,,10-18,3,C. McCollum makes 3-pt shot from 24 ft
5:26.0,Sacramento full timeout,,10-18,,
5:26.0,A. Tolliver enters the game for K. Koufos,,10-18,,
5:26.0,,,10-18,,E. Turner enters the game for A. Crabbe
5:19.0,B. McLemore misses 3-pt shot from 25 ft,,10-18,,
5:18.0,,,10-18,,Defensive rebound by M. Plumlee
5:08.0,,,10-18,,M. Plumlee misses 2-pt shot from 2 ft
5:08.0,Defensive rebound by D. Cousins,,10-18,,
5:00.0,D. Cousins makes 2-pt shot from 2 ft,2,12-18,,
4:43.0,,,12-20,2,M. Harkless makes 2-pt shot at rim (assist by C. McCollum)
4:25.0,D. Collison makes 2-pt shot from 1 ft (assist by D. Cousins),2,14-20,,
4:13.0,,,14-22,2,A. Aminu makes 2-pt shot from 19 ft
3:50.0,Turnover by A. Tolliver (lost ball),,14-22,,
3:50.0,T. Lawson enters the game for D. Collison,,14-22,,
3:50.0,,,14-22,,M. Leonard enters the game for M. Plumlee
3:35.0,,,14-22,,C. McCollum misses 2-pt shot from 15 ft
3:34.0,Defensive rebound by A. Tolliver,,14-22,,
3:17.0,D. Cousins misses 3-pt shot from 25 ft,,14-22,,
3:17.0,,,14-22,,Defensive rebound by E. Turner
3:09.0,,,14-22,,Turnover by E. Turner (lost ball; steal by D. Cousins)
3:04.0,D. Cousins makes 2-pt shot at rim (assist by A. Tolliver),2,16-22,,
2:52.0,,,16-25,3,M. Leonard makes 3-pt shot from 24 ft (assist by C. McCollum)
2:33.0,M. Barnes misses 3-pt shot from 25 ft,,16-25,,
2:32.0,,,16-25,,Defensive rebound by M. Harkless
2:23.0,Personal foul by D. Cousins (drawn by M. Leonard),,16-25,,
2:23.0,,,16-25,,Portland full timeout
2:23.0,,,16-25,,N. Vonleh enters the game for A. Aminu
2:23.0,G. Temple enters the game for M. Barnes,,16-25,,
2:23.0,O. Casspi enters the game for D. Cousins,,16-25,,
2:23.0,W. Cauley-Stein enters the game for B. McLemore,,16-25,,
2:12.0,,,16-25,,M. Leonard misses 2-pt shot from 19 ft
2:11.0,Defensive rebound by O. Casspi,,16-25,,
1:51.0,T. Lawson misses 2-pt shot from 22 ft,,16-25,,
1:50.0,,,16-25,,Defensive rebound by E. Turner
1:34.0,,,16-25,,M. Harkless misses 3-pt shot from 23 ft
1:34.0,Defensive rebound by O. Casspi,,16-25,,
1:28.0,Shooting foul by M. Leonard (drawn by W. Cauley-Stein),,16-25,,
1:28.0,W. Cauley-Stein misses free throw 1 of 2,,16-25,,
1:28.0,Offensive rebound by Team,,16-25,,
1:28.0,W. Cauley-Stein misses free throw 2 of 2,,16-25,,
1:28.0,,,16-25,,A. Crabbe enters the game for M. Harkless
1:28.0,,,16-25,,S. Napier enters the game for C. McCollum
1:27.0,,,16-25,,Defensive rebound by E. Turner
1:05.0,,,16-25,,M. Leonard misses 2-pt shot from 5 ft
1:05.0,Defensive rebound by O. Casspi,,16-25,,
1:00.0,Shooting foul by S. Napier (drawn by T. Lawson),,16-25,,
1:00.0,T. Lawson makes free throw 1 of 2,1,17-25,,
1:00.0,T. Lawson makes free throw 2 of 2,1,18-25,,
0:46.0,,,18-27,2,E. Turner makes 2-pt shot from 12 ft
0:27.0,T. Lawson makes 3-pt shot from 25 ft (assist by A. Tolliver),3,21-27,,
0:01.0,,,21-27,,E. Turner misses 2-pt shot from 11 ft
0:01.0,,,21-27,,Offensive rebound by Team
0:01.0,Away from play foul by M. Barnes (drawn by M. Leonard),,21-27,,
0:01.0,,,21-28,1,M. Leonard makes free throw 1 of 1
0:01.0,M. Barnes enters the game for T. Lawson,,21-27,,
0:01.0,T. Lawson enters the game for W. Cauley-Stein,,21-27,,
0:00.0,,,21-28,,Shooting foul by T. Lawson (drawn by M. Leonard)
0:00.0,,,21-29,1,M. Leonard makes free throw 1 of 2
0:00.0,,,21-30,1,M. Leonard makes free throw 2 of 2
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,21-32,2,A. Crabbe makes 2-pt shot from 23 ft (assist by M. Leonard)
11:15.0,A. Tolliver misses 2-pt shot from 18 ft,,21-32,,
11:15.0,,,21-32,,Defensive rebound by M. Leonard
10:58.0,,,21-34,2,M. Leonard makes 2-pt shot from 19 ft (assist by E. Turner)
10:40.0,G. Temple makes 3-pt shot from 24 ft (assist by O. Casspi),3,24-34,,
10:23.0,,,24-34,,S. Napier misses 3-pt shot from 25 ft
10:21.0,Defensive rebound by O. Casspi,,24-34,,
10:16.0,Shooting foul by S. Napier (drawn by O. Casspi),,24-34,,
10:16.0,O. Casspi makes free throw 1 of 2,1,25-34,,
10:16.0,O. Casspi misses free throw 2 of 2,,25-34,,
10:14.0,,,25-34,,Defensive rebound by M. Leonard
9:53.0,,,25-36,2,N. Vonleh makes 2-pt shot from 4 ft
9:45.0,Shooting foul by S. Napier (drawn by T. Lawson),,25-36,,
9:45.0,T. Lawson misses free throw 1 of 2,,25-36,,
9:45.0,Offensive rebound by Team,,25-36,,
9:45.0,T. Lawson makes free throw 2 of 2,1,26-36,,
9:24.0,,,26-36,,S. Napier misses 3-pt shot from 24 ft
9:23.0,,,26-36,,Offensive rebound by N. Vonleh
9:15.0,,,26-39,3,S. Napier makes 3-pt shot from 23 ft (assist by A. Crabbe)
8:56.0,Turnover by T. Lawson (bad pass; steal by N. Vonleh),,26-39,,
8:52.0,Personal foul by O. Casspi (drawn by M. Leonard),,26-39,,
8:52.0,Official timeout,,26-39,,
8:52.0,D. Cousins enters the game for O. Casspi,,26-39,,
8:42.0,,,26-39,,M. Leonard misses 2-pt shot from 11 ft
8:41.0,Defensive rebound by W. Cauley-Stein,,26-39,,
8:28.0,,,26-39,,Personal foul by M. Leonard (drawn by D. Cousins)
8:18.0,G. Temple makes 2-pt shot from 5 ft (assist by D. Cousins),2,28-39,,
8:03.0,,,28-39,,M. Leonard misses 3-pt shot from 25 ft
8:02.0,,,28-39,,Offensive rebound by N. Vonleh
8:01.0,,,28-39,,Shooting foul by W. Cauley-Stein (drawn by N. Vonleh)
8:01.0,,,28-40,1,N. Vonleh makes free throw 1 of 2
8:01.0,,,28-41,1,N. Vonleh makes free throw 2 of 2
8:01.0,K. Koufos enters the game for W. Cauley-Stein,,28-40,,
7:48.0,Turnover by G. Temple (lost ball; steal by A. Crabbe),,28-41,,
7:45.0,,,28-41,,Shooting foul by G. Temple (drawn by A. Crabbe)
7:45.0,,,28-42,1,A. Crabbe makes free throw 1 of 2
7:45.0,,,28-43,1,A. Crabbe makes free throw 2 of 2
7:45.0,,,28-42,,C. McCollum enters the game for S. Napier
7:28.0,G. Temple makes 2-pt shot from 20 ft,2,30-43,,
7:15.0,,,30-43,,E. Turner misses 3-pt shot from 24 ft
7:14.0,Defensive rebound by K. Koufos,,30-43,,
7:05.0,T. Lawson misses 2-pt shot from 20 ft,,30-43,,
7:04.0,,,30-43,,Defensive rebound by E. Turner
6:51.0,,,30-43,,M. Leonard misses 3-pt shot from 25 ft
6:51.0,Defensive rebound by G. Temple,,30-43,,
6:37.0,T. Lawson misses 3-pt shot from 25 ft,,30-43,,
6:36.0,Offensive rebound by K. Koufos,,30-43,,
6:21.0,D. Cousins misses 2-pt shot from 2 ft (block by N. Vonleh),,30-43,,
6:20.0,,,30-43,,Defensive rebound by N. Vonleh
6:11.0,,,30-43,,C. McCollum misses 3-pt shot from 25 ft
6:11.0,Defensive rebound by G. Temple,,30-43,,
6:07.0,T. Lawson misses 2-pt shot from 1 ft,,30-43,,
6:07.0,Offensive rebound by T. Lawson,,30-43,,
6:07.0,G. Temple misses 2-pt shot at rim,,30-43,,
6:06.0,,,30-43,,Defensive rebound by C. McCollum
6:00.0,,,30-46,3,M. Leonard makes 3-pt shot from 25 ft (assist by C. McCollum)
5:51.0,Sacramento full timeout,,30-46,,
5:51.0,,,30-46,,M. Harkless enters the game for N. Vonleh
5:51.0,,,30-46,,A. Aminu enters the game for A. Crabbe
5:46.0,Offensive foul by D. Cousins,,30-46,,
5:46.0,Turnover by D. Cousins (offensive foul),,30-46,,
5:29.0,,,30-46,,Offensive foul by E. Turner
5:29.0,,,30-46,,Turnover by E. Turner (offensive foul)
5:13.0,D. Cousins misses 2-pt shot from 4 ft,,30-46,,
5:12.0,Offensive rebound by K. Koufos,,30-46,,
5:12.0,K. Koufos makes 2-pt shot at rim,2,32-46,,
4:55.0,,,32-48,2,M. Harkless makes 2-pt shot from 3 ft
4:40.0,A. Tolliver makes 3-pt shot from 25 ft (assist by D. Cousins),3,35-48,,
4:24.0,,,35-48,,C. McCollum misses 3-pt shot from 23 ft
4:23.0,Defensive rebound by K. Koufos,,35-48,,
4:06.0,G. Temple misses 3-pt shot from 25 ft,,35-48,,
4:06.0,,,35-48,,Defensive rebound by A. Aminu
3:44.0,,,35-50,2,A. Aminu makes 2-pt shot from 1 ft
3:33.0,,,35-50,,M. Plumlee enters the game for M. Leonard
3:33.0,M. Barnes enters the game for A. Tolliver,,35-50,,
3:33.0,D. Collison enters the game for T. Lawson,,35-50,,
3:25.0,G. Temple makes 2-pt shot from 17 ft,2,37-50,,
3:25.0,,,37-50,,Portland full timeout
3:25.0,B. McLemore enters the game for D. Cousins,,37-50,,
3:25.0,,,37-50,,A. Crabbe enters the game for E. Turner
3:13.0,,,37-52,2,M. Plumlee makes 2-pt shot at rim (assist by A. Aminu)
2:49.0,G. Temple misses 2-pt shot from 15 ft,,37-52,,
2:46.0,,,37-52,,Defensive rebound by A. Aminu
2:35.0,,,37-52,,C. McCollum misses 2-pt shot from 14 ft
2:34.0,,,37-52,,Offensive rebound by M. Plumlee
2:28.0,,,37-52,,Turnover by M. Harkless (lost ball; steal by G. Temple)
2:16.0,B. McLemore misses 2-pt shot from 20 ft,,37-52,,
2:15.0,,,37-52,,Defensive rebound by M. Plumlee
1:55.0,,,37-54,2,C. McCollum makes 2-pt shot from 1 ft
1:30.0,M. Barnes makes 2-pt shot from 6 ft,2,39-54,,
1:17.0,,,39-54,,C. McCollum misses 3-pt shot from 25 ft
1:17.0,Defensive rebound by D. Collison,,39-54,,
1:14.0,B. McLemore makes 2-pt shot at rim (assist by D. Collison),2,41-54,,
1:14.0,Shooting foul by M. Plumlee (drawn by B. McLemore),,41-54,,
1:14.0,B. McLemore makes free throw 1 of 1,1,42-54,,
0:57.0,Personal foul by K. Koufos (drawn by M. Plumlee),,42-54,,
0:57.0,T. Lawson enters the game for G. Temple,,42-54,,
0:50.0,,,42-57,3,A. Crabbe makes 3-pt shot from 27 ft (assist by C. McCollum)
0:38.0,,,42-57,,Violation by M. Plumlee (def goaltending)
0:38.0,M. Barnes makes 2-pt shot from 1 ft (assist by D. Collison),2,44-57,,
0:38.0,,,44-57,,Portland full timeout
0:38.0,,,44-57,,M. Leonard enters the game for M. Plumlee
0:29.0,,,44-60,3,A. Crabbe makes 3-pt shot from 25 ft (assist by C. McCollum)
0:06.0,D. Collison misses 2-pt shot from 21 ft,,44-60,,
0:06.0,,,44-60,,Defensive rebound by M. Harkless
0:00.0,,,44-60,,C. McCollum misses 3-pt shot from 26 ft
0:00.0,,,44-60,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,44-60,,Turnover by A. Aminu (bad pass; steal by T. Lawson)
11:21.0,G. Temple makes 3-pt shot from 22 ft (assist by M. Barnes),3,47-60,,
11:05.0,,,47-62,2,C. McCollum makes 2-pt shot from 19 ft
10:49.0,Turnover by M. Barnes (bad pass; steal by M. Harkless),,47-62,,
10:39.0,,,47-62,,Shooting foul by A. Tolliver (drawn by M. Plumlee)
10:39.0,,,47-63,1,M. Plumlee makes free throw 1 of 2
10:39.0,,,47-64,1,M. Plumlee makes free throw 2 of 2
10:19.0,G. Temple misses 2-pt shot from 2 ft,,47-64,,
10:18.0,,,47-64,,Defensive rebound by M. Plumlee
10:10.0,,,47-64,,A. Aminu misses 3-pt shot from 23 ft
10:09.0,Defensive rebound by A. Tolliver,,47-64,,
9:56.0,Turnover by D. Cousins (bad pass; steal by C. McCollum),,47-64,,
9:51.0,,,47-64,,A. Crabbe misses 2-pt shot from 2 ft (block by M. Barnes)
9:51.0,,,47-64,,Offensive rebound by Team
9:44.0,,,47-67,3,C. McCollum makes 3-pt shot from 25 ft (assist by M. Harkless)
9:26.0,Shooting foul by A. Crabbe (drawn by D. Cousins),,47-67,,
9:26.0,D. Cousins makes free throw 1 of 2,1,48-67,,
9:26.0,D. Cousins makes free throw 2 of 2,1,49-67,,
9:12.0,,,49-67,,C. McCollum misses 2-pt shot from 8 ft
9:12.0,Defensive rebound by A. Tolliver,,49-67,,
8:59.0,M. Barnes makes 2-pt shot from 1 ft (assist by G. Temple),2,51-67,,
8:42.0,,,51-67,,A. Aminu misses 2-pt shot from 9 ft
8:41.0,Defensive rebound by M. Barnes,,51-67,,
8:32.0,D. Cousins misses 3-pt shot from 25 ft,,51-67,,
8:31.0,,,51-67,,Defensive rebound by A. Crabbe
8:21.0,,,51-67,,Turnover by C. McCollum (lost ball)
8:09.0,A. Tolliver misses 3-pt shot from 25 ft,,51-67,,
8:09.0,,,51-67,,Defensive rebound by M. Plumlee
7:52.0,,,51-67,,A. Crabbe misses 2-pt shot from 21 ft
7:51.0,Defensive rebound by M. Barnes,,51-67,,
7:33.0,Sacramento full timeout,,51-67,,
7:28.0,D. Cousins misses 2-pt shot from 4 ft,,51-67,,
7:25.0,,,51-67,,Defensive rebound by M. Plumlee
7:19.0,,,51-69,2,M. Harkless makes 2-pt shot at rim (assist by M. Plumlee)
7:03.0,M. Barnes makes 2-pt shot from 2 ft (assist by D. Cousins),2,53-69,,
6:44.0,,,53-69,,A. Crabbe misses 3-pt shot from 23 ft
6:43.0,Defensive rebound by D. Cousins,,53-69,,
6:31.0,T. Lawson makes 2-pt shot from 1 ft,2,55-69,,
6:10.0,,,55-69,,C. McCollum misses 2-pt shot from 6 ft
6:09.0,Defensive rebound by D. Cousins,,55-69,,
6:00.0,M. Barnes misses 3-pt shot from 24 ft,,55-69,,
6:00.0,,,55-69,,Defensive rebound by M. Harkless
5:43.0,,,55-69,,A. Crabbe misses 2-pt shot from 20 ft
5:43.0,Defensive rebound by M. Barnes,,55-69,,
5:31.0,T. Lawson misses 3-pt shot from 24 ft,,55-69,,
5:29.0,,,55-69,,Defensive rebound by A. Aminu
5:17.0,,,55-69,,Turnover by A. Crabbe (bad pass; steal by G. Temple)
5:09.0,G. Temple misses 3-pt shot from 24 ft,,55-69,,
5:08.0,,,55-69,,Defensive rebound by A. Aminu
4:45.0,,,55-69,,C. McCollum misses 2-pt shot from 19 ft
4:43.0,Defensive rebound by D. Cousins,,55-69,,
4:36.0,A. Tolliver misses 3-pt shot from 23 ft,,55-69,,
4:34.0,,,55-69,,Defensive rebound by M. Plumlee
4:12.0,,,55-69,,M. Plumlee misses 2-pt shot from 1 ft
4:12.0,,,55-69,,Offensive rebound by A. Aminu
4:12.0,,,55-69,,Turnover by Team (shot clock)
4:12.0,,,55-69,,M. Leonard enters the game for M. Plumlee
4:12.0,,,55-69,,E. Turner enters the game for A. Crabbe
3:49.0,G. Temple misses 3-pt shot from 23 ft,,55-69,,
3:47.0,Offensive rebound by D. Cousins,,55-69,,
3:35.0,G. Temple makes 2-pt shot from 2 ft,2,57-69,,
3:35.0,,,57-69,,Portland full timeout
3:19.0,,,57-71,2,C. McCollum makes 2-pt shot from 13 ft
3:05.0,Shooting foul by E. Turner (drawn by D. Cousins),,57-71,,
3:05.0,D. Cousins misses free throw 1 of 2,,57-71,,
3:05.0,Offensive rebound by Team,,57-71,,
3:05.0,D. Cousins makes free throw 2 of 2,1,58-71,,
3:05.0,,,57-71,,N. Vonleh enters the game for A. Aminu
2:49.0,,,58-73,2,E. Turner makes 2-pt shot from 17 ft
2:29.0,M. Barnes misses 2-pt shot from 12 ft,,58-73,,
2:29.0,,,58-73,,Defensive rebound by M. Leonard
2:13.0,,,58-73,,C. McCollum misses 2-pt shot from 20 ft
2:11.0,Defensive rebound by D. Cousins,,58-73,,
1:54.0,A. Tolliver misses 2-pt shot from 14 ft,,58-73,,
1:54.0,,,58-73,,Defensive rebound by M. Leonard
1:54.0,Personal foul by M. Barnes (drawn by M. Leonard),,58-73,,
1:54.0,,,58-73,,A. Crabbe enters the game for M. Harkless
1:54.0,,,58-73,,S. Napier enters the game for C. McCollum
1:54.0,O. Casspi enters the game for M. Barnes,,58-73,,
1:54.0,D. Collison enters the game for T. Lawson,,58-73,,
1:36.0,,,58-73,,Turnover by N. Vonleh (lost ball)
1:23.0,D. Cousins makes 3-pt shot from 26 ft (assist by D. Collison),3,61-73,,
0:59.0,,,61-75,2,M. Leonard makes 2-pt shot from 9 ft
0:44.0,O. Casspi makes 2-pt shot from 5 ft,2,63-75,,
0:23.0,,,63-75,,M. Leonard misses 2-pt shot from 18 ft
0:22.0,Defensive rebound by A. Tolliver,,63-75,,
0:00.0,D. Cousins misses 2-pt shot from 15 ft,,63-75,,
0:00.0,Offensive rebound by Team,,63-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:52.0,,,63-75,,Def 3 sec tech foul by N. Vonleh
11:52.0,D. Cousins makes technical free throw,1,64-75,,
11:36.0,D. Collison makes 2-pt shot from 8 ft (assist by D. Cousins),2,66-75,,
11:16.0,,,66-75,,N. Vonleh misses 2-pt shot from 5 ft
11:16.0,Defensive rebound by D. Cousins,,66-75,,
10:59.0,Turnover by B. McLemore (bad pass),,66-75,,
10:42.0,,,66-77,2,E. Turner makes 2-pt shot from 1 ft
10:26.0,D. Cousins makes 3-pt shot from 25 ft,3,69-77,,
10:02.0,,,69-80,3,M. Leonard makes 3-pt shot from 24 ft (assist by E. Turner)
9:52.0,O. Casspi makes 3-pt shot from 25 ft (assist by D. Cousins),3,72-80,,
9:39.0,Personal foul by D. Cousins (drawn by M. Leonard),,72-80,,
9:39.0,W. Cauley-Stein enters the game for D. Cousins,,72-80,,
9:28.0,,,72-80,,E. Turner misses 2-pt shot from 2 ft
9:28.0,Defensive rebound by K. Koufos,,72-80,,
9:21.0,O. Casspi misses 2-pt shot from 2 ft (block by M. Leonard),,72-80,,
9:20.0,,,72-80,,Defensive rebound by A. Crabbe
9:10.0,,,72-80,,N. Vonleh misses 2-pt shot from 15 ft
9:09.0,Defensive rebound by O. Casspi,,72-80,,
8:56.0,D. Collison misses 3-pt shot from 25 ft,,72-80,,
8:55.0,,,72-80,,Defensive rebound by S. Napier
8:49.0,,,72-80,,Offensive foul by E. Turner
8:49.0,,,72-80,,Turnover by E. Turner (offensive foul)
8:49.0,Official timeout,,72-80,,
8:34.0,Turnover by O. Casspi (bad pass; steal by A. Crabbe),,72-80,,
8:28.0,,,72-83,3,S. Napier makes 3-pt shot from 25 ft (assist by A. Crabbe)
8:05.0,B. McLemore misses 2-pt shot from 19 ft (block by A. Crabbe),,72-83,,
8:03.0,,,72-83,,Defensive rebound by S. Napier
8:00.0,,,72-83,,Turnover by E. Turner (lost ball)
7:40.0,B. McLemore misses 2-pt shot from 2 ft,,72-83,,
7:40.0,,,72-83,,Defensive rebound by M. Leonard
7:28.0,,,72-83,,S. Napier misses 2-pt shot from 17 ft
7:27.0,Defensive rebound by W. Cauley-Stein,,72-83,,
7:17.0,K. Koufos makes 2-pt shot at rim (assist by O. Casspi),2,74-83,,
6:54.0,,,74-85,2,E. Turner makes 2-pt shot from 11 ft
6:35.0,Turnover by K. Koufos (traveling),,74-85,,
6:35.0,,,74-85,,A. Aminu enters the game for A. Crabbe
6:35.0,,,74-85,,C. McCollum enters the game for N. Vonleh
6:35.0,,,74-85,,M. Harkless enters the game for S. Napier
6:11.0,,,74-85,,M. Leonard misses 2-pt shot from 5 ft (block by K. Koufos)
6:10.0,Defensive rebound by K. Koufos,,74-85,,
5:57.0,Sacramento full timeout,,74-85,,
5:57.0,D. Cousins enters the game for B. McLemore,,74-85,,
5:57.0,G. Temple enters the game for W. Cauley-Stein,,74-85,,
5:51.0,Shooting foul by M. Harkless (drawn by D. Cousins),,74-85,,
5:51.0,D. Cousins makes free throw 1 of 2,1,75-85,,
5:51.0,D. Cousins makes free throw 2 of 2,1,76-85,,
5:38.0,,,76-85,,Shooting foul by D. Collison (drawn by C. McCollum)
5:38.0,,,76-86,1,C. McCollum makes free throw 1 of 2
5:38.0,,,76-87,1,C. McCollum makes free throw 2 of 2
5:38.0,M. Barnes enters the game for O. Casspi,,76-86,,
5:38.0,T. Lawson enters the game for D. Collison,,76-86,,
5:28.0,Shooting foul by M. Harkless (drawn by M. Barnes),,76-87,,
5:28.0,M. Barnes makes free throw 1 of 2,1,77-87,,
5:28.0,M. Barnes makes free throw 2 of 2,1,78-87,,
5:14.0,,,78-87,,Turnover by E. Turner (bad pass)
4:58.0,D. Cousins misses 3-pt shot from 25 ft,,78-87,,
4:56.0,,,78-87,,Defensive rebound by E. Turner
4:44.0,,,78-87,,M. Leonard misses 3-pt shot from 24 ft
4:43.0,Defensive rebound by K. Koufos,,78-87,,
4:34.0,Turnover by M. Barnes (lost ball),,78-87,,
4:34.0,,,78-87,,M. Plumlee enters the game for M. Leonard
4:16.0,,,78-90,3,M. Harkless makes 3-pt shot from 25 ft (assist by C. McCollum)
4:15.0,Sacramento full timeout,,78-90,,
4:15.0,Technical foul by M. Barnes,,78-90,,
4:15.0,,,78-91,1,C. McCollum makes technical free throw
4:01.0,Shooting foul by M. Harkless (drawn by D. Cousins),,78-91,,
4:01.0,D. Cousins makes free throw 1 of 2,1,79-91,,
4:01.0,D. Cousins makes free throw 2 of 2,1,80-91,,
3:47.0,,,80-93,2,E. Turner makes 2-pt shot from 12 ft
3:47.0,,,80-93,,Shooting foul by G. Temple (drawn by E. Turner)
3:47.0,,,80-94,1,E. Turner makes free throw 1 of 1
3:27.0,G. Temple misses 3-pt shot from 25 ft,,80-94,,
3:26.0,,,80-94,,Defensive rebound by A. Aminu
3:10.0,Personal foul by M. Barnes (drawn by M. Plumlee),,80-94,,
3:10.0,,,80-94,,Portland full timeout
3:10.0,A. Tolliver enters the game for K. Koufos,,80-94,,
3:00.0,,,80-94,,Shooting foul by M. Barnes (drawn by M. Plumlee)
3:00.0,,,80-96,2,M. Plumlee makes 2-pt shot from 1 ft (assist by E. Turner)
3:00.0,,,80-97,1,M. Plumlee makes free throw 1 of 1
2:56.0,,,80-97,,Personal foul by A. Aminu (drawn by A. Tolliver)
2:49.0,D. Cousins makes 3-pt shot from 24 ft (assist by A. Tolliver),3,83-97,,
2:49.0,Shooting foul by M. Plumlee (drawn by D. Cousins),,83-97,,
2:49.0,D. Cousins makes free throw 1 of 1,1,84-97,,
2:32.0,,,84-97,,Turnover by A. Aminu (bad pass; steal by M. Barnes)
2:21.0,T. Lawson misses 3-pt shot from 25 ft,,84-97,,
2:21.0,,,84-97,,Defensive rebound by M. Plumlee
2:20.0,Personal foul by D. Cousins (drawn by M. Plumlee),,84-97,,
2:20.0,,,84-98,1,M. Plumlee makes free throw 1 of 2
2:20.0,,,84-98,,M. Plumlee misses free throw 2 of 2
2:19.0,Defensive rebound by M. Barnes,,84-98,,
2:07.0,D. Cousins misses 2-pt shot from 2 ft (block by E. Turner),,84-98,,
2:07.0,Offensive rebound by Team,,84-98,,
2:00.0,M. Barnes makes 3-pt shot from 24 ft (assist by T. Lawson),3,87-98,,
1:48.0,,,87-98,,Turnover by M. Plumlee (lost ball; steal by D. Cousins)
1:42.0,D. Cousins makes 2-pt shot from 4 ft,2,89-98,,
1:42.0,,,89-98,,Portland full timeout
1:22.0,,,89-98,,C. McCollum misses 2-pt shot from 17 ft
1:22.0,Defensive rebound by G. Temple,,89-98,,
1:03.0,A. Tolliver misses 3-pt shot from 25 ft,,89-98,,
1:02.0,,,89-98,,Defensive rebound by E. Turner
0:43.0,,,89-100,2,M. Plumlee makes 2-pt shot at rim (assist by E. Turner)
0:32.0,Turnover by M. Barnes (lost ball; steal by E. Turner),,89-100,,
