time,LA Lakers,pts.away,score,pts.home,Sacramento
3:06.0,T. Black enters the game for D. Russell,,16-25,,
3:06.0,,,16-25,,D. Collison enters the game for T. Lawson
2:57.0,,,16-25,,R. Gay misses 2-pt shot from 7 ft
2:56.0,Defensive rebound by B. Ingram,,16-25,,
2:45.0,Turnover by B. Ingram (step out of bounds),,16-25,,
2:31.0,,,16-28,3,M. Barnes makes 3-pt shot from 26 ft (assist by D. Collison)
2:11.0,Shooting foul by W. Cauley-Stein (drawn by B. Ingram),,16-28,,
2:11.0,B. Ingram misses free throw 1 of 2,,16-28,,
2:11.0,Offensive rebound by Team,,16-28,,
2:11.0,B. Ingram misses free throw 2 of 2,,16-28,,
2:11.0,,,16-28,,G. Temple enters the game for R. Gay
2:11.0,,,16-28,,A. Tolliver enters the game for A. Afflalo
2:09.0,,,16-28,,Defensive rebound by W. Cauley-Stein
1:54.0,,,16-28,,M. Barnes misses 3-pt shot from 24 ft
1:53.0,Defensive rebound by L. Williams,,16-28,,
1:41.0,T. Black misses 2-pt shot from 3 ft (block by M. Barnes),,16-28,,
1:39.0,,,16-28,,Defensive rebound by W. Cauley-Stein
1:30.0,,,16-28,,D. Collison misses 2-pt shot from 6 ft
1:29.0,Defensive rebound by T. Black,,16-28,,
1:12.0,L. Williams misses 3-pt shot from 24 ft,,16-28,,
1:11.0,,,16-28,,Defensive rebound by D. Collison
0:57.0,,,16-30,2,W. Cauley-Stein makes 2-pt shot at rim (assist by M. Barnes)
0:49.0,Turnover by J. Clarkson (lost ball; steal by D. Collison),,16-30,,
0:44.0,,,16-30,,Turnover by M. Barnes (bad pass; steal by L. Williams)
0:31.0,J. Clarkson misses 3-pt shot from 23 ft,,16-30,,
0:31.0,,,16-30,,Defensive rebound by A. Tolliver
0:13.0,Personal foul by J. Clarkson (drawn by D. Collison),,16-30,,
0:13.0,,,16-30,,R. Gay enters the game for W. Cauley-Stein
0:13.0,L. Deng enters the game for T. Black,,16-30,,
0:00.0,,,16-30,,D. Collison misses 2-pt shot from 13 ft
0:00.0,,,16-30,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,16-32,2,W. Cauley-Stein makes 2-pt shot from 2 ft (assist by D. Collison)
11:25.0,Shooting foul by G. Temple,,16-32,,
11:25.0,L. Williams misses free throw 1 of 3,,16-32,,
11:25.0,Offensive rebound by Team,,16-32,,
11:25.0,L. Williams makes free throw 2 of 3,1,17-32,,
11:25.0,L. Williams makes free throw 3 of 3,1,18-32,,
11:09.0,,,18-32,,D. Collison misses 2-pt shot from 20 ft
11:08.0,Defensive rebound by J. Clarkson,,18-32,,
10:56.0,L. Williams misses 2-pt shot from 23 ft,,18-32,,
10:56.0,,,18-32,,Defensive rebound by D. Collison
10:48.0,,,18-32,,A. Tolliver misses 3-pt shot from 26 ft
10:48.0,Defensive rebound by J. Clarkson,,18-32,,
10:31.0,T. Black makes 2-pt shot from 2 ft (assist by B. Ingram),2,20-32,,
10:21.0,,,20-32,,W. Cauley-Stein misses 2-pt shot from 13 ft
10:19.0,Defensive rebound by J. Clarkson,,20-32,,
10:06.0,L. Williams makes 3-pt shot from 24 ft (assist by J. Clarkson),3,23-32,,
9:44.0,,,23-32,,D. Collison misses 2-pt shot from 17 ft
9:43.0,,,23-32,,Offensive rebound by A. Tolliver
9:31.0,,,23-32,,Turnover by M. Barnes (bad pass; steal by J. Clarkson)
9:25.0,Turnover by L. Williams (bad pass; steal by M. Barnes),,23-32,,
9:18.0,,,23-32,,Shooting foul by J. Clarkson (drawn by D. Collison)
9:18.0,,,23-33,1,D. Collison makes free throw 1 of 2
9:18.0,,,23-34,1,D. Collison makes free throw 2 of 2
9:11.0,,,23-34,,Personal foul by D. Collison (drawn by J. Clarkson)
9:01.0,L. Williams makes 3-pt shot from 24 ft (assist by J. Clarkson),3,26-34,,
8:51.0,Official timeout,,26-34,,
8:51.0,,,26-34,,D. Cousins enters the game for W. Cauley-Stein
8:51.0,L. Deng enters the game for T. Black,,26-34,,
8:45.0,Violation by L. Nance (kicked ball),,26-34,,
8:33.0,,,26-34,,G. Temple misses 2-pt shot from 19 ft
8:32.0,,,26-34,,Offensive rebound by A. Tolliver
8:21.0,,,26-34,,Shooting foul by L. Nance (drawn by D. Cousins)
8:21.0,,,26-36,2,D. Cousins makes 2-pt shot from 3 ft (assist by D. Collison)
8:21.0,,,26-36,,D. Cousins misses free throw 1 of 1
8:20.0,Defensive rebound by L. Nance,,26-36,,
8:09.0,Turnover by L. Williams (bad pass),,26-36,,
7:53.0,,,26-36,,Turnover by D. Cousins (lost ball; steal by L. Williams)
7:46.0,L. Deng misses 2-pt shot from 2 ft,,26-36,,
7:44.0,,,26-36,,Defensive rebound by G. Temple
7:35.0,,,26-38,2,D. Cousins makes 2-pt shot from 2 ft (assist by D. Collison)
7:21.0,J. Clarkson makes 2-pt shot from 8 ft,2,28-38,,
7:08.0,Personal foul by B. Ingram (drawn by G. Temple),,28-38,,
7:08.0,T. Mozgov enters the game for L. Nance,,28-38,,
6:56.0,,,28-40,2,D. Cousins makes 2-pt shot from 3 ft
6:39.0,L. Deng misses 3-pt shot from 24 ft,,28-40,,
6:38.0,,,28-40,,Defensive rebound by M. Barnes
6:34.0,,,28-42,2,D. Collison makes 2-pt shot from 2 ft (assist by G. Temple)
6:34.0,LA Lakers full timeout,,28-42,,
6:34.0,J. Randle enters the game for J. Clarkson,,28-42,,
6:34.0,D. Russell enters the game for B. Ingram,,28-42,,
6:34.0,N. Young enters the game for L. Williams,,28-42,,
6:14.0,J. Randle makes 2-pt shot from 3 ft,2,30-42,,
5:51.0,,,30-42,,D. Cousins misses 2-pt shot from 21 ft
5:50.0,Defensive rebound by L. Deng,,30-42,,
5:44.0,Turnover by D. Russell (lost ball; steal by D. Collison),,30-42,,
5:41.0,,,30-44,2,M. Barnes makes 2-pt shot from 2 ft (assist by D. Collison)
5:32.0,Turnover by D. Russell (bad pass; steal by A. Tolliver),,30-44,,
5:28.0,,,30-46,2,M. Barnes makes 2-pt shot from 2 ft (assist by D. Collison)
5:28.0,LA Lakers full timeout,,30-46,,
5:28.0,,,30-46,,A. Afflalo enters the game for G. Temple
5:08.0,Turnover by L. Deng (bad pass),,30-46,,
4:54.0,,,30-49,3,A. Tolliver makes 3-pt shot from 25 ft (assist by D. Collison)
4:29.0,J. Randle makes 2-pt shot from 2 ft,2,32-49,,
4:19.0,,,32-49,,Turnover by D. Cousins (offensive foul)
4:19.0,,,32-49,,Offensive foul by D. Cousins
4:19.0,,,32-49,,R. Gay enters the game for A. Tolliver
4:19.0,,,32-49,,K. Koufos enters the game for M. Barnes
4:05.0,Turnover by D. Russell (step out of bounds),,32-49,,
3:46.0,,,32-51,2,D. Cousins makes 2-pt shot from 4 ft
3:38.0,J. Randle misses 2-pt shot from 9 ft,,32-51,,
3:37.0,Offensive rebound by T. Mozgov,,32-51,,
3:37.0,T. Mozgov makes 2-pt shot from 1 ft,2,34-51,,
3:24.0,Violation by T. Mozgov (kicked ball),,34-51,,
3:24.0,,,34-51,,T. Lawson enters the game for D. Collison
3:11.0,,,34-51,,D. Cousins misses 2-pt shot from 3 ft
3:10.0,Defensive rebound by J. Randle,,34-51,,
3:01.0,,,34-51,,Personal foul by K. Koufos (drawn by D. Russell)
2:51.0,D. Russell makes 2-pt shot from 18 ft,2,36-51,,
2:36.0,,,36-53,2,R. Gay makes 2-pt shot from 17 ft
2:22.0,D. Russell makes 2-pt shot from 7 ft,2,38-53,,
2:17.0,,,38-53,,Turnover by T. Lawson (bad pass; steal by L. Deng)
2:06.0,T. Mozgov misses 2-pt shot from 6 ft,,38-53,,
2:06.0,Offensive rebound by Team,,38-53,,
2:06.0,,,38-53,,Personal foul by K. Koufos (drawn by J. Randle)
2:06.0,,,38-53,,Sacramento full timeout
2:01.0,J. Randle makes 2-pt shot from 8 ft,2,40-53,,
1:40.0,,,40-53,,A. Afflalo misses 2-pt shot from 20 ft
1:39.0,Defensive rebound by L. Deng,,40-53,,
1:24.0,J. Randle misses 2-pt shot from 21 ft,,40-53,,
1:23.0,,,40-53,,Defensive rebound by R. Gay
1:05.0,,,40-55,2,R. Gay makes 2-pt shot from 8 ft
0:44.0,D. Russell makes 2-pt shot from 15 ft,2,42-55,,
0:33.0,,,42-55,,Turnover by K. Koufos (lost ball)
0:28.0,D. Russell misses 3-pt shot from 25 ft,,42-55,,
0:27.0,,,42-55,,Defensive rebound by R. Gay
0:04.0,,,42-55,,R. Gay misses 2-pt shot from 10 ft
0:03.0,Defensive rebound by J. Randle,,42-55,,
0:01.0,,,42-55,,Personal foul by D. Cousins (drawn by J. Randle)
0:01.0,J. Randle makes free throw 1 of 3,1,43-55,,
0:01.0,J. Randle makes free throw 2 of 3,1,44-55,,
0:01.0,J. Randle makes free throw 3 of 3,1,45-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,45-55,,Offensive foul by T. Lawson
11:40.0,,,45-55,,Turnover by T. Lawson (offensive foul)
11:28.0,Turnover by D. Russell (lost ball; steal by T. Lawson),,45-55,,
11:28.0,Personal foul by D. Russell (drawn by T. Lawson),,45-55,,
11:08.0,,,45-55,,Turnover by D. Cousins (bad pass)
10:56.0,N. Young makes 3-pt shot from 25 ft (assist by T. Mozgov),3,48-55,,
10:41.0,,,48-57,2,A. Afflalo makes 2-pt shot from 23 ft
10:28.0,D. Russell makes 2-pt shot from 7 ft,2,50-57,,
10:28.0,Shooting foul by T. Lawson (drawn by D. Russell),,50-57,,
10:28.0,D. Russell misses free throw 1 of 1,,50-57,,
10:26.0,,,50-57,,Defensive rebound by K. Koufos
10:15.0,,,50-57,,D. Cousins misses 3-pt shot from 25 ft
10:15.0,Defensive rebound by J. Randle,,50-57,,
10:08.0,J. Randle misses 2-pt shot from 5 ft,,50-57,,
10:07.0,,,50-57,,Defensive rebound by T. Lawson
9:57.0,Personal foul by D. Russell (drawn by A. Afflalo),,50-57,,
9:57.0,,,50-58,1,A. Afflalo makes free throw 1 of 2
9:57.0,,,50-59,1,A. Afflalo makes free throw 2 of 2
9:35.0,D. Russell misses 2-pt shot from 16 ft,,50-59,,
9:34.0,,,50-59,,Defensive rebound by A. Afflalo
9:29.0,,,50-59,,Shooting foul by N. Young (drawn by T. Lawson)
9:29.0,,,50-59,,T. Lawson misses free throw 1 of 2
9:29.0,,,50-59,,Offensive rebound by Team
9:29.0,Violation by D. Russell (lane),,50-59,,
9:29.0,,,50-60,1,T. Lawson makes free throw 2 of 2
9:17.0,N. Young makes 2-pt shot from 18 ft (assist by J. Randle),2,52-60,,
8:59.0,,,52-60,,T. Lawson misses 2-pt shot from 20 ft
8:57.0,Defensive rebound by J. Randle,,52-60,,
8:51.0,N. Young makes 3-pt shot from 24 ft (assist by D. Russell),3,55-60,,
8:51.0,,,55-60,,Sacramento full timeout
8:36.0,,,55-62,2,R. Gay makes 2-pt shot from 8 ft
8:12.0,L. Deng misses 3-pt shot from 23 ft,,55-62,,
8:12.0,,,55-62,,Defensive rebound by K. Koufos
8:00.0,,,55-62,,A. Afflalo misses 2-pt shot from 2 ft
7:59.0,Defensive rebound by J. Randle,,55-62,,
7:46.0,D. Russell makes 2-pt shot from 15 ft,2,57-62,,
7:31.0,,,57-64,2,K. Koufos makes 2-pt shot from 3 ft (assist by D. Cousins)
7:17.0,J. Randle misses 2-pt shot from 9 ft,,57-64,,
7:16.0,,,57-64,,Defensive rebound by D. Cousins
7:10.0,Personal foul by N. Young (drawn by R. Gay),,57-64,,
7:01.0,,,57-64,,A. Afflalo misses 2-pt shot from 14 ft
7:01.0,Defensive rebound by Team,,57-64,,
6:46.0,D. Russell makes 2-pt shot from 14 ft,2,59-64,,
6:23.0,,,59-67,3,T. Lawson makes 3-pt shot from 23 ft (assist by D. Cousins)
6:12.0,Shooting foul by T. Lawson (drawn by D. Russell),,59-67,,
6:12.0,D. Russell makes free throw 1 of 2,1,60-67,,
6:12.0,D. Russell makes free throw 2 of 2,1,61-67,,
6:12.0,B. Ingram enters the game for L. Deng,,60-67,,
5:52.0,,,61-67,,Turnover by R. Gay (bad pass)
5:41.0,D. Russell misses 2-pt shot from 15 ft,,61-67,,
5:41.0,,,61-67,,Defensive rebound by R. Gay
5:32.0,,,61-67,,D. Cousins misses 2-pt shot from 4 ft (block by J. Randle)
5:32.0,,,61-67,,Offensive rebound by Team
5:32.0,L. Nance enters the game for J. Randle,,61-67,,
5:17.0,,,61-67,,T. Lawson misses 3-pt shot from 24 ft
5:16.0,Defensive rebound by T. Mozgov,,61-67,,
5:11.0,Turnover by T. Mozgov (bad pass; steal by T. Lawson),,61-67,,
5:11.0,Violation by T. Mozgov (def goaltending),,61-67,,
5:11.0,,,61-69,2,T. Lawson makes 2-pt shot from 2 ft
4:53.0,B. Ingram misses 3-pt shot from 25 ft,,61-69,,
4:52.0,,,61-69,,Defensive rebound by A. Afflalo
4:43.0,,,61-71,2,R. Gay makes 2-pt shot from 4 ft
4:43.0,LA Lakers full timeout,,61-71,,
4:43.0,,,61-71,,M. Barnes enters the game for K. Koufos
4:43.0,,,61-71,,D. Collison enters the game for T. Lawson
4:43.0,J. Clarkson enters the game for D. Russell,,61-71,,
4:23.0,,,61-71,,Violation by R. Gay (def goaltending)
4:23.0,T. Mozgov makes 2-pt shot from 5 ft (assist by J. Clarkson),2,63-71,,
4:06.0,,,63-71,,D. Cousins misses 2-pt shot from 8 ft
4:05.0,Defensive rebound by L. Nance,,63-71,,
3:57.0,J. Clarkson misses 2-pt shot from 3 ft,,63-71,,
3:56.0,,,63-71,,Defensive rebound by D. Cousins
3:45.0,,,63-71,,Turnover by D. Collison (bad pass; steal by L. Nance)
3:40.0,L. Nance makes 2-pt shot at rim (assist by J. Clarkson),2,65-71,,
3:21.0,,,65-71,,D. Cousins misses 2-pt shot from 5 ft
3:20.0,Defensive rebound by L. Nance,,65-71,,
3:09.0,B. Ingram misses 2-pt shot from 11 ft,,65-71,,
3:09.0,,,65-71,,Defensive rebound by A. Afflalo
3:03.0,,,65-71,,D. Collison misses 2-pt shot from 3 ft
3:02.0,Defensive rebound by B. Ingram,,65-71,,
2:39.0,J. Clarkson misses 3-pt shot from 26 ft,,65-71,,
2:39.0,,,65-71,,Defensive rebound by M. Barnes
2:17.0,,,65-71,,M. Barnes misses 3-pt shot from 25 ft
2:16.0,Defensive rebound by L. Nance,,65-71,,
2:01.0,N. Young misses 3-pt shot from 25 ft,,65-71,,
2:00.0,,,65-71,,Defensive rebound by A. Afflalo
1:42.0,,,65-71,,Offensive foul by A. Afflalo
1:42.0,,,65-71,,Turnover by A. Afflalo (offensive foul)
1:42.0,T. Black enters the game for T. Mozgov,,65-71,,
1:42.0,,,65-71,,W. Cauley-Stein enters the game for R. Gay
1:42.0,,,65-71,,A. Tolliver enters the game for D. Cousins
1:28.0,Turnover by N. Young (offensive foul),,65-71,,
1:28.0,Offensive charge foul by N. Young,,65-71,,
1:28.0,L. Williams enters the game for N. Young,,65-71,,
1:28.0,,,65-71,,G. Temple enters the game for A. Afflalo
1:06.0,,,65-71,,Turnover by D. Collison (bad pass; steal by L. Nance)
1:00.0,J. Clarkson makes 3-pt shot from 24 ft (assist by T. Black),3,68-71,,
0:44.0,,,68-71,,G. Temple misses 2-pt shot from 20 ft
0:44.0,Defensive rebound by B. Ingram,,68-71,,
0:32.0,Turnover by B. Ingram (lost ball; steal by M. Barnes),,68-71,,
0:26.0,,,68-71,,D. Collison misses 2-pt shot from 3 ft
0:25.0,,,68-71,,Offensive rebound by W. Cauley-Stein
0:25.0,,,68-73,2,W. Cauley-Stein makes 2-pt shot at rim
0:01.0,L. Nance misses 3-pt shot from 23 ft,,68-73,,
0:00.0,Offensive rebound by T. Black,,68-73,,
0:00.0,T. Black makes 2-pt shot from 1 ft,2,70-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,T. Black makes 2-pt shot from 3 ft (assist by L. Williams),2,72-73,,
11:29.0,,,72-73,,D. Collison misses 2-pt shot from 22 ft
11:28.0,Defensive rebound by L. Williams,,72-73,,
11:19.0,L. Williams makes 2-pt shot from 11 ft,2,74-73,,
10:58.0,,,74-73,,M. Barnes misses 2-pt shot from 3 ft
10:57.0,Defensive rebound by T. Black,,74-73,,
10:49.0,Shooting foul by W. Cauley-Stein,,74-73,,
10:49.0,L. Williams misses free throw 1 of 2,,74-73,,
10:49.0,Offensive rebound by Team,,74-73,,
10:49.0,L. Williams makes free throw 2 of 2,1,75-73,,
10:38.0,,,75-73,,D. Collison misses 2-pt shot from 16 ft
10:37.0,,,75-73,,Offensive rebound by W. Cauley-Stein
10:32.0,,,75-73,,Turnover by W. Cauley-Stein (bad pass; steal by L. Williams)
10:16.0,L. Williams misses 3-pt shot from 25 ft,,75-73,,
10:16.0,,,75-73,,Defensive rebound by M. Barnes
9:56.0,,,75-73,,D. Collison misses 2-pt shot from 18 ft
9:53.0,,,75-73,,Offensive rebound by G. Temple
9:53.0,,,75-73,,G. Temple misses 2-pt shot at rim
9:53.0,Defensive rebound by T. Black,,75-73,,
9:45.0,Shooting foul by A. Tolliver (drawn by T. Black),,75-73,,
9:45.0,T. Black misses free throw 1 of 2,,75-73,,
9:45.0,Offensive rebound by Team,,75-73,,
9:45.0,T. Black makes free throw 2 of 2,1,76-73,,
9:45.0,,,75-73,,D. Cousins enters the game for W. Cauley-Stein
9:25.0,,,76-73,,A. Tolliver misses 3-pt shot from 23 ft
9:23.0,Defensive rebound by L. Nance,,76-73,,
9:12.0,Turnover by T. Black (traveling),,76-73,,
9:03.0,Personal foul by T. Black (drawn by D. Cousins),,76-73,,
8:55.0,,,76-73,,Shooting foul by T. Black (drawn by D. Cousins)
8:55.0,Official timeout,,76-73,,
8:55.0,,,76-73,,D. Cousins misses free throw 1 of 2
8:55.0,,,76-73,,Offensive rebound by Team
8:55.0,,,76-73,,D. Cousins misses free throw 2 of 2
8:55.0,T. Mozgov enters the game for T. Black,,76-73,,
8:54.0,Defensive rebound by L. Nance,,76-73,,
8:40.0,L. Williams makes 2-pt shot from 3 ft,2,78-73,,
8:19.0,,,78-75,2,D. Collison makes 2-pt shot from 20 ft
8:07.0,,,78-75,,Personal foul by D. Cousins
8:01.0,Turnover by J. Clarkson (lost ball; steal by G. Temple),,78-75,,
7:56.0,,,78-75,,Shooting foul by T. Mozgov (drawn by G. Temple)
7:56.0,,,78-76,1,G. Temple makes free throw 1 of 2
7:56.0,,,78-77,1,G. Temple makes free throw 2 of 2
7:56.0,,,78-76,,R. Gay enters the game for A. Tolliver
7:38.0,T. Mozgov makes 2-pt shot at rim (assist by B. Ingram),2,80-77,,
7:09.0,,,80-77,,R. Gay misses 3-pt shot from 25 ft
7:08.0,Defensive rebound by B. Ingram,,80-77,,
6:44.0,L. Williams misses 2-pt shot from 14 ft,,80-77,,
6:43.0,,,80-77,,Defensive rebound by D. Cousins
6:32.0,,,80-80,3,D. Cousins makes 3-pt shot from 25 ft (assist by D. Collison)
6:12.0,J. Clarkson makes 2-pt shot from 3 ft,2,82-80,,
5:55.0,,,82-82,2,D. Cousins makes 2-pt shot from 2 ft (assist by D. Collison)
5:34.0,Turnover by J. Clarkson (traveling),,82-82,,
5:34.0,,,82-82,,Sacramento full timeout
5:34.0,N. Young enters the game for J. Clarkson,,82-82,,
5:34.0,J. Randle enters the game for L. Nance,,82-82,,
5:34.0,,,82-82,,A. Afflalo enters the game for D. Collison
5:34.0,,,82-82,,T. Lawson enters the game for G. Temple
5:18.0,,,82-82,,R. Gay misses 3-pt shot from 25 ft
5:17.0,Defensive rebound by N. Young,,82-82,,
4:58.0,B. Ingram makes 2-pt shot from 4 ft,2,84-82,,
4:47.0,,,84-82,,D. Cousins misses 2-pt shot from 6 ft
4:45.0,Defensive rebound by J. Randle,,84-82,,
4:37.0,L. Williams makes 3-pt shot from 23 ft (assist by J. Randle),3,87-82,,
4:20.0,Personal foul by J. Randle (drawn by D. Cousins),,87-82,,
4:20.0,LA Lakers full timeout,,87-82,,
4:13.0,,,87-82,,R. Gay misses 2-pt shot from 11 ft
4:11.0,Defensive rebound by N. Young,,87-82,,
4:06.0,N. Young makes 2-pt shot from 1 ft,2,89-82,,
3:45.0,,,89-82,,Turnover by D. Cousins (lost ball; steal by N. Young)
3:36.0,N. Young makes 3-pt shot from 25 ft (assist by J. Randle),3,92-82,,
3:36.0,,,92-82,,Sacramento full timeout
3:24.0,Personal foul by T. Mozgov (drawn by D. Cousins),,92-82,,
3:24.0,,,92-83,1,D. Cousins makes free throw 1 of 2
3:24.0,,,92-84,1,D. Cousins makes free throw 2 of 2
3:10.0,L. Williams misses 3-pt shot from 25 ft,,92-84,,
3:10.0,,,92-84,,Defensive rebound by A. Afflalo
2:59.0,,,92-86,2,D. Cousins makes 2-pt shot from 1 ft
2:59.0,Shooting block foul by N. Young (drawn by D. Cousins),,92-86,,
2:59.0,,,92-87,1,D. Cousins makes free throw 1 of 1
2:43.0,Shooting foul by R. Gay (drawn by J. Randle),,92-87,,
2:43.0,J. Randle makes free throw 1 of 2,1,93-87,,
2:43.0,J. Randle makes free throw 2 of 2,1,94-87,,
2:28.0,,,94-87,,M. Barnes misses 3-pt shot from 26 ft
2:28.0,Defensive rebound by N. Young,,94-87,,
2:01.0,N. Young misses 3-pt shot from 27 ft,,94-87,,
2:01.0,,,94-87,,Defensive rebound by D. Cousins
1:50.0,,,94-87,,R. Gay misses 2-pt shot from 8 ft
1:47.0,,,94-87,,Offensive rebound by D. Cousins
1:47.0,,,94-87,,D. Cousins misses 2-pt shot from 1 ft
1:46.0,Defensive rebound by T. Mozgov,,94-87,,
1:27.0,Turnover by L. Williams (bad pass; steal by R. Gay),,94-87,,
1:25.0,,,94-87,,Shooting foul by B. Ingram (drawn by R. Gay)
1:25.0,,,94-87,,R. Gay misses free throw 1 of 2
1:25.0,,,94-87,,Offensive rebound by Team
1:25.0,LA Lakers full timeout,,94-87,,
1:25.0,,,94-88,1,R. Gay makes free throw 2 of 2
1:05.0,L. Williams makes 2-pt shot from 8 ft,2,96-88,,
1:05.0,Shooting foul by M. Barnes,,96-88,,
1:05.0,L. Williams makes free throw 1 of 1,1,97-88,,
0:53.0,,,97-91,3,T. Lawson makes 3-pt shot from 24 ft (assist by D. Cousins)
