time,New York,pts.away,score,pts.home,Orlando
9:03.0,,,7-4,,Shooting foul by L. Thomas (drawn by E. Fournier)
9:03.0,,,7-5,1,E. Fournier makes free throw 1 of 2
9:03.0,,,7-6,1,E. Fournier makes free throw 2 of 2
8:43.0,Turnover by C. Lee (bad pass),,7-6,,
8:28.0,,,7-6,,Shooting foul by K. Porzingis (drawn by A. Gordon)
8:28.0,,,7-7,1,A. Gordon makes free throw 1 of 2
8:28.0,,,7-8,1,A. Gordon makes free throw 2 of 2
8:16.0,D. Rose makes 2-pt shot from 2 ft,2,9-8,,
7:57.0,,,9-8,,T. Ross misses 3-pt shot from 25 ft
7:56.0,Defensive rebound by D. Rose,,9-8,,
7:43.0,C. Anthony makes 3-pt shot from 26 ft (assist by D. Rose),3,12-8,,
7:34.0,,,12-8,,Turnover by E. Payton (bad pass; steal by L. Thomas)
7:26.0,C. Anthony makes 3-pt shot from 23 ft,3,15-8,,
7:26.0,,,15-8,,Orlando full timeout
7:10.0,,,15-8,,Turnover by N. Vucevic (bad pass; steal by D. Rose)
7:00.0,C. Anthony misses 3-pt shot from 26 ft,,15-8,,
6:59.0,,,15-8,,Defensive rebound by A. Gordon
6:47.0,,,15-8,,T. Ross misses 2-pt shot from 18 ft
6:46.0,,,15-8,,Offensive rebound by N. Vucevic
6:44.0,,,15-10,2,N. Vucevic makes 2-pt shot from 1 ft
6:33.0,Turnover by D. Rose (bad pass; steal by N. Vucevic),,15-10,,
6:29.0,,,15-10,,Turnover by N. Vucevic (lost ball; steal by C. Lee)
6:23.0,Turnover by C. Lee (bad pass),,15-10,,
6:06.0,,,15-12,2,E. Fournier makes 2-pt shot from 23 ft
5:45.0,K. Porzingis makes 2-pt shot from 2 ft (assist by D. Rose),2,17-12,,
5:29.0,,,17-12,,E. Fournier misses 3-pt shot from 25 ft
5:27.0,Defensive rebound by K. Porzingis,,17-12,,
5:21.0,D. Rose makes 2-pt shot from 3 ft,2,19-12,,
5:07.0,,,19-12,,Shooting foul by D. Rose (drawn by N. Vucevic)
5:07.0,,,19-13,1,N. Vucevic makes free throw 1 of 2
5:07.0,,,19-14,1,N. Vucevic makes free throw 2 of 2
5:07.0,,,19-13,,D. Augustin enters the game for E. Payton
5:07.0,,,19-13,,M. Hezonja enters the game for T. Ross
5:07.0,J. Holiday enters the game for L. Thomas,,19-13,,
4:49.0,C. Anthony misses 2-pt shot from 14 ft,,19-14,,
4:48.0,Offensive rebound by K. Porzingis,,19-14,,
4:45.0,K. Porzingis misses 3-pt shot from 23 ft,,19-14,,
4:43.0,,,19-14,,Defensive rebound by M. Hezonja
4:31.0,,,19-14,,E. Fournier misses 2-pt shot from 10 ft
4:29.0,Defensive rebound by C. Anthony,,19-14,,
4:12.0,K. Porzingis misses 2-pt shot from 12 ft,,19-14,,
4:11.0,,,19-14,,Defensive rebound by M. Hezonja
4:06.0,,,19-14,,Turnover by M. Hezonja (bad pass; steal by C. Anthony)
3:57.0,Shooting foul by A. Gordon (drawn by C. Anthony),,19-14,,
3:57.0,C. Anthony makes free throw 1 of 2,1,20-14,,
3:57.0,C. Anthony makes free throw 2 of 2,1,21-14,,
3:57.0,K. O'Quinn enters the game for K. Porzingis,,20-14,,
3:57.0,M. Kuzminskas enters the game for C. Lee,,20-14,,
3:43.0,,,21-14,,N. Vucevic misses 2-pt shot from 11 ft
3:43.0,Defensive rebound by Team,,21-14,,
3:43.0,,,21-14,,Loose ball foul by A. Gordon (drawn by C. Anthony)
3:43.0,,,21-14,,J. Green enters the game for A. Gordon
3:25.0,J. Holiday makes 3-pt shot from 25 ft (assist by M. Kuzminskas),3,24-14,,
3:06.0,,,24-16,2,E. Fournier makes 2-pt shot from 2 ft
3:06.0,,,24-16,,Shooting foul by J. Holiday (drawn by E. Fournier)
3:06.0,,,24-16,,E. Fournier misses free throw 1 of 1
3:05.0,Defensive rebound by K. O'Quinn,,24-16,,
2:58.0,New York full timeout,,24-16,,
2:58.0,,,24-16,,B. Biyombo enters the game for N. Vucevic
2:54.0,M. Kuzminskas misses 2-pt shot from 2 ft,,24-16,,
2:52.0,,,24-16,,Defensive rebound by D. Augustin
2:40.0,,,24-18,2,M. Hezonja makes 2-pt shot from 3 ft (assist by D. Augustin)
2:17.0,R. Baker enters the game for D. Rose,,24-18,,
2:09.0,J. Holiday makes 2-pt shot from 2 ft (assist by K. O'Quinn),2,26-18,,
1:50.0,,,26-18,,E. Fournier misses 3-pt shot from 26 ft
1:49.0,Defensive rebound by K. O'Quinn,,26-18,,
1:35.0,M. Kuzminskas makes 3-pt shot from 25 ft (assist by K. O'Quinn),3,29-18,,
1:20.0,,,29-21,3,D. Augustin makes 3-pt shot from 24 ft
1:03.0,J. Holiday makes 2-pt shot from 17 ft (assist by K. O'Quinn),2,31-21,,
0:45.0,,,31-21,,J. Green misses 3-pt shot from 24 ft
0:42.0,,,31-21,,Offensive rebound by B. Biyombo
0:40.0,,,31-23,2,J. Green makes 2-pt shot from 2 ft (assist by B. Biyombo)
0:40.0,,,31-23,,Shooting foul by K. O'Quinn (drawn by J. Green)
0:40.0,,,31-24,1,J. Green makes free throw 1 of 1
0:24.0,M. Kuzminskas misses 3-pt shot from 23 ft,,31-24,,
0:23.0,,,31-24,,Defensive rebound by D. Augustin
0:02.0,,,31-24,,Turnover by B. Biyombo (bad pass; steal by R. Baker)
0:00.0,R. Baker misses 3-pt shot from 52 ft,,31-24,,
0:00.0,Offensive rebound by Team,,31-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,K. O'Quinn misses 3-pt shot from 25 ft,,31-24,,
11:41.0,Offensive rebound by M. Kuzminskas,,31-24,,
11:41.0,Shooting foul by M. Hezonja (drawn by M. Kuzminskas),,31-24,,
11:41.0,M. Kuzminskas makes free throw 1 of 2,1,32-24,,
11:41.0,M. Kuzminskas makes free throw 2 of 2,1,33-24,,
11:22.0,,,33-24,,M. Hezonja misses 2-pt shot from 18 ft
11:19.0,,,33-24,,Offensive rebound by B. Biyombo
11:19.0,,,33-26,2,B. Biyombo makes 2-pt shot from 1 ft
11:09.0,K. Porzingis makes 2-pt shot from 5 ft (assist by R. Baker),2,35-26,,
11:09.0,Shooting foul by B. Biyombo (drawn by K. Porzingis),,35-26,,
11:09.0,K. Porzingis makes free throw 1 of 1,1,36-26,,
10:50.0,,,36-26,,T. Ross misses 2-pt shot from 2 ft
10:47.0,Defensive rebound by M. Kuzminskas,,36-26,,
10:31.0,K. O'Quinn makes 2-pt shot from 7 ft (assist by R. Baker),2,38-26,,
10:16.0,,,38-28,2,T. Ross makes 2-pt shot from 1 ft (assist by B. Biyombo)
10:00.0,Offensive foul by M. Kuzminskas,,38-28,,
10:00.0,Turnover by M. Kuzminskas (offensive foul),,38-28,,
9:41.0,,,38-30,2,T. Ross makes 2-pt shot from 19 ft
9:27.0,,,38-30,,Personal foul by J. Green (drawn by K. Porzingis)
9:27.0,C. Lee enters the game for J. Holiday,,38-30,,
9:27.0,L. Thomas enters the game for K. O'Quinn,,38-30,,
9:20.0,M. Kuzminskas makes 2-pt shot at rim (assist by K. Porzingis),2,40-30,,
9:05.0,Def 3 sec tech foul by K. Porzingis,,40-30,,
9:05.0,,,40-31,1,J. Green makes technical free throw
8:55.0,,,40-31,,Shooting foul by R. Baker (drawn by D. Augustin)
8:55.0,Official timeout,,40-31,,
8:55.0,,,40-32,1,D. Augustin makes free throw 1 of 3
8:55.0,,,40-33,1,D. Augustin makes free throw 2 of 3
8:55.0,,,40-34,1,D. Augustin makes free throw 3 of 3
8:34.0,L. Thomas makes 2-pt shot from 23 ft (assist by C. Lee),2,42-34,,
8:15.0,,,42-36,2,J. Green makes 2-pt shot from 8 ft
8:09.0,Turnover by R. Baker (back court),,42-36,,
7:57.0,,,42-36,,B. Biyombo misses 2-pt shot from 10 ft
7:55.0,Defensive rebound by L. Thomas,,42-36,,
7:40.0,M. Kuzminskas misses 3-pt shot from 26 ft,,42-36,,
7:38.0,,,42-36,,Defensive rebound by T. Ross
7:31.0,,,42-36,,Turnover by T. Ross (lost ball)
7:31.0,C. Anthony enters the game for M. Kuzminskas,,42-36,,
7:31.0,D. Rose enters the game for R. Baker,,42-36,,
7:15.0,C. Lee misses 2-pt shot from 16 ft,,42-36,,
7:13.0,,,42-36,,Defensive rebound by T. Ross
7:01.0,,,42-38,2,D. Augustin makes 2-pt shot from 14 ft
6:49.0,K. Porzingis misses 2-pt shot from 6 ft,,42-38,,
6:48.0,,,42-38,,Defensive rebound by M. Hezonja
6:42.0,,,42-41,3,D. Augustin makes 3-pt shot from 26 ft
6:42.0,New York full timeout,,42-41,,
6:28.0,,,42-41,,Personal foul by M. Hezonja (drawn by D. Rose)
6:13.0,C. Anthony misses 2-pt shot from 22 ft,,42-41,,
6:12.0,,,42-41,,Defensive rebound by T. Ross
5:51.0,,,42-41,,T. Ross misses 3-pt shot from 27 ft
5:50.0,Defensive rebound by D. Rose,,42-41,,
5:44.0,D. Rose makes 2-pt shot from 1 ft,2,44-41,,
5:26.0,,,44-41,,T. Ross misses 3-pt shot from 26 ft
5:25.0,Defensive rebound by C. Anthony,,44-41,,
5:18.0,K. Porzingis misses 3-pt shot from 27 ft,,44-41,,
5:16.0,Offensive rebound by C. Lee,,44-41,,
5:14.0,C. Lee makes 3-pt shot from 24 ft,3,47-41,,
5:13.0,,,47-41,,Orlando full timeout
5:13.0,,,47-41,,E. Fournier enters the game for T. Ross
5:13.0,,,47-41,,N. Vucevic enters the game for J. Green
5:13.0,,,47-41,,A. Gordon enters the game for B. Biyombo
4:54.0,,,47-41,,D. Augustin misses 3-pt shot from 27 ft
4:52.0,Defensive rebound by K. Porzingis,,47-41,,
4:42.0,D. Rose makes 2-pt shot from 1 ft (assist by C. Lee),2,49-41,,
4:24.0,,,49-41,,A. Gordon misses 3-pt shot from 25 ft
4:23.0,Defensive rebound by C. Lee,,49-41,,
3:58.0,K. Porzingis misses 2-pt shot from 9 ft,,49-41,,
3:58.0,Offensive rebound by K. Porzingis,,49-41,,
3:58.0,Shooting foul by N. Vucevic (drawn by K. Porzingis),,49-41,,
3:58.0,K. Porzingis makes free throw 1 of 2,1,50-41,,
3:58.0,K. Porzingis misses free throw 2 of 2,,50-41,,
3:58.0,,,50-41,,E. Payton enters the game for D. Augustin
3:58.0,,,50-41,,T. Ross enters the game for M. Hezonja
3:56.0,,,50-41,,Defensive rebound by A. Gordon
3:47.0,,,50-43,2,E. Fournier makes 2-pt shot from 2 ft (assist by E. Payton)
3:36.0,Shooting foul by E. Fournier (drawn by K. Porzingis),,50-43,,
3:36.0,K. Porzingis makes free throw 1 of 2,1,51-43,,
3:36.0,K. Porzingis makes free throw 2 of 2,1,52-43,,
3:20.0,,,52-45,2,A. Gordon makes 2-pt shot from 2 ft
3:10.0,D. Rose misses 2-pt shot from 11 ft,,52-45,,
3:09.0,,,52-45,,Defensive rebound by N. Vucevic
3:06.0,,,52-47,2,E. Fournier makes 2-pt shot from 2 ft
3:06.0,,,52-47,,Shooting foul by C. Lee (drawn by E. Fournier)
3:06.0,,,52-47,,E. Fournier misses free throw 1 of 1
3:06.0,Defensive rebound by K. O'Quinn,,52-47,,
3:06.0,K. O'Quinn enters the game for K. Porzingis,,52-47,,
2:50.0,C. Anthony misses 2-pt shot from 11 ft,,52-47,,
2:47.0,Offensive rebound by K. O'Quinn,,52-47,,
2:42.0,K. O'Quinn misses 3-pt shot from 27 ft,,52-47,,
2:41.0,,,52-47,,Defensive rebound by E. Payton
2:37.0,,,52-47,,Turnover by E. Payton (bad pass)
2:22.0,K. O'Quinn misses 2-pt shot from 9 ft,,52-47,,
2:21.0,Offensive rebound by L. Thomas,,52-47,,
2:21.0,L. Thomas makes 2-pt shot from 2 ft,2,54-47,,
2:06.0,,,54-47,,A. Gordon misses 2-pt shot from 18 ft
2:05.0,Defensive rebound by C. Lee,,54-47,,
1:48.0,L. Thomas makes 2-pt shot from 3 ft,2,56-47,,
1:35.0,,,56-49,2,N. Vucevic makes 2-pt shot from 5 ft
1:22.0,,,56-49,,Personal foul by E. Payton (drawn by D. Rose)
1:22.0,D. Rose misses free throw 1 of 2,,56-49,,
1:22.0,Offensive rebound by Team,,56-49,,
1:22.0,D. Rose makes free throw 2 of 2,1,57-49,,
1:22.0,,,56-49,,D. Augustin enters the game for E. Payton
1:22.0,,,56-49,,J. Green enters the game for A. Gordon
1:22.0,K. Porzingis enters the game for K. O'Quinn,,56-49,,
1:11.0,,,57-49,,Turnover by E. Fournier (lost ball; steal by C. Anthony)
1:02.0,K. Porzingis makes 2-pt shot from 10 ft (assist by C. Anthony),2,59-49,,
1:02.0,Shooting foul by T. Ross (drawn by K. Porzingis),,59-49,,
1:02.0,,,59-49,,Orlando full timeout
1:02.0,K. Porzingis makes free throw 1 of 1,1,60-49,,
0:48.0,,,60-51,2,E. Fournier makes 2-pt shot at rim
0:35.0,K. Porzingis misses 3-pt shot from 25 ft,,60-51,,
0:33.0,,,60-51,,Defensive rebound by T. Ross
0:24.0,,,60-51,,D. Augustin misses 3-pt shot from 25 ft
0:24.0,Defensive rebound by D. Rose,,60-51,,
0:02.0,D. Rose misses 2-pt shot from 9 ft (block by J. Green),,60-51,,
0:00.0,,,60-51,,Defensive rebound by D. Augustin
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,D. Rose misses 3-pt shot from 24 ft,,60-51,,
11:42.0,,,60-51,,Defensive rebound by E. Payton
11:24.0,,,60-51,,N. Vucevic misses 2-pt shot from 16 ft
11:23.0,Defensive rebound by D. Rose,,60-51,,
11:03.0,Turnover by D. Rose (bad pass),,60-51,,
10:54.0,,,60-51,,N. Vucevic misses 2-pt shot from 5 ft
10:53.0,Defensive rebound by C. Lee,,60-51,,
10:38.0,Turnover by C. Anthony (bad pass),,60-51,,
10:25.0,,,60-53,2,N. Vucevic makes 2-pt shot at rim (assist by T. Ross)
10:10.0,Shooting foul by A. Gordon (drawn by C. Anthony),,60-53,,
10:10.0,C. Anthony makes free throw 1 of 2,1,61-53,,
10:10.0,C. Anthony misses free throw 2 of 2,,61-53,,
10:08.0,,,61-53,,Defensive rebound by N. Vucevic
9:59.0,,,61-53,,N. Vucevic misses 2-pt shot from 2 ft (block by C. Lee)
9:59.0,Defensive rebound by C. Anthony,,61-53,,
9:48.0,K. Porzingis makes 2-pt shot from 22 ft (assist by L. Thomas),2,63-53,,
9:33.0,Personal foul by C. Anthony (drawn by E. Fournier),,63-53,,
9:23.0,,,63-53,,A. Gordon misses 2-pt shot from 12 ft
9:22.0,Defensive rebound by C. Anthony,,63-53,,
9:16.0,Shooting foul by N. Vucevic (drawn by D. Rose),,63-53,,
9:16.0,D. Rose makes free throw 1 of 2,1,64-53,,
9:16.0,D. Rose makes free throw 2 of 2,1,65-53,,
9:00.0,,,65-56,3,E. Fournier makes 3-pt shot from 24 ft
8:41.0,C. Anthony misses 2-pt shot from 18 ft,,65-56,,
8:41.0,,,65-56,,Defensive rebound by Team
8:25.0,,,65-56,,E. Payton misses 2-pt shot from 13 ft
8:22.0,Defensive rebound by L. Thomas,,65-56,,
8:14.0,K. Porzingis makes 3-pt shot from 25 ft (assist by D. Rose),3,68-56,,
8:14.0,,,68-56,,Orlando full timeout
7:50.0,,,68-59,3,E. Fournier makes 3-pt shot from 24 ft (assist by T. Ross)
7:35.0,C. Anthony misses 3-pt shot from 25 ft,,68-59,,
7:34.0,,,68-59,,Defensive rebound by E. Payton
7:29.0,,,68-59,,E. Fournier misses 3-pt shot from 26 ft
7:28.0,,,68-59,,Offensive rebound by Team
7:20.0,,,68-59,,A. Gordon misses 3-pt shot from 23 ft
7:19.0,Defensive rebound by L. Thomas,,68-59,,
7:10.0,D. Rose makes 2-pt shot from 2 ft,2,70-59,,
6:52.0,,,70-59,,A. Gordon misses 3-pt shot from 24 ft
6:51.0,Defensive rebound by D. Rose,,70-59,,
6:29.0,D. Rose misses 2-pt shot from 9 ft,,70-59,,
6:28.0,,,70-59,,Defensive rebound by N. Vucevic
6:24.0,,,70-61,2,A. Gordon makes 2-pt shot at rim (assist by E. Fournier)
6:06.0,,,70-61,,Personal foul by E. Fournier (drawn by C. Anthony)
6:06.0,M. Kuzminskas enters the game for L. Thomas,,70-61,,
6:06.0,J. Holiday enters the game for C. Lee,,70-61,,
6:00.0,C. Anthony misses 2-pt shot from 1 ft,,70-61,,
5:59.0,Offensive rebound by C. Anthony,,70-61,,
5:59.0,D. Rose makes 2-pt shot from 2 ft,2,72-61,,
5:50.0,,,72-61,,E. Payton misses 2-pt shot from 7 ft
5:48.0,Defensive rebound by K. Porzingis,,72-61,,
5:38.0,J. Holiday misses 3-pt shot from 24 ft,,72-61,,
5:37.0,,,72-61,,Defensive rebound by E. Fournier
5:34.0,,,72-61,,Turnover by E. Fournier (lost ball; steal by J. Holiday)
5:29.0,C. Anthony misses 2-pt shot from 16 ft,,72-61,,
5:27.0,,,72-61,,Defensive rebound by N. Vucevic
5:15.0,,,72-61,,E. Payton misses 2-pt shot from 1 ft (block by J. Holiday)
5:12.0,Defensive rebound by M. Kuzminskas,,72-61,,
5:01.0,J. Holiday makes 2-pt shot from 1 ft (assist by C. Anthony),2,74-61,,
5:00.0,,,74-61,,Orlando full timeout
5:00.0,,,74-61,,D. Augustin enters the game for A. Gordon
5:00.0,,,74-61,,B. Biyombo enters the game for N. Vucevic
5:00.0,,,74-61,,M. Hezonja enters the game for E. Fournier
5:00.0,,,74-61,,J. Green enters the game for E. Payton
5:00.0,R. Baker enters the game for D. Rose,,74-61,,
4:42.0,,,74-63,2,B. Biyombo makes 2-pt shot from 10 ft
4:25.0,M. Kuzminskas misses 2-pt shot from 1 ft (block by B. Biyombo),,74-63,,
4:22.0,,,74-63,,Defensive rebound by M. Hezonja
4:15.0,,,74-63,,Turnover by M. Hezonja (bad pass; steal by K. Porzingis)
3:59.0,Turnover by K. Porzingis (lost ball),,74-63,,
3:59.0,Personal foul by R. Baker (drawn by J. Green),,74-63,,
3:59.0,K. O'Quinn enters the game for K. Porzingis,,74-63,,
3:49.0,,,74-63,,J. Green misses 3-pt shot from 24 ft
3:48.0,Defensive rebound by M. Kuzminskas,,74-63,,
3:39.0,J. Holiday misses 3-pt shot from 23 ft,,74-63,,
3:38.0,Offensive rebound by K. O'Quinn,,74-63,,
3:31.0,K. O'Quinn misses 2-pt shot from 20 ft,,74-63,,
3:30.0,,,74-63,,Defensive rebound by B. Biyombo
3:07.0,,,74-63,,B. Biyombo misses 2-pt shot from 14 ft
3:06.0,Defensive rebound by R. Baker,,74-63,,
2:46.0,K. O'Quinn makes 2-pt shot at rim (assist by R. Baker),2,76-63,,
2:29.0,,,76-63,,T. Ross misses 3-pt shot from 25 ft
2:27.0,Defensive rebound by C. Anthony,,76-63,,
2:20.0,J. Holiday makes 3-pt shot from 27 ft (assist by M. Kuzminskas),3,79-63,,
2:05.0,,,79-63,,Shooting foul by R. Baker (drawn by D. Augustin)
2:05.0,New York full timeout,,79-63,,
2:05.0,,,79-64,1,D. Augustin makes free throw 1 of 2
2:05.0,,,79-65,1,D. Augustin makes free throw 2 of 2
2:05.0,,,79-63,,E. Fournier enters the game for T. Ross
2:05.0,L. Thomas enters the game for C. Anthony,,79-63,,
1:53.0,J. Holiday misses 2-pt shot from 1 ft,,79-65,,
1:51.0,,,79-65,,Defensive rebound by J. Green
1:41.0,,,79-67,2,D. Augustin makes 2-pt shot from 17 ft
1:26.0,J. Holiday misses 2-pt shot from 2 ft,,79-67,,
1:24.0,,,79-67,,Defensive rebound by B. Biyombo
1:18.0,,,79-67,,D. Augustin misses 2-pt shot from 2 ft
1:16.0,,,79-67,,Offensive rebound by D. Augustin
1:11.0,,,79-67,,J. Green misses 3-pt shot from 25 ft
1:10.0,Defensive rebound by M. Kuzminskas,,79-67,,
0:51.0,,,79-67,,Personal foul by D. Augustin (drawn by M. Kuzminskas)
0:39.0,L. Thomas misses 2-pt shot from 19 ft,,79-67,,
0:37.0,Offensive rebound by M. Kuzminskas,,79-67,,
0:35.0,M. Kuzminskas misses 2-pt shot from 2 ft (block by J. Green),,79-67,,
0:34.0,Offensive rebound by M. Kuzminskas,,79-67,,
0:29.0,J. Holiday misses 3-pt shot from 25 ft,,79-67,,
0:29.0,,,79-67,,Defensive rebound by Team
0:29.0,Loose ball foul by K. O'Quinn (drawn by B. Biyombo),,79-67,,
0:08.0,,,79-67,,E. Fournier misses 2-pt shot from 3 ft
0:06.0,,,79-67,,Offensive rebound by Team
0:05.0,,,79-67,,Turnover by Team (shot clock)
0:02.0,Turnover by R. Baker (lost ball; steal by J. Green),,79-67,,
0:00.0,,,79-67,,J. Green misses 3-pt shot from 43 ft
0:00.0,,,79-67,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,79-67,,J. Green misses 2-pt shot from 7 ft
11:42.0,,,79-67,,Offensive rebound by B. Biyombo
11:42.0,,,79-67,,Shooting foul by K. Porzingis (drawn by B. Biyombo)
11:42.0,,,79-67,,B. Biyombo misses free throw 1 of 2
11:42.0,,,79-67,,Offensive rebound by Team
11:42.0,,,79-68,1,B. Biyombo makes free throw 2 of 2
11:20.0,R. Baker misses 2-pt shot from 2 ft,,79-68,,
11:18.0,,,79-68,,Defensive rebound by J. Green
11:03.0,,,79-68,,D. Augustin misses 3-pt shot from 26 ft
11:01.0,Defensive rebound by J. Holiday,,79-68,,
10:41.0,J. Holiday makes 2-pt shot from 9 ft (assist by R. Baker),2,81-68,,
10:20.0,,,81-70,2,J. Green makes 2-pt shot from 2 ft
10:09.0,K. Porzingis misses 3-pt shot from 27 ft,,81-70,,
10:08.0,,,81-70,,Defensive rebound by E. Fournier
9:54.0,,,81-72,2,B. Biyombo makes 2-pt shot from 8 ft (assist by E. Fournier)
9:54.0,New York full timeout,,81-72,,
9:54.0,C. Anthony enters the game for J. Holiday,,81-72,,
9:54.0,D. Rose enters the game for K. O'Quinn,,81-72,,
9:31.0,K. Porzingis misses 2-pt shot from 12 ft,,81-72,,
9:29.0,,,81-72,,Defensive rebound by B. Biyombo
9:12.0,Personal take foul by C. Anthony (drawn by E. Fournier),,81-72,,
9:12.0,,,81-72,,E. Fournier misses free throw 1 of 2
9:12.0,,,81-72,,Offensive rebound by Team
9:12.0,,,81-73,1,E. Fournier makes free throw 2 of 2
9:12.0,,,81-72,,T. Ross enters the game for M. Hezonja
8:47.0,C. Lee misses 3-pt shot from 25 ft,,81-73,,
8:46.0,,,81-73,,Defensive rebound by B. Biyombo
8:34.0,,,81-73,,B. Biyombo misses 2-pt shot from 10 ft
8:33.0,Defensive rebound by C. Anthony,,81-73,,
8:22.0,Turnover by D. Rose (lost ball),,81-73,,
8:03.0,,,81-73,,J. Green misses 2-pt shot from 7 ft
8:02.0,Defensive rebound by K. Porzingis,,81-73,,
7:49.0,Shooting foul by B. Biyombo (drawn by K. Porzingis),,81-73,,
7:49.0,K. Porzingis misses free throw 1 of 2,,81-73,,
7:49.0,Offensive rebound by Team,,81-73,,
7:49.0,K. Porzingis makes free throw 2 of 2,1,82-73,,
7:30.0,,,82-73,,E. Fournier misses 3-pt shot from 25 ft
7:29.0,Defensive rebound by D. Rose,,82-73,,
7:15.0,C. Anthony misses 3-pt shot from 25 ft,,82-73,,
7:14.0,Offensive rebound by K. Porzingis,,82-73,,
7:04.0,,,82-73,,Personal foul by B. Biyombo (drawn by C. Anthony)
7:04.0,L. Thomas enters the game for R. Baker,,82-73,,
7:04.0,,,82-73,,N. Vucevic enters the game for B. Biyombo
6:59.0,,,82-73,,Personal foul by J. Green (drawn by C. Anthony)
6:59.0,K. O'Quinn enters the game for K. Porzingis,,82-73,,
6:53.0,C. Anthony makes 2-pt shot from 12 ft (assist by K. O'Quinn),2,84-73,,
6:51.0,,,84-73,,Orlando full timeout
6:51.0,,,84-73,,A. Gordon enters the game for D. Augustin
6:51.0,,,84-73,,E. Payton enters the game for J. Green
6:35.0,,,84-75,2,N. Vucevic makes 2-pt shot from 6 ft
6:19.0,Shooting foul by A. Gordon (drawn by C. Anthony),,84-75,,
6:19.0,C. Anthony makes free throw 1 of 2,1,85-75,,
6:19.0,C. Anthony makes free throw 2 of 2,1,86-75,,
5:58.0,,,86-75,,A. Gordon misses 2-pt shot from 2 ft (block by K. O'Quinn)
5:56.0,Defensive rebound by C. Anthony,,86-75,,
5:52.0,C. Anthony misses 3-pt shot from 24 ft,,86-75,,
5:50.0,Offensive rebound by K. O'Quinn,,86-75,,
5:37.0,Turnover by C. Anthony (bad pass; steal by T. Ross),,86-75,,
5:32.0,,,86-77,2,T. Ross makes 2-pt shot from 2 ft
5:06.0,D. Rose makes 2-pt shot from 6 ft,2,88-77,,
4:54.0,,,88-79,2,N. Vucevic makes 2-pt shot from 18 ft (assist by E. Payton)
4:24.0,C. Lee misses 3-pt shot from 23 ft,,88-79,,
4:23.0,,,88-79,,Defensive rebound by N. Vucevic
4:13.0,,,88-79,,Turnover by N. Vucevic (traveling)
3:54.0,C. Lee makes 2-pt shot from 14 ft,2,90-79,,
3:33.0,,,90-81,2,A. Gordon makes 2-pt shot from 16 ft
3:13.0,D. Rose misses 2-pt shot from 11 ft,,90-81,,
3:12.0,Offensive rebound by D. Rose,,90-81,,
3:07.0,L. Thomas makes 2-pt shot from 7 ft,2,92-81,,
2:54.0,,,92-81,,N. Vucevic misses 2-pt shot from 21 ft
2:53.0,Defensive rebound by K. O'Quinn,,92-81,,
2:29.0,C. Anthony misses 2-pt shot from 21 ft,,92-81,,
