time,Portland,pts.away,score,pts.home,San Antonio
7:51.0,,,7-14,3,K. Leonard makes 3-pt shot from 25 ft
7:51.0,Portland full timeout,,7-14,,
7:31.0,N. Vonleh makes 2-pt shot from 9 ft (assist by M. Harkless),2,9-14,,
7:12.0,,,9-14,,K. Leonard misses 2-pt shot from 15 ft
7:12.0,Defensive rebound by Team,,9-14,,
7:02.0,,,9-14,,Personal foul by D. Green (drawn by J. Nurkic)
6:58.0,D. Lillard makes 2-pt shot at rim (assist by J. Nurkic),2,11-14,,
6:41.0,,,11-16,2,L. Aldridge makes 2-pt shot from 8 ft (assist by K. Leonard)
6:23.0,M. Harkless misses 2-pt shot from 3 ft,,11-16,,
6:22.0,,,11-16,,Defensive rebound by D. Dedmon
6:04.0,,,11-16,,L. Aldridge misses 2-pt shot from 18 ft
6:03.0,Defensive rebound by C. McCollum,,11-16,,
6:00.0,,,11-16,,Shooting block foul by P. Mills (drawn by C. McCollum)
6:00.0,C. McCollum makes free throw 1 of 2,1,12-16,,
6:00.0,C. McCollum makes free throw 2 of 2,1,13-16,,
5:43.0,,,13-16,,P. Mills misses 3-pt shot from 25 ft
5:43.0,Defensive rebound by N. Vonleh,,13-16,,
5:34.0,D. Lillard makes 2-pt shot from 18 ft,2,15-16,,
5:15.0,,,15-16,,L. Aldridge misses 2-pt shot at rim
5:13.0,Defensive rebound by C. McCollum,,15-16,,
5:09.0,C. McCollum misses 2-pt shot from 17 ft,,15-16,,
5:09.0,,,15-16,,Defensive rebound by Team
5:09.0,,,15-16,,M. Ginobili enters the game for D. Green
5:09.0,,,15-16,,P. Gasol enters the game for D. Dedmon
5:09.0,A. Crabbe enters the game for C. McCollum,,15-16,,
4:59.0,,,15-16,,Turnover by M. Ginobili (bad pass; steal by J. Nurkic)
4:53.0,D. Lillard makes 3-pt shot from 26 ft (assist by M. Harkless),3,18-16,,
4:52.0,,,18-16,,San Antonio full timeout
4:52.0,,,18-16,,D. Lee enters the game for L. Aldridge
4:38.0,,,18-16,,Shooting foul by M. Harkless (drawn by K. Leonard)
4:38.0,,,18-17,1,K. Leonard makes free throw 1 of 3
4:38.0,,,18-17,,K. Leonard misses free throw 2 of 3
4:38.0,,,18-17,,Offensive rebound by Team
4:38.0,,,18-18,1,K. Leonard makes free throw 3 of 3
4:26.0,Turnover by M. Harkless (lost ball; steal by M. Ginobili),,18-18,,
4:11.0,,,18-18,,D. Lee misses 2-pt shot from 5 ft
4:11.0,Defensive rebound by J. Nurkic,,18-18,,
3:58.0,A. Crabbe makes 3-pt shot from 25 ft (assist by N. Vonleh),3,21-18,,
3:40.0,,,21-18,,P. Gasol misses 2-pt shot from 17 ft
3:39.0,Defensive rebound by A. Crabbe,,21-18,,
3:17.0,M. Harkless misses 2-pt shot from 1 ft,,21-18,,
3:17.0,,,21-18,,Defensive rebound by K. Leonard
3:04.0,,,21-20,2,P. Gasol makes 2-pt shot from 21 ft (assist by K. Leonard)
2:49.0,A. Crabbe makes 3-pt shot from 23 ft (assist by D. Lillard),3,24-20,,
2:25.0,,,24-23,3,P. Gasol makes 3-pt shot from 25 ft (assist by M. Ginobili)
2:05.0,J. Nurkic misses 2-pt shot from 19 ft,,24-23,,
2:04.0,,,24-23,,Defensive rebound by P. Gasol
1:56.0,,,24-25,2,D. Lee makes 2-pt shot at rim (assist by P. Gasol)
1:41.0,D. Lillard misses 2-pt shot from 9 ft,,24-25,,
1:40.0,,,24-25,,Defensive rebound by Team
1:40.0,,,24-25,,K. Anderson enters the game for P. Mills
1:40.0,,,24-25,,B. Forbes enters the game for K. Leonard
1:40.0,C. McCollum enters the game for D. Lillard,,24-25,,
1:40.0,A. Aminu enters the game for N. Vonleh,,24-25,,
1:23.0,,,24-27,2,P. Gasol makes 2-pt shot from 7 ft (assist by M. Ginobili)
1:00.0,J. Nurkic makes 2-pt shot from 5 ft,2,26-27,,
0:45.0,,,26-27,,M. Ginobili misses 2-pt shot from 1 ft
0:44.0,,,26-27,,Offensive rebound by P. Gasol
0:43.0,,,26-29,2,P. Gasol makes 2-pt shot from 5 ft
0:34.0,J. Nurkic makes 2-pt shot from 19 ft (assist by C. McCollum),2,28-29,,
0:23.0,,,28-29,,Turnover by K. Anderson (bad pass)
0:23.0,S. Napier enters the game for M. Harkless,,28-29,,
0:23.0,M. Leonard enters the game for J. Nurkic,,28-29,,
0:14.0,,,28-29,,Personal take foul by M. Ginobili
0:14.0,D. Lillard enters the game for A. Aminu,,28-29,,
0:14.0,,,28-29,,D. Green enters the game for P. Gasol
0:03.0,D. Lillard misses 2-pt shot from 1 ft,,28-29,,
0:02.0,,,28-29,,Defensive rebound by K. Anderson
0:00.0,,,28-29,,D. Green misses 3-pt shot from 54 ft
0:00.0,,,28-29,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,A. Aminu misses 3-pt shot from 24 ft,,28-29,,
11:41.0,,,28-29,,Defensive rebound by K. Anderson
11:33.0,,,28-29,,Shooting foul by M. Leonard (drawn by D. Lee)
11:33.0,,,28-30,1,D. Lee makes free throw 1 of 2
11:33.0,,,28-30,,D. Lee misses free throw 2 of 2
11:31.0,Defensive rebound by M. Leonard,,28-30,,
11:16.0,C. McCollum misses 2-pt shot from 19 ft,,28-30,,
11:15.0,,,28-30,,Defensive rebound by P. Gasol
11:01.0,,,28-32,2,D. Lee makes 2-pt shot from 8 ft
10:43.0,A. Aminu misses 2-pt shot from 1 ft (block by P. Gasol),,28-32,,
10:41.0,,,28-32,,Defensive rebound by P. Gasol
10:28.0,,,28-32,,K. Anderson misses 2-pt shot from 14 ft
10:27.0,,,28-32,,Offensive rebound by D. Lee
10:16.0,,,28-34,2,M. Ginobili makes 2-pt shot from 9 ft (assist by D. Lee)
9:57.0,M. Leonard misses 3-pt shot from 25 ft,,28-34,,
9:55.0,,,28-34,,Defensive rebound by D. Lee
9:47.0,,,28-34,,Turnover by M. Ginobili (bad pass; steal by C. McCollum)
9:41.0,S. Napier makes 2-pt shot from 16 ft,2,30-34,,
9:27.0,Personal foul by M. Leonard (drawn by M. Ginobili),,30-34,,
9:27.0,,,30-34,,D. Dedmon enters the game for P. Gasol
9:27.0,,,30-34,,D. Green enters the game for M. Ginobili
9:16.0,,,30-36,2,D. Lee makes 2-pt shot from 1 ft
9:01.0,A. Crabbe makes 2-pt shot from 22 ft (assist by S. Napier),2,32-36,,
8:47.0,,,32-38,2,B. Forbes makes 2-pt shot from 22 ft
8:24.0,A. Crabbe misses 2-pt shot from 20 ft,,32-38,,
8:23.0,,,32-38,,Defensive rebound by D. Lee
8:13.0,,,32-38,,Turnover by B. Forbes (bad pass; steal by A. Crabbe)
8:07.0,C. McCollum makes 2-pt shot from 9 ft (assist by A. Crabbe),2,34-38,,
8:07.0,,,34-38,,San Antonio full timeout
8:07.0,,,34-38,,P. Mills enters the game for B. Forbes
8:07.0,,,34-38,,L. Aldridge enters the game for D. Lee
7:44.0,,,34-38,,Turnover by K. Anderson (traveling)
7:28.0,C. McCollum misses 2-pt shot from 16 ft,,34-38,,
7:27.0,,,34-38,,Defensive rebound by D. Green
7:19.0,,,34-38,,L. Aldridge misses 2-pt shot from 18 ft
7:19.0,Defensive rebound by S. Napier,,34-38,,
7:11.0,S. Napier misses 2-pt shot from 1 ft (block by D. Green),,34-38,,
7:08.0,,,34-38,,Defensive rebound by D. Green
6:59.0,,,34-38,,L. Aldridge misses 2-pt shot from 1 ft
6:58.0,Defensive rebound by S. Napier,,34-38,,
6:36.0,C. McCollum makes 2-pt shot from 2 ft,2,36-38,,
6:18.0,,,36-38,,L. Aldridge misses 2-pt shot from 8 ft
6:16.0,Defensive rebound by A. Aminu,,36-38,,
6:03.0,Shooting foul by D. Dedmon,,36-38,,
6:03.0,C. McCollum makes free throw 1 of 2,1,37-38,,
6:03.0,C. McCollum makes free throw 2 of 2,1,38-38,,
6:03.0,M. Harkless enters the game for S. Napier,,37-38,,
6:03.0,,,37-38,,K. Leonard enters the game for K. Anderson
5:53.0,Personal foul by M. Harkless (drawn by D. Dedmon),,38-38,,
5:53.0,Official timeout,,38-38,,
5:53.0,D. Lillard enters the game for C. McCollum,,38-38,,
5:53.0,J. Nurkic enters the game for M. Leonard,,38-38,,
5:44.0,,,38-38,,D. Green misses 2-pt shot from 24 ft
5:43.0,,,38-38,,Offensive rebound by L. Aldridge
5:38.0,Violation by J. Nurkic (def goaltending),,38-38,,
5:38.0,,,38-40,2,L. Aldridge makes 2-pt shot from 1 ft (assist by P. Mills)
5:20.0,D. Lillard misses 3-pt shot from 25 ft,,38-40,,
5:18.0,Offensive rebound by M. Harkless,,38-40,,
5:06.0,J. Nurkic misses 2-pt shot from 6 ft (block by K. Leonard),,38-40,,
5:04.0,,,38-40,,Defensive rebound by D. Dedmon
4:56.0,,,38-40,,Turnover by P. Mills (bad pass; steal by A. Crabbe)
4:52.0,A. Crabbe makes 2-pt shot from 1 ft,2,40-40,,
4:52.0,,,40-40,,Violation by L. Aldridge (def goaltending)
4:39.0,,,40-43,3,K. Leonard makes 3-pt shot from 25 ft (assist by P. Mills)
4:16.0,M. Harkless makes 3-pt shot from 25 ft (assist by A. Aminu),3,43-43,,
4:05.0,,,43-43,,K. Leonard misses 3-pt shot from 24 ft
4:04.0,Defensive rebound by J. Nurkic,,43-43,,
3:53.0,Turnover by J. Nurkic (bad pass; steal by D. Green),,43-43,,
3:44.0,,,43-43,,D. Green misses 3-pt shot from 24 ft
3:43.0,,,43-43,,Offensive rebound by L. Aldridge
3:39.0,,,43-46,3,D. Green makes 3-pt shot from 23 ft (assist by L. Aldridge)
3:38.0,Portland full timeout,,43-46,,
3:38.0,,,43-46,,P. Gasol enters the game for D. Dedmon
3:31.0,Turnover by D. Lillard (bad pass),,43-46,,
3:13.0,,,43-48,2,K. Leonard makes 2-pt shot from 17 ft
2:55.0,J. Nurkic misses 2-pt shot from 1 ft,,43-48,,
2:54.0,,,43-48,,Defensive rebound by K. Leonard
2:48.0,Personal block foul by J. Nurkic (drawn by P. Gasol),,43-48,,
2:48.0,C. McCollum enters the game for A. Crabbe,,43-48,,
2:36.0,,,43-50,2,K. Leonard makes 2-pt shot from 20 ft
2:20.0,D. Lillard makes 2-pt shot from 1 ft,2,45-50,,
2:03.0,,,45-50,,Shooting foul by M. Harkless (drawn by K. Leonard)
2:03.0,,,45-51,1,K. Leonard makes free throw 1 of 2
2:03.0,,,45-52,1,K. Leonard makes free throw 2 of 2
2:03.0,,,45-51,,M. Ginobili enters the game for D. Green
2:03.0,N. Vonleh enters the game for M. Harkless,,45-51,,
1:46.0,Shooting foul by K. Leonard (drawn by N. Vonleh),,45-52,,
1:46.0,N. Vonleh makes free throw 1 of 2,1,46-52,,
1:46.0,N. Vonleh makes free throw 2 of 2,1,47-52,,
1:33.0,,,47-52,,Turnover by M. Ginobili (lost ball)
1:11.0,C. McCollum makes 3-pt shot from 26 ft (assist by N. Vonleh),3,50-52,,
0:55.0,,,50-55,3,K. Leonard makes 3-pt shot from 24 ft
0:34.0,D. Lillard makes 2-pt shot from 13 ft,2,52-55,,
0:30.0,,,52-55,,P. Mills misses 3-pt shot from 25 ft
0:27.0,Defensive rebound by C. McCollum,,52-55,,
0:10.0,,,52-55,,Personal foul by P. Gasol
0:10.0,C. McCollum makes free throw 1 of 2,1,53-55,,
0:10.0,C. McCollum makes free throw 2 of 2,1,54-55,,
0:01.0,,,54-55,,L. Aldridge misses 2-pt shot from 1 ft (block by J. Nurkic)
0:00.0,,,54-55,,Offensive rebound by P. Gasol
0:00.0,,,54-55,,Turnover by P. Gasol (lost ball; steal by D. Lillard)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,J. Nurkic misses 2-pt shot from 21 ft,,54-55,,
11:41.0,Offensive rebound by C. McCollum,,54-55,,
11:33.0,N. Vonleh makes 2-pt shot at rim (assist by J. Nurkic),2,56-55,,
11:18.0,,,56-57,2,K. Leonard makes 2-pt shot from 16 ft (assist by L. Aldridge)
11:08.0,Turnover by J. Nurkic (bad pass),,56-57,,
11:08.0,,,56-57,,M. Ginobili enters the game for D. Green
10:59.0,,,56-57,,San Antonio full timeout
10:59.0,,,56-57,,D. Green enters the game for M. Ginobili
10:54.0,,,56-57,,P. Mills misses 3-pt shot from 26 ft
10:53.0,Defensive rebound by D. Lillard,,56-57,,
10:35.0,C. McCollum misses 2-pt shot from 8 ft (block by D. Dedmon),,56-57,,
10:33.0,Offensive rebound by J. Nurkic,,56-57,,
10:32.0,J. Nurkic misses 2-pt shot from 3 ft,,56-57,,
10:30.0,,,56-57,,Defensive rebound by D. Dedmon
10:13.0,,,56-57,,Turnover by D. Green (bad pass; steal by J. Nurkic)
10:07.0,C. McCollum makes 2-pt shot at rim,2,58-57,,
9:53.0,,,58-57,,L. Aldridge misses 2-pt shot from 1 ft
9:52.0,,,58-57,,Offensive rebound by L. Aldridge
9:52.0,,,58-59,2,L. Aldridge makes 2-pt shot from 1 ft
9:35.0,D. Lillard misses 3-pt shot from 25 ft,,58-59,,
9:34.0,,,58-59,,Defensive rebound by K. Leonard
9:24.0,,,58-59,,L. Aldridge misses 2-pt shot from 5 ft
9:23.0,,,58-59,,Offensive rebound by D. Dedmon
9:23.0,Personal foul by N. Vonleh (drawn by D. Dedmon),,58-59,,
9:12.0,Personal foul by M. Harkless (drawn by K. Leonard),,58-59,,
9:06.0,,,58-59,,K. Leonard misses 2-pt shot from 16 ft
9:04.0,Defensive rebound by N. Vonleh,,58-59,,
8:54.0,J. Nurkic makes 2-pt shot from 1 ft (assist by D. Lillard),2,60-59,,
8:36.0,,,60-61,2,K. Leonard makes 2-pt shot at rim (assist by L. Aldridge)
8:28.0,,,60-61,,Personal foul by K. Leonard (drawn by M. Harkless)
8:28.0,A. Crabbe enters the game for M. Harkless,,60-61,,
8:21.0,D. Lillard makes 2-pt shot from 10 ft,2,62-61,,
8:09.0,,,62-63,2,K. Leonard makes 2-pt shot at rim (assist by D. Dedmon)
7:59.0,D. Lillard makes 2-pt shot from 21 ft,2,64-63,,
7:44.0,,,64-63,,D. Green misses 3-pt shot from 23 ft
7:43.0,Defensive rebound by N. Vonleh,,64-63,,
7:34.0,D. Lillard misses 3-pt shot from 25 ft,,64-63,,
7:33.0,,,64-63,,Defensive rebound by K. Leonard
7:26.0,Personal foul by A. Crabbe (drawn by K. Leonard),,64-63,,
7:15.0,,,64-63,,L. Aldridge misses 2-pt shot from 13 ft
7:15.0,,,64-63,,Offensive rebound by Team
7:15.0,Loose ball foul by N. Vonleh (drawn by D. Dedmon),,64-63,,
6:55.0,,,64-63,,Shooting foul by A. Crabbe (drawn by K. Leonard)
6:55.0,,,64-64,1,K. Leonard makes free throw 1 of 2
6:55.0,,,64-65,1,K. Leonard makes free throw 2 of 2
6:41.0,J. Nurkic misses 2-pt shot from 3 ft,,64-65,,
6:40.0,,,64-65,,Defensive rebound by D. Dedmon
6:30.0,,,64-65,,L. Aldridge misses 2-pt shot from 7 ft
6:29.0,Defensive rebound by D. Lillard,,64-65,,
6:24.0,A. Crabbe misses 3-pt shot from 26 ft,,64-65,,
6:22.0,,,64-65,,Defensive rebound by D. Green
6:06.0,,,64-67,2,P. Mills makes 2-pt shot from 17 ft
5:43.0,C. McCollum makes 2-pt shot from 8 ft (assist by D. Lillard),2,66-67,,
5:28.0,,,66-69,2,P. Mills makes 2-pt shot from 21 ft
5:09.0,,,66-69,,Personal foul by P. Mills
5:09.0,,,66-69,,P. Gasol enters the game for D. Dedmon
5:09.0,,,66-69,,M. Ginobili enters the game for D. Green
5:09.0,A. Aminu enters the game for C. McCollum,,66-69,,
5:02.0,Turnover by D. Lillard (lost ball; steal by K. Leonard),,66-69,,
4:59.0,,,66-71,2,K. Leonard makes 2-pt shot at rim (assist by M. Ginobili)
4:59.0,Portland full timeout,,66-71,,
4:59.0,,,66-71,,D. Lee enters the game for L. Aldridge
4:59.0,C. McCollum enters the game for J. Nurkic,,66-71,,
4:41.0,Shooting foul by P. Gasol (drawn by N. Vonleh),,66-71,,
4:41.0,N. Vonleh makes free throw 1 of 2,1,67-71,,
4:41.0,N. Vonleh makes free throw 2 of 2,1,68-71,,
4:26.0,,,68-71,,K. Leonard misses 2-pt shot from 2 ft
4:25.0,Defensive rebound by A. Aminu,,68-71,,
4:10.0,D. Lillard makes 3-pt shot from 24 ft (assist by N. Vonleh),3,71-71,,
3:46.0,,,71-74,3,P. Gasol makes 3-pt shot from 24 ft (assist by K. Leonard)
3:27.0,D. Lillard makes 2-pt shot from 10 ft,2,73-74,,
3:09.0,,,73-76,2,D. Lee makes 2-pt shot from 1 ft (assist by P. Mills)
3:09.0,,,73-76,,Shooting foul by N. Vonleh (drawn by D. Lee)
3:09.0,,,73-77,1,D. Lee makes free throw 1 of 1
3:09.0,,,73-76,,J. Simmons enters the game for P. Mills
3:09.0,,,73-76,,D. Green enters the game for K. Leonard
2:53.0,D. Lillard misses 3-pt shot from 27 ft,,73-77,,
2:51.0,Offensive rebound by A. Aminu,,73-77,,
2:48.0,D. Lillard misses 2-pt shot from 2 ft,,73-77,,
2:48.0,Offensive rebound by D. Lillard,,73-77,,
2:48.0,Shooting foul by J. Simmons (drawn by D. Lillard),,73-77,,
2:48.0,D. Lillard makes free throw 1 of 2,1,74-77,,
2:48.0,D. Lillard makes free throw 2 of 2,1,75-77,,
2:48.0,S. Napier enters the game for C. McCollum,,74-77,,
2:35.0,,,75-77,,M. Ginobili misses 2-pt shot from 2 ft
2:34.0,Defensive rebound by A. Aminu,,75-77,,
2:24.0,Shooting foul by M. Ginobili (drawn by D. Lillard),,75-77,,
2:24.0,D. Lillard makes free throw 1 of 2,1,76-77,,
2:24.0,D. Lillard makes free throw 2 of 2,1,77-77,,
2:05.0,,,77-77,,M. Ginobili misses 3-pt shot from 26 ft
2:04.0,Defensive rebound by A. Crabbe,,77-77,,
2:01.0,Turnover by A. Crabbe (bad pass; steal by P. Gasol),,77-77,,
1:46.0,,,77-77,,P. Gasol misses 2-pt shot from 9 ft
1:46.0,,,77-77,,Offensive rebound by Team
1:34.0,,,77-77,,P. Gasol misses 2-pt shot from 7 ft
1:33.0,Defensive rebound by S. Napier,,77-77,,
1:26.0,D. Lillard makes 2-pt shot from 2 ft,2,79-77,,
1:26.0,Shooting foul by P. Gasol (drawn by D. Lillard),,79-77,,
1:26.0,D. Lillard makes free throw 1 of 1,1,80-77,,
1:13.0,Personal foul by S. Napier (drawn by M. Ginobili),,80-77,,
1:13.0,,,80-77,,M. Ginobili misses free throw 1 of 2
1:13.0,,,80-77,,Offensive rebound by Team
1:13.0,,,80-78,1,M. Ginobili makes free throw 2 of 2
0:57.0,D. Lillard misses 2-pt shot from 21 ft,,80-78,,
0:55.0,Offensive rebound by Team,,80-78,,
0:55.0,,,80-78,,Loose ball foul by D. Lee (drawn by A. Aminu)
0:55.0,A. Aminu makes free throw 1 of 2,1,81-78,,
0:55.0,A. Aminu makes free throw 2 of 2,1,82-78,,
0:55.0,C. McCollum enters the game for D. Lillard,,81-78,,
0:40.0,,,82-80,2,D. Lee makes 2-pt shot from 2 ft (assist by J. Simmons)
0:28.0,A. Crabbe misses 3-pt shot from 25 ft,,82-80,,
0:26.0,,,82-80,,Defensive rebound by D. Lee
0:04.0,,,82-80,,P. Gasol misses 2-pt shot from 1 ft
0:02.0,Defensive rebound by N. Vonleh,,82-80,,
0:00.0,S. Napier misses 3-pt shot from 43 ft,,82-80,,
0:00.0,Offensive rebound by Team,,82-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,82-80,,D. Green misses 3-pt shot from 24 ft
11:39.0,,,82-80,,Offensive rebound by D. Lee
11:34.0,,,82-83,3,M. Ginobili makes 3-pt shot from 24 ft (assist by J. Simmons)
11:17.0,,,82-83,,K. Leonard enters the game for D. Green
11:10.0,C. McCollum misses 2-pt shot from 14 ft,,82-83,,
11:09.0,Offensive rebound by N. Vonleh,,82-83,,
11:07.0,N. Vonleh makes 2-pt shot at rim,2,84-83,,
10:52.0,,,84-83,,P. Gasol misses 2-pt shot from 9 ft
10:51.0,Defensive rebound by N. Vonleh,,84-83,,
10:41.0,A. Aminu misses 3-pt shot from 25 ft,,84-83,,
10:40.0,,,84-83,,Defensive rebound by M. Ginobili
10:30.0,,,84-83,,Turnover by P. Gasol (bad pass)
10:07.0,Turnover by A. Aminu (bad pass; steal by M. Ginobili),,84-83,,
10:00.0,,,84-86,3,K. Leonard makes 3-pt shot from 24 ft (assist by M. Ginobili)
9:59.0,Portland full timeout,,84-86,,
9:59.0,,,84-86,,P. Mills enters the game for M. Ginobili
9:59.0,,,84-86,,L. Aldridge enters the game for P. Gasol
9:59.0,J. Nurkic enters the game for N. Vonleh,,84-86,,
9:59.0,,,84-86,,B. Forbes enters the game for J. Simmons
9:52.0,,,84-86,,Personal foul by L. Aldridge (drawn by J. Nurkic)
9:43.0,C. McCollum misses 2-pt shot from 6 ft,,84-86,,
9:42.0,,,84-86,,Defensive rebound by L. Aldridge
9:33.0,,,84-86,,L. Aldridge misses 2-pt shot from 20 ft
9:32.0,Defensive rebound by S. Napier,,84-86,,
9:22.0,S. Napier misses 3-pt shot from 26 ft,,84-86,,
9:21.0,,,84-86,,Defensive rebound by K. Leonard
9:03.0,,,84-86,,B. Forbes misses 2-pt shot from 11 ft
9:02.0,Defensive rebound by S. Napier,,84-86,,
8:53.0,J. Nurkic makes 2-pt shot from 2 ft (assist by C. McCollum),2,86-86,,
8:34.0,,,86-86,,L. Aldridge misses 2-pt shot from 6 ft
8:33.0,Defensive rebound by A. Aminu,,86-86,,
8:23.0,J. Nurkic makes 2-pt shot from 20 ft (assist by S. Napier),2,88-86,,
8:05.0,,,88-89,3,P. Mills makes 3-pt shot from 24 ft (assist by K. Leonard)
7:38.0,S. Napier makes 3-pt shot from 26 ft (assist by J. Nurkic),3,91-89,,
7:21.0,,,91-89,,P. Mills misses 3-pt shot from 25 ft
7:20.0,,,91-89,,Offensive rebound by L. Aldridge
7:16.0,,,91-91,2,L. Aldridge makes 2-pt shot from 1 ft
6:57.0,C. McCollum makes 3-pt shot from 25 ft,3,94-91,,
6:40.0,,,94-91,,K. Leonard misses 2-pt shot from 10 ft
6:39.0,Defensive rebound by J. Nurkic,,94-91,,
6:34.0,J. Nurkic makes 2-pt shot at rim (assist by C. McCollum),2,96-91,,
6:34.0,,,96-91,,San Antonio full timeout
6:34.0,,,96-91,,K. Anderson enters the game for D. Lee
6:34.0,,,96-91,,D. Green enters the game for B. Forbes
6:34.0,D. Lillard enters the game for S. Napier,,96-91,,
6:20.0,,,96-91,,P. Mills misses 3-pt shot from 23 ft
6:19.0,Defensive rebound by A. Aminu,,96-91,,
6:04.0,J. Nurkic makes 2-pt shot from 3 ft (assist by D. Lillard),2,98-91,,
6:04.0,Shooting foul by K. Anderson (drawn by J. Nurkic),,98-91,,
6:04.0,J. Nurkic misses free throw 1 of 1,,98-91,,
6:03.0,,,98-91,,Defensive rebound by K. Leonard
5:49.0,,,98-93,2,K. Leonard makes 2-pt shot from 1 ft (assist by L. Aldridge)
5:23.0,C. McCollum makes 2-pt shot from 10 ft,2,100-93,,
5:07.0,,,100-95,2,L. Aldridge makes 2-pt shot at rim
4:48.0,J. Nurkic misses 2-pt shot from 1 ft,,100-95,,
4:47.0,Offensive rebound by J. Nurkic,,100-95,,
4:43.0,J. Nurkic misses 2-pt shot from 9 ft (block by K. Leonard),,100-95,,
4:42.0,,,100-95,,Defensive rebound by K. Anderson
4:36.0,,,100-95,,K. Leonard misses 3-pt shot from 25 ft
4:35.0,Defensive rebound by J. Nurkic,,100-95,,
4:10.0,A. Aminu misses 3-pt shot from 24 ft,,100-95,,
4:09.0,,,100-95,,Defensive rebound by P. Mills
3:46.0,,,100-97,2,K. Leonard makes 2-pt shot from 20 ft
3:23.0,C. McCollum makes 2-pt shot from 12 ft,2,102-97,,
3:08.0,,,102-97,,Turnover by K. Leonard (bad pass; steal by J. Nurkic)
2:48.0,J. Nurkic misses 2-pt shot from 6 ft,,102-97,,
2:47.0,,,102-97,,Defensive rebound by L. Aldridge
2:42.0,,,102-97,,D. Green misses 3-pt shot from 25 ft
2:42.0,,,102-97,,Offensive rebound by Team
2:42.0,Loose ball foul by J. Nurkic (drawn by L. Aldridge),,102-97,,
2:42.0,Official timeout,,102-97,,
2:42.0,,,102-97,,M. Ginobili enters the game for K. Anderson
2:38.0,,,102-97,,Turnover by D. Green (bad pass; steal by D. Lillard)
2:23.0,,,102-97,,Shooting block foul by M. Ginobili (drawn by J. Nurkic)
2:23.0,J. Nurkic makes free throw 1 of 2,1,103-97,,
2:23.0,J. Nurkic makes free throw 2 of 2,1,104-97,,
2:10.0,,,104-97,,L. Aldridge misses 2-pt shot from 17 ft
2:09.0,Defensive rebound by A. Aminu,,104-97,,
1:55.0,Turnover by J. Nurkic (lost ball; steal by K. Leonard),,104-97,,
1:46.0,,,104-97,,K. Leonard misses 3-pt shot from 27 ft
1:45.0,Defensive rebound by Team,,104-97,,
1:27.0,J. Nurkic misses 2-pt shot from 3 ft,,104-97,,
1:26.0,,,104-97,,Defensive rebound by K. Leonard
1:16.0,,,104-99,2,L. Aldridge makes 2-pt shot from 1 ft (assist by P. Mills)
1:02.0,Shooting foul by M. Ginobili (drawn by J. Nurkic),,104-99,,
1:02.0,J. Nurkic misses free throw 1 of 2,,104-99,,
1:02.0,Offensive rebound by Team,,104-99,,
1:02.0,J. Nurkic misses free throw 2 of 2,,104-99,,
1:01.0,,,104-99,,Defensive rebound by P. Mills
