time,Charlotte,pts.away,score,pts.home,Orlando
4:05.0,,,13-15,,Turnover by E. Fournier (lost ball; steal by M. Kidd-Gilchrist)
4:03.0,M. Kidd-Gilchrist makes 2-pt shot at rim (assist by N. Batum),2,15-15,,
4:03.0,,,15-15,,Orlando full timeout
4:03.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,15-15,,
4:03.0,B. Weber enters the game for K. Walker,,15-15,,
4:03.0,,,15-15,,M. Hezonja enters the game for T. Ross
3:43.0,,,15-15,,Shooting foul by B. Weber (drawn by E. Fournier)
3:43.0,,,15-15,,E. Fournier misses free throw 1 of 2
3:43.0,,,15-15,,Offensive rebound by Team
3:43.0,,,15-16,1,E. Fournier makes free throw 2 of 2
3:22.0,F. Kaminsky misses 3-pt shot from 25 ft,,15-16,,
3:20.0,,,15-16,,Defensive rebound by N. Vucevic
3:11.0,,,15-19,3,M. Hezonja makes 3-pt shot from 24 ft (assist by N. Vucevic)
2:55.0,C. Zeller misses 2-pt shot from 2 ft,,15-19,,
2:53.0,Offensive rebound by C. Zeller,,15-19,,
2:53.0,B. Weber misses 2-pt shot from 1 ft,,15-19,,
2:52.0,Offensive rebound by B. Weber,,15-19,,
2:50.0,C. Zeller makes 2-pt shot from 2 ft,2,17-19,,
2:42.0,,,17-21,2,E. Payton makes 2-pt shot from 2 ft
2:25.0,N. Batum misses 3-pt shot from 24 ft,,17-21,,
2:23.0,,,17-21,,Defensive rebound by E. Payton
2:21.0,,,17-21,,A. Gordon misses 3-pt shot from 26 ft
2:19.0,,,17-21,,Offensive rebound by E. Payton
2:16.0,,,17-21,,Turnover by E. Payton (bad pass; steal by B. Weber)
2:16.0,,,17-21,,Personal foul by E. Payton (drawn by B. Weber)
2:16.0,Charlotte full timeout,,17-21,,
2:16.0,J. Lamb enters the game for C. Zeller,,17-21,,
2:16.0,M. Williams enters the game for N. Batum,,17-21,,
2:16.0,,,17-21,,B. Biyombo enters the game for A. Gordon
2:16.0,,,17-21,,D. Augustin enters the game for N. Vucevic
2:16.0,,,17-21,,J. Meeks enters the game for E. Payton
2:05.0,B. Weber makes 2-pt shot from 5 ft,2,19-21,,
1:48.0,,,19-23,2,D. Augustin makes 2-pt shot from 1 ft
1:48.0,,,19-23,,Shooting foul by B. Weber (drawn by D. Augustin)
1:48.0,,,19-24,1,D. Augustin makes free throw 1 of 1
1:29.0,J. Lamb misses 2-pt shot from 9 ft,,19-24,,
1:27.0,Offensive rebound by B. Weber,,19-24,,
1:16.0,M. Williams misses 2-pt shot from 2 ft,,19-24,,
1:14.0,Offensive rebound by J. Lamb,,19-24,,
1:13.0,J. Lamb makes 2-pt shot at rim,2,21-24,,
0:56.0,,,21-27,3,J. Meeks makes 3-pt shot from 26 ft (assist by E. Fournier)
0:40.0,F. Kaminsky misses 2-pt shot from 3 ft,,21-27,,
0:35.0,,,21-27,,Defensive rebound by J. Meeks
0:25.0,,,21-27,,M. Hezonja misses 2-pt shot from 16 ft
0:23.0,Defensive rebound by J. Lamb,,21-27,,
0:02.0,J. Lamb misses 2-pt shot from 15 ft,,21-27,,
0:01.0,Offensive rebound by F. Kaminsky,,21-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,M. Belinelli makes 2-pt shot from 18 ft (assist by M. Williams),2,23-27,,
11:30.0,,,23-27,,B. Biyombo misses 2-pt shot from 2 ft (block by J. Lamb)
11:27.0,,,23-27,,Offensive rebound by C. Watson
11:23.0,,,23-27,,M. Hezonja misses 3-pt shot from 26 ft
11:23.0,Defensive rebound by Team,,23-27,,
11:23.0,,,23-27,,Loose ball foul by B. Biyombo (drawn by M. Williams)
11:07.0,Shooting foul by J. Meeks (drawn by M. Belinelli),,23-27,,
11:07.0,M. Belinelli makes free throw 1 of 3,1,24-27,,
11:07.0,M. Belinelli makes free throw 2 of 3,1,25-27,,
11:07.0,M. Belinelli makes free throw 3 of 3,1,26-27,,
10:57.0,,,26-30,3,J. Meeks makes 3-pt shot from 25 ft (assist by D. Augustin)
10:45.0,M. Belinelli makes 3-pt shot from 25 ft (assist by J. Lamb),3,29-30,,
10:32.0,,,29-30,,J. Meeks misses 2-pt shot from 17 ft
10:30.0,Defensive rebound by F. Kaminsky,,29-30,,
10:21.0,F. Kaminsky makes 3-pt shot from 26 ft (assist by M. Belinelli),3,32-30,,
10:02.0,,,32-30,,D. Augustin misses 2-pt shot from 22 ft
10:01.0,,,32-30,,Offensive rebound by M. Hezonja
9:59.0,,,32-30,,M. Hezonja misses 2-pt shot from 1 ft
9:57.0,Defensive rebound by M. Belinelli,,32-30,,
9:52.0,Offensive foul by F. Kaminsky,,32-30,,
9:52.0,Turnover by F. Kaminsky (offensive foul),,32-30,,
9:41.0,,,32-30,,Turnover by D. Augustin (bad pass; steal by M. Belinelli)
9:34.0,M. Belinelli makes 3-pt shot from 25 ft (assist by B. Weber),3,35-30,,
9:34.0,,,35-30,,Orlando full timeout
9:19.0,,,35-30,,M. Hezonja misses 2-pt shot from 23 ft
9:16.0,Defensive rebound by M. Williams,,35-30,,
9:05.0,M. Belinelli misses 2-pt shot from 21 ft,,35-30,,
9:04.0,,,35-30,,Defensive rebound by M. Hezonja
8:58.0,,,35-32,2,M. Hezonja makes 2-pt shot from 3 ft
8:41.0,F. Kaminsky misses 2-pt shot from 19 ft,,35-32,,
8:40.0,,,35-32,,Defensive rebound by M. Hezonja
8:33.0,,,35-32,,M. Hezonja misses 2-pt shot from 20 ft
8:32.0,Defensive rebound by J. Lamb,,35-32,,
8:20.0,M. Belinelli makes 2-pt shot from 6 ft,2,37-32,,
8:01.0,,,37-32,,Shooting foul by M. Belinelli (drawn by J. Meeks)
8:01.0,,,37-32,,J. Meeks misses free throw 1 of 2
8:01.0,,,37-32,,Offensive rebound by Team
8:01.0,,,37-33,1,J. Meeks makes free throw 2 of 2
8:01.0,K. Walker enters the game for B. Weber,,37-32,,
7:46.0,J. Lamb misses 2-pt shot from 17 ft,,37-33,,
7:42.0,,,37-33,,Defensive rebound by M. Hezonja
7:31.0,,,37-33,,C. Watson misses 3-pt shot from 25 ft
7:29.0,,,37-33,,Offensive rebound by B. Biyombo
7:27.0,,,37-35,2,B. Biyombo makes 2-pt shot from 2 ft
7:11.0,M. Belinelli makes 3-pt shot from 25 ft (assist by K. Walker),3,40-35,,
6:57.0,,,40-35,,D. Augustin misses 3-pt shot from 26 ft
6:56.0,Defensive rebound by M. Belinelli,,40-35,,
6:41.0,M. Belinelli misses 3-pt shot from 25 ft,,40-35,,
6:40.0,,,40-35,,Defensive rebound by M. Hezonja
6:19.0,,,40-38,3,M. Hezonja makes 3-pt shot from 25 ft (assist by D. Augustin)
6:11.0,Charlotte full timeout,,40-38,,
6:11.0,,,40-38,,T. Ross enters the game for D. Augustin
6:11.0,,,40-38,,E. Payton enters the game for J. Meeks
6:11.0,M. Kidd-Gilchrist enters the game for M. Williams,,40-38,,
6:11.0,N. Batum enters the game for M. Belinelli,,40-38,,
6:11.0,C. Zeller enters the game for J. Lamb,,40-38,,
5:58.0,Turnover by F. Kaminsky (bad pass; steal by B. Biyombo),,40-38,,
5:36.0,,,40-40,2,T. Ross makes 2-pt shot from 7 ft (assist by M. Hezonja)
5:19.0,M. Kidd-Gilchrist makes 2-pt shot from 17 ft (assist by N. Batum),2,42-40,,
5:08.0,,,42-42,2,T. Ross makes 2-pt shot from 15 ft
4:56.0,Turnover by N. Batum (lost ball; steal by T. Ross),,42-42,,
4:47.0,,,42-42,,M. Hezonja misses 2-pt shot at rim
4:45.0,,,42-42,,Offensive rebound by B. Biyombo
4:40.0,,,42-42,,M. Hezonja misses 3-pt shot from 25 ft
4:38.0,Defensive rebound by C. Zeller,,42-42,,
4:22.0,N. Batum makes 2-pt shot from 12 ft,2,44-42,,
4:08.0,,,44-44,2,C. Watson makes 2-pt shot from 19 ft (assist by B. Biyombo)
3:53.0,K. Walker misses 2-pt shot from 18 ft,,44-44,,
3:50.0,,,44-44,,Defensive rebound by B. Biyombo
3:46.0,,,44-44,,Offensive foul by B. Biyombo
3:46.0,,,44-44,,Turnover by B. Biyombo (offensive foul)
3:46.0,M. Williams enters the game for F. Kaminsky,,44-44,,
3:46.0,,,44-44,,A. Gordon enters the game for M. Hezonja
3:46.0,,,44-44,,E. Fournier enters the game for B. Biyombo
3:46.0,,,44-44,,N. Vucevic enters the game for C. Watson
3:36.0,,,44-44,,Personal foul by E. Payton (drawn by K. Walker)
3:29.0,K. Walker misses 3-pt shot from 25 ft,,44-44,,
3:28.0,Offensive rebound by M. Kidd-Gilchrist,,44-44,,
3:10.0,N. Batum misses 3-pt shot from 24 ft,,44-44,,
3:07.0,,,44-44,,Defensive rebound by N. Vucevic
3:01.0,,,44-46,2,E. Payton makes 2-pt shot from 11 ft
2:40.0,M. Kidd-Gilchrist misses 2-pt shot from 3 ft,,44-46,,
2:38.0,,,44-46,,Defensive rebound by A. Gordon
2:19.0,,,44-46,,E. Fournier misses 3-pt shot from 25 ft
2:18.0,Defensive rebound by M. Williams,,44-46,,
2:07.0,N. Batum misses 3-pt shot from 25 ft,,44-46,,
2:04.0,,,44-46,,Defensive rebound by E. Payton
1:55.0,,,44-48,2,E. Fournier makes 2-pt shot from 7 ft (assist by A. Gordon)
1:55.0,,,44-48,,Shooting foul by C. Zeller (drawn by E. Fournier)
1:55.0,Official timeout,,44-48,,
1:55.0,,,44-49,1,E. Fournier makes free throw 1 of 1
1:55.0,F. Kaminsky enters the game for C. Zeller,,44-48,,
1:55.0,M. Belinelli enters the game for N. Batum,,44-48,,
1:38.0,M. Williams misses 2-pt shot from 10 ft,,44-49,,
1:37.0,,,44-49,,Defensive rebound by N. Vucevic
1:24.0,,,44-52,3,T. Ross makes 3-pt shot from 25 ft (assist by A. Gordon)
1:09.0,K. Walker misses 2-pt shot from 3 ft,,44-52,,
1:06.0,Offensive rebound by F. Kaminsky,,44-52,,
1:06.0,F. Kaminsky makes 2-pt shot from 1 ft,2,46-52,,
1:00.0,,,46-54,2,E. Payton makes 2-pt shot from 4 ft
0:42.0,M. Williams misses 3-pt shot from 24 ft,,46-54,,
0:40.0,,,46-54,,Defensive rebound by E. Fournier
0:27.0,,,46-54,,T. Ross misses 3-pt shot from 23 ft
0:26.0,Defensive rebound by M. Williams,,46-54,,
0:05.0,K. Walker makes 2-pt shot from 2 ft,2,48-54,,
0:00.0,,,48-54,,E. Payton misses 2-pt shot from 14 ft
0:00.0,,,48-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,C. Zeller misses 2-pt shot from 4 ft (block by N. Vucevic),,48-54,,
11:44.0,,,48-54,,Defensive rebound by Team
11:29.0,,,48-56,2,N. Vucevic makes 2-pt shot from 6 ft (assist by E. Payton)
11:10.0,Turnover by N. Batum (bad pass),,48-56,,
10:47.0,,,48-58,2,E. Payton makes 2-pt shot from 2 ft
10:32.0,C. Zeller makes 2-pt shot from 6 ft (assist by M. Williams),2,50-58,,
10:32.0,Shooting foul by E. Fournier (drawn by C. Zeller),,50-58,,
10:32.0,C. Zeller makes free throw 1 of 1,1,51-58,,
10:23.0,,,51-58,,Turnover by T. Ross (lost ball)
10:10.0,N. Batum makes 2-pt shot from 7 ft (assist by K. Walker),2,53-58,,
10:01.0,,,53-58,,E. Fournier misses 3-pt shot from 26 ft
9:59.0,Defensive rebound by M. Williams,,53-58,,
9:53.0,K. Walker misses 3-pt shot from 27 ft,,53-58,,
9:52.0,,,53-58,,Defensive rebound by N. Vucevic
9:42.0,,,53-61,3,T. Ross makes 3-pt shot from 26 ft (assist by N. Vucevic)
9:29.0,Offensive foul by C. Zeller,,53-61,,
9:29.0,Turnover by C. Zeller (offensive foul),,53-61,,
9:18.0,,,53-61,,Offensive charge foul by E. Fournier
9:18.0,,,53-61,,Turnover by E. Fournier (offensive foul)
9:03.0,M. Williams makes 2-pt shot from 1 ft (assist by N. Batum),2,55-61,,
8:49.0,,,55-64,3,T. Ross makes 3-pt shot from 25 ft (assist by N. Vucevic)
8:36.0,K. Walker makes 2-pt shot from 19 ft,2,57-64,,
8:18.0,,,57-67,3,A. Gordon makes 3-pt shot from 25 ft (assist by N. Vucevic)
8:02.0,M. Williams makes 3-pt shot from 24 ft (assist by K. Walker),3,60-67,,
7:45.0,,,60-67,,N. Vucevic misses 2-pt shot from 20 ft
7:44.0,,,60-67,,Offensive rebound by E. Fournier
7:35.0,,,60-67,,T. Ross misses 3-pt shot from 25 ft
7:34.0,,,60-67,,Offensive rebound by N. Vucevic
7:32.0,,,60-69,2,N. Vucevic makes 2-pt shot from 2 ft
7:32.0,Charlotte full timeout,,60-69,,
7:21.0,,,60-69,,Personal foul by E. Payton (drawn by C. Zeller)
7:10.0,N. Batum makes 2-pt shot from 1 ft,2,62-69,,
6:51.0,,,62-69,,Turnover by A. Gordon (bad pass)
6:37.0,K. Walker misses 3-pt shot from 26 ft,,62-69,,
6:36.0,Offensive rebound by C. Zeller,,62-69,,
6:34.0,C. Zeller makes 2-pt shot at rim,2,64-69,,
6:15.0,,,64-69,,E. Fournier misses 3-pt shot from 24 ft
6:14.0,Defensive rebound by M. Williams,,64-69,,
6:05.0,N. Batum misses 2-pt shot from 19 ft,,64-69,,
6:03.0,,,64-69,,Defensive rebound by A. Gordon
5:53.0,,,64-71,2,T. Ross makes 2-pt shot from 17 ft (assist by E. Fournier)
5:38.0,C. Zeller misses 2-pt shot from 7 ft (block by N. Vucevic),,64-71,,
5:38.0,Offensive rebound by Team,,64-71,,
5:38.0,F. Kaminsky enters the game for M. Williams,,64-71,,
5:30.0,N. Batum misses 3-pt shot from 24 ft,,64-71,,
5:29.0,Offensive rebound by M. Kidd-Gilchrist,,64-71,,
5:14.0,K. Walker makes 2-pt shot from 15 ft,2,66-71,,
5:02.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,66-71,,
5:02.0,,,66-71,,Turnover by E. Payton (lost ball; steal by C. Zeller)
5:02.0,Jump ball: E. Payton vs. C. Zeller (K. Walker gains possession),,,,Jump ball: E. Payton vs. C. Zeller (K. Walker gains possession)
4:48.0,K. Walker makes 2-pt shot from 17 ft,2,68-71,,
4:48.0,,,68-71,,Orlando full timeout
4:48.0,,,68-71,,M. Hezonja enters the game for E. Fournier
4:35.0,,,68-73,2,N. Vucevic makes 2-pt shot from 9 ft
4:15.0,K. Walker misses 2-pt shot from 16 ft,,68-73,,
4:15.0,Offensive rebound by Team,,68-73,,
4:03.0,N. Batum misses 2-pt shot from 12 ft,,68-73,,
4:02.0,,,68-73,,Defensive rebound by N. Vucevic
3:53.0,,,68-73,,A. Gordon misses 3-pt shot from 25 ft
3:51.0,Defensive rebound by M. Belinelli,,68-73,,
3:40.0,K. Walker makes 2-pt shot from 2 ft,2,70-73,,
3:25.0,,,70-73,,Turnover by E. Payton (bad pass; steal by C. Zeller)
3:10.0,M. Belinelli misses 2-pt shot from 3 ft,,70-73,,
3:08.0,,,70-73,,Defensive rebound by A. Gordon
2:58.0,,,70-75,2,N. Vucevic makes 2-pt shot from 19 ft (assist by E. Payton)
2:38.0,Turnover by K. Walker (bad pass; steal by N. Vucevic),,70-75,,
2:32.0,,,70-75,,A. Gordon misses 2-pt shot from 2 ft
2:31.0,,,70-75,,Offensive rebound by N. Vucevic
2:31.0,,,70-75,,Shooting foul by F. Kaminsky (drawn by N. Vucevic)
2:31.0,,,70-76,1,N. Vucevic makes free throw 1 of 2
2:31.0,,,70-77,1,N. Vucevic makes free throw 2 of 2
2:31.0,B. Weber enters the game for K. Walker,,70-76,,
2:31.0,M. Williams enters the game for C. Zeller,,70-76,,
2:31.0,,,70-76,,C. Watson enters the game for A. Gordon
2:31.0,,,70-76,,J. Meeks enters the game for T. Ross
2:21.0,N. Batum makes 2-pt shot from 2 ft (assist by F. Kaminsky),2,72-77,,
1:57.0,,,72-77,,N. Vucevic misses 2-pt shot from 13 ft
1:56.0,Defensive rebound by M. Williams,,72-77,,
1:49.0,J. Lamb enters the game for N. Batum,,72-77,,
1:39.0,F. Kaminsky misses 3-pt shot from 27 ft,,72-77,,
1:38.0,,,72-77,,Defensive rebound by M. Hezonja
1:32.0,Personal foul by F. Kaminsky (drawn by N. Vucevic),,72-77,,
1:32.0,,,72-77,,D. Augustin enters the game for E. Payton
1:32.0,,,72-77,,B. Biyombo enters the game for N. Vucevic
1:22.0,,,72-79,2,C. Watson makes 2-pt shot from 2 ft (assist by B. Biyombo)
1:02.0,J. Lamb makes 2-pt shot from 1 ft,2,74-79,,
0:46.0,,,74-79,,C. Watson misses 3-pt shot from 25 ft
0:45.0,Defensive rebound by M. Williams,,74-79,,
0:37.0,Shooting foul by C. Watson (drawn by M. Belinelli),,74-79,,
0:37.0,M. Belinelli makes free throw 1 of 3,1,75-79,,
0:37.0,M. Belinelli makes free throw 2 of 3,1,76-79,,
0:37.0,M. Belinelli makes free throw 3 of 3,1,77-79,,
0:33.0,Violation by B. Weber (kicked ball),,77-79,,
0:31.0,,,77-82,3,J. Meeks makes 3-pt shot from 27 ft (assist by C. Watson)
0:07.0,M. Belinelli misses 3-pt shot from 26 ft,,77-82,,
0:05.0,Offensive rebound by M. Williams,,77-82,,
0:00.0,F. Kaminsky misses 2-pt shot from 11 ft,,77-82,,
0:00.0,Offensive rebound by Team,,77-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,Personal foul by M. Williams (drawn by M. Hezonja),,77-82,,
11:38.0,,,77-82,,Offensive foul by B. Biyombo
11:38.0,,,77-82,,Turnover by B. Biyombo (offensive foul)
11:13.0,M. Williams makes 2-pt shot from 17 ft,2,79-82,,
10:50.0,,,79-82,,J. Meeks misses 3-pt shot from 24 ft
10:49.0,Defensive rebound by J. Lamb,,79-82,,
10:40.0,J. Lamb misses 3-pt shot from 26 ft,,79-82,,
10:39.0,,,79-82,,Defensive rebound by B. Biyombo
10:26.0,,,79-82,,M. Hezonja misses 2-pt shot from 19 ft
10:24.0,Defensive rebound by F. Kaminsky,,79-82,,
10:15.0,B. Weber makes 2-pt shot from 2 ft (assist by J. Lamb),2,81-82,,
9:53.0,,,81-85,3,D. Augustin makes 3-pt shot from 25 ft
9:35.0,J. Lamb misses 2-pt shot from 17 ft,,81-85,,
9:34.0,,,81-85,,Defensive rebound by D. Augustin
9:20.0,,,81-87,2,B. Biyombo makes 2-pt shot at rim (assist by M. Hezonja)
9:01.0,Shooting foul by C. Watson (drawn by M. Belinelli),,81-87,,
9:01.0,M. Belinelli misses free throw 1 of 2,,81-87,,
9:01.0,Offensive rebound by Team,,81-87,,
9:01.0,M. Belinelli makes free throw 2 of 2,1,82-87,,
8:47.0,,,82-87,,D. Augustin misses 3-pt shot from 25 ft
8:46.0,Defensive rebound by J. Lamb,,82-87,,
8:29.0,F. Kaminsky makes 2-pt shot from 2 ft (assist by J. Lamb),2,84-87,,
8:09.0,,,84-87,,J. Meeks misses 2-pt shot from 2 ft
8:07.0,Defensive rebound by J. Lamb,,84-87,,
7:51.0,J. Lamb misses 2-pt shot from 14 ft,,84-87,,
7:48.0,,,84-87,,Defensive rebound by J. Meeks
7:39.0,,,84-87,,C. Watson misses 3-pt shot from 24 ft
7:38.0,Defensive rebound by J. Lamb,,84-87,,
7:26.0,F. Kaminsky makes 3-pt shot from 25 ft (assist by B. Weber),3,87-87,,
7:26.0,,,87-87,,Orlando full timeout
7:26.0,N. Batum enters the game for M. Belinelli,,87-87,,
7:26.0,K. Walker enters the game for B. Weber,,87-87,,
7:26.0,,,87-87,,E. Fournier enters the game for D. Augustin
7:26.0,,,87-87,,E. Payton enters the game for J. Meeks
7:26.0,,,87-87,,T. Ross enters the game for C. Watson
7:09.0,,,87-87,,M. Hezonja misses 3-pt shot from 26 ft
7:08.0,Defensive rebound by J. Lamb,,87-87,,
6:44.0,K. Walker misses 3-pt shot from 28 ft,,87-87,,
6:43.0,,,87-87,,Defensive rebound by M. Hezonja
6:35.0,,,87-87,,E. Payton misses 2-pt shot from 10 ft
6:33.0,,,87-87,,Offensive rebound by B. Biyombo
6:33.0,,,87-87,,B. Biyombo misses 2-pt shot from 2 ft
6:31.0,,,87-87,,Offensive rebound by E. Payton
6:30.0,,,87-89,2,E. Payton makes 2-pt shot from 2 ft
6:11.0,F. Kaminsky makes 3-pt shot from 25 ft (assist by N. Batum),3,90-89,,
5:59.0,,,90-89,,Shooting foul by K. Walker (drawn by E. Payton)
5:59.0,Official timeout,,90-89,,
5:59.0,,,90-90,1,E. Payton makes free throw 1 of 2
5:59.0,,,90-91,1,E. Payton makes free throw 2 of 2
5:59.0,M. Kidd-Gilchrist enters the game for M. Williams,,90-89,,
5:59.0,C. Zeller enters the game for J. Lamb,,90-89,,
5:59.0,,,90-89,,A. Gordon enters the game for M. Hezonja
5:59.0,,,90-89,,N. Vucevic enters the game for B. Biyombo
5:51.0,C. Zeller makes 2-pt shot from 2 ft (assist by K. Walker),2,92-91,,
5:24.0,,,92-91,,N. Vucevic misses 3-pt shot from 24 ft
5:22.0,Defensive rebound by M. Kidd-Gilchrist,,92-91,,
5:15.0,N. Batum misses 2-pt shot from 21 ft,,92-91,,
5:15.0,Offensive rebound by Team,,92-91,,
5:15.0,,,92-91,,Loose ball foul by E. Fournier (drawn by M. Kidd-Gilchrist)
5:05.0,Shooting foul by A. Gordon (drawn by F. Kaminsky),,92-91,,
5:05.0,F. Kaminsky makes free throw 1 of 2,1,93-91,,
5:05.0,F. Kaminsky makes free throw 2 of 2,1,94-91,,
4:56.0,,,94-91,,T. Ross misses 3-pt shot from 25 ft
4:55.0,Defensive rebound by M. Kidd-Gilchrist,,94-91,,
4:38.0,F. Kaminsky makes 3-pt shot from 28 ft (assist by K. Walker),3,97-91,,
4:24.0,,,97-94,3,E. Fournier makes 3-pt shot from 25 ft (assist by N. Vucevic)
4:06.0,Turnover by N. Batum (bad pass),,97-94,,
3:56.0,,,97-94,,N. Vucevic misses 2-pt shot from 21 ft
3:55.0,Defensive rebound by F. Kaminsky,,97-94,,
3:49.0,K. Walker misses 2-pt shot from 1 ft (block by N. Vucevic),,97-94,,
3:49.0,Offensive rebound by Team,,97-94,,
3:49.0,,,97-94,,Violation by T. Ross (kicked ball)
3:34.0,K. Walker makes 2-pt shot from 5 ft,2,99-94,,
3:15.0,,,99-94,,N. Vucevic misses 2-pt shot from 8 ft
3:13.0,,,99-94,,Offensive rebound by E. Payton
3:10.0,,,99-97,3,E. Payton makes 3-pt shot from 22 ft
2:48.0,N. Batum makes 2-pt shot from 18 ft (assist by K. Walker),2,101-97,,
2:27.0,,,101-97,,E. Fournier misses 3-pt shot from 24 ft
2:26.0,Defensive rebound by N. Batum,,101-97,,
2:14.0,K. Walker makes 3-pt shot from 25 ft (assist by N. Batum),3,104-97,,
2:14.0,,,104-97,,Orlando full timeout
2:14.0,Charlotte full timeout,,104-97,,
1:50.0,,,104-97,,A. Gordon misses 3-pt shot from 25 ft
1:50.0,Defensive rebound by Team,,104-97,,
1:37.0,K. Walker misses 2-pt shot from 3 ft,,104-97,,
