time,Washington,pts.away,score,pts.home,Detroit
6:21.0,,,13-13,2,A. Drummond makes 2-pt shot from 4 ft (assist by I. Smith)
6:12.0,K. Oubre misses 2-pt shot from 16 ft,,13-13,,
6:11.0,,,13-13,,Defensive rebound by H. Ellenson
6:08.0,Personal foul by M. Morris (drawn by A. Drummond),,13-13,,
5:49.0,,,13-13,,A. Drummond misses 2-pt shot from 6 ft
5:48.0,Defensive rebound by K. Oubre,,13-13,,
5:42.0,,,13-13,,Personal foul by K. Caldwell-Pope (drawn by B. Beal)
5:38.0,Turnover by M. Morris (bad pass; steal by M. Morris),,13-13,,
5:28.0,,,13-15,2,A. Drummond makes 2-pt shot from 8 ft (assist by I. Smith)
5:16.0,K. Oubre misses 2-pt shot from 5 ft,,13-15,,
5:16.0,Offensive rebound by M. Gortat,,13-15,,
5:11.0,M. Morris makes 3-pt shot from 26 ft (assist by M. Gortat),3,16-15,,
4:55.0,,,16-15,,I. Smith misses 2-pt shot from 7 ft
4:55.0,Defensive rebound by M. Morris,,16-15,,
4:49.0,B. Beal makes 2-pt shot at rim (assist by B. Jennings),2,18-15,,
4:35.0,,,18-17,2,A. Drummond makes 2-pt shot at rim (assist by I. Smith)
4:23.0,B. Beal makes 2-pt shot at rim (assist by B. Jennings),2,20-17,,
4:13.0,,,20-17,,Detroit full timeout
4:13.0,I. Mahinmi enters the game for M. Morris,,20-17,,
4:13.0,J. Smith enters the game for M. Gortat,,20-17,,
4:13.0,,,20-17,,T. Harris enters the game for H. Ellenson
4:13.0,,,20-17,,B. Marjanovic enters the game for A. Drummond
4:06.0,,,20-17,,I. Smith misses 2-pt shot from 1 ft
4:04.0,,,20-17,,Offensive rebound by B. Marjanovic
4:02.0,,,20-17,,B. Marjanovic misses 2-pt shot from 1 ft
4:01.0,,,20-17,,Offensive rebound by B. Marjanovic
3:59.0,,,20-19,2,B. Marjanovic makes 2-pt shot from 1 ft
3:48.0,J. Smith misses 3-pt shot from 26 ft,,20-19,,
3:48.0,Offensive rebound by I. Mahinmi,,20-19,,
3:41.0,B. Beal makes 3-pt shot from 26 ft (assist by I. Mahinmi),3,23-19,,
3:25.0,,,23-19,,I. Smith misses 2-pt shot from 17 ft
3:25.0,Defensive rebound by B. Jennings,,23-19,,
3:20.0,I. Mahinmi misses 2-pt shot from 1 ft,,23-19,,
3:18.0,,,23-19,,Defensive rebound by B. Marjanovic
3:13.0,Personal foul by J. Smith (drawn by B. Marjanovic),,23-19,,
3:13.0,T. Satoransky enters the game for B. Jennings,,23-19,,
2:56.0,,,23-19,,M. Morris misses 2-pt shot from 7 ft
2:56.0,Defensive rebound by J. Smith,,23-19,,
2:42.0,J. Smith makes 2-pt shot from 17 ft (assist by B. Beal),2,25-19,,
2:25.0,,,25-19,,T. Harris misses 2-pt shot from 17 ft
2:24.0,Defensive rebound by I. Mahinmi,,25-19,,
2:11.0,I. Mahinmi makes 2-pt shot from 1 ft (assist by J. Smith),2,27-19,,
1:54.0,,,27-19,,K. Caldwell-Pope misses 2-pt shot from 16 ft
1:54.0,Defensive rebound by I. Mahinmi,,27-19,,
1:49.0,B. Beal makes 3-pt shot from 26 ft (assist by I. Mahinmi),3,30-19,,
1:35.0,,,30-19,,I. Smith misses 2-pt shot at rim
1:34.0,Defensive rebound by K. Oubre,,30-19,,
1:26.0,Turnover by T. Satoransky (bad pass; steal by T. Harris),,30-19,,
1:09.0,,,30-19,,B. Marjanovic misses 2-pt shot from 8 ft
1:08.0,Defensive rebound by K. Oubre,,30-19,,
1:05.0,Offensive charge foul by K. Oubre,,30-19,,
1:05.0,Turnover by K. Oubre (offensive foul),,30-19,,
1:05.0,Washington full timeout,,30-19,,
1:05.0,B. Bogdanovic enters the game for K. Oubre,,30-19,,
1:05.0,,,30-19,,S. Johnson enters the game for M. Morris
1:05.0,,,30-19,,D. Hilliard enters the game for I. Smith
0:51.0,,,30-19,,T. Harris misses 2-pt shot from 11 ft
0:51.0,,,30-19,,Offensive rebound by Team
0:51.0,Loose ball foul by I. Mahinmi (drawn by B. Marjanovic),,30-19,,
0:38.0,,,30-19,,Turnover by B. Marjanovic (lost ball; steal by I. Mahinmi)
0:26.0,B. Beal makes 2-pt shot at rim (assist by J. Smith),2,32-19,,
0:07.0,,,32-21,2,D. Hilliard makes 2-pt shot at rim (assist by S. Johnson)
0:01.0,T. Satoransky makes 2-pt shot from 13 ft,2,34-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,34-21,,T. Harris misses 2-pt shot from 5 ft
11:37.0,Defensive rebound by J. Smith,,34-21,,
11:20.0,B. Bogdanovic makes 2-pt shot from 9 ft (assist by T. Burke),2,36-21,,
10:54.0,,,36-23,2,T. Harris makes 2-pt shot at rim (assist by D. Hilliard)
10:41.0,B. Bogdanovic misses 3-pt shot from 25 ft,,36-23,,
10:40.0,,,36-23,,Defensive rebound by B. Marjanovic
10:28.0,,,36-23,,B. Marjanovic misses 2-pt shot from 8 ft
10:28.0,Defensive rebound by I. Mahinmi,,36-23,,
10:15.0,Shooting foul by B. Marjanovic (drawn by B. Bogdanovic),,36-23,,
10:15.0,B. Bogdanovic makes free throw 1 of 2,1,37-23,,
10:15.0,B. Bogdanovic makes free throw 2 of 2,1,38-23,,
10:15.0,,,37-23,,A. Drummond enters the game for B. Marjanovic
9:55.0,,,38-23,,S. Johnson misses 2-pt shot from 19 ft
9:55.0,Defensive rebound by I. Mahinmi,,38-23,,
9:48.0,Turnover by T. Burke (bad pass; steal by R. Bullock),,38-23,,
9:44.0,,,38-25,2,R. Bullock makes 2-pt shot at rim
9:23.0,I. Mahinmi misses 2-pt shot from 6 ft,,38-25,,
9:21.0,,,38-25,,Defensive rebound by T. Harris
9:15.0,,,38-25,,D. Hilliard misses 2-pt shot from 5 ft (block by I. Mahinmi)
9:15.0,,,38-25,,Offensive rebound by Team
9:11.0,,,38-25,,D. Hilliard misses 2-pt shot from 18 ft
9:11.0,Defensive rebound by I. Mahinmi,,38-25,,
9:00.0,B. Bogdanovic misses 2-pt shot from 1 ft,,38-25,,
9:00.0,,,38-25,,Defensive rebound by T. Harris
8:46.0,,,38-25,,S. Johnson misses 2-pt shot from 1 ft
8:46.0,Defensive rebound by I. Mahinmi,,38-25,,
8:42.0,Turnover by T. Satoransky (bad pass; steal by D. Hilliard),,38-25,,
8:38.0,Personal foul by T. Satoransky (drawn by T. Harris),,38-25,,
8:38.0,Official timeout,,38-25,,
8:27.0,,,38-27,2,T. Harris makes 2-pt shot from 19 ft (assist by D. Hilliard)
8:01.0,T. Satoransky misses 3-pt shot from 27 ft,,38-27,,
8:01.0,,,38-27,,Defensive rebound by A. Drummond
7:53.0,,,38-30,3,R. Bullock makes 3-pt shot from 25 ft (assist by D. Hilliard)
7:37.0,B. Bogdanovic misses 2-pt shot from 1 ft,,38-30,,
7:37.0,,,38-30,,Defensive rebound by A. Drummond
7:31.0,,,38-30,,S. Johnson misses 2-pt shot from 8 ft
7:31.0,Defensive rebound by I. Mahinmi,,38-30,,
7:25.0,J. Smith makes 2-pt shot from 1 ft (assist by T. Burke),2,40-30,,
7:09.0,,,40-30,,R. Bullock misses 3-pt shot from 26 ft
7:09.0,Defensive rebound by J. Smith,,40-30,,
6:58.0,B. Bogdanovic makes 2-pt shot from 1 ft,2,42-30,,
6:49.0,,,42-30,,Detroit full timeout
6:49.0,,,42-30,,M. Morris enters the game for D. Hilliard
6:49.0,,,42-30,,I. Smith enters the game for S. Johnson
6:37.0,,,42-30,,M. Morris misses 2-pt shot from 18 ft
6:36.0,Defensive rebound by I. Mahinmi,,42-30,,
6:21.0,,,42-30,,Personal foul by I. Smith (drawn by B. Bogdanovic)
6:08.0,T. Satoransky makes 2-pt shot from 1 ft (assist by I. Mahinmi),2,44-30,,
5:54.0,,,44-32,2,I. Smith makes 2-pt shot from 1 ft (assist by A. Drummond)
5:45.0,Turnover by T. Burke (lost ball; steal by A. Drummond),,44-32,,
5:45.0,Personal foul by I. Mahinmi (drawn by A. Drummond),,44-32,,
5:45.0,M. Gortat enters the game for I. Mahinmi,,44-32,,
5:45.0,M. Morris enters the game for J. Smith,,44-32,,
5:45.0,B. Jennings enters the game for T. Satoransky,,44-32,,
5:32.0,,,44-32,,Shooting foul by T. Burke (drawn by I. Smith)
5:32.0,,,44-33,1,I. Smith makes free throw 1 of 2
5:32.0,,,44-34,1,I. Smith makes free throw 2 of 2
5:16.0,M. Gortat misses 2-pt shot from 5 ft,,44-34,,
5:15.0,,,44-34,,Defensive rebound by R. Bullock
5:07.0,,,44-34,,I. Smith misses 2-pt shot from 15 ft
5:07.0,Defensive rebound by T. Burke,,44-34,,
4:52.0,M. Gortat misses 2-pt shot from 13 ft,,44-34,,
4:52.0,,,44-34,,Defensive rebound by R. Bullock
4:37.0,,,44-36,2,A. Drummond makes 2-pt shot from 7 ft
4:25.0,,,44-36,,Personal foul by M. Morris (drawn by B. Bogdanovic)
4:25.0,B. Beal enters the game for B. Bogdanovic,,44-36,,
4:25.0,K. Oubre enters the game for T. Burke,,44-36,,
4:25.0,,,44-36,,H. Ellenson enters the game for T. Harris
4:25.0,,,44-36,,K. Caldwell-Pope enters the game for R. Bullock
4:18.0,Turnover by M. Morris (bad pass),,44-36,,
4:08.0,,,44-36,,K. Caldwell-Pope misses 3-pt shot from 26 ft
4:08.0,Defensive rebound by M. Gortat,,44-36,,
4:01.0,B. Jennings misses 2-pt shot from 5 ft (block by A. Drummond),,44-36,,
4:01.0,Offensive rebound by Team,,44-36,,
3:59.0,Shooting foul by I. Smith (drawn by K. Oubre),,44-36,,
3:59.0,K. Oubre misses free throw 1 of 2,,44-36,,
3:59.0,Offensive rebound by Team,,44-36,,
3:59.0,K. Oubre makes free throw 2 of 2,1,45-36,,
3:46.0,,,45-38,2,A. Drummond makes 2-pt shot at rim (assist by I. Smith)
3:32.0,Offensive charge foul by B. Beal,,45-38,,
3:32.0,Turnover by B. Beal (offensive foul),,45-38,,
3:13.0,,,45-38,,K. Caldwell-Pope misses 3-pt shot from 25 ft
3:13.0,Defensive rebound by Team,,45-38,,
2:55.0,M. Morris makes 2-pt shot from 17 ft (assist by M. Gortat),2,47-38,,
2:37.0,,,47-40,2,M. Morris makes 2-pt shot from 8 ft
2:30.0,M. Gortat makes 2-pt shot from 1 ft (assist by B. Jennings),2,49-40,,
2:12.0,,,49-40,,M. Morris misses 2-pt shot from 20 ft
2:12.0,Defensive rebound by M. Morris,,49-40,,
2:07.0,,,49-40,,Violation by I. Smith (kicked ball)
2:07.0,Washington full timeout,,49-40,,
2:07.0,,,49-40,,D. Hilliard enters the game for I. Smith
1:56.0,K. Oubre makes 2-pt shot from 1 ft (assist by M. Gortat),2,51-40,,
1:44.0,,,51-40,,Turnover by D. Hilliard (lost ball; steal by B. Jennings)
1:40.0,Shooting foul by K. Caldwell-Pope (drawn by K. Oubre),,51-40,,
1:40.0,K. Oubre misses free throw 1 of 2,,51-40,,
1:40.0,Offensive rebound by Team,,51-40,,
1:40.0,K. Oubre makes free throw 2 of 2,1,52-40,,
1:27.0,,,52-42,2,D. Hilliard makes 2-pt shot from 6 ft
1:13.0,B. Jennings misses 2-pt shot from 20 ft,,52-42,,
1:13.0,,,52-42,,Defensive rebound by M. Morris
0:58.0,,,52-42,,H. Ellenson misses 3-pt shot from 27 ft
0:58.0,Defensive rebound by B. Beal,,52-42,,
0:50.0,B. Beal misses 3-pt shot from 26 ft,,52-42,,
0:49.0,,,52-42,,Defensive rebound by K. Caldwell-Pope
0:27.0,,,52-42,,M. Morris misses 2-pt shot from 1 ft
0:26.0,Defensive rebound by M. Morris,,52-42,,
0:03.0,B. Beal makes 3-pt shot from 24 ft (assist by M. Gortat),3,55-42,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,55-42,,H. Ellenson misses 2-pt shot from 1 ft
11:39.0,Defensive rebound by M. Morris,,55-42,,
11:22.0,M. Morris misses 2-pt shot from 6 ft,,55-42,,
11:22.0,Offensive rebound by K. Oubre,,55-42,,
11:22.0,Shooting foul by A. Drummond (drawn by K. Oubre),,55-42,,
11:22.0,K. Oubre makes free throw 1 of 2,1,56-42,,
11:22.0,K. Oubre makes free throw 2 of 2,1,57-42,,
11:06.0,,,57-42,,Turnover by H. Ellenson (bad pass; steal by K. Oubre)
10:50.0,B. Beal misses 3-pt shot from 27 ft,,57-42,,
10:50.0,,,57-42,,Defensive rebound by Team
10:32.0,,,57-44,2,M. Morris makes 2-pt shot from 1 ft
10:06.0,M. Morris misses 3-pt shot from 24 ft,,57-44,,
10:06.0,,,57-44,,Defensive rebound by I. Smith
9:58.0,,,57-46,2,M. Morris makes 2-pt shot from 15 ft (assist by K. Caldwell-Pope)
9:58.0,Washington full timeout,,57-46,,
9:42.0,Shooting foul by M. Morris (drawn by K. Oubre),,57-46,,
9:42.0,K. Oubre makes free throw 1 of 2,1,58-46,,
9:42.0,K. Oubre makes free throw 2 of 2,1,59-46,,
9:17.0,,,59-48,2,M. Morris makes 2-pt shot from 7 ft
9:01.0,B. Beal misses 3-pt shot from 27 ft,,59-48,,
9:01.0,Offensive rebound by M. Gortat,,59-48,,
8:54.0,M. Gortat misses 2-pt shot at rim,,59-48,,
8:54.0,,,59-48,,Defensive rebound by A. Drummond
8:50.0,,,59-50,2,I. Smith makes 2-pt shot at rim
8:38.0,M. Morris makes 2-pt shot from 6 ft,2,61-50,,
8:21.0,,,61-50,,K. Caldwell-Pope misses 3-pt shot from 25 ft
8:21.0,,,61-50,,Offensive rebound by A. Drummond
8:20.0,,,61-50,,Turnover by A. Drummond (traveling)
8:07.0,Turnover by M. Morris (bad pass; steal by A. Drummond),,61-50,,
8:00.0,,,61-52,2,M. Morris makes 2-pt shot from 1 ft (assist by I. Smith)
7:44.0,K. Oubre misses 2-pt shot from 18 ft,,61-52,,
7:43.0,Offensive rebound by M. Morris,,61-52,,
7:41.0,M. Morris makes 2-pt shot at rim,2,63-52,,
7:23.0,,,63-55,3,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by I. Smith)
7:21.0,,,63-55,,Personal foul by A. Drummond (drawn by M. Gortat)
7:21.0,,,63-55,,T. Harris enters the game for H. Ellenson
7:13.0,B. Beal makes 2-pt shot at rim,2,65-55,,
7:01.0,,,65-55,,Turnover by I. Smith (lost ball; steal by B. Jennings)
6:39.0,M. Morris misses 2-pt shot from 10 ft,,65-55,,
6:38.0,,,65-55,,Defensive rebound by M. Morris
6:27.0,,,65-55,,M. Morris misses 3-pt shot from 26 ft
6:27.0,Defensive rebound by M. Morris,,65-55,,
6:18.0,M. Morris makes 3-pt shot from 26 ft (assist by K. Oubre),3,68-55,,
6:11.0,,,68-55,,Detroit full timeout
6:11.0,,,68-55,,B. Marjanovic enters the game for A. Drummond
6:00.0,,,68-57,2,B. Marjanovic makes 2-pt shot at rim (assist by K. Caldwell-Pope)
5:31.0,M. Morris misses 2-pt shot from 4 ft,,68-57,,
5:30.0,Offensive rebound by M. Gortat,,68-57,,
5:28.0,M. Gortat makes 2-pt shot from 1 ft,2,70-57,,
5:14.0,,,70-57,,T. Harris misses 2-pt shot from 12 ft (block by B. Beal)
5:13.0,Defensive rebound by B. Beal,,70-57,,
4:58.0,B. Beal makes 2-pt shot from 16 ft (assist by M. Gortat),2,72-57,,
4:44.0,,,72-59,2,I. Smith makes 2-pt shot from 15 ft
4:29.0,M. Morris misses 3-pt shot from 24 ft,,72-59,,
4:29.0,,,72-59,,Defensive rebound by B. Marjanovic
4:22.0,,,72-59,,T. Harris misses 3-pt shot from 26 ft
4:22.0,,,72-59,,Offensive rebound by I. Smith
4:15.0,,,72-59,,M. Morris misses 3-pt shot from 24 ft
4:13.0,Defensive rebound by M. Morris,,72-59,,
4:11.0,Offensive foul by M. Gortat,,72-59,,
4:11.0,Turnover by M. Gortat (offensive foul),,72-59,,
4:11.0,,,72-59,,S. Johnson enters the game for M. Morris
4:11.0,I. Mahinmi enters the game for M. Gortat,,72-59,,
4:04.0,,,72-62,3,T. Harris makes 3-pt shot from 27 ft (assist by I. Smith)
3:46.0,Turnover by M. Morris (lost ball; steal by B. Marjanovic),,72-62,,
3:32.0,,,72-64,2,I. Smith makes 2-pt shot at rim
3:12.0,B. Beal makes 2-pt shot from 9 ft,2,74-64,,
3:01.0,,,74-64,,Shooting foul by I. Mahinmi (drawn by T. Harris)
3:01.0,,,74-65,1,T. Harris makes free throw 1 of 2
3:01.0,,,74-66,1,T. Harris makes free throw 2 of 2
3:01.0,T. Satoransky enters the game for B. Jennings,,74-65,,
3:01.0,J. Smith enters the game for M. Morris,,74-65,,
3:01.0,,,74-65,,D. Hilliard enters the game for I. Smith
2:35.0,K. Oubre misses 2-pt shot from 17 ft,,74-66,,
2:35.0,,,74-66,,Defensive rebound by K. Caldwell-Pope
2:31.0,,,74-66,,S. Johnson misses 2-pt shot from 5 ft (block by K. Oubre)
2:31.0,,,74-66,,Offensive rebound by Team
2:10.0,,,74-68,2,D. Hilliard makes 2-pt shot from 17 ft
1:59.0,,,74-68,,Personal foul by D. Hilliard (drawn by J. Smith)
1:49.0,B. Beal misses 2-pt shot from 15 ft,,74-68,,
1:48.0,,,74-68,,Defensive rebound by T. Harris
1:41.0,,,74-68,,D. Hilliard misses 3-pt shot from 26 ft
1:40.0,Defensive rebound by I. Mahinmi,,74-68,,
1:33.0,T. Satoransky makes 3-pt shot from 23 ft (assist by B. Beal),3,77-68,,
1:11.0,,,77-68,,T. Harris misses 2-pt shot from 8 ft
1:11.0,,,77-68,,Offensive rebound by B. Marjanovic
1:08.0,,,77-70,2,B. Marjanovic makes 2-pt shot at rim
0:51.0,I. Mahinmi makes 2-pt shot from 2 ft (assist by B. Beal),2,79-70,,
0:30.0,,,79-73,3,T. Harris makes 3-pt shot from 23 ft (assist by D. Hilliard)
0:03.0,J. Smith misses 3-pt shot from 23 ft,,79-73,,
0:02.0,,,79-73,,Defensive rebound by B. Marjanovic
0:01.0,,,79-73,,K. Caldwell-Pope misses 3-pt shot from 41 ft
0:00.0,,,79-73,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,79-73,,Personal foul by R. Bullock (drawn by J. Smith)
11:31.0,Turnover by I. Mahinmi (lost ball; steal by S. Johnson),,79-73,,
11:22.0,,,79-73,,B. Marjanovic misses 2-pt shot from 1 ft (block by I. Mahinmi)
11:20.0,Defensive rebound by B. Bogdanovic,,79-73,,
11:19.0,Turnover by B. Bogdanovic (traveling),,79-73,,
10:50.0,,,79-76,3,S. Johnson makes 3-pt shot from 30 ft (assist by R. Bullock)
10:24.0,B. Bogdanovic misses 2-pt shot from 17 ft,,79-76,,
10:24.0,,,79-76,,Defensive rebound by B. Marjanovic
10:18.0,,,79-76,,Turnover by D. Hilliard (bad pass; steal by I. Mahinmi)
10:16.0,,,79-76,,Personal foul by B. Marjanovic (drawn by K. Oubre)
10:07.0,Offensive foul by I. Mahinmi,,79-76,,
10:07.0,Turnover by I. Mahinmi (offensive foul),,79-76,,
9:48.0,,,79-79,3,R. Bullock makes 3-pt shot from 27 ft (assist by T. Harris)
9:32.0,T. Satoransky makes 2-pt shot from 18 ft,2,81-79,,
9:21.0,,,81-79,,Offensive foul by B. Marjanovic
9:21.0,,,81-79,,Turnover by B. Marjanovic (offensive foul)
9:08.0,K. Oubre misses 2-pt shot from 15 ft,,81-79,,
9:07.0,,,81-79,,Defensive rebound by T. Harris
8:55.0,,,81-79,,S. Johnson misses 3-pt shot from 24 ft (block by J. Smith)
8:54.0,Defensive rebound by J. Smith,,81-79,,
8:51.0,Turnover by T. Satoransky (bad pass; steal by T. Harris),,81-79,,
8:33.0,,,81-81,2,T. Harris makes 2-pt shot from 18 ft (assist by S. Johnson)
8:33.0,Washington full timeout,,81-81,,
8:16.0,J. Smith makes 2-pt shot from 17 ft (assist by T. Satoransky),2,83-81,,
7:59.0,,,83-81,,R. Bullock misses 3-pt shot from 24 ft
7:57.0,Defensive rebound by B. Bogdanovic,,83-81,,
7:46.0,T. Satoransky misses 2-pt shot from 10 ft,,83-81,,
7:45.0,,,83-81,,Defensive rebound by D. Hilliard
7:35.0,,,83-81,,T. Harris misses 3-pt shot from 25 ft
7:35.0,Defensive rebound by I. Mahinmi,,83-81,,
7:16.0,Shooting foul by D. Hilliard (drawn by T. Satoransky),,83-81,,
7:16.0,T. Satoransky makes free throw 1 of 2,1,84-81,,
7:16.0,T. Satoransky makes free throw 2 of 2,1,85-81,,
7:16.0,,,84-81,,I. Smith enters the game for D. Hilliard
6:52.0,,,85-84,3,S. Johnson makes 3-pt shot from 27 ft
6:37.0,B. Bogdanovic makes 3-pt shot from 27 ft (assist by T. Satoransky),3,88-84,,
6:07.0,,,88-84,,T. Harris misses 2-pt shot from 5 ft
6:07.0,Defensive rebound by J. Smith,,88-84,,
5:49.0,K. Oubre misses 2-pt shot from 1 ft,,88-84,,
5:49.0,,,88-84,,Defensive rebound by R. Bullock
5:39.0,,,88-86,2,S. Johnson makes 2-pt shot at rim
5:22.0,K. Oubre misses 2-pt shot at rim,,88-86,,
5:20.0,Offensive rebound by J. Smith,,88-86,,
5:13.0,I. Mahinmi makes 2-pt shot at rim (assist by T. Satoransky),2,90-86,,
4:49.0,,,90-88,2,I. Smith makes 2-pt shot from 17 ft
4:47.0,Washington full timeout,,90-88,,
4:47.0,Official timeout,,90-88,,
4:47.0,,,90-88,,J. Leuer enters the game for B. Marjanovic
4:47.0,B. Jennings enters the game for K. Oubre,,90-88,,
4:47.0,B. Beal enters the game for I. Mahinmi,,90-88,,
4:47.0,M. Morris enters the game for T. Satoransky,,90-88,,
4:35.0,B. Beal makes 2-pt shot at rim (assist by J. Smith),2,92-88,,
4:16.0,,,92-88,,S. Johnson misses 2-pt shot from 16 ft
4:16.0,Defensive rebound by M. Morris,,92-88,,
4:09.0,B. Beal makes 2-pt shot from 2 ft,2,94-88,,
4:09.0,,,94-88,,Detroit full timeout
3:52.0,,,94-88,,I. Smith misses 2-pt shot from 19 ft
3:51.0,Defensive rebound by B. Bogdanovic,,94-88,,
3:33.0,B. Beal misses 3-pt shot from 24 ft,,94-88,,
3:33.0,,,94-88,,Defensive rebound by T. Harris
3:25.0,,,94-88,,J. Leuer misses 2-pt shot at rim
3:25.0,Defensive rebound by B. Bogdanovic,,94-88,,
3:16.0,M. Morris makes 2-pt shot from 12 ft (assist by B. Jennings),2,96-88,,
3:05.0,Personal foul by M. Morris (drawn by I. Smith),,96-88,,
2:53.0,,,96-90,2,T. Harris makes 2-pt shot from 7 ft
2:53.0,,,96-90,,Shooting foul by B. Beal (drawn by T. Harris)
2:53.0,,,96-91,1,T. Harris makes free throw 1 of 1
2:34.0,M. Morris misses 2-pt shot from 8 ft,,96-91,,
2:33.0,,,96-91,,Defensive rebound by R. Bullock
2:27.0,,,96-94,3,T. Harris makes 3-pt shot from 26 ft (assist by R. Bullock)
2:13.0,K. Oubre enters the game for B. Bogdanovic,,96-94,,
2:01.0,M. Morris makes 2-pt shot from 9 ft,2,98-94,,
1:41.0,,,98-94,,Turnover by S. Johnson (lost ball; steal by B. Jennings)
1:36.0,Turnover by J. Smith (lost ball),,98-94,,
1:25.0,,,98-97,3,R. Bullock makes 3-pt shot from 26 ft (assist by I. Smith)
1:14.0,,,98-97,,Personal foul by J. Leuer (drawn by M. Morris)
1:03.0,M. Morris makes 2-pt shot from 15 ft,2,100-97,,
0:54.0,,,100-97,,T. Harris misses 3-pt shot from 24 ft
0:54.0,Defensive rebound by Team,,100-97,,
0:34.0,B. Beal makes 2-pt shot at rim (assist by M. Morris),2,102-97,,
0:34.0,Shooting foul by S. Johnson (drawn by B. Beal),,102-97,,
0:34.0,B. Beal makes free throw 1 of 1,1,103-97,,
0:34.0,,,103-97,,Detroit full timeout
0:34.0,,,103-97,,B. Marjanovic enters the game for J. Leuer
0:27.0,,,103-99,2,T. Harris makes 2-pt shot from 5 ft
0:24.0,Turnover by M. Morris (bad pass),,103-99,,
0:24.0,,,103-99,,Detroit full timeout
0:19.0,,,103-101,2,B. Marjanovic makes 2-pt shot at rim (assist by T. Harris)
0:16.0,,,103-101,,Personal foul by S. Johnson (drawn by B. Beal)
0:16.0,B. Beal makes free throw 1 of 2,1,104-101,,
0:16.0,B. Beal makes free throw 2 of 2,1,105-101,,
0:05.0,,,105-101,,I. Smith misses 3-pt shot from 26 ft
0:03.0,Defensive rebound by K. Oubre,,105-101,,
