time,Portland,pts.away,score,pts.home,Dallas
4:14.0,Turnover by E. Davis (offensive foul),,19-16,,
3:58.0,,,19-16,,W. Matthews misses 2-pt shot from 3 ft
3:57.0,Defensive rebound by E. Davis,,19-16,,
3:46.0,A. Crabbe misses 3-pt shot from 23 ft,,19-16,,
3:44.0,,,19-16,,Defensive rebound by D. Williams
3:41.0,,,19-19,3,S. Curry makes 3-pt shot from 23 ft (assist by D. Williams)
3:19.0,Turnover by E. Turner (bad pass; steal by D. Powell),,19-19,,
3:06.0,,,19-19,,D. Williams misses 3-pt shot from 25 ft
3:05.0,Defensive rebound by E. Turner,,19-19,,
2:57.0,D. Lillard misses 2-pt shot from 3 ft,,19-19,,
2:56.0,,,19-19,,Defensive rebound by H. Barnes
2:48.0,,,19-22,3,W. Matthews makes 3-pt shot from 25 ft (assist by S. Curry)
2:27.0,Turnover by E. Turner (lost ball),,19-22,,
2:27.0,C. McCollum enters the game for D. Lillard,,19-22,,
2:01.0,,,19-22,,S. Curry misses 2-pt shot from 22 ft
2:00.0,Defensive rebound by A. Crabbe,,19-22,,
1:53.0,C. McCollum misses 3-pt shot from 25 ft,,19-22,,
1:52.0,Offensive rebound by C. McCollum,,19-22,,
1:44.0,M. Harkless misses 2-pt shot from 1 ft,,19-22,,
1:42.0,,,19-22,,Defensive rebound by H. Barnes
1:33.0,,,19-22,,S. Curry misses 3-pt shot from 25 ft
1:33.0,,,19-22,,Offensive rebound by H. Barnes
1:33.0,,,19-24,2,H. Barnes makes 2-pt shot at rim
1:11.0,Turnover by A. Crabbe (bad pass; steal by D. Williams),,19-24,,
1:01.0,,,19-24,,H. Barnes misses 3-pt shot from 24 ft
1:00.0,Defensive rebound by Team,,19-24,,
1:00.0,,,19-24,,D. Nowitzki enters the game for H. Barnes
1:00.0,,,19-24,,J. Barea enters the game for W. Matthews
1:00.0,,,19-24,,J. Anderson enters the game for D. Williams
1:00.0,A. Aminu enters the game for M. Harkless,,19-24,,
0:43.0,E. Davis makes 2-pt shot at rim (assist by A. Aminu),2,21-24,,
0:31.0,,,21-26,2,J. Barea makes 2-pt shot from 9 ft
0:11.0,C. McCollum makes 2-pt shot from 17 ft,2,23-26,,
0:08.0,Personal take foul by C. McCollum,,23-26,,
0:08.0,S. Napier enters the game for C. McCollum,,23-26,,
0:02.0,,,23-26,,Turnover by J. Barea (lost ball; steal by A. Aminu)
0:00.0,S. Napier makes 3-pt shot from 32 ft,3,26-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,26-26,,S. Curry misses 3-pt shot from 25 ft
11:40.0,Defensive rebound by S. Napier,,26-26,,
11:33.0,Shooting foul by J. Anderson (drawn by E. Davis),,26-26,,
11:33.0,E. Davis misses free throw 1 of 2,,26-26,,
11:33.0,Offensive rebound by Team,,26-26,,
11:33.0,E. Davis misses free throw 2 of 2,,26-26,,
11:32.0,,,26-26,,Defensive rebound by D. Nowitzki
11:21.0,,,26-29,3,J. Barea makes 3-pt shot from 25 ft
11:08.0,A. Aminu makes 2-pt shot from 2 ft,2,28-29,,
10:50.0,Personal block foul by E. Davis (drawn by D. Nowitzki),,28-29,,
10:36.0,,,28-32,3,J. Barea makes 3-pt shot from 26 ft
10:11.0,E. Turner misses 2-pt shot from 14 ft,,28-32,,
10:11.0,Offensive rebound by E. Davis,,28-32,,
10:11.0,,,28-32,,Loose ball foul by S. Curry (drawn by E. Davis)
10:04.0,A. Crabbe misses 2-pt shot from 16 ft,,28-32,,
10:02.0,,,28-32,,Defensive rebound by D. Nowitzki
9:52.0,,,28-32,,J. Barea misses 3-pt shot from 26 ft
9:52.0,,,28-32,,Offensive rebound by D. Powell
9:52.0,Personal foul by A. Crabbe (drawn by D. Powell),,28-32,,
9:37.0,,,28-32,,D. Powell misses 2-pt shot from 19 ft
9:36.0,Defensive rebound by E. Turner,,28-32,,
9:21.0,S. Napier misses 3-pt shot from 24 ft,,28-32,,
9:20.0,,,28-32,,Defensive rebound by D. Powell
9:09.0,,,28-34,2,D. Nowitzki makes 2-pt shot from 11 ft
9:09.0,,,28-34,,Shooting foul by E. Turner (drawn by D. Nowitzki)
9:09.0,,,28-35,1,D. Nowitzki makes free throw 1 of 1
8:43.0,A. Aminu makes 3-pt shot from 23 ft (assist by A. Crabbe),3,31-35,,
8:23.0,,,31-35,,D. Nowitzki misses 2-pt shot from 13 ft
8:22.0,Defensive rebound by S. Napier,,31-35,,
8:16.0,E. Turner misses 2-pt shot from 17 ft,,31-35,,
8:15.0,Offensive rebound by E. Davis,,31-35,,
8:07.0,A. Crabbe makes 2-pt shot from 21 ft (assist by S. Napier),2,33-35,,
8:07.0,,,33-35,,Dallas full timeout
8:07.0,,,33-35,,D. Williams enters the game for D. Nowitzki
8:07.0,,,33-35,,Q. Acy enters the game for J. Barea
8:06.0,C. McCollum enters the game for E. Davis,,33-35,,
8:06.0,M. Plumlee enters the game for S. Napier,,33-35,,
7:54.0,,,33-37,2,D. Powell makes 2-pt shot from 19 ft (assist by D. Williams)
7:38.0,Shooting foul by D. Powell (drawn by M. Plumlee),,33-37,,
7:38.0,M. Plumlee makes free throw 1 of 2,1,34-37,,
7:38.0,M. Plumlee makes free throw 2 of 2,1,35-37,,
7:38.0,M. Harkless enters the game for A. Aminu,,34-37,,
7:29.0,Personal foul by C. McCollum (drawn by D. Williams),,35-37,,
7:29.0,D. Lillard enters the game for C. McCollum,,35-37,,
7:29.0,,,35-37,,W. Matthews enters the game for S. Curry
7:16.0,Shooting block foul by E. Turner (drawn by D. Powell),,35-37,,
7:16.0,,,35-38,1,D. Powell makes free throw 1 of 2
7:16.0,,,35-38,,D. Powell misses free throw 2 of 2
7:15.0,Defensive rebound by E. Turner,,35-38,,
7:07.0,D. Lillard makes 2-pt shot from 2 ft,2,37-38,,
6:53.0,,,37-38,,D. Williams misses 3-pt shot from 25 ft
6:52.0,Defensive rebound by E. Turner,,37-38,,
6:46.0,,,37-38,,Shooting block foul by J. Anderson (drawn by E. Turner)
6:46.0,E. Turner makes free throw 1 of 2,1,38-38,,
6:46.0,E. Turner makes free throw 2 of 2,1,39-38,,
6:46.0,,,38-38,,H. Barnes enters the game for J. Anderson
6:29.0,,,39-38,,Turnover by W. Matthews (lost ball; steal by A. Crabbe)
6:27.0,,,39-38,,Personal take foul by D. Williams (drawn by D. Lillard)
6:27.0,D. Lillard makes free throw 1 of 2,1,40-38,,
6:27.0,D. Lillard misses free throw 2 of 2,,40-38,,
6:27.0,,,40-38,,J. Anderson enters the game for W. Matthews
6:26.0,,,40-38,,Defensive rebound by D. Powell
6:16.0,,,40-40,2,D. Williams makes 2-pt shot from 4 ft
6:06.0,Shooting foul by D. Powell (drawn by M. Plumlee),,40-40,,
6:06.0,M. Plumlee makes free throw 1 of 2,1,41-40,,
6:06.0,M. Plumlee makes free throw 2 of 2,1,42-40,,
6:06.0,,,41-40,,W. Matthews enters the game for Q. Acy
5:55.0,,,42-40,,J. Anderson misses 3-pt shot from 24 ft
5:54.0,Defensive rebound by A. Crabbe,,42-40,,
5:48.0,D. Lillard makes 2-pt shot from 1 ft,2,44-40,,
5:48.0,Shooting foul by W. Matthews (drawn by D. Lillard),,44-40,,
5:48.0,Official timeout,,44-40,,
5:48.0,D. Lillard makes free throw 1 of 1,1,45-40,,
5:36.0,,,45-42,2,H. Barnes makes 2-pt shot from 1 ft (assist by D. Powell)
5:18.0,M. Plumlee makes 2-pt shot at rim (assist by D. Lillard),2,47-42,,
5:02.0,,,47-42,,Turnover by H. Barnes (bad pass; steal by M. Plumlee)
4:50.0,A. Crabbe makes 2-pt shot from 20 ft (assist by D. Lillard),2,49-42,,
4:48.0,,,49-42,,Dallas full timeout
4:48.0,,,49-42,,D. Nowitzki enters the game for D. Powell
4:48.0,,,49-42,,J. Barea enters the game for J. Anderson
4:48.0,A. Aminu enters the game for E. Turner,,49-42,,
4:31.0,,,49-42,,D. Williams misses 2-pt shot from 16 ft
4:30.0,Defensive rebound by A. Crabbe,,49-42,,
4:24.0,Shooting foul by H. Barnes (drawn by D. Lillard),,49-42,,
4:24.0,D. Lillard makes free throw 1 of 2,1,50-42,,
4:24.0,D. Lillard makes free throw 2 of 2,1,51-42,,
4:11.0,,,51-45,3,H. Barnes makes 3-pt shot from 25 ft (assist by J. Barea)
3:53.0,A. Crabbe misses 3-pt shot from 23 ft,,51-45,,
3:52.0,,,51-45,,Defensive rebound by D. Williams
3:32.0,,,51-45,,J. Barea misses 2-pt shot from 1 ft
3:31.0,Defensive rebound by A. Aminu,,51-45,,
3:24.0,D. Lillard misses 2-pt shot from 1 ft,,51-45,,
3:22.0,,,51-45,,Defensive rebound by D. Nowitzki
3:16.0,,,51-45,,H. Barnes misses 3-pt shot from 25 ft
3:16.0,Defensive rebound by A. Crabbe,,51-45,,
2:58.0,M. Harkless makes 2-pt shot from 5 ft,2,53-45,,
2:44.0,,,53-45,,D. Nowitzki misses 2-pt shot from 16 ft
2:43.0,Defensive rebound by A. Crabbe,,53-45,,
2:35.0,,,53-45,,Personal block foul by W. Matthews (drawn by D. Lillard)
2:35.0,Portland full timeout,,53-45,,
2:35.0,D. Lillard makes free throw 1 of 2,1,54-45,,
2:35.0,D. Lillard makes free throw 2 of 2,1,55-45,,
2:35.0,,,53-45,,Q. Acy enters the game for W. Matthews
2:21.0,,,55-47,2,Q. Acy makes 2-pt shot at rim (assist by J. Barea)
2:01.0,M. Harkless misses 3-pt shot from 25 ft,,55-47,,
2:00.0,,,55-47,,Defensive rebound by D. Nowitzki
1:45.0,,,55-49,2,H. Barnes makes 2-pt shot from 2 ft (assist by D. Nowitzki)
1:22.0,A. Aminu misses 3-pt shot from 24 ft,,55-49,,
1:21.0,,,55-49,,Defensive rebound by D. Nowitzki
1:13.0,,,55-52,3,J. Barea makes 3-pt shot from 25 ft
0:53.0,A. Crabbe misses 2-pt shot from 22 ft,,55-52,,
0:52.0,,,55-52,,Defensive rebound by Q. Acy
0:33.0,,,55-52,,D. Nowitzki misses 2-pt shot from 10 ft
0:32.0,Defensive rebound by D. Lillard,,55-52,,
0:22.0,A. Aminu misses 3-pt shot from 25 ft,,55-52,,
0:21.0,,,55-52,,Defensive rebound by H. Barnes
0:02.0,,,55-52,,D. Williams misses 2-pt shot from 5 ft
0:01.0,,,55-52,,Offensive rebound by Q. Acy
0:00.0,,,55-52,,Q. Acy misses 2-pt shot from 3 ft
0:00.0,,,55-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,55-52,,D. Williams misses 3-pt shot from 25 ft
11:45.0,Defensive rebound by C. McCollum,,55-52,,
11:22.0,A. Aminu makes 3-pt shot from 24 ft (assist by M. Harkless),3,58-52,,
11:10.0,,,58-52,,J. Barea misses 2-pt shot from 7 ft
11:09.0,,,58-52,,Offensive rebound by D. Powell
11:02.0,,,58-52,,Turnover by J. Barea (bad pass; steal by M. Plumlee)
10:50.0,C. McCollum misses 3-pt shot from 25 ft,,58-52,,
10:49.0,,,58-52,,Defensive rebound by D. Powell
10:37.0,,,58-52,,H. Barnes misses 2-pt shot from 15 ft
10:37.0,Defensive rebound by M. Plumlee,,58-52,,
10:26.0,D. Lillard makes 3-pt shot from 25 ft (assist by M. Plumlee),3,61-52,,
10:08.0,,,61-54,2,D. Williams makes 2-pt shot from 19 ft
9:54.0,D. Lillard misses 2-pt shot from 20 ft,,61-54,,
9:53.0,,,61-54,,Defensive rebound by H. Barnes
9:38.0,,,61-54,,Shooting foul by C. McCollum
9:38.0,,,61-55,1,J. Barea makes free throw 1 of 2
9:38.0,,,61-56,1,J. Barea makes free throw 2 of 2
9:38.0,S. Napier enters the game for C. McCollum,,61-55,,
9:24.0,M. Harkless makes 2-pt shot from 1 ft (assist by A. Aminu),2,63-56,,
9:06.0,,,63-58,2,H. Barnes makes 2-pt shot from 20 ft (assist by D. Powell)
8:46.0,M. Harkless makes 3-pt shot from 24 ft (assist by M. Plumlee),3,66-58,,
8:26.0,,,66-58,,J. Barea misses 3-pt shot from 25 ft
8:25.0,Defensive rebound by M. Plumlee,,66-58,,
8:18.0,D. Lillard makes 3-pt shot from 26 ft,3,69-58,,
8:18.0,,,69-58,,Dallas full timeout
8:00.0,,,69-58,,Offensive foul by W. Matthews
8:00.0,,,69-58,,Turnover by W. Matthews (offensive foul)
7:41.0,D. Lillard makes 3-pt shot from 34 ft,3,72-58,,
7:18.0,,,72-58,,Shooting foul by S. Napier
7:18.0,,,72-59,1,J. Barea makes free throw 1 of 2
7:18.0,,,72-60,1,J. Barea makes free throw 2 of 2
7:18.0,,,72-59,,S. Mejri enters the game for D. Powell
7:04.0,D. Lillard makes 3-pt shot from 34 ft,3,75-60,,
6:45.0,,,75-60,,H. Barnes misses 3-pt shot from 23 ft
6:44.0,Defensive rebound by D. Lillard,,75-60,,
6:39.0,,,75-60,,Personal foul by W. Matthews (drawn by D. Lillard)
6:39.0,,,75-60,,S. Curry enters the game for J. Barea
6:38.0,,,75-60,,J. Anderson enters the game for W. Matthews
6:32.0,D. Lillard misses 2-pt shot from 5 ft,,75-60,,
6:31.0,,,75-60,,Defensive rebound by S. Mejri
6:22.0,,,75-62,2,S. Mejri makes 2-pt shot from 1 ft (assist by D. Williams)
5:57.0,A. Aminu makes 3-pt shot from 26 ft (assist by S. Napier),3,78-62,,
5:44.0,,,78-62,,S. Curry misses 3-pt shot from 23 ft
5:42.0,Defensive rebound by D. Lillard,,78-62,,
5:26.0,M. Harkless misses 2-pt shot from 22 ft,,78-62,,
5:25.0,,,78-62,,Defensive rebound by D. Williams
5:16.0,,,78-62,,Shooting foul by A. Aminu (drawn by D. Williams)
5:16.0,,,78-62,,D. Williams misses free throw 1 of 2
5:16.0,,,78-62,,Offensive rebound by Team
5:16.0,,,78-63,1,D. Williams makes free throw 2 of 2
5:16.0,A. Crabbe enters the game for S. Napier,,78-62,,
5:16.0,E. Turner enters the game for M. Harkless,,78-62,,
4:55.0,M. Plumlee misses 2-pt shot from 7 ft,,78-63,,
4:53.0,Offensive rebound by A. Aminu,,78-63,,
4:52.0,A. Aminu misses 2-pt shot from 2 ft,,78-63,,
4:51.0,Offensive rebound by A. Aminu,,78-63,,
4:51.0,A. Aminu misses 2-pt shot from 1 ft,,78-63,,
4:51.0,,,78-63,,Defensive rebound by Team
4:41.0,,,78-63,,D. Williams misses 3-pt shot from 25 ft
4:40.0,,,78-63,,Offensive rebound by J. Anderson
4:38.0,,,78-65,2,J. Anderson makes 2-pt shot from 2 ft
4:20.0,Offensive foul by A. Crabbe,,78-65,,
4:20.0,Turnover by A. Crabbe (offensive foul),,78-65,,
4:09.0,,,78-67,2,J. Anderson makes 2-pt shot from 6 ft
4:09.0,Portland full timeout,,78-67,,
4:09.0,M. Leonard enters the game for M. Plumlee,,78-67,,
3:56.0,,,78-67,,Personal foul by S. Mejri (drawn by D. Lillard)
3:49.0,Turnover by A. Crabbe (bad pass; steal by S. Curry),,78-67,,
3:45.0,,,78-67,,D. Williams misses 2-pt shot from 2 ft
3:44.0,Defensive rebound by A. Aminu,,78-67,,
3:41.0,Turnover by A. Aminu (lost ball; steal by D. Williams),,78-67,,
3:26.0,,,78-67,,D. Williams misses 3-pt shot from 24 ft
3:25.0,,,78-67,,Offensive rebound by S. Curry
3:24.0,,,78-67,,S. Curry misses 2-pt shot from 4 ft
3:23.0,Defensive rebound by A. Crabbe,,78-67,,
3:11.0,E. Turner misses 2-pt shot from 15 ft,,78-67,,
3:10.0,,,78-67,,Defensive rebound by S. Mejri
3:05.0,Shooting block foul by D. Lillard (drawn by D. Williams),,78-67,,
3:05.0,,,78-68,1,D. Williams makes free throw 1 of 2
3:05.0,,,78-69,1,D. Williams makes free throw 2 of 2
3:05.0,C. McCollum enters the game for D. Lillard,,78-68,,
2:47.0,Turnover by E. Turner (traveling),,78-69,,
2:30.0,,,78-69,,H. Barnes misses 2-pt shot from 19 ft
2:29.0,Defensive rebound by E. Turner,,78-69,,
2:16.0,A. Crabbe misses 3-pt shot from 23 ft,,78-69,,
2:15.0,,,78-69,,Defensive rebound by S. Mejri
2:06.0,,,78-69,,D. Williams misses 2-pt shot from 16 ft
2:05.0,Defensive rebound by Team,,78-69,,
2:05.0,,,78-69,,J. Barea enters the game for D. Williams
2:05.0,,,78-69,,Q. Acy enters the game for H. Barnes
1:52.0,M. Leonard misses 2-pt shot from 16 ft,,78-69,,
1:51.0,,,78-69,,Defensive rebound by S. Curry
1:40.0,,,78-69,,Turnover by Q. Acy (bad pass; steal by A. Crabbe)
1:33.0,A. Aminu misses 2-pt shot from 1 ft (block by J. Anderson),,78-69,,
1:31.0,Offensive rebound by A. Aminu,,78-69,,
1:31.0,Shooting foul by S. Mejri (drawn by A. Aminu),,78-69,,
1:31.0,A. Aminu misses free throw 1 of 2,,78-69,,
1:31.0,Offensive rebound by Team,,78-69,,
1:31.0,A. Aminu makes free throw 2 of 2,1,79-69,,
1:18.0,,,79-72,3,J. Barea makes 3-pt shot from 25 ft
1:00.0,C. McCollum misses 3-pt shot from 26 ft,,79-72,,
1:00.0,,,79-72,,Defensive rebound by S. Mejri
0:40.0,,,79-74,2,S. Mejri makes 2-pt shot from 3 ft (assist by J. Barea)
0:34.0,Offensive foul by M. Leonard,,79-74,,
0:34.0,Turnover by M. Leonard (offensive foul),,79-74,,
0:34.0,M. Harkless enters the game for A. Aminu,,79-74,,
0:23.0,,,79-76,2,S. Curry makes 2-pt shot from 19 ft
0:01.0,C. McCollum misses 2-pt shot from 7 ft,,79-76,,
0:00.0,,,79-76,,Defensive rebound by Q. Acy
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,E. Turner misses 2-pt shot from 6 ft,,79-76,,
11:40.0,,,79-76,,Defensive rebound by S. Mejri
11:24.0,,,79-78,2,S. Mejri makes 2-pt shot at rim (assist by J. Barea)
11:02.0,Offensive charge foul by C. McCollum,,79-78,,
11:02.0,Turnover by C. McCollum (offensive foul),,79-78,,
11:02.0,D. Lillard enters the game for C. McCollum,,79-78,,
10:51.0,,,79-78,,Q. Acy misses 3-pt shot from 25 ft
10:50.0,,,79-78,,Offensive rebound by Team
10:36.0,,,79-78,,J. Barea misses 2-pt shot from 5 ft
10:35.0,Defensive rebound by D. Lillard,,79-78,,
10:30.0,A. Crabbe misses 3-pt shot from 23 ft,,79-78,,
10:29.0,,,79-78,,Defensive rebound by J. Anderson
10:13.0,,,79-78,,J. Anderson misses 2-pt shot from 11 ft
10:13.0,Defensive rebound by Team,,79-78,,
10:13.0,,,79-78,,Loose ball foul by Q. Acy (drawn by M. Harkless)
9:55.0,D. Lillard makes 2-pt shot from 16 ft,2,81-78,,
9:44.0,,,81-78,,J. Barea misses 2-pt shot from 17 ft
9:43.0,Defensive rebound by E. Turner,,81-78,,
9:43.0,,,81-78,,Personal foul by S. Mejri (drawn by E. Turner)
9:28.0,D. Lillard makes 2-pt shot from 19 ft (assist by A. Crabbe),2,83-78,,
9:28.0,,,83-78,,Dallas full timeout
9:28.0,,,83-78,,D. Williams enters the game for J. Barea
9:18.0,,,83-80,2,J. Anderson makes 2-pt shot from 1 ft (assist by D. Williams)
8:56.0,E. Turner makes 3-pt shot from 23 ft (assist by M. Harkless),3,86-80,,
8:30.0,,,86-80,,Turnover by Team (shot clock)
8:18.0,D. Lillard makes 3-pt shot from 27 ft,3,89-80,,
8:09.0,,,89-80,,Dallas full timeout
8:09.0,,,89-80,,D. Powell enters the game for J. Anderson
8:09.0,,,89-80,,W. Matthews enters the game for Q. Acy
8:09.0,,,89-80,,H. Barnes enters the game for S. Mejri
8:06.0,,,89-80,,Turnover by S. Curry (bad pass)
7:50.0,E. Turner misses 3-pt shot from 23 ft,,89-80,,
7:49.0,,,89-80,,Defensive rebound by D. Powell
7:42.0,,,89-80,,D. Williams misses 2-pt shot from 1 ft (block by M. Plumlee)
7:42.0,,,89-80,,Offensive rebound by Team
7:38.0,,,89-80,,H. Barnes misses 2-pt shot from 18 ft
7:37.0,,,89-80,,Offensive rebound by H. Barnes
7:30.0,,,89-80,,D. Williams misses 3-pt shot from 25 ft
7:28.0,Defensive rebound by E. Turner,,89-80,,
7:19.0,Shooting foul by S. Curry (drawn by D. Lillard),,89-80,,
7:19.0,D. Lillard makes free throw 1 of 2,1,90-80,,
7:19.0,D. Lillard makes free throw 2 of 2,1,91-80,,
7:19.0,C. McCollum enters the game for A. Crabbe,,90-80,,
7:19.0,A. Aminu enters the game for M. Harkless,,90-80,,
7:04.0,,,91-83,3,S. Curry makes 3-pt shot from 26 ft (assist by D. Williams)
6:44.0,A. Aminu misses 2-pt shot from 6 ft,,91-83,,
6:43.0,,,91-83,,Defensive rebound by D. Powell
6:32.0,,,91-85,2,H. Barnes makes 2-pt shot from 8 ft (assist by D. Powell)
6:31.0,Portland full timeout,,91-85,,
6:09.0,E. Turner misses 2-pt shot from 8 ft (block by D. Powell),,91-85,,
6:08.0,Offensive rebound by Team,,91-85,,
6:06.0,M. Plumlee misses 2-pt shot from 18 ft,,91-85,,
6:05.0,,,91-85,,Defensive rebound by S. Curry
5:47.0,,,91-85,,W. Matthews misses 2-pt shot from 3 ft
5:46.0,Defensive rebound by C. McCollum,,91-85,,
5:39.0,M. Plumlee makes 2-pt shot from 1 ft (assist by C. McCollum),2,93-85,,
5:25.0,A. Crabbe enters the game for E. Turner,,93-85,,
5:16.0,,,93-85,,Turnover by H. Barnes (bad pass; steal by A. Crabbe)
5:01.0,A. Crabbe misses 3-pt shot from 24 ft,,93-85,,
5:00.0,,,93-85,,Defensive rebound by D. Williams
4:53.0,Shooting block foul by M. Plumlee (drawn by D. Powell),,93-85,,
4:53.0,,,93-86,1,D. Powell makes free throw 1 of 2
4:53.0,,,93-87,1,D. Powell makes free throw 2 of 2
4:53.0,,,93-86,,J. Barea enters the game for S. Curry
4:35.0,C. McCollum makes 2-pt shot from 2 ft,2,95-87,,
4:33.0,Violation by Team (jump ball),,95-87,,
4:19.0,,,95-87,,W. Matthews misses 2-pt shot from 18 ft
4:18.0,Defensive rebound by A. Aminu,,95-87,,
4:08.0,D. Lillard makes 2-pt shot from 16 ft,2,97-87,,
4:07.0,,,97-87,,Dallas full timeout
3:49.0,,,97-89,2,D. Powell makes 2-pt shot from 19 ft (assist by J. Barea)
3:27.0,C. McCollum misses 2-pt shot from 10 ft,,97-89,,
3:26.0,,,97-89,,Defensive rebound by H. Barnes
3:07.0,,,97-91,2,H. Barnes makes 2-pt shot from 1 ft
2:46.0,A. Aminu misses 3-pt shot from 23 ft,,97-91,,
2:46.0,,,97-91,,Defensive rebound by D. Powell
