time,Dallas,pts.away,score,pts.home,San Antonio
6:36.0,,,12-9,1,K. Leonard makes free throw 1 of 1
6:15.0,S. Curry makes 2-pt shot from 1 ft,2,14-9,,
5:57.0,,,14-12,3,P. Gasol makes 3-pt shot from 25 ft (assist by D. Murray)
5:41.0,W. Matthews makes 2-pt shot from 19 ft,2,16-12,,
5:39.0,,,16-12,,San Antonio full timeout
5:39.0,,,16-12,,P. Mills enters the game for D. Murray
5:39.0,,,16-12,,D. Lee enters the game for P. Gasol
5:39.0,D. Powell enters the game for H. Barnes,,16-12,,
5:28.0,,,16-14,2,K. Leonard makes 2-pt shot from 4 ft (assist by D. Lee)
5:06.0,D. Finney-Smith makes 2-pt shot from 1 ft (assist by S. Curry),2,18-14,,
4:54.0,,,18-14,,D. Lee misses 2-pt shot from 7 ft
4:53.0,,,18-14,,Offensive rebound by K. Leonard
4:50.0,,,18-14,,K. Leonard misses 2-pt shot from 1 ft
4:49.0,,,18-14,,Offensive rebound by K. Leonard
4:46.0,,,18-17,3,D. Bertans makes 3-pt shot from 24 ft (assist by K. Leonard)
4:33.0,D. Powell misses 2-pt shot from 19 ft,,18-17,,
4:32.0,,,18-17,,Defensive rebound by K. Leonard
4:29.0,Personal foul by S. Mejri (drawn by K. Leonard),,18-17,,
4:29.0,,,18-17,,M. Ginobili enters the game for D. Green
4:29.0,,,18-17,,K. Anderson enters the game for D. Bertans
4:29.0,H. Barnes enters the game for S. Mejri,,18-17,,
4:29.0,J. Anderson enters the game for D. Finney-Smith,,18-17,,
4:29.0,,,18-17,,Turnover by P. Mills (offensive foul)
4:29.0,,,18-17,,Offensive foul by P. Mills
4:05.0,W. Matthews misses 3-pt shot from 23 ft,,18-17,,
4:05.0,Offensive rebound by J. Anderson,,18-17,,
4:00.0,J. Anderson makes 2-pt shot at rim,2,20-17,,
3:42.0,,,20-17,,D. Lee misses 2-pt shot from 8 ft
3:41.0,Defensive rebound by D. Powell,,20-17,,
3:28.0,J. Anderson misses 3-pt shot from 24 ft,,20-17,,
3:28.0,,,20-17,,Defensive rebound by K. Leonard
3:17.0,,,20-19,2,K. Leonard makes 2-pt shot from 17 ft
3:17.0,,,20-19,,Shooting foul by S. Curry (drawn by K. Leonard)
3:17.0,Dallas full timeout,,20-19,,
3:17.0,,,20-20,1,K. Leonard makes free throw 1 of 1
3:17.0,J. Gibson enters the game for S. Curry,,20-19,,
3:01.0,H. Barnes makes 2-pt shot at rim (assist by J. Gibson),2,22-20,,
2:39.0,,,22-20,,K. Leonard misses 2-pt shot from 18 ft
2:39.0,Defensive rebound by J. Anderson,,22-20,,
2:31.0,J. Gibson misses 2-pt shot from 18 ft,,22-20,,
2:28.0,,,22-20,,Defensive rebound by K. Anderson
2:13.0,,,22-22,2,D. Lee makes 2-pt shot at rim (assist by M. Ginobili)
1:54.0,W. Matthews misses 2-pt shot from 2 ft,,22-22,,
1:53.0,Offensive rebound by D. Powell,,22-22,,
1:38.0,H. Barnes makes 2-pt shot from 19 ft,2,24-22,,
1:27.0,Violation by D. Powell (kicked ball),,24-22,,
1:27.0,N. Brussino enters the game for W. Matthews,,24-22,,
1:27.0,,,24-22,,J. Simmons enters the game for K. Leonard
1:13.0,,,24-22,,M. Ginobili misses 2-pt shot at rim
1:12.0,Defensive rebound by J. Anderson,,24-22,,
0:54.0,H. Barnes makes 2-pt shot at rim,2,26-22,,
0:43.0,Personal foul by N. Brussino,,26-22,,
0:43.0,,,26-23,1,P. Mills makes free throw 1 of 2
0:43.0,,,26-24,1,P. Mills makes free throw 2 of 2
0:33.0,J. Gibson makes 2-pt shot from 16 ft,2,28-24,,
0:12.0,,,28-24,,Turnover by M. Ginobili (lost ball; steal by D. Powell)
0:07.0,Turnover by J. Anderson (lost ball; steal by P. Mills),,28-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,J. Anderson misses 2-pt shot from 4 ft,,28-24,,
11:41.0,,,28-24,,Defensive rebound by D. Lee
11:29.0,,,28-24,,D. Lee misses 2-pt shot from 2 ft
11:29.0,Defensive rebound by Team,,28-24,,
11:07.0,Turnover by J. Anderson (traveling),,28-24,,
11:07.0,,,28-24,,P. Gasol enters the game for D. Lee
10:55.0,,,28-24,,Turnover by M. Ginobili (bad pass; steal by J. Gibson)
10:48.0,S. Curry makes 3-pt shot from 24 ft (assist by J. Gibson),3,31-24,,
10:37.0,,,31-26,2,P. Mills makes 2-pt shot from 2 ft (assist by P. Gasol)
10:23.0,J. Anderson misses 3-pt shot from 26 ft,,31-26,,
10:23.0,,,31-26,,Defensive rebound by J. Simmons
10:13.0,Personal foul by N. Brussino (drawn by P. Gasol),,31-26,,
10:13.0,,,31-26,,D. Green enters the game for K. Anderson
10:07.0,,,31-26,,Turnover by P. Mills (bad pass; steal by S. Curry)
10:01.0,S. Curry misses 3-pt shot from 24 ft,,31-26,,
9:57.0,,,31-26,,Defensive rebound by P. Mills
9:51.0,,,31-26,,P. Gasol misses 2-pt shot from 1 ft
9:50.0,Defensive rebound by Team,,31-26,,
9:50.0,,,31-26,,D. Bertans enters the game for M. Ginobili
9:41.0,Shooting foul by J. Simmons (drawn by J. Anderson),,31-26,,
9:41.0,J. Anderson misses free throw 1 of 2,,31-26,,
9:41.0,Offensive rebound by Team,,31-26,,
9:41.0,J. Anderson makes free throw 2 of 2,1,32-26,,
9:41.0,,,31-26,,D. Murray enters the game for P. Mills
9:28.0,Personal foul by D. Powell (drawn by P. Gasol),,32-26,,
9:23.0,,,32-28,2,D. Green makes 2-pt shot from 16 ft (assist by D. Murray)
9:15.0,Dallas full timeout,,32-28,,
9:15.0,S. Mejri enters the game for D. Powell,,32-28,,
9:15.0,H. Barnes enters the game for S. Curry,,32-28,,
8:56.0,J. Gibson misses 3-pt shot from 26 ft,,32-28,,
8:55.0,Offensive rebound by H. Barnes,,32-28,,
8:47.0,Turnover by H. Barnes (bad pass),,32-28,,
8:38.0,,,32-28,,Turnover by J. Simmons (bad pass; steal by J. Anderson)
8:29.0,Turnover by J. Anderson (lost ball; steal by J. Simmons),,32-28,,
8:21.0,,,32-28,,J. Simmons misses 3-pt shot from 24 ft
8:19.0,,,32-28,,Offensive rebound by D. Bertans
8:08.0,,,32-30,2,P. Gasol makes 2-pt shot from 2 ft (assist by J. Simmons)
7:57.0,,,32-30,,Personal foul by J. Simmons (drawn by N. Brussino)
7:57.0,,,32-30,,B. Forbes enters the game for J. Simmons
7:57.0,D. Finney-Smith enters the game for J. Anderson,,32-30,,
7:46.0,H. Barnes misses 2-pt shot from 18 ft,,32-30,,
7:45.0,,,32-30,,Defensive rebound by P. Gasol
7:27.0,,,32-30,,Turnover by P. Gasol (lost ball; steal by S. Mejri)
7:24.0,Shooting foul by D. Green (drawn by J. Gibson),,32-30,,
7:24.0,J. Gibson misses free throw 1 of 2,,32-30,,
7:24.0,Offensive rebound by Team,,32-30,,
7:24.0,J. Gibson makes free throw 2 of 2,1,33-30,,
7:02.0,,,33-32,2,P. Gasol makes 2-pt shot from 2 ft (assist by D. Green)
6:46.0,J. Gibson misses 3-pt shot from 26 ft,,33-32,,
6:45.0,,,33-32,,Defensive rebound by P. Gasol
6:38.0,,,33-32,,Shooting foul by D. Finney-Smith (drawn by D. Green)
6:38.0,,,33-33,1,D. Green makes free throw 1 of 2
6:38.0,,,33-33,,D. Green misses free throw 2 of 2
6:38.0,,,33-33,,P. Mills enters the game for D. Murray
6:38.0,,,33-33,,K. Leonard enters the game for D. Bertans
6:38.0,S. Curry enters the game for N. Brussino,,33-33,,
6:38.0,W. Matthews enters the game for J. Gibson,,33-33,,
6:37.0,Defensive rebound by S. Mejri,,33-33,,
6:15.0,S. Mejri makes 2-pt shot from 9 ft (assist by S. Curry),2,35-33,,
5:58.0,,,35-36,3,K. Leonard makes 3-pt shot from 25 ft (assist by D. Green)
5:35.0,H. Barnes misses 2-pt shot from 16 ft,,35-36,,
5:35.0,,,35-36,,Defensive rebound by K. Leonard
5:19.0,,,35-36,,Shooting foul by D. Finney-Smith (drawn by D. Green)
5:19.0,Official timeout,,35-36,,
5:19.0,,,35-37,1,D. Green makes free throw 1 of 2
5:19.0,,,35-38,1,D. Green makes free throw 2 of 2
5:19.0,,,35-36,,D. Lee enters the game for P. Gasol
5:02.0,Shooting foul by B. Forbes (drawn by W. Matthews),,35-38,,
5:02.0,W. Matthews makes free throw 1 of 2,1,36-38,,
5:02.0,W. Matthews makes free throw 2 of 2,1,37-38,,
4:45.0,,,37-40,2,K. Leonard makes 2-pt shot from 14 ft
4:23.0,H. Barnes misses 2-pt shot from 11 ft,,37-40,,
4:21.0,,,37-40,,Defensive rebound by D. Green
4:03.0,,,37-40,,D. Lee misses 2-pt shot from 6 ft
4:02.0,Defensive rebound by H. Barnes,,37-40,,
3:52.0,D. Finney-Smith makes 2-pt shot at rim (assist by S. Curry),2,39-40,,
3:52.0,,,39-40,,San Antonio full timeout
3:52.0,,,39-40,,M. Ginobili enters the game for D. Green
3:37.0,,,39-40,,Turnover by K. Leonard (bad pass)
3:20.0,Shooting foul by K. Leonard (drawn by W. Matthews),,39-40,,
3:20.0,W. Matthews makes free throw 1 of 2,1,40-40,,
3:20.0,W. Matthews makes free throw 2 of 2,1,41-40,,
3:20.0,,,40-40,,J. Simmons enters the game for K. Leonard
3:03.0,,,41-40,,B. Forbes misses 2-pt shot from 23 ft
3:02.0,,,41-40,,Offensive rebound by D. Lee
2:58.0,,,41-40,,P. Mills misses 3-pt shot from 22 ft
2:57.0,Defensive rebound by S. Mejri,,41-40,,
2:56.0,Turnover by S. Mejri (bad pass; steal by D. Lee),,41-40,,
2:54.0,,,41-40,,Shooting foul by S. Mejri (drawn by J. Simmons)
2:54.0,,,41-40,,J. Simmons misses free throw 1 of 2
2:54.0,,,41-40,,Offensive rebound by Team
2:54.0,,,41-40,,J. Simmons misses free throw 2 of 2
2:54.0,D. Powell enters the game for S. Mejri,,41-40,,
2:53.0,Defensive rebound by D. Powell,,41-40,,
2:41.0,S. Curry makes 3-pt shot from 25 ft,3,44-40,,
2:17.0,,,44-43,3,B. Forbes makes 3-pt shot from 22 ft (assist by J. Simmons)
2:04.0,Turnover by S. Curry (bad pass; steal by M. Ginobili),,44-43,,
1:57.0,,,44-43,,K. Leonard enters the game for B. Forbes
1:51.0,,,44-43,,K. Leonard misses 2-pt shot from 1 ft
1:51.0,Defensive rebound by D. Powell,,44-43,,
1:41.0,D. Powell makes 2-pt shot at rim (assist by W. Matthews),2,46-43,,
1:29.0,,,46-46,3,M. Ginobili makes 3-pt shot from 25 ft (assist by J. Simmons)
1:09.0,S. Curry makes 3-pt shot from 25 ft (assist by H. Barnes),3,49-46,,
0:53.0,,,49-48,2,P. Mills makes 2-pt shot from 1 ft (assist by D. Lee)
0:32.0,Turnover by H. Barnes (lost ball; steal by P. Mills),,49-48,,
0:27.0,,,49-48,,J. Simmons misses 2-pt shot at rim
0:25.0,,,49-48,,Offensive rebound by Team
0:03.0,,,49-48,,K. Leonard misses 2-pt shot from 17 ft
0:00.0,Defensive rebound by W. Matthews,,49-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,W. Matthews misses 2-pt shot from 14 ft,,49-48,,
11:35.0,,,49-48,,Defensive rebound by D. Murray
11:27.0,,,49-50,2,D. Murray makes 2-pt shot from 1 ft
11:09.0,W. Matthews makes 3-pt shot from 23 ft (assist by D. Finney-Smith),3,52-50,,
10:51.0,Personal foul by D. Finney-Smith (drawn by K. Leonard),,52-50,,
10:51.0,,,52-50,,B. Forbes enters the game for D. Green
10:42.0,,,52-50,,P. Gasol misses 2-pt shot from 12 ft (block by H. Barnes)
10:42.0,Defensive rebound by H. Barnes,,52-50,,
10:42.0,,,52-50,,Personal foul by P. Gasol (drawn by H. Barnes)
10:27.0,S. Curry misses 2-pt shot from 22 ft,,52-50,,
10:27.0,,,52-50,,Defensive rebound by B. Forbes
10:12.0,,,52-50,,P. Gasol misses 2-pt shot from 8 ft
10:10.0,Defensive rebound by S. Mejri,,52-50,,
10:04.0,H. Barnes misses 3-pt shot from 24 ft,,52-50,,
10:01.0,,,52-50,,Defensive rebound by K. Leonard
9:52.0,,,52-50,,D. Murray misses 2-pt shot from 1 ft
9:51.0,Defensive rebound by S. Mejri,,52-50,,
9:51.0,,,52-50,,Personal foul by D. Murray (drawn by S. Mejri)
9:31.0,W. Matthews makes 3-pt shot from 25 ft (assist by D. Finney-Smith),3,55-50,,
9:08.0,,,55-50,,B. Forbes misses 2-pt shot from 17 ft
9:07.0,Defensive rebound by H. Barnes,,55-50,,
9:01.0,Offensive foul by W. Matthews,,55-50,,
9:01.0,Turnover by W. Matthews (offensive foul),,55-50,,
8:39.0,,,55-50,,K. Leonard misses 2-pt shot from 7 ft
8:38.0,Defensive rebound by S. Mejri,,55-50,,
8:36.0,,,55-50,,Personal foul by D. Murray (drawn by S. Curry)
8:22.0,W. Matthews makes 3-pt shot from 24 ft,3,58-50,,
8:09.0,,,58-52,2,P. Gasol makes 2-pt shot from 1 ft (assist by D. Murray)
7:51.0,Shooting foul by D. Murray (drawn by D. Finney-Smith),,58-52,,
7:51.0,D. Finney-Smith makes free throw 1 of 2,1,59-52,,
7:51.0,D. Finney-Smith makes free throw 2 of 2,1,60-52,,
7:41.0,,,60-52,,Turnover by D. Murray (bad pass; steal by S. Mejri)
7:35.0,D. Finney-Smith misses 3-pt shot from 23 ft,,60-52,,
7:33.0,,,60-52,,Defensive rebound by D. Murray
7:22.0,,,60-52,,Turnover by D. Murray (bad pass; steal by W. Matthews)
7:14.0,H. Barnes misses 3-pt shot from 24 ft,,60-52,,
7:13.0,,,60-52,,Defensive rebound by P. Gasol
6:59.0,,,60-54,2,K. Leonard makes 2-pt shot from 15 ft
6:37.0,H. Barnes makes 2-pt shot from 13 ft,2,62-54,,
6:36.0,,,62-54,,San Antonio full timeout
6:36.0,,,62-54,,P. Mills enters the game for D. Murray
6:36.0,,,62-54,,D. Lee enters the game for P. Gasol
6:36.0,,,62-54,,D. Green enters the game for B. Forbes
6:36.0,D. Powell enters the game for H. Barnes,,62-54,,
6:21.0,,,62-54,,D. Bertans misses 3-pt shot from 25 ft
6:20.0,Defensive rebound by W. Matthews,,62-54,,
6:04.0,W. Matthews misses 2-pt shot from 13 ft,,62-54,,
6:03.0,,,62-54,,Defensive rebound by D. Lee
5:51.0,,,62-56,2,D. Lee makes 2-pt shot at rim (assist by K. Leonard)
5:51.0,,,62-56,,Shooting foul by S. Mejri (drawn by D. Lee)
5:51.0,,,62-56,,D. Lee misses free throw 1 of 1
5:51.0,H. Barnes enters the game for S. Mejri,,62-56,,
5:51.0,,,62-56,,M. Ginobili enters the game for D. Bertans
5:50.0,Defensive rebound by D. Powell,,62-56,,
5:34.0,S. Curry misses 3-pt shot from 25 ft,,62-56,,
5:33.0,,,62-56,,Defensive rebound by D. Green
5:19.0,Personal foul by W. Matthews (drawn by K. Leonard),,62-56,,
5:06.0,,,62-56,,K. Leonard misses 2-pt shot from 16 ft
5:06.0,,,62-56,,Offensive rebound by M. Ginobili
4:58.0,,,62-56,,Shooting foul by D. Finney-Smith (drawn by K. Leonard)
4:58.0,,,62-57,1,K. Leonard makes free throw 1 of 2
4:58.0,,,62-58,1,K. Leonard makes free throw 2 of 2
4:58.0,J. Anderson enters the game for D. Finney-Smith,,62-57,,
4:58.0,J. Gibson enters the game for S. Curry,,62-57,,
4:41.0,,,62-58,,Personal foul by D. Lee (drawn by H. Barnes)
4:41.0,H. Barnes makes free throw 1 of 2,1,63-58,,
4:41.0,H. Barnes misses free throw 2 of 2,,63-58,,
4:41.0,,,63-58,,P. Gasol enters the game for K. Leonard
4:40.0,,,63-58,,Defensive rebound by P. Gasol
4:21.0,,,63-60,2,D. Lee makes 2-pt shot from 18 ft (assist by M. Ginobili)
4:06.0,Turnover by J. Anderson (bad pass; steal by D. Lee),,63-60,,
4:02.0,,,63-62,2,D. Lee makes 2-pt shot at rim
4:02.0,Dallas full timeout,,63-62,,
3:45.0,W. Matthews makes 2-pt shot from 19 ft,2,65-62,,
3:31.0,,,65-65,3,M. Ginobili makes 3-pt shot from 24 ft (assist by P. Gasol)
3:22.0,J. Gibson misses 2-pt shot from 2 ft,,65-65,,
3:21.0,Offensive rebound by J. Gibson,,65-65,,
3:18.0,W. Matthews misses 3-pt shot from 23 ft,,65-65,,
3:17.0,,,65-65,,Defensive rebound by M. Ginobili
2:54.0,,,65-65,,M. Ginobili misses 3-pt shot from 26 ft
2:52.0,,,65-65,,Offensive rebound by D. Lee
2:50.0,,,65-68,3,P. Mills makes 3-pt shot from 25 ft (assist by D. Lee)
2:28.0,J. Anderson makes 2-pt shot from 1 ft,2,67-68,,
2:15.0,,,67-70,2,P. Mills makes 2-pt shot from 16 ft
2:10.0,,,67-70,,Personal foul by M. Ginobili (drawn by J. Gibson)
2:10.0,J. Gibson makes free throw 1 of 2,1,68-70,,
2:10.0,J. Gibson makes free throw 2 of 2,1,69-70,,
1:52.0,,,69-70,,P. Gasol misses 2-pt shot from 9 ft
1:51.0,,,69-70,,Offensive rebound by P. Mills
1:46.0,,,69-70,,M. Ginobili misses 3-pt shot from 24 ft (block by J. Anderson)
1:45.0,Defensive rebound by D. Powell,,69-70,,
1:35.0,D. Powell misses 2-pt shot from 20 ft,,69-70,,
1:34.0,,,69-70,,Defensive rebound by M. Ginobili
1:27.0,,,69-72,2,P. Gasol makes 2-pt shot from 2 ft (assist by D. Green)
1:27.0,Dallas full timeout,,69-72,,
1:03.0,J. Anderson misses 2-pt shot from 15 ft,,69-72,,
0:59.0,Offensive rebound by H. Barnes,,69-72,,
0:59.0,H. Barnes makes 2-pt shot from 2 ft,2,71-72,,
0:42.0,,,71-72,,Turnover by P. Gasol (lost ball; steal by D. Powell)
0:35.0,W. Matthews misses 3-pt shot from 25 ft,,71-72,,
0:33.0,Offensive rebound by J. Anderson,,71-72,,
0:21.0,J. Gibson makes 2-pt shot from 1 ft,2,73-72,,
0:04.0,,,73-72,,Shooting foul by H. Barnes (drawn by P. Gasol)
0:04.0,,,73-72,,P. Gasol misses free throw 1 of 2
0:04.0,,,73-72,,Offensive rebound by Team
0:04.0,,,73-73,1,P. Gasol makes free throw 2 of 2
0:00.0,J. Anderson misses 3-pt shot from 38 ft (block by D. Lee),,73-73,,
0:00.0,Offensive rebound by Team,,73-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,73-75,2,P. Gasol makes 2-pt shot from 17 ft (assist by D. Green)
11:27.0,S. Mejri makes 2-pt shot from 18 ft (assist by N. Brussino),2,75-75,,
11:12.0,,,75-78,3,P. Mills makes 3-pt shot from 25 ft
10:50.0,D. Powell misses 2-pt shot from 2 ft,,75-78,,
10:49.0,,,75-78,,Defensive rebound by P. Gasol
10:42.0,,,75-78,,P. Mills misses 2-pt shot from 17 ft
10:41.0,,,75-78,,Offensive rebound by K. Anderson
10:41.0,,,75-80,2,K. Anderson makes 2-pt shot from 1 ft
10:41.0,Dallas full timeout,,75-80,,
10:41.0,,,75-80,,K. Leonard enters the game for P. Mills
10:41.0,S. Curry enters the game for J. Gibson,,75-80,,
10:41.0,W. Matthews enters the game for J. Anderson,,75-80,,
10:41.0,H. Barnes enters the game for D. Powell,,75-80,,
10:27.0,Shooting foul by D. Lee (drawn by H. Barnes),,75-80,,
10:27.0,H. Barnes misses free throw 1 of 2,,75-80,,
10:27.0,Offensive rebound by Team,,75-80,,
10:27.0,H. Barnes makes free throw 2 of 2,1,76-80,,
10:27.0,,,75-80,,M. Ginobili enters the game for D. Green
10:02.0,,,76-80,,K. Leonard misses 2-pt shot from 1 ft (block by S. Mejri)
10:02.0,,,76-80,,Offensive rebound by Team
10:02.0,,,76-80,,Turnover by Team (shot clock)
9:45.0,H. Barnes misses 2-pt shot from 17 ft,,76-80,,
9:45.0,Offensive rebound by H. Barnes,,76-80,,
9:39.0,S. Mejri makes 2-pt shot at rim (assist by N. Brussino),2,78-80,,
9:21.0,,,78-80,,P. Gasol misses 2-pt shot from 18 ft
9:20.0,Defensive rebound by S. Curry,,78-80,,
9:09.0,Turnover by S. Curry (bad pass),,78-80,,
8:51.0,,,78-80,,Shooting foul by W. Matthews (drawn by K. Leonard)
8:51.0,,,78-81,1,K. Leonard makes free throw 1 of 2
8:51.0,,,78-81,,K. Leonard misses free throw 2 of 2
8:51.0,,,78-81,,D. Bertans enters the game for D. Lee
8:49.0,Defensive rebound by S. Mejri,,78-81,,
8:36.0,Turnover by W. Matthews (lost ball),,78-81,,
8:24.0,Violation by S. Curry (kicked ball),,78-81,,
8:16.0,,,78-81,,K. Leonard misses 2-pt shot from 10 ft
8:16.0,Defensive rebound by Team,,78-81,,
8:16.0,,,78-81,,Loose ball foul by K. Leonard (drawn by W. Matthews)
8:01.0,H. Barnes makes 2-pt shot from 17 ft,2,80-81,,
7:46.0,,,80-81,,M. Ginobili misses 3-pt shot from 25 ft
7:44.0,Defensive rebound by N. Brussino,,80-81,,
7:36.0,,,80-81,,Violation by P. Gasol (kicked ball)
7:36.0,,,80-81,,P. Mills enters the game for K. Anderson
7:27.0,S. Curry makes 2-pt shot from 18 ft,2,82-81,,
7:26.0,,,82-81,,San Antonio full timeout
7:26.0,,,82-81,,D. Lee enters the game for P. Gasol
7:16.0,,,82-81,,P. Mills misses 2-pt shot from 17 ft
7:14.0,Defensive rebound by S. Mejri,,82-81,,
6:56.0,S. Curry makes 2-pt shot from 16 ft,2,84-81,,
6:42.0,,,84-81,,D. Bertans misses 3-pt shot from 25 ft
6:41.0,Defensive rebound by W. Matthews,,84-81,,
6:29.0,Offensive foul by S. Mejri,,84-81,,
6:29.0,Turnover by S. Mejri (offensive foul),,84-81,,
6:19.0,,,84-83,2,D. Lee makes 2-pt shot from 1 ft (assist by M. Ginobili)
6:05.0,Turnover by S. Curry (bad pass),,84-83,,
6:05.0,,,84-83,,D. Green enters the game for D. Bertans
6:03.0,,,84-83,,Shooting foul by H. Barnes (drawn by K. Leonard)
6:03.0,,,84-84,1,K. Leonard makes free throw 1 of 2
6:03.0,,,84-85,1,K. Leonard makes free throw 2 of 2
5:44.0,S. Curry misses 3-pt shot from 24 ft,,84-85,,
5:42.0,Offensive rebound by W. Matthews,,84-85,,
5:41.0,Turnover by W. Matthews (bad pass),,84-85,,
5:33.0,Personal foul by N. Brussino (drawn by D. Green),,84-85,,
5:33.0,D. Finney-Smith enters the game for N. Brussino,,84-85,,
5:26.0,,,84-87,2,D. Lee makes 2-pt shot from 2 ft (assist by P. Mills)
5:09.0,S. Curry makes 2-pt shot from 6 ft (assist by W. Matthews),2,86-87,,
5:09.0,Shooting foul by D. Green (drawn by S. Curry),,86-87,,
5:09.0,S. Curry misses free throw 1 of 1,,86-87,,
5:08.0,,,86-87,,Defensive rebound by K. Leonard
4:45.0,,,86-87,,D. Green misses 3-pt shot from 25 ft
4:44.0,Defensive rebound by W. Matthews,,86-87,,
4:26.0,Turnover by W. Matthews (lost ball; steal by M. Ginobili),,86-87,,
4:21.0,,,86-89,2,P. Mills makes 2-pt shot from 1 ft (assist by K. Leonard)
4:21.0,Dallas full timeout,,86-89,,
3:56.0,W. Matthews misses 3-pt shot from 26 ft,,86-89,,
3:54.0,Offensive rebound by H. Barnes,,86-89,,
3:53.0,Turnover by H. Barnes (lost ball; steal by M. Ginobili),,86-89,,
3:50.0,,,86-89,,Shooting foul by S. Curry
3:50.0,,,86-89,,P. Mills misses free throw 1 of 2
3:50.0,,,86-89,,Offensive rebound by Team
3:50.0,,,86-90,1,P. Mills makes free throw 2 of 2
3:50.0,,,86-89,,K. Anderson enters the game for M. Ginobili
3:38.0,D. Finney-Smith misses 3-pt shot from 24 ft,,86-90,,
3:37.0,,,86-90,,Defensive rebound by K. Leonard
3:11.0,,,86-90,,P. Mills misses 3-pt shot from 24 ft
3:11.0,Defensive rebound by D. Finney-Smith,,86-90,,
2:53.0,H. Barnes makes 2-pt shot from 9 ft (assist by S. Mejri),2,88-90,,
2:28.0,,,88-90,,K. Leonard misses 2-pt shot from 1 ft
2:27.0,Defensive rebound by S. Mejri,,88-90,,
2:11.0,Turnover by S. Curry (bad pass; steal by K. Leonard),,88-90,,
2:07.0,,,88-92,2,K. Leonard makes 2-pt shot at rim
1:48.0,S. Curry misses 3-pt shot from 23 ft,,88-92,,
1:46.0,Offensive rebound by S. Mejri,,88-92,,
1:42.0,Shooting foul by K. Anderson (drawn by W. Matthews),,88-92,,
1:42.0,W. Matthews makes 2-pt shot from 1 ft,2,90-92,,
1:42.0,W. Matthews misses free throw 1 of 1,,90-92,,
1:42.0,,,90-92,,M. Ginobili enters the game for K. Anderson
1:42.0,,,90-92,,P. Gasol enters the game for D. Lee
1:40.0,,,90-92,,Defensive rebound by K. Leonard
1:22.0,,,90-92,,P. Mills misses 3-pt shot from 24 ft
1:21.0,Defensive rebound by S. Mejri,,90-92,,
1:14.0,,,90-92,,Personal foul by D. Green (drawn by W. Matthews)
1:14.0,W. Matthews misses free throw 1 of 2,,90-92,,
1:14.0,Offensive rebound by Team,,90-92,,
1:14.0,W. Matthews makes free throw 2 of 2,1,91-92,,
0:59.0,,,91-92,,P. Gasol misses 2-pt shot from 5 ft
0:57.0,Defensive rebound by H. Barnes,,91-92,,
