time,Washington,pts.away,score,pts.home,Orlando
5:28.0,M. Gortat makes free throw 2 of 2,1,16-10,,
5:28.0,T. Burke enters the game for T. Satoransky,,15-10,,
5:15.0,,,16-10,,Turnover by E. Fournier (bad pass; steal by A. Nicholson)
5:06.0,M. Gortat misses 2-pt shot from 13 ft,,16-10,,
5:04.0,Offensive rebound by O. Porter,,16-10,,
5:01.0,O. Porter makes 2-pt shot from 20 ft,2,18-10,,
5:01.0,,,18-10,,Orlando full timeout
5:01.0,,,18-10,,J. Green enters the game for A. Gordon
5:01.0,,,18-10,,B. Biyombo enters the game for S. Ibaka
4:46.0,,,18-10,,E. Payton misses 3-pt shot from 24 ft
4:44.0,Defensive rebound by O. Porter,,18-10,,
4:31.0,B. Beal misses 3-pt shot from 25 ft,,18-10,,
4:29.0,Offensive rebound by B. Beal,,18-10,,
4:19.0,A. Nicholson misses 3-pt shot from 26 ft,,18-10,,
4:19.0,,,18-10,,Defensive rebound by Team
4:19.0,Loose ball foul by M. Gortat (drawn by B. Biyombo),,18-10,,
4:19.0,M. Thornton enters the game for B. Beal,,18-10,,
4:05.0,,,18-12,2,J. Green makes 2-pt shot from 2 ft
3:43.0,M. Thornton misses 3-pt shot from 25 ft,,18-12,,
3:42.0,,,18-12,,Defensive rebound by N. Vucevic
3:35.0,,,18-12,,Turnover by E. Payton (bad pass; steal by M. Gortat)
3:25.0,,,18-12,,Personal foul by E. Fournier (drawn by M. Thornton)
3:12.0,M. Gortat misses 2-pt shot from 17 ft,,18-12,,
3:11.0,,,18-12,,Defensive rebound by B. Biyombo
3:01.0,,,18-12,,J. Green misses 3-pt shot from 25 ft
3:00.0,Defensive rebound by M. Thornton,,18-12,,
2:52.0,,,18-12,,Violation by E. Fournier (kicked ball)
2:52.0,,,18-12,,M. Hezonja enters the game for E. Payton
2:52.0,,,18-12,,D. Augustin enters the game for N. Vucevic
2:45.0,T. Burke makes 2-pt shot from 18 ft,2,20-12,,
2:24.0,,,20-14,2,B. Biyombo makes 2-pt shot at rim (assist by M. Hezonja)
2:06.0,M. Thornton misses 3-pt shot from 25 ft,,20-14,,
2:05.0,Offensive rebound by M. Gortat,,20-14,,
2:01.0,A. Nicholson misses 2-pt shot from 2 ft,,20-14,,
2:00.0,,,20-14,,Defensive rebound by B. Biyombo
1:54.0,,,20-16,2,J. Green makes 2-pt shot from 4 ft
1:54.0,,,20-16,,Shooting foul by A. Nicholson (drawn by J. Green)
1:54.0,,,20-17,1,J. Green makes free throw 1 of 1
1:54.0,J. Smith enters the game for M. Gortat,,20-16,,
1:44.0,Offensive foul by A. Nicholson,,20-17,,
1:44.0,Turnover by A. Nicholson (offensive foul),,20-17,,
1:44.0,M. Morris enters the game for A. Nicholson,,20-17,,
1:44.0,K. Oubre enters the game for O. Porter,,20-17,,
1:25.0,,,20-20,3,D. Augustin makes 3-pt shot from 24 ft (assist by J. Green)
1:05.0,M. Morris makes 2-pt shot from 2 ft,2,22-20,,
0:53.0,,,22-20,,M. Hezonja misses 2-pt shot from 17 ft
0:50.0,Defensive rebound by M. Thornton,,22-20,,
0:41.0,M. Thornton makes 2-pt shot from 8 ft,2,24-20,,
0:15.0,,,24-20,,M. Hezonja misses 3-pt shot from 24 ft
0:14.0,Defensive rebound by M. Morris,,24-20,,
0:04.0,Turnover by T. Burke (lost ball; steal by D. Augustin),,24-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,Turnover by M. Morris (traveling),,24-20,,
11:34.0,,,24-20,,Offensive foul by B. Biyombo
11:34.0,,,24-20,,Turnover by B. Biyombo (offensive foul)
11:11.0,M. Morris makes 2-pt shot from 19 ft,2,26-20,,
10:55.0,,,26-20,,M. Hezonja misses 3-pt shot from 25 ft
10:54.0,Defensive rebound by M. Morris,,26-20,,
10:40.0,Turnover by M. Thornton (bad pass; steal by D. Augustin),,26-20,,
10:36.0,,,26-22,2,D. Augustin makes 2-pt shot from 2 ft
10:27.0,K. Oubre misses 2-pt shot from 3 ft,,26-22,,
10:23.0,,,26-22,,Defensive rebound by B. Biyombo
10:18.0,,,26-22,,D. Augustin misses 2-pt shot from 1 ft (block by J. Smith)
10:18.0,,,26-22,,Offensive rebound by Team
10:12.0,,,26-22,,Shooting foul by M. Thornton (drawn by M. Hezonja)
10:12.0,,,26-22,,M. Hezonja misses free throw 1 of 2
10:12.0,,,26-22,,Offensive rebound by Team
10:12.0,,,26-23,1,M. Hezonja makes free throw 2 of 2
9:56.0,K. Oubre misses 2-pt shot from 15 ft,,26-23,,
9:55.0,,,26-23,,Defensive rebound by J. Green
9:46.0,,,26-25,2,B. Biyombo makes 2-pt shot from 1 ft (assist by J. Green)
9:23.0,T. Burke misses 2-pt shot from 21 ft,,26-25,,
9:22.0,,,26-25,,Defensive rebound by M. Hezonja
8:59.0,,,26-25,,D. Augustin misses 3-pt shot from 25 ft
8:57.0,Defensive rebound by M. Thornton,,26-25,,
8:41.0,Shooting foul by J. Green (drawn by M. Morris),,26-25,,
8:41.0,Official timeout,,26-25,,
8:41.0,M. Morris misses free throw 1 of 2,,26-25,,
8:41.0,Offensive rebound by Team,,26-25,,
8:41.0,M. Morris makes free throw 2 of 2,1,27-25,,
8:26.0,,,27-25,,J. Green misses 2-pt shot from 1 ft
8:23.0,,,27-25,,Offensive rebound by B. Biyombo
8:23.0,,,27-27,2,B. Biyombo makes 2-pt shot at rim
8:08.0,M. Thornton misses 2-pt shot from 18 ft,,27-27,,
8:06.0,,,27-27,,Defensive rebound by B. Biyombo
7:44.0,,,27-27,,M. Hezonja misses 3-pt shot from 27 ft
7:43.0,Defensive rebound by M. Morris,,27-27,,
7:35.0,T. Burke misses 2-pt shot from 2 ft (block by B. Biyombo),,27-27,,
7:33.0,,,27-27,,Defensive rebound by B. Biyombo
7:30.0,,,27-27,,Shooting foul by J. Smith (drawn by J. Green)
7:30.0,,,27-28,1,J. Green makes free throw 1 of 2
7:30.0,,,27-29,1,J. Green makes free throw 2 of 2
7:30.0,,,27-28,,A. Gordon enters the game for M. Hezonja
7:30.0,M. Gortat enters the game for J. Smith,,27-28,,
7:30.0,B. Beal enters the game for K. Oubre,,27-28,,
7:17.0,M. Morris makes 2-pt shot from 9 ft,2,29-29,,
7:00.0,,,29-32,3,A. Gordon makes 3-pt shot from 24 ft (assist by B. Biyombo)
6:36.0,M. Thornton makes 2-pt shot from 2 ft (assist by B. Beal),2,31-32,,
6:24.0,,,31-32,,D. Augustin misses 3-pt shot from 26 ft
6:23.0,Defensive rebound by M. Gortat,,31-32,,
6:14.0,T. Burke makes 2-pt shot from 14 ft,2,33-32,,
5:57.0,,,33-32,,J. Green misses 3-pt shot from 26 ft
5:56.0,Defensive rebound by M. Thornton,,33-32,,
5:49.0,,,33-32,,Violation by B. Biyombo (def goaltending)
5:49.0,M. Thornton makes 2-pt shot from 3 ft,2,35-32,,
5:49.0,,,35-32,,Orlando full timeout
5:49.0,,,35-32,,S. Ibaka enters the game for J. Green
5:49.0,,,35-32,,E. Payton enters the game for D. Augustin
5:49.0,T. Satoransky enters the game for T. Burke,,35-32,,
5:49.0,O. Porter enters the game for M. Thornton,,35-32,,
5:29.0,,,35-32,,E. Payton misses 2-pt shot from 5 ft
5:27.0,,,35-32,,Offensive rebound by E. Payton
5:25.0,,,35-32,,E. Payton misses 2-pt shot from 2 ft (block by M. Morris)
5:22.0,Defensive rebound by M. Gortat,,35-32,,
5:18.0,T. Satoransky misses 2-pt shot from 4 ft (block by B. Biyombo),,35-32,,
5:16.0,Offensive rebound by M. Morris,,35-32,,
5:13.0,B. Beal makes 2-pt shot from 16 ft,2,37-32,,
4:58.0,,,37-32,,Turnover by C. Watson (bad pass; steal by T. Satoransky)
4:40.0,O. Porter makes 3-pt shot from 23 ft (assist by M. Morris),3,40-32,,
4:21.0,,,40-32,,S. Ibaka misses 2-pt shot from 22 ft
4:20.0,,,40-32,,Offensive rebound by A. Gordon
4:20.0,,,40-34,2,A. Gordon makes 2-pt shot at rim
4:03.0,M. Morris makes 3-pt shot from 25 ft (assist by T. Satoransky),3,43-34,,
4:02.0,,,43-34,,Orlando full timeout
4:02.0,,,43-34,,N. Vucevic enters the game for C. Watson
4:02.0,,,43-34,,E. Fournier enters the game for B. Biyombo
3:44.0,,,43-34,,S. Ibaka misses 2-pt shot from 18 ft
3:43.0,Defensive rebound by M. Gortat,,43-34,,
3:35.0,,,43-34,,Personal foul by E. Payton (drawn by T. Satoransky)
3:23.0,M. Morris makes 2-pt shot at rim (assist by B. Beal),2,45-34,,
3:05.0,,,45-34,,Turnover by E. Fournier (lost ball; steal by B. Beal)
3:00.0,B. Beal misses 3-pt shot from 25 ft,,45-34,,
2:58.0,,,45-34,,Defensive rebound by S. Ibaka
2:37.0,,,45-34,,Turnover by E. Payton (bad pass)
2:37.0,Washington full timeout,,45-34,,
2:23.0,B. Beal misses 2-pt shot at rim,,45-34,,
2:22.0,,,45-34,,Defensive rebound by S. Ibaka
2:15.0,,,45-34,,Shooting foul by B. Beal (drawn by E. Fournier)
2:15.0,,,45-35,1,E. Fournier makes free throw 1 of 2
2:15.0,,,45-36,1,E. Fournier makes free throw 2 of 2
2:05.0,,,45-36,,Personal foul by E. Fournier (drawn by B. Beal)
1:59.0,Shooting foul by S. Ibaka (drawn by M. Morris),,45-36,,
1:59.0,M. Morris makes free throw 1 of 2,1,46-36,,
1:59.0,M. Morris makes free throw 2 of 2,1,47-36,,
1:49.0,,,47-36,,A. Gordon misses 2-pt shot from 2 ft
1:47.0,,,47-36,,Offensive rebound by S. Ibaka
1:33.0,,,47-38,2,S. Ibaka makes 2-pt shot from 12 ft (assist by E. Payton)
1:23.0,Washington full timeout,,47-38,,
1:23.0,M. Thornton enters the game for B. Beal,,47-38,,
1:10.0,O. Porter misses 2-pt shot from 22 ft,,47-38,,
1:09.0,,,47-38,,Defensive rebound by S. Ibaka
0:51.0,,,47-38,,E. Payton misses 3-pt shot from 23 ft
0:50.0,,,47-38,,Offensive rebound by N. Vucevic
0:45.0,,,47-38,,E. Fournier misses 2-pt shot from 6 ft (block by M. Morris)
0:43.0,,,47-38,,Offensive rebound by S. Ibaka
0:43.0,,,47-40,2,S. Ibaka makes 2-pt shot from 1 ft
0:24.0,M. Thornton makes 3-pt shot from 23 ft (assist by T. Satoransky),3,50-40,,
0:06.0,Personal take foul by T. Satoransky (drawn by E. Payton),,50-40,,
0:06.0,K. Oubre enters the game for T. Satoransky,,50-40,,
0:02.0,,,50-40,,E. Fournier misses 3-pt shot from 26 ft
0:01.0,Defensive rebound by O. Porter,,50-40,,
0:00.0,O. Porter misses 3-pt shot from 58 ft,,50-40,,
0:00.0,Offensive rebound by Team,,50-40,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,T. Satoransky misses 2-pt shot from 2 ft (block by A. Gordon),,50-40,,
11:41.0,,,50-40,,Defensive rebound by S. Ibaka
11:20.0,,,50-43,3,E. Payton makes 3-pt shot from 25 ft (assist by N. Vucevic)
10:59.0,,,50-43,,Personal foul by E. Fournier (drawn by B. Beal)
10:53.0,Shooting foul by E. Payton (drawn by T. Satoransky),,50-43,,
10:53.0,T. Satoransky makes 2-pt shot from 4 ft,2,52-43,,
10:53.0,T. Satoransky misses free throw 1 of 1,,52-43,,
10:51.0,,,52-43,,Defensive rebound by N. Vucevic
10:43.0,,,52-46,3,S. Ibaka makes 3-pt shot from 25 ft (assist by A. Gordon)
10:16.0,M. Morris misses 2-pt shot from 18 ft,,52-46,,
10:14.0,,,52-46,,Defensive rebound by S. Ibaka
9:56.0,,,52-48,2,N. Vucevic makes 2-pt shot from 12 ft
9:45.0,T. Satoransky misses 2-pt shot at rim,,52-48,,
9:43.0,,,52-48,,Defensive rebound by N. Vucevic
9:36.0,,,52-48,,A. Gordon misses 3-pt shot from 24 ft
9:35.0,,,52-48,,Offensive rebound by N. Vucevic
9:24.0,,,52-48,,Shooting foul by O. Porter (drawn by E. Fournier)
9:24.0,,,52-49,1,E. Fournier makes free throw 1 of 2
9:24.0,,,52-50,1,E. Fournier makes free throw 2 of 2
9:08.0,M. Gortat makes 2-pt shot from 12 ft,2,54-50,,
8:43.0,,,54-53,3,A. Gordon makes 3-pt shot from 23 ft (assist by E. Payton)
8:42.0,Washington full timeout,,54-53,,
8:29.0,O. Porter makes 3-pt shot from 26 ft (assist by M. Morris),3,57-53,,
8:08.0,Personal foul by O. Porter (drawn by A. Gordon),,57-53,,
7:58.0,,,57-53,,S. Ibaka misses 2-pt shot from 19 ft
7:57.0,,,57-53,,Offensive rebound by Team
7:57.0,Loose ball foul by O. Porter (drawn by A. Gordon),,57-53,,
7:57.0,K. Oubre enters the game for O. Porter,,57-53,,
7:49.0,,,57-53,,E. Fournier misses 3-pt shot from 26 ft
7:48.0,Defensive rebound by M. Gortat,,57-53,,
7:36.0,M. Gortat misses 2-pt shot from 9 ft,,57-53,,
7:36.0,Offensive rebound by Team,,57-53,,
7:36.0,,,57-53,,Loose ball foul by E. Fournier (drawn by M. Morris)
7:36.0,,,57-53,,M. Hezonja enters the game for E. Fournier
7:23.0,T. Satoransky makes 2-pt shot from 5 ft,2,59-53,,
7:08.0,,,59-55,2,S. Ibaka makes 2-pt shot from 8 ft (assist by A. Gordon)
6:55.0,K. Oubre makes 2-pt shot from 1 ft,2,61-55,,
6:45.0,,,61-55,,S. Ibaka misses 2-pt shot from 9 ft
6:44.0,Defensive rebound by T. Satoransky,,61-55,,
6:28.0,B. Beal misses 2-pt shot from 18 ft,,61-55,,
6:26.0,,,61-55,,Defensive rebound by N. Vucevic
6:19.0,,,61-57,2,E. Payton makes 2-pt shot from 23 ft
5:53.0,K. Oubre misses 2-pt shot from 12 ft (block by N. Vucevic),,61-57,,
5:51.0,,,61-57,,Defensive rebound by N. Vucevic
5:40.0,,,61-57,,E. Payton misses 2-pt shot from 20 ft
5:39.0,Defensive rebound by M. Morris,,61-57,,
5:20.0,M. Gortat makes 2-pt shot from 1 ft (assist by B. Beal),2,63-57,,
4:52.0,,,63-57,,Turnover by Team (shot clock)
4:52.0,A. Nicholson enters the game for M. Morris,,63-57,,
4:34.0,A. Nicholson makes 2-pt shot from 2 ft (assist by M. Gortat),2,65-57,,
4:17.0,,,65-57,,S. Ibaka misses 2-pt shot from 18 ft
4:16.0,Defensive rebound by M. Gortat,,65-57,,
3:58.0,Turnover by M. Gortat (lost ball),,65-57,,
3:58.0,Loose ball foul by M. Gortat (drawn by N. Vucevic),,65-57,,
3:58.0,,,65-57,,J. Green enters the game for S. Ibaka
3:35.0,,,65-57,,A. Gordon misses 3-pt shot from 25 ft
3:34.0,Defensive rebound by M. Gortat,,65-57,,
3:18.0,B. Beal misses 2-pt shot from 22 ft,,65-57,,
3:16.0,Offensive rebound by A. Nicholson,,65-57,,
3:16.0,A. Nicholson makes 2-pt shot from 1 ft,2,67-57,,
3:16.0,Shooting foul by A. Gordon (drawn by A. Nicholson),,67-57,,
3:16.0,,,67-57,,Orlando full timeout
3:16.0,A. Nicholson makes free throw 1 of 1,1,68-57,,
3:16.0,,,67-57,,D. Augustin enters the game for A. Gordon
3:16.0,,,67-57,,B. Biyombo enters the game for N. Vucevic
3:16.0,,,67-57,,C. Watson enters the game for E. Payton
3:03.0,,,68-57,,Turnover by J. Green (bad pass)
2:41.0,A. Nicholson misses 2-pt shot from 16 ft,,68-57,,
2:40.0,,,68-57,,Defensive rebound by M. Hezonja
2:16.0,,,68-57,,C. Watson misses 2-pt shot from 20 ft
2:15.0,Defensive rebound by M. Gortat,,68-57,,
1:56.0,A. Nicholson misses 2-pt shot from 8 ft,,68-57,,
1:55.0,,,68-57,,Defensive rebound by B. Biyombo
1:47.0,,,68-57,,Shooting foul by B. Beal (drawn by B. Biyombo)
1:47.0,,,68-57,,B. Biyombo misses free throw 1 of 2
1:47.0,,,68-57,,Offensive rebound by Team
1:47.0,,,68-58,1,B. Biyombo makes free throw 2 of 2
1:47.0,M. Thornton enters the game for B. Beal,,68-57,,
1:32.0,A. Nicholson misses 2-pt shot from 5 ft,,68-58,,
1:30.0,Offensive rebound by M. Gortat,,68-58,,
1:29.0,M. Gortat misses 2-pt shot from 1 ft,,68-58,,
1:27.0,Offensive rebound by A. Nicholson,,68-58,,
1:25.0,A. Nicholson makes 2-pt shot at rim,2,70-58,,
1:15.0,,,70-58,,Shooting foul by M. Thornton (drawn by J. Green)
1:15.0,,,70-58,,J. Green misses free throw 1 of 2
1:15.0,,,70-58,,Offensive rebound by Team
1:15.0,,,70-59,1,J. Green makes free throw 2 of 2
1:15.0,J. Smith enters the game for M. Gortat,,70-58,,
1:03.0,Turnover by M. Thornton (lost ball; steal by C. Watson),,70-59,,
0:59.0,,,70-61,2,D. Augustin makes 2-pt shot from 4 ft (assist by M. Hezonja)
0:47.0,A. Nicholson misses 2-pt shot from 2 ft,,70-61,,
0:45.0,,,70-61,,Defensive rebound by J. Green
0:41.0,,,70-61,,Shooting foul by K. Oubre (drawn by B. Biyombo)
0:41.0,,,70-61,,B. Biyombo misses free throw 1 of 2
0:41.0,,,70-61,,Offensive rebound by Team
0:41.0,,,70-61,,B. Biyombo misses free throw 2 of 2
0:41.0,B. Beal enters the game for K. Oubre,,70-61,,
0:39.0,,,70-61,,Offensive rebound by B. Biyombo
0:30.0,,,70-61,,Turnover by D. Augustin (bad pass)
0:07.0,B. Beal misses 2-pt shot from 2 ft (block by B. Biyombo),,70-61,,
0:06.0,Offensive rebound by Team,,70-61,,
0:06.0,Turnover by Team (shot clock),,70-61,,
0:06.0,,,70-61,,S. Ibaka enters the game for B. Biyombo
0:06.0,K. Oubre enters the game for B. Beal,,70-61,,
0:00.0,,,70-61,,D. Augustin misses 2-pt shot from 15 ft
0:00.0,,,70-61,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,70-63,2,M. Hezonja makes 2-pt shot from 20 ft (assist by D. Augustin)
11:22.0,M. Morris misses 2-pt shot from 17 ft,,70-63,,
11:20.0,Offensive rebound by J. Smith,,70-63,,
11:07.0,K. Oubre makes 3-pt shot from 26 ft (assist by M. Morris),3,73-63,,
10:50.0,,,73-65,2,J. Green makes 2-pt shot from 16 ft (assist by D. Augustin)
10:28.0,T. Burke misses 2-pt shot from 19 ft,,73-65,,
10:27.0,,,73-65,,Defensive rebound by C. Watson
10:24.0,,,73-65,,Shooting foul by T. Burke (drawn by J. Green)
10:24.0,,,73-66,1,J. Green makes free throw 1 of 2
10:24.0,,,73-67,1,J. Green makes free throw 2 of 2
10:11.0,Turnover by J. Smith (traveling),,73-67,,
9:59.0,,,73-69,2,M. Hezonja makes 2-pt shot from 17 ft (assist by D. Augustin)
9:59.0,Washington full timeout,,73-69,,
9:59.0,,,73-69,,E. Fournier enters the game for C. Watson
9:46.0,M. Morris misses 2-pt shot at rim,,73-69,,
9:45.0,,,73-69,,Defensive rebound by Team
9:24.0,,,73-72,3,E. Fournier makes 3-pt shot from 26 ft (assist by J. Green)
8:57.0,M. Thornton misses 2-pt shot from 17 ft,,73-72,,
8:54.0,,,73-72,,Defensive rebound by J. Green
8:42.0,,,73-72,,J. Green misses 2-pt shot from 3 ft (block by J. Smith)
8:39.0,,,73-72,,Offensive rebound by J. Green
8:39.0,,,73-72,,J. Green misses 2-pt shot from 2 ft
8:39.0,,,73-72,,Offensive rebound by Team
8:39.0,M. Gortat enters the game for M. Thornton,,73-72,,
8:39.0,O. Porter enters the game for J. Smith,,73-72,,
8:39.0,B. Beal enters the game for K. Oubre,,73-72,,
8:32.0,,,73-74,2,M. Hezonja makes 2-pt shot from 21 ft (assist by D. Augustin)
8:16.0,M. Morris misses 2-pt shot from 14 ft,,73-74,,
8:15.0,,,73-74,,Defensive rebound by B. Biyombo
8:06.0,,,73-76,2,B. Biyombo makes 2-pt shot from 3 ft (assist by D. Augustin)
8:06.0,Washington full timeout,,73-76,,
8:06.0,T. Satoransky enters the game for T. Burke,,73-76,,
7:45.0,B. Beal misses 3-pt shot from 26 ft,,73-76,,
7:43.0,,,73-76,,Defensive rebound by B. Biyombo
7:39.0,Personal foul by T. Satoransky (drawn by B. Biyombo),,73-76,,
7:26.0,,,73-79,3,J. Green makes 3-pt shot from 25 ft (assist by E. Fournier)
7:11.0,Shooting foul by B. Biyombo (drawn by M. Morris),,73-79,,
7:11.0,M. Morris makes free throw 1 of 2,1,74-79,,
7:11.0,M. Morris makes free throw 2 of 2,1,75-79,,
6:59.0,Personal foul by B. Beal (drawn by B. Biyombo),,75-79,,
6:48.0,,,75-79,,J. Green misses 2-pt shot from 22 ft
6:46.0,Defensive rebound by B. Beal,,75-79,,
6:26.0,M. Morris misses 2-pt shot from 8 ft,,75-79,,
6:25.0,Offensive rebound by O. Porter,,75-79,,
6:25.0,O. Porter misses 2-pt shot from 1 ft,,75-79,,
6:25.0,Offensive rebound by M. Gortat,,75-79,,
6:25.0,Shooting foul by B. Biyombo (drawn by M. Gortat),,75-79,,
6:25.0,M. Gortat misses free throw 1 of 2,,75-79,,
6:25.0,Offensive rebound by Team,,75-79,,
6:25.0,M. Gortat misses free throw 2 of 2,,75-79,,
6:23.0,,,75-79,,Defensive rebound by B. Biyombo
6:09.0,,,75-79,,D. Augustin misses 3-pt shot from 24 ft
6:08.0,Defensive rebound by M. Gortat,,75-79,,
5:48.0,Turnover by T. Satoransky (bad pass; steal by M. Hezonja),,75-79,,
5:44.0,,,75-81,2,M. Hezonja makes 2-pt shot at rim
5:26.0,B. Beal makes 2-pt shot from 1 ft (assist by M. Gortat),2,77-81,,
5:03.0,,,77-81,,B. Biyombo misses 2-pt shot from 3 ft
5:01.0,,,77-81,,Offensive rebound by B. Biyombo
5:01.0,,,77-81,,B. Biyombo misses 2-pt shot from 2 ft
4:58.0,Defensive rebound by O. Porter,,77-81,,
4:52.0,B. Beal makes 3-pt shot from 27 ft,3,80-81,,
4:49.0,,,80-81,,Orlando full timeout
4:49.0,,,80-81,,N. Vucevic enters the game for B. Biyombo
4:49.0,,,80-81,,E. Payton enters the game for D. Augustin
4:25.0,,,80-81,,M. Hezonja misses 3-pt shot from 28 ft
4:24.0,Defensive rebound by M. Morris,,80-81,,
4:00.0,B. Beal makes 2-pt shot from 12 ft,2,82-81,,
3:34.0,,,82-84,3,J. Green makes 3-pt shot from 25 ft (assist by E. Payton)
3:11.0,M. Morris misses 2-pt shot from 9 ft,,82-84,,
3:10.0,,,82-84,,Defensive rebound by N. Vucevic
2:51.0,,,82-86,2,N. Vucevic makes 2-pt shot from 8 ft (assist by E. Fournier)
2:34.0,,,82-86,,Personal foul by E. Fournier (drawn by M. Morris)
2:34.0,Official timeout,,82-86,,
2:25.0,Offensive foul by M. Gortat,,82-86,,
2:25.0,Turnover by M. Gortat (offensive foul),,82-86,,
2:09.0,,,82-86,,E. Fournier misses 3-pt shot from 24 ft
2:08.0,Defensive rebound by O. Porter,,82-86,,
1:57.0,O. Porter misses 2-pt shot from 22 ft,,82-86,,
1:56.0,,,82-86,,Defensive rebound by E. Fournier
1:42.0,,,82-86,,N. Vucevic misses 2-pt shot from 20 ft
1:41.0,Defensive rebound by O. Porter,,82-86,,
1:32.0,B. Beal misses 3-pt shot from 26 ft,,82-86,,
1:31.0,Offensive rebound by O. Porter,,82-86,,
1:30.0,O. Porter makes 2-pt shot from 11 ft,2,84-86,,
1:19.0,,,84-86,,Shooting foul by B. Beal (drawn by E. Fournier)
1:19.0,,,84-87,1,E. Fournier makes free throw 1 of 2
1:19.0,,,84-87,,E. Fournier misses free throw 2 of 2
1:19.0,,,84-87,,B. Biyombo enters the game for N. Vucevic
1:19.0,,,84-87,,A. Gordon enters the game for M. Hezonja
1:18.0,Defensive rebound by O. Porter,,84-87,,
1:06.0,B. Beal misses 2-pt shot from 2 ft (block by J. Green),,84-87,,
1:03.0,,,84-87,,Defensive rebound by J. Green
0:57.0,,,84-87,,Orlando full timeout
