time,Chicago,pts.away,score,pts.home,Cleveland
1:39.0,,,14-20,,K. Korver misses 3-pt shot from 25 ft
1:38.0,Defensive rebound by J. Butler,,14-20,,
1:16.0,R. Rondo makes 2-pt shot from 1 ft (assist by J. Butler),2,16-20,,
1:01.0,,,16-20,,K. Felder misses 2-pt shot from 1 ft
1:00.0,Defensive rebound by C. Felicio,,16-20,,
0:58.0,Shooting foul by C. Frye (drawn by R. Rondo),,16-20,,
0:58.0,R. Rondo makes free throw 1 of 2,1,17-20,,
0:58.0,R. Rondo makes free throw 2 of 2,1,18-20,,
0:58.0,,,17-20,,T. Thompson enters the game for C. Frye
0:46.0,,,18-20,,Turnover by K. Felder (lost ball)
0:33.0,R. Rondo makes 2-pt shot from 2 ft,2,20-20,,
0:14.0,,,20-22,2,D. Williams makes 2-pt shot at rim (assist by K. Korver)
0:01.0,N. Mirotic makes 3-pt shot from 24 ft (assist by J. Butler),3,23-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,R. Rondo misses 2-pt shot from 16 ft,,23-22,,
11:49.0,,,23-22,,Defensive rebound by D. Williams
11:33.0,,,23-22,,K. Korver misses 3-pt shot from 25 ft
11:33.0,Defensive rebound by D. Valentine,,23-22,,
11:19.0,C. Felicio makes 2-pt shot at rim (assist by R. Rondo),2,25-22,,
11:04.0,,,25-22,,Turnover by K. Felder (bad pass; steal by R. Rondo)
10:55.0,D. Valentine makes 3-pt shot from 25 ft (assist by C. Payne),3,28-22,,
10:26.0,,,28-24,2,T. Thompson makes 2-pt shot from 20 ft
10:05.0,Turnover by C. Payne (lost ball; steal by K. Felder),,28-24,,
9:58.0,,,28-24,,K. Felder misses 2-pt shot at rim
9:56.0,,,28-24,,Offensive rebound by T. Thompson
9:54.0,,,28-24,,T. Thompson misses 2-pt shot from 1 ft
9:51.0,,,28-24,,Offensive rebound by T. Thompson
9:47.0,,,28-27,3,K. Korver makes 3-pt shot from 23 ft (assist by T. Thompson)
9:34.0,R. Rondo misses 2-pt shot from 11 ft,,28-27,,
9:33.0,Offensive rebound by N. Mirotic,,28-27,,
9:32.0,,,28-27,,Personal foul by K. Felder (drawn by N. Mirotic)
9:24.0,R. Rondo makes 2-pt shot from 8 ft (assist by D. Valentine),2,30-27,,
9:10.0,Violation by C. Felicio (kicked ball),,30-27,,
8:59.0,,,30-30,3,J. Jones makes 3-pt shot from 25 ft (assist by D. Williams)
8:42.0,N. Mirotic makes 2-pt shot from 13 ft,2,32-30,,
8:20.0,,,32-33,3,J. Jones makes 3-pt shot from 24 ft (assist by D. Williams)
8:20.0,Chicago full timeout,,32-33,,
8:20.0,D. Wade enters the game for R. Rondo,,32-33,,
7:59.0,C. Payne makes 3-pt shot from 27 ft (assist by D. Wade),3,35-33,,
7:35.0,,,35-35,2,J. Jones makes 2-pt shot from 22 ft (assist by K. Korver)
7:24.0,Turnover by C. Payne (bad pass; steal by K. Felder),,35-35,,
7:20.0,,,35-37,2,D. Williams makes 2-pt shot at rim (assist by K. Felder)
7:02.0,N. Mirotic makes 2-pt shot from 2 ft,2,37-37,,
6:48.0,,,37-39,2,T. Thompson makes 2-pt shot at rim (assist by J. Jones)
6:37.0,D. Wade misses 2-pt shot from 14 ft,,37-39,,
6:36.0,,,37-39,,Defensive rebound by K. Korver
6:17.0,,,37-39,,Turnover by K. Felder (bad pass; steal by N. Mirotic)
6:13.0,,,37-39,,Personal foul by J. Jones (drawn by N. Mirotic)
6:13.0,,,37-39,,K. Irving enters the game for K. Felder
6:13.0,J. Butler enters the game for D. Valentine,,37-39,,
6:13.0,,,37-39,,R. Jefferson enters the game for J. Jones
6:01.0,D. Wade makes 2-pt shot from 16 ft,2,39-39,,
5:41.0,,,39-42,3,K. Korver makes 3-pt shot from 26 ft
5:21.0,C. Payne makes 3-pt shot from 25 ft (assist by D. Wade),3,42-42,,
5:09.0,,,42-42,,Shooting foul by C. Felicio (drawn by D. Williams)
5:09.0,Official timeout,,42-42,,
5:09.0,,,42-42,,D. Williams misses free throw 1 of 2
5:09.0,,,42-42,,Offensive rebound by Team
5:09.0,,,42-42,,D. Williams misses free throw 2 of 2
5:09.0,R. Lopez enters the game for C. Felicio,,42-42,,
5:08.0,Defensive rebound by N. Mirotic,,42-42,,
4:54.0,,,42-42,,Violation by D. Williams (kicked ball)
4:44.0,D. Wade makes 2-pt shot from 2 ft (assist by J. Butler),2,44-42,,
4:44.0,Shooting foul by K. Korver (drawn by D. Wade),,44-42,,
4:44.0,D. Wade makes free throw 1 of 1,1,45-42,,
4:28.0,,,45-44,2,K. Korver makes 2-pt shot from 8 ft (assist by K. Irving)
4:00.0,R. Lopez misses 2-pt shot at rim,,45-44,,
3:58.0,,,45-44,,Defensive rebound by T. Thompson
3:49.0,,,45-46,2,K. Irving makes 2-pt shot from 14 ft
3:35.0,R. Lopez makes 2-pt shot at rim (assist by J. Butler),2,47-46,,
3:24.0,,,47-46,,K. Irving misses 3-pt shot from 25 ft
3:24.0,,,47-46,,Offensive rebound by Team
3:24.0,,,47-46,,C. Frye enters the game for T. Thompson
3:24.0,,,47-46,,I. Shumpert enters the game for K. Korver
3:24.0,B. Portis enters the game for N. Mirotic,,47-46,,
3:16.0,,,47-46,,Turnover by K. Irving (lost ball; steal by J. Butler)
3:09.0,D. Wade makes 2-pt shot from 14 ft,2,49-46,,
2:57.0,,,49-46,,C. Frye misses 3-pt shot from 24 ft
2:56.0,Defensive rebound by C. Payne,,49-46,,
2:46.0,Turnover by R. Lopez (traveling),,49-46,,
2:46.0,,,49-46,,Cleveland full timeout
2:46.0,J. Lauvergne enters the game for R. Lopez,,49-46,,
2:39.0,Personal foul by C. Payne (drawn by I. Shumpert),,49-46,,
2:39.0,,,49-46,,K. Korver enters the game for D. Williams
2:30.0,,,49-48,2,R. Jefferson makes 2-pt shot at rim (assist by C. Frye)
2:11.0,J. Butler makes 3-pt shot from 25 ft,3,52-48,,
1:48.0,,,52-51,3,K. Korver makes 3-pt shot from 23 ft (assist by K. Irving)
1:29.0,J. Lauvergne misses 2-pt shot from 18 ft,,52-51,,
1:29.0,,,52-51,,Defensive rebound by I. Shumpert
1:13.0,,,52-54,3,R. Jefferson makes 3-pt shot from 22 ft (assist by K. Irving)
1:02.0,C. Payne misses 3-pt shot from 25 ft,,52-54,,
1:02.0,,,52-54,,Defensive rebound by I. Shumpert
0:51.0,,,52-54,,C. Frye misses 2-pt shot at rim
0:49.0,Defensive rebound by J. Lauvergne,,52-54,,
0:40.0,D. Wade misses 2-pt shot from 6 ft,,52-54,,
0:40.0,,,52-54,,Defensive rebound by Team
0:40.0,Loose ball foul by J. Lauvergne (drawn by I. Shumpert),,52-54,,
0:40.0,,,52-54,,D. Williams enters the game for I. Shumpert
0:40.0,R. Rondo enters the game for J. Lauvergne,,52-54,,
0:26.0,,,52-56,2,K. Irving makes 2-pt shot from 3 ft
0:05.0,D. Wade makes 3-pt shot from 26 ft (assist by J. Butler),3,55-56,,
0:00.0,,,55-56,,K. Irving misses 2-pt shot from 2 ft
0:00.0,,,55-56,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,R. Lopez makes 2-pt shot from 9 ft,2,57-56,,
11:24.0,,,57-59,3,K. Irving makes 3-pt shot from 25 ft (assist by T. Thompson)
11:05.0,B. Portis misses 2-pt shot from 18 ft,,57-59,,
11:04.0,,,57-59,,Defensive rebound by T. Thompson
10:56.0,,,57-59,,K. Irving misses 3-pt shot from 30 ft
10:56.0,Defensive rebound by D. Wade,,57-59,,
10:44.0,Shooting foul by C. Frye (drawn by B. Portis),,57-59,,
10:44.0,B. Portis makes free throw 1 of 2,1,58-59,,
10:44.0,B. Portis makes free throw 2 of 2,1,59-59,,
10:26.0,,,59-61,2,C. Frye makes 2-pt shot from 22 ft (assist by K. Irving)
10:02.0,D. Wade misses 2-pt shot from 6 ft (block by I. Shumpert),,59-61,,
10:01.0,,,59-61,,Defensive rebound by I. Shumpert
9:40.0,,,59-63,2,K. Irving makes 2-pt shot from 1 ft
9:25.0,J. Grant misses 3-pt shot from 26 ft,,59-63,,
9:25.0,,,59-63,,Defensive rebound by R. Jefferson
9:20.0,Violation by J. Grant (kicked ball),,59-63,,
9:16.0,,,59-65,2,K. Irving makes 2-pt shot from 19 ft (assist by T. Thompson)
9:16.0,Chicago full timeout,,59-65,,
9:02.0,J. Butler makes 2-pt shot from 14 ft (assist by D. Wade),2,61-65,,
8:42.0,,,61-65,,I. Shumpert misses 3-pt shot from 25 ft
8:42.0,Defensive rebound by D. Wade,,61-65,,
8:34.0,D. Wade misses 3-pt shot from 25 ft,,61-65,,
8:33.0,,,61-65,,Defensive rebound by C. Frye
8:26.0,,,61-65,,K. Irving misses 3-pt shot from 25 ft
8:26.0,Defensive rebound by D. Wade,,61-65,,
8:20.0,J. Butler makes 2-pt shot from 1 ft (assist by D. Wade),2,63-65,,
8:00.0,,,63-65,,C. Frye misses 3-pt shot from 24 ft
7:59.0,Defensive rebound by D. Wade,,63-65,,
7:46.0,R. Lopez makes 2-pt shot from 6 ft (assist by D. Wade),2,65-65,,
7:27.0,,,65-65,,C. Frye misses 2-pt shot from 6 ft
7:25.0,Defensive rebound by D. Wade,,65-65,,
7:17.0,J. Butler misses 2-pt shot from 9 ft,,65-65,,
7:17.0,,,65-65,,Defensive rebound by C. Frye
7:06.0,,,65-65,,C. Frye misses 3-pt shot from 25 ft
7:05.0,Defensive rebound by D. Wade,,65-65,,
7:02.0,B. Portis makes 2-pt shot at rim (assist by D. Wade),2,67-65,,
7:02.0,,,67-65,,Cleveland full timeout
6:43.0,,,67-65,,I. Shumpert misses 2-pt shot from 19 ft
6:43.0,Defensive rebound by D. Wade,,67-65,,
6:26.0,J. Grant makes 3-pt shot from 26 ft (assist by D. Wade),3,70-65,,
6:03.0,,,70-67,2,K. Irving makes 2-pt shot from 1 ft
5:43.0,,,70-67,,Personal block foul by I. Shumpert (drawn by D. Wade)
5:24.0,J. Butler makes 3-pt shot from 26 ft (assist by R. Lopez),3,73-67,,
5:09.0,,,73-67,,K. Irving misses 2-pt shot from 1 ft
5:07.0,Defensive rebound by R. Lopez,,73-67,,
5:02.0,J. Butler makes 3-pt shot from 25 ft (assist by J. Grant),3,76-67,,
4:42.0,,,76-70,3,K. Irving makes 3-pt shot from 23 ft (assist by I. Shumpert)
4:19.0,D. Wade misses 2-pt shot from 13 ft,,76-70,,
4:18.0,,,76-70,,Defensive rebound by K. Irving
4:12.0,,,76-70,,K. Irving misses 3-pt shot from 30 ft
4:10.0,Defensive rebound by B. Portis,,76-70,,
4:00.0,J. Butler misses 2-pt shot from 16 ft,,76-70,,
3:59.0,,,76-70,,Defensive rebound by T. Thompson
3:53.0,,,76-70,,Shooting foul by D. Wade (drawn by I. Shumpert)
3:53.0,,,76-70,,I. Shumpert misses free throw 1 of 2
3:53.0,,,76-70,,Offensive rebound by Team
3:53.0,,,76-71,1,I. Shumpert makes free throw 2 of 2
3:53.0,R. Rondo enters the game for D. Wade,,76-70,,
3:53.0,D. Valentine enters the game for J. Grant,,76-70,,
3:53.0,N. Mirotic enters the game for B. Portis,,76-70,,
3:53.0,,,76-70,,D. Williams enters the game for T. Thompson
3:34.0,J. Butler misses 2-pt shot from 15 ft,,76-71,,
3:34.0,,,76-71,,Defensive rebound by I. Shumpert
3:34.0,Personal foul by R. Rondo (drawn by I. Shumpert),,76-71,,
3:34.0,C. Felicio enters the game for R. Lopez,,76-71,,
3:34.0,,,76-71,,K. Korver enters the game for I. Shumpert
3:24.0,,,76-71,,Turnover by K. Irving (lost ball; steal by N. Mirotic)
3:21.0,Turnover by C. Felicio (bad pass),,76-71,,
2:55.0,,,76-71,,D. Williams misses 3-pt shot from 24 ft
2:54.0,Defensive rebound by N. Mirotic,,76-71,,
2:40.0,Shooting foul by C. Frye (drawn by C. Felicio),,76-71,,
2:40.0,C. Felicio makes free throw 1 of 2,1,77-71,,
2:40.0,C. Felicio makes free throw 2 of 2,1,78-71,,
2:40.0,,,77-71,,D. Liggins enters the game for K. Irving
2:40.0,,,77-71,,J. Jones enters the game for R. Jefferson
2:18.0,,,78-71,,D. Liggins misses 2-pt shot from 2 ft
2:17.0,Defensive rebound by N. Mirotic,,78-71,,
2:11.0,D. Valentine misses 3-pt shot from 25 ft,,78-71,,
2:11.0,Offensive rebound by R. Rondo,,78-71,,
1:53.0,Shooting foul by J. Jones (drawn by N. Mirotic),,78-71,,
1:53.0,N. Mirotic makes free throw 1 of 2,1,79-71,,
1:53.0,N. Mirotic makes free throw 2 of 2,1,80-71,,
1:41.0,,,80-71,,Turnover by D. Liggins (bad pass)
1:25.0,D. Valentine misses 3-pt shot from 23 ft,,80-71,,
1:25.0,Offensive rebound by C. Felicio,,80-71,,
1:19.0,D. Valentine makes 2-pt shot from 2 ft (assist by C. Felicio),2,82-71,,
1:13.0,,,82-71,,Cleveland full timeout
1:13.0,,,82-71,,T. Thompson enters the game for C. Frye
1:06.0,Personal foul by D. Valentine (drawn by T. Thompson),,82-71,,
1:01.0,,,82-73,2,D. Williams makes 2-pt shot at rim (assist by T. Thompson)
0:47.0,R. Rondo makes 2-pt shot from 15 ft (assist by J. Butler),2,84-73,,
0:38.0,,,84-73,,Turnover by K. Korver (bad pass)
0:28.0,J. Butler makes 3-pt shot from 24 ft (assist by D. Valentine),3,87-73,,
0:02.0,,,87-76,3,J. Jones makes 3-pt shot from 26 ft (assist by D. Liggins)
0:00.0,R. Rondo makes 2-pt shot from 20 ft (assist by N. Mirotic),2,89-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,89-76,,Offensive foul by K. Korver
11:44.0,,,89-76,,Turnover by K. Korver (offensive foul)
11:29.0,N. Mirotic misses 3-pt shot from 26 ft,,89-76,,
11:29.0,,,89-76,,Defensive rebound by D. Williams
11:12.0,,,89-76,,J. Jones misses 3-pt shot from 24 ft
11:10.0,,,89-76,,Offensive rebound by T. Thompson
11:10.0,,,89-76,,T. Thompson misses 2-pt shot at rim
11:05.0,Defensive rebound by R. Rondo,,89-76,,
11:02.0,D. Wade makes 2-pt shot from 9 ft (assist by R. Rondo),2,91-76,,
10:41.0,,,91-76,,T. Thompson misses 2-pt shot from 7 ft
10:41.0,Defensive rebound by D. Valentine,,91-76,,
10:32.0,R. Rondo misses 2-pt shot from 17 ft,,91-76,,
10:32.0,,,91-76,,Defensive rebound by D. Williams
10:29.0,,,91-76,,Shooting foul by D. Valentine (drawn by D. Williams)
10:29.0,,,91-77,1,D. Williams makes free throw 1 of 2
10:29.0,,,91-78,1,D. Williams makes free throw 2 of 2
10:29.0,,,91-77,,K. Irving enters the game for D. Liggins
10:10.0,Shooting foul by K. Korver (drawn by C. Felicio),,91-78,,
10:10.0,C. Felicio makes 2-pt shot from 4 ft (assist by D. Wade),2,93-78,,
10:10.0,C. Felicio misses free throw 1 of 1,,93-78,,
10:10.0,,,93-78,,Defensive rebound by T. Thompson
9:52.0,,,93-78,,D. Williams misses 2-pt shot from 1 ft
9:52.0,Defensive rebound by N. Mirotic,,93-78,,
9:52.0,,,93-78,,Personal foul by T. Thompson (drawn by N. Mirotic)
9:43.0,N. Mirotic makes 2-pt shot from 2 ft (assist by R. Rondo),2,95-78,,
9:33.0,Personal foul by R. Rondo (drawn by K. Irving),,95-78,,
9:20.0,,,95-78,,K. Irving misses 3-pt shot from 22 ft
9:19.0,Defensive rebound by N. Mirotic,,95-78,,
9:14.0,D. Valentine makes 3-pt shot from 23 ft (assist by D. Wade),3,98-78,,
9:14.0,,,98-78,,Cleveland full timeout
8:53.0,,,98-81,3,J. Jones makes 3-pt shot from 24 ft (assist by T. Thompson)
8:37.0,D. Wade misses 2-pt shot from 1 ft,,98-81,,
8:37.0,,,98-81,,Defensive rebound by Team
8:37.0,Loose ball foul by C. Felicio (drawn by T. Thompson),,98-81,,
8:17.0,,,98-84,3,K. Korver makes 3-pt shot from 23 ft (assist by K. Irving)
8:17.0,Chicago full timeout,,98-84,,
8:17.0,,,98-84,,C. Frye enters the game for T. Thompson
8:17.0,J. Butler enters the game for D. Wade,,98-84,,
7:53.0,Turnover by R. Rondo (bad pass; steal by C. Frye),,98-84,,
7:49.0,,,98-84,,Turnover by K. Korver (bad pass)
7:37.0,J. Butler misses 2-pt shot from 11 ft,,98-84,,
7:33.0,Offensive rebound by J. Butler,,98-84,,
7:33.0,J. Butler misses 2-pt shot at rim,,98-84,,
7:30.0,,,98-84,,Defensive rebound by D. Williams
7:27.0,,,98-84,,D. Williams misses 2-pt shot from 3 ft
7:25.0,Defensive rebound by N. Mirotic,,98-84,,
7:19.0,R. Rondo misses 2-pt shot from 7 ft,,98-84,,
7:18.0,Offensive rebound by C. Felicio,,98-84,,
7:18.0,C. Felicio misses 2-pt shot at rim,,98-84,,
7:18.0,Offensive rebound by Team,,98-84,,
7:18.0,,,98-84,,R. Jefferson enters the game for D. Williams
7:11.0,D. Valentine makes 3-pt shot from 23 ft (assist by R. Rondo),3,101-84,,
6:52.0,,,101-84,,Shooting foul by N. Mirotic (drawn by K. Irving)
6:52.0,,,101-85,1,K. Irving makes free throw 1 of 2
6:52.0,,,101-86,1,K. Irving makes free throw 2 of 2
6:39.0,C. Felicio misses 2-pt shot from 2 ft (block by J. Jones),,101-86,,
6:38.0,,,101-86,,Defensive rebound by K. Korver
6:29.0,,,101-86,,Shooting foul by D. Valentine (drawn by K. Irving)
6:29.0,,,101-87,1,K. Irving makes free throw 1 of 3
6:29.0,,,101-87,,K. Irving misses free throw 2 of 3
6:29.0,,,101-87,,Offensive rebound by Team
6:29.0,,,101-88,1,K. Irving makes free throw 3 of 3
6:29.0,D. Wade enters the game for D. Valentine,,101-87,,
6:08.0,D. Wade misses 3-pt shot from 24 ft,,101-88,,
6:07.0,,,101-88,,Defensive rebound by K. Irving
5:57.0,Personal block foul by C. Felicio (drawn by R. Jefferson),,101-88,,
5:57.0,,,101-89,1,R. Jefferson makes free throw 1 of 2
5:57.0,,,101-90,1,R. Jefferson makes free throw 2 of 2
5:34.0,C. Felicio makes 2-pt shot from 16 ft (assist by R. Rondo),2,103-90,,
5:19.0,,,103-92,2,K. Irving makes 2-pt shot from 2 ft
4:58.0,Turnover by J. Butler (bad pass; steal by J. Jones),,103-92,,
4:51.0,,,103-92,,K. Irving misses 3-pt shot from 25 ft
4:50.0,Defensive rebound by Team,,103-92,,
4:37.0,D. Wade makes 2-pt shot from 9 ft,2,105-92,,
4:16.0,,,105-94,2,R. Jefferson makes 2-pt shot from 1 ft (assist by C. Frye)
3:57.0,N. Mirotic misses 3-pt shot from 26 ft,,105-94,,
3:57.0,Offensive rebound by C. Felicio,,105-94,,
3:40.0,R. Rondo makes 2-pt shot from 18 ft,2,107-94,,
3:26.0,,,107-97,3,C. Frye makes 3-pt shot from 23 ft (assist by K. Irving)
3:11.0,J. Butler misses 2-pt shot from 13 ft,,107-97,,
3:09.0,,,107-97,,Defensive rebound by C. Frye
3:02.0,,,107-97,,K. Korver misses 3-pt shot from 22 ft
3:02.0,Defensive rebound by J. Butler,,107-97,,
2:59.0,,,107-97,,Personal foul by J. Jones (drawn by J. Butler)
2:59.0,Official timeout,,107-97,,
2:59.0,,,107-97,,I. Shumpert enters the game for K. Korver
2:51.0,D. Wade misses 2-pt shot from 16 ft,,107-97,,
2:48.0,Offensive rebound by C. Felicio,,107-97,,
2:48.0,C. Felicio makes 2-pt shot at rim,2,109-97,,
2:37.0,,,109-99,2,K. Irving makes 2-pt shot from 1 ft
2:30.0,,,109-99,,Personal foul by K. Irving (drawn by R. Rondo)
2:27.0,,,109-99,,Personal foul by K. Irving (drawn by R. Rondo)
2:27.0,R. Rondo misses free throw 1 of 2,,109-99,,
2:27.0,Offensive rebound by Team,,109-99,,
2:27.0,R. Rondo makes free throw 2 of 2,1,110-99,,
2:17.0,,,110-99,,K. Irving misses 2-pt shot from 1 ft
2:15.0,Defensive rebound by N. Mirotic,,110-99,,
1:57.0,R. Rondo misses 3-pt shot from 25 ft,,110-99,,
1:57.0,,,110-99,,Defensive rebound by J. Jones
1:46.0,,,110-99,,I. Shumpert misses 3-pt shot from 25 ft
1:45.0,Defensive rebound by N. Mirotic,,110-99,,
1:28.0,J. Butler misses 2-pt shot from 16 ft,,110-99,,
1:26.0,Offensive rebound by D. Wade,,110-99,,
1:09.0,N. Mirotic makes 3-pt shot from 23 ft (assist by J. Butler),3,113-99,,
1:09.0,,,113-99,,Cleveland full timeout
1:09.0,,,113-99,,D. Williams enters the game for R. Jefferson
1:09.0,,,113-99,,D. Liggins enters the game for C. Frye
1:09.0,,,113-99,,K. Felder enters the game for K. Irving
1:01.0,,,113-99,,Turnover by K. Felder (bad pass; steal by R. Rondo)
0:58.0,D. Wade makes 2-pt shot from 1 ft (assist by J. Butler),2,115-99,,
0:44.0,,,115-99,,K. Felder misses 2-pt shot from 18 ft
0:44.0,Defensive rebound by D. Wade,,115-99,,
0:40.0,Turnover by D. Wade (bad pass; steal by K. Felder),,115-99,,
0:31.0,,,115-99,,I. Shumpert misses 2-pt shot from 21 ft
0:31.0,Defensive rebound by J. Butler,,115-99,,
0:15.0,J. Butler makes 2-pt shot from 15 ft,2,117-99,,
0:01.0,,,117-99,,K. Felder misses 2-pt shot from 18 ft
0:00.0,,,117-99,,Offensive rebound by I. Shumpert
