time,Chicago,pts.away,score,pts.home,Boston
7:58.0,Turnover by J. Butler (lost ball; steal by A. Johnson),,8-12,,
7:51.0,,,8-12,,Turnover by I. Thomas (bad pass; steal by J. Butler)
7:50.0,,,8-12,,Personal foul by J. Crowder (drawn by J. Butler)
7:38.0,D. Wade misses 2-pt shot from 3 ft (block by A. Johnson),,8-12,,
7:37.0,Offensive rebound by R. Lopez,,8-12,,
7:36.0,R. Lopez makes 2-pt shot from 2 ft,2,10-12,,
7:16.0,,,10-15,3,I. Thomas makes 3-pt shot from 23 ft (assist by A. Horford)
7:03.0,R. Rondo makes 2-pt shot from 2 ft (assist by D. Wade),2,12-15,,
6:49.0,,,12-15,,J. Crowder misses 3-pt shot from 25 ft
6:48.0,,,12-15,,Offensive rebound by A. Horford
6:45.0,,,12-15,,I. Thomas misses 3-pt shot from 23 ft
6:44.0,,,12-15,,Offensive rebound by J. Crowder
6:43.0,,,12-15,,J. Crowder misses 2-pt shot from 2 ft
6:41.0,Defensive rebound by R. Rondo,,12-15,,
6:34.0,N. Mirotic misses 3-pt shot from 24 ft,,12-15,,
6:32.0,,,12-15,,Defensive rebound by A. Horford
6:26.0,,,12-15,,J. Crowder misses 2-pt shot from 2 ft
6:24.0,,,12-15,,Offensive rebound by A. Johnson
6:24.0,,,12-15,,A. Johnson misses 2-pt shot from 2 ft
6:23.0,,,12-15,,Offensive rebound by A. Johnson
6:21.0,,,12-17,2,A. Johnson makes 2-pt shot from 2 ft
6:09.0,J. Butler misses 2-pt shot from 9 ft,,12-17,,
6:06.0,Offensive rebound by R. Lopez,,12-17,,
6:06.0,R. Lopez misses 2-pt shot from 1 ft,,12-17,,
6:06.0,,,12-17,,Defensive rebound by J. Crowder
6:00.0,,,12-17,,Turnover by I. Thomas (bad pass; steal by N. Mirotic)
5:55.0,,,12-17,,Shooting block foul by A. Johnson (drawn by J. Butler)
5:55.0,J. Butler misses free throw 1 of 2,,12-17,,
5:55.0,Offensive rebound by Team,,12-17,,
5:55.0,J. Butler makes free throw 2 of 2,1,13-17,,
5:55.0,,,12-17,,M. Smart enters the game for J. Crowder
5:55.0,,,12-17,,K. Olynyk enters the game for A. Johnson
5:43.0,,,13-17,,A. Bradley misses 3-pt shot from 26 ft
5:42.0,Defensive rebound by J. Butler,,13-17,,
5:26.0,R. Rondo makes 2-pt shot from 1 ft,2,15-17,,
5:11.0,Personal foul by R. Rondo (drawn by I. Thomas),,15-17,,
5:11.0,P. Zipser enters the game for D. Wade,,15-17,,
5:11.0,J. Grant enters the game for R. Rondo,,15-17,,
5:01.0,,,15-19,2,A. Horford makes 2-pt shot from 3 ft (assist by M. Smart)
4:48.0,P. Zipser misses 3-pt shot from 23 ft,,15-19,,
4:46.0,,,15-19,,Defensive rebound by Team
4:33.0,,,15-21,2,A. Bradley makes 2-pt shot from 21 ft (assist by A. Horford)
4:18.0,N. Mirotic misses 3-pt shot from 27 ft,,15-21,,
4:17.0,Offensive rebound by R. Lopez,,15-21,,
4:17.0,R. Lopez makes 2-pt shot at rim,2,17-21,,
4:01.0,,,17-23,2,I. Thomas makes 2-pt shot from 3 ft
3:45.0,J. Grant misses 2-pt shot from 2 ft,,17-23,,
3:44.0,Offensive rebound by R. Lopez,,17-23,,
3:44.0,R. Lopez misses 2-pt shot from 2 ft,,17-23,,
3:43.0,Offensive rebound by R. Lopez,,17-23,,
3:43.0,R. Lopez makes 2-pt shot from 3 ft,2,19-23,,
3:29.0,,,19-25,2,I. Thomas makes 2-pt shot from 3 ft (assist by M. Smart)
3:10.0,R. Lopez makes 2-pt shot from 21 ft (assist by J. Grant),2,21-25,,
3:03.0,,,21-25,,Boston full timeout
3:03.0,,,21-25,,J. Brown enters the game for A. Horford
3:03.0,,,21-25,,T. Zeller enters the game for A. Bradley
3:03.0,B. Portis enters the game for N. Mirotic,,21-25,,
2:47.0,,,21-25,,M. Smart misses 3-pt shot from 27 ft
2:46.0,,,21-25,,Offensive rebound by T. Zeller
2:37.0,,,21-25,,K. Olynyk misses 3-pt shot from 25 ft
2:36.0,Defensive rebound by J. Grant,,21-25,,
2:28.0,B. Portis makes 2-pt shot from 13 ft (assist by J. Grant),2,23-25,,
2:11.0,,,23-25,,K. Olynyk misses 3-pt shot from 26 ft
2:10.0,,,23-25,,Offensive rebound by Team
2:10.0,Loose ball foul by J. Grant (drawn by M. Smart),,23-25,,
1:57.0,,,23-28,3,J. Brown makes 3-pt shot from 25 ft (assist by K. Olynyk)
1:36.0,J. Butler misses 2-pt shot from 12 ft,,23-28,,
1:35.0,,,23-28,,Defensive rebound by T. Zeller
1:23.0,,,23-28,,T. Zeller misses 2-pt shot from 21 ft
1:22.0,Defensive rebound by B. Portis,,23-28,,
1:08.0,P. Zipser misses 3-pt shot from 24 ft,,23-28,,
1:07.0,,,23-28,,Defensive rebound by J. Brown
0:58.0,,,23-28,,I. Thomas misses 3-pt shot from 25 ft
0:57.0,Defensive rebound by J. Butler,,23-28,,
0:50.0,,,23-28,,Personal block foul by T. Zeller (drawn by J. Butler)
0:50.0,,,23-28,,J. Crowder enters the game for I. Thomas
0:50.0,C. Felicio enters the game for R. Lopez,,23-28,,
0:43.0,J. Butler misses 2-pt shot from 3 ft,,23-28,,
0:42.0,Offensive rebound by J. Butler,,23-28,,
0:27.0,B. Portis misses 3-pt shot from 23 ft,,23-28,,
0:26.0,Offensive rebound by C. Felicio,,23-28,,
0:24.0,C. Felicio misses 2-pt shot from 2 ft,,23-28,,
0:23.0,,,23-28,,Defensive rebound by J. Crowder
0:01.0,,,23-28,,Turnover by M. Smart (bad pass; steal by C. Felicio)
0:00.0,J. Grant misses 3-pt shot from 69 ft,,23-28,,
0:00.0,Offensive rebound by Team,,23-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,23-28,,A. Horford misses 2-pt shot from 12 ft
11:41.0,Defensive rebound by P. Zipser,,23-28,,
11:24.0,Shooting foul by A. Horford (drawn by J. Grant),,23-28,,
11:24.0,J. Grant makes 2-pt shot from 3 ft (assist by B. Portis),2,25-28,,
11:24.0,J. Grant makes free throw 1 of 1,1,26-28,,
11:07.0,,,26-28,,M. Smart misses 2-pt shot from 18 ft
11:06.0,Defensive rebound by P. Zipser,,26-28,,
10:44.0,C. Felicio makes 2-pt shot at rim (assist by D. Wade),2,28-28,,
10:23.0,,,28-28,,M. Smart misses 2-pt shot from 4 ft
10:22.0,Defensive rebound by B. Portis,,28-28,,
10:17.0,,,28-28,,Violation by J. Crowder (kicked ball)
10:17.0,,,28-28,,A. Bradley enters the game for J. Brown
10:10.0,P. Zipser misses 2-pt shot from 17 ft,,28-28,,
10:09.0,,,28-28,,Defensive rebound by A. Horford
10:01.0,,,28-28,,K. Olynyk misses 2-pt shot from 2 ft
10:00.0,Defensive rebound by B. Portis,,28-28,,
9:57.0,C. Felicio makes 2-pt shot from 2 ft (assist by B. Portis),2,30-28,,
9:42.0,,,30-28,,Turnover by A. Bradley (lost ball)
9:26.0,Turnover by J. Grant (bad pass; steal by K. Olynyk),,30-28,,
9:20.0,,,30-28,,K. Olynyk misses 2-pt shot from 1 ft (block by P. Zipser)
9:19.0,Defensive rebound by J. Grant,,30-28,,
9:11.0,D. Wade misses 3-pt shot from 25 ft,,30-28,,
9:09.0,Offensive rebound by C. Felicio,,30-28,,
9:05.0,J. Grant misses 3-pt shot from 25 ft,,30-28,,
9:04.0,Offensive rebound by Team,,30-28,,
9:04.0,,,30-28,,Personal foul by M. Smart (drawn by B. Portis)
9:04.0,,,30-28,,A. Johnson enters the game for K. Olynyk
9:04.0,R. Rondo enters the game for J. Grant,,30-28,,
8:55.0,B. Portis makes 3-pt shot from 23 ft (assist by D. Wade),3,33-28,,
8:42.0,,,33-28,,A. Horford misses 3-pt shot from 25 ft
8:41.0,Defensive rebound by Team,,33-28,,
8:41.0,,,33-28,,Loose ball foul by J. Crowder (drawn by P. Zipser)
8:41.0,Official timeout,,33-28,,
8:41.0,,,33-28,,I. Thomas enters the game for J. Crowder
8:31.0,D. Wade misses 2-pt shot from 17 ft,,33-28,,
8:29.0,,,33-28,,Defensive rebound by M. Smart
8:15.0,,,33-31,3,A. Bradley makes 3-pt shot from 25 ft (assist by M. Smart)
7:51.0,R. Rondo misses 2-pt shot from 2 ft,,33-31,,
7:50.0,Offensive rebound by Team,,33-31,,
7:50.0,Turnover by Team (shot clock),,33-31,,
7:50.0,J. Butler enters the game for P. Zipser,,33-31,,
7:34.0,Violation by C. Felicio (kicked ball),,33-31,,
7:22.0,,,33-31,,A. Horford misses 2-pt shot from 6 ft
7:21.0,Defensive rebound by J. Butler,,33-31,,
7:12.0,Jump ball: A. Bradley vs. C. Felicio,,,,Jump ball: A. Bradley vs. C. Felicio
7:12.0,Turnover by C. Felicio (lost ball; steal by A. Bradley),,33-31,,
6:54.0,,,33-31,,A. Johnson misses 2-pt shot from 2 ft
6:53.0,,,33-31,,Offensive rebound by A. Johnson
6:53.0,,,33-31,,A. Johnson misses 2-pt shot from 1 ft
6:50.0,Defensive rebound by D. Wade,,33-31,,
6:47.0,Turnover by D. Wade (bad pass),,33-31,,
6:34.0,,,33-33,2,I. Thomas makes 2-pt shot from 2 ft (assist by A. Horford)
6:23.0,Offensive foul by C. Felicio,,33-33,,
6:23.0,Turnover by C. Felicio (offensive foul),,33-33,,
6:23.0,,,33-33,,K. Olynyk enters the game for A. Horford
6:23.0,,,33-33,,J. Brown enters the game for M. Smart
6:23.0,P. Zipser enters the game for D. Wade,,33-33,,
6:13.0,,,33-33,,A. Johnson misses 2-pt shot at rim (block by B. Portis)
6:12.0,Defensive rebound by C. Felicio,,33-33,,
6:05.0,Turnover by P. Zipser (bad pass; steal by K. Olynyk),,33-33,,
5:52.0,,,33-33,,Turnover by A. Bradley (bad pass; steal by P. Zipser)
5:44.0,R. Rondo misses 2-pt shot from 2 ft,,33-33,,
5:43.0,Offensive rebound by B. Portis,,33-33,,
5:42.0,B. Portis makes 2-pt shot from 2 ft,2,35-33,,
5:24.0,,,35-33,,Turnover by I. Thomas (lost ball; steal by C. Felicio)
5:18.0,P. Zipser makes 2-pt shot from 3 ft (assist by R. Rondo),2,37-33,,
5:18.0,,,37-33,,Boston full timeout
5:18.0,,,37-33,,A. Horford enters the game for A. Johnson
5:18.0,R. Lopez enters the game for C. Felicio,,37-33,,
5:05.0,,,37-35,2,J. Brown makes 2-pt shot from 3 ft (assist by A. Horford)
4:40.0,Turnover by Team (shot clock),,37-35,,
4:19.0,,,37-37,2,K. Olynyk makes 2-pt shot from 12 ft
4:03.0,R. Lopez makes 2-pt shot from 4 ft (assist by R. Rondo),2,39-37,,
3:44.0,,,39-39,2,A. Horford makes 2-pt shot from 19 ft (assist by I. Thomas)
3:22.0,Turnover by P. Zipser (bad pass; steal by A. Bradley),,39-39,,
3:16.0,,,39-39,,I. Thomas misses 3-pt shot from 25 ft
3:14.0,Defensive rebound by R. Rondo,,39-39,,
3:07.0,B. Portis misses 2-pt shot from 3 ft,,39-39,,
3:06.0,Offensive rebound by R. Rondo,,39-39,,
3:05.0,R. Rondo misses 2-pt shot from 1 ft (block by K. Olynyk),,39-39,,
3:04.0,Offensive rebound by R. Rondo,,39-39,,
3:02.0,,,39-39,,Violation by K. Olynyk (kicked ball)
3:02.0,,,39-39,,M. Smart enters the game for J. Brown
3:02.0,D. Wade enters the game for R. Rondo,,39-39,,
3:02.0,R. Rondo enters the game for P. Zipser,,39-39,,
3:02.0,N. Mirotic enters the game for B. Portis,,39-39,,
2:51.0,R. Rondo misses 2-pt shot from 3 ft,,39-39,,
2:50.0,Offensive rebound by R. Lopez,,39-39,,
2:50.0,R. Lopez misses 2-pt shot from 1 ft,,39-39,,
2:48.0,,,39-39,,Defensive rebound by M. Smart
2:45.0,,,39-39,,A. Bradley misses 3-pt shot from 28 ft
2:45.0,Defensive rebound by D. Wade,,39-39,,
2:39.0,R. Rondo makes 2-pt shot from 2 ft,2,41-39,,
2:25.0,,,41-39,,Turnover by I. Thomas (bad pass; steal by D. Wade)
2:21.0,D. Wade misses 2-pt shot from 2 ft,,41-39,,
2:20.0,,,41-39,,Defensive rebound by A. Horford
2:16.0,,,41-39,,A. Bradley misses 3-pt shot from 24 ft
2:15.0,,,41-39,,Offensive rebound by K. Olynyk
2:15.0,Chicago full timeout,,41-39,,
2:06.0,,,41-41,2,A. Horford makes 2-pt shot from 3 ft (assist by I. Thomas)
1:47.0,D. Wade makes 3-pt shot from 24 ft (assist by J. Butler),3,44-41,,
1:36.0,,,44-41,,Turnover by A. Horford (bad pass)
1:36.0,J. Grant enters the game for R. Rondo,,44-41,,
1:24.0,,,44-41,,Personal foul by M. Smart (drawn by J. Butler)
1:10.0,N. Mirotic misses 3-pt shot from 29 ft,,44-41,,
1:09.0,Offensive rebound by R. Lopez,,44-41,,
0:55.0,N. Mirotic misses 2-pt shot from 6 ft (block by K. Olynyk),,44-41,,
0:54.0,Offensive rebound by N. Mirotic,,44-41,,
0:52.0,,,44-41,,Personal foul by K. Olynyk (drawn by D. Wade)
0:52.0,D. Wade makes free throw 1 of 2,1,45-41,,
0:52.0,D. Wade makes free throw 2 of 2,1,46-41,,
0:42.0,,,46-41,,I. Thomas misses 2-pt shot from 2 ft
0:41.0,,,46-41,,Offensive rebound by A. Horford
0:40.0,,,46-43,2,A. Horford makes 2-pt shot at rim
0:36.0,J. Grant misses 2-pt shot from 1 ft (block by K. Olynyk),,46-43,,
0:35.0,Offensive rebound by Team,,46-43,,
0:28.0,D. Wade misses 2-pt shot from 3 ft,,46-43,,
0:27.0,Offensive rebound by J. Butler,,46-43,,
0:27.0,J. Butler makes 2-pt shot from 3 ft,2,48-43,,
0:04.0,,,48-43,,A. Bradley misses 3-pt shot from 23 ft
0:03.0,,,48-43,,Offensive rebound by K. Olynyk
0:02.0,,,48-46,3,A. Horford makes 3-pt shot from 25 ft (assist by K. Olynyk)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,48-46,,A. Johnson misses 3-pt shot from 25 ft
11:42.0,Defensive rebound by N. Mirotic,,48-46,,
11:23.0,Shooting foul by A. Johnson (drawn by N. Mirotic),,48-46,,
11:23.0,N. Mirotic makes free throw 1 of 2,1,49-46,,
11:23.0,N. Mirotic makes free throw 2 of 2,1,50-46,,
11:04.0,,,50-46,,Shooting foul by N. Mirotic (drawn by A. Horford)
11:04.0,,,50-47,1,A. Horford makes free throw 1 of 2
11:04.0,,,50-48,1,A. Horford makes free throw 2 of 2
10:47.0,N. Mirotic misses 3-pt shot from 25 ft,,50-48,,
10:46.0,,,50-48,,Defensive rebound by I. Thomas
10:40.0,,,50-51,3,A. Bradley makes 3-pt shot from 25 ft (assist by I. Thomas)
10:19.0,R. Rondo makes 2-pt shot from 3 ft,2,52-51,,
10:08.0,,,52-53,2,A. Horford makes 2-pt shot from 16 ft
9:45.0,N. Mirotic misses 2-pt shot from 21 ft,,52-53,,
9:44.0,,,52-53,,Defensive rebound by I. Thomas
9:29.0,,,52-53,,J. Crowder misses 3-pt shot from 25 ft
9:28.0,Defensive rebound by D. Wade,,52-53,,
9:16.0,J. Butler misses 2-pt shot from 2 ft,,52-53,,
9:15.0,Offensive rebound by D. Wade,,52-53,,
9:15.0,D. Wade makes 2-pt shot from 2 ft,2,54-53,,
8:56.0,,,54-53,,Turnover by A. Bradley (bad pass; steal by R. Rondo)
8:43.0,Turnover by J. Butler (lost ball),,54-53,,
8:30.0,,,54-53,,A. Bradley misses 3-pt shot from 24 ft
8:29.0,Defensive rebound by N. Mirotic,,54-53,,
8:04.0,R. Rondo misses 3-pt shot from 24 ft,,54-53,,
8:03.0,,,54-53,,Defensive rebound by A. Johnson
7:54.0,,,54-53,,Turnover by I. Thomas (bad pass; steal by R. Rondo)
7:48.0,N. Mirotic makes 2-pt shot from 2 ft (assist by D. Wade),2,56-53,,
7:27.0,,,56-55,2,A. Johnson makes 2-pt shot at rim (assist by A. Bradley)
7:27.0,,,56-55,,Shooting foul by N. Mirotic (drawn by A. Johnson)
7:27.0,,,56-56,1,A. Johnson makes free throw 1 of 1
7:10.0,J. Butler misses 2-pt shot from 5 ft,,56-56,,
7:09.0,Offensive rebound by R. Lopez,,56-56,,
7:09.0,R. Lopez misses 2-pt shot from 1 ft,,56-56,,
7:08.0,Offensive rebound by R. Rondo,,56-56,,
7:07.0,R. Rondo makes 2-pt shot from 1 ft,2,58-56,,
6:49.0,,,58-56,,I. Thomas misses 3-pt shot from 26 ft
6:49.0,Defensive rebound by N. Mirotic,,58-56,,
6:25.0,R. Rondo misses 2-pt shot from 8 ft,,58-56,,
6:23.0,Offensive rebound by R. Rondo,,58-56,,
6:20.0,R. Rondo misses 2-pt shot from 8 ft,,58-56,,
6:18.0,,,58-56,,Defensive rebound by I. Thomas
6:17.0,,,58-56,,Boston full timeout
6:17.0,,,58-56,,J. Jerebko enters the game for A. Johnson
6:00.0,,,58-58,2,J. Crowder makes 2-pt shot from 2 ft (assist by A. Horford)
5:43.0,N. Mirotic misses 2-pt shot from 21 ft,,58-58,,
5:42.0,,,58-58,,Defensive rebound by A. Horford
5:33.0,,,58-60,2,J. Crowder makes 2-pt shot from 2 ft (assist by A. Horford)
5:17.0,,,58-60,,Personal foul by J. Jerebko (drawn by J. Butler)
5:17.0,B. Portis enters the game for N. Mirotic,,58-60,,
5:05.0,B. Portis makes 2-pt shot from 22 ft (assist by R. Rondo),2,60-60,,
4:42.0,,,60-60,,J. Crowder misses 2-pt shot from 20 ft
4:41.0,Defensive rebound by J. Butler,,60-60,,
4:28.0,J. Butler misses 2-pt shot from 21 ft,,60-60,,
4:27.0,,,60-60,,Defensive rebound by I. Thomas
4:18.0,,,60-60,,A. Bradley misses 2-pt shot from 3 ft (block by D. Wade)
4:17.0,,,60-60,,Offensive rebound by A. Bradley
4:13.0,,,60-60,,A. Bradley misses 2-pt shot from 16 ft
4:12.0,Defensive rebound by B. Portis,,60-60,,
4:08.0,D. Wade misses 2-pt shot from 14 ft,,60-60,,
4:06.0,,,60-60,,Defensive rebound by A. Bradley
4:03.0,,,60-62,2,I. Thomas makes 2-pt shot from 13 ft
4:03.0,,,60-62,,Shooting foul by R. Rondo (drawn by I. Thomas)
4:03.0,,,60-63,1,I. Thomas makes free throw 1 of 1
4:03.0,P. Zipser enters the game for D. Wade,,60-62,,
4:03.0,,,60-62,,M. Smart enters the game for J. Crowder
3:43.0,B. Portis makes 2-pt shot from 18 ft (assist by R. Rondo),2,62-63,,
3:29.0,,,62-65,2,I. Thomas makes 2-pt shot from 17 ft
3:29.0,,,62-65,,Shooting foul by B. Portis (drawn by I. Thomas)
3:29.0,,,62-66,1,I. Thomas makes free throw 1 of 1
3:29.0,,,62-65,,A. Johnson enters the game for A. Horford
3:11.0,R. Rondo makes 2-pt shot from 3 ft,2,64-66,,
2:54.0,,,64-69,3,M. Smart makes 3-pt shot from 23 ft (assist by J. Jerebko)
2:53.0,Chicago full timeout,,64-69,,
2:53.0,,,64-69,,J. Brown enters the game for A. Bradley
2:32.0,Shooting foul by I. Thomas (drawn by P. Zipser),,64-69,,
2:32.0,P. Zipser makes free throw 1 of 2,1,65-69,,
2:32.0,P. Zipser makes free throw 2 of 2,1,66-69,,
2:18.0,,,66-69,,Shooting foul by R. Lopez (drawn by A. Johnson)
2:18.0,,,66-69,,A. Johnson misses free throw 1 of 2
2:18.0,,,66-69,,Offensive rebound by Team
2:18.0,,,66-69,,A. Johnson misses free throw 2 of 2
2:18.0,Defensive rebound by R. Rondo,,66-69,,
2:18.0,,,66-69,,J. Crowder enters the game for J. Jerebko
2:18.0,,,66-69,,G. Green enters the game for I. Thomas
1:53.0,R. Rondo misses 3-pt shot from 24 ft,,66-69,,
1:52.0,,,66-69,,Defensive rebound by J. Crowder
1:37.0,,,66-69,,G. Green misses 3-pt shot from 24 ft
1:36.0,Defensive rebound by R. Lopez,,66-69,,
1:28.0,J. Butler makes 3-pt shot from 25 ft (assist by R. Rondo),3,69-69,,
1:11.0,,,69-69,,A. Johnson misses 2-pt shot from 2 ft
1:10.0,Defensive rebound by B. Portis,,69-69,,
1:01.0,Offensive charge foul by J. Butler,,69-69,,
1:01.0,Turnover by J. Butler (offensive foul),,69-69,,
1:01.0,J. Grant enters the game for R. Rondo,,69-69,,
1:01.0,,,69-69,,K. Olynyk enters the game for A. Johnson
1:01.0,C. Felicio enters the game for R. Lopez,,69-69,,
0:45.0,,,69-72,3,M. Smart makes 3-pt shot from 25 ft (assist by G. Green)
0:34.0,J. Butler makes 2-pt shot from 2 ft,2,71-72,,
0:24.0,,,71-74,2,J. Crowder makes 2-pt shot from 3 ft (assist by K. Olynyk)
0:05.0,J. Butler makes 3-pt shot from 29 ft,3,74-74,,
0:01.0,,,74-74,,K. Olynyk misses 3-pt shot from 26 ft
0:00.0,,,74-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,J. Butler makes 2-pt shot from 20 ft,2,76-74,,
11:28.0,,,76-74,,G. Green misses 2-pt shot from 18 ft
11:27.0,Defensive rebound by C. Felicio,,76-74,,
11:05.0,J. Grant misses 3-pt shot from 26 ft,,76-74,,
11:04.0,Offensive rebound by Team,,76-74,,
11:04.0,Turnover by Team (shot clock),,76-74,,
10:44.0,,,76-74,,M. Smart misses 3-pt shot from 26 ft
10:43.0,Defensive rebound by J. Butler,,76-74,,
10:36.0,J. Butler misses 3-pt shot from 25 ft,,76-74,,
10:35.0,,,76-74,,Defensive rebound by K. Olynyk
10:24.0,,,76-74,,Shooting foul by P. Zipser (drawn by G. Green)
10:24.0,,,76-74,,G. Green misses free throw 1 of 2
10:24.0,,,76-74,,Offensive rebound by Team
10:24.0,,,76-75,1,G. Green makes free throw 2 of 2
10:24.0,D. Wade enters the game for J. Butler,,76-74,,
10:09.0,Shooting foul by G. Green (drawn by P. Zipser),,76-75,,
10:09.0,P. Zipser makes free throw 1 of 2,1,77-75,,
10:09.0,P. Zipser makes free throw 2 of 2,1,78-75,,
9:46.0,,,78-78,3,M. Smart makes 3-pt shot from 25 ft (assist by A. Horford)
9:19.0,B. Portis makes 3-pt shot from 26 ft (assist by D. Wade),3,81-78,,
8:59.0,,,81-78,,A. Horford misses 2-pt shot from 11 ft
8:57.0,,,81-78,,Offensive rebound by K. Olynyk
8:57.0,,,81-80,2,K. Olynyk makes 2-pt shot from 1 ft
8:44.0,Official timeout,,81-80,,
8:44.0,,,81-80,,I. Thomas enters the game for G. Green
8:34.0,D. Wade misses 2-pt shot from 13 ft,,81-80,,
8:33.0,,,81-80,,Defensive rebound by J. Crowder
8:14.0,,,81-80,,I. Thomas misses 2-pt shot from 15 ft
8:13.0,Defensive rebound by B. Portis,,81-80,,
7:53.0,B. Portis makes 3-pt shot from 24 ft (assist by J. Grant),3,84-80,,
7:38.0,,,84-83,3,K. Olynyk makes 3-pt shot from 26 ft (assist by I. Thomas)
7:11.0,J. Grant misses 2-pt shot from 11 ft,,84-83,,
7:10.0,,,84-83,,Defensive rebound by J. Crowder
7:06.0,Personal foul by B. Portis (drawn by A. Horford),,84-83,,
7:06.0,R. Rondo enters the game for J. Grant,,84-83,,
7:06.0,J. Butler enters the game for P. Zipser,,84-83,,
7:06.0,,,84-83,,A. Bradley enters the game for J. Crowder
6:55.0,,,84-83,,A. Horford misses 2-pt shot from 2 ft (block by D. Wade)
6:54.0,Defensive rebound by J. Butler,,84-83,,
6:42.0,J. Butler makes 3-pt shot from 25 ft (assist by B. Portis),3,87-83,,
6:33.0,,,87-83,,Turnover by I. Thomas (kicked ball)
6:33.0,,,87-83,,Technical foul by I. Thomas
6:33.0,J. Butler misses technical free throw,,87-83,,
6:33.0,Offensive rebound by Team,,87-83,,
6:23.0,Jump ball: A. Bradley vs. J. Butler (M. Smart gains possession),,,,Jump ball: A. Bradley vs. J. Butler (M. Smart gains possession)
6:23.0,Turnover by J. Butler (lost ball; steal by A. Bradley),,87-83,,
6:11.0,,,87-85,2,A. Horford makes 2-pt shot at rim (assist by M. Smart)
6:11.0,Chicago full timeout,,87-85,,
6:11.0,R. Lopez enters the game for C. Felicio,,87-85,,
5:54.0,D. Wade misses 2-pt shot from 20 ft,,87-85,,
5:52.0,,,87-85,,Defensive rebound by A. Bradley
5:39.0,Personal foul by R. Rondo (drawn by I. Thomas),,87-85,,
5:33.0,,,87-85,,Shooting foul by R. Rondo (drawn by I. Thomas)
5:33.0,,,87-86,1,I. Thomas makes free throw 1 of 3
5:33.0,,,87-87,1,I. Thomas makes free throw 2 of 3
5:33.0,,,87-88,1,I. Thomas makes free throw 3 of 3
5:33.0,J. Grant enters the game for R. Rondo,,87-87,,
5:33.0,,,87-87,,J. Crowder enters the game for K. Olynyk
5:20.0,J. Grant misses 2-pt shot from 14 ft,,87-88,,
5:19.0,Offensive rebound by Team,,87-88,,
5:14.0,J. Butler makes 2-pt shot from 16 ft (assist by J. Grant),2,89-88,,
