time,Atlanta,pts.away,score,pts.home,Washington
2:52.0,,,14-18,1,J. Wall makes free throw 1 of 2
2:52.0,,,14-19,1,J. Wall makes free throw 2 of 2
2:32.0,K. Bazemore misses 3-pt shot from 26 ft,,14-19,,
2:31.0,,,14-19,,Defensive rebound by B. Bogdanovic
2:26.0,,,14-19,,Shooting foul by M. Dunleavy (drawn by B. Bogdanovic)
2:26.0,,,14-19,,B. Bogdanovic misses free throw 1 of 2
2:26.0,,,14-19,,Offensive rebound by Team
2:26.0,,,14-20,1,B. Bogdanovic makes free throw 2 of 2
2:16.0,Shooting foul by B. Bogdanovic (drawn by D. Schroder),,14-20,,
2:16.0,D. Schroder makes free throw 1 of 2,1,15-20,,
2:16.0,D. Schroder makes free throw 2 of 2,1,16-20,,
2:02.0,,,16-20,,Shooting foul by K. Bazemore (drawn by K. Oubre)
2:02.0,,,16-21,1,K. Oubre makes free throw 1 of 2
2:02.0,,,16-21,,K. Oubre misses free throw 2 of 2
2:02.0,Defensive rebound by M. Muscala,,16-21,,
1:56.0,Shooting foul by K. Oubre (drawn by D. Schroder),,16-21,,
1:56.0,D. Schroder makes free throw 1 of 2,1,17-21,,
1:56.0,D. Schroder makes free throw 2 of 2,1,18-21,,
1:41.0,,,18-21,,J. Wall misses 2-pt shot from 18 ft
1:40.0,Defensive rebound by K. Bazemore,,18-21,,
1:33.0,Shooting foul by B. Jennings (drawn by K. Bazemore),,18-21,,
1:33.0,K. Bazemore makes free throw 1 of 2,1,19-21,,
1:33.0,K. Bazemore makes free throw 2 of 2,1,20-21,,
1:20.0,,,20-21,,J. Wall misses 2-pt shot from 2 ft
1:19.0,Defensive rebound by Team,,20-21,,
1:07.0,D. Schroder misses 2-pt shot from 18 ft,,20-21,,
1:06.0,,,20-21,,Defensive rebound by B. Bogdanovic
0:56.0,,,20-21,,B. Bogdanovic misses 3-pt shot from 28 ft
0:55.0,Defensive rebound by M. Muscala,,20-21,,
0:46.0,D. Schroder makes 2-pt shot from 1 ft,2,22-21,,
0:36.0,Personal foul by M. Muscala (drawn by J. Wall),,22-21,,
0:36.0,,,22-22,1,J. Wall makes free throw 1 of 2
0:36.0,,,22-23,1,J. Wall makes free throw 2 of 2
0:31.0,D. Schroder makes 2-pt shot from 1 ft,2,24-23,,
0:10.0,,,24-23,,J. Wall misses 2-pt shot from 2 ft (block by K. Bazemore)
0:07.0,Defensive rebound by M. Muscala,,24-23,,
0:03.0,E. Ilyasova misses 3-pt shot from 27 ft,,24-23,,
0:02.0,,,24-23,,Defensive rebound by B. Bogdanovic
0:01.0,,,24-23,,B. Bogdanovic misses 3-pt shot from 53 ft
0:00.0,,,24-23,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,24-23,,B. Beal misses 2-pt shot from 19 ft
11:48.0,Defensive rebound by M. Muscala,,24-23,,
11:38.0,M. Muscala misses 2-pt shot from 5 ft,,24-23,,
11:37.0,Offensive rebound by E. Ilyasova,,24-23,,
11:35.0,E. Ilyasova misses 2-pt shot from 1 ft,,24-23,,
11:34.0,Offensive rebound by E. Ilyasova,,24-23,,
11:18.0,M. Muscala misses 2-pt shot from 1 ft (block by J. Smith),,24-23,,
11:17.0,,,24-23,,Defensive rebound by B. Jennings
11:02.0,,,24-23,,Offensive charge foul by B. Beal
11:02.0,,,24-23,,Turnover by B. Beal (offensive foul)
11:02.0,T. Waller-Prince enters the game for M. Dunleavy,,24-23,,
10:52.0,Turnover by K. Bazemore (bad pass; steal by B. Beal),,24-23,,
10:45.0,,,24-25,2,J. Smith makes 2-pt shot from 7 ft (assist by B. Jennings)
10:28.0,Turnover by K. Bazemore (lost ball; steal by K. Oubre),,24-25,,
10:23.0,,,24-25,,K. Oubre misses 2-pt shot from 2 ft (block by K. Bazemore)
10:22.0,,,24-25,,Offensive rebound by B. Jennings
10:20.0,,,24-27,2,B. Jennings makes 2-pt shot from 1 ft
10:20.0,Atlanta full timeout,,24-27,,
10:20.0,P. Millsap enters the game for K. Bazemore,,24-27,,
10:20.0,J. Calderon enters the game for E. Ilyasova,,24-27,,
10:00.0,T. Hardaway makes 2-pt shot from 2 ft,2,26-27,,
9:46.0,,,26-30,3,B. Bogdanovic makes 3-pt shot from 26 ft (assist by B. Beal)
9:37.0,T. Hardaway misses 3-pt shot from 27 ft,,26-30,,
9:37.0,,,26-30,,Defensive rebound by B. Jennings
9:31.0,,,26-30,,B. Jennings misses 3-pt shot from 24 ft
9:30.0,,,26-30,,Offensive rebound by J. Smith
9:28.0,,,26-30,,J. Smith misses 2-pt shot from 2 ft
9:28.0,Defensive rebound by M. Muscala,,26-30,,
9:26.0,,,26-30,,Personal foul by B. Bogdanovic (drawn by T. Hardaway)
9:13.0,P. Millsap misses 2-pt shot from 5 ft (block by J. Smith),,26-30,,
9:11.0,Offensive rebound by T. Hardaway,,26-30,,
9:07.0,M. Muscala misses 2-pt shot from 14 ft,,26-30,,
9:06.0,,,26-30,,Defensive rebound by J. Smith
8:54.0,,,26-32,2,J. Smith makes 2-pt shot at rim (assist by B. Beal)
8:43.0,,,26-32,,Personal foul by B. Bogdanovic (drawn by M. Muscala)
8:43.0,,,26-32,,J. Wall enters the game for B. Bogdanovic
8:33.0,J. Calderon makes 2-pt shot from 17 ft (assist by P. Millsap),2,28-32,,
8:22.0,,,28-32,,B. Beal misses 2-pt shot from 4 ft (block by M. Muscala)
8:22.0,,,28-32,,Offensive rebound by Team
8:22.0,D. Howard enters the game for M. Muscala,,28-32,,
8:22.0,,,28-32,,M. Gortat enters the game for J. Smith
8:19.0,,,28-32,,B. Beal misses 2-pt shot from 15 ft
8:18.0,Defensive rebound by D. Howard,,28-32,,
8:10.0,Shooting foul by K. Oubre (drawn by P. Millsap),,28-32,,
8:10.0,P. Millsap makes free throw 1 of 2,1,29-32,,
8:10.0,P. Millsap makes free throw 2 of 2,1,30-32,,
8:10.0,,,29-32,,M. Morris enters the game for K. Oubre
7:58.0,,,30-32,,M. Morris misses 2-pt shot from 15 ft
7:58.0,,,30-32,,Offensive rebound by B. Beal
7:54.0,,,30-35,3,J. Wall makes 3-pt shot from 28 ft (assist by B. Beal)
7:39.0,Turnover by D. Howard (lost ball; steal by B. Beal),,30-35,,
7:33.0,,,30-35,,Turnover by B. Beal (discontinued dribble)
7:18.0,Shooting foul by B. Beal (drawn by T. Hardaway),,30-35,,
7:18.0,T. Hardaway makes free throw 1 of 2,1,31-35,,
7:18.0,T. Hardaway makes free throw 2 of 2,1,32-35,,
6:56.0,,,32-35,,Shooting foul by J. Calderon (drawn by B. Jennings)
6:56.0,,,32-35,,Violation by Team (delay of game)
6:56.0,,,32-36,1,B. Jennings makes free throw 1 of 2
6:56.0,,,32-37,1,B. Jennings makes free throw 2 of 2
6:42.0,Turnover by D. Howard (lost ball),,32-37,,
6:42.0,,,32-37,,O. Porter enters the game for B. Jennings
6:31.0,,,32-37,,J. Wall misses 2-pt shot from 21 ft
6:30.0,,,32-37,,Offensive rebound by M. Gortat
6:24.0,,,32-37,,O. Porter misses 3-pt shot from 26 ft
6:24.0,,,32-37,,Offensive rebound by Team
6:24.0,Loose ball foul by D. Howard (drawn by M. Gortat),,32-37,,
6:24.0,D. Schroder enters the game for J. Calderon,,32-37,,
6:19.0,,,32-40,3,B. Beal makes 3-pt shot from 26 ft (assist by M. Gortat)
6:03.0,D. Howard makes 2-pt shot at rim (assist by P. Millsap),2,34-40,,
5:43.0,,,34-40,,Turnover by B. Beal (bad pass; steal by D. Howard)
5:38.0,T. Hardaway misses 2-pt shot from 1 ft (block by J. Wall),,34-40,,
5:37.0,Offensive rebound by T. Waller-Prince,,34-40,,
5:35.0,T. Waller-Prince makes 2-pt shot from 1 ft,2,36-40,,
5:18.0,,,36-42,2,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall)
4:55.0,Turnover by P. Millsap (bad pass; steal by O. Porter),,36-42,,
4:49.0,,,36-42,,J. Wall misses 2-pt shot from 3 ft (block by D. Howard)
4:48.0,Defensive rebound by P. Millsap,,36-42,,
4:39.0,T. Waller-Prince misses 3-pt shot from 27 ft,,36-42,,
4:37.0,Offensive rebound by D. Schroder,,36-42,,
4:29.0,Offensive charge foul by T. Hardaway,,36-42,,
4:29.0,Turnover by T. Hardaway (offensive foul),,36-42,,
4:29.0,Official timeout,,36-42,,
4:29.0,K. Bazemore enters the game for T. Waller-Prince,,36-42,,
4:29.0,T. Sefolosha enters the game for T. Hardaway,,36-42,,
4:15.0,,,36-42,,O. Porter misses 3-pt shot from 26 ft
4:14.0,Defensive rebound by D. Howard,,36-42,,
4:02.0,D. Schroder misses 3-pt shot from 27 ft,,36-42,,
4:01.0,,,36-42,,Defensive rebound by Team
4:00.0,M. Muscala enters the game for D. Howard,,36-42,,
3:46.0,Shooting block foul by M. Muscala (drawn by B. Beal),,36-42,,
3:46.0,,,36-43,1,B. Beal makes free throw 1 of 2
3:46.0,,,36-43,,B. Beal misses free throw 2 of 2
3:45.0,Defensive rebound by D. Schroder,,36-43,,
3:30.0,K. Bazemore makes 2-pt shot from 19 ft,2,38-43,,
3:09.0,,,38-45,2,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall)
2:54.0,,,38-45,,Personal foul by J. Wall (drawn by T. Sefolosha)
2:54.0,,,38-45,,Washington full timeout
2:54.0,T. Sefolosha misses free throw 1 of 2,,38-45,,
2:54.0,Offensive rebound by Team,,38-45,,
2:54.0,T. Sefolosha misses free throw 2 of 2,,38-45,,
2:54.0,E. Ilyasova enters the game for P. Millsap,,38-45,,
2:53.0,,,38-45,,Defensive rebound by M. Morris
2:37.0,,,38-47,2,M. Gortat makes 2-pt shot from 6 ft
2:19.0,D. Schroder makes 2-pt shot from 10 ft,2,40-47,,
2:19.0,Shooting foul by M. Morris (drawn by D. Schroder),,40-47,,
2:19.0,,,40-47,,Technical foul by Team
2:19.0,D. Schroder makes technical free throw,1,41-47,,
2:19.0,D. Schroder misses free throw 1 of 1,,41-47,,
2:19.0,,,41-47,,J. Smith enters the game for M. Morris
2:18.0,,,41-47,,Defensive rebound by M. Gortat
1:56.0,,,41-47,,B. Beal misses 2-pt shot from 2 ft
1:55.0,Defensive rebound by E. Ilyasova,,41-47,,
1:48.0,,,41-47,,Personal foul by O. Porter (drawn by K. Bazemore)
1:48.0,K. Bazemore makes free throw 1 of 2,1,42-47,,
1:48.0,K. Bazemore makes free throw 2 of 2,1,43-47,,
1:48.0,,,42-47,,K. Oubre enters the game for O. Porter
1:35.0,,,43-49,2,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall)
1:18.0,D. Schroder misses 3-pt shot from 28 ft,,43-49,,
1:17.0,,,43-49,,Defensive rebound by J. Wall
1:13.0,,,43-49,,Shooting foul by K. Bazemore (drawn by J. Wall)
1:13.0,,,43-50,1,J. Wall makes free throw 1 of 2
1:13.0,,,43-51,1,J. Wall makes free throw 2 of 2
1:13.0,P. Millsap enters the game for E. Ilyasova,,43-50,,
1:00.0,D. Schroder misses 2-pt shot from 14 ft,,43-51,,
0:59.0,,,43-51,,Defensive rebound by J. Smith
0:49.0,,,43-51,,J. Wall misses 2-pt shot from 1 ft (block by M. Muscala)
0:49.0,Defensive rebound by Team,,43-51,,
0:29.0,T. Sefolosha misses 2-pt shot from 3 ft (block by K. Oubre),,43-51,,
0:29.0,Offensive rebound by Team,,43-51,,
0:29.0,Atlanta full timeout,,43-51,,
0:25.0,P. Millsap misses 2-pt shot from 12 ft,,43-51,,
0:24.0,Offensive rebound by K. Bazemore,,43-51,,
0:22.0,K. Bazemore misses 2-pt shot from 7 ft,,43-51,,
0:20.0,,,43-51,,Defensive rebound by M. Gortat
0:01.0,,,43-51,,B. Beal misses 2-pt shot from 2 ft
0:00.0,,,43-51,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,43-53,2,O. Porter makes 2-pt shot from 20 ft (assist by J. Wall)
11:31.0,T. Waller-Prince makes 2-pt shot from 18 ft (assist by T. Hardaway),2,45-53,,
11:06.0,,,45-53,,J. Wall misses 2-pt shot from 16 ft
11:06.0,Defensive rebound by Team,,45-53,,
10:47.0,Turnover by P. Millsap (lost ball),,45-53,,
10:32.0,,,45-53,,O. Porter misses 3-pt shot from 26 ft
10:31.0,Defensive rebound by D. Howard,,45-53,,
10:20.0,,,45-53,,Personal foul by O. Porter (drawn by T. Waller-Prince)
10:20.0,,,45-53,,K. Oubre enters the game for O. Porter
10:14.0,,,45-53,,Violation by M. Morris (def goaltending)
10:14.0,T. Hardaway makes 2-pt shot from 1 ft (assist by D. Howard),2,47-53,,
9:53.0,,,47-55,2,B. Beal makes 2-pt shot from 19 ft
9:40.0,T. Hardaway makes 3-pt shot from 26 ft,3,50-55,,
9:27.0,,,50-55,,B. Beal misses 3-pt shot from 25 ft
9:26.0,Defensive rebound by D. Howard,,50-55,,
9:15.0,P. Millsap misses 3-pt shot from 26 ft,,50-55,,
9:14.0,Offensive rebound by D. Howard,,50-55,,
9:14.0,,,50-55,,Personal foul by K. Oubre (drawn by D. Howard)
9:11.0,Turnover by D. Howard (bad pass; steal by J. Wall),,50-55,,
9:07.0,,,50-57,2,J. Wall makes 2-pt shot at rim
8:50.0,D. Schroder misses 3-pt shot from 25 ft,,50-57,,
8:50.0,Offensive rebound by Team,,50-57,,
8:50.0,,,50-57,,Loose ball foul by M. Morris (drawn by P. Millsap)
8:50.0,,,50-57,,J. Smith enters the game for M. Morris
8:45.0,,,50-57,,Shooting block foul by J. Smith (drawn by P. Millsap)
8:45.0,P. Millsap makes free throw 1 of 3,1,51-57,,
8:45.0,P. Millsap makes free throw 2 of 3,1,52-57,,
8:45.0,P. Millsap makes free throw 3 of 3,1,53-57,,
8:28.0,Personal foul by D. Schroder (drawn by J. Smith),,53-57,,
8:22.0,Personal foul by T. Hardaway (drawn by B. Beal),,53-57,,
8:17.0,,,53-59,2,B. Beal makes 2-pt shot from 16 ft
8:05.0,,,53-59,,Personal foul by K. Oubre (drawn by T. Waller-Prince)
8:05.0,,,53-59,,Technical foul by Team
8:05.0,D. Schroder makes technical free throw,1,54-59,,
8:05.0,T. Waller-Prince makes free throw 1 of 2,1,55-59,,
8:05.0,T. Waller-Prince makes free throw 2 of 2,1,56-59,,
8:05.0,,,54-59,,B. Bogdanovic enters the game for K. Oubre
7:51.0,,,56-59,,Shooting foul by D. Howard (drawn by J. Wall)
7:51.0,,,56-60,1,J. Wall makes free throw 1 of 2
7:51.0,,,56-61,1,J. Wall makes free throw 2 of 2
7:38.0,Turnover by T. Hardaway (bad pass; steal by M. Gortat),,56-61,,
7:30.0,,,56-61,,Shooting foul by D. Howard (drawn by J. Smith)
7:30.0,,,56-62,1,J. Smith makes free throw 1 of 2
7:30.0,,,56-63,1,J. Smith makes free throw 2 of 2
7:20.0,,,56-63,,Personal foul by J. Smith (drawn by P. Millsap)
7:20.0,P. Millsap makes free throw 1 of 2,1,57-63,,
7:20.0,P. Millsap makes free throw 2 of 2,1,58-63,,
7:03.0,,,58-65,2,J. Wall makes 2-pt shot from 14 ft
6:48.0,P. Millsap makes 2-pt shot from 11 ft,2,60-65,,
6:48.0,Shooting foul by J. Smith (drawn by P. Millsap),,60-65,,
6:48.0,P. Millsap makes free throw 1 of 1,1,61-65,,
6:29.0,,,61-67,2,M. Gortat makes 2-pt shot from 12 ft
6:14.0,D. Schroder misses 3-pt shot from 27 ft,,61-67,,
6:13.0,,,61-67,,Defensive rebound by M. Gortat
6:07.0,,,61-67,,B. Beal misses 3-pt shot from 27 ft
6:05.0,Defensive rebound by T. Waller-Prince,,61-67,,
5:58.0,T. Waller-Prince makes 2-pt shot from 3 ft,2,63-67,,
5:41.0,,,63-67,,B. Beal misses 3-pt shot from 25 ft
5:40.0,Defensive rebound by P. Millsap,,63-67,,
5:30.0,P. Millsap makes 2-pt shot from 6 ft (assist by D. Schroder),2,65-67,,
5:30.0,,,65-67,,Washington full timeout
5:30.0,K. Bazemore enters the game for T. Hardaway,,65-67,,
5:09.0,,,65-67,,Turnover by J. Wall (bad pass; steal by D. Schroder)
5:03.0,T. Waller-Prince makes 2-pt shot from 2 ft (assist by D. Schroder),2,67-67,,
4:50.0,,,67-67,,B. Beal misses 3-pt shot from 26 ft
4:49.0,Defensive rebound by P. Millsap,,67-67,,
4:42.0,P. Millsap makes 2-pt shot from 1 ft,2,69-67,,
4:27.0,,,69-67,,J. Smith misses 2-pt shot from 17 ft
4:26.0,Defensive rebound by Team,,69-67,,
4:08.0,D. Schroder makes 3-pt shot from 25 ft,3,72-67,,
3:53.0,,,72-67,,Turnover by J. Wall (lost ball; steal by P. Millsap)
3:48.0,D. Schroder misses 2-pt shot from 1 ft,,72-67,,
3:47.0,Offensive rebound by D. Schroder,,72-67,,
3:38.0,,,72-67,,Personal foul by J. Smith (drawn by P. Millsap)
3:38.0,P. Millsap makes free throw 1 of 2,1,73-67,,
3:38.0,P. Millsap makes free throw 2 of 2,1,74-67,,
3:38.0,M. Muscala enters the game for D. Howard,,73-67,,
3:23.0,,,74-67,,B. Beal misses 2-pt shot from 6 ft
3:22.0,,,74-67,,Offensive rebound by M. Gortat
3:16.0,,,74-67,,J. Wall misses 2-pt shot from 4 ft
3:15.0,,,74-67,,Offensive rebound by M. Gortat
3:13.0,,,74-67,,M. Gortat misses 2-pt shot from 2 ft
3:13.0,Defensive rebound by P. Millsap,,74-67,,
2:57.0,M. Muscala misses 3-pt shot from 24 ft,,74-67,,
2:56.0,,,74-67,,Defensive rebound by M. Gortat
2:42.0,,,74-69,2,M. Gortat makes 2-pt shot from 1 ft
2:25.0,D. Schroder misses 2-pt shot from 3 ft (block by M. Gortat),,74-69,,
2:24.0,,,74-69,,Defensive rebound by J. Smith
2:21.0,,,74-69,,Shooting foul by K. Bazemore (drawn by J. Wall)
2:21.0,Atlanta full timeout,,74-69,,
2:21.0,,,74-70,1,J. Wall makes free throw 1 of 2
2:21.0,,,74-70,,J. Wall misses free throw 2 of 2
2:21.0,,,74-69,,B. Jennings enters the game for B. Beal
2:20.0,,,74-70,,Offensive rebound by J. Smith
2:05.0,,,74-70,,B. Bogdanovic misses 3-pt shot from 26 ft
2:04.0,Defensive rebound by P. Millsap,,74-70,,
1:49.0,P. Millsap misses 2-pt shot from 1 ft,,74-70,,
1:48.0,,,74-70,,Defensive rebound by J. Wall
1:40.0,,,74-70,,B. Bogdanovic misses 2-pt shot from 9 ft
1:39.0,,,74-70,,Offensive rebound by B. Bogdanovic
1:37.0,Personal foul by K. Bazemore (drawn by B. Bogdanovic),,74-70,,
1:37.0,Violation by Team (delay of game),,74-70,,
1:37.0,,,74-71,1,B. Bogdanovic makes free throw 1 of 2
1:37.0,,,74-72,1,B. Bogdanovic makes free throw 2 of 2
1:37.0,T. Hardaway enters the game for P. Millsap,,74-71,,
1:37.0,E. Ilyasova enters the game for T. Waller-Prince,,74-71,,
1:21.0,E. Ilyasova makes 2-pt shot from 18 ft (assist by M. Muscala),2,76-72,,
1:06.0,,,76-72,,B. Bogdanovic misses 2-pt shot from 15 ft
1:06.0,Defensive rebound by M. Muscala,,76-72,,
0:53.0,D. Schroder makes 2-pt shot from 1 ft,2,78-72,,
0:42.0,,,78-74,2,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall)
0:32.0,D. Schroder misses 3-pt shot from 26 ft,,78-74,,
0:31.0,,,78-74,,Defensive rebound by B. Jennings
0:10.0,,,78-74,,J. Wall misses 2-pt shot from 1 ft
0:09.0,,,78-74,,Offensive rebound by M. Gortat
0:07.0,,,78-74,,M. Gortat misses 2-pt shot at rim
0:06.0,Defensive rebound by K. Bazemore,,78-74,,
0:01.0,K. Bazemore misses 2-pt shot from 7 ft,,78-74,,
0:00.0,Offensive rebound by Team,,78-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,T. Hardaway misses 2-pt shot from 1 ft,,78-74,,
11:44.0,,,78-74,,Defensive rebound by J. Smith
11:30.0,,,78-76,2,B. Beal makes 2-pt shot from 1 ft (assist by J. Smith)
11:09.0,M. Muscala makes 2-pt shot at rim (assist by J. Calderon),2,80-76,,
10:57.0,,,80-76,,B. Beal misses 3-pt shot from 26 ft
10:56.0,Defensive rebound by K. Bazemore,,80-76,,
10:46.0,T. Hardaway misses 2-pt shot at rim (block by M. Morris),,80-76,,
10:46.0,,,80-76,,Defensive rebound by Team
10:35.0,,,80-78,2,B. Jennings makes 2-pt shot from 18 ft
10:15.0,M. Muscala misses 2-pt shot from 1 ft (block by M. Morris),,80-78,,
10:12.0,,,80-78,,Defensive rebound by B. Bogdanovic
10:11.0,Personal foul by T. Hardaway (drawn by B. Beal),,80-78,,
10:06.0,,,80-78,,B. Bogdanovic misses 3-pt shot from 25 ft
10:05.0,Defensive rebound by E. Ilyasova,,80-78,,
9:44.0,Shooting foul by M. Morris (drawn by T. Hardaway),,80-78,,
9:44.0,T. Hardaway makes free throw 1 of 2,1,81-78,,
9:44.0,T. Hardaway makes free throw 2 of 2,1,82-78,,
9:44.0,,,81-78,,O. Porter enters the game for M. Morris
9:44.0,T. Waller-Prince enters the game for K. Bazemore,,81-78,,
9:29.0,,,82-78,,Turnover by J. Smith (lost ball; steal by J. Calderon)
9:14.0,T. Waller-Prince makes 2-pt shot from 2 ft (assist by J. Calderon),2,84-78,,
9:01.0,,,84-80,2,B. Jennings makes 2-pt shot from 21 ft
8:38.0,Turnover by T. Waller-Prince (lost ball; steal by J. Smith),,84-80,,
8:28.0,,,84-82,2,B. Jennings makes 2-pt shot from 18 ft
8:06.0,J. Calderon misses 3-pt shot from 28 ft,,84-82,,
