time,Cleveland,pts.away,score,pts.home,Golden State
7:05.0,T. Thompson makes 2-pt shot from 10 ft (assist by L. James),2,99-115,,
6:43.0,,,99-118,3,K. Durant makes 3-pt shot from 25 ft
6:29.0,K. Irving misses 3-pt shot from 25 ft,,99-118,,
6:29.0,,,99-118,,Defensive rebound by S. Curry
6:21.0,,,99-121,3,S. Curry makes 3-pt shot from 26 ft
5:58.0,K. Irving makes 2-pt shot from 19 ft (assist by T. Thompson),2,101-121,,
5:43.0,,,101-121,,S. Curry misses 2-pt shot from 18 ft
5:43.0,Defensive rebound by L. James,,101-121,,
5:36.0,K. Love makes 3-pt shot from 25 ft (assist by L. James),3,104-121,,
5:36.0,,,104-121,,Golden State full timeout
5:36.0,,,104-121,,D. Green enters the game for D. West
5:36.0,R. Jefferson enters the game for I. Shumpert,,104-121,,
5:21.0,,,104-121,,Turnover by S. Curry (bad pass; steal by L. James)
5:14.0,T. Thompson misses 2-pt shot from 3 ft,,104-121,,
5:12.0,,,104-121,,Defensive rebound by D. Green
5:00.0,,,104-123,2,A. Iguodala makes 2-pt shot at rim (assist by S. Curry)
4:42.0,Shooting foul by S. Curry (drawn by R. Jefferson),,104-123,,
4:42.0,R. Jefferson misses free throw 1 of 2,,104-123,,
4:42.0,Offensive rebound by Team,,104-123,,
4:42.0,R. Jefferson misses free throw 2 of 2,,104-123,,
4:41.0,,,104-123,,Defensive rebound by K. Durant
4:27.0,,,104-125,2,K. Durant makes 2-pt shot at rim (assist by D. Green)
4:12.0,T. Thompson makes 2-pt shot from 1 ft (assist by K. Irving),2,106-125,,
3:57.0,,,106-125,,K. Durant misses 3-pt shot from 27 ft
3:57.0,Defensive rebound by K. Irving,,106-125,,
3:50.0,K. Irving misses 2-pt shot from 17 ft,,106-125,,
3:50.0,,,106-125,,Defensive rebound by D. Green
3:47.0,Personal foul by K. Irving (drawn by S. Curry),,106-125,,
3:47.0,D. Jones enters the game for L. James,,106-125,,
3:47.0,D. Williams enters the game for K. Love,,106-125,,
3:47.0,D. Williams enters the game for K. Irving,,106-125,,
3:47.0,,,106-125,,P. McCaw enters the game for A. Iguodala
3:47.0,C. Frye enters the game for T. Thompson,,106-125,,
3:47.0,J. Jones enters the game for R. Jefferson,,106-125,,
3:29.0,,,106-127,2,S. Curry makes 2-pt shot from 3 ft
3:14.0,C. Frye misses 2-pt shot from 2 ft,,106-127,,
3:13.0,,,106-127,,Defensive rebound by K. Thompson
3:09.0,,,106-127,,Golden State full timeout
3:09.0,,,106-127,,M. Barnes enters the game for K. Durant
3:09.0,,,106-127,,I. Clark enters the game for D. Green
3:09.0,,,106-127,,J. McAdoo enters the game for K. Thompson
3:09.0,,,106-127,,S. Livingston enters the game for S. Curry
3:00.0,,,106-127,,I. Clark misses 3-pt shot from 26 ft
2:59.0,Defensive rebound by D. Williams,,106-127,,
2:51.0,C. Frye misses 3-pt shot from 25 ft,,106-127,,
2:50.0,Offensive rebound by D. Jones,,106-127,,
2:31.0,D. Williams misses 2-pt shot from 3 ft,,106-127,,
2:30.0,,,106-127,,Defensive rebound by P. McCaw
2:09.0,,,106-127,,M. Barnes misses 3-pt shot from 27 ft
2:08.0,Defensive rebound by D. Jones,,106-127,,
1:52.0,D. Williams misses 3-pt shot from 26 ft,,106-127,,
1:52.0,,,106-127,,Defensive rebound by S. Livingston
1:32.0,,,106-127,,S. Livingston misses 2-pt shot from 17 ft
1:32.0,Defensive rebound by C. Frye,,106-127,,
1:26.0,D. Williams makes 2-pt shot at rim (assist by D. Williams),2,108-127,,
1:04.0,,,108-127,,J. McAdoo misses 2-pt shot from 17 ft
1:03.0,Defensive rebound by J. Jones,,108-127,,
0:58.0,D. Jones makes 2-pt shot from 3 ft,2,110-127,,
0:38.0,,,110-129,2,J. McAdoo makes 2-pt shot from 13 ft (assist by S. Livingston)
0:26.0,D. Williams makes 3-pt shot from 27 ft (assist by D. Williams),3,113-129,,
0:04.0,,,113-132,3,I. Clark makes 3-pt shot from 28 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
