time,Golden State,pts.away,score,pts.home,New Orleans
4:09.0,,,18-20,,New Orleans full timeout
4:09.0,,,18-20,,E. Moore enters the game for S. Hill
4:09.0,,,18-20,,T. Jones enters the game for A. Ajinca
4:09.0,K. Durant enters the game for J. McGee,,18-20,,
4:09.0,I. Clark enters the game for K. Thompson,,18-20,,
3:49.0,,,18-20,,J. Holiday misses 2-pt shot from 16 ft
3:48.0,Defensive rebound by I. Clark,,18-20,,
3:34.0,Shooting foul by E. Moore (drawn by K. Durant),,18-20,,
3:34.0,K. Durant makes free throw 1 of 3,1,19-20,,
3:34.0,K. Durant misses free throw 2 of 3,,19-20,,
3:34.0,Offensive rebound by Team,,19-20,,
3:34.0,K. Durant makes free throw 3 of 3,1,20-20,,
3:34.0,,,19-20,,T. Frazier enters the game for J. Holiday
3:25.0,,,20-20,,A. Davis misses 2-pt shot from 19 ft
3:24.0,Defensive rebound by K. Durant,,20-20,,
3:16.0,K. Durant makes 2-pt shot from 11 ft,2,22-20,,
2:56.0,,,22-22,2,T. Jones makes 2-pt shot from 9 ft (assist by T. Frazier)
2:45.0,K. Durant misses 2-pt shot from 11 ft,,22-22,,
2:44.0,,,22-22,,Defensive rebound by A. Davis
2:40.0,,,22-22,,Turnover by A. Davis (bad pass)
2:40.0,,,22-22,,L. Galloway enters the game for B. Hield
2:29.0,S. Curry makes 3-pt shot from 27 ft,3,25-22,,
2:13.0,,,25-24,2,A. Davis makes 2-pt shot from 2 ft
2:04.0,S. Curry misses 3-pt shot from 27 ft,,25-24,,
2:02.0,,,25-24,,Defensive rebound by T. Jones
1:56.0,,,25-27,3,L. Galloway makes 3-pt shot from 23 ft (assist by E. Moore)
1:38.0,D. Green misses 2-pt shot from 21 ft,,25-27,,
1:37.0,,,25-27,,Defensive rebound by L. Galloway
1:23.0,,,25-30,3,T. Frazier makes 3-pt shot from 26 ft (assist by A. Davis)
1:08.0,S. Curry makes 2-pt shot from 2 ft,2,27-30,,
0:55.0,,,27-30,,E. Moore misses 3-pt shot from 24 ft
0:54.0,Defensive rebound by D. Green,,27-30,,
0:48.0,K. Durant makes 2-pt shot at rim,2,29-30,,
0:33.0,,,29-33,3,A. Davis makes 3-pt shot from 25 ft (assist by E. Moore)
0:17.0,K. Durant misses 2-pt shot from 2 ft (block by A. Davis),,29-33,,
0:17.0,,,29-33,,Defensive rebound by T. Jones
0:01.0,,,29-35,2,T. Frazier makes 2-pt shot from 15 ft
0:00.0,A. Iguodala misses 3-pt shot from 27 ft,,29-35,,
0:00.0,Offensive rebound by Team,,29-35,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,K. Thompson makes 3-pt shot from 26 ft (assist by D. West),3,32-35,,
11:30.0,,,32-35,,L. Galloway misses 3-pt shot from 26 ft
11:28.0,Defensive rebound by D. West,,32-35,,
11:18.0,,,32-35,,Shooting block foul by R. Williams (drawn by K. Thompson)
11:18.0,K. Thompson makes free throw 1 of 2,1,33-35,,
11:18.0,K. Thompson misses free throw 2 of 2,,33-35,,
11:18.0,,,33-35,,Defensive rebound by T. Frazier
10:58.0,,,33-38,3,L. Galloway makes 3-pt shot from 26 ft (assist by E. Moore)
10:38.0,K. Durant misses 2-pt shot from 18 ft,,33-38,,
10:36.0,,,33-38,,Defensive rebound by T. Jones
10:27.0,,,33-38,,Turnover by E. Moore (lost ball)
10:12.0,S. Livingston makes 2-pt shot from 14 ft (assist by K. Durant),2,35-38,,
9:58.0,,,35-41,3,L. Galloway makes 3-pt shot from 26 ft (assist by E. Moore)
9:41.0,A. Iguodala makes 3-pt shot from 26 ft (assist by K. Durant),3,38-41,,
9:18.0,,,38-41,,R. Williams misses 2-pt shot from 4 ft
9:17.0,,,38-41,,Offensive rebound by T. Jones
9:16.0,,,38-41,,T. Jones misses 2-pt shot from 3 ft
9:16.0,Defensive rebound by A. Iguodala,,38-41,,
9:12.0,,,38-41,,Violation by T. Frazier (kicked ball)
9:06.0,S. Livingston misses 2-pt shot from 13 ft,,38-41,,
9:05.0,,,38-41,,Defensive rebound by T. Frazier
8:55.0,,,38-41,,Shooting foul by K. Durant (drawn by E. Moore)
8:55.0,Official timeout,,38-41,,
8:55.0,,,38-42,1,E. Moore makes free throw 1 of 2
8:55.0,,,38-43,1,E. Moore makes free throw 2 of 2
8:42.0,D. West misses 2-pt shot from 3 ft,,38-43,,
8:42.0,,,38-43,,Defensive rebound by T. Jones
8:36.0,,,38-43,,E. Moore misses 3-pt shot from 26 ft
8:35.0,Defensive rebound by A. Iguodala,,38-43,,
8:22.0,D. West makes 2-pt shot from 19 ft (assist by S. Livingston),2,40-43,,
7:58.0,,,40-45,2,T. Jones makes 2-pt shot from 3 ft
7:44.0,K. Thompson makes 2-pt shot from 14 ft (assist by A. Iguodala),2,42-45,,
7:17.0,,,42-45,,R. Williams misses 3-pt shot from 28 ft
7:16.0,Defensive rebound by A. Iguodala,,42-45,,
7:09.0,Turnover by K. Durant (bad pass; steal by R. Williams),,42-45,,
7:06.0,,,42-47,2,E. Moore makes 2-pt shot at rim (assist by R. Williams)
6:42.0,K. Thompson misses 3-pt shot from 23 ft,,42-47,,
6:41.0,Offensive rebound by Team,,42-47,,
6:41.0,,,42-47,,Loose ball foul by E. Moore (drawn by D. West)
6:41.0,D. Green enters the game for K. Durant,,42-47,,
6:41.0,I. Clark enters the game for A. Iguodala,,42-47,,
6:41.0,,,42-47,,A. Davis enters the game for T. Jones
6:41.0,,,42-47,,J. Holiday enters the game for E. Moore
6:38.0,K. Thompson makes 2-pt shot from 20 ft (assist by D. Green),2,44-47,,
6:17.0,,,44-50,3,R. Williams makes 3-pt shot from 25 ft
5:55.0,K. Thompson misses 3-pt shot from 25 ft,,44-50,,
5:55.0,,,44-50,,Defensive rebound by A. Davis
5:50.0,,,44-50,,Turnover by T. Frazier (bad pass)
5:50.0,,,44-50,,New Orleans full timeout
5:50.0,S. Curry enters the game for K. Thompson,,44-50,,
5:50.0,P. McCaw enters the game for D. West,,44-50,,
5:41.0,S. Livingston misses 2-pt shot from 16 ft,,44-50,,
5:40.0,,,44-50,,Defensive rebound by A. Davis
5:24.0,,,44-50,,Shooting foul by I. Clark (drawn by R. Williams)
5:24.0,,,44-51,1,R. Williams makes free throw 1 of 2
5:24.0,,,44-52,1,R. Williams makes free throw 2 of 2
5:11.0,I. Clark makes 3-pt shot from 26 ft (assist by S. Curry),3,47-52,,
4:50.0,,,47-52,,L. Galloway misses 3-pt shot from 26 ft
4:49.0,Defensive rebound by S. Livingston,,47-52,,
4:42.0,,,47-52,,Personal foul by T. Frazier (drawn by D. Green)
4:34.0,D. Green makes 3-pt shot from 25 ft (assist by S. Curry),3,50-52,,
4:24.0,,,50-54,2,T. Frazier makes 2-pt shot from 21 ft
4:11.0,Turnover by S. Curry (bad pass; steal by J. Holiday),,50-54,,
4:03.0,,,50-54,,L. Galloway misses 3-pt shot from 26 ft
4:03.0,,,50-54,,Offensive rebound by L. Galloway
4:03.0,,,50-54,,Turnover by L. Galloway (lost ball; steal by P. McCaw)
3:51.0,I. Clark misses 3-pt shot from 26 ft,,50-54,,
3:50.0,Offensive rebound by P. McCaw,,50-54,,
3:46.0,Turnover by P. McCaw (bad pass; steal by L. Galloway),,50-54,,
3:40.0,,,50-54,,L. Galloway misses 3-pt shot from 26 ft
3:39.0,Defensive rebound by D. Green,,50-54,,
3:32.0,S. Livingston misses 2-pt shot from 2 ft (block by A. Davis),,50-54,,
3:28.0,,,50-54,,Defensive rebound by L. Galloway
3:24.0,,,50-54,,Turnover by A. Davis (bad pass)
3:24.0,,,50-54,,S. Hill enters the game for L. Galloway
3:24.0,Golden State full timeout,,50-54,,
3:24.0,A. Iguodala enters the game for S. Livingston,,50-54,,
3:24.0,K. Durant enters the game for I. Clark,,50-54,,
3:24.0,K. Thompson enters the game for P. McCaw,,50-54,,
3:24.0,,,50-54,,B. Hield enters the game for R. Williams
3:11.0,D. Green makes 2-pt shot from 1 ft (assist by K. Thompson),2,52-54,,
2:51.0,,,52-57,3,S. Hill makes 3-pt shot from 24 ft (assist by T. Frazier)
2:36.0,,,52-57,,Personal foul by J. Holiday (drawn by S. Curry)
2:27.0,A. Iguodala misses 3-pt shot from 24 ft,,52-57,,
2:26.0,,,52-57,,Defensive rebound by B. Hield
2:07.0,,,52-57,,Shooting foul by D. Green (drawn by A. Davis)
2:07.0,,,52-58,1,A. Davis makes free throw 1 of 2
2:07.0,,,52-59,1,A. Davis makes free throw 2 of 2
1:50.0,K. Durant makes 2-pt shot from 18 ft (assist by D. Green),2,54-59,,
1:38.0,,,54-61,2,A. Davis makes 2-pt shot from 3 ft (assist by T. Frazier)
1:38.0,,,54-61,,Shooting foul by K. Thompson (drawn by A. Davis)
1:38.0,,,54-62,1,A. Davis makes free throw 1 of 1
1:20.0,Shooting foul by J. Holiday (drawn by S. Curry),,54-62,,
1:20.0,S. Curry makes free throw 1 of 2,1,55-62,,
1:20.0,S. Curry makes free throw 2 of 2,1,56-62,,
1:20.0,,,55-62,,L. Galloway enters the game for J. Holiday
1:05.0,,,56-62,,S. Hill misses 2-pt shot from 2 ft
1:01.0,,,56-62,,Offensive rebound by S. Hill
0:50.0,,,56-65,3,L. Galloway makes 3-pt shot from 26 ft (assist by A. Davis)
0:32.0,D. Green misses 3-pt shot from 26 ft,,56-65,,
0:30.0,Offensive rebound by S. Curry,,56-65,,
0:29.0,S. Curry makes 2-pt shot from 2 ft,2,58-65,,
0:15.0,,,58-65,,New Orleans full timeout
0:15.0,S. Livingston enters the game for K. Durant,,58-65,,
0:03.0,,,58-65,,T. Frazier misses 2-pt shot from 17 ft
0:03.0,Defensive rebound by D. Green,,58-65,,
0:00.0,S. Curry misses 3-pt shot from 41 ft,,58-65,,
0:00.0,Offensive rebound by Team,,58-65,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,J. McGee makes 2-pt shot at rim (assist by S. Curry),2,60-65,,
11:23.0,,,60-65,,Turnover by S. Hill (traveling)
11:15.0,K. Durant makes 2-pt shot from 11 ft,2,62-65,,
10:51.0,,,62-67,2,B. Hield makes 2-pt shot from 15 ft
10:42.0,S. Curry makes 2-pt shot from 1 ft,2,64-67,,
10:42.0,Shooting foul by B. Hield (drawn by S. Curry),,64-67,,
10:42.0,S. Curry makes free throw 1 of 1,1,65-67,,
10:27.0,,,65-69,2,A. Davis makes 2-pt shot from 5 ft
10:27.0,,,65-69,,Shooting foul by S. Curry (drawn by A. Davis)
10:27.0,,,65-70,1,A. Davis makes free throw 1 of 1
10:17.0,,,65-70,,Personal foul by J. Holiday (drawn by J. McGee)
10:08.0,K. Thompson misses 2-pt shot from 2 ft (block by B. Hield),,65-70,,
10:06.0,,,65-70,,Defensive rebound by B. Hield
9:59.0,,,65-72,2,A. Davis makes 2-pt shot from 16 ft
9:40.0,S. Curry makes 3-pt shot from 27 ft (assist by D. Green),3,68-72,,
9:34.0,,,68-74,2,S. Hill makes 2-pt shot from 1 ft (assist by J. Holiday)
9:23.0,D. Green misses 2-pt shot from 1 ft (block by A. Ajinca),,68-74,,
9:22.0,,,68-74,,Defensive rebound by J. Holiday
9:13.0,,,68-74,,Turnover by J. Holiday (bad pass)
9:06.0,D. Green makes 2-pt shot from 2 ft,2,70-74,,
9:05.0,,,70-74,,New Orleans full timeout
8:53.0,,,70-74,,Turnover by A. Davis (lost ball; steal by D. Green)
8:40.0,S. Curry makes 3-pt shot from 26 ft,3,73-74,,
8:21.0,,,73-74,,B. Hield misses 3-pt shot from 26 ft
8:20.0,Defensive rebound by K. Durant,,73-74,,
8:14.0,K. Durant misses 3-pt shot from 25 ft,,73-74,,
8:13.0,Offensive rebound by S. Curry,,73-74,,
8:04.0,D. Green misses 2-pt shot from 2 ft (block by A. Davis),,73-74,,
8:03.0,Offensive rebound by Team,,73-74,,
7:50.0,D. Green misses 3-pt shot from 29 ft,,73-74,,
7:48.0,,,73-74,,Defensive rebound by J. Holiday
7:42.0,,,73-74,,S. Hill misses 3-pt shot from 28 ft
7:41.0,Defensive rebound by J. McGee,,73-74,,
7:32.0,D. Green misses 2-pt shot from 2 ft (block by A. Ajinca),,73-74,,
7:32.0,Offensive rebound by Team,,73-74,,
7:31.0,,,73-74,,Inbound foul by S. Hill
7:31.0,K. Durant makes free throw 1 of 1,1,74-74,,
7:27.0,J. McGee makes 2-pt shot from 1 ft (assist by S. Curry),2,76-74,,
7:15.0,,,76-74,,Offensive foul by A. Ajinca
7:15.0,,,76-74,,Turnover by A. Ajinca (offensive foul)
7:03.0,K. Durant makes 3-pt shot from 26 ft (assist by D. Green),3,79-74,,
6:46.0,,,79-74,,Shooting foul by D. Green (drawn by J. Holiday)
6:46.0,,,79-75,1,J. Holiday makes free throw 1 of 2
6:46.0,,,79-75,,J. Holiday misses free throw 2 of 2
6:46.0,,,79-75,,T. Jones enters the game for A. Ajinca
6:46.0,,,79-75,,E. Moore enters the game for B. Hield
6:43.0,Defensive rebound by D. Green,,79-75,,
6:19.0,S. Curry makes 2-pt shot from 22 ft (assist by D. Green),2,81-75,,
6:09.0,,,81-75,,J. Holiday misses 3-pt shot from 27 ft
6:08.0,Defensive rebound by J. McGee,,81-75,,
5:59.0,K. Durant makes 2-pt shot at rim (assist by S. Curry),2,83-75,,
5:53.0,,,83-75,,New Orleans full timeout
5:42.0,,,83-77,2,J. Holiday makes 2-pt shot from 10 ft
5:18.0,S. Curry misses 2-pt shot from 16 ft,,83-77,,
5:18.0,,,83-77,,Defensive rebound by A. Davis
5:08.0,,,83-79,2,A. Davis makes 2-pt shot from 2 ft (assist by J. Holiday)
4:52.0,K. Durant makes 2-pt shot from 16 ft (assist by S. Curry),2,85-79,,
4:39.0,,,85-79,,J. Holiday misses 2-pt shot from 3 ft
4:38.0,Defensive rebound by K. Thompson,,85-79,,
4:29.0,K. Durant makes 2-pt shot at rim (assist by D. Green),2,87-79,,
4:12.0,,,87-82,3,S. Hill makes 3-pt shot from 24 ft (assist by A. Davis)
3:51.0,S. Curry misses 2-pt shot from 2 ft (block by A. Davis),,87-82,,
3:50.0,,,87-82,,Defensive rebound by S. Hill
3:46.0,,,87-84,2,S. Hill makes 2-pt shot from 1 ft
3:46.0,Golden State full timeout,,87-84,,
3:46.0,K. Looney enters the game for K. Thompson,,87-84,,
3:46.0,I. Clark enters the game for J. McGee,,87-84,,
3:46.0,A. Iguodala enters the game for K. Durant,,87-84,,
3:23.0,Turnover by K. Looney (lost ball; steal by J. Holiday),,87-84,,
3:20.0,,,87-84,,J. Holiday misses 2-pt shot from 1 ft (block by D. Green)
3:20.0,,,87-84,,Offensive rebound by Team
3:20.0,,,87-84,,L. Galloway enters the game for S. Hill
3:13.0,,,87-84,,Shooting foul by S. Curry (drawn by J. Holiday)
3:13.0,,,87-85,1,J. Holiday makes free throw 1 of 2
3:13.0,,,87-85,,J. Holiday misses free throw 2 of 2
3:12.0,Defensive rebound by D. Green,,87-85,,
2:55.0,S. Curry misses 2-pt shot from 15 ft,,87-85,,
2:54.0,,,87-85,,Defensive rebound by T. Jones
2:42.0,,,87-85,,Turnover by T. Jones (lost ball; steal by S. Curry)
2:36.0,Turnover by S. Curry (bad pass; steal by A. Davis),,87-85,,
2:33.0,,,87-85,,Shooting foul by A. Iguodala (drawn by L. Galloway)
2:33.0,,,87-86,1,L. Galloway makes free throw 1 of 3
2:33.0,,,87-87,1,L. Galloway makes free throw 2 of 3
2:33.0,,,87-88,1,L. Galloway makes free throw 3 of 3
2:33.0,,,87-87,,T. Frazier enters the game for J. Holiday
2:22.0,S. Curry misses 2-pt shot from 16 ft,,87-88,,
2:18.0,Offensive rebound by K. Looney,,87-88,,
2:07.0,I. Clark makes 3-pt shot from 24 ft (assist by D. Green),3,90-88,,
1:49.0,,,90-91,3,L. Galloway makes 3-pt shot from 26 ft (assist by T. Frazier)
1:36.0,S. Curry misses 2-pt shot from 2 ft,,90-91,,
1:35.0,,,90-91,,Defensive rebound by A. Davis
1:30.0,,,90-91,,Turnover by T. Frazier (dbl dribble)
1:30.0,K. Thompson enters the game for D. Green,,90-91,,
1:30.0,K. Durant enters the game for S. Curry,,90-91,,
1:17.0,Shooting foul by A. Davis (drawn by K. Durant),,90-91,,
1:17.0,K. Durant makes free throw 1 of 3,1,91-91,,
1:17.0,K. Durant makes free throw 2 of 3,1,92-91,,
1:17.0,K. Durant makes free throw 3 of 3,1,93-91,,
1:17.0,,,92-91,,S. Hill enters the game for A. Davis
1:01.0,,,93-91,,L. Galloway misses 2-pt shot from 9 ft
1:00.0,Defensive rebound by I. Clark,,93-91,,
0:49.0,A. Iguodala misses 3-pt shot from 23 ft,,93-91,,
0:47.0,,,93-91,,Defensive rebound by T. Jones
0:42.0,,,93-91,,E. Moore misses 2-pt shot from 1 ft (block by K. Durant)
0:40.0,Defensive rebound by A. Iguodala,,93-91,,
0:34.0,I. Clark misses 3-pt shot from 26 ft,,93-91,,
0:33.0,Offensive rebound by K. Thompson,,93-91,,
0:33.0,Shooting foul by T. Frazier (drawn by K. Thompson),,93-91,,
0:33.0,K. Thompson makes free throw 1 of 2,1,94-91,,
0:33.0,K. Thompson makes free throw 2 of 2,1,95-91,,
0:15.0,,,95-94,3,T. Frazier makes 3-pt shot from 26 ft
0:01.0,I. Clark misses 2-pt shot from 8 ft (block by T. Jones),,95-94,,
0:00.0,,,95-94,,Defensive rebound by S. Hill
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,95-94,,E. Moore misses 3-pt shot from 26 ft
11:39.0,Defensive rebound by S. Livingston,,95-94,,
11:22.0,K. Durant misses 2-pt shot from 9 ft,,95-94,,
11:21.0,,,95-94,,Defensive rebound by T. Jones
11:13.0,,,95-94,,T. Frazier misses 2-pt shot from 2 ft
11:13.0,Defensive rebound by Team,,95-94,,
10:55.0,K. Thompson misses 2-pt shot from 1 ft,,95-94,,
10:55.0,,,95-94,,Defensive rebound by T. Jones
10:45.0,,,95-96,2,L. Galloway makes 2-pt shot from 1 ft (assist by T. Frazier)
10:29.0,D. West misses 2-pt shot from 7 ft,,95-96,,
10:27.0,,,95-96,,Defensive rebound by T. Jones
10:21.0,,,95-96,,L. Galloway misses 3-pt shot from 27 ft
10:21.0,Defensive rebound by Team,,95-96,,
10:06.0,Turnover by K. Durant (lost ball; steal by T. Frazier),,95-96,,
9:59.0,,,95-98,2,T. Jones makes 2-pt shot from 1 ft (assist by T. Frazier)
9:36.0,K. Thompson misses 3-pt shot from 27 ft,,95-98,,
9:34.0,,,95-98,,Defensive rebound by S. Hill
9:24.0,,,95-100,2,T. Jones makes 2-pt shot at rim (assist by S. Hill)
9:24.0,Golden State full timeout,,95-100,,
9:05.0,D. West misses 2-pt shot from 3 ft (block by T. Jones),,95-100,,
9:03.0,Offensive rebound by A. Iguodala,,95-100,,
9:02.0,S. Livingston makes 2-pt shot at rim (assist by A. Iguodala),2,97-100,,
8:46.0,,,97-100,,L. Galloway misses 3-pt shot from 26 ft
8:45.0,Defensive rebound by D. West,,97-100,,
8:41.0,K. Durant makes 2-pt shot at rim,2,99-100,,
8:19.0,,,99-100,,T. Jones misses 3-pt shot from 26 ft
8:18.0,Defensive rebound by A. Iguodala,,99-100,,
8:00.0,A. Iguodala makes 3-pt shot from 26 ft (assist by D. West),3,102-100,,
7:36.0,,,102-103,3,T. Frazier makes 3-pt shot from 26 ft (assist by E. Moore)
7:25.0,Turnover by D. West (bad pass; steal by L. Galloway),,102-103,,
7:14.0,,,102-105,2,E. Moore makes 2-pt shot from 6 ft (assist by T. Frazier)
6:49.0,K. Durant misses 3-pt shot from 30 ft,,102-105,,
6:48.0,,,102-105,,Defensive rebound by Team
6:48.0,,,102-105,,A. Davis enters the game for T. Jones
6:48.0,,,102-105,,J. Holiday enters the game for E. Moore
6:48.0,D. Green enters the game for K. Durant,,102-105,,
6:28.0,,,102-105,,A. Davis misses 2-pt shot from 13 ft
6:28.0,Defensive rebound by D. West,,102-105,,
6:20.0,K. Thompson makes 2-pt shot from 2 ft (assist by D. West),2,104-105,,
5:59.0,,,104-105,,S. Hill misses 3-pt shot from 26 ft
5:57.0,Defensive rebound by D. Green,,104-105,,
5:47.0,,,104-105,,Personal foul by S. Hill (drawn by D. West)
5:47.0,Official timeout,,104-105,,
5:47.0,,,104-105,,T. Jones enters the game for S. Hill
5:47.0,,,104-105,,E. Moore enters the game for T. Jones
5:47.0,S. Curry enters the game for K. Thompson,,104-105,,
5:47.0,I. Clark enters the game for D. West,,104-105,,
5:35.0,S. Curry misses 2-pt shot from 1 ft,,104-105,,
5:34.0,,,104-105,,Defensive rebound by A. Davis
5:13.0,,,104-105,,J. Holiday misses 3-pt shot from 24 ft
5:12.0,Defensive rebound by A. Iguodala,,104-105,,
5:03.0,D. Green makes 3-pt shot from 27 ft (assist by A. Iguodala),3,107-105,,
4:46.0,,,107-107,2,A. Davis makes 2-pt shot from 13 ft (assist by T. Frazier)
4:33.0,S. Curry misses 3-pt shot from 26 ft,,107-107,,
4:31.0,,,107-107,,Defensive rebound by L. Galloway
4:20.0,,,107-107,,T. Frazier misses 2-pt shot from 4 ft (block by D. Green)
4:19.0,Defensive rebound by A. Iguodala,,107-107,,
4:14.0,I. Clark misses 2-pt shot from 2 ft (block by J. Holiday),,107-107,,
4:11.0,,,107-107,,Defensive rebound by J. Holiday
4:11.0,,,107-107,,Shooting foul by S. Livingston (drawn by A. Davis)
4:11.0,,,107-108,1,A. Davis makes free throw 1 of 2
4:11.0,,,107-108,,A. Davis misses free throw 2 of 2
4:09.0,Defensive rebound by D. Green,,107-108,,
3:54.0,Turnover by D. Green (bad pass; steal by L. Galloway),,107-108,,
3:47.0,,,107-108,,Turnover by L. Galloway (bad pass)
3:47.0,K. Thompson enters the game for I. Clark,,107-108,,
3:47.0,K. Durant enters the game for S. Livingston,,107-108,,
3:30.0,D. Green misses 2-pt shot from 6 ft (block by A. Davis),,107-108,,
3:28.0,,,107-108,,Defensive rebound by L. Galloway
3:20.0,,,107-108,,Turnover by A. Davis (lost ball; steal by D. Green)
3:14.0,S. Curry makes 2-pt shot from 20 ft (assist by K. Thompson),2,109-108,,
3:00.0,,,109-108,,A. Davis misses 2-pt shot from 13 ft (block by K. Thompson)
2:58.0,,,109-108,,Offensive rebound by Team
2:58.0,,,109-108,,New Orleans full timeout
2:58.0,,,109-108,,S. Hill enters the game for E. Moore
2:58.0,Jump ball: A. Davis vs. K. Thompson (J. Holiday gains possession),,,,Jump ball: A. Davis vs. K. Thompson (J. Holiday gains possession)
2:51.0,Turnover by K. Thompson (bad pass; steal by A. Davis),,109-108,,
2:51.0,,,109-108,,Turnover by J. Holiday (bad pass)
2:32.0,K. Thompson misses 3-pt shot from 26 ft,,109-108,,
2:30.0,,,109-108,,Defensive rebound by J. Holiday
2:14.0,,,109-108,,J. Holiday misses 3-pt shot from 26 ft
2:13.0,Defensive rebound by S. Curry,,109-108,,
2:08.0,,,109-108,,Personal foul by S. Hill (drawn by D. Green)
1:53.0,S. Curry makes 2-pt shot from 2 ft (assist by D. Green),2,111-108,,
1:43.0,,,111-108,,J. Holiday misses 2-pt shot from 2 ft
1:43.0,Defensive rebound by D. Green,,111-108,,
