time,Orlando,pts.away,score,pts.home,Detroit
6:01.0,,,12-14,,K. Caldwell-Pope misses 3-pt shot from 24 ft
6:01.0,Defensive rebound by N. Vucevic,,12-14,,
5:53.0,A. Gordon misses 2-pt shot from 20 ft,,12-14,,
5:52.0,,,12-14,,Defensive rebound by A. Drummond
5:38.0,Personal foul by A. Gordon (drawn by A. Drummond),,12-14,,
5:38.0,,,12-14,,J. Leuer enters the game for M. Morris
5:38.0,B. Biyombo enters the game for S. Ibaka,,12-14,,
5:26.0,,,12-16,2,A. Drummond makes 2-pt shot from 1 ft
5:09.0,N. Vucevic misses 2-pt shot from 5 ft,,12-16,,
5:08.0,,,12-16,,Defensive rebound by A. Drummond
5:02.0,,,12-18,2,I. Smith makes 2-pt shot at rim
4:36.0,E. Payton makes 3-pt shot from 26 ft (assist by N. Vucevic),3,15-18,,
4:21.0,,,15-18,,J. Leuer misses 3-pt shot from 25 ft
4:21.0,Defensive rebound by E. Payton,,15-18,,
4:04.0,E. Fournier makes 2-pt shot from 1 ft (assist by E. Payton),2,17-18,,
3:51.0,,,17-18,,I. Smith misses 2-pt shot from 16 ft
3:48.0,Defensive rebound by E. Payton,,17-18,,
3:35.0,B. Biyombo misses 2-pt shot from 5 ft,,17-18,,
3:34.0,,,17-18,,Defensive rebound by T. Harris
3:21.0,,,17-18,,A. Drummond misses 2-pt shot from 8 ft
3:18.0,Defensive rebound by A. Gordon,,17-18,,
3:17.0,Shooting foul by I. Smith (drawn by A. Gordon),,17-18,,
3:17.0,A. Gordon misses free throw 1 of 2,,17-18,,
3:17.0,Offensive rebound by Team,,17-18,,
3:17.0,A. Gordon misses free throw 2 of 2,,17-18,,
3:17.0,,,17-18,,A. Baynes enters the game for A. Drummond
3:17.0,,,17-18,,B. Udrih enters the game for I. Smith
3:17.0,D. Augustin enters the game for E. Payton,,17-18,,
3:16.0,Offensive rebound by N. Vucevic,,17-18,,
3:02.0,B. Biyombo misses 2-pt shot from 5 ft (block by T. Harris),,17-18,,
3:02.0,Offensive rebound by Team,,17-18,,
3:02.0,J. Green enters the game for A. Gordon,,17-18,,
2:51.0,N. Vucevic makes 2-pt shot from 8 ft (assist by D. Augustin),2,19-18,,
2:35.0,,,19-18,,J. Leuer misses 2-pt shot from 10 ft
2:35.0,Defensive rebound by N. Vucevic,,19-18,,
2:24.0,B. Biyombo misses 2-pt shot from 4 ft (block by J. Leuer),,19-18,,
2:23.0,Offensive rebound by N. Vucevic,,19-18,,
2:22.0,N. Vucevic misses 2-pt shot from 2 ft,,19-18,,
2:19.0,,,19-18,,Defensive rebound by B. Udrih
2:15.0,,,19-18,,T. Harris misses 3-pt shot from 24 ft
2:14.0,Defensive rebound by N. Vucevic,,19-18,,
1:58.0,E. Fournier misses 2-pt shot from 22 ft,,19-18,,
1:56.0,,,19-18,,Defensive rebound by J. Leuer
1:45.0,,,19-20,2,B. Udrih makes 2-pt shot from 12 ft
1:27.0,J. Green misses 3-pt shot from 26 ft,,19-20,,
1:27.0,,,19-20,,Defensive rebound by K. Caldwell-Pope
1:18.0,,,19-22,2,B. Udrih makes 2-pt shot from 12 ft
0:55.0,D. Augustin misses 2-pt shot from 17 ft,,19-22,,
0:54.0,,,19-22,,Defensive rebound by J. Leuer
0:40.0,,,19-24,2,A. Baynes makes 2-pt shot from 12 ft (assist by B. Udrih)
0:40.0,Orlando full timeout,,19-24,,
0:40.0,,,19-24,,Detroit full timeout
0:40.0,M. Hezonja enters the game for N. Vucevic,,19-24,,
0:40.0,,,19-24,,S. Johnson enters the game for T. Harris
0:40.0,,,19-24,,M. Morris enters the game for K. Caldwell-Pope
0:24.0,E. Fournier misses 2-pt shot from 6 ft,,19-24,,
0:23.0,Offensive rebound by B. Biyombo,,19-24,,
0:07.0,M. Hezonja makes 3-pt shot from 27 ft (assist by D. Augustin),3,22-24,,
0:02.0,,,22-24,,M. Morris misses 3-pt shot from 28 ft
0:00.0,,,22-24,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,M. Hezonja misses 3-pt shot from 27 ft,,22-24,,
11:43.0,,,22-24,,Defensive rebound by M. Morris
11:36.0,Personal foul by J. Green (drawn by M. Morris),,22-24,,
11:22.0,,,22-26,2,M. Morris makes 2-pt shot from 9 ft
10:59.0,D. Augustin misses 2-pt shot from 3 ft,,22-26,,
10:58.0,,,22-26,,Defensive rebound by J. Leuer
10:55.0,,,22-26,,B. Udrih misses 2-pt shot from 3 ft (block by S. Ibaka)
10:54.0,,,22-26,,Offensive rebound by Team
10:43.0,,,22-26,,B. Udrih misses 2-pt shot from 11 ft
10:42.0,,,22-26,,Offensive rebound by J. Leuer
10:32.0,,,22-28,2,A. Baynes makes 2-pt shot from 1 ft (assist by S. Johnson)
10:11.0,S. Ibaka makes 2-pt shot from 19 ft (assist by D. Augustin),2,24-28,,
9:45.0,,,24-30,2,J. Leuer makes 2-pt shot from 6 ft (assist by M. Morris)
9:20.0,M. Hezonja misses 2-pt shot from 21 ft,,24-30,,
9:20.0,,,24-30,,Defensive rebound by B. Udrih
9:11.0,,,24-30,,B. Udrih misses 2-pt shot from 1 ft
9:09.0,,,24-30,,Offensive rebound by A. Baynes
9:05.0,,,24-32,2,A. Baynes makes 2-pt shot at rim
8:54.0,S. Ibaka misses 2-pt shot from 16 ft,,24-32,,
8:54.0,,,24-32,,Defensive rebound by J. Leuer
8:39.0,,,24-34,2,M. Morris makes 2-pt shot at rim (assist by B. Udrih)
8:39.0,Orlando full timeout,,24-34,,
8:39.0,,,24-34,,I. Smith enters the game for A. Baynes
8:39.0,,,24-34,,A. Drummond enters the game for B. Udrih
8:39.0,A. Gordon enters the game for J. Green,,24-34,,
8:13.0,D. Augustin misses 2-pt shot from 20 ft,,24-34,,
8:12.0,,,24-34,,Defensive rebound by A. Drummond
8:07.0,,,24-36,2,M. Morris makes 2-pt shot from 1 ft (assist by I. Smith)
8:07.0,,,24-36,,Shooting foul by B. Biyombo (drawn by M. Morris)
8:07.0,,,24-37,1,M. Morris makes free throw 1 of 1
7:54.0,S. Ibaka misses 2-pt shot from 17 ft,,24-37,,
7:54.0,,,24-37,,Defensive rebound by M. Morris
7:44.0,,,24-39,2,I. Smith makes 2-pt shot from 13 ft
7:30.0,Turnover by M. Hezonja (bad pass; steal by I. Smith),,24-39,,
7:25.0,,,24-41,2,I. Smith makes 2-pt shot from 1 ft
7:02.0,A. Gordon misses 2-pt shot from 2 ft (block by J. Leuer),,24-41,,
7:01.0,,,24-41,,Defensive rebound by A. Drummond
6:54.0,,,24-44,3,M. Morris makes 3-pt shot from 26 ft (assist by I. Smith)
6:54.0,Orlando full timeout,,24-44,,
6:54.0,J. Green enters the game for A. Gordon,,24-44,,
6:54.0,E. Payton enters the game for S. Ibaka,,24-44,,
6:54.0,E. Fournier enters the game for B. Biyombo,,24-44,,
6:54.0,N. Vucevic enters the game for D. Augustin,,24-44,,
6:32.0,M. Hezonja misses 2-pt shot from 16 ft,,24-44,,
6:32.0,,,24-44,,Defensive rebound by A. Drummond
6:10.0,,,24-44,,M. Morris misses 2-pt shot from 20 ft
6:09.0,,,24-44,,Offensive rebound by A. Drummond
6:08.0,,,24-44,,A. Drummond misses 2-pt shot from 2 ft
6:06.0,Defensive rebound by E. Payton,,24-44,,
5:59.0,M. Hezonja misses 2-pt shot from 1 ft,,24-44,,
5:57.0,,,24-44,,Defensive rebound by I. Smith
5:52.0,,,24-44,,A. Drummond misses 2-pt shot from 1 ft
5:52.0,Defensive rebound by N. Vucevic,,24-44,,
5:44.0,M. Hezonja misses 3-pt shot from 25 ft,,24-44,,
5:44.0,Offensive rebound by N. Vucevic,,24-44,,
5:38.0,N. Vucevic makes 2-pt shot from 1 ft,2,26-44,,
5:15.0,,,26-44,,A. Drummond misses 2-pt shot from 9 ft
5:13.0,Defensive rebound by J. Green,,26-44,,
5:05.0,J. Green misses 3-pt shot from 26 ft,,26-44,,
5:04.0,,,26-44,,Defensive rebound by A. Drummond
4:51.0,,,26-44,,Turnover by J. Leuer (lost ball; steal by E. Fournier)
4:44.0,E. Fournier misses 2-pt shot from 4 ft (block by S. Johnson),,26-44,,
4:43.0,,,26-44,,Defensive rebound by M. Morris
4:34.0,,,26-44,,I. Smith misses 2-pt shot from 7 ft
4:34.0,Defensive rebound by N. Vucevic,,26-44,,
4:26.0,E. Payton misses 2-pt shot from 2 ft,,26-44,,
4:26.0,,,26-44,,Defensive rebound by A. Drummond
4:22.0,,,26-44,,Turnover by I. Smith (lost ball; steal by M. Hezonja)
4:01.0,E. Payton misses 2-pt shot from 20 ft,,26-44,,
3:59.0,,,26-44,,Defensive rebound by A. Drummond
3:59.0,,,26-44,,Detroit full timeout
3:59.0,,,26-44,,K. Caldwell-Pope enters the game for M. Morris
3:59.0,,,26-44,,T. Harris enters the game for J. Leuer
3:59.0,A. Gordon enters the game for N. Vucevic,,26-44,,
3:59.0,B. Biyombo enters the game for J. Green,,26-44,,
3:54.0,Personal foul by A. Gordon (drawn by T. Harris),,26-44,,
3:54.0,N. Vucevic enters the game for M. Hezonja,,26-44,,
3:39.0,,,26-46,2,T. Harris makes 2-pt shot from 7 ft
3:29.0,E. Fournier makes 2-pt shot from 1 ft (assist by N. Vucevic),2,28-46,,
3:14.0,,,28-46,,T. Harris misses 2-pt shot from 5 ft
3:14.0,,,28-46,,Offensive rebound by A. Drummond
3:10.0,,,28-46,,A. Drummond misses 2-pt shot from 1 ft
3:08.0,Defensive rebound by E. Payton,,28-46,,
3:04.0,E. Payton makes 2-pt shot from 1 ft (assist by E. Fournier),2,30-46,,
2:45.0,,,30-48,2,I. Smith makes 2-pt shot from 1 ft (assist by T. Harris)
2:26.0,N. Vucevic misses 2-pt shot from 17 ft,,30-48,,
2:25.0,,,30-48,,Defensive rebound by A. Drummond
2:12.0,,,30-48,,A. Drummond misses 2-pt shot from 2 ft
2:12.0,,,30-48,,Offensive rebound by A. Drummond
2:11.0,,,30-48,,A. Drummond misses 2-pt shot at rim
2:11.0,,,30-48,,Offensive rebound by Team
2:00.0,,,30-48,,K. Caldwell-Pope misses 3-pt shot from 26 ft
1:59.0,,,30-48,,Offensive rebound by Team
1:48.0,,,30-48,,T. Harris misses 3-pt shot from 23 ft
1:48.0,Defensive rebound by A. Gordon,,30-48,,
1:37.0,Turnover by B. Biyombo (lost ball; steal by A. Drummond),,30-48,,
1:29.0,,,30-48,,K. Caldwell-Pope misses 3-pt shot from 25 ft
1:29.0,Defensive rebound by E. Fournier,,30-48,,
1:26.0,Shooting foul by S. Johnson (drawn by N. Vucevic),,30-48,,
1:26.0,N. Vucevic misses free throw 1 of 2,,30-48,,
1:26.0,Offensive rebound by Team,,30-48,,
1:26.0,N. Vucevic makes free throw 2 of 2,1,31-48,,
1:12.0,,,31-50,2,I. Smith makes 2-pt shot from 17 ft
1:00.0,,,31-50,,Def 3 sec tech foul by S. Johnson
1:00.0,E. Fournier misses technical free throw,,31-50,,
1:00.0,Offensive rebound by Team,,31-50,,
1:00.0,J. Green enters the game for A. Gordon,,31-50,,
0:51.0,B. Biyombo misses 2-pt shot from 4 ft,,31-50,,
0:50.0,Offensive rebound by E. Payton,,31-50,,
0:50.0,E. Payton misses 2-pt shot from 2 ft,,31-50,,
0:48.0,,,31-50,,Defensive rebound by A. Drummond
0:38.0,,,31-52,2,T. Harris makes 2-pt shot from 6 ft (assist by I. Smith)
0:26.0,Turnover by E. Payton (lost ball; steal by T. Harris),,31-52,,
0:22.0,,,31-54,2,K. Caldwell-Pope makes 2-pt shot at rim (assist by I. Smith)
0:01.0,E. Fournier misses 3-pt shot from 28 ft,,31-54,,
0:00.0,Offensive rebound by Team,,31-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,Turnover by S. Ibaka (3 sec),,31-54,,
11:32.0,,,31-56,2,T. Harris makes 2-pt shot from 18 ft (assist by I. Smith)
11:17.0,N. Vucevic misses 2-pt shot from 13 ft,,31-56,,
11:17.0,,,31-56,,Defensive rebound by M. Morris
11:06.0,,,31-58,2,A. Drummond makes 2-pt shot from 1 ft (assist by M. Morris)
10:54.0,,,31-58,,Personal foul by T. Harris (drawn by N. Vucevic)
10:41.0,E. Payton misses 3-pt shot from 26 ft,,31-58,,
10:41.0,Offensive rebound by S. Ibaka,,31-58,,
10:34.0,N. Vucevic misses 2-pt shot from 5 ft,,31-58,,
10:34.0,,,31-58,,Defensive rebound by A. Drummond
10:27.0,,,31-58,,Turnover by T. Harris (lost ball; steal by A. Gordon)
10:22.0,E. Payton makes 2-pt shot at rim,2,33-58,,
10:22.0,Technical foul by Team,,33-58,,
10:22.0,,,33-59,1,K. Caldwell-Pope makes technical free throw
10:11.0,,,33-59,,Turnover by T. Harris (bad pass; steal by E. Fournier)
10:05.0,Turnover by N. Vucevic (bad pass; steal by T. Harris),,33-59,,
9:47.0,,,33-61,2,I. Smith makes 2-pt shot from 8 ft
9:29.0,S. Ibaka makes 2-pt shot from 15 ft,2,35-61,,
9:16.0,,,35-61,,Turnover by A. Drummond (3 sec)
9:02.0,S. Ibaka misses 2-pt shot from 8 ft,,35-61,,
9:01.0,Offensive rebound by N. Vucevic,,35-61,,
8:57.0,A. Gordon makes 3-pt shot from 26 ft (assist by N. Vucevic),3,38-61,,
8:33.0,,,38-63,2,M. Morris makes 2-pt shot from 17 ft
8:26.0,E. Fournier makes 2-pt shot from 9 ft (assist by E. Payton),2,40-63,,
8:11.0,,,40-65,2,I. Smith makes 2-pt shot from 1 ft
8:05.0,Turnover by E. Payton (lost ball; steal by A. Drummond),,40-65,,
8:04.0,Personal foul by E. Fournier (drawn by K. Caldwell-Pope),,40-65,,
7:47.0,,,40-65,,Turnover by M. Morris (bad pass; steal by N. Vucevic)
7:43.0,E. Fournier makes 2-pt shot from 1 ft,2,42-65,,
7:43.0,,,42-65,,Violation by T. Harris (def goaltending)
7:24.0,,,42-67,2,T. Harris makes 2-pt shot from 6 ft
7:07.0,S. Ibaka misses 2-pt shot from 18 ft,,42-67,,
7:06.0,,,42-67,,Defensive rebound by A. Drummond
6:50.0,,,42-69,2,A. Drummond makes 2-pt shot at rim (assist by K. Caldwell-Pope)
6:41.0,A. Gordon makes 2-pt shot from 1 ft (assist by E. Payton),2,44-69,,
6:24.0,,,44-72,3,M. Morris makes 3-pt shot from 26 ft (assist by I. Smith)
6:23.0,Orlando full timeout,,44-72,,
6:10.0,N. Vucevic misses 2-pt shot from 7 ft,,44-72,,
6:08.0,Offensive rebound by S. Ibaka,,44-72,,
5:51.0,E. Fournier misses 3-pt shot from 28 ft,,44-72,,
5:48.0,Offensive rebound by A. Gordon,,44-72,,
5:40.0,E. Payton misses 2-pt shot from 15 ft,,44-72,,
5:40.0,,,44-72,,Defensive rebound by I. Smith
5:33.0,,,44-72,,M. Morris misses 3-pt shot from 27 ft
5:32.0,Defensive rebound by N. Vucevic,,44-72,,
5:15.0,N. Vucevic misses 2-pt shot from 18 ft,,44-72,,
5:15.0,,,44-72,,Defensive rebound by A. Drummond
5:02.0,Personal foul by E. Fournier (drawn by K. Caldwell-Pope),,44-72,,
5:02.0,,,44-72,,J. Leuer enters the game for M. Morris
4:50.0,,,44-74,2,I. Smith makes 2-pt shot from 15 ft
4:36.0,E. Fournier misses 3-pt shot from 26 ft,,44-74,,
4:36.0,,,44-74,,Defensive rebound by J. Leuer
4:23.0,,,44-74,,Turnover by I. Smith (lost ball; steal by A. Gordon)
4:18.0,Turnover by A. Gordon (lost ball; steal by K. Caldwell-Pope),,44-74,,
4:13.0,,,44-74,,Turnover by K. Caldwell-Pope (bad pass; steal by E. Payton)
4:09.0,Shooting foul by K. Caldwell-Pope (drawn by E. Payton),,44-74,,
4:09.0,E. Payton makes free throw 1 of 2,1,45-74,,
4:09.0,E. Payton makes free throw 2 of 2,1,46-74,,
4:09.0,J. Green enters the game for N. Vucevic,,45-74,,
4:09.0,B. Biyombo enters the game for S. Ibaka,,45-74,,
3:49.0,,,46-74,,T. Harris misses 2-pt shot from 6 ft
3:49.0,Defensive rebound by B. Biyombo,,46-74,,
3:40.0,Turnover by E. Fournier (lost ball; steal by K. Caldwell-Pope),,46-74,,
3:36.0,,,46-74,,I. Smith misses 2-pt shot from 3 ft (block by B. Biyombo)
3:36.0,,,46-74,,Offensive rebound by Team
3:36.0,D. Augustin enters the game for E. Fournier,,46-74,,
3:36.0,M. Hezonja enters the game for A. Gordon,,46-74,,
3:22.0,,,46-74,,Shooting foul by J. Green (drawn by A. Drummond)
3:22.0,,,46-75,1,A. Drummond makes free throw 1 of 2
3:22.0,,,46-76,1,A. Drummond makes free throw 2 of 2
3:22.0,,,46-75,,B. Udrih enters the game for I. Smith
3:22.0,,,46-75,,S. Johnson enters the game for K. Caldwell-Pope
3:02.0,J. Green makes 2-pt shot at rim (assist by E. Payton),2,48-76,,
2:49.0,,,48-79,3,J. Leuer makes 3-pt shot from 26 ft (assist by B. Udrih)
2:29.0,J. Green makes 3-pt shot from 24 ft (assist by E. Payton),3,51-79,,
2:07.0,,,51-79,,T. Harris misses 2-pt shot from 9 ft
2:06.0,Defensive rebound by J. Green,,51-79,,
1:57.0,J. Green misses 2-pt shot from 8 ft,,51-79,,
1:56.0,,,51-79,,Defensive rebound by A. Drummond
1:49.0,,,51-79,,Turnover by S. Johnson (lost ball; steal by M. Hezonja)
1:48.0,,,51-79,,Personal foul by A. Drummond (drawn by E. Payton)
1:48.0,,,51-79,,Detroit full timeout
1:48.0,,,51-79,,A. Baynes enters the game for A. Drummond
1:31.0,Turnover by E. Payton (lost ball; steal by A. Baynes),,51-79,,
1:13.0,,,51-81,2,T. Harris makes 2-pt shot at rim (assist by A. Baynes)
0:59.0,M. Hezonja misses 3-pt shot from 24 ft,,51-81,,
0:59.0,,,51-81,,Defensive rebound by J. Leuer
0:47.0,,,51-81,,A. Baynes misses 2-pt shot from 4 ft (block by J. Green)
0:47.0,,,51-81,,Offensive rebound by Team
0:35.0,,,51-81,,T. Harris misses 2-pt shot from 15 ft
0:35.0,,,51-81,,Offensive rebound by J. Leuer
0:35.0,Personal foul by D. Augustin (drawn by J. Leuer),,51-81,,
0:30.0,,,51-83,2,B. Udrih makes 2-pt shot from 14 ft
0:11.0,J. Green misses 3-pt shot from 26 ft,,51-83,,
0:07.0,,,51-83,,Defensive rebound by A. Baynes
0:02.0,,,51-86,3,B. Udrih makes 3-pt shot from 27 ft
0:01.0,M. Hezonja misses 3-pt shot from 52 ft,,51-86,,
0:00.0,Offensive rebound by Team,,51-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,51-86,,S. Johnson misses 2-pt shot from 6 ft
11:47.0,Defensive rebound by M. Hezonja,,51-86,,
11:40.0,C. Wilcox makes 3-pt shot from 24 ft (assist by M. Hezonja),3,54-86,,
11:13.0,,,54-88,2,B. Udrih makes 2-pt shot from 15 ft
10:59.0,D. Augustin makes 3-pt shot from 27 ft (assist by C. Wilcox),3,57-88,,
10:40.0,,,57-90,2,A. Baynes makes 2-pt shot from 6 ft (assist by J. Leuer)
10:25.0,B. Biyombo makes 2-pt shot from 9 ft (assist by D. Augustin),2,59-90,,
10:11.0,,,59-90,,M. Morris misses 2-pt shot from 16 ft
10:10.0,,,59-90,,Offensive rebound by M. Morris
10:06.0,,,59-92,2,M. Morris makes 2-pt shot from 1 ft
9:47.0,A. Gordon makes 2-pt shot from 17 ft,2,61-92,,
9:33.0,,,61-92,,Shooting foul by A. Gordon (drawn by A. Baynes)
9:33.0,,,61-93,1,A. Baynes makes free throw 1 of 2
9:33.0,,,61-93,,A. Baynes misses free throw 2 of 2
9:32.0,Defensive rebound by A. Gordon,,61-93,,
9:09.0,D. Augustin misses 2-pt shot from 20 ft,,61-93,,
9:07.0,,,61-93,,Defensive rebound by M. Morris
8:56.0,,,61-93,,M. Morris misses 2-pt shot from 8 ft
8:56.0,Defensive rebound by B. Biyombo,,61-93,,
8:51.0,,,61-93,,Personal foul by B. Udrih (drawn by B. Biyombo)
8:51.0,Official timeout,,61-93,,
8:33.0,A. Gordon makes 2-pt shot from 8 ft,2,63-93,,
8:17.0,,,63-93,,Offensive foul by S. Johnson
8:17.0,,,63-93,,Turnover by S. Johnson (offensive foul)
8:01.0,Shooting foul by J. Leuer (drawn by A. Gordon),,63-93,,
8:01.0,A. Gordon makes free throw 1 of 2,1,64-93,,
8:01.0,A. Gordon makes free throw 2 of 2,1,65-93,,
8:01.0,S. Zimmerman enters the game for B. Biyombo,,64-93,,
8:01.0,C. Watson enters the game for D. Augustin,,64-93,,
7:44.0,,,65-93,,B. Udrih misses 2-pt shot from 12 ft
7:44.0,Defensive rebound by S. Zimmerman,,65-93,,
7:22.0,A. Gordon misses 3-pt shot from 26 ft,,65-93,,
7:21.0,Offensive rebound by C. Watson,,65-93,,
7:18.0,C. Watson misses 2-pt shot from 13 ft,,65-93,,
7:18.0,Offensive rebound by A. Gordon,,65-93,,
7:18.0,A. Gordon makes 2-pt shot at rim,2,67-93,,
7:18.0,,,67-93,,Detroit full timeout
7:02.0,,,67-95,2,A. Baynes makes 2-pt shot from 8 ft (assist by J. Leuer)
6:37.0,M. Hezonja makes 2-pt shot from 1 ft,2,69-95,,
6:20.0,,,69-95,,J. Leuer misses 2-pt shot from 6 ft
6:20.0,,,69-95,,Offensive rebound by Team
6:20.0,Loose ball foul by C. Wilcox (drawn by A. Baynes),,69-95,,
6:09.0,Personal foul by C. Watson (drawn by B. Udrih),,69-95,,
5:54.0,,,69-97,2,B. Udrih makes 2-pt shot from 1 ft
5:30.0,M. Hezonja misses 3-pt shot from 27 ft,,69-97,,
5:30.0,,,69-97,,Defensive rebound by M. Morris
5:18.0,,,69-97,,J. Leuer misses 2-pt shot from 13 ft
5:17.0,Defensive rebound by C. Wilcox,,69-97,,
5:10.0,A. Gordon misses 2-pt shot from 4 ft,,69-97,,
5:09.0,Offensive rebound by A. Gordon,,69-97,,
5:08.0,A. Gordon misses 2-pt shot from 3 ft,,69-97,,
5:04.0,,,69-97,,Defensive rebound by J. Leuer
5:03.0,,,69-97,,Turnover by M. Morris (lost ball)
4:57.0,Orlando full timeout,,69-97,,
4:57.0,,,69-97,,M. Gbinije enters the game for M. Morris
4:57.0,J. Green enters the game for A. Gordon,,69-97,,
4:49.0,C. Wilcox misses 3-pt shot from 24 ft,,69-97,,
4:47.0,,,69-97,,Defensive rebound by A. Baynes
4:27.0,,,69-97,,A. Baynes misses 2-pt shot from 12 ft
4:27.0,Defensive rebound by M. Hezonja,,69-97,,
4:13.0,S. Zimmerman misses 2-pt shot from 12 ft,,69-97,,
4:13.0,,,69-97,,Defensive rebound by Team
3:53.0,,,69-99,2,J. Leuer makes 2-pt shot from 1 ft (assist by B. Udrih)
3:29.0,J. Green makes 2-pt shot from 1 ft (assist by S. Zimmerman),2,71-99,,
3:13.0,,,71-102,3,S. Johnson makes 3-pt shot from 24 ft (assist by M. Gbinije)
3:04.0,M. Hezonja makes 3-pt shot from 26 ft (assist by J. Green),3,74-102,,
2:33.0,,,74-104,2,A. Baynes makes 2-pt shot from 11 ft (assist by B. Udrih)
2:28.0,,,74-104,,Personal foul by B. Udrih (drawn by C. Watson)
2:28.0,,,74-104,,D. Hilliard enters the game for J. Leuer
2:28.0,,,74-104,,H. Ellenson enters the game for A. Baynes
2:28.0,,,74-104,,B. Marjanovic enters the game for B. Udrih
2:20.0,M. Hezonja misses 2-pt shot from 19 ft,,74-104,,
2:19.0,,,74-104,,Defensive rebound by H. Ellenson
2:17.0,,,74-104,,S. Johnson misses 3-pt shot from 28 ft
2:17.0,Defensive rebound by Team,,74-104,,
2:01.0,C. Wilcox misses 2-pt shot from 19 ft,,74-104,,
2:00.0,,,74-104,,Defensive rebound by H. Ellenson
1:48.0,,,74-106,2,B. Marjanovic makes 2-pt shot from 9 ft (assist by S. Johnson)
1:39.0,C. Watson misses 2-pt shot from 9 ft,,74-106,,
1:37.0,,,74-106,,Defensive rebound by H. Ellenson
1:32.0,,,74-108,2,H. Ellenson makes 2-pt shot from 17 ft (assist by D. Hilliard)
1:28.0,M. Hezonja makes 2-pt shot at rim,2,76-108,,
1:28.0,Shooting foul by M. Gbinije (drawn by M. Hezonja),,76-108,,
