time,Atlanta,pts.away,score,pts.home,Milwaukee
7:28.0,,,27-37,,G. Antetokounmpo misses 3-pt shot from 27 ft
7:27.0,,,27-37,,Offensive rebound by J. Terry
7:23.0,,,27-40,3,M. Brogdon makes 3-pt shot from 26 ft (assist by J. Terry)
7:08.0,D. Schroder misses 2-pt shot at rim,,27-40,,
7:06.0,,,27-40,,Defensive rebound by M. Brogdon
6:58.0,,,27-40,,Turnover by J. Terry (lost ball)
6:58.0,Jump ball: K. Korver vs. J. Terry,,,,Jump ball: K. Korver vs. J. Terry
6:58.0,,,27-40,,Loose ball foul by G. Antetokounmpo (drawn by T. Sefolosha)
6:58.0,,,27-40,,T. Snell enters the game for G. Antetokounmpo
6:58.0,M. Muscala enters the game for T. Sefolosha,,27-40,,
6:43.0,M. Muscala makes 2-pt shot from 4 ft (assist by M. Delaney),2,29-40,,
6:30.0,,,29-42,2,M. Beasley makes 2-pt shot from 6 ft (assist by M. Brogdon)
6:24.0,,,29-42,,Personal foul by J. Henson (drawn by P. Millsap)
6:24.0,,,29-42,,J. Parker enters the game for M. Beasley
6:22.0,M. Delaney misses 2-pt shot from 1 ft,,29-42,,
6:20.0,,,29-42,,Defensive rebound by T. Snell
6:10.0,,,29-42,,J. Parker misses 2-pt shot from 16 ft
6:09.0,Defensive rebound by M. Delaney,,29-42,,
6:03.0,P. Millsap makes 2-pt shot from 1 ft (assist by D. Schroder),2,31-42,,
5:39.0,,,31-42,,M. Brogdon misses 2-pt shot from 14 ft
5:38.0,Defensive rebound by P. Millsap,,31-42,,
5:33.0,Turnover by D. Schroder (lost ball; steal by T. Snell),,31-42,,
5:19.0,,,31-45,3,J. Terry makes 3-pt shot from 24 ft (assist by J. Henson)
5:08.0,,,31-45,,Personal foul by J. Parker (drawn by P. Millsap)
5:08.0,Official timeout,,31-45,,
5:08.0,T. Hardaway enters the game for K. Korver,,31-45,,
4:59.0,M. Muscala makes 3-pt shot from 27 ft (assist by M. Delaney),3,34-45,,
4:39.0,,,34-48,3,J. Terry makes 3-pt shot from 24 ft
4:26.0,P. Millsap makes 2-pt shot from 2 ft,2,36-48,,
4:19.0,Personal foul by M. Delaney (drawn by M. Brogdon),,36-48,,
4:15.0,,,36-51,3,J. Parker makes 3-pt shot from 27 ft (assist by M. Brogdon)
4:04.0,Shooting foul by J. Parker (drawn by P. Millsap),,36-51,,
4:04.0,P. Millsap makes free throw 1 of 2,1,37-51,,
4:04.0,P. Millsap makes free throw 2 of 2,1,38-51,,
3:47.0,,,38-53,2,J. Henson makes 2-pt shot at rim (assist by M. Brogdon)
3:29.0,,,38-53,,Personal block foul by J. Terry (drawn by P. Millsap)
3:29.0,P. Millsap makes free throw 1 of 2,1,39-53,,
3:29.0,P. Millsap makes free throw 2 of 2,1,40-53,,
3:29.0,K. Korver enters the game for M. Delaney,,39-53,,
3:29.0,,,39-53,,M. Dellavedova enters the game for J. Terry
3:16.0,,,40-53,,J. Parker misses 3-pt shot from 27 ft
3:14.0,Defensive rebound by M. Muscala,,40-53,,
3:07.0,Turnover by D. Schroder (bad pass; steal by J. Parker),,40-53,,
3:03.0,,,40-55,2,J. Parker makes 2-pt shot at rim
2:45.0,T. Hardaway misses 3-pt shot from 25 ft,,40-55,,
2:43.0,,,40-55,,Defensive rebound by T. Snell
2:36.0,,,40-57,2,M. Dellavedova makes 2-pt shot at rim
2:36.0,Atlanta full timeout,,40-57,,
2:36.0,,,40-57,,Milwaukee full timeout
2:36.0,T. Sefolosha enters the game for T. Hardaway,,40-57,,
2:20.0,T. Sefolosha makes 2-pt shot from 6 ft (assist by P. Millsap),2,42-57,,
2:05.0,,,42-57,,Turnover by J. Parker (lost ball; steal by P. Millsap)
1:45.0,M. Muscala misses 2-pt shot from 11 ft,,42-57,,
1:44.0,,,42-57,,Defensive rebound by J. Henson
1:33.0,,,42-59,2,M. Brogdon makes 2-pt shot from 18 ft (assist by J. Henson)
1:12.0,T. Sefolosha misses 3-pt shot from 24 ft,,42-59,,
1:11.0,Offensive rebound by M. Muscala,,42-59,,
1:03.0,K. Korver misses 3-pt shot from 27 ft,,42-59,,
1:02.0,,,42-59,,Defensive rebound by T. Snell
0:56.0,,,42-61,2,J. Henson makes 2-pt shot from 1 ft (assist by J. Parker)
0:43.0,T. Sefolosha makes 2-pt shot from 2 ft (assist by P. Millsap),2,44-61,,
0:41.0,,,44-64,3,M. Dellavedova makes 3-pt shot from 26 ft
0:30.0,T. Sefolosha misses 3-pt shot from 25 ft,,44-64,,
0:29.0,,,44-64,,Defensive rebound by M. Dellavedova
0:05.0,,,44-64,,J. Henson misses 2-pt shot from 5 ft
0:03.0,Defensive rebound by P. Millsap,,44-64,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:34.0,,,44-64,,J. Parker misses 2-pt shot from 21 ft
11:33.0,Defensive rebound by T. Sefolosha,,44-64,,
11:26.0,P. Millsap misses 2-pt shot from 1 ft (block by G. Antetokounmpo),,44-64,,
11:24.0,Offensive rebound by P. Millsap,,44-64,,
11:06.0,P. Millsap misses 3-pt shot from 23 ft,,44-64,,
11:05.0,,,44-64,,Defensive rebound by M. Dellavedova
11:00.0,,,44-64,,T. Snell misses 3-pt shot from 28 ft
10:59.0,Defensive rebound by D. Schroder,,44-64,,
10:38.0,T. Sefolosha makes 2-pt shot from 8 ft (assist by D. Schroder),2,46-64,,
10:20.0,,,46-66,2,J. Parker makes 2-pt shot from 17 ft (assist by J. Henson)
10:02.0,Turnover by D. Schroder (bad pass; steal by J. Henson),,46-66,,
9:57.0,,,46-66,,Turnover by M. Dellavedova (bad pass)
9:41.0,P. Millsap misses 2-pt shot from 7 ft,,46-66,,
9:40.0,Offensive rebound by T. Hardaway,,46-66,,
9:35.0,T. Hardaway makes 2-pt shot from 13 ft,2,48-66,,
9:22.0,,,48-66,,J. Parker misses 3-pt shot from 26 ft
9:21.0,Defensive rebound by D. Howard,,48-66,,
9:18.0,T. Hardaway misses 2-pt shot from 16 ft,,48-66,,
9:18.0,Offensive rebound by Team,,48-66,,
9:18.0,,,48-66,,Loose ball foul by G. Antetokounmpo (drawn by T. Sefolosha)
9:11.0,P. Millsap makes 3-pt shot from 24 ft (assist by T. Sefolosha),3,51-66,,
8:56.0,,,51-66,,T. Snell misses 3-pt shot from 24 ft
8:55.0,Defensive rebound by D. Howard,,51-66,,
8:49.0,D. Schroder makes 2-pt shot from 1 ft,2,53-66,,
8:34.0,,,53-66,,Shooting foul by P. Millsap (drawn by G. Antetokounmpo)
8:34.0,,,53-67,1,G. Antetokounmpo makes free throw 1 of 2
8:34.0,,,53-67,,G. Antetokounmpo misses free throw 2 of 2
8:33.0,Defensive rebound by P. Millsap,,53-67,,
8:17.0,P. Millsap misses 3-pt shot from 27 ft,,53-67,,
8:14.0,,,53-67,,Defensive rebound by J. Henson
8:06.0,,,53-67,,G. Antetokounmpo misses 2-pt shot from 18 ft
8:05.0,Defensive rebound by D. Schroder,,53-67,,
7:54.0,T. Hardaway misses 2-pt shot from 2 ft (block by J. Henson),,53-67,,
7:52.0,Offensive rebound by P. Millsap,,53-67,,
7:52.0,Shooting foul by M. Dellavedova (drawn by P. Millsap),,53-67,,
7:52.0,P. Millsap makes free throw 1 of 2,1,54-67,,
7:52.0,P. Millsap misses free throw 2 of 2,,54-67,,
7:50.0,Offensive rebound by D. Howard,,54-67,,
7:45.0,D. Schroder makes 3-pt shot from 25 ft (assist by D. Howard),3,57-67,,
7:45.0,,,57-67,,Milwaukee full timeout
7:45.0,,,57-67,,M. Beasley enters the game for G. Antetokounmpo
7:26.0,,,57-67,,T. Snell misses 2-pt shot from 16 ft
7:26.0,,,57-67,,Offensive rebound by Team
7:22.0,,,57-69,2,M. Dellavedova makes 2-pt shot from 9 ft
7:22.0,,,57-69,,Shooting foul by D. Schroder (drawn by M. Dellavedova)
7:22.0,,,57-70,1,M. Dellavedova makes free throw 1 of 1
7:06.0,Shooting foul by M. Beasley (drawn by D. Howard),,57-70,,
7:06.0,D. Howard misses free throw 1 of 2,,57-70,,
7:06.0,Offensive rebound by Team,,57-70,,
7:06.0,D. Howard makes free throw 2 of 2,1,58-70,,
6:52.0,,,58-70,,M. Dellavedova misses 2-pt shot from 5 ft
6:51.0,Defensive rebound by P. Millsap,,58-70,,
6:31.0,Turnover by T. Hardaway (bad pass; steal by M. Dellavedova),,58-70,,
6:19.0,,,58-70,,J. Parker misses 2-pt shot from 2 ft (block by P. Millsap)
6:18.0,,,58-70,,Offensive rebound by J. Henson
6:17.0,,,58-70,,J. Henson misses 2-pt shot from 3 ft (block by P. Millsap)
6:16.0,,,58-70,,Offensive rebound by Team
6:16.0,M. Muscala enters the game for D. Howard,,58-70,,
6:16.0,K. Korver enters the game for T. Hardaway,,58-70,,
6:09.0,,,58-72,2,M. Beasley makes 2-pt shot from 7 ft (assist by J. Henson)
5:49.0,M. Muscala makes 3-pt shot from 25 ft (assist by T. Sefolosha),3,61-72,,
5:31.0,,,61-72,,M. Dellavedova misses 2-pt shot from 13 ft
5:30.0,Defensive rebound by T. Sefolosha,,61-72,,
5:18.0,T. Hardaway enters the game for T. Sefolosha,,61-72,,
5:18.0,,,61-72,,M. Brogdon enters the game for M. Dellavedova
5:15.0,P. Millsap makes 2-pt shot from 1 ft (assist by K. Korver),2,63-72,,
4:59.0,,,63-72,,G. Monroe enters the game for J. Henson
4:54.0,,,63-74,2,J. Parker makes 2-pt shot from 17 ft (assist by M. Beasley)
4:43.0,,,63-74,,Violation by G. Monroe (kicked ball)
4:37.0,M. Muscala misses 2-pt shot at rim (block by M. Beasley),,63-74,,
4:35.0,,,63-74,,Defensive rebound by J. Parker
4:29.0,,,63-76,2,M. Beasley makes 2-pt shot from 4 ft
4:29.0,,,63-76,,Shooting foul by K. Korver (drawn by M. Beasley)
4:29.0,,,63-77,1,M. Beasley makes free throw 1 of 1
4:17.0,K. Korver makes 3-pt shot from 27 ft (assist by P. Millsap),3,66-77,,
4:09.0,,,66-77,,Shooting foul by D. Schroder (drawn by J. Parker)
4:09.0,Atlanta full timeout,,66-77,,
4:09.0,,,66-77,,J. Parker misses free throw 1 of 2
4:09.0,,,66-77,,Offensive rebound by Team
4:09.0,,,66-78,1,J. Parker makes free throw 2 of 2
4:09.0,,,66-77,,J. Terry enters the game for T. Snell
4:00.0,D. Schroder makes 3-pt shot from 28 ft (assist by T. Hardaway),3,69-78,,
3:34.0,,,69-78,,Shooting foul by K. Korver (drawn by G. Monroe)
3:34.0,,,69-79,1,G. Monroe makes free throw 1 of 2
3:34.0,,,69-80,1,G. Monroe makes free throw 2 of 2
3:23.0,M. Muscala makes 3-pt shot from 24 ft (assist by K. Korver),3,72-80,,
2:57.0,,,72-83,3,J. Parker makes 3-pt shot from 27 ft (assist by G. Monroe)
2:47.0,T. Hardaway misses 3-pt shot from 23 ft,,72-83,,
2:45.0,,,72-83,,Defensive rebound by J. Terry
2:33.0,,,72-85,2,G. Monroe makes 2-pt shot from 1 ft
2:15.0,P. Millsap makes 2-pt shot from 1 ft (assist by T. Hardaway),2,74-85,,
2:03.0,,,74-87,2,M. Brogdon makes 2-pt shot from 3 ft
1:53.0,P. Millsap makes 2-pt shot from 1 ft (assist by M. Muscala),2,76-87,,
1:53.0,Shooting foul by M. Brogdon (drawn by P. Millsap),,76-87,,
1:53.0,P. Millsap makes free throw 1 of 1,1,77-87,,
1:53.0,D. Howard enters the game for M. Muscala,,76-87,,
1:53.0,M. Delaney enters the game for D. Schroder,,76-87,,
1:43.0,,,77-87,,Shooting foul by D. Howard (drawn by J. Parker)
1:43.0,,,77-87,,J. Parker misses free throw 1 of 2
1:43.0,,,77-87,,Offensive rebound by Team
1:43.0,,,77-88,1,J. Parker makes free throw 2 of 2
1:43.0,M. Muscala enters the game for P. Millsap,,77-87,,
1:20.0,M. Delaney misses 3-pt shot from 25 ft,,77-88,,
1:19.0,Offensive rebound by M. Muscala,,77-88,,
1:18.0,T. Hardaway makes 3-pt shot from 27 ft (assist by M. Muscala),3,80-88,,
1:18.0,Shooting foul by M. Beasley (drawn by T. Hardaway),,80-88,,
1:18.0,T. Hardaway makes free throw 1 of 1,1,81-88,,
1:07.0,,,81-88,,Turnover by M. Brogdon (lost ball; steal by T. Hardaway)
0:58.0,K. Korver misses 3-pt shot from 26 ft,,81-88,,
0:56.0,,,81-88,,Defensive rebound by M. Beasley
0:48.0,,,81-90,2,M. Beasley makes 2-pt shot from 18 ft (assist by G. Monroe)
0:36.0,T. Hardaway makes 3-pt shot from 27 ft,3,84-90,,
0:26.0,,,84-92,2,M. Beasley makes 2-pt shot from 16 ft
0:15.0,,,84-92,,Personal foul by M. Beasley (drawn by T. Hardaway)
0:15.0,T. Hardaway misses free throw 1 of 2,,84-92,,
0:15.0,Offensive rebound by Team,,84-92,,
0:15.0,T. Hardaway misses free throw 2 of 2,,84-92,,
0:15.0,T. Sefolosha enters the game for K. Korver,,84-92,,
0:14.0,,,84-92,,Defensive rebound by J. Terry
0:01.0,,,84-92,,J. Parker misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by M. Delaney,,84-92,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,D. Howard makes 2-pt shot at rim (assist by M. Delaney),2,86-92,,
11:25.0,,,86-92,,G. Antetokounmpo misses 3-pt shot from 27 ft
11:24.0,Defensive rebound by M. Delaney,,86-92,,
11:17.0,Turnover by M. Delaney (lost ball; steal by M. Brogdon),,86-92,,
11:06.0,,,86-92,,M. Brogdon misses 3-pt shot from 27 ft
11:05.0,Defensive rebound by K. Korver,,86-92,,
10:52.0,Turnover by M. Delaney (bad pass; steal by G. Monroe),,86-92,,
10:47.0,,,86-92,,Turnover by G. Antetokounmpo (traveling)
10:27.0,M. Delaney misses 2-pt shot from 16 ft,,86-92,,
10:25.0,,,86-92,,Defensive rebound by G. Antetokounmpo
10:15.0,,,86-92,,G. Monroe misses 2-pt shot from 3 ft
10:13.0,Defensive rebound by K. Korver,,86-92,,
10:07.0,T. Sefolosha misses 3-pt shot from 25 ft,,86-92,,
10:07.0,,,86-92,,Defensive rebound by Team
9:48.0,,,86-92,,G. Antetokounmpo misses 2-pt shot from 19 ft
9:46.0,,,86-92,,Offensive rebound by M. Beasley
9:41.0,,,86-92,,J. Terry misses 3-pt shot from 24 ft
9:40.0,,,86-92,,Offensive rebound by M. Beasley
9:39.0,Violation by K. Korver (kicked ball),,86-92,,
9:33.0,,,86-92,,Shooting foul by K. Korver (drawn by G. Antetokounmpo)
9:33.0,,,86-93,1,G. Antetokounmpo makes free throw 1 of 2
9:33.0,,,86-94,1,G. Antetokounmpo makes free throw 2 of 2
9:26.0,Turnover by T. Hardaway (lost ball),,86-94,,
9:26.0,D. Schroder enters the game for T. Hardaway,,86-94,,
9:08.0,,,86-94,,G. Antetokounmpo misses 2-pt shot from 1 ft (block by T. Sefolosha)
9:06.0,Defensive rebound by T. Sefolosha,,86-94,,
8:59.0,D. Howard misses 2-pt shot from 2 ft (block by M. Beasley),,86-94,,
8:59.0,Offensive rebound by Team,,86-94,,
8:59.0,Official timeout,,86-94,,
8:54.0,M. Delaney makes 2-pt shot at rim (assist by D. Schroder),2,88-94,,
8:54.0,Shooting foul by M. Beasley (drawn by M. Delaney),,88-94,,
8:54.0,M. Delaney misses free throw 1 of 1,,88-94,,
8:52.0,,,88-94,,Defensive rebound by G. Monroe
8:38.0,,,88-96,2,G. Antetokounmpo makes 2-pt shot from 5 ft
8:24.0,Shooting foul by M. Beasley (drawn by D. Howard),,88-96,,
8:24.0,D. Howard makes free throw 1 of 2,1,89-96,,
8:24.0,D. Howard makes free throw 2 of 2,1,90-96,,
8:24.0,,,88-96,,J. Parker enters the game for M. Beasley
8:24.0,P. Millsap enters the game for K. Korver,,88-96,,
8:10.0,,,90-99,3,M. Brogdon makes 3-pt shot from 24 ft (assist by J. Parker)
7:52.0,D. Schroder makes 2-pt shot from 1 ft,2,92-99,,
7:39.0,Personal foul by D. Schroder (drawn by G. Monroe),,92-99,,
7:32.0,,,92-99,,J. Parker misses 3-pt shot from 26 ft
7:30.0,Defensive rebound by D. Schroder,,92-99,,
7:11.0,T. Sefolosha misses 3-pt shot from 25 ft,,92-99,,
7:10.0,,,92-99,,Defensive rebound by G. Monroe
7:01.0,,,92-99,,J. Parker misses 2-pt shot from 2 ft (block by T. Sefolosha)
6:59.0,Defensive rebound by T. Sefolosha,,92-99,,
6:58.0,,,92-99,,Personal foul by M. Brogdon (drawn by T. Sefolosha)
6:58.0,,,92-99,,M. Dellavedova enters the game for J. Terry
6:46.0,M. Delaney misses 2-pt shot from 1 ft,,92-99,,
6:44.0,,,92-99,,Defensive rebound by M. Dellavedova
6:39.0,,,92-99,,G. Antetokounmpo misses 2-pt shot from 1 ft (block by D. Schroder)
6:37.0,,,92-99,,Offensive rebound by J. Parker
6:35.0,,,92-99,,Turnover by J. Parker (lost ball; steal by T. Sefolosha)
6:27.0,Shooting foul by G. Antetokounmpo (drawn by D. Howard),,92-99,,
6:27.0,D. Howard misses free throw 1 of 2,,92-99,,
6:27.0,Offensive rebound by Team,,92-99,,
6:27.0,D. Howard makes free throw 2 of 2,1,93-99,,
6:27.0,,,92-99,,T. Snell enters the game for G. Antetokounmpo
6:27.0,K. Korver enters the game for T. Sefolosha,,92-99,,
6:27.0,T. Hardaway enters the game for M. Delaney,,92-99,,
6:16.0,,,93-99,,Turnover by M. Brogdon (offensive foul)
6:16.0,,,93-99,,Offensive charge foul by M. Brogdon
6:11.0,,,93-99,,Personal foul by T. Snell (drawn by K. Korver)
6:11.0,K. Korver makes free throw 1 of 2,1,94-99,,
6:11.0,K. Korver makes free throw 2 of 2,1,95-99,,
