time,Cleveland,pts.away,score,pts.home,Philadelphia
0:04.0,,,24-30,,Defensive rebound by D. Saric
0:02.0,,,24-30,,Turnover by D. Saric (bad pass; steal by D. Liggins)
0:01.0,R. Jefferson misses 3-pt shot from 28 ft,,24-30,,
0:00.0,Offensive rebound by Team,,24-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:54.0,M. Dunleavy misses 3-pt shot from 24 ft,,24-30,,
11:52.0,Offensive rebound by K. Love,,24-30,,
11:50.0,M. Dunleavy misses 3-pt shot from 26 ft,,24-30,,
11:48.0,,,24-30,,Defensive rebound by J. Okafor
11:37.0,,,24-33,3,H. Thompson makes 3-pt shot from 26 ft (assist by D. Saric)
11:14.0,R. Jefferson misses 3-pt shot from 23 ft,,24-33,,
11:12.0,Offensive rebound by R. Jefferson,,24-33,,
11:08.0,R. Jefferson makes 2-pt shot from 1 ft,2,26-33,,
10:50.0,,,26-33,,N. Stauskas misses 3-pt shot from 26 ft
10:48.0,Defensive rebound by K. Love,,26-33,,
10:41.0,M. Dunleavy makes 2-pt shot from 1 ft (assist by L. James),2,28-33,,
10:18.0,,,28-33,,J. Okafor misses 2-pt shot from 5 ft
10:16.0,Defensive rebound by L. James,,28-33,,
10:05.0,R. Jefferson misses 3-pt shot from 24 ft,,28-33,,
10:03.0,,,28-33,,Defensive rebound by N. Stauskas
9:54.0,,,28-33,,T. McConnell misses 2-pt shot from 12 ft
9:53.0,Defensive rebound by K. Love,,28-33,,
9:46.0,Turnover by K. Love (bad pass),,28-33,,
9:46.0,J. Smith enters the game for L. James,,28-33,,
9:29.0,,,28-35,2,D. Saric makes 2-pt shot from 13 ft (assist by H. Thompson)
9:17.0,Turnover by K. Irving (bad pass; steal by T. McConnell),,28-35,,
9:17.0,Personal foul by R. Jefferson (drawn by T. McConnell),,28-35,,
9:17.0,T. Thompson enters the game for R. Jefferson,,28-35,,
9:17.0,,,28-35,,R. Covington enters the game for H. Thompson
9:02.0,,,28-35,,D. Saric misses 2-pt shot from 3 ft
9:01.0,,,28-35,,Offensive rebound by T. McConnell
9:01.0,,,28-35,,T. McConnell misses 2-pt shot from 2 ft
8:59.0,Defensive rebound by T. Thompson,,28-35,,
8:51.0,K. Irving misses 2-pt shot from 3 ft (block by D. Saric),,28-35,,
8:51.0,Offensive rebound by Team,,28-35,,
8:51.0,Official timeout,,28-35,,
8:51.0,,,28-35,,G. Henderson enters the game for N. Stauskas
8:49.0,J. Smith misses 2-pt shot from 3 ft,,28-35,,
8:47.0,,,28-35,,Defensive rebound by J. Okafor
8:34.0,,,28-35,,R. Covington misses 3-pt shot from 27 ft
8:32.0,Defensive rebound by K. Love,,28-35,,
8:21.0,K. Irving makes 2-pt shot from 21 ft,2,30-35,,
7:59.0,,,30-35,,D. Saric misses 3-pt shot from 24 ft
7:57.0,,,30-35,,Offensive rebound by T. McConnell
7:52.0,,,30-38,3,R. Covington makes 3-pt shot from 29 ft (assist by T. McConnell)
7:29.0,M. Dunleavy misses 3-pt shot from 24 ft,,30-38,,
7:27.0,,,30-38,,Defensive rebound by R. Covington
7:14.0,,,30-41,3,D. Saric makes 3-pt shot from 26 ft (assist by T. McConnell)
7:13.0,Cleveland full timeout,,30-41,,
7:13.0,,,30-41,,J. Embiid enters the game for J. Okafor
7:03.0,K. Irving makes 3-pt shot from 24 ft (assist by M. Dunleavy),3,33-41,,
6:35.0,,,33-44,3,G. Henderson makes 3-pt shot from 27 ft (assist by T. McConnell)
6:18.0,M. Dunleavy misses 2-pt shot from 4 ft (block by J. Embiid),,33-44,,
6:17.0,,,33-44,,Defensive rebound by T. McConnell
6:17.0,Personal foul by T. Thompson (drawn by T. McConnell),,33-44,,
6:17.0,,,33-44,,E. Ilyasova enters the game for D. Saric
6:17.0,,,33-44,,S. Rodriguez enters the game for T. McConnell
6:17.0,L. James enters the game for M. Dunleavy,,33-44,,
6:06.0,,,33-44,,J. Embiid misses 2-pt shot from 11 ft
6:04.0,Defensive rebound by J. Smith,,33-44,,
5:56.0,K. Love misses 2-pt shot from 2 ft,,33-44,,
5:55.0,,,33-44,,Defensive rebound by J. Embiid
5:47.0,,,33-47,3,R. Covington makes 3-pt shot from 26 ft (assist by S. Rodriguez)
5:23.0,J. Smith misses 3-pt shot from 25 ft,,33-47,,
5:22.0,,,33-47,,Defensive rebound by J. Embiid
5:18.0,,,33-47,,Turnover by E. Ilyasova (traveling)
5:12.0,,,33-47,,Personal foul by G. Henderson (drawn by K. Irving)
5:01.0,L. James makes 3-pt shot from 27 ft (assist by J. Smith),3,36-47,,
4:44.0,,,36-47,,Turnover by J. Embiid (bad pass)
4:36.0,K. Irving misses 2-pt shot from 5 ft (block by G. Henderson),,36-47,,
4:34.0,,,36-47,,Defensive rebound by G. Henderson
4:28.0,,,36-47,,E. Ilyasova misses 3-pt shot from 24 ft
4:26.0,Defensive rebound by K. Irving,,36-47,,
4:20.0,L. James makes 2-pt shot from 2 ft,2,38-47,,
3:59.0,,,38-49,2,E. Ilyasova makes 2-pt shot from 2 ft (assist by J. Embiid)
3:47.0,T. Thompson makes 2-pt shot from 7 ft (assist by K. Irving),2,40-49,,
3:35.0,,,40-49,,R. Covington misses 3-pt shot from 26 ft
3:34.0,Defensive rebound by T. Thompson,,40-49,,
3:31.0,,,40-49,,Personal foul by J. Embiid (drawn by K. Irving)
3:31.0,,,40-49,,J. Okafor enters the game for J. Embiid
3:22.0,K. Love makes 3-pt shot from 22 ft (assist by L. James),3,43-49,,
3:15.0,,,43-49,,Philadelphia full timeout
3:03.0,,,43-51,2,G. Henderson makes 2-pt shot from 1 ft
3:03.0,,,43-51,,Shooting foul by J. Smith (drawn by G. Henderson)
3:03.0,,,43-52,1,G. Henderson makes free throw 1 of 1
2:48.0,K. Love misses 2-pt shot from 8 ft,,43-52,,
2:47.0,Offensive rebound by T. Thompson,,43-52,,
2:44.0,Turnover by T. Thompson (lost ball; steal by G. Henderson),,43-52,,
2:38.0,,,43-52,,E. Ilyasova misses 2-pt shot from 3 ft (block by T. Thompson)
2:36.0,,,43-52,,Offensive rebound by J. Okafor
2:36.0,,,43-54,2,J. Okafor makes 2-pt shot from 1 ft
2:15.0,K. Irving misses 2-pt shot from 7 ft,,43-54,,
2:13.0,,,43-54,,Defensive rebound by R. Covington
1:56.0,,,43-56,2,J. Okafor makes 2-pt shot from 6 ft (assist by S. Rodriguez)
1:41.0,Shooting foul by G. Henderson (drawn by K. Love),,43-56,,
1:41.0,K. Love makes free throw 1 of 2,1,44-56,,
1:41.0,K. Love makes free throw 2 of 2,1,45-56,,
1:31.0,,,45-56,,G. Henderson misses 3-pt shot from 26 ft
1:30.0,Defensive rebound by Team,,45-56,,
1:30.0,,,45-56,,N. Stauskas enters the game for G. Henderson
1:30.0,,,45-56,,H. Thompson enters the game for R. Covington
1:22.0,Shooting foul by J. Okafor (drawn by T. Thompson),,45-56,,
1:22.0,T. Thompson misses free throw 1 of 2,,45-56,,
1:22.0,Offensive rebound by Team,,45-56,,
1:22.0,T. Thompson misses free throw 2 of 2,,45-56,,
1:20.0,Offensive rebound by L. James,,45-56,,
1:20.0,L. James makes 2-pt shot at rim,2,47-56,,
0:59.0,,,47-56,,J. Okafor misses 2-pt shot from 9 ft
0:57.0,Defensive rebound by T. Thompson,,47-56,,
0:47.0,Shooting foul by H. Thompson (drawn by K. Irving),,47-56,,
0:47.0,K. Irving makes free throw 1 of 2,1,48-56,,
0:47.0,K. Irving makes free throw 2 of 2,1,49-56,,
0:42.0,,,49-58,2,S. Rodriguez makes 2-pt shot from 18 ft
0:35.0,L. James makes 2-pt shot from 9 ft,2,51-58,,
0:35.0,Shooting foul by N. Stauskas (drawn by L. James),,51-58,,
0:35.0,L. James makes free throw 1 of 1,1,52-58,,
0:35.0,R. Jefferson enters the game for K. Love,,51-58,,
0:27.0,,,52-58,,S. Rodriguez misses 2-pt shot from 1 ft
0:24.0,Defensive rebound by T. Thompson,,52-58,,
0:19.0,Cleveland full timeout,,52-58,,
0:19.0,,,52-58,,T. McConnell enters the game for S. Rodriguez
0:19.0,M. Dunleavy enters the game for T. Thompson,,52-58,,
0:04.0,M. Dunleavy misses 2-pt shot from 19 ft,,52-58,,
0:03.0,Offensive rebound by J. Smith,,52-58,,
0:01.0,K. Irving misses 3-pt shot from 26 ft,,52-58,,
0:00.0,Offensive rebound by Team,,52-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,L. James misses 2-pt shot from 20 ft,,52-58,,
11:38.0,,,52-58,,Defensive rebound by E. Ilyasova
11:33.0,,,52-58,,Turnover by E. Ilyasova (bad pass; steal by J. Jones)
11:21.0,J. Smith misses 3-pt shot from 28 ft,,52-58,,
11:19.0,,,52-58,,Defensive rebound by J. Embiid
11:08.0,Personal foul by T. Thompson (drawn by J. Embiid),,52-58,,
10:59.0,,,52-58,,S. Rodriguez misses 2-pt shot from 13 ft
10:57.0,Defensive rebound by T. Thompson,,52-58,,
10:47.0,K. Irving makes 2-pt shot from 2 ft,2,54-58,,
10:30.0,,,54-60,2,J. Embiid makes 2-pt shot from 1 ft (assist by G. Henderson)
10:09.0,K. Irving makes 2-pt shot from 15 ft,2,56-60,,
9:53.0,,,56-62,2,J. Embiid makes 2-pt shot from 2 ft (assist by S. Rodriguez)
9:25.0,Turnover by Team (shot clock),,56-62,,
9:07.0,,,56-64,2,S. Rodriguez makes 2-pt shot from 1 ft (assist by E. Ilyasova)
8:53.0,L. James misses 3-pt shot from 27 ft,,56-64,,
8:51.0,,,56-64,,Defensive rebound by S. Rodriguez
8:49.0,,,56-64,,R. Covington misses 2-pt shot from 2 ft
8:47.0,Defensive rebound by K. Irving,,56-64,,
8:38.0,Turnover by L. James (bad pass; steal by S. Rodriguez),,56-64,,
8:34.0,,,56-64,,Turnover by S. Rodriguez (bad pass)
8:34.0,Cleveland full timeout,,56-64,,
8:22.0,K. Irving misses 3-pt shot from 24 ft,,56-64,,
8:20.0,,,56-64,,Defensive rebound by R. Covington
8:13.0,Personal foul by J. Jones (drawn by S. Rodriguez),,56-64,,
7:58.0,,,56-64,,G. Henderson misses 2-pt shot from 13 ft
7:57.0,,,56-64,,Offensive rebound by E. Ilyasova
7:55.0,,,56-64,,E. Ilyasova misses 2-pt shot from 2 ft
7:54.0,Defensive rebound by T. Thompson,,56-64,,
7:37.0,J. Smith misses 3-pt shot from 28 ft,,56-64,,
7:36.0,,,56-64,,Defensive rebound by R. Covington
7:21.0,,,56-64,,J. Embiid misses 2-pt shot from 16 ft
7:20.0,Defensive rebound by J. Smith,,56-64,,
7:09.0,J. Jones makes 3-pt shot from 25 ft (assist by L. James),3,59-64,,
6:54.0,,,59-66,2,R. Covington makes 2-pt shot from 1 ft (assist by G. Henderson)
6:32.0,K. Irving makes 3-pt shot from 26 ft (assist by L. James),3,62-66,,
6:32.0,,,62-66,,Philadelphia full timeout
6:32.0,,,62-66,,J. Okafor enters the game for J. Embiid
6:32.0,K. Love enters the game for T. Thompson,,62-66,,
6:09.0,,,62-66,,G. Henderson misses 2-pt shot from 9 ft
6:08.0,,,62-66,,Offensive rebound by Team
5:53.0,,,62-69,3,S. Rodriguez makes 3-pt shot from 24 ft
5:37.0,K. Love misses 3-pt shot from 25 ft,,62-69,,
5:36.0,,,62-69,,Defensive rebound by G. Henderson
5:23.0,,,62-69,,J. Okafor misses 2-pt shot from 17 ft
5:22.0,Defensive rebound by K. Love,,62-69,,
5:12.0,K. Love makes 2-pt shot from 1 ft (assist by L. James),2,64-69,,
5:00.0,,,64-71,2,G. Henderson makes 2-pt shot from 3 ft
5:00.0,,,64-71,,Shooting foul by J. Jones (drawn by G. Henderson)
5:00.0,,,64-72,1,G. Henderson makes free throw 1 of 1
4:45.0,,,64-72,,Personal foul by S. Rodriguez (drawn by L. James)
4:45.0,,,64-72,,N. Stauskas enters the game for R. Covington
4:38.0,K. Irving misses 2-pt shot from 8 ft,,64-72,,
4:36.0,,,64-72,,Defensive rebound by N. Stauskas
4:21.0,,,64-72,,Offensive foul by E. Ilyasova
4:21.0,,,64-72,,Turnover by E. Ilyasova (offensive foul)
4:21.0,,,64-72,,T. McConnell enters the game for S. Rodriguez
4:21.0,,,64-72,,D. Saric enters the game for E. Ilyasova
4:12.0,K. Love makes 3-pt shot from 27 ft (assist by K. Irving),3,67-72,,
4:00.0,,,67-72,,G. Henderson misses 3-pt shot from 27 ft
3:59.0,Defensive rebound by K. Love,,67-72,,
3:53.0,J. Jones makes 3-pt shot from 22 ft (assist by L. James),3,70-72,,
3:38.0,,,70-74,2,J. Okafor makes 2-pt shot from 7 ft
3:20.0,K. Love misses 2-pt shot from 10 ft,,70-74,,
3:19.0,,,70-74,,Defensive rebound by T. McConnell
3:09.0,,,70-76,2,N. Stauskas makes 2-pt shot from 1 ft (assist by D. Saric)
3:09.0,Cleveland full timeout,,70-76,,
3:09.0,R. Jefferson enters the game for K. Irving,,70-76,,
3:09.0,D. Liggins enters the game for J. Smith,,70-76,,
3:07.0,Turnover by D. Liggins (step out of bounds),,70-76,,
2:59.0,,,70-76,,Turnover by T. McConnell (traveling)
2:50.0,,,70-76,,Personal foul by G. Henderson (drawn by L. James)
2:43.0,,,70-76,,Def 3 sec tech foul by J. Okafor
2:43.0,L. James makes technical free throw,1,71-76,,
2:34.0,L. James misses 2-pt shot from 2 ft,,71-76,,
2:32.0,,,71-76,,Defensive rebound by D. Saric
2:23.0,,,71-78,2,J. Okafor makes 2-pt shot from 4 ft
2:13.0,L. James misses 2-pt shot from 23 ft,,71-78,,
2:10.0,,,71-78,,Defensive rebound by J. Okafor
2:01.0,,,71-78,,G. Henderson misses 3-pt shot from 25 ft
2:00.0,Defensive rebound by K. Love,,71-78,,
1:53.0,Turnover by L. James (bad pass),,71-78,,
1:53.0,,,71-78,,H. Thompson enters the game for G. Henderson
1:38.0,,,71-78,,Turnover by J. Okafor (traveling)
1:28.0,R. Jefferson misses 3-pt shot from 24 ft,,71-78,,
1:26.0,,,71-78,,Defensive rebound by D. Saric
1:15.0,,,71-81,3,D. Saric makes 3-pt shot from 27 ft (assist by N. Stauskas)
1:06.0,Shooting foul by H. Thompson (drawn by L. James),,71-81,,
1:06.0,L. James makes free throw 1 of 2,1,72-81,,
1:06.0,L. James misses free throw 2 of 2,,72-81,,
1:06.0,T. Thompson enters the game for J. Jones,,72-81,,
1:05.0,,,72-81,,Defensive rebound by J. Okafor
0:46.0,,,72-81,,T. McConnell misses 2-pt shot from 1 ft
0:44.0,Defensive rebound by T. Thompson,,72-81,,
0:35.0,K. Love makes 2-pt shot at rim (assist by L. James),2,74-81,,
0:17.0,,,74-81,,D. Saric misses 3-pt shot from 27 ft
0:16.0,Defensive rebound by Team,,74-81,,
0:01.0,L. James makes 2-pt shot from 2 ft,2,76-81,,
0:01.0,,,76-81,,Shooting block foul by D. Saric (drawn by L. James)
0:01.0,L. James makes free throw 1 of 1,1,77-81,,
0:01.0,,,77-81,,Turnover by D. Saric (bad pass; steal by R. Jefferson)
0:00.0,R. Jefferson misses 3-pt shot from 32 ft,,77-81,,
0:00.0,Offensive rebound by Team,,77-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,77-81,,Turnover by D. Saric (lost ball)
11:26.0,L. James misses 3-pt shot from 25 ft,,77-81,,
11:24.0,Offensive rebound by R. Jefferson,,77-81,,
11:11.0,L. James misses 2-pt shot from 10 ft,,77-81,,
11:10.0,,,77-81,,Defensive rebound by H. Thompson
10:55.0,,,77-81,,N. Stauskas misses 3-pt shot from 24 ft
10:54.0,,,77-81,,Offensive rebound by D. Saric
10:44.0,,,77-81,,J. Embiid misses 2-pt shot from 14 ft
10:42.0,Defensive rebound by L. James,,77-81,,
10:34.0,Cleveland full timeout,,77-81,,
10:34.0,K. Irving enters the game for D. Liggins,,77-81,,
10:34.0,J. Smith enters the game for L. James,,77-81,,
10:31.0,K. Irving makes 3-pt shot from 26 ft (assist by K. Love),3,80-81,,
10:08.0,,,80-84,3,J. Embiid makes 3-pt shot from 27 ft (assist by H. Thompson)
9:53.0,Shooting foul by D. Saric (drawn by K. Love),,80-84,,
9:53.0,K. Love makes free throw 1 of 3,1,81-84,,
9:53.0,K. Love makes free throw 2 of 3,1,82-84,,
9:53.0,K. Love makes free throw 3 of 3,1,83-84,,
9:36.0,,,83-84,,Turnover by D. Saric (bad pass)
9:22.0,K. Irving makes 2-pt shot from 1 ft,2,85-84,,
9:06.0,,,85-84,,Shooting foul by T. Thompson (drawn by J. Embiid)
9:06.0,,,85-85,1,J. Embiid makes free throw 1 of 2
9:06.0,,,85-86,1,J. Embiid makes free throw 2 of 2
8:54.0,,,85-86,,Def 3 sec tech foul by J. Embiid
8:54.0,K. Irving makes technical free throw,1,86-86,,
8:54.0,,,86-86,,G. Henderson enters the game for H. Thompson
8:46.0,K. Irving makes 2-pt shot from 17 ft,2,88-86,,
8:27.0,,,88-86,,Offensive foul by J. Embiid
8:27.0,,,88-86,,Turnover by J. Embiid (offensive foul)
8:17.0,K. Irving misses 3-pt shot from 27 ft,,88-86,,
8:15.0,,,88-86,,Defensive rebound by Team
8:14.0,Personal foul by T. Thompson (drawn by J. Embiid),,88-86,,
7:58.0,,,88-86,,Turnover by J. Embiid (bad pass; steal by R. Jefferson)
7:52.0,K. Irving makes 2-pt shot from 1 ft (assist by R. Jefferson),2,90-86,,
7:33.0,Personal foul by R. Jefferson (drawn by J. Embiid),,90-86,,
7:33.0,L. James enters the game for K. Love,,90-86,,
7:33.0,,,90-86,,J. Okafor enters the game for J. Embiid
7:33.0,,,90-86,,E. Ilyasova enters the game for D. Saric
7:18.0,,,90-89,3,N. Stauskas makes 3-pt shot from 23 ft (assist by J. Okafor)
7:03.0,K. Irving misses 3-pt shot from 24 ft,,90-89,,
7:00.0,Offensive rebound by T. Thompson,,90-89,,
7:00.0,Shooting foul by N. Stauskas (drawn by T. Thompson),,90-89,,
7:00.0,T. Thompson makes free throw 1 of 2,1,91-89,,
7:00.0,T. Thompson makes free throw 2 of 2,1,92-89,,
6:49.0,,,92-89,,Offensive foul by J. Okafor
6:49.0,,,92-89,,Turnover by J. Okafor (offensive foul)
6:34.0,T. Thompson makes 2-pt shot at rim (assist by L. James),2,94-89,,
6:33.0,,,94-89,,Philadelphia full timeout
6:33.0,,,94-89,,S. Rodriguez enters the game for T. McConnell
6:09.0,,,94-89,,J. Okafor misses 2-pt shot from 12 ft
6:08.0,Defensive rebound by L. James,,94-89,,
5:45.0,K. Irving makes 3-pt shot from 25 ft (assist by L. James),3,97-89,,
5:17.0,,,97-91,2,G. Henderson makes 2-pt shot from 16 ft (assist by N. Stauskas)
4:53.0,K. Irving misses 3-pt shot from 25 ft,,97-91,,
4:51.0,Offensive rebound by L. James,,97-91,,
4:50.0,Shooting foul by J. Okafor (drawn by L. James),,97-91,,
4:50.0,L. James makes free throw 1 of 2,1,98-91,,
4:50.0,L. James misses free throw 2 of 2,,98-91,,
4:48.0,,,98-91,,Defensive rebound by J. Okafor
4:27.0,,,98-91,,S. Rodriguez misses 2-pt shot from 18 ft
4:25.0,Defensive rebound by K. Irving,,98-91,,
4:20.0,K. Irving makes 2-pt shot from 1 ft,2,100-91,,
3:56.0,,,100-91,,Shooting foul by J. Smith (drawn by N. Stauskas)
3:56.0,,,100-92,1,N. Stauskas makes free throw 1 of 2
