time,Utah,pts.away,score,pts.home,Memphis
6:50.0,Offensive rebound by Team,,9-4,,
6:50.0,,,9-4,,Loose ball foul by M. Gasol (drawn by R. Gobert)
6:43.0,Turnover by R. Gobert (bad pass; steal by M. Conley),,9-4,,
6:37.0,Personal take foul by D. Exum (drawn by M. Conley),,9-4,,
6:23.0,,,9-4,,M. Gasol misses 2-pt shot from 11 ft
6:21.0,Defensive rebound by D. Exum,,9-4,,
6:11.0,B. Diaw makes 2-pt shot from 1 ft,2,11-4,,
5:58.0,,,11-6,2,T. Allen makes 2-pt shot from 19 ft (assist by M. Gasol)
5:38.0,R. Hood makes 2-pt shot from 5 ft,2,13-6,,
5:20.0,,,13-6,,Turnover by M. Gasol (kicked ball)
5:20.0,J. Johnson enters the game for G. Hayward,,13-6,,
5:20.0,S. Mack enters the game for D. Exum,,13-6,,
5:10.0,S. Mack makes 3-pt shot from 26 ft,3,16-6,,
5:10.0,,,16-6,,Memphis full timeout
5:10.0,,,16-6,,A. Harrison enters the game for M. Conley
4:51.0,,,16-6,,M. Gasol misses 2-pt shot from 11 ft
4:51.0,Defensive rebound by Team,,16-6,,
4:51.0,,,16-6,,Loose ball foul by J. Green (drawn by B. Diaw)
4:51.0,B. Diaw makes free throw 1 of 2,1,17-6,,
4:51.0,B. Diaw makes free throw 2 of 2,1,18-6,,
4:32.0,,,18-8,2,J. Ennis makes 2-pt shot from 12 ft
4:20.0,B. Diaw misses 2-pt shot from 4 ft,,18-8,,
4:19.0,Offensive rebound by B. Diaw,,18-8,,
4:15.0,R. Hood misses 3-pt shot from 26 ft,,18-8,,
4:15.0,,,18-8,,Defensive rebound by Team
4:15.0,,,18-8,,V. Carter enters the game for T. Allen
4:15.0,,,18-8,,Z. Randolph enters the game for M. Gasol
3:58.0,,,18-10,2,Z. Randolph makes 2-pt shot from 15 ft
3:37.0,J. Johnson misses 2-pt shot from 15 ft,,18-10,,
3:37.0,,,18-10,,Defensive rebound by J. Ennis
3:26.0,,,18-10,,Z. Randolph misses 3-pt shot from 25 ft
3:26.0,Defensive rebound by R. Gobert,,18-10,,
3:08.0,S. Mack misses 2-pt shot from 10 ft,,18-10,,
3:06.0,,,18-10,,Defensive rebound by Z. Randolph
2:51.0,,,18-10,,J. Green misses 2-pt shot at rim (block by R. Gobert)
2:51.0,,,18-10,,Offensive rebound by Team
2:51.0,Utah full timeout,,18-10,,
2:51.0,J. Ingles enters the game for B. Diaw,,18-10,,
2:51.0,D. Favors enters the game for R. Gobert,,18-10,,
2:51.0,T. Lyles enters the game for R. Hood,,18-10,,
2:45.0,,,18-10,,J. Ennis misses 2-pt shot from 15 ft
2:43.0,Defensive rebound by S. Mack,,18-10,,
2:31.0,J. Johnson misses 2-pt shot from 9 ft,,18-10,,
2:29.0,,,18-10,,Defensive rebound by J. Green
2:18.0,,,18-10,,Z. Randolph misses 2-pt shot from 16 ft
2:18.0,,,18-10,,Offensive rebound by Team
2:18.0,Loose ball foul by T. Lyles (drawn by J. Green),,18-10,,
2:10.0,,,18-10,,A. Harrison misses 2-pt shot from 1 ft (block by D. Favors)
2:07.0,Defensive rebound by S. Mack,,18-10,,
2:02.0,T. Lyles misses 3-pt shot from 24 ft,,18-10,,
2:01.0,,,18-10,,Defensive rebound by J. Green
1:47.0,,,18-13,3,V. Carter makes 3-pt shot from 25 ft (assist by Z. Randolph)
1:26.0,D. Favors misses 2-pt shot from 17 ft,,18-13,,
1:25.0,,,18-13,,Defensive rebound by J. Ennis
1:04.0,,,18-13,,J. Ennis misses 2-pt shot from 16 ft
1:04.0,,,18-13,,Offensive rebound by J. Green
0:57.0,,,18-13,,V. Carter misses 2-pt shot from 21 ft
0:55.0,Defensive rebound by T. Lyles,,18-13,,
0:55.0,,,18-13,,Personal foul by V. Carter (drawn by T. Lyles)
0:55.0,T. Lyles misses free throw 1 of 2,,18-13,,
0:55.0,Offensive rebound by Team,,18-13,,
0:55.0,T. Lyles misses free throw 2 of 2,,18-13,,
0:55.0,,,18-13,,Defensive rebound by J. Green
0:41.0,,,18-15,2,V. Carter makes 2-pt shot from 2 ft
0:41.0,,,18-15,,Shooting foul by T. Lyles (drawn by V. Carter)
0:41.0,,,18-16,1,V. Carter makes free throw 1 of 1
0:41.0,,,18-15,,J. Martin enters the game for J. Green
0:41.0,,,18-15,,T. Williams enters the game for J. Ennis
0:30.0,J. Ingles misses 3-pt shot from 25 ft,,18-16,,
0:29.0,,,18-16,,Defensive rebound by Team
0:18.0,,,18-18,2,A. Harrison makes 2-pt shot from 1 ft
0:01.0,J. Johnson misses 3-pt shot from 40 ft,,18-18,,
0:00.0,Offensive rebound by Team,,18-18,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,18-18,,V. Carter misses 2-pt shot from 1 ft (block by T. Lyles)
11:42.0,Defensive rebound by D. Favors,,18-18,,
11:41.0,Turnover by S. Mack (lost ball; steal by Z. Randolph),,18-18,,
11:29.0,,,18-20,2,Z. Randolph makes 2-pt shot from 5 ft
11:10.0,D. Favors makes 2-pt shot from 10 ft,2,20-20,,
10:56.0,,,20-20,,Turnover by T. Williams (bad pass; steal by G. Hayward)
10:56.0,,,20-20,,Personal foul by Z. Randolph (drawn by D. Favors)
10:42.0,D. Favors makes 2-pt shot from 18 ft,2,22-20,,
10:22.0,,,22-22,2,J. Martin makes 2-pt shot from 6 ft (assist by A. Harrison)
9:59.0,J. Johnson misses 3-pt shot from 27 ft,,22-22,,
9:58.0,,,22-22,,Defensive rebound by Z. Randolph
9:47.0,,,22-22,,A. Harrison misses 2-pt shot from 2 ft (block by D. Favors)
9:45.0,Defensive rebound by G. Hayward,,22-22,,
9:35.0,S. Mack misses 2-pt shot from 18 ft,,22-22,,
9:34.0,,,22-22,,Defensive rebound by Z. Randolph
9:18.0,,,22-24,2,Z. Randolph makes 2-pt shot from 11 ft
8:59.0,G. Hayward misses 2-pt shot from 18 ft,,22-24,,
8:59.0,,,22-24,,Defensive rebound by Z. Randolph
8:45.0,,,22-24,,Turnover by A. Harrison (bad pass; steal by S. Mack)
8:44.0,,,22-24,,Personal take foul by A. Harrison (drawn by S. Mack)
8:44.0,Utah full timeout,,22-24,,
8:44.0,,,22-24,,T. Allen enters the game for V. Carter
8:28.0,Turnover by S. Mack (bad pass; steal by T. Williams),,22-24,,
8:21.0,,,22-24,,J. Martin misses 2-pt shot from 2 ft
8:19.0,,,22-24,,Offensive rebound by J. Martin
8:18.0,,,22-24,,J. Martin misses 2-pt shot from 2 ft (block by G. Hayward)
8:15.0,Defensive rebound by S. Mack,,22-24,,
8:13.0,Offensive foul by S. Mack,,22-24,,
8:13.0,Turnover by S. Mack (offensive foul),,22-24,,
8:13.0,J. Ingles enters the game for J. Johnson,,22-24,,
8:13.0,D. Exum enters the game for S. Mack,,22-24,,
8:13.0,B. Diaw enters the game for D. Favors,,22-24,,
8:13.0,R. Gobert enters the game for T. Lyles,,22-24,,
7:54.0,,,22-24,,Z. Randolph misses 2-pt shot from 14 ft
7:54.0,Defensive rebound by B. Diaw,,22-24,,
7:43.0,,,22-24,,Personal foul by T. Williams (drawn by J. Ingles)
7:43.0,,,22-24,,M. Gasol enters the game for T. Williams
7:32.0,Turnover by R. Gobert (traveling),,22-24,,
7:15.0,,,22-24,,T. Allen misses 2-pt shot from 7 ft (block by G. Hayward)
7:14.0,Defensive rebound by R. Gobert,,22-24,,
6:57.0,B. Diaw makes 2-pt shot from 1 ft,2,24-24,,
6:38.0,,,24-26,2,J. Martin makes 2-pt shot from 2 ft (assist by M. Gasol)
6:38.0,,,24-26,,Shooting foul by B. Diaw (drawn by J. Martin)
6:38.0,,,24-27,1,J. Martin makes free throw 1 of 1
6:38.0,,,24-26,,M. Conley enters the game for A. Harrison
6:38.0,R. Hood enters the game for J. Ingles,,24-26,,
6:28.0,,,24-27,,Personal foul by J. Martin (drawn by G. Hayward)
6:24.0,G. Hayward makes 2-pt shot from 1 ft (assist by B. Diaw),2,26-27,,
6:24.0,Shooting foul by J. Martin (drawn by G. Hayward),,26-27,,
6:24.0,G. Hayward makes free throw 1 of 1,1,27-27,,
6:24.0,,,26-27,,J. Green enters the game for Z. Randolph
5:59.0,,,27-27,,J. Green misses 3-pt shot from 25 ft
5:59.0,,,27-27,,Offensive rebound by Team
5:59.0,,,27-27,,Turnover by Team (shot clock)
5:59.0,,,27-27,,Memphis full timeout
5:41.0,D. Exum misses 3-pt shot from 26 ft,,27-27,,
5:40.0,,,27-27,,Defensive rebound by T. Allen
5:26.0,Personal foul by D. Exum (drawn by M. Gasol),,27-27,,
5:22.0,,,27-27,,Offensive foul by M. Gasol
5:22.0,,,27-27,,Turnover by M. Gasol (offensive foul)
5:06.0,Shooting foul by M. Conley (drawn by R. Gobert),,27-27,,
5:06.0,R. Gobert makes free throw 1 of 2,1,28-27,,
5:06.0,R. Gobert misses free throw 2 of 2,,28-27,,
5:06.0,,,28-27,,Defensive rebound by Team
4:53.0,,,28-27,,J. Martin misses 3-pt shot from 25 ft
4:52.0,Defensive rebound by G. Hayward,,28-27,,
4:38.0,R. Gobert makes 2-pt shot from 2 ft (assist by R. Hood),2,30-27,,
4:38.0,Shooting foul by J. Green (drawn by R. Gobert),,30-27,,
4:38.0,R. Gobert misses free throw 1 of 1,,30-27,,
4:38.0,,,30-27,,J. Ennis enters the game for J. Martin
4:37.0,,,30-27,,Defensive rebound by M. Gasol
4:17.0,,,30-27,,M. Conley misses 3-pt shot from 26 ft
4:17.0,,,30-27,,Offensive rebound by T. Allen
4:12.0,,,30-29,2,T. Allen makes 2-pt shot from 2 ft
4:12.0,Shooting block foul by D. Exum (drawn by T. Allen),,30-29,,
4:12.0,,,30-30,1,T. Allen makes free throw 1 of 1
3:47.0,R. Hood misses 3-pt shot from 35 ft,,30-30,,
3:47.0,,,30-30,,Defensive rebound by J. Green
3:37.0,,,30-32,2,M. Gasol makes 2-pt shot from 18 ft (assist by M. Conley)
3:37.0,Utah full timeout,,30-32,,
3:37.0,J. Johnson enters the game for B. Diaw,,30-32,,
3:37.0,S. Mack enters the game for D. Exum,,30-32,,
3:16.0,J. Johnson misses 3-pt shot from 26 ft,,30-32,,
3:16.0,,,30-32,,Defensive rebound by T. Allen
2:52.0,,,30-32,,M. Conley misses 3-pt shot from 28 ft
2:52.0,,,30-32,,Offensive rebound by Team
2:52.0,,,30-32,,Turnover by Team (shot clock)
2:33.0,R. Gobert makes 2-pt shot at rim (assist by G. Hayward),2,32-32,,
2:13.0,,,32-32,,J. Green misses 2-pt shot from 3 ft
2:11.0,Defensive rebound by R. Hood,,32-32,,
1:57.0,R. Hood misses 3-pt shot from 25 ft,,32-32,,
1:57.0,,,32-32,,Defensive rebound by J. Ennis
1:41.0,,,32-32,,Shooting foul by R. Hood (drawn by J. Ennis)
1:41.0,,,32-32,,J. Ennis misses free throw 1 of 2
1:41.0,,,32-32,,Offensive rebound by Team
1:41.0,,,32-33,1,J. Ennis makes free throw 2 of 2
1:20.0,Shooting foul by J. Ennis (drawn by R. Gobert),,32-33,,
1:20.0,R. Gobert makes free throw 1 of 2,1,33-33,,
1:20.0,R. Gobert misses free throw 2 of 2,,33-33,,
1:19.0,,,33-33,,Defensive rebound by T. Allen
0:55.0,,,33-33,,M. Conley misses 2-pt shot from 21 ft
0:55.0,Defensive rebound by R. Gobert,,33-33,,
0:49.0,R. Hood misses 2-pt shot from 8 ft,,33-33,,
0:47.0,Offensive rebound by R. Gobert,,33-33,,
0:45.0,,,33-33,,Personal foul by J. Ennis (drawn by G. Hayward)
0:45.0,G. Hayward makes free throw 1 of 2,1,34-33,,
0:45.0,G. Hayward misses free throw 2 of 2,,34-33,,
0:45.0,,,34-33,,V. Carter enters the game for T. Allen
0:44.0,,,34-33,,Defensive rebound by J. Green
0:30.0,,,34-33,,M. Gasol misses 2-pt shot from 8 ft
0:28.0,,,34-33,,Offensive rebound by J. Ennis
0:28.0,,,34-33,,Shooting foul by J. Johnson (drawn by J. Ennis)
0:28.0,,,34-34,1,J. Ennis makes free throw 1 of 2
0:28.0,,,34-35,1,J. Ennis makes free throw 2 of 2
0:28.0,,,34-34,,T. Allen enters the game for V. Carter
0:07.0,R. Hood misses 3-pt shot from 26 ft,,34-35,,
0:07.0,Offensive rebound by G. Hayward,,34-35,,
0:02.0,G. Hayward misses 2-pt shot from 11 ft,,34-35,,
0:02.0,,,34-35,,Defensive rebound by M. Gasol
0:00.0,,,34-35,,M. Gasol misses 3-pt shot from 62 ft
0:00.0,,,34-35,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,34-35,,M. Conley misses 3-pt shot from 26 ft
11:38.0,Defensive rebound by R. Gobert,,34-35,,
11:23.0,Turnover by D. Exum (lost ball),,34-35,,
11:06.0,,,34-35,,M. Gasol misses 3-pt shot from 25 ft
11:03.0,,,34-35,,Offensive rebound by J. Green
11:03.0,,,34-37,2,J. Green makes 2-pt shot at rim
10:44.0,R. Gobert makes 2-pt shot from 5 ft (assist by G. Hayward),2,36-37,,
10:36.0,,,36-37,,Shooting foul by D. Exum (drawn by M. Conley)
10:36.0,,,36-38,1,M. Conley makes free throw 1 of 3
10:36.0,,,36-39,1,M. Conley makes free throw 2 of 3
10:36.0,,,36-40,1,M. Conley makes free throw 3 of 3
10:16.0,R. Hood makes 2-pt shot from 2 ft,2,38-40,,
9:56.0,,,38-42,2,M. Conley makes 2-pt shot from 14 ft
9:44.0,Shooting foul by J. Ennis (drawn by G. Hayward),,38-42,,
9:44.0,G. Hayward makes free throw 1 of 2,1,39-42,,
9:44.0,G. Hayward makes free throw 2 of 2,1,40-42,,
9:28.0,,,40-42,,M. Conley misses 2-pt shot from 2 ft (block by R. Gobert)
9:26.0,Defensive rebound by B. Diaw,,40-42,,
9:20.0,Turnover by D. Exum (bad pass; steal by M. Gasol),,40-42,,
9:13.0,,,40-44,2,J. Green makes 2-pt shot at rim (assist by M. Conley)
9:01.0,,,40-44,,Personal foul by J. Ennis (drawn by R. Hood)
9:01.0,S. Mack enters the game for D. Exum,,40-44,,
8:51.0,Turnover by R. Gobert (lost ball; steal by J. Green),,40-44,,
8:45.0,,,40-44,,M. Gasol misses 2-pt shot from 2 ft
8:43.0,Defensive rebound by G. Hayward,,40-44,,
8:43.0,,,40-44,,Personal take foul by T. Allen (drawn by G. Hayward)
8:32.0,G. Hayward makes 3-pt shot from 25 ft (assist by B. Diaw),3,43-44,,
8:11.0,,,43-44,,T. Allen misses 2-pt shot from 7 ft
8:11.0,Defensive rebound by B. Diaw,,43-44,,
8:02.0,R. Hood makes 2-pt shot from 12 ft,2,45-44,,
7:47.0,,,45-46,2,T. Allen makes 2-pt shot from 2 ft (assist by M. Conley)
7:31.0,,,45-46,,Personal foul by J. Ennis (drawn by G. Hayward)
7:31.0,,,45-46,,A. Harrison enters the game for J. Ennis
7:26.0,R. Hood misses 3-pt shot from 24 ft,,45-46,,
7:26.0,,,45-46,,Defensive rebound by Team
7:15.0,,,45-46,,M. Conley misses 2-pt shot from 21 ft
7:15.0,Defensive rebound by S. Mack,,45-46,,
7:06.0,G. Hayward misses 2-pt shot from 1 ft (block by J. Green),,45-46,,
7:03.0,Offensive rebound by R. Gobert,,45-46,,
7:00.0,R. Hood misses 3-pt shot from 25 ft,,45-46,,
7:00.0,,,45-46,,Defensive rebound by J. Green
6:46.0,,,45-46,,A. Harrison misses 3-pt shot from 23 ft
6:46.0,Defensive rebound by B. Diaw,,45-46,,
6:35.0,R. Gobert makes 2-pt shot at rim (assist by S. Mack),2,47-46,,
6:09.0,,,47-46,,Shooting foul by G. Hayward (drawn by M. Conley)
6:09.0,,,47-47,1,M. Conley makes free throw 1 of 2
6:09.0,,,47-47,,M. Conley misses free throw 2 of 2
6:09.0,J. Ingles enters the game for R. Hood,,47-47,,
6:08.0,Defensive rebound by R. Gobert,,47-47,,
5:56.0,Shooting foul by J. Green (drawn by R. Gobert),,47-47,,
5:56.0,,,47-47,,Memphis full timeout
5:56.0,R. Gobert misses free throw 1 of 2,,47-47,,
5:56.0,Offensive rebound by Team,,47-47,,
5:56.0,R. Gobert makes free throw 2 of 2,1,48-47,,
5:35.0,,,48-47,,A. Harrison misses 2-pt shot from 10 ft
5:33.0,,,48-47,,Offensive rebound by J. Green
5:29.0,,,48-47,,M. Conley misses 3-pt shot from 24 ft
5:28.0,,,48-47,,Offensive rebound by A. Harrison
5:18.0,,,48-49,2,J. Green makes 2-pt shot from 13 ft (assist by M. Gasol)
5:04.0,Turnover by B. Diaw (bad pass),,48-49,,
4:45.0,,,48-51,2,M. Gasol makes 2-pt shot from 11 ft
4:28.0,,,48-51,,Personal foul by A. Harrison (drawn by G. Hayward)
4:28.0,G. Hayward makes free throw 1 of 2,1,49-51,,
4:28.0,G. Hayward makes free throw 2 of 2,1,50-51,,
4:11.0,,,50-54,3,M. Conley makes 3-pt shot from 23 ft (assist by M. Gasol)
3:55.0,S. Mack makes 2-pt shot from 2 ft,2,52-54,,
3:36.0,,,52-54,,M. Gasol misses 2-pt shot from 8 ft
3:35.0,Defensive rebound by R. Gobert,,52-54,,
3:25.0,S. Mack makes 2-pt shot from 7 ft,2,54-54,,
3:15.0,,,54-54,,Memphis full timeout
3:15.0,T. Lyles enters the game for B. Diaw,,54-54,,
3:15.0,,,54-54,,V. Carter enters the game for T. Allen
3:15.0,,,54-54,,T. Daniels enters the game for M. Gasol
3:15.0,,,54-54,,Z. Randolph enters the game for M. Conley
3:01.0,,,54-56,2,J. Green makes 2-pt shot at rim (assist by V. Carter)
2:47.0,Turnover by T. Lyles (lost ball),,54-56,,
2:33.0,,,54-56,,Turnover by V. Carter (bad pass; steal by G. Hayward)
2:26.0,Turnover by G. Hayward (lost ball; steal by J. Green),,54-56,,
2:23.0,D. Favors enters the game for R. Gobert,,54-56,,
2:16.0,Personal foul by T. Lyles (drawn by J. Green),,54-56,,
2:03.0,,,54-56,,Z. Randolph misses 2-pt shot from 15 ft
2:02.0,Defensive rebound by G. Hayward,,54-56,,
1:47.0,Shooting foul by A. Harrison (drawn by G. Hayward),,54-56,,
1:47.0,G. Hayward makes free throw 1 of 2,1,55-56,,
1:47.0,G. Hayward makes free throw 2 of 2,1,56-56,,
1:47.0,R. Hood enters the game for S. Mack,,55-56,,
1:37.0,Personal foul by J. Ingles (drawn by V. Carter),,56-56,,
1:37.0,J. Johnson enters the game for G. Hayward,,56-56,,
1:24.0,,,56-56,,V. Carter misses 3-pt shot from 26 ft
1:21.0,,,56-56,,Offensive rebound by J. Green
1:21.0,,,56-56,,J. Green misses 2-pt shot from 1 ft
1:20.0,Defensive rebound by T. Lyles,,56-56,,
1:14.0,R. Hood makes 2-pt shot from 1 ft,2,58-56,,
0:55.0,,,58-58,2,Z. Randolph makes 2-pt shot from 8 ft
0:39.0,Shooting foul by V. Carter (drawn by D. Favors),,58-58,,
0:39.0,D. Favors misses free throw 1 of 2,,58-58,,
0:39.0,Offensive rebound by Team,,58-58,,
0:39.0,D. Favors makes free throw 2 of 2,1,59-58,,
0:27.0,,,59-58,,J. Green misses 3-pt shot from 24 ft
0:27.0,Defensive rebound by R. Hood,,59-58,,
0:05.0,R. Hood makes 2-pt shot from 7 ft,2,61-58,,
0:01.0,,,61-58,,Z. Randolph misses 3-pt shot from 32 ft
0:00.0,,,61-58,,Offensive rebound by V. Carter
0:00.0,,,61-58,,V. Carter misses 2-pt shot from 1 ft
0:00.0,,,61-58,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,T. Lyles misses 3-pt shot from 25 ft,,61-58,,
11:41.0,,,61-58,,Defensive rebound by Z. Randolph
11:25.0,,,61-58,,Shooting foul by T. Lyles (drawn by Z. Randolph)
11:25.0,,,61-59,1,Z. Randolph makes free throw 1 of 2
11:25.0,,,61-60,1,Z. Randolph makes free throw 2 of 2
11:25.0,R. Gobert enters the game for T. Lyles,,61-59,,
11:25.0,S. Mack enters the game for J. Ingles,,61-59,,
11:15.0,,,61-60,,Personal foul by Z. Randolph (drawn by R. Gobert)
10:59.0,R. Hood misses 3-pt shot from 27 ft,,61-60,,
10:58.0,,,61-60,,Defensive rebound by V. Carter
10:46.0,,,61-60,,M. Gasol misses 3-pt shot from 27 ft
10:45.0,Defensive rebound by S. Mack,,61-60,,
10:33.0,J. Johnson makes 3-pt shot from 23 ft (assist by S. Mack),3,64-60,,
10:07.0,,,64-60,,T. Daniels misses 2-pt shot from 1 ft
10:05.0,Defensive rebound by J. Johnson,,64-60,,
10:01.0,Turnover by S. Mack (step out of bounds),,64-60,,
9:39.0,,,64-60,,M. Gasol misses 2-pt shot from 5 ft
9:38.0,,,64-60,,Offensive rebound by M. Gasol
9:38.0,,,64-60,,M. Gasol misses 2-pt shot from 2 ft
9:36.0,,,64-60,,Offensive rebound by M. Gasol
9:36.0,,,64-60,,M. Gasol misses 2-pt shot from 2 ft
9:34.0,,,64-60,,Offensive rebound by Z. Randolph
9:31.0,,,64-60,,Z. Randolph misses 2-pt shot from 6 ft
9:31.0,,,64-60,,Offensive rebound by Team
9:19.0,,,64-60,,A. Harrison misses 2-pt shot from 1 ft (block by D. Favors)
9:19.0,Defensive rebound by Team,,64-60,,
9:08.0,Shooting foul by T. Daniels (drawn by S. Mack),,64-60,,
9:08.0,S. Mack misses free throw 1 of 3,,64-60,,
9:08.0,Offensive rebound by Team,,64-60,,
9:08.0,S. Mack misses free throw 2 of 3,,64-60,,
9:08.0,Offensive rebound by Team,,64-60,,
9:08.0,S. Mack misses free throw 3 of 3,,64-60,,
9:08.0,,,64-60,,J. Martin enters the game for V. Carter
9:08.0,,,64-60,,T. Allen enters the game for T. Daniels
9:06.0,,,64-60,,Defensive rebound by Z. Randolph
8:52.0,,,64-60,,M. Gasol misses 2-pt shot from 4 ft
8:50.0,,,64-60,,Offensive rebound by A. Harrison
8:44.0,,,64-60,,M. Gasol misses 2-pt shot from 14 ft
8:43.0,,,64-60,,Offensive rebound by Z. Randolph
8:40.0,,,64-62,2,Z. Randolph makes 2-pt shot from 2 ft
8:27.0,S. Mack misses 2-pt shot from 11 ft,,64-62,,
8:25.0,,,64-62,,Defensive rebound by Team
8:25.0,,,64-62,,Memphis full timeout
8:25.0,J. Ingles enters the game for R. Hood,,64-62,,
8:25.0,G. Hayward enters the game for S. Mack,,64-62,,
8:03.0,,,64-62,,Z. Randolph misses 2-pt shot from 4 ft (block by D. Favors)
8:01.0,,,64-62,,Offensive rebound by Z. Randolph
8:01.0,,,64-62,,Turnover by Team (shot clock)
7:39.0,D. Favors misses 2-pt shot from 20 ft,,64-62,,
7:39.0,,,64-62,,Defensive rebound by M. Gasol
7:31.0,B. Diaw enters the game for D. Favors,,64-62,,
7:23.0,,,64-62,,M. Gasol misses 2-pt shot from 22 ft
7:22.0,,,64-62,,Offensive rebound by J. Martin
7:22.0,,,64-64,2,J. Martin makes 2-pt shot at rim
7:06.0,Turnover by B. Diaw (bad pass; steal by T. Allen),,64-64,,
6:58.0,,,64-64,,A. Harrison misses 2-pt shot from 2 ft
6:56.0,Defensive rebound by J. Johnson,,64-64,,
6:41.0,G. Hayward misses 3-pt shot from 26 ft,,64-64,,
6:40.0,,,64-64,,Defensive rebound by Z. Randolph
6:21.0,,,64-66,2,M. Gasol makes 2-pt shot from 5 ft
6:20.0,Utah full timeout,,64-66,,
6:20.0,,,64-66,,M. Conley enters the game for A. Harrison
6:20.0,R. Hood enters the game for J. Johnson,,64-66,,
6:20.0,S. Mack enters the game for J. Ingles,,64-66,,
6:06.0,G. Hayward misses 2-pt shot from 7 ft,,64-66,,
6:04.0,,,64-66,,Defensive rebound by Z. Randolph
5:52.0,Personal foul by R. Gobert (drawn by M. Gasol),,64-66,,
5:52.0,,,64-66,,Memphis full timeout
5:42.0,,,64-66,,M. Conley misses 3-pt shot from 26 ft
5:41.0,Defensive rebound by R. Gobert,,64-66,,
5:25.0,R. Gobert makes 2-pt shot at rim (assist by G. Hayward),2,66-66,,
4:57.0,,,66-66,,Z. Randolph misses 2-pt shot from 20 ft
4:56.0,,,66-66,,Offensive rebound by T. Allen
4:38.0,,,66-66,,M. Gasol misses 3-pt shot from 26 ft
4:38.0,,,66-66,,Offensive rebound by T. Allen
4:36.0,,,66-66,,Offensive foul by Z. Randolph
4:36.0,,,66-66,,Turnover by Z. Randolph (offensive foul)
4:25.0,R. Hood misses 3-pt shot from 23 ft,,66-66,,
4:25.0,,,66-66,,Defensive rebound by J. Martin
4:24.0,Loose ball foul by R. Gobert (drawn by J. Martin),,66-66,,
4:05.0,,,66-66,,J. Martin misses 2-pt shot from 1 ft (block by R. Gobert)
4:04.0,Defensive rebound by G. Hayward,,66-66,,
3:52.0,B. Diaw makes 3-pt shot from 26 ft (assist by G. Hayward),3,69-66,,
3:44.0,,,69-66,,Memphis full timeout
3:44.0,,,69-66,,V. Carter enters the game for J. Martin
3:31.0,,,69-66,,T. Allen misses 2-pt shot from 12 ft
3:30.0,Defensive rebound by R. Hood,,69-66,,
