time,LA Lakers,pts.away,score,pts.home,Golden State
9:09.0,,,55-84,,K. Thompson misses 3-pt shot from 23 ft
9:08.0,Defensive rebound by N. Young,,55-84,,
9:00.0,N. Young misses 3-pt shot from 28 ft,,55-84,,
8:59.0,Offensive rebound by J. Calderon,,55-84,,
8:53.0,B. Ingram makes 3-pt shot from 26 ft (assist by J. Calderon),3,58-84,,
8:51.0,,,58-84,,Golden State full timeout
8:31.0,,,58-84,,Z. Pachulia misses 2-pt shot from 2 ft
8:30.0,Defensive rebound by T. Mozgov,,58-84,,
8:26.0,B. Ingram misses 2-pt shot from 3 ft (block by K. Durant),,58-84,,
8:24.0,,,58-84,,Defensive rebound by S. Curry
8:15.0,,,58-86,2,K. Durant makes 2-pt shot from 4 ft (assist by S. Curry)
7:56.0,N. Young misses 2-pt shot from 4 ft,,58-86,,
7:55.0,,,58-86,,Defensive rebound by Z. Pachulia
7:49.0,,,58-89,3,K. Thompson makes 3-pt shot from 27 ft (assist by S. Curry)
7:33.0,J. Calderon misses 3-pt shot from 27 ft,,58-89,,
7:33.0,,,58-89,,Defensive rebound by K. Thompson
7:21.0,,,58-89,,Shooting foul by T. Mozgov (drawn by Z. Pachulia)
7:21.0,,,58-90,1,Z. Pachulia makes free throw 1 of 2
7:21.0,,,58-91,1,Z. Pachulia makes free throw 2 of 2
7:21.0,J. Clarkson enters the game for N. Young,,58-90,,
7:02.0,J. Clarkson makes 2-pt shot from 1 ft (assist by J. Calderon),2,60-91,,
6:43.0,,,60-93,2,K. Durant makes 2-pt shot at rim (assist by Z. Pachulia)
6:31.0,,,60-93,,Personal foul by Z. Pachulia (drawn by T. Mozgov)
6:24.0,Shooting foul by K. Durant (drawn by T. Mozgov),,60-93,,
6:24.0,T. Mozgov makes free throw 1 of 2,1,61-93,,
6:24.0,T. Mozgov makes free throw 2 of 2,1,62-93,,
6:24.0,L. Nance enters the game for L. Deng,,61-93,,
6:11.0,,,62-96,3,S. Curry makes 3-pt shot from 24 ft (assist by K. Durant)
5:54.0,T. Mozgov makes 2-pt shot from 8 ft (assist by J. Calderon),2,64-96,,
5:27.0,,,64-96,,Turnover by K. Thompson (bad pass)
5:27.0,,,64-96,,A. Varejao enters the game for Z. Pachulia
5:27.0,,,64-96,,A. Iguodala enters the game for K. Durant
5:13.0,J. Clarkson makes 2-pt shot from 18 ft,2,66-96,,
4:58.0,,,66-96,,S. Curry misses 3-pt shot from 25 ft
4:56.0,,,66-96,,Offensive rebound by A. Varejao
4:53.0,,,66-96,,K. Thompson misses 3-pt shot from 30 ft
4:52.0,Defensive rebound by L. Nance,,66-96,,
4:39.0,J. Calderon misses 3-pt shot from 23 ft,,66-96,,
4:38.0,,,66-96,,Defensive rebound by D. Green
4:23.0,L. Williams enters the game for J. Calderon,,66-96,,
4:18.0,,,66-98,2,K. Thompson makes 2-pt shot from 20 ft (assist by S. Curry)
4:08.0,J. Clarkson misses 2-pt shot from 6 ft (block by A. Varejao),,66-98,,
4:05.0,Offensive rebound by T. Mozgov,,66-98,,
4:05.0,T. Mozgov makes 2-pt shot at rim,2,68-98,,
3:49.0,,,68-98,,S. Curry misses 2-pt shot from 3 ft
3:48.0,Defensive rebound by T. Mozgov,,68-98,,
3:41.0,B. Ingram makes 3-pt shot from 23 ft (assist by L. Williams),3,71-98,,
3:26.0,,,71-101,3,K. Thompson makes 3-pt shot from 27 ft (assist by A. Iguodala)
3:09.0,T. Mozgov makes 2-pt shot from 18 ft,2,73-101,,
2:55.0,,,73-103,2,S. Curry makes 2-pt shot from 1 ft (assist by D. Green)
2:43.0,J. Clarkson makes 2-pt shot from 10 ft,2,75-103,,
2:27.0,,,75-103,,K. Thompson misses 2-pt shot from 20 ft
2:26.0,Defensive rebound by B. Ingram,,75-103,,
2:16.0,J. Clarkson misses 2-pt shot from 6 ft,,75-103,,
2:14.0,Offensive rebound by Team,,75-103,,
2:14.0,,,75-103,,Personal foul by K. Thompson (drawn by T. Mozgov)
2:14.0,LA Lakers full timeout,,75-103,,
2:05.0,B. Ingram misses 2-pt shot from 8 ft,,75-103,,
2:05.0,,,75-103,,Defensive rebound by D. Green
1:56.0,,,75-103,,Turnover by A. Varejao (bad pass; steal by J. Clarkson)
1:51.0,B. Ingram misses 2-pt shot from 2 ft,,75-103,,
1:51.0,Offensive rebound by Team,,75-103,,
1:51.0,Turnover by B. Ingram (traveling),,75-103,,
1:41.0,,,75-103,,Shooting foul by L. Nance (drawn by D. Green)
1:41.0,,,75-103,,Golden State full timeout
1:41.0,,,75-104,1,D. Green makes free throw 1 of 2
1:41.0,,,75-104,,D. Green misses free throw 2 of 2
1:40.0,Defensive rebound by T. Mozgov,,75-104,,
1:31.0,,,75-104,,Personal foul by A. Varejao
1:31.0,L. Williams misses free throw 1 of 2,,75-104,,
1:31.0,Offensive rebound by Team,,75-104,,
1:31.0,L. Williams makes free throw 2 of 2,1,76-104,,
1:31.0,,,75-104,,K. Durant enters the game for D. Green
1:19.0,,,76-104,,Turnover by A. Iguodala (bad pass; steal by L. Williams)
1:13.0,Turnover by L. Williams (bad pass),,76-104,,
1:02.0,,,76-104,,Shooting foul by T. Mozgov (drawn by K. Thompson)
1:02.0,,,76-105,1,K. Thompson makes free throw 1 of 2
1:02.0,,,76-106,1,K. Thompson makes free throw 2 of 2
0:43.0,J. Clarkson misses 3-pt shot from 24 ft,,76-106,,
0:43.0,,,76-106,,Defensive rebound by S. Curry
0:34.0,,,76-106,,A. Iguodala misses 3-pt shot from 24 ft
0:34.0,Defensive rebound by Team,,76-106,,
0:16.0,L. Williams makes 2-pt shot from 2 ft,2,78-106,,
0:02.0,,,78-106,,S. Curry misses 3-pt shot from 25 ft
0:01.0,Defensive rebound by J. Clarkson,,78-106,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,78-106,,K. Durant misses 2-pt shot from 12 ft
11:44.0,Defensive rebound by T. Black,,78-106,,
11:35.0,J. Clarkson makes 2-pt shot from 2 ft (assist by M. Huertas),2,80-106,,
11:16.0,,,80-106,,D. West misses 2-pt shot from 17 ft
11:15.0,Defensive rebound by M. Huertas,,80-106,,
11:08.0,L. Williams makes 2-pt shot from 7 ft (assist by J. Clarkson),2,82-106,,
11:08.0,Shooting foul by A. Iguodala,,82-106,,
11:08.0,L. Williams makes free throw 1 of 1,1,83-106,,
10:49.0,,,83-106,,A. Iguodala misses 3-pt shot from 26 ft
10:48.0,Defensive rebound by J. Clarkson,,83-106,,
10:40.0,L. Williams makes 3-pt shot from 26 ft (assist by J. Clarkson),3,86-106,,
10:22.0,,,86-108,2,K. Durant makes 2-pt shot from 19 ft (assist by D. West)
10:07.0,M. Huertas misses 2-pt shot from 11 ft,,86-108,,
10:07.0,,,86-108,,Defensive rebound by K. Durant
10:02.0,,,86-110,2,A. Iguodala makes 2-pt shot at rim (assist by K. Durant)
9:38.0,L. Williams misses 3-pt shot from 25 ft,,86-110,,
9:37.0,,,86-110,,Defensive rebound by S. Livingston
9:25.0,,,86-112,2,K. Durant makes 2-pt shot at rim (assist by S. Livingston)
9:25.0,,,86-112,,Shooting foul by T. Black (drawn by K. Durant)
9:25.0,LA Lakers full timeout,,86-112,,
9:25.0,,,86-113,1,K. Durant makes free throw 1 of 1
9:25.0,M. World Peace enters the game for L. Deng,,86-112,,
9:14.0,T. Black misses 2-pt shot at rim,,86-113,,
9:14.0,,,86-113,,Defensive rebound by A. Iguodala
9:08.0,,,86-115,2,I. Clark makes 2-pt shot from 1 ft (assist by A. Iguodala)
8:50.0,L. Williams makes 2-pt shot from 7 ft (assist by M. World Peace),2,88-115,,
8:30.0,,,88-117,2,A. Iguodala makes 2-pt shot from 19 ft (assist by D. West)
8:12.0,T. Black makes 2-pt shot from 11 ft,2,90-117,,
7:54.0,,,90-117,,A. Iguodala misses 3-pt shot from 25 ft
7:53.0,Defensive rebound by T. Black,,90-117,,
7:42.0,J. Clarkson makes 2-pt shot from 10 ft,2,92-117,,
7:25.0,,,92-120,3,I. Clark makes 3-pt shot from 27 ft (assist by K. Durant)
7:16.0,,,92-120,,Personal foul by K. Durant
7:16.0,L. Williams makes free throw 1 of 2,1,93-120,,
7:16.0,L. Williams misses free throw 2 of 2,,93-120,,
7:16.0,,,93-120,,K. Looney enters the game for A. Iguodala
7:16.0,,,93-120,,P. McCaw enters the game for K. Durant
7:14.0,,,93-120,,Defensive rebound by D. West
7:09.0,,,93-120,,Shooting foul by M. World Peace (drawn by I. Clark)
7:09.0,,,93-120,,I. Clark misses free throw 1 of 2
7:09.0,,,93-120,,Offensive rebound by Team
7:09.0,,,93-121,1,I. Clark makes free throw 2 of 2
6:56.0,T. Black misses 2-pt shot from 3 ft (block by D. West),,93-121,,
6:56.0,Offensive rebound by Team,,93-121,,
6:53.0,L. Williams misses 2-pt shot from 17 ft,,93-121,,
6:52.0,,,93-121,,Defensive rebound by D. West
6:40.0,,,93-123,2,I. Clark makes 2-pt shot from 12 ft (assist by P. McCaw)
6:30.0,J. Clarkson misses 2-pt shot from 10 ft,,93-123,,
6:28.0,,,93-123,,Defensive rebound by K. Looney
6:19.0,,,93-126,3,I. Clark makes 3-pt shot from 24 ft
6:18.0,LA Lakers full timeout,,93-126,,
6:18.0,,,93-126,,J. McGee enters the game for D. West
6:18.0,B. Ingram enters the game for T. Black,,93-126,,
