time,Atlanta,pts.away,score,pts.home,Brooklyn
11:16.0,K. Humphries makes 2-pt shot from 17 ft (assist by T. Waller-Prince),2,37-29,,
11:03.0,,,37-29,,J. Hamilton misses 3-pt shot from 24 ft
11:02.0,Defensive rebound by T. Waller-Prince,,37-29,,
10:53.0,T. Waller-Prince misses 2-pt shot from 3 ft (block by B. Lopez),,37-29,,
10:51.0,Offensive rebound by T. Waller-Prince,,37-29,,
10:49.0,M. Muscala misses 3-pt shot from 22 ft,,37-29,,
10:48.0,,,37-29,,Defensive rebound by B. Bogdanovic
10:39.0,,,37-29,,B. Bogdanovic misses 2-pt shot from 6 ft (block by M. Muscala)
10:38.0,Defensive rebound by K. Humphries,,37-29,,
10:24.0,Turnover by M. Delaney (bad pass; steal by B. Lopez),,37-29,,
10:20.0,,,37-31,2,C. LeVert makes 2-pt shot at rim (assist by B. Bogdanovic)
10:03.0,M. Muscala misses 2-pt shot from 17 ft,,37-31,,
10:02.0,Offensive rebound by K. Humphries,,37-31,,
10:01.0,K. Humphries makes 2-pt shot from 2 ft,2,39-31,,
10:01.0,Shooting foul by B. Lopez (drawn by K. Humphries),,39-31,,
10:01.0,K. Humphries makes free throw 1 of 1,1,40-31,,
9:51.0,,,40-33,2,B. Lopez makes 2-pt shot from 2 ft (assist by C. LeVert)
9:29.0,M. Delaney makes 3-pt shot from 26 ft (assist by K. Humphries),3,43-33,,
9:19.0,,,43-33,,B. Bogdanovic misses 2-pt shot from 3 ft
9:18.0,,,43-33,,Offensive rebound by J. Hamilton
9:15.0,,,43-35,2,J. Hamilton makes 2-pt shot from 5 ft
8:56.0,M. Muscala makes 2-pt shot from 8 ft,2,45-35,,
8:39.0,,,45-35,,Turnover by B. Bogdanovic (bad pass; steal by K. Humphries)
8:36.0,K. Humphries makes 2-pt shot from 2 ft,2,47-35,,
8:36.0,Shooting foul by C. LeVert (drawn by K. Humphries),,47-35,,
8:36.0,Official timeout,,47-35,,
8:36.0,K. Humphries makes free throw 1 of 1,1,48-35,,
8:36.0,D. Schroder enters the game for T. Hardaway,,47-35,,
8:36.0,,,47-35,,L. Scola enters the game for B. Lopez
8:14.0,,,48-35,,L. Scola misses 2-pt shot from 10 ft (block by K. Humphries)
8:13.0,,,48-35,,Offensive rebound by Team
8:12.0,,,48-35,,Turnover by Team (shot clock)
8:12.0,D. Howard enters the game for K. Humphries,,48-35,,
7:59.0,,,48-35,,J. Harris enters the game for B. Bogdanovic
7:52.0,D. Schroder misses 2-pt shot from 17 ft,,48-35,,
7:51.0,Offensive rebound by Team,,48-35,,
7:44.0,M. Delaney makes 2-pt shot from 21 ft (assist by D. Schroder),2,50-35,,
7:29.0,,,50-35,,C. LeVert misses 2-pt shot from 18 ft
7:28.0,,,50-35,,Offensive rebound by C. LeVert
7:19.0,,,50-37,2,J. Harris makes 2-pt shot from 1 ft (assist by S. Dinwiddie)
6:58.0,D. Schroder misses 3-pt shot from 25 ft,,50-37,,
6:57.0,,,50-37,,Defensive rebound by S. Dinwiddie
6:47.0,,,50-37,,J. Hamilton misses 3-pt shot from 24 ft
6:46.0,,,50-37,,Offensive rebound by S. Dinwiddie
6:45.0,,,50-37,,J. Hamilton misses 3-pt shot from 24 ft
6:43.0,Defensive rebound by M. Muscala,,50-37,,
6:33.0,D. Schroder misses 2-pt shot from 3 ft,,50-37,,
6:32.0,,,50-37,,Defensive rebound by L. Scola
6:17.0,,,50-39,2,C. LeVert makes 2-pt shot from 2 ft
6:03.0,Turnover by T. Waller-Prince (bad pass),,50-39,,
6:03.0,K. Bazemore enters the game for T. Waller-Prince,,50-39,,
6:03.0,P. Millsap enters the game for M. Muscala,,50-39,,
6:03.0,,,50-39,,I. Whitehead enters the game for S. Dinwiddie
5:48.0,,,50-39,,I. Whitehead misses 2-pt shot from 19 ft
5:46.0,Defensive rebound by D. Schroder,,50-39,,
5:30.0,P. Millsap misses 3-pt shot from 25 ft,,50-39,,
5:29.0,,,50-39,,Defensive rebound by J. Harris
5:25.0,,,50-39,,Turnover by J. Hamilton (lost ball)
5:25.0,,,50-39,,Brooklyn full timeout
5:25.0,T. Sefolosha enters the game for M. Delaney,,50-39,,
5:09.0,D. Howard makes 2-pt shot at rim (assist by P. Millsap),2,52-39,,
4:46.0,,,52-39,,J. Hamilton misses 3-pt shot from 25 ft
4:45.0,Defensive rebound by P. Millsap,,52-39,,
4:44.0,,,52-39,,Personal foul by L. Scola (drawn by P. Millsap)
4:44.0,,,52-39,,R. Hollis-Jefferson enters the game for J. Hamilton
4:31.0,Shooting foul by R. Hollis-Jefferson (drawn by P. Millsap),,52-39,,
4:31.0,P. Millsap misses free throw 1 of 2,,52-39,,
4:31.0,Offensive rebound by Team,,52-39,,
4:31.0,P. Millsap misses free throw 2 of 2,,52-39,,
4:31.0,,,52-39,,S. Kilpatrick enters the game for C. LeVert
4:30.0,,,52-39,,Defensive rebound by R. Hollis-Jefferson
4:16.0,,,52-39,,I. Whitehead misses 2-pt shot from 3 ft (block by D. Howard)
4:13.0,Defensive rebound by T. Sefolosha,,52-39,,
4:03.0,T. Sefolosha misses 2-pt shot from 2 ft,,52-39,,
4:02.0,Offensive rebound by D. Howard,,52-39,,
4:00.0,D. Howard misses 2-pt shot from 2 ft,,52-39,,
3:58.0,Offensive rebound by D. Howard,,52-39,,
3:57.0,D. Howard makes 2-pt shot from 1 ft,2,54-39,,
3:40.0,,,54-39,,R. Hollis-Jefferson misses 2-pt shot from 17 ft
3:39.0,Defensive rebound by D. Howard,,54-39,,
3:26.0,Shooting foul by J. Harris (drawn by D. Howard),,54-39,,
3:26.0,D. Howard misses free throw 1 of 2,,54-39,,
3:26.0,Offensive rebound by Team,,54-39,,
3:26.0,D. Howard misses free throw 2 of 2,,54-39,,
3:26.0,,,54-39,,B. Lopez enters the game for L. Scola
3:26.0,,,54-39,,R. Foye enters the game for J. Harris
3:25.0,Offensive rebound by P. Millsap,,54-39,,
3:21.0,Turnover by D. Howard (offensive goaltending),,54-39,,
3:08.0,,,54-41,2,I. Whitehead makes 2-pt shot from 3 ft
2:53.0,D. Schroder misses 2-pt shot from 3 ft (block by I. Whitehead),,54-41,,
2:51.0,,,54-41,,Defensive rebound by R. Hollis-Jefferson
2:46.0,,,54-41,,S. Kilpatrick misses 3-pt shot from 25 ft
2:45.0,Defensive rebound by D. Howard,,54-41,,
2:31.0,K. Bazemore misses 3-pt shot from 27 ft,,54-41,,
2:30.0,Offensive rebound by P. Millsap,,54-41,,
2:20.0,D. Schroder makes 2-pt shot from 19 ft,2,56-41,,
2:15.0,,,56-41,,Turnover by I. Whitehead (bad pass; steal by K. Bazemore)
2:13.0,Shooting foul by I. Whitehead (drawn by K. Bazemore),,56-41,,
2:13.0,Atlanta full timeout,,56-41,,
2:13.0,K. Bazemore makes free throw 1 of 2,1,57-41,,
2:13.0,K. Bazemore misses free throw 2 of 2,,57-41,,
2:13.0,T. Hardaway enters the game for D. Schroder,,56-41,,
2:11.0,Offensive rebound by K. Bazemore,,57-41,,
1:56.0,,,57-41,,Flagrant foul type 1 by R. Foye (drawn by D. Howard)
1:56.0,D. Howard makes flagrant free throw 1 of 2,1,58-41,,
1:56.0,D. Howard makes flagrant free throw 2 of 2,1,59-41,,
1:48.0,K. Bazemore misses 2-pt shot from 4 ft,,59-41,,
1:47.0,Offensive rebound by D. Howard,,59-41,,
1:47.0,D. Howard misses 2-pt shot at rim,,59-41,,
1:46.0,Offensive rebound by D. Howard,,59-41,,
1:44.0,P. Millsap misses 2-pt shot from 23 ft,,59-41,,
1:42.0,Offensive rebound by Team,,59-41,,
1:40.0,,,59-41,,Loose ball foul by R. Foye (drawn by K. Bazemore)
1:40.0,K. Bazemore makes free throw 1 of 2,1,60-41,,
1:40.0,K. Bazemore makes free throw 2 of 2,1,61-41,,
1:35.0,Personal foul by K. Bazemore (drawn by B. Lopez),,61-41,,
1:28.0,,,61-41,,B. Lopez misses 2-pt shot from 6 ft
1:27.0,Defensive rebound by D. Howard,,61-41,,
1:15.0,T. Sefolosha misses 2-pt shot from 19 ft,,61-41,,
1:14.0,,,61-41,,Defensive rebound by R. Hollis-Jefferson
1:05.0,,,61-41,,S. Kilpatrick misses 3-pt shot from 25 ft
1:04.0,Defensive rebound by D. Howard,,61-41,,
0:47.0,T. Hardaway misses 2-pt shot from 17 ft,,61-41,,
0:45.0,,,61-41,,Defensive rebound by R. Foye
0:34.0,,,61-41,,B. Lopez misses 3-pt shot from 25 ft
0:33.0,Defensive rebound by P. Millsap,,61-41,,
0:27.0,K. Bazemore misses 3-pt shot from 25 ft,,61-41,,
0:26.0,,,61-41,,Defensive rebound by R. Hollis-Jefferson
0:18.0,Personal foul by K. Bazemore (drawn by R. Hollis-Jefferson),,61-41,,
0:18.0,,,61-42,1,R. Hollis-Jefferson makes free throw 1 of 2
0:18.0,,,61-43,1,R. Hollis-Jefferson makes free throw 2 of 2
0:18.0,,,61-42,,S. Dinwiddie enters the game for R. Foye
0:04.0,T. Hardaway misses 2-pt shot from 15 ft,,61-43,,
0:02.0,,,61-43,,Defensive rebound by R. Hollis-Jefferson
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,61-45,2,B. Lopez makes 2-pt shot from 8 ft (assist by B. Bogdanovic)
11:28.0,K. Bazemore misses 2-pt shot from 13 ft,,61-45,,
11:27.0,,,61-45,,Defensive rebound by B. Bogdanovic
11:21.0,,,61-45,,Turnover by R. Hollis-Jefferson (bad pass; steal by T. Sefolosha)
11:20.0,,,61-45,,Personal foul by B. Bogdanovic (drawn by D. Schroder)
11:06.0,,,61-45,,Personal foul by B. Lopez (drawn by D. Howard)
11:01.0,Shooting foul by B. Bogdanovic (drawn by D. Howard),,61-45,,
11:01.0,D. Howard misses free throw 1 of 2,,61-45,,
11:01.0,Offensive rebound by Team,,61-45,,
11:01.0,D. Howard misses free throw 2 of 2,,61-45,,
11:00.0,,,61-45,,Defensive rebound by R. Hollis-Jefferson
10:49.0,,,61-45,,R. Hollis-Jefferson misses 2-pt shot from 2 ft
10:48.0,Defensive rebound by D. Howard,,61-45,,
10:37.0,Shooting foul by R. Hollis-Jefferson (drawn by P. Millsap),,61-45,,
10:37.0,P. Millsap makes free throw 1 of 2,1,62-45,,
10:37.0,P. Millsap makes free throw 2 of 2,1,63-45,,
10:25.0,,,63-45,,J. Harris misses 3-pt shot from 25 ft
10:24.0,Defensive rebound by D. Howard,,63-45,,
10:12.0,T. Sefolosha misses 3-pt shot from 25 ft,,63-45,,
10:11.0,,,63-45,,Defensive rebound by I. Whitehead
10:01.0,,,63-45,,Turnover by R. Hollis-Jefferson (lost ball)
9:44.0,K. Bazemore misses 3-pt shot from 24 ft,,63-45,,
9:43.0,,,63-45,,Defensive rebound by B. Bogdanovic
9:34.0,,,63-47,2,B. Bogdanovic makes 2-pt shot from 7 ft
9:21.0,D. Schroder misses 2-pt shot from 3 ft,,63-47,,
9:20.0,,,63-47,,Defensive rebound by B. Lopez
9:16.0,Personal foul by P. Millsap (drawn by R. Hollis-Jefferson),,63-47,,
9:16.0,,,63-48,1,R. Hollis-Jefferson makes free throw 1 of 2
9:16.0,,,63-49,1,R. Hollis-Jefferson makes free throw 2 of 2
8:59.0,T. Sefolosha makes 2-pt shot at rim (assist by D. Schroder),2,65-49,,
8:44.0,,,65-49,,R. Hollis-Jefferson misses 2-pt shot from 17 ft
8:43.0,Defensive rebound by D. Howard,,65-49,,
8:33.0,Turnover by T. Sefolosha (lost ball; steal by B. Bogdanovic),,65-49,,
8:28.0,,,65-51,2,R. Hollis-Jefferson makes 2-pt shot from 2 ft
8:25.0,,,65-51,,Violation by Team (delay of game)
8:10.0,Shooting foul by J. Harris (drawn by K. Bazemore),,65-51,,
8:10.0,K. Bazemore makes free throw 1 of 2,1,66-51,,
8:10.0,K. Bazemore misses free throw 2 of 2,,66-51,,
8:09.0,,,66-51,,Defensive rebound by B. Lopez
8:02.0,,,66-51,,Shooting foul by T. Sefolosha (drawn by B. Bogdanovic)
8:02.0,,,66-52,1,B. Bogdanovic makes free throw 1 of 3
8:02.0,,,66-53,1,B. Bogdanovic makes free throw 2 of 3
8:02.0,,,66-54,1,B. Bogdanovic makes free throw 3 of 3
7:47.0,D. Howard makes 2-pt shot at rim (assist by D. Schroder),2,68-54,,
7:29.0,,,68-54,,R. Hollis-Jefferson misses 2-pt shot at rim
7:27.0,,,68-54,,Offensive rebound by Team
7:23.0,,,68-54,,B. Lopez misses 3-pt shot from 25 ft
7:22.0,Defensive rebound by K. Bazemore,,68-54,,
7:18.0,,,68-54,,Personal foul by R. Hollis-Jefferson (drawn by D. Howard)
7:18.0,D. Howard misses free throw 1 of 2,,68-54,,
7:18.0,Offensive rebound by Team,,68-54,,
7:18.0,D. Howard misses free throw 2 of 2,,68-54,,
7:18.0,,,68-54,,S. Kilpatrick enters the game for J. Harris
7:17.0,,,68-54,,Defensive rebound by S. Kilpatrick
7:02.0,,,68-56,2,B. Lopez makes 2-pt shot from 8 ft
6:36.0,D. Schroder misses 3-pt shot from 25 ft (block by I. Whitehead),,68-56,,
6:34.0,,,68-56,,Defensive rebound by B. Bogdanovic
6:28.0,,,68-58,2,S. Kilpatrick makes 2-pt shot from 2 ft (assist by B. Bogdanovic)
6:28.0,Atlanta full timeout,,68-58,,
6:28.0,T. Hardaway enters the game for K. Bazemore,,68-58,,
6:10.0,P. Millsap makes 2-pt shot from 15 ft (assist by T. Hardaway),2,70-58,,
5:56.0,,,70-58,,S. Kilpatrick misses 2-pt shot from 2 ft (block by T. Sefolosha)
5:54.0,,,70-58,,Offensive rebound by R. Hollis-Jefferson
5:52.0,,,70-58,,R. Hollis-Jefferson misses 2-pt shot from 2 ft (block by P. Millsap)
5:50.0,Defensive rebound by D. Howard,,70-58,,
5:45.0,T. Sefolosha makes 2-pt shot from 2 ft (assist by T. Hardaway),2,72-58,,
5:36.0,Personal foul by P. Millsap (drawn by I. Whitehead),,72-58,,
5:36.0,,,72-58,,J. Hamilton enters the game for R. Hollis-Jefferson
5:27.0,,,72-60,2,J. Hamilton makes 2-pt shot from 5 ft (assist by B. Lopez)
5:05.0,D. Howard makes 2-pt shot from 2 ft (assist by D. Schroder),2,74-60,,
4:54.0,,,74-62,2,B. Lopez makes 2-pt shot from 12 ft (assist by J. Hamilton)
4:32.0,P. Millsap misses 2-pt shot from 4 ft (block by B. Lopez),,74-62,,
4:32.0,Offensive rebound by Team,,74-62,,
4:32.0,,,74-62,,S. Dinwiddie enters the game for I. Whitehead
4:32.0,M. Muscala enters the game for D. Howard,,74-62,,
4:32.0,M. Muscala makes 2-pt shot at rim (assist by T. Hardaway),2,76-62,,
4:18.0,,,76-62,,Shooting foul by M. Muscala (drawn by B. Lopez)
4:18.0,,,76-63,1,B. Lopez makes free throw 1 of 2
4:18.0,,,76-63,,B. Lopez misses free throw 2 of 2
4:18.0,,,76-63,,C. LeVert enters the game for B. Bogdanovic
4:17.0,Defensive rebound by M. Muscala,,76-63,,
4:04.0,D. Schroder makes 2-pt shot from 3 ft,2,78-63,,
3:48.0,,,78-63,,C. LeVert misses 2-pt shot from 2 ft (block by T. Hardaway)
3:47.0,Defensive rebound by T. Sefolosha,,78-63,,
3:29.0,P. Millsap misses 2-pt shot from 7 ft,,78-63,,
3:28.0,,,78-63,,Defensive rebound by J. Hamilton
3:14.0,,,78-63,,Turnover by C. LeVert (lost ball; steal by T. Sefolosha)
3:04.0,T. Sefolosha misses 3-pt shot from 25 ft,,78-63,,
3:03.0,,,78-63,,Defensive rebound by S. Dinwiddie
2:47.0,,,78-63,,C. LeVert misses 3-pt shot from 24 ft
2:46.0,Defensive rebound by T. Hardaway,,78-63,,
2:31.0,P. Millsap misses 2-pt shot from 7 ft,,78-63,,
2:30.0,Offensive rebound by P. Millsap,,78-63,,
2:24.0,T. Hardaway misses 2-pt shot from 18 ft,,78-63,,
2:23.0,,,78-63,,Defensive rebound by S. Kilpatrick
2:09.0,,,78-66,3,B. Lopez makes 3-pt shot from 24 ft (assist by S. Dinwiddie)
1:48.0,P. Millsap makes 2-pt shot from 1 ft,2,80-66,,
1:43.0,,,80-66,,Brooklyn full timeout
1:43.0,T. Waller-Prince enters the game for D. Schroder,,80-66,,
1:43.0,M. Delaney enters the game for T. Sefolosha,,80-66,,
1:43.0,,,80-66,,L. Scola enters the game for B. Lopez
1:35.0,,,80-66,,S. Dinwiddie misses 2-pt shot from 16 ft
1:34.0,Defensive rebound by M. Muscala,,80-66,,
1:24.0,,,80-66,,Personal foul by S. Dinwiddie (drawn by M. Muscala)
1:24.0,,,80-66,,Technical foul by Team
1:24.0,M. Delaney misses technical free throw,,80-66,,
1:24.0,Offensive rebound by Team,,80-66,,
1:24.0,M. Muscala makes free throw 1 of 2,1,81-66,,
1:24.0,M. Muscala makes free throw 2 of 2,1,82-66,,
1:17.0,,,82-66,,Turnover by S. Kilpatrick (lost ball; steal by T. Hardaway)
1:16.0,,,82-66,,Clear path foul by S. Kilpatrick
1:16.0,T. Hardaway misses clear path free throw 1 of 2,,82-66,,
1:16.0,Offensive rebound by Team,,82-66,,
1:16.0,T. Hardaway misses clear path free throw 2 of 2,,82-66,,
1:16.0,Offensive rebound by Team,,82-66,,
1:16.0,K. Humphries enters the game for P. Millsap,,82-66,,
1:04.0,M. Delaney makes 2-pt shot from 19 ft,2,84-66,,
0:45.0,,,84-66,,S. Kilpatrick misses 2-pt shot from 2 ft (block by T. Waller-Prince)
0:43.0,,,84-66,,Offensive rebound by Team
0:38.0,,,84-68,2,S. Kilpatrick makes 2-pt shot from 2 ft (assist by J. Hamilton)
0:31.0,Turnover by M. Delaney (lost ball; steal by L. Scola),,84-68,,
0:29.0,,,84-68,,Shooting foul by M. Muscala (drawn by S. Dinwiddie)
0:29.0,,,84-69,1,S. Dinwiddie makes free throw 1 of 2
0:29.0,,,84-70,1,S. Dinwiddie makes free throw 2 of 2
0:07.0,M. Delaney makes 2-pt shot from 21 ft (assist by T. Hardaway),2,86-70,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,M. Muscala makes 3-pt shot from 25 ft (assist by K. Humphries),3,89-70,,
11:33.0,,,89-72,2,B. Bogdanovic makes 2-pt shot from 2 ft (assist by J. Hamilton)
11:18.0,K. Humphries misses 2-pt shot from 15 ft,,89-72,,
11:17.0,,,89-72,,Defensive rebound by B. Bogdanovic
11:04.0,,,89-72,,B. Lopez misses 2-pt shot from 12 ft
11:03.0,Defensive rebound by M. Muscala,,89-72,,
10:54.0,T. Hardaway misses 3-pt shot from 25 ft,,89-72,,
10:53.0,,,89-72,,Defensive rebound by J. Hamilton
10:41.0,,,89-72,,Shooting foul by K. Humphries (drawn by C. LeVert)
10:41.0,,,89-72,,C. LeVert misses free throw 1 of 2
10:41.0,,,89-72,,Offensive rebound by Team
10:41.0,,,89-73,1,C. LeVert makes free throw 2 of 2
10:25.0,Turnover by M. Delaney (bad pass),,89-73,,
10:10.0,,,89-73,,S. Dinwiddie misses 2-pt shot from 10 ft
10:09.0,,,89-73,,Offensive rebound by S. Dinwiddie
10:08.0,,,89-75,2,S. Dinwiddie makes 2-pt shot from 2 ft
9:56.0,T. Hardaway misses 2-pt shot from 11 ft,,89-75,,
9:55.0,,,89-75,,Defensive rebound by C. LeVert
9:44.0,,,89-78,3,B. Lopez makes 3-pt shot from 25 ft (assist by S. Dinwiddie)
9:24.0,Shooting foul by J. Hamilton (drawn by T. Hardaway),,89-78,,
9:24.0,T. Hardaway makes free throw 1 of 2,1,90-78,,
