time,Detroit,pts.away,score,pts.home,Orlando
6:25.0,,,6-18,1,A. Gordon makes free throw 2 of 2
6:09.0,K. Caldwell-Pope makes 2-pt shot from 18 ft,2,8-18,,
5:42.0,,,8-20,2,E. Payton makes 2-pt shot from 2 ft
5:26.0,J. Leuer misses 2-pt shot from 3 ft (block by N. Vucevic),,8-20,,
5:26.0,Offensive rebound by Team,,8-20,,
5:26.0,B. Marjanovic enters the game for A. Drummond,,8-20,,
5:20.0,J. Leuer misses 2-pt shot from 19 ft,,8-20,,
5:20.0,,,8-20,,Defensive rebound by N. Vucevic
5:09.0,,,8-20,,N. Vucevic misses 2-pt shot from 18 ft
5:08.0,Defensive rebound by K. Caldwell-Pope,,8-20,,
4:57.0,K. Caldwell-Pope misses 2-pt shot from 2 ft (block by N. Vucevic),,8-20,,
4:56.0,Offensive rebound by B. Marjanovic,,8-20,,
4:55.0,B. Marjanovic makes 2-pt shot from 1 ft,2,10-20,,
4:46.0,,,10-23,3,A. Gordon makes 3-pt shot from 25 ft (assist by E. Payton)
4:29.0,I. Smith misses 2-pt shot from 19 ft,,10-23,,
4:28.0,,,10-23,,Defensive rebound by T. Ross
4:19.0,,,10-25,2,E. Payton makes 2-pt shot from 1 ft (assist by T. Ross)
4:12.0,Detroit full timeout,,10-25,,
4:04.0,B. Marjanovic misses 2-pt shot from 5 ft,,10-25,,
4:03.0,,,10-25,,Defensive rebound by N. Vucevic
3:51.0,,,10-25,,N. Vucevic misses 2-pt shot from 13 ft
3:51.0,Defensive rebound by J. Leuer,,10-25,,
3:39.0,K. Caldwell-Pope misses 2-pt shot from 6 ft,,10-25,,
3:38.0,Offensive rebound by B. Marjanovic,,10-25,,
3:38.0,B. Marjanovic makes 2-pt shot from 2 ft,2,12-25,,
3:35.0,T. Harris enters the game for S. Johnson,,12-25,,
3:26.0,,,12-25,,E. Fournier misses 2-pt shot from 1 ft
3:26.0,Defensive rebound by J. Leuer,,12-25,,
3:17.0,T. Harris misses 2-pt shot from 13 ft (block by T. Ross),,12-25,,
3:15.0,,,12-25,,Defensive rebound by N. Vucevic
3:05.0,,,12-27,2,E. Payton makes 2-pt shot from 1 ft
2:51.0,J. Leuer misses 3-pt shot from 22 ft,,12-27,,
2:50.0,,,12-27,,Defensive rebound by N. Vucevic
2:38.0,,,12-27,,Shooting foul by T. Harris (drawn by E. Fournier)
2:38.0,,,12-28,1,E. Fournier makes free throw 1 of 2
2:38.0,,,12-29,1,E. Fournier makes free throw 2 of 2
2:38.0,,,12-28,,M. Hezonja enters the game for T. Ross
2:38.0,,,12-28,,D. Augustin enters the game for E. Payton
2:16.0,I. Smith misses 3-pt shot from 25 ft,,12-29,,
2:16.0,,,12-29,,Defensive rebound by M. Hezonja
2:05.0,,,12-29,,A. Gordon misses 3-pt shot from 25 ft
2:05.0,Defensive rebound by B. Marjanovic,,12-29,,
1:58.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by I. Smith),3,15-29,,
1:36.0,,,15-32,3,N. Vucevic makes 3-pt shot from 25 ft (assist by D. Augustin)
1:20.0,I. Smith misses 3-pt shot from 25 ft,,15-32,,
1:20.0,,,15-32,,Defensive rebound by N. Vucevic
1:07.0,,,15-32,,N. Vucevic misses 2-pt shot from 10 ft (block by B. Marjanovic)
1:06.0,Defensive rebound by J. Leuer,,15-32,,
0:59.0,J. Leuer misses 2-pt shot at rim,,15-32,,
0:59.0,Offensive rebound by B. Marjanovic,,15-32,,
0:59.0,B. Marjanovic makes 2-pt shot from 1 ft,2,17-32,,
0:46.0,,,17-32,,A. Gordon misses 2-pt shot from 1 ft
0:46.0,,,17-32,,Offensive rebound by A. Gordon
0:46.0,,,17-32,,A. Gordon misses 2-pt shot from 1 ft
0:46.0,,,17-32,,Offensive rebound by N. Vucevic
0:46.0,,,17-34,2,N. Vucevic makes 2-pt shot from 2 ft
0:33.0,T. Harris misses 2-pt shot from 4 ft,,17-34,,
0:33.0,Offensive rebound by Team,,17-34,,
0:33.0,D. Hilliard enters the game for I. Smith,,17-34,,
0:33.0,,,17-34,,B. Biyombo enters the game for N. Vucevic
0:33.0,,,17-34,,J. Meeks enters the game for E. Fournier
0:29.0,Turnover by D. Hilliard (bad pass; steal by M. Hezonja),,17-34,,
0:26.0,,,17-36,2,A. Gordon makes 2-pt shot at rim (assist by M. Hezonja)
0:14.0,Turnover by D. Hilliard (bad pass; steal by A. Gordon),,17-36,,
0:11.0,,,17-38,2,A. Gordon makes 2-pt shot from 3 ft
0:03.0,T. Harris misses 3-pt shot from 24 ft,,17-38,,
0:03.0,,,17-38,,Defensive rebound by A. Gordon
0:00.0,,,17-38,,A. Gordon misses 3-pt shot from 44 ft
0:00.0,,,17-38,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,17-38,,Offensive charge foul by J. Meeks
11:37.0,,,17-38,,Turnover by J. Meeks (offensive foul)
11:25.0,D. Hilliard misses 3-pt shot from 25 ft,,17-38,,
11:25.0,,,17-38,,Defensive rebound by B. Biyombo
11:15.0,,,17-38,,D. Augustin misses 3-pt shot from 24 ft
11:15.0,Defensive rebound by B. Marjanovic,,17-38,,
11:05.0,T. Harris makes 3-pt shot from 23 ft (assist by D. Hilliard),3,20-38,,
10:52.0,,,20-41,3,J. Meeks makes 3-pt shot from 23 ft (assist by D. Augustin)
10:39.0,D. Hilliard makes 2-pt shot from 11 ft,2,22-41,,
10:19.0,,,22-41,,Turnover by D. Augustin (bad pass; steal by B. Marjanovic)
10:08.0,H. Ellenson misses 2-pt shot from 19 ft,,22-41,,
10:06.0,,,22-41,,Defensive rebound by D. Augustin
9:49.0,,,22-41,,B. Biyombo misses 2-pt shot from 1 ft (block by B. Marjanovic)
9:48.0,,,22-41,,Offensive rebound by B. Biyombo
9:45.0,,,22-41,,B. Biyombo misses 2-pt shot from 9 ft
9:43.0,Defensive rebound by H. Ellenson,,22-41,,
9:30.0,R. Bullock makes 3-pt shot from 23 ft (assist by T. Harris),3,25-41,,
9:08.0,,,25-41,,Turnover by P. Garino (bad pass)
8:54.0,D. Hilliard makes 2-pt shot from 20 ft,2,27-41,,
8:44.0,Personal foul by D. Hilliard (drawn by D. Augustin),,27-41,,
8:44.0,Official timeout,,27-41,,
8:37.0,,,27-43,2,M. Hezonja makes 2-pt shot from 18 ft (assist by B. Biyombo)
8:25.0,,,27-43,,Personal foul by P. Garino (drawn by T. Harris)
8:17.0,R. Bullock misses 2-pt shot from 16 ft,,27-43,,
8:16.0,,,27-43,,Defensive rebound by M. Hezonja
8:06.0,,,27-43,,Turnover by P. Garino (bad pass)
7:57.0,D. Hilliard makes 2-pt shot from 20 ft,2,29-43,,
7:43.0,,,29-45,2,B. Biyombo makes 2-pt shot at rim (assist by D. Augustin)
7:37.0,Detroit full timeout,,29-45,,
7:29.0,H. Ellenson misses 3-pt shot from 24 ft,,29-45,,
7:28.0,,,29-45,,Defensive rebound by M. Hezonja
7:11.0,,,29-45,,P. Garino misses 3-pt shot from 23 ft
7:11.0,Defensive rebound by H. Ellenson,,29-45,,
6:52.0,B. Marjanovic misses 2-pt shot from 8 ft,,29-45,,
6:51.0,Offensive rebound by H. Ellenson,,29-45,,
6:51.0,H. Ellenson makes 2-pt shot at rim,2,31-45,,
6:36.0,,,31-45,,J. Meeks misses 3-pt shot from 25 ft
6:35.0,,,31-45,,Offensive rebound by B. Biyombo
6:20.0,,,31-48,3,M. Hezonja makes 3-pt shot from 27 ft (assist by J. Meeks)
6:00.0,,,31-48,,Personal foul by B. Biyombo (drawn by B. Marjanovic)
6:00.0,A. Drummond enters the game for B. Marjanovic,,31-48,,
6:00.0,,,31-48,,T. Ross enters the game for P. Garino
5:54.0,D. Hilliard misses 2-pt shot from 7 ft,,31-48,,
5:54.0,Offensive rebound by Team,,31-48,,
5:54.0,,,31-48,,Loose ball foul by J. Meeks (drawn by A. Drummond)
5:44.0,D. Hilliard misses 2-pt shot from 21 ft,,31-48,,
5:44.0,,,31-48,,Defensive rebound by Team
5:44.0,Loose ball foul by A. Drummond (drawn by B. Biyombo),,31-48,,
5:44.0,I. Smith enters the game for D. Hilliard,,31-48,,
5:31.0,,,31-48,,J. Meeks misses 2-pt shot from 10 ft
5:30.0,,,31-48,,Offensive rebound by M. Hezonja
5:27.0,,,31-48,,M. Hezonja misses 2-pt shot from 2 ft
5:26.0,Defensive rebound by R. Bullock,,31-48,,
5:22.0,A. Drummond makes 2-pt shot at rim (assist by I. Smith),2,33-48,,
5:01.0,,,33-48,,T. Ross misses 3-pt shot from 25 ft
5:01.0,Defensive rebound by Team,,33-48,,
5:01.0,,,33-48,,Loose ball foul by M. Hezonja (drawn by R. Bullock)
5:01.0,S. Johnson enters the game for T. Harris,,33-48,,
5:01.0,,,33-48,,E. Payton enters the game for D. Augustin
5:01.0,,,33-48,,A. Gordon enters the game for M. Hezonja
4:49.0,Turnover by H. Ellenson (bad pass; steal by T. Ross),,33-48,,
4:43.0,,,33-50,2,A. Gordon makes 2-pt shot at rim (assist by T. Ross)
4:28.0,H. Ellenson makes 2-pt shot from 9 ft (assist by I. Smith),2,35-50,,
4:28.0,Shooting foul by E. Payton (drawn by H. Ellenson),,35-50,,
4:28.0,H. Ellenson misses free throw 1 of 1,,35-50,,
4:25.0,,,35-50,,Defensive rebound by T. Ross
4:13.0,,,35-50,,Turnover by E. Payton (bad pass; steal by R. Bullock)
4:07.0,R. Bullock makes 3-pt shot from 24 ft (assist by I. Smith),3,38-50,,
3:59.0,,,38-50,,Orlando full timeout
3:59.0,,,38-50,,N. Vucevic enters the game for B. Biyombo
3:59.0,,,38-50,,E. Fournier enters the game for J. Meeks
3:45.0,,,38-50,,N. Vucevic misses 2-pt shot from 16 ft
3:45.0,Defensive rebound by H. Ellenson,,38-50,,
3:34.0,Turnover by H. Ellenson (bad pass; steal by N. Vucevic),,38-50,,
3:18.0,,,38-52,2,N. Vucevic makes 2-pt shot from 2 ft (assist by E. Payton)
2:57.0,I. Smith misses 2-pt shot from 5 ft,,38-52,,
2:56.0,,,38-52,,Defensive rebound by E. Fournier
2:47.0,,,38-55,3,E. Fournier makes 3-pt shot from 25 ft (assist by E. Payton)
2:31.0,I. Smith makes 2-pt shot from 2 ft,2,40-55,,
2:21.0,,,40-57,2,A. Gordon makes 2-pt shot at rim (assist by T. Ross)
2:12.0,Detroit full timeout,,40-57,,
2:12.0,T. Harris enters the game for H. Ellenson,,40-57,,
2:00.0,I. Smith makes 3-pt shot from 24 ft (assist by R. Bullock),3,43-57,,
1:42.0,,,43-59,2,E. Fournier makes 2-pt shot from 1 ft (assist by E. Payton)
1:26.0,T. Harris makes 2-pt shot from 10 ft,2,45-59,,
1:15.0,,,45-59,,E. Payton misses 2-pt shot from 1 ft
1:14.0,Defensive rebound by A. Drummond,,45-59,,
1:08.0,I. Smith misses 2-pt shot from 1 ft (block by A. Gordon),,45-59,,
1:08.0,Offensive rebound by Team,,45-59,,
1:08.0,,,45-59,,D. Augustin enters the game for E. Payton
1:00.0,I. Smith makes 2-pt shot from 20 ft,2,47-59,,
0:48.0,Personal foul by S. Johnson (drawn by E. Fournier),,47-59,,
0:48.0,,,47-59,,Orlando full timeout
0:44.0,,,47-59,,E. Fournier misses 2-pt shot from 19 ft
0:43.0,Defensive rebound by A. Drummond,,47-59,,
0:37.0,R. Bullock misses 2-pt shot from 2 ft,,47-59,,
0:35.0,,,47-59,,Defensive rebound by N. Vucevic
0:23.0,,,47-59,,E. Fournier misses 3-pt shot from 27 ft
0:22.0,Defensive rebound by S. Johnson,,47-59,,
0:03.0,S. Johnson misses 2-pt shot from 19 ft,,47-59,,
0:02.0,Offensive rebound by A. Drummond,,47-59,,
0:00.0,A. Drummond makes 2-pt shot from 7 ft,2,49-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,49-59,,Turnover by T. Ross (bad pass)
11:30.0,S. Johnson misses 3-pt shot from 22 ft,,49-59,,
11:29.0,,,49-59,,Defensive rebound by A. Gordon
11:21.0,,,49-59,,N. Vucevic misses 2-pt shot from 19 ft
11:19.0,Defensive rebound by A. Drummond,,49-59,,
11:10.0,Shooting foul by E. Fournier (drawn by K. Caldwell-Pope),,49-59,,
11:10.0,K. Caldwell-Pope makes free throw 1 of 2,1,50-59,,
11:10.0,K. Caldwell-Pope misses free throw 2 of 2,,50-59,,
11:09.0,,,50-59,,Defensive rebound by A. Gordon
10:49.0,,,50-61,2,T. Ross makes 2-pt shot from 19 ft (assist by E. Payton)
10:34.0,K. Caldwell-Pope makes 3-pt shot from 24 ft (assist by I. Smith),3,53-61,,
10:16.0,,,53-61,,Shooting foul by S. Johnson (drawn by A. Gordon)
10:16.0,,,53-63,2,A. Gordon makes 2-pt shot from 1 ft (assist by E. Payton)
10:16.0,,,53-64,1,A. Gordon makes free throw 1 of 1
10:04.0,Turnover by K. Caldwell-Pope (lost ball; steal by T. Ross),,53-64,,
10:00.0,,,53-64,,Shooting foul by K. Caldwell-Pope (drawn by A. Gordon)
10:00.0,,,53-65,1,A. Gordon makes free throw 1 of 2
10:00.0,,,53-66,1,A. Gordon makes free throw 2 of 2
9:47.0,Shooting foul by N. Vucevic (drawn by A. Drummond),,53-66,,
9:47.0,A. Drummond misses free throw 1 of 2,,53-66,,
9:47.0,Offensive rebound by Team,,53-66,,
9:47.0,A. Drummond makes free throw 2 of 2,1,54-66,,
9:37.0,,,54-68,2,N. Vucevic makes 2-pt shot at rim (assist by E. Payton)
9:16.0,I. Smith misses 2-pt shot from 19 ft,,54-68,,
9:14.0,,,54-68,,Defensive rebound by N. Vucevic
9:08.0,,,54-70,2,E. Payton makes 2-pt shot from 1 ft
9:07.0,Detroit full timeout,,54-70,,
8:44.0,Shooting foul by T. Ross (drawn by K. Caldwell-Pope),,54-70,,
8:44.0,K. Caldwell-Pope makes free throw 1 of 3,1,55-70,,
8:44.0,K. Caldwell-Pope makes free throw 2 of 3,1,56-70,,
8:44.0,K. Caldwell-Pope makes free throw 3 of 3,1,57-70,,
8:20.0,,,57-73,3,A. Gordon makes 3-pt shot from 22 ft
8:00.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,57-73,,
7:59.0,,,57-73,,Defensive rebound by T. Ross
7:33.0,,,57-75,2,E. Payton makes 2-pt shot from 17 ft (assist by N. Vucevic)
7:05.0,A. Drummond misses 2-pt shot from 9 ft,,57-75,,
7:04.0,Offensive rebound by J. Leuer,,57-75,,
7:02.0,K. Caldwell-Pope makes 2-pt shot from 1 ft (assist by J. Leuer),2,59-75,,
7:02.0,Shooting foul by N. Vucevic (drawn by K. Caldwell-Pope),,59-75,,
7:02.0,K. Caldwell-Pope makes free throw 1 of 1,1,60-75,,
6:52.0,,,60-77,2,N. Vucevic makes 2-pt shot from 21 ft (assist by E. Payton)
6:35.0,Shooting foul by N. Vucevic (drawn by J. Leuer),,60-77,,
6:35.0,J. Leuer makes free throw 1 of 2,1,61-77,,
6:35.0,J. Leuer makes free throw 2 of 2,1,62-77,,
6:21.0,,,62-77,,E. Fournier misses 2-pt shot from 2 ft
6:20.0,Defensive rebound by J. Leuer,,62-77,,
6:14.0,I. Smith makes 2-pt shot from 12 ft,2,64-77,,
5:57.0,,,64-79,2,E. Fournier makes 2-pt shot from 6 ft (assist by E. Payton)
5:43.0,I. Smith makes 2-pt shot from 17 ft,2,66-79,,
5:30.0,,,66-79,,N. Vucevic misses 2-pt shot from 18 ft
5:29.0,Defensive rebound by K. Caldwell-Pope,,66-79,,
5:20.0,A. Drummond misses 2-pt shot from 9 ft,,66-79,,
5:20.0,,,66-79,,Defensive rebound by N. Vucevic
5:08.0,,,66-79,,E. Payton misses 2-pt shot from 8 ft
5:08.0,Defensive rebound by A. Drummond,,66-79,,
5:01.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by I. Smith),3,69-79,,
5:01.0,,,69-79,,Orlando full timeout
5:01.0,T. Harris enters the game for S. Johnson,,69-79,,
5:01.0,R. Bullock enters the game for J. Leuer,,69-79,,
5:01.0,,,69-79,,J. Meeks enters the game for T. Ross
4:39.0,,,69-81,2,N. Vucevic makes 2-pt shot from 7 ft
4:25.0,K. Caldwell-Pope misses 2-pt shot from 16 ft,,69-81,,
4:24.0,,,69-81,,Defensive rebound by E. Payton
4:15.0,,,69-81,,J. Meeks misses 2-pt shot from 19 ft
4:14.0,Defensive rebound by A. Drummond,,69-81,,
4:06.0,R. Bullock makes 3-pt shot from 23 ft (assist by I. Smith),3,72-81,,
3:50.0,,,72-81,,E. Payton misses 2-pt shot from 5 ft
3:50.0,Defensive rebound by A. Drummond,,72-81,,
3:46.0,,,72-81,,Personal foul by E. Payton (drawn by I. Smith)
3:46.0,I. Smith misses free throw 1 of 2,,72-81,,
3:46.0,Offensive rebound by Team,,72-81,,
3:46.0,I. Smith makes free throw 2 of 2,1,73-81,,
3:33.0,,,73-81,,E. Fournier misses 2-pt shot from 1 ft
3:32.0,Defensive rebound by A. Drummond,,73-81,,
3:29.0,I. Smith misses 2-pt shot at rim,,73-81,,
3:29.0,,,73-81,,Defensive rebound by Team
3:29.0,Loose ball foul by A. Drummond (drawn by N. Vucevic),,73-81,,
3:14.0,,,73-81,,Shooting foul by A. Drummond (drawn by J. Meeks)
3:14.0,,,73-81,,J. Meeks misses free throw 1 of 2
3:14.0,,,73-81,,Offensive rebound by Team
3:14.0,,,73-82,1,J. Meeks makes free throw 2 of 2
3:05.0,I. Smith makes 2-pt shot from 1 ft (assist by A. Drummond),2,75-82,,
2:44.0,,,75-82,,Turnover by E. Fournier (bad pass; steal by R. Bullock)
2:36.0,I. Smith makes 2-pt shot at rim,2,77-82,,
2:36.0,,,77-82,,Orlando full timeout
2:36.0,,,77-82,,M. Hezonja enters the game for A. Gordon
2:36.0,,,77-82,,D. Augustin enters the game for E. Payton
2:11.0,,,77-82,,E. Fournier misses 2-pt shot from 4 ft
2:11.0,Defensive rebound by A. Drummond,,77-82,,
2:04.0,R. Bullock makes 2-pt shot from 1 ft (assist by I. Smith),2,79-82,,
1:47.0,,,79-82,,Shooting foul by K. Caldwell-Pope (drawn by J. Meeks)
1:47.0,,,79-83,1,J. Meeks makes free throw 1 of 2
1:47.0,,,79-84,1,J. Meeks makes free throw 2 of 2
1:33.0,I. Smith misses 3-pt shot from 25 ft,,79-84,,
1:33.0,Offensive rebound by Team,,79-84,,
1:23.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,79-84,,
1:23.0,,,79-84,,Defensive rebound by M. Hezonja
1:07.0,,,79-84,,N. Vucevic misses 2-pt shot from 11 ft
1:07.0,Defensive rebound by K. Caldwell-Pope,,79-84,,
0:57.0,T. Harris misses 3-pt shot from 25 ft,,79-84,,
0:56.0,,,79-84,,Defensive rebound by D. Augustin
0:33.0,,,79-87,3,J. Meeks makes 3-pt shot from 23 ft (assist by D. Augustin)
0:18.0,Turnover by I. Smith (bad pass; steal by N. Vucevic),,79-87,,
0:13.0,,,79-87,,Turnover by M. Hezonja (lost ball; steal by K. Caldwell-Pope)
0:04.0,A. Drummond makes 2-pt shot at rim (assist by I. Smith),2,81-87,,
0:04.0,Shooting foul by N. Vucevic (drawn by A. Drummond),,81-87,,
0:04.0,A. Drummond misses free throw 1 of 1,,81-87,,
0:03.0,,,81-87,,Defensive rebound by M. Hezonja
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,B. Marjanovic makes 2-pt shot from 6 ft (assist by R. Bullock),2,83-87,,
11:28.0,,,83-90,3,J. Meeks makes 3-pt shot from 26 ft (assist by M. Georges-Hunt)
11:12.0,T. Harris misses 3-pt shot from 23 ft,,83-90,,
11:11.0,Offensive rebound by T. Harris,,83-90,,
11:07.0,H. Ellenson makes 3-pt shot from 26 ft (assist by T. Harris),3,86-90,,
10:58.0,,,86-90,,Offensive foul by S. Zimmerman
10:58.0,,,86-90,,Turnover by S. Zimmerman (offensive foul)
10:43.0,R. Bullock makes 3-pt shot from 25 ft (assist by H. Ellenson),3,89-90,,
10:20.0,,,89-90,,Orlando full timeout
10:15.0,,,89-90,,J. Meeks misses 3-pt shot from 26 ft
10:15.0,Defensive rebound by B. Marjanovic,,89-90,,
10:02.0,Turnover by H. Ellenson (offensive foul),,89-90,,
10:02.0,Offensive foul by H. Ellenson,,89-90,,
9:43.0,,,89-90,,M. Hezonja misses 2-pt shot from 1 ft
9:42.0,Defensive rebound by T. Harris,,89-90,,
9:38.0,Shooting foul by M. Hezonja (drawn by H. Ellenson),,89-90,,
9:38.0,H. Ellenson makes free throw 1 of 3,1,90-90,,
9:38.0,H. Ellenson misses free throw 2 of 3,,90-90,,
9:38.0,Offensive rebound by Team,,90-90,,
9:38.0,H. Ellenson misses free throw 3 of 3,,90-90,,
9:36.0,,,90-90,,Defensive rebound by S. Zimmerman
9:23.0,,,90-90,,Turnover by J. Meeks (bad pass; steal by H. Ellenson)
9:14.0,H. Ellenson misses 3-pt shot from 25 ft,,90-90,,
9:13.0,,,90-90,,Defensive rebound by M. Hezonja
9:00.0,,,90-90,,S. Zimmerman misses 2-pt shot from 7 ft (block by B. Marjanovic)
8:59.0,Defensive rebound by B. Marjanovic,,90-90,,
8:40.0,T. Harris misses 2-pt shot from 18 ft,,90-90,,
8:39.0,,,90-90,,Defensive rebound by M. Hezonja
8:33.0,,,90-90,,M. Hezonja misses 2-pt shot from 1 ft
8:32.0,Defensive rebound by T. Harris,,90-90,,
8:29.0,Shooting foul by D. Augustin (drawn by D. Hilliard),,90-90,,
8:29.0,D. Hilliard makes free throw 1 of 2,1,91-90,,
8:29.0,D. Hilliard makes free throw 2 of 2,1,92-90,,
8:29.0,,,91-90,,E. Payton enters the game for M. Hezonja
8:29.0,,,91-90,,A. Gordon enters the game for D. Augustin
8:07.0,,,92-90,,E. Payton misses 2-pt shot from 8 ft
8:06.0,Defensive rebound by B. Marjanovic,,92-90,,
7:51.0,B. Marjanovic misses 2-pt shot from 4 ft (block by A. Gordon),,92-90,,
7:51.0,Offensive rebound by Team,,92-90,,
7:45.0,D. Hilliard misses 3-pt shot from 24 ft,,92-90,,
7:45.0,,,92-90,,Defensive rebound by E. Payton
7:33.0,,,92-90,,Turnover by M. Georges-Hunt (bad pass; steal by T. Harris)
7:28.0,H. Ellenson makes 2-pt shot from 1 ft (assist by R. Bullock),2,94-90,,
7:28.0,Shooting foul by A. Gordon (drawn by H. Ellenson),,94-90,,
7:28.0,H. Ellenson misses free throw 1 of 1,,94-90,,
7:28.0,,,94-90,,M. Hezonja enters the game for J. Meeks
7:27.0,,,94-90,,Defensive rebound by Team
7:04.0,,,94-92,2,A. Gordon makes 2-pt shot from 13 ft
6:40.0,B. Marjanovic misses 2-pt shot from 4 ft,,94-92,,
6:39.0,Offensive rebound by T. Harris,,94-92,,
6:39.0,T. Harris misses 2-pt shot from 1 ft,,94-92,,
6:37.0,,,94-92,,Defensive rebound by A. Gordon
6:31.0,,,94-92,,A. Gordon misses 2-pt shot from 1 ft
6:30.0,,,94-92,,Offensive rebound by A. Gordon
6:30.0,,,94-92,,A. Gordon misses 2-pt shot at rim
6:29.0,Defensive rebound by T. Harris,,94-92,,
6:22.0,B. Marjanovic misses 2-pt shot from 2 ft (block by S. Zimmerman),,94-92,,
6:20.0,,,94-92,,Defensive rebound by M. Hezonja
6:20.0,,,94-92,,Shooting foul by D. Hilliard (drawn by M. Georges-Hunt)
6:20.0,,,94-93,1,M. Georges-Hunt makes free throw 1 of 2
6:20.0,,,94-94,1,M. Georges-Hunt makes free throw 2 of 2
5:58.0,T. Harris makes 2-pt shot from 4 ft,2,96-94,,
5:34.0,,,96-94,,A. Gordon misses 2-pt shot from 19 ft
5:34.0,,,96-94,,Offensive rebound by Team
5:34.0,Official timeout,,96-94,,
5:34.0,I. Smith enters the game for D. Hilliard,,96-94,,
5:34.0,,,96-94,,P. Garino enters the game for S. Zimmerman
5:31.0,,,96-94,,Shooting foul by B. Marjanovic (drawn by A. Gordon)
5:31.0,,,96-95,1,A. Gordon makes free throw 1 of 2
5:31.0,,,96-96,1,A. Gordon makes free throw 2 of 2
5:31.0,J. Leuer enters the game for B. Marjanovic,,96-95,,
5:14.0,T. Harris misses 2-pt shot from 7 ft,,96-96,,
5:14.0,,,96-96,,Defensive rebound by M. Hezonja
