time,Boston,pts.away,score,pts.home,Brooklyn
7:55.0,,,7-10,,C. LeVert misses 2-pt shot from 8 ft
7:54.0,Defensive rebound by J. Crowder,,7-10,,
7:38.0,M. Smart misses 2-pt shot from 3 ft (block by B. Lopez),,7-10,,
7:37.0,,,7-10,,Defensive rebound by B. Lopez
7:33.0,,,7-12,2,R. Hollis-Jefferson makes 2-pt shot at rim (assist by J. Lin)
7:32.0,Boston full timeout,,7-12,,
7:22.0,Shooting foul by R. Hollis-Jefferson (drawn by J. Crowder),,7-12,,
7:22.0,J. Crowder makes free throw 1 of 2,1,8-12,,
7:22.0,J. Crowder makes free throw 2 of 2,1,9-12,,
7:11.0,,,9-12,,R. Hollis-Jefferson misses 2-pt shot from 2 ft (block by A. Horford)
7:09.0,Defensive rebound by M. Smart,,9-12,,
7:00.0,A. Bradley makes 2-pt shot from 1 ft (assist by J. Crowder),2,11-12,,
6:44.0,,,11-12,,Turnover by J. Lin (bad pass; steal by A. Horford)
6:32.0,A. Johnson misses 3-pt shot from 25 ft,,11-12,,
6:31.0,,,11-12,,Defensive rebound by J. Lin
6:26.0,,,11-12,,Turnover by J. Lin (bad pass; steal by A. Johnson)
6:20.0,A. Horford misses 2-pt shot from 2 ft (block by R. Foye),,11-12,,
6:19.0,,,11-12,,Defensive rebound by Team
6:19.0,Loose ball foul by A. Horford (drawn by R. Foye),,11-12,,
6:01.0,,,11-12,,B. Lopez misses 2-pt shot from 15 ft
6:00.0,Defensive rebound by J. Crowder,,11-12,,
5:52.0,A. Horford makes 2-pt shot from 2 ft,2,13-12,,
5:52.0,Shooting foul by R. Hollis-Jefferson (drawn by A. Horford),,13-12,,
5:52.0,A. Horford makes free throw 1 of 1,1,14-12,,
5:52.0,,,13-12,,S. Dinwiddie enters the game for J. Lin
5:52.0,,,13-12,,Q. Acy enters the game for R. Hollis-Jefferson
5:52.0,,,13-12,,I. Whitehead enters the game for R. Foye
5:35.0,,,14-12,,Turnover by B. Lopez (lost ball; steal by M. Smart)
5:23.0,M. Smart misses 3-pt shot from 25 ft,,14-12,,
5:22.0,,,14-12,,Defensive rebound by B. Lopez
4:58.0,,,14-12,,Q. Acy misses 3-pt shot from 25 ft
4:57.0,Defensive rebound by J. Crowder,,14-12,,
4:46.0,M. Smart misses 2-pt shot from 11 ft,,14-12,,
4:45.0,,,14-12,,Defensive rebound by Q. Acy
4:36.0,,,14-12,,Q. Acy misses 3-pt shot from 24 ft
4:35.0,Defensive rebound by M. Smart,,14-12,,
4:26.0,Turnover by A. Horford (bad pass),,14-12,,
4:26.0,,,14-12,,Brooklyn full timeout
4:26.0,K. Olynyk enters the game for A. Horford,,14-12,,
4:26.0,T. Rozier enters the game for A. Bradley,,14-12,,
4:26.0,A. Bradley enters the game for M. Smart,,14-12,,
4:26.0,,,14-12,,K. McDaniels enters the game for C. LeVert
4:11.0,,,14-12,,B. Lopez misses 2-pt shot from 6 ft
4:10.0,Defensive rebound by A. Bradley,,14-12,,
3:54.0,A. Bradley makes 2-pt shot from 7 ft,2,16-12,,
3:35.0,,,16-12,,I. Whitehead misses 3-pt shot from 25 ft
3:33.0,Defensive rebound by T. Rozier,,16-12,,
3:24.0,T. Rozier misses 3-pt shot from 23 ft,,16-12,,
3:23.0,,,16-12,,Defensive rebound by Team
3:23.0,,,16-12,,A. Nicholson enters the game for B. Lopez
3:03.0,J. Jerebko enters the game for A. Johnson,,16-12,,
2:58.0,,,16-12,,I. Whitehead misses 2-pt shot from 16 ft
2:56.0,Defensive rebound by J. Jerebko,,16-12,,
2:34.0,A. Bradley misses 3-pt shot from 26 ft,,16-12,,
2:33.0,Offensive rebound by Team,,16-12,,
2:30.0,,,16-12,,Personal foul by K. McDaniels (drawn by J. Crowder)
2:16.0,K. Olynyk makes 2-pt shot from 2 ft,2,18-12,,
2:04.0,,,18-14,2,K. McDaniels makes 2-pt shot from 16 ft (assist by A. Nicholson)
1:47.0,,,18-14,,Def 3 sec tech foul by A. Nicholson
1:47.0,A. Bradley makes technical free throw,1,19-14,,
1:47.0,J. Brown enters the game for J. Crowder,,19-14,,
1:38.0,Turnover by K. Olynyk (lost ball),,19-14,,
1:24.0,,,19-16,2,A. Nicholson makes 2-pt shot from 3 ft (assist by S. Dinwiddie)
1:15.0,Offensive foul by A. Bradley,,19-16,,
1:15.0,Turnover by A. Bradley (offensive foul),,19-16,,
1:03.0,,,19-16,,Q. Acy misses 3-pt shot from 24 ft
1:02.0,Defensive rebound by K. Olynyk,,19-16,,
0:48.0,K. Olynyk makes 2-pt shot from 19 ft,2,21-16,,
0:36.0,,,21-16,,A. Nicholson misses 2-pt shot from 10 ft
0:36.0,Defensive rebound by T. Rozier,,21-16,,
0:17.0,K. Olynyk misses 3-pt shot from 25 ft,,21-16,,
0:16.0,,,21-16,,Defensive rebound by K. McDaniels
0:02.0,,,21-16,,I. Whitehead misses 2-pt shot from 7 ft
0:01.0,Defensive rebound by J. Jerebko,,21-16,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,,,21-16,,I. Whitehead misses 2-pt shot from 4 ft (block by K. Olynyk)
11:49.0,,,21-16,,Offensive rebound by Team
11:41.0,,,21-16,,A. Nicholson misses 2-pt shot from 9 ft
11:41.0,,,21-16,,Offensive rebound by Team
11:41.0,Loose ball foul by K. Olynyk (drawn by Q. Acy),,21-16,,
11:28.0,,,21-18,2,A. Nicholson makes 2-pt shot from 3 ft (assist by Q. Acy)
11:14.0,K. Olynyk makes 2-pt shot from 15 ft,2,23-18,,
10:50.0,,,23-18,,Q. Acy misses 3-pt shot from 24 ft
10:48.0,Defensive rebound by K. Olynyk,,23-18,,
10:29.0,G. Green makes 3-pt shot from 25 ft (assist by T. Rozier),3,26-18,,
10:07.0,,,26-18,,K. McDaniels misses 3-pt shot from 25 ft
10:06.0,Defensive rebound by J. Jerebko,,26-18,,
9:57.0,Turnover by T. Rozier (bad pass; steal by K. McDaniels),,26-18,,
9:51.0,,,26-20,2,S. Dinwiddie makes 2-pt shot at rim
9:39.0,Turnover by G. Green (lost ball; steal by Q. Acy),,26-20,,
9:39.0,Loose ball foul by G. Green (drawn by Q. Acy),,26-20,,
9:39.0,A. Horford enters the game for K. Olynyk,,26-20,,
9:17.0,Personal foul by A. Horford (drawn by A. Nicholson),,26-20,,
9:03.0,,,26-22,2,K. McDaniels makes 2-pt shot from 2 ft (assist by Q. Acy)
8:42.0,T. Rozier misses 2-pt shot from 1 ft,,26-22,,
8:41.0,,,26-22,,Defensive rebound by Q. Acy
8:32.0,,,26-22,,S. Dinwiddie misses 3-pt shot from 24 ft
8:31.0,,,26-22,,Offensive rebound by K. McDaniels
8:20.0,,,26-22,,A. Nicholson misses 2-pt shot from 23 ft
8:19.0,Defensive rebound by T. Rozier,,26-22,,
8:13.0,J. Jerebko misses 3-pt shot from 25 ft,,26-22,,
8:10.0,Offensive rebound by T. Rozier,,26-22,,
8:04.0,A. Horford misses 2-pt shot from 17 ft,,26-22,,
8:02.0,,,26-22,,Defensive rebound by A. Nicholson
7:56.0,,,26-22,,I. Whitehead misses 2-pt shot from 3 ft (block by A. Horford)
7:54.0,,,26-22,,Offensive rebound by Team
7:54.0,Official timeout,,26-22,,
7:54.0,M. Smart enters the game for J. Jerebko,,26-22,,
7:45.0,,,26-22,,Shooting foul by J. Brown (drawn by Q. Acy)
7:45.0,,,26-22,,Q. Acy misses free throw 1 of 2
7:45.0,,,26-22,,Offensive rebound by Team
7:45.0,,,26-23,1,Q. Acy makes free throw 2 of 2
7:34.0,,,26-23,,Personal foul by I. Whitehead (drawn by M. Smart)
7:25.0,M. Smart misses 2-pt shot from 2 ft (block by I. Whitehead),,26-23,,
7:23.0,,,26-23,,Defensive rebound by Q. Acy
7:10.0,,,26-23,,A. Nicholson misses 3-pt shot from 23 ft
7:09.0,Defensive rebound by J. Brown,,26-23,,
6:56.0,M. Smart misses 2-pt shot from 9 ft,,26-23,,
6:55.0,Offensive rebound by A. Horford,,26-23,,
6:53.0,A. Horford misses 2-pt shot from 3 ft,,26-23,,
6:52.0,,,26-23,,Defensive rebound by I. Whitehead
6:49.0,,,26-23,,Turnover by I. Whitehead (bad pass; steal by M. Smart)
6:45.0,Shooting foul by A. Nicholson (drawn by G. Green),,26-23,,
6:45.0,G. Green makes free throw 1 of 2,1,27-23,,
6:45.0,G. Green makes free throw 2 of 2,1,28-23,,
6:45.0,,,27-23,,B. Lopez enters the game for A. Nicholson
6:45.0,J. Crowder enters the game for T. Rozier,,27-23,,
6:33.0,,,28-23,,S. Dinwiddie misses 2-pt shot from 3 ft
6:32.0,,,28-23,,Offensive rebound by Team
6:26.0,,,28-23,,B. Lopez misses 2-pt shot from 17 ft
6:25.0,Defensive rebound by J. Crowder,,28-23,,
6:15.0,J. Crowder misses 3-pt shot from 25 ft,,28-23,,
6:13.0,,,28-23,,Defensive rebound by K. McDaniels
5:58.0,,,28-23,,I. Whitehead misses 3-pt shot from 24 ft
5:57.0,Defensive rebound by J. Crowder,,28-23,,
5:51.0,Boston full timeout,,28-23,,
5:51.0,,,28-23,,J. Lin enters the game for S. Dinwiddie
5:51.0,,,28-23,,R. Foye enters the game for Q. Acy
5:51.0,,,28-23,,R. Hollis-Jefferson enters the game for I. Whitehead
5:43.0,G. Green misses 2-pt shot from 13 ft,,28-23,,
5:42.0,,,28-23,,Defensive rebound by R. Foye
5:33.0,,,28-25,2,B. Lopez makes 2-pt shot from 3 ft
5:17.0,G. Green makes 2-pt shot at rim (assist by M. Smart),2,30-25,,
5:01.0,,,30-25,,J. Lin misses 2-pt shot from 2 ft
5:00.0,Defensive rebound by G. Green,,30-25,,
4:51.0,J. Brown misses 3-pt shot from 23 ft,,30-25,,
4:48.0,,,30-25,,Defensive rebound by K. McDaniels
4:38.0,,,30-25,,R. Foye misses 3-pt shot from 24 ft
4:36.0,Defensive rebound by J. Crowder,,30-25,,
4:31.0,G. Green misses 3-pt shot from 25 ft,,30-25,,
4:30.0,,,30-25,,Defensive rebound by Team
4:30.0,,,30-25,,C. LeVert enters the game for K. McDaniels
4:30.0,A. Johnson enters the game for J. Brown,,30-25,,
4:20.0,,,30-25,,Shooting foul by M. Smart (drawn by R. Hollis-Jefferson)
4:20.0,,,30-26,1,R. Hollis-Jefferson makes free throw 1 of 2
4:20.0,,,30-27,1,R. Hollis-Jefferson makes free throw 2 of 2
4:20.0,A. Bradley enters the game for G. Green,,30-26,,
4:02.0,Turnover by J. Crowder (bad pass),,30-27,,
3:48.0,,,30-27,,J. Lin misses 3-pt shot from 26 ft
3:47.0,Defensive rebound by A. Horford,,30-27,,
3:32.0,A. Bradley makes 2-pt shot from 18 ft (assist by M. Smart),2,32-27,,
3:14.0,,,32-27,,Turnover by R. Hollis-Jefferson (bad pass; steal by M. Smart)
3:03.0,Turnover by M. Smart (bad pass; steal by R. Hollis-Jefferson),,32-27,,
2:59.0,,,32-27,,Shooting foul by J. Crowder (drawn by R. Hollis-Jefferson)
2:59.0,,,32-27,,Brooklyn full timeout
2:59.0,,,32-28,1,R. Hollis-Jefferson makes free throw 1 of 2
2:59.0,,,32-29,1,R. Hollis-Jefferson makes free throw 2 of 2
2:59.0,K. Olynyk enters the game for A. Horford,,32-27,,
2:45.0,J. Crowder makes 2-pt shot from 20 ft (assist by K. Olynyk),2,34-29,,
2:35.0,,,34-32,3,J. Lin makes 3-pt shot from 25 ft
2:18.0,,,34-32,,Loose ball foul by B. Lopez (drawn by A. Johnson)
2:11.0,A. Bradley makes 2-pt shot from 8 ft,2,36-32,,
2:04.0,,,36-32,,Shooting foul by K. Olynyk (drawn by J. Lin)
2:04.0,,,36-33,1,J. Lin makes free throw 1 of 2
2:04.0,,,36-34,1,J. Lin makes free throw 2 of 2
1:54.0,A. Bradley misses 2-pt shot from 11 ft (block by B. Lopez),,36-34,,
1:52.0,,,36-34,,Defensive rebound by R. Hollis-Jefferson
1:48.0,,,36-34,,Turnover by R. Hollis-Jefferson (bad pass)
1:37.0,M. Smart misses 3-pt shot from 24 ft,,36-34,,
1:36.0,,,36-34,,Defensive rebound by C. LeVert
1:28.0,,,36-34,,R. Hollis-Jefferson misses 3-pt shot from 23 ft
1:25.0,Defensive rebound by J. Crowder,,36-34,,
1:21.0,M. Smart makes 2-pt shot from 5 ft,2,38-34,,
1:11.0,,,38-34,,Turnover by J. Lin (lost ball; steal by J. Crowder)
1:08.0,J. Crowder misses 2-pt shot from 1 ft,,38-34,,
1:08.0,Offensive rebound by K. Olynyk,,38-34,,
1:07.0,,,38-34,,Personal foul by C. LeVert (drawn by K. Olynyk)
1:00.0,M. Smart makes 3-pt shot from 24 ft (assist by A. Johnson),3,41-34,,
0:52.0,,,41-36,2,R. Hollis-Jefferson makes 2-pt shot from 2 ft (assist by C. LeVert)
0:37.0,A. Johnson makes 2-pt shot from 20 ft,2,43-36,,
0:24.0,,,43-36,,Shooting foul by A. Johnson (drawn by B. Lopez)
0:24.0,,,43-36,,B. Lopez misses free throw 1 of 2
0:24.0,,,43-36,,Offensive rebound by Team
0:24.0,,,43-37,1,B. Lopez makes free throw 2 of 2
0:24.0,A. Horford enters the game for A. Johnson,,43-36,,
0:24.0,,,43-36,,Q. Acy enters the game for R. Hollis-Jefferson
0:08.0,Shooting foul by J. Lin (drawn by A. Bradley),,43-37,,
0:08.0,A. Bradley makes free throw 1 of 2,1,44-37,,
0:08.0,A. Bradley makes free throw 2 of 2,1,45-37,,
0:08.0,J. Jerebko enters the game for K. Olynyk,,44-37,,
0:02.0,,,45-37,,J. Lin misses 3-pt shot from 25 ft
0:00.0,,,45-37,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,45-39,2,B. Lopez makes 2-pt shot from 8 ft
11:30.0,J. Crowder misses 3-pt shot from 23 ft,,45-39,,
11:29.0,,,45-39,,Defensive rebound by J. Lin
11:25.0,,,45-39,,Shooting foul by A. Horford (drawn by R. Hollis-Jefferson)
11:25.0,,,45-39,,R. Hollis-Jefferson misses free throw 1 of 2
11:25.0,,,45-39,,Offensive rebound by Team
11:25.0,,,45-39,,R. Hollis-Jefferson misses free throw 2 of 2
11:24.0,Defensive rebound by Team,,45-39,,
11:15.0,Shooting foul by R. Foye (drawn by J. Crowder),,45-39,,
11:15.0,J. Crowder misses free throw 1 of 2,,45-39,,
11:15.0,Offensive rebound by Team,,45-39,,
11:15.0,J. Crowder makes free throw 2 of 2,1,46-39,,
11:04.0,,,46-41,2,B. Lopez makes 2-pt shot from 3 ft (assist by J. Lin)
10:52.0,A. Horford misses 2-pt shot from 13 ft,,46-41,,
10:50.0,,,46-41,,Defensive rebound by C. LeVert
10:43.0,,,46-41,,C. LeVert misses 2-pt shot from 2 ft
10:35.0,Defensive rebound by A. Johnson,,46-41,,
10:29.0,A. Horford misses 2-pt shot from 1 ft,,46-41,,
10:29.0,Offensive rebound by A. Horford,,46-41,,
10:27.0,Jump ball: R. Hollis-Jefferson vs. A. Horford (J. Crowder gains possession),,,,Jump ball: R. Hollis-Jefferson vs. A. Horford (J. Crowder gains possession)
10:19.0,M. Smart misses 3-pt shot from 24 ft,,46-41,,
10:17.0,,,46-41,,Defensive rebound by C. LeVert
10:08.0,,,46-44,3,B. Lopez makes 3-pt shot from 27 ft (assist by J. Lin)
9:58.0,,,46-44,,Personal foul by C. LeVert (drawn by A. Bradley)
9:51.0,A. Horford makes 2-pt shot from 2 ft (assist by M. Smart),2,48-44,,
9:51.0,Shooting foul by R. Hollis-Jefferson (drawn by A. Horford),,48-44,,
9:51.0,A. Horford misses free throw 1 of 1,,48-44,,
9:51.0,,,48-44,,Defensive rebound by R. Hollis-Jefferson
9:30.0,,,48-44,,Shooting foul by A. Bradley (drawn by R. Foye)
9:30.0,,,48-45,1,R. Foye makes free throw 1 of 2
9:30.0,,,48-46,1,R. Foye makes free throw 2 of 2
9:14.0,A. Bradley misses 2-pt shot from 18 ft,,48-46,,
9:13.0,,,48-46,,Defensive rebound by J. Lin
9:05.0,,,48-49,3,J. Lin makes 3-pt shot from 25 ft (assist by B. Lopez)
9:05.0,Boston full timeout,,48-49,,
8:49.0,,,48-49,,Personal foul by J. Lin (drawn by M. Smart)
8:42.0,A. Johnson makes 2-pt shot from 6 ft (assist by A. Horford),2,50-49,,
8:27.0,Personal foul by A. Johnson (drawn by J. Lin),,50-49,,
8:18.0,Personal foul by M. Smart (drawn by J. Lin),,50-49,,
8:07.0,,,50-51,2,R. Hollis-Jefferson makes 2-pt shot from 13 ft
7:54.0,M. Smart makes 2-pt shot from 6 ft,2,52-51,,
7:42.0,,,52-51,,R. Hollis-Jefferson misses 2-pt shot from 1 ft (block by A. Horford)
7:40.0,Defensive rebound by A. Bradley,,52-51,,
7:37.0,Shooting foul by R. Hollis-Jefferson (drawn by A. Johnson),,52-51,,
7:37.0,A. Johnson makes free throw 1 of 2,1,53-51,,
7:37.0,A. Johnson misses free throw 2 of 2,,53-51,,
7:37.0,,,53-51,,Q. Acy enters the game for R. Hollis-Jefferson
7:36.0,,,53-51,,Defensive rebound by J. Lin
7:24.0,,,53-51,,Shooting foul by A. Johnson (drawn by B. Lopez)
7:24.0,,,53-52,1,B. Lopez makes free throw 1 of 2
7:24.0,,,53-53,1,B. Lopez makes free throw 2 of 2
7:12.0,A. Johnson makes 2-pt shot from 19 ft,2,55-53,,
7:01.0,,,55-53,,Shooting foul by A. Horford (drawn by B. Lopez)
7:01.0,,,55-54,1,B. Lopez makes free throw 1 of 2
7:01.0,,,55-55,1,B. Lopez makes free throw 2 of 2
7:01.0,,,55-54,,K. McDaniels enters the game for R. Foye
7:01.0,K. Olynyk enters the game for A. Horford,,55-54,,
6:44.0,M. Smart misses 3-pt shot from 25 ft,,55-55,,
6:43.0,,,55-55,,Defensive rebound by Team
6:29.0,,,55-55,,B. Lopez misses 3-pt shot from 25 ft
6:27.0,Defensive rebound by J. Crowder,,55-55,,
6:20.0,J. Crowder makes 2-pt shot from 2 ft (assist by M. Smart),2,57-55,,
6:03.0,,,57-57,2,K. McDaniels makes 2-pt shot at rim (assist by Q. Acy)
5:43.0,M. Smart misses 2-pt shot from 11 ft,,57-57,,
5:42.0,,,57-57,,Defensive rebound by B. Lopez
5:34.0,,,57-57,,C. LeVert misses 3-pt shot from 24 ft
5:33.0,Defensive rebound by J. Crowder,,57-57,,
5:32.0,,,57-57,,Personal foul by K. McDaniels (drawn by J. Crowder)
5:32.0,J. Crowder makes free throw 1 of 2,1,58-57,,
5:32.0,J. Crowder makes free throw 2 of 2,1,59-57,,
5:32.0,,,58-57,,S. Dinwiddie enters the game for C. LeVert
5:32.0,,,58-57,,I. Whitehead enters the game for J. Lin
5:32.0,T. Zeller enters the game for A. Johnson,,58-57,,
5:32.0,T. Rozier enters the game for M. Smart,,58-57,,
5:16.0,,,59-57,,B. Lopez misses 2-pt shot from 8 ft
5:15.0,Defensive rebound by T. Zeller,,59-57,,
5:01.0,J. Crowder makes 3-pt shot from 26 ft (assist by K. Olynyk),3,62-57,,
5:01.0,,,62-57,,Brooklyn full timeout
4:48.0,,,62-57,,Turnover by B. Lopez (lost ball; steal by A. Bradley)
4:33.0,,,62-57,,Personal foul by B. Lopez (drawn by K. Olynyk)
4:33.0,K. Olynyk misses free throw 1 of 2,,62-57,,
4:33.0,Offensive rebound by Team,,62-57,,
4:33.0,K. Olynyk makes free throw 2 of 2,1,63-57,,
4:14.0,,,63-57,,I. Whitehead misses 2-pt shot from 3 ft
4:12.0,Defensive rebound by K. Olynyk,,63-57,,
3:57.0,,,63-57,,Personal foul by Q. Acy (drawn by T. Zeller)
3:57.0,T. Zeller misses free throw 1 of 2,,63-57,,
3:57.0,Offensive rebound by Team,,63-57,,
3:57.0,T. Zeller makes free throw 2 of 2,1,64-57,,
3:57.0,,,63-57,,A. Nicholson enters the game for B. Lopez
3:42.0,Personal foul by T. Zeller (drawn by Q. Acy),,64-57,,
3:42.0,,,64-58,1,Q. Acy makes free throw 1 of 2
3:42.0,,,64-58,,Q. Acy misses free throw 2 of 2
3:41.0,Defensive rebound by K. Olynyk,,64-58,,
3:30.0,A. Bradley makes 2-pt shot from 2 ft (assist by K. Olynyk),2,66-58,,
3:06.0,,,66-58,,K. McDaniels misses 2-pt shot from 8 ft
3:05.0,Defensive rebound by J. Crowder,,66-58,,
2:57.0,K. Olynyk makes 2-pt shot from 2 ft (assist by T. Rozier),2,68-58,,
2:44.0,,,68-58,,Q. Acy misses 2-pt shot from 3 ft (block by T. Zeller)
2:42.0,,,68-58,,Offensive rebound by S. Dinwiddie
2:32.0,,,68-60,2,A. Nicholson makes 2-pt shot from 19 ft (assist by S. Dinwiddie)
2:17.0,J. Crowder misses 3-pt shot from 24 ft,,68-60,,
2:16.0,,,68-60,,Defensive rebound by Q. Acy
2:10.0,,,68-60,,Shooting foul by T. Zeller (drawn by A. Nicholson)
2:10.0,,,68-61,1,A. Nicholson makes free throw 1 of 2
2:10.0,,,68-62,1,A. Nicholson makes free throw 2 of 2
2:10.0,J. Brown enters the game for J. Crowder,,68-61,,
1:55.0,T. Zeller makes 2-pt shot from 20 ft (assist by T. Rozier),2,70-62,,
1:37.0,M. Smart enters the game for A. Bradley,,70-62,,
1:30.0,,,70-62,,K. McDaniels misses 2-pt shot at rim
1:28.0,Defensive rebound by M. Smart,,70-62,,
1:21.0,Turnover by K. Olynyk (traveling),,70-62,,
1:00.0,,,70-65,3,Q. Acy makes 3-pt shot from 24 ft (assist by S. Dinwiddie)
0:44.0,T. Rozier misses 2-pt shot from 3 ft (block by I. Whitehead),,70-65,,
0:43.0,Offensive rebound by Team,,70-65,,
0:43.0,,,70-65,,Inbound foul by S. Dinwiddie
0:43.0,M. Smart makes free throw 1 of 1,1,71-65,,
0:42.0,T. Rozier misses 3-pt shot from 24 ft,,71-65,,
0:38.0,,,71-65,,Defensive rebound by Q. Acy
0:32.0,,,71-65,,K. McDaniels misses 3-pt shot from 24 ft
0:29.0,,,71-65,,Offensive rebound by A. Nicholson
0:29.0,,,71-65,,A. Nicholson misses 2-pt shot from 6 ft
0:27.0,Defensive rebound by J. Brown,,71-65,,
0:07.0,K. Olynyk misses 2-pt shot from 8 ft,,71-65,,
0:06.0,,,71-65,,Defensive rebound by Q. Acy
0:02.0,,,71-65,,S. Dinwiddie misses 3-pt shot from 30 ft
0:00.0,,,71-65,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,T. Rozier misses 2-pt shot from 4 ft (block by I. Whitehead),,71-65,,
11:35.0,Offensive rebound by T. Rozier,,71-65,,
11:33.0,T. Rozier misses 2-pt shot from 3 ft,,71-65,,
11:32.0,,,71-65,,Defensive rebound by S. Dinwiddie
11:28.0,,,71-68,3,R. Foye makes 3-pt shot from 24 ft (assist by S. Dinwiddie)
11:12.0,T. Rozier misses 3-pt shot from 25 ft,,71-68,,
11:11.0,,,71-68,,Defensive rebound by S. Dinwiddie
11:03.0,,,71-71,3,A. Nicholson makes 3-pt shot from 25 ft (assist by I. Whitehead)
10:43.0,Turnover by M. Smart (lost ball; steal by A. Nicholson),,71-71,,
10:32.0,,,71-74,3,Q. Acy makes 3-pt shot from 24 ft (assist by A. Nicholson)
10:32.0,Boston full timeout,,71-74,,
10:32.0,A. Johnson enters the game for T. Zeller,,71-74,,
10:32.0,G. Green enters the game for T. Rozier,,71-74,,
10:12.0,G. Green makes 2-pt shot from 19 ft,2,73-74,,
9:50.0,,,73-74,,Q. Acy misses 2-pt shot from 19 ft
9:49.0,Defensive rebound by K. Olynyk,,73-74,,
9:43.0,M. Smart misses 2-pt shot from 20 ft,,73-74,,
9:42.0,Offensive rebound by Team,,73-74,,
9:31.0,A. Johnson misses 3-pt shot from 24 ft,,73-74,,
9:29.0,,,73-74,,Defensive rebound by I. Whitehead
9:20.0,Personal foul by G. Green (drawn by R. Foye),,73-74,,
9:20.0,A. Horford enters the game for K. Olynyk,,73-74,,
9:14.0,,,73-74,,R. Foye misses 3-pt shot from 25 ft
9:13.0,Defensive rebound by A. Horford,,73-74,,
8:55.0,J. Brown misses 3-pt shot from 24 ft,,73-74,,
8:54.0,Offensive rebound by A. Horford,,73-74,,
8:45.0,Turnover by A. Johnson (bad pass; steal by A. Nicholson),,73-74,,
8:34.0,,,73-74,,Brooklyn full timeout
8:34.0,J. Crowder enters the game for J. Brown,,73-74,,
8:26.0,,,73-74,,Shooting foul by M. Smart (drawn by I. Whitehead)
8:26.0,,,73-75,1,I. Whitehead makes free throw 1 of 2
8:26.0,,,73-76,1,I. Whitehead makes free throw 2 of 2
8:14.0,G. Green makes 2-pt shot from 5 ft (assist by A. Johnson),2,75-76,,
8:01.0,,,75-76,,Q. Acy misses 3-pt shot from 25 ft
7:59.0,Defensive rebound by J. Crowder,,75-76,,
7:54.0,J. Crowder makes 3-pt shot from 26 ft (assist by M. Smart),3,78-76,,
7:48.0,,,78-76,,Offensive foul by Q. Acy
7:48.0,,,78-76,,Turnover by Q. Acy (offensive foul)
