time,Toronto,pts.away,score,pts.home,Orlando
5:55.0,Defensive rebound by D. Carroll,,14-13,,
5:46.0,J. Valanciunas misses 2-pt shot from 20 ft,,14-13,,
5:45.0,,,14-13,,Defensive rebound by N. Vucevic
5:39.0,,,14-15,2,E. Payton makes 2-pt shot from 2 ft
5:17.0,J. Valanciunas misses 2-pt shot from 2 ft (block by S. Ibaka),,14-15,,
5:17.0,Offensive rebound by Team,,14-15,,
5:17.0,,,14-15,,C. Watson enters the game for E. Fournier
5:17.0,P. Siakam enters the game for P. Patterson,,14-15,,
5:17.0,T. Ross enters the game for D. Carroll,,14-15,,
5:12.0,J. Valanciunas misses 2-pt shot from 19 ft,,14-15,,
5:11.0,,,14-15,,Defensive rebound by S. Ibaka
5:05.0,,,14-15,,A. Gordon misses 3-pt shot from 23 ft
5:03.0,Defensive rebound by P. Siakam,,14-15,,
4:58.0,K. Lowry misses 3-pt shot from 27 ft,,14-15,,
4:56.0,,,14-15,,Defensive rebound by A. Gordon
4:47.0,,,14-15,,A. Gordon misses 2-pt shot from 1 ft
4:46.0,Defensive rebound by P. Siakam,,14-15,,
4:43.0,N. Powell makes 2-pt shot from 1 ft,2,16-15,,
4:25.0,,,16-17,2,S. Ibaka makes 2-pt shot from 20 ft (assist by E. Payton)
4:16.0,K. Lowry misses 2-pt shot from 6 ft,,16-17,,
4:15.0,Offensive rebound by T. Ross,,16-17,,
4:10.0,K. Lowry misses 3-pt shot from 26 ft,,16-17,,
4:09.0,,,16-17,,Defensive rebound by E. Payton
4:03.0,,,16-20,3,S. Ibaka makes 3-pt shot from 25 ft (assist by E. Payton)
3:52.0,Toronto full timeout,,16-20,,
3:52.0,F. VanVleet enters the game for K. Lowry,,16-20,,
3:43.0,T. Ross misses 2-pt shot from 9 ft,,16-20,,
3:41.0,Offensive rebound by P. Siakam,,16-20,,
3:41.0,P. Siakam makes 2-pt shot at rim,2,18-20,,
3:24.0,,,18-22,2,N. Vucevic makes 2-pt shot from 2 ft (assist by E. Payton)
3:10.0,J. Valanciunas makes 2-pt shot from 2 ft,2,20-22,,
2:55.0,,,20-22,,Turnover by N. Vucevic (bad pass)
2:55.0,,,20-22,,Orlando full timeout
2:55.0,,,20-22,,J. Green enters the game for S. Ibaka
2:55.0,,,20-22,,B. Biyombo enters the game for N. Vucevic
2:55.0,,,20-22,,D. Augustin enters the game for E. Payton
2:55.0,L. Nogueira enters the game for J. Valanciunas,,20-22,,
2:32.0,P. Siakam makes 2-pt shot from 8 ft (assist by F. VanVleet),2,22-22,,
2:15.0,Def 3 sec tech foul by P. Siakam,,22-22,,
2:15.0,,,22-23,1,D. Augustin makes technical free throw
2:15.0,K. Lowry enters the game for N. Powell,,22-23,,
2:04.0,,,22-23,,J. Green misses 2-pt shot from 6 ft (block by T. Ross)
2:02.0,Defensive rebound by F. VanVleet,,22-23,,
2:02.0,,,22-23,,Personal foul by D. Augustin (drawn by F. VanVleet)
1:39.0,F. VanVleet misses 2-pt shot from 2 ft (block by B. Biyombo),,22-23,,
1:38.0,Offensive rebound by Team,,22-23,,
1:38.0,Turnover by Team (shot clock),,22-23,,
1:28.0,,,22-23,,A. Gordon misses 2-pt shot from 8 ft
1:26.0,Defensive rebound by L. Nogueira,,22-23,,
1:15.0,T. Ross misses 3-pt shot from 25 ft,,22-23,,
1:13.0,,,22-23,,Defensive rebound by Team
1:13.0,Loose ball foul by P. Siakam (drawn by C. Watson),,22-23,,
1:03.0,,,22-23,,Shooting foul by P. Siakam (drawn by C. Watson)
1:03.0,,,22-24,1,C. Watson makes free throw 1 of 2
1:03.0,,,22-25,1,C. Watson makes free throw 2 of 2
0:46.0,F. VanVleet makes 2-pt shot from 2 ft (assist by L. Nogueira),2,24-25,,
0:36.0,,,24-25,,Shooting foul by F. VanVleet (drawn by D. Augustin)
0:36.0,,,24-25,,D. Augustin misses free throw 1 of 2
0:36.0,,,24-25,,Offensive rebound by Team
0:36.0,,,24-25,,D. Augustin misses free throw 2 of 2
0:36.0,D. Carroll enters the game for P. Siakam,,24-25,,
0:34.0,,,24-25,,Offensive rebound by J. Green
0:32.0,,,24-25,,J. Green misses 2-pt shot from 5 ft
0:32.0,,,24-25,,Offensive rebound by B. Biyombo
0:32.0,,,24-25,,Shooting foul by F. VanVleet (drawn by B. Biyombo)
0:32.0,,,24-25,,B. Biyombo misses free throw 1 of 2
0:32.0,,,24-25,,Offensive rebound by Team
0:32.0,,,24-26,1,B. Biyombo makes free throw 2 of 2
0:17.0,Shooting foul by B. Biyombo (drawn by L. Nogueira),,24-26,,
0:17.0,L. Nogueira misses free throw 1 of 2,,24-26,,
0:17.0,Offensive rebound by Team,,24-26,,
0:17.0,L. Nogueira misses free throw 2 of 2,,24-26,,
0:16.0,,,24-26,,Defensive rebound by B. Biyombo
0:01.0,,,24-26,,Shooting foul by L. Nogueira (drawn by D. Augustin)
0:01.0,,,24-27,1,D. Augustin makes free throw 1 of 2
0:01.0,,,24-28,1,D. Augustin makes free throw 2 of 2
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,,,24-30,2,J. Green makes 2-pt shot from 1 ft
11:19.0,K. Lowry misses 2-pt shot from 19 ft,,24-30,,
11:18.0,,,24-30,,Defensive rebound by E. Fournier
11:11.0,,,24-30,,B. Biyombo misses 2-pt shot from 9 ft
11:09.0,Defensive rebound by K. Lowry,,24-30,,
10:52.0,Offensive charge foul by D. Carroll,,24-30,,
10:52.0,Turnover by D. Carroll (offensive foul),,24-30,,
10:37.0,,,24-30,,Turnover by J. Green (traveling)
10:21.0,Offensive charge foul by L. Nogueira,,24-30,,
10:21.0,Turnover by L. Nogueira (offensive foul),,24-30,,
9:54.0,,,24-30,,J. Green misses 2-pt shot from 18 ft
9:53.0,,,24-30,,Offensive rebound by B. Biyombo
9:51.0,,,24-30,,B. Biyombo misses 2-pt shot from 5 ft
9:49.0,,,24-30,,Offensive rebound by E. Fournier
9:49.0,,,24-30,,E. Fournier misses 2-pt shot from 2 ft
9:47.0,Defensive rebound by K. Lowry,,24-30,,
9:33.0,K. Lowry makes 2-pt shot from 12 ft,2,26-30,,
9:22.0,,,26-30,,Turnover by E. Fournier (bad pass; steal by F. VanVleet)
9:14.0,Shooting foul by B. Biyombo (drawn by K. Lowry),,26-30,,
9:14.0,K. Lowry makes free throw 1 of 2,1,27-30,,
9:14.0,K. Lowry makes free throw 2 of 2,1,28-30,,
9:14.0,J. Valanciunas enters the game for L. Nogueira,,27-30,,
9:03.0,,,28-32,2,C. Watson makes 2-pt shot from 18 ft
8:49.0,T. Ross makes 3-pt shot from 23 ft (assist by F. VanVleet),3,31-32,,
8:30.0,,,31-32,,Turnover by D. Augustin (lost ball; steal by J. Valanciunas)
8:14.0,J. Valanciunas misses 2-pt shot from 10 ft,,31-32,,
8:12.0,Offensive rebound by D. Carroll,,31-32,,
7:58.0,T. Ross makes 3-pt shot from 26 ft (assist by J. Valanciunas),3,34-32,,
7:57.0,,,34-32,,Orlando full timeout
7:43.0,,,34-34,2,E. Fournier makes 2-pt shot from 18 ft (assist by B. Biyombo)
7:27.0,,,34-34,,S. Ibaka enters the game for J. Green
7:19.0,F. VanVleet makes 2-pt shot from 2 ft,2,36-34,,
7:00.0,,,36-34,,S. Ibaka misses 2-pt shot from 9 ft
6:59.0,Defensive rebound by J. Valanciunas,,36-34,,
6:49.0,J. Valanciunas makes 2-pt shot from 12 ft (assist by F. VanVleet),2,38-34,,
6:32.0,,,38-36,2,C. Watson makes 2-pt shot from 17 ft (assist by D. Augustin)
6:15.0,T. Ross misses 2-pt shot at rim,,38-36,,
6:13.0,,,38-36,,Defensive rebound by E. Fournier
6:03.0,,,38-36,,Shooting foul by K. Lowry (drawn by B. Biyombo)
6:03.0,,,38-36,,B. Biyombo misses free throw 1 of 2
6:03.0,,,38-36,,Offensive rebound by Team
6:03.0,,,38-37,1,B. Biyombo makes free throw 2 of 2
6:03.0,J. Sullinger enters the game for D. Carroll,,38-36,,
6:03.0,N. Powell enters the game for F. VanVleet,,38-36,,
6:03.0,,,38-36,,E. Payton enters the game for D. Augustin
5:44.0,T. Ross makes 3-pt shot from 26 ft (assist by N. Powell),3,41-37,,
5:30.0,,,41-39,2,B. Biyombo makes 2-pt shot at rim (assist by C. Watson)
5:15.0,J. Sullinger makes 2-pt shot from 1 ft (assist by K. Lowry),2,43-39,,
4:55.0,,,43-41,2,S. Ibaka makes 2-pt shot from 16 ft (assist by C. Watson)
4:29.0,K. Lowry misses 3-pt shot from 30 ft,,43-41,,
4:28.0,,,43-41,,Defensive rebound by B. Biyombo
4:17.0,,,43-44,3,E. Fournier makes 3-pt shot from 26 ft (assist by S. Ibaka)
4:01.0,,,43-44,,Personal foul by S. Ibaka (drawn by J. Sullinger)
4:01.0,Official timeout,,43-44,,
4:01.0,,,43-44,,N. Vucevic enters the game for E. Fournier
4:01.0,,,43-44,,A. Gordon enters the game for B. Biyombo
3:46.0,Turnover by Team (shot clock),,43-44,,
3:29.0,,,43-44,,E. Payton misses 3-pt shot from 24 ft
3:28.0,Defensive rebound by T. Ross,,43-44,,
3:21.0,K. Lowry makes 2-pt shot from 1 ft,2,45-44,,
3:14.0,,,45-44,,Turnover by E. Payton (lost ball)
3:04.0,,,45-44,,Personal foul by C. Watson (drawn by J. Valanciunas)
3:00.0,J. Valanciunas makes 2-pt shot from 4 ft,2,47-44,,
2:37.0,,,47-46,2,C. Watson makes 2-pt shot from 21 ft
2:29.0,J. Sullinger misses 2-pt shot from 2 ft,,47-46,,
2:27.0,Offensive rebound by J. Sullinger,,47-46,,
2:27.0,J. Sullinger misses 2-pt shot from 2 ft,,47-46,,
2:25.0,Offensive rebound by J. Sullinger,,47-46,,
2:25.0,J. Sullinger makes 2-pt shot from 2 ft,2,49-46,,
2:14.0,Personal foul by J. Sullinger (drawn by C. Watson),,49-46,,
2:14.0,Toronto full timeout,,49-46,,
2:14.0,,,49-46,,E. Fournier enters the game for C. Watson
2:14.0,F. VanVleet enters the game for K. Lowry,,49-46,,
2:02.0,,,49-46,,N. Vucevic misses 2-pt shot from 11 ft
2:01.0,Defensive rebound by J. Sullinger,,49-46,,
1:48.0,N. Powell makes 2-pt shot from 2 ft,2,51-46,,
1:32.0,,,51-48,2,E. Payton makes 2-pt shot from 10 ft
1:19.0,Turnover by N. Powell (bad pass; steal by E. Payton),,51-48,,
1:14.0,,,51-50,2,E. Payton makes 2-pt shot from 1 ft
0:53.0,N. Powell misses 2-pt shot from 18 ft,,51-50,,
0:51.0,,,51-50,,Defensive rebound by S. Ibaka
0:45.0,,,51-50,,E. Payton misses 2-pt shot from 1 ft
0:43.0,Defensive rebound by J. Valanciunas,,51-50,,
0:32.0,N. Powell makes 3-pt shot from 23 ft (assist by T. Ross),3,54-50,,
0:31.0,,,54-50,,Orlando full timeout
0:31.0,P. Siakam enters the game for J. Sullinger,,54-50,,
0:15.0,,,54-52,2,E. Payton makes 2-pt shot from 13 ft
0:03.0,J. Valanciunas misses 2-pt shot from 2 ft,,54-52,,
0:02.0,,,54-52,,Defensive rebound by S. Ibaka
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,54-52,,N. Vucevic misses 2-pt shot from 11 ft
11:39.0,Defensive rebound by D. Carroll,,54-52,,
11:24.0,Turnover by N. Powell (discontinued dribble),,54-52,,
11:07.0,,,54-52,,A. Gordon misses 2-pt shot from 3 ft (block by K. Lowry)
11:06.0,,,54-52,,Offensive rebound by Team
11:02.0,,,54-54,2,S. Ibaka makes 2-pt shot from 18 ft (assist by A. Gordon)
10:47.0,Shooting foul by N. Vucevic (drawn by J. Valanciunas),,54-54,,
10:47.0,J. Valanciunas misses free throw 1 of 2,,54-54,,
10:47.0,Offensive rebound by Team,,54-54,,
10:47.0,J. Valanciunas makes free throw 2 of 2,1,55-54,,
10:38.0,,,55-54,,A. Gordon misses 2-pt shot from 15 ft
10:35.0,,,55-54,,Offensive rebound by E. Fournier
10:22.0,,,55-54,,A. Gordon misses 2-pt shot from 17 ft
10:21.0,Defensive rebound by J. Valanciunas,,55-54,,
10:11.0,L. Nogueira misses 2-pt shot from 3 ft (block by S. Ibaka),,55-54,,
10:09.0,,,55-54,,Defensive rebound by E. Payton
10:00.0,Violation by D. Carroll (kicked ball),,55-54,,
9:52.0,,,55-56,2,N. Vucevic makes 2-pt shot from 16 ft (assist by E. Fournier)
9:36.0,J. Valanciunas misses 2-pt shot from 17 ft,,55-56,,
9:34.0,,,55-56,,Defensive rebound by S. Ibaka
9:22.0,,,55-56,,E. Fournier misses 2-pt shot from 6 ft
9:21.0,Defensive rebound by J. Valanciunas,,55-56,,
9:14.0,D. Carroll misses 3-pt shot from 25 ft,,55-56,,
9:12.0,,,55-56,,Defensive rebound by E. Payton
9:05.0,,,55-58,2,N. Vucevic makes 2-pt shot from 6 ft
8:52.0,,,55-58,,Personal foul by A. Gordon (drawn by N. Powell)
8:47.0,Turnover by D. Carroll (bad pass),,55-58,,
8:36.0,,,55-58,,E. Payton misses 2-pt shot from 5 ft
8:35.0,,,55-58,,Offensive rebound by N. Vucevic
8:35.0,,,55-60,2,N. Vucevic makes 2-pt shot from 2 ft
8:20.0,K. Lowry misses 3-pt shot from 26 ft,,55-60,,
8:19.0,,,55-60,,Defensive rebound by E. Fournier
8:08.0,,,55-60,,E. Payton misses 3-pt shot from 25 ft
8:05.0,,,55-60,,Offensive rebound by Team
7:48.0,,,55-60,,E. Fournier misses 2-pt shot from 16 ft
7:47.0,Defensive rebound by J. Valanciunas,,55-60,,
7:42.0,K. Lowry misses 2-pt shot from 2 ft (block by N. Vucevic),,55-60,,
7:42.0,Offensive rebound by Team,,55-60,,
7:31.0,N. Powell misses 2-pt shot from 12 ft,,55-60,,
7:30.0,,,55-60,,Defensive rebound by S. Ibaka
7:26.0,,,55-60,,A. Gordon misses 2-pt shot from 3 ft
7:24.0,Defensive rebound by L. Nogueira,,55-60,,
7:19.0,D. Carroll misses 3-pt shot from 26 ft,,55-60,,
7:15.0,,,55-60,,Defensive rebound by A. Gordon
7:07.0,,,55-60,,N. Vucevic misses 2-pt shot from 5 ft
7:04.0,Defensive rebound by K. Lowry,,55-60,,
7:02.0,Turnover by D. Carroll (lost ball),,55-60,,
7:02.0,P. Siakam enters the game for L. Nogueira,,55-60,,
7:02.0,T. Ross enters the game for D. Carroll,,55-60,,
6:47.0,,,55-62,2,N. Vucevic makes 2-pt shot from 5 ft (assist by E. Payton)
6:39.0,Toronto full timeout,,55-62,,
6:29.0,N. Powell makes 2-pt shot from 1 ft,2,57-62,,
6:09.0,,,57-64,2,N. Vucevic makes 2-pt shot from 16 ft (assist by E. Fournier)
5:46.0,J. Valanciunas misses 2-pt shot from 22 ft,,57-64,,
5:45.0,,,57-64,,Defensive rebound by S. Ibaka
5:23.0,,,57-66,2,N. Vucevic makes 2-pt shot at rim (assist by E. Payton)
5:02.0,Shooting foul by E. Fournier (drawn by P. Siakam),,57-66,,
5:02.0,P. Siakam misses free throw 1 of 2,,57-66,,
5:02.0,Offensive rebound by Team,,57-66,,
5:02.0,P. Siakam makes free throw 2 of 2,1,58-66,,
5:02.0,,,57-66,,C. Watson enters the game for E. Fournier
4:52.0,,,58-66,,N. Vucevic misses 2-pt shot from 18 ft
4:51.0,Defensive rebound by T. Ross,,58-66,,
4:45.0,K. Lowry misses 3-pt shot from 25 ft,,58-66,,
4:43.0,Offensive rebound by N. Powell,,58-66,,
4:40.0,K. Lowry misses 3-pt shot from 26 ft,,58-66,,
4:40.0,,,58-66,,Defensive rebound by E. Payton
4:40.0,Personal foul by K. Lowry (drawn by A. Gordon),,58-66,,
4:24.0,,,58-66,,S. Ibaka misses 2-pt shot from 12 ft
4:23.0,Defensive rebound by J. Valanciunas,,58-66,,
4:15.0,,,58-66,,Def 3 sec tech foul by S. Ibaka
4:15.0,K. Lowry makes technical free throw,1,59-66,,
4:15.0,F. VanVleet enters the game for K. Lowry,,59-66,,
4:15.0,,,59-66,,D. Augustin enters the game for E. Payton
4:09.0,Turnover by T. Ross (bad pass; steal by N. Vucevic),,59-66,,
3:57.0,,,59-68,2,N. Vucevic makes 2-pt shot from 9 ft (assist by D. Augustin)
3:39.0,T. Ross misses 3-pt shot from 27 ft,,59-68,,
3:37.0,,,59-68,,Defensive rebound by A. Gordon
3:18.0,,,59-68,,D. Augustin misses 3-pt shot from 25 ft
3:17.0,,,59-68,,Offensive rebound by D. Augustin
3:07.0,,,59-68,,Shooting foul by J. Valanciunas (drawn by S. Ibaka)
3:07.0,,,59-69,1,S. Ibaka makes free throw 1 of 2
3:07.0,Violation by Team (jump ball),,59-69,,
3:07.0,,,59-70,1,S. Ibaka makes free throw 2 of 2
3:07.0,J. Sullinger enters the game for J. Valanciunas,,59-69,,
3:07.0,L. Nogueira enters the game for P. Siakam,,59-69,,
2:52.0,J. Sullinger misses 3-pt shot from 26 ft,,59-70,,
2:48.0,Offensive rebound by J. Sullinger,,59-70,,
2:45.0,,,59-70,,Orlando full timeout
2:45.0,,,59-70,,J. Green enters the game for S. Ibaka
2:33.0,F. VanVleet makes 2-pt shot from 23 ft,2,61-70,,
2:18.0,Violation by T. Ross (kicked ball),,61-70,,
2:18.0,K. Lowry enters the game for N. Powell,,61-70,,
2:09.0,,,61-70,,J. Green misses 2-pt shot from 9 ft
2:08.0,Defensive rebound by Team,,61-70,,
1:57.0,K. Lowry misses 3-pt shot from 26 ft,,61-70,,
1:55.0,,,61-70,,Defensive rebound by N. Vucevic
1:39.0,,,61-70,,Offensive foul by A. Gordon
1:39.0,,,61-70,,Turnover by A. Gordon (offensive foul)
1:39.0,,,61-70,,B. Biyombo enters the game for N. Vucevic
1:21.0,F. VanVleet misses 2-pt shot from 9 ft,,61-70,,
1:20.0,Offensive rebound by F. VanVleet,,61-70,,
1:16.0,F. VanVleet makes 3-pt shot from 24 ft (assist by K. Lowry),3,64-70,,
1:00.0,,,64-70,,Shooting foul by T. Ross (drawn by A. Gordon)
1:00.0,,,64-70,,A. Gordon misses free throw 1 of 2
1:00.0,,,64-70,,Offensive rebound by Team
1:00.0,,,64-71,1,A. Gordon makes free throw 2 of 2
0:51.0,F. VanVleet misses 2-pt shot from 2 ft,,64-71,,
0:50.0,,,64-71,,Defensive rebound by B. Biyombo
0:45.0,,,64-71,,D. Augustin misses 2-pt shot from 1 ft
0:43.0,Defensive rebound by F. VanVleet,,64-71,,
0:38.0,T. Ross misses 2-pt shot from 6 ft (block by A. Gordon),,64-71,,
0:37.0,Offensive rebound by L. Nogueira,,64-71,,
0:36.0,L. Nogueira makes 2-pt shot at rim,2,66-71,,
0:20.0,,,66-73,2,J. Green makes 2-pt shot from 1 ft
0:00.0,J. Sullinger misses 3-pt shot from 26 ft,,66-73,,
0:00.0,,,66-73,,Defensive rebound by B. Biyombo
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,F. VanVleet makes 3-pt shot from 27 ft (assist by K. Lowry),3,69-73,,
11:27.0,Shooting block foul by L. Nogueira (drawn by E. Fournier),,69-73,,
11:27.0,,,69-74,1,E. Fournier makes free throw 1 of 2
11:27.0,,,69-75,1,E. Fournier makes free throw 2 of 2
11:09.0,Shooting foul by J. Green (drawn by F. VanVleet),,69-75,,
11:09.0,F. VanVleet makes free throw 1 of 3,1,70-75,,
11:09.0,F. VanVleet makes free throw 2 of 3,1,71-75,,
11:09.0,F. VanVleet makes free throw 3 of 3,1,72-75,,
10:50.0,,,72-75,,Shooting foul by L. Nogueira (drawn by C. Watson)
10:50.0,,,72-76,1,C. Watson makes free throw 1 of 2
10:50.0,,,72-77,1,C. Watson makes free throw 2 of 2
10:35.0,F. VanVleet misses 2-pt shot from 20 ft,,72-77,,
10:34.0,,,72-77,,Defensive rebound by B. Biyombo
10:21.0,,,72-79,2,J. Green makes 2-pt shot from 2 ft (assist by C. Watson)
10:11.0,F. VanVleet misses 2-pt shot from 2 ft (block by C. Watson),,72-79,,
10:10.0,,,72-79,,Defensive rebound by Team
9:57.0,,,72-79,,E. Fournier misses 2-pt shot from 9 ft
9:55.0,Defensive rebound by T. Ross,,72-79,,
9:46.0,T. Ross misses 2-pt shot from 14 ft,,72-79,,
9:44.0,,,72-79,,Defensive rebound by E. Fournier
9:35.0,,,72-79,,J. Green misses 3-pt shot from 27 ft
9:33.0,Defensive rebound by L. Nogueira,,72-79,,
9:29.0,Shooting foul by B. Biyombo (drawn by K. Lowry),,72-79,,
9:29.0,K. Lowry makes free throw 1 of 2,1,73-79,,
9:29.0,K. Lowry makes free throw 2 of 2,1,74-79,,
9:07.0,,,74-79,,J. Green misses 2-pt shot from 11 ft
9:06.0,Defensive rebound by K. Lowry,,74-79,,
8:53.0,K. Lowry makes 3-pt shot from 25 ft,3,77-79,,
8:53.0,Shooting foul by B. Biyombo (drawn by K. Lowry),,77-79,,
8:53.0,Official timeout,,77-79,,
8:53.0,K. Lowry makes free throw 1 of 1,1,78-79,,
8:53.0,C. Joseph enters the game for T. Ross,,77-79,,
8:53.0,,,77-79,,S. Ibaka enters the game for D. Augustin
8:53.0,,,77-79,,E. Payton enters the game for J. Green
8:34.0,,,78-79,,E. Fournier misses 2-pt shot from 20 ft
8:33.0,Defensive rebound by C. Joseph,,78-79,,
8:26.0,F. VanVleet misses 3-pt shot from 26 ft,,78-79,,
8:25.0,,,78-79,,Defensive rebound by E. Fournier
8:20.0,,,78-81,2,E. Fournier makes 2-pt shot from 1 ft (assist by C. Watson)
8:20.0,,,78-81,,Shooting foul by C. Joseph (drawn by E. Fournier)
8:20.0,,,78-82,1,E. Fournier makes free throw 1 of 1
8:08.0,Turnover by F. VanVleet (bad pass; steal by C. Watson),,78-82,,
8:03.0,,,78-85,3,C. Watson makes 3-pt shot from 25 ft
7:52.0,Toronto full timeout,,78-85,,
7:52.0,J. Valanciunas enters the game for C. Joseph,,78-85,,
7:35.0,F. VanVleet misses 3-pt shot from 25 ft,,78-85,,
7:34.0,,,78-85,,Defensive rebound by C. Watson
7:20.0,,,78-87,2,B. Biyombo makes 2-pt shot from 2 ft (assist by E. Fournier)
6:58.0,K. Lowry misses 2-pt shot from 10 ft,,78-87,,
6:56.0,Offensive rebound by J. Valanciunas,,78-87,,
6:56.0,J. Valanciunas misses 2-pt shot from 3 ft,,78-87,,
6:54.0,,,78-87,,Defensive rebound by C. Watson
6:49.0,,,78-87,,E. Fournier misses 3-pt shot from 25 ft
6:48.0,Defensive rebound by L. Nogueira,,78-87,,
6:40.0,Turnover by F. VanVleet (step out of bounds),,78-87,,
6:40.0,,,78-87,,N. Vucevic enters the game for B. Biyombo
6:27.0,,,78-87,,E. Payton misses 2-pt shot from 1 ft (block by J. Valanciunas)
6:24.0,Defensive rebound by L. Nogueira,,78-87,,
6:17.0,L. Nogueira makes 2-pt shot at rim (assist by K. Lowry),2,80-87,,
6:08.0,,,80-89,2,E. Payton makes 2-pt shot at rim
5:55.0,K. Lowry misses 2-pt shot from 1 ft,,80-89,,
5:53.0,Offensive rebound by J. Valanciunas,,80-89,,
5:53.0,J. Valanciunas makes 2-pt shot at rim,2,82-89,,
5:43.0,,,82-89,,E. Payton misses 2-pt shot from 1 ft (block by L. Nogueira)
5:40.0,,,82-89,,Offensive rebound by C. Watson
5:38.0,,,82-89,,N. Vucevic misses 2-pt shot from 23 ft
5:37.0,Defensive rebound by L. Nogueira,,82-89,,
5:29.0,Shooting foul by E. Fournier (drawn by J. Valanciunas),,82-89,,
5:29.0,J. Valanciunas makes free throw 1 of 2,1,83-89,,
5:29.0,J. Valanciunas makes free throw 2 of 2,1,84-89,,
5:29.0,C. Joseph enters the game for F. VanVleet,,83-89,,
5:09.0,,,84-89,,S. Ibaka misses 2-pt shot from 6 ft
5:07.0,Defensive rebound by C. Joseph,,84-89,,
4:54.0,K. Lowry misses 2-pt shot from 7 ft,,84-89,,
4:53.0,,,84-89,,Defensive rebound by S. Ibaka
4:34.0,,,84-89,,Turnover by N. Vucevic (traveling)
4:17.0,J. Valanciunas misses 2-pt shot from 11 ft,,84-89,,
4:16.0,,,84-89,,Defensive rebound by S. Ibaka
3:55.0,,,84-91,2,E. Fournier makes 2-pt shot from 5 ft
3:32.0,K. Lowry makes 3-pt shot from 27 ft,3,87-91,,
3:31.0,,,87-91,,Orlando full timeout
3:10.0,,,87-91,,C. Watson misses 3-pt shot from 26 ft
3:08.0,Defensive rebound by J. Valanciunas,,87-91,,
2:56.0,K. Lowry misses 3-pt shot from 25 ft,,87-91,,
