time,Cleveland,pts.away,score,pts.home,Golden State
5:42.0,,,79-115,2,K. Thompson makes 2-pt shot from 19 ft (assist by S. Livingston)
5:29.0,K. Felder makes 2-pt shot from 12 ft,2,81-115,,
5:19.0,,,81-117,2,S. Livingston makes 2-pt shot from 14 ft
5:01.0,K. Felder misses 3-pt shot from 25 ft,,81-117,,
5:00.0,,,81-117,,Defensive rebound by K. Thompson
4:47.0,,,81-119,2,S. Livingston makes 2-pt shot from 15 ft
4:41.0,,,81-119,,Personal take foul by K. Thompson (drawn by J. McRae)
4:41.0,,,81-119,,J. McAdoo enters the game for D. West
4:41.0,,,81-119,,P. McCaw enters the game for K. Thompson
4:41.0,R. Jefferson enters the game for C. Frye,,81-119,,
4:33.0,J. McRae misses 3-pt shot from 26 ft,,81-119,,
4:33.0,,,81-119,,Defensive rebound by P. McCaw
4:21.0,,,81-119,,Turnover by I. Clark (bad pass)
4:09.0,R. Jefferson misses 2-pt shot from 19 ft,,81-119,,
4:09.0,Offensive rebound by D. Liggins,,81-119,,
3:55.0,R. Jefferson misses 3-pt shot from 25 ft,,81-119,,
3:55.0,,,81-119,,Defensive rebound by I. Clark
3:49.0,Personal foul by J. Jones (drawn by I. Clark),,81-119,,
3:49.0,,,81-119,,I. Clark misses free throw 1 of 2
3:49.0,,,81-119,,Offensive rebound by Team
3:49.0,Cleveland full timeout,,81-119,,
3:49.0,,,81-119,,I. Clark misses free throw 2 of 2
3:49.0,,,81-119,,J. McGee enters the game for S. Livingston
3:48.0,,,81-119,,Offensive rebound by K. Looney
3:48.0,,,81-119,,Shooting foul by R. Jefferson (drawn by K. Looney)
3:48.0,,,81-119,,K. Looney misses free throw 1 of 2
3:48.0,,,81-119,,Offensive rebound by Team
3:48.0,,,81-120,1,K. Looney makes free throw 2 of 2
3:34.0,J. McRae makes 2-pt shot from 19 ft,2,83-120,,
3:22.0,Personal foul by D. Liggins (drawn by P. McCaw),,83-120,,
3:22.0,,,83-121,1,P. McCaw makes free throw 1 of 2
3:22.0,,,83-122,1,P. McCaw makes free throw 2 of 2
3:10.0,J. McRae makes 2-pt shot from 2 ft (assist by K. Felder),2,85-122,,
2:47.0,,,85-122,,Turnover by K. Looney (offensive foul)
2:47.0,,,85-122,,Offensive foul by K. Looney
2:37.0,K. Felder misses 2-pt shot from 2 ft (block by J. McGee),,85-122,,
2:34.0,,,85-122,,Defensive rebound by K. Looney
2:34.0,Personal foul by K. Felder (drawn by I. Clark),,85-122,,
2:34.0,,,85-123,1,I. Clark makes free throw 1 of 2
2:34.0,,,85-124,1,I. Clark makes free throw 2 of 2
2:24.0,K. Felder misses 2-pt shot from 17 ft,,85-124,,
2:23.0,,,85-124,,Defensive rebound by J. McGee
2:09.0,,,85-124,,J. McAdoo misses 2-pt shot from 17 ft
2:08.0,Defensive rebound by Team,,85-124,,
1:48.0,R. Jefferson makes 2-pt shot from 2 ft (assist by K. Felder),2,87-124,,
1:48.0,Shooting foul by J. McGee (drawn by R. Jefferson),,87-124,,
1:48.0,R. Jefferson makes free throw 1 of 1,1,88-124,,
1:31.0,,,88-124,,I. Clark misses 3-pt shot from 26 ft
1:30.0,Defensive rebound by Team,,88-124,,
1:21.0,R. Jefferson misses 3-pt shot from 25 ft,,88-124,,
1:21.0,,,88-124,,Defensive rebound by J. McAdoo
1:19.0,,,88-124,,Turnover by J. McAdoo (bad pass; steal by D. Liggins)
1:14.0,Shooting foul by J. McAdoo (drawn by R. Jefferson),,88-124,,
1:14.0,R. Jefferson misses free throw 1 of 2,,88-124,,
1:14.0,Offensive rebound by Team,,88-124,,
1:14.0,R. Jefferson misses free throw 2 of 2,,88-124,,
1:12.0,,,88-124,,Defensive rebound by I. Clark
1:04.0,,,88-124,,Turnover by I. Clark (bad pass)
0:51.0,R. Jefferson makes 3-pt shot from 24 ft (assist by K. Felder),3,91-124,,
0:37.0,,,91-124,,J. McGee misses 2-pt shot from 8 ft
0:36.0,,,91-124,,Offensive rebound by K. Looney
0:36.0,Personal foul by J. McRae (drawn by K. Looney),,91-124,,
0:36.0,,,91-125,1,K. Looney makes free throw 1 of 2
0:36.0,,,91-126,1,K. Looney makes free throw 2 of 2
0:15.0,K. Felder misses 3-pt shot from 26 ft,,91-126,,
0:15.0,,,91-126,,Defensive rebound by I. Clark
0:00.0,End of 4th quarter,,,,End of 4th quarter
