time,Phoenix,pts.away,score,pts.home,Golden State
2:01.0,,,26-30,,Personal foul by P. McCaw (drawn by A. Len)
2:01.0,Phoenix full timeout,,26-30,,
2:01.0,A. Len makes free throw 1 of 2,1,27-30,,
2:01.0,A. Len makes free throw 2 of 2,1,28-30,,
2:01.0,,,26-30,,K. Durant enters the game for D. Green
1:48.0,,,28-30,,A. Iguodala misses 2-pt shot from 18 ft
1:48.0,,,28-30,,Offensive rebound by J. McGee
1:46.0,,,28-30,,J. McGee misses 2-pt shot from 2 ft
1:46.0,Defensive rebound by Team,,28-30,,
1:46.0,,,28-30,,Loose ball foul by J. McGee (drawn by J. Dudley)
1:24.0,P. Tucker misses 2-pt shot from 1 ft,,28-30,,
1:23.0,Offensive rebound by P. Tucker,,28-30,,
1:22.0,P. Tucker misses 2-pt shot from 1 ft (block by P. McCaw),,28-30,,
1:20.0,,,28-30,,Defensive rebound by A. Iguodala
1:14.0,,,28-32,2,J. McGee makes 2-pt shot at rim (assist by K. Durant)
1:00.0,B. Knight makes 2-pt shot from 1 ft,2,30-32,,
0:38.0,,,30-35,3,S. Curry makes 3-pt shot from 24 ft (assist by K. Durant)
0:30.0,J. Dudley misses 3-pt shot from 26 ft,,30-35,,
0:29.0,,,30-35,,Defensive rebound by Team
0:29.0,Personal foul by A. Len (drawn by J. McGee),,30-35,,
0:29.0,,,30-36,1,J. McGee makes free throw 1 of 2
0:29.0,,,30-37,1,J. McGee makes free throw 2 of 2
0:29.0,,,30-36,,S. Livingston enters the game for S. Curry
0:08.0,E. Bledsoe misses 2-pt shot from 18 ft,,30-37,,
0:07.0,,,30-37,,Defensive rebound by Team
0:07.0,,,30-37,,S. Curry enters the game for S. Livingston
0:07.0,,,30-37,,K. Thompson enters the game for J. McGee
0:07.0,D. Bender enters the game for A. Len,,30-37,,
0:03.0,,,30-37,,S. Curry misses 2-pt shot from 13 ft
0:00.0,,,30-37,,Offensive rebound by A. Iguodala
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,30-39,2,K. Durant makes 2-pt shot from 17 ft
11:27.0,B. Knight misses 2-pt shot from 21 ft,,30-39,,
11:26.0,,,30-39,,Defensive rebound by K. Durant
11:15.0,,,30-41,2,S. Livingston makes 2-pt shot from 10 ft
10:48.0,Turnover by Team (shot clock),,30-41,,
10:34.0,,,30-44,3,K. Thompson makes 3-pt shot from 26 ft (assist by K. Durant)
10:33.0,Phoenix full timeout,,30-44,,
10:20.0,L. Barbosa misses 2-pt shot from 18 ft,,30-44,,
10:20.0,,,30-44,,Defensive rebound by A. Iguodala
9:58.0,,,30-46,2,D. West makes 2-pt shot from 5 ft (assist by A. Iguodala)
9:43.0,A. Len misses 2-pt shot from 2 ft (block by K. Durant),,30-46,,
9:42.0,,,30-46,,Defensive rebound by D. West
9:25.0,,,30-48,2,K. Durant makes 2-pt shot from 2 ft
9:13.0,B. Knight makes 2-pt shot from 2 ft,2,32-48,,
8:50.0,,,32-48,,K. Thompson misses 2-pt shot from 20 ft
8:50.0,Defensive rebound by J. Dudley,,32-48,,
8:32.0,B. Knight misses 3-pt shot from 24 ft,,32-48,,
8:31.0,,,32-48,,Defensive rebound by A. Iguodala
8:26.0,,,32-48,,A. Iguodala misses 2-pt shot from 8 ft
8:24.0,,,32-48,,Offensive rebound by K. Thompson
8:18.0,,,32-50,2,K. Thompson makes 2-pt shot from 16 ft (assist by K. Durant)
8:13.0,Phoenix full timeout,,32-50,,
8:13.0,D. Booker enters the game for J. Dudley,,32-50,,
8:13.0,E. Bledsoe enters the game for B. Knight,,32-50,,
8:13.0,,,32-50,,I. Clark enters the game for A. Iguodala
8:03.0,E. Bledsoe makes 3-pt shot from 26 ft (assist by L. Barbosa),3,35-50,,
7:46.0,,,35-52,2,D. West makes 2-pt shot from 18 ft (assist by K. Durant)
7:24.0,L. Barbosa misses 2-pt shot from 5 ft,,35-52,,
7:23.0,,,35-52,,Defensive rebound by S. Livingston
7:01.0,,,35-54,2,D. West makes 2-pt shot from 17 ft (assist by I. Clark)
6:44.0,E. Bledsoe makes 2-pt shot from 17 ft (assist by A. Len),2,37-54,,
6:29.0,,,37-56,2,K. Thompson makes 2-pt shot from 17 ft (assist by D. West)
6:13.0,E. Bledsoe makes 3-pt shot from 25 ft (assist by D. Booker),3,40-56,,
6:12.0,,,40-56,,Golden State full timeout
6:12.0,,,40-56,,S. Curry enters the game for K. Durant
6:12.0,,,40-56,,D. Green enters the game for K. Thompson
6:12.0,M. Chriss enters the game for A. Len,,40-56,,
6:12.0,P. Tucker enters the game for D. Bender,,40-56,,
6:12.0,T. Chandler enters the game for L. Barbosa,,40-56,,
5:58.0,,,40-58,2,D. West makes 2-pt shot from 18 ft (assist by D. Green)
5:30.0,E. Bledsoe misses 2-pt shot from 22 ft,,40-58,,
5:30.0,,,40-58,,Defensive rebound by I. Clark
5:24.0,,,40-61,3,D. Green makes 3-pt shot from 25 ft (assist by I. Clark)
5:06.0,E. Bledsoe makes 2-pt shot from 10 ft (assist by P. Tucker),2,42-61,,
4:57.0,Personal foul by D. Booker (drawn by S. Curry),,42-61,,
4:51.0,,,42-61,,S. Curry misses 3-pt shot from 28 ft
4:51.0,Defensive rebound by T. Chandler,,42-61,,
4:38.0,P. Tucker misses 3-pt shot from 24 ft,,42-61,,
4:38.0,,,42-61,,Defensive rebound by S. Curry
4:23.0,Personal foul by E. Bledsoe (drawn by D. West),,42-61,,
4:10.0,,,42-61,,Turnover by D. Green (lost ball; steal by T. Chandler)
3:52.0,D. Booker makes 2-pt shot from 2 ft (assist by E. Bledsoe),2,44-61,,
3:41.0,,,44-61,,Turnover by S. Livingston (bad pass)
3:41.0,,,44-61,,K. Durant enters the game for D. West
3:25.0,D. Booker makes 2-pt shot from 14 ft,2,46-61,,
3:18.0,,,46-61,,Golden State full timeout
3:18.0,,,46-61,,A. Iguodala enters the game for S. Livingston
3:18.0,,,46-61,,K. Thompson enters the game for I. Clark
3:13.0,,,46-61,,Turnover by A. Iguodala (bad pass)
2:57.0,D. Booker makes 2-pt shot from 9 ft,2,48-61,,
2:57.0,Shooting foul by D. Green (drawn by D. Booker),,48-61,,
2:57.0,D. Booker makes free throw 1 of 1,1,49-61,,
2:39.0,,,49-61,,K. Thompson misses 2-pt shot from 16 ft
2:38.0,Defensive rebound by T. Chandler,,49-61,,
2:20.0,Offensive foul by T. Chandler,,49-61,,
2:20.0,Turnover by T. Chandler (offensive foul),,49-61,,
2:03.0,,,49-61,,K. Thompson misses 2-pt shot from 19 ft
2:03.0,Defensive rebound by T. Chandler,,49-61,,
1:55.0,P. Tucker misses 3-pt shot from 24 ft,,49-61,,
1:53.0,,,49-61,,Defensive rebound by A. Iguodala
1:45.0,,,49-64,3,K. Thompson makes 3-pt shot from 24 ft (assist by A. Iguodala)
1:26.0,D. Booker makes 2-pt shot from 8 ft,2,51-64,,
1:26.0,Shooting foul by S. Curry (drawn by D. Booker),,51-64,,
1:26.0,D. Booker makes free throw 1 of 1,1,52-64,,
1:03.0,,,52-64,,Turnover by D. Green (bad pass; steal by E. Bledsoe)
0:58.0,E. Bledsoe misses 2-pt shot at rim,,52-64,,
0:58.0,Offensive rebound by P. Tucker,,52-64,,
0:58.0,P. Tucker misses 2-pt shot at rim,,52-64,,
0:58.0,Offensive rebound by P. Tucker,,52-64,,
0:58.0,P. Tucker makes 2-pt shot at rim,2,54-64,,
0:46.0,,,54-64,,D. Green misses 3-pt shot from 26 ft
0:46.0,Defensive rebound by E. Bledsoe,,54-64,,
0:40.0,E. Bledsoe makes 3-pt shot from 28 ft (assist by T. Chandler),3,57-64,,
0:29.0,,,57-66,2,S. Curry makes 2-pt shot from 2 ft
0:08.0,E. Bledsoe misses 2-pt shot from 23 ft,,57-66,,
0:05.0,Offensive rebound by T. Chandler,,57-66,,
0:03.0,E. Bledsoe misses 3-pt shot from 28 ft,,57-66,,
0:01.0,Offensive rebound by P. Tucker,,57-66,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,57-68,2,Z. Pachulia makes 2-pt shot from 2 ft (assist by K. Durant)
11:49.0,,,57-68,,Shooting foul by M. Chriss (drawn by Z. Pachulia)
11:49.0,,,57-68,,Z. Pachulia misses free throw 1 of 1
11:47.0,Defensive rebound by M. Chriss,,57-68,,
11:31.0,D. Booker misses 2-pt shot from 7 ft (block by K. Thompson),,57-68,,
11:29.0,Offensive rebound by D. Booker,,57-68,,
11:26.0,E. Bledsoe makes 3-pt shot from 23 ft (assist by D. Booker),3,60-68,,
11:16.0,,,60-68,,Turnover by S. Curry (lost ball)
11:00.0,E. Bledsoe misses 2-pt shot from 12 ft,,60-68,,
11:00.0,,,60-68,,Defensive rebound by Z. Pachulia
10:54.0,,,60-70,2,K. Thompson makes 2-pt shot from 1 ft (assist by D. Green)
10:40.0,Turnover by D. Booker (lost ball; steal by Z. Pachulia),,60-70,,
10:37.0,Loose ball foul by D. Booker (drawn by Z. Pachulia),,60-70,,
10:29.0,,,60-70,,S. Curry misses 3-pt shot from 26 ft
10:28.0,Defensive rebound by E. Bledsoe,,60-70,,
10:11.0,Turnover by T. Chandler (bad pass),,60-70,,
10:11.0,Personal foul by P. Tucker (drawn by K. Durant),,60-70,,
10:11.0,Technical foul by P. Tucker (drawn by K. Durant),,60-70,,
10:11.0,,,60-71,1,S. Curry makes technical free throw
10:11.0,J. Dudley enters the game for M. Chriss,,60-71,,
10:02.0,,,60-71,,K. Durant misses 2-pt shot from 1 ft
10:02.0,Defensive rebound by T. Chandler,,60-71,,
9:54.0,J. Dudley misses 3-pt shot from 24 ft,,60-71,,
9:52.0,Offensive rebound by T. Chandler,,60-71,,
9:52.0,T. Chandler makes 2-pt shot from 1 ft,2,62-71,,
9:39.0,,,62-73,2,Z. Pachulia makes 2-pt shot from 2 ft (assist by S. Curry)
9:22.0,D. Booker misses 2-pt shot from 20 ft,,62-73,,
9:22.0,,,62-73,,Defensive rebound by Team
9:22.0,Loose ball foul by T. Chandler (drawn by D. Green),,62-73,,
9:14.0,Violation by E. Bledsoe (def goaltending),,62-73,,
9:14.0,,,62-75,2,S. Curry makes 2-pt shot from 1 ft (assist by D. Green)
8:57.0,J. Dudley makes 2-pt shot from 23 ft (assist by D. Booker),2,64-75,,
8:41.0,,,64-78,3,K. Thompson makes 3-pt shot from 23 ft (assist by D. Green)
8:19.0,J. Dudley misses 2-pt shot from 4 ft,,64-78,,
8:19.0,,,64-78,,Defensive rebound by Z. Pachulia
8:14.0,,,64-78,,K. Thompson misses 2-pt shot from 2 ft
8:14.0,Defensive rebound by Team,,64-78,,
8:00.0,E. Bledsoe misses 3-pt shot from 25 ft,,64-78,,
8:00.0,,,64-78,,Defensive rebound by K. Durant
7:48.0,,,64-81,3,S. Curry makes 3-pt shot from 26 ft
7:42.0,Phoenix full timeout,,64-81,,
7:27.0,P. Tucker misses 3-pt shot from 24 ft,,64-81,,
7:24.0,,,64-81,,Defensive rebound by D. Green
7:18.0,,,64-81,,Turnover by K. Thompson (lost ball; steal by E. Bledsoe)
7:12.0,Turnover by J. Dudley (bad pass; steal by K. Thompson),,64-81,,
7:07.0,,,64-83,2,K. Durant makes 2-pt shot at rim (assist by K. Thompson)
6:45.0,Turnover by D. Booker (bad pass; steal by D. Green),,64-83,,
6:38.0,,,64-83,,Turnover by D. Green (bad pass)
6:38.0,D. Bender enters the game for J. Dudley,,64-83,,
6:23.0,Turnover by T. Chandler (3 sec),,64-83,,
6:09.0,,,64-83,,Turnover by S. Curry (bad pass; steal by P. Tucker)
5:57.0,D. Bender misses 3-pt shot from 23 ft,,64-83,,
5:56.0,Offensive rebound by T. Chandler,,64-83,,
5:51.0,P. Tucker makes 3-pt shot from 26 ft (assist by T. Chandler),3,67-83,,
5:42.0,Personal foul by P. Tucker (drawn by K. Durant),,67-83,,
5:42.0,,,67-84,1,K. Durant makes free throw 1 of 2
5:42.0,,,67-85,1,K. Durant makes free throw 2 of 2
5:42.0,B. Knight enters the game for D. Booker,,67-84,,
5:35.0,Turnover by B. Knight (bad pass; steal by Z. Pachulia),,67-85,,
5:28.0,,,67-88,3,K. Thompson makes 3-pt shot from 27 ft (assist by K. Durant)
5:13.0,Turnover by B. Knight (lost ball; steal by D. Green),,67-88,,
5:07.0,,,67-88,,K. Thompson misses 3-pt shot from 26 ft
5:07.0,,,67-88,,Offensive rebound by D. Green
4:57.0,,,67-88,,Turnover by Z. Pachulia (bad pass; steal by E. Bledsoe)
4:52.0,E. Bledsoe misses 2-pt shot from 1 ft (block by K. Durant),,67-88,,
4:51.0,,,67-88,,Defensive rebound by K. Durant
4:43.0,,,67-91,3,S. Curry makes 3-pt shot from 26 ft (assist by D. Green)
4:42.0,Phoenix full timeout,,67-91,,
4:42.0,D. Bender enters the game for T. Chandler,,67-91,,
4:42.0,A. Len enters the game for D. Bender,,67-91,,
4:42.0,,,67-91,,A. Iguodala enters the game for K. Durant
4:42.0,,,67-91,,J. McGee enters the game for Z. Pachulia
4:22.0,E. Bledsoe makes 2-pt shot from 18 ft,2,69-91,,
4:14.0,Personal foul by E. Bledsoe (drawn by S. Curry),,69-91,,
4:14.0,,,69-92,1,S. Curry makes free throw 1 of 2
4:14.0,,,69-93,1,S. Curry makes free throw 2 of 2
4:02.0,E. Bledsoe makes 2-pt shot from 15 ft,2,71-93,,
3:46.0,,,71-95,2,S. Curry makes 2-pt shot from 10 ft (assist by D. Green)
3:46.0,,,71-95,,Shooting foul by P. Tucker (drawn by S. Curry)
3:46.0,,,71-96,1,S. Curry makes free throw 1 of 1
3:46.0,,,71-95,,I. Clark enters the game for K. Thompson
3:35.0,E. Bledsoe misses 3-pt shot from 26 ft,,71-96,,
3:34.0,,,71-96,,Defensive rebound by A. Iguodala
3:29.0,Personal foul by B. Knight (drawn by I. Clark),,71-96,,
3:29.0,,,71-96,,I. Clark misses free throw 1 of 2
3:29.0,,,71-96,,Offensive rebound by Team
3:29.0,,,71-97,1,I. Clark makes free throw 2 of 2
3:21.0,,,71-97,,Personal foul by J. McGee (drawn by B. Knight)
3:17.0,Offensive foul by B. Knight,,71-97,,
3:17.0,Turnover by B. Knight (offensive foul),,71-97,,
3:05.0,,,71-97,,S. Curry misses 2-pt shot from 9 ft
3:05.0,Defensive rebound by A. Len,,71-97,,
3:00.0,Turnover by A. Len (lost ball; steal by D. Green),,71-97,,
3:00.0,Personal foul by P. Tucker (drawn by D. Green),,71-97,,
3:00.0,,,71-98,1,D. Green makes free throw 1 of 2
3:00.0,,,71-98,,D. Green misses free throw 2 of 2
2:57.0,Defensive rebound by P. Tucker,,71-98,,
2:38.0,A. Len misses 2-pt shot from 11 ft,,71-98,,
2:37.0,,,71-98,,Defensive rebound by D. Green
2:30.0,,,71-101,3,S. Curry makes 3-pt shot from 26 ft (assist by D. Green)
2:22.0,,,71-101,,Personal foul by I. Clark (drawn by E. Bledsoe)
2:12.0,D. Bender makes 3-pt shot from 27 ft (assist by P. Tucker),3,74-101,,
2:00.0,,,74-101,,Turnover by D. Green (traveling)
1:49.0,Shooting foul by D. Green (drawn by A. Len),,74-101,,
1:49.0,A. Len misses free throw 1 of 2,,74-101,,
1:49.0,Offensive rebound by Team,,74-101,,
1:49.0,A. Len makes free throw 2 of 2,1,75-101,,
1:49.0,D. Booker enters the game for P. Tucker,,74-101,,
1:36.0,,,75-103,2,S. Curry makes 2-pt shot from 5 ft
1:36.0,,,75-103,,Shooting foul by A. Len (drawn by S. Curry)
1:36.0,,,75-104,1,S. Curry makes free throw 1 of 1
1:28.0,Shooting foul by D. Green (drawn by B. Knight),,75-104,,
1:28.0,B. Knight makes free throw 1 of 2,1,76-104,,
1:28.0,B. Knight makes free throw 2 of 2,1,77-104,,
1:17.0,,,77-104,,D. Green misses 3-pt shot from 27 ft
1:16.0,Defensive rebound by E. Bledsoe,,77-104,,
1:09.0,D. Booker makes 3-pt shot from 26 ft (assist by E. Bledsoe),3,80-104,,
0:53.0,,,80-106,2,I. Clark makes 2-pt shot from 2 ft (assist by A. Iguodala)
0:44.0,B. Knight makes 2-pt shot from 3 ft (assist by D. Booker),2,82-106,,
0:34.0,,,82-108,2,J. McGee makes 2-pt shot at rim (assist by D. Green)
0:16.0,D. Booker makes 2-pt shot from 13 ft (assist by B. Knight),2,84-108,,
0:02.0,,,84-108,,S. Curry misses 2-pt shot from 10 ft
0:00.0,Defensive rebound by D. Bender,,84-108,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,84-108,,Personal foul by K. Durant (drawn by A. Len)
11:47.0,,,84-108,,Technical foul by K. Durant (drawn by A. Len)
11:47.0,D. Booker makes technical free throw,1,85-108,,
11:33.0,B. Knight misses 2-pt shot from 6 ft,,85-108,,
11:33.0,,,85-108,,Defensive rebound by D. West
11:10.0,,,85-111,3,A. Iguodala makes 3-pt shot from 27 ft (assist by D. West)
10:46.0,D. Booker misses 2-pt shot from 12 ft (block by K. Durant),,85-111,,
10:46.0,Offensive rebound by Team,,85-111,,
10:45.0,Shooting foul by A. Iguodala (drawn by D. Booker),,85-111,,
10:45.0,D. Booker misses free throw 1 of 2,,85-111,,
10:45.0,Offensive rebound by Team,,85-111,,
10:45.0,D. Booker makes free throw 2 of 2,1,86-111,,
10:45.0,M. Chriss enters the game for A. Len,,85-111,,
10:24.0,,,86-111,,S. Livingston misses 2-pt shot from 16 ft
10:24.0,Defensive rebound by B. Knight,,86-111,,
10:17.0,T. Ulis makes 3-pt shot from 26 ft (assist by B. Knight),3,89-111,,
10:01.0,,,89-113,2,K. Thompson makes 2-pt shot from 1 ft
9:46.0,,,89-113,,Personal foul by S. Livingston (drawn by M. Chriss)
9:38.0,D. Booker misses 2-pt shot from 16 ft,,89-113,,
9:37.0,Offensive rebound by M. Chriss,,89-113,,
9:37.0,M. Chriss makes 2-pt shot at rim,2,91-113,,
9:19.0,,,91-113,,Shooting foul by M. Chriss (drawn by K. Durant)
9:19.0,,,91-114,1,K. Durant makes free throw 1 of 3
9:19.0,,,91-115,1,K. Durant makes free throw 2 of 3
9:19.0,,,91-116,1,K. Durant makes free throw 3 of 3
9:06.0,D. Bender makes 3-pt shot from 25 ft (assist by D. Booker),3,94-116,,
8:52.0,,,94-116,,Offensive foul by K. Thompson
8:52.0,,,94-116,,Turnover by K. Thompson (offensive foul)
8:52.0,Official timeout,,94-116,,
8:33.0,D. Bender makes 2-pt shot from 3 ft (assist by T. Ulis),2,96-116,,
8:13.0,,,96-116,,Shooting foul by D. Booker (drawn by K. Durant)
8:13.0,,,96-117,1,K. Durant makes free throw 1 of 2
8:13.0,,,96-118,1,K. Durant makes free throw 2 of 2
8:03.0,,,96-118,,Personal foul by A. Iguodala (drawn by D. Booker)
7:51.0,D. Booker misses 3-pt shot from 25 ft,,96-118,,
7:51.0,,,96-118,,Defensive rebound by K. Thompson
7:43.0,,,96-118,,D. West misses 2-pt shot from 12 ft (block by D. Bender)
7:42.0,,,96-118,,Offensive rebound by Team
7:41.0,Loose ball foul by T. Ulis (drawn by K. Durant),,96-118,,
7:35.0,,,96-118,,K. Thompson misses 2-pt shot from 12 ft
7:34.0,Defensive rebound by M. Chriss,,96-118,,
7:31.0,M. Chriss misses 3-pt shot from 26 ft,,96-118,,
7:30.0,,,96-118,,Defensive rebound by S. Livingston
7:17.0,,,96-120,2,D. West makes 2-pt shot at rim (assist by K. Thompson)
7:03.0,Shooting foul by D. West (drawn by M. Chriss),,96-120,,
7:03.0,M. Chriss makes free throw 1 of 2,1,97-120,,
7:03.0,M. Chriss makes free throw 2 of 2,1,98-120,,
7:03.0,,,97-120,,I. Clark enters the game for A. Iguodala
6:56.0,,,98-122,2,S. Livingston makes 2-pt shot from 9 ft
6:56.0,,,98-122,,Shooting foul by M. Chriss (drawn by S. Livingston)
6:56.0,,,98-122,,S. Livingston misses free throw 1 of 1
6:56.0,Defensive rebound by D. Bender,,98-122,,
6:56.0,,,98-122,,K. Looney enters the game for D. West
6:29.0,T. Ulis misses 2-pt shot from 18 ft,,98-122,,
6:29.0,,,98-122,,Defensive rebound by K. Durant
6:27.0,,,98-122,,Turnover by K. Durant (bad pass)
6:15.0,B. Knight makes 2-pt shot from 3 ft,2,100-122,,
5:58.0,,,100-122,,Shooting foul by D. Booker (drawn by K. Durant)
5:58.0,,,100-122,,Golden State full timeout
5:58.0,,,100-123,1,K. Durant makes free throw 1 of 2
5:58.0,,,100-124,1,K. Durant makes free throw 2 of 2
5:41.0,B. Knight misses 3-pt shot from 29 ft,,100-124,,
5:40.0,,,100-124,,Defensive rebound by K. Thompson
5:24.0,,,100-126,2,K. Looney makes 2-pt shot from 2 ft (assist by K. Thompson)
5:14.0,M. Chriss misses 3-pt shot from 25 ft,,100-126,,
5:14.0,,,100-126,,Defensive rebound by S. Livingston
5:05.0,,,100-128,2,I. Clark makes 2-pt shot from 1 ft
4:57.0,D. Bender misses 3-pt shot from 26 ft,,100-128,,
4:56.0,Offensive rebound by T. Ulis,,100-128,,
4:42.0,M. Chriss misses 3-pt shot from 23 ft,,100-128,,
4:42.0,,,100-128,,Defensive rebound by S. Livingston
4:36.0,,,100-128,,Golden State full timeout
4:36.0,,,100-128,,P. McCaw enters the game for K. Durant
4:36.0,,,100-128,,A. Varejao enters the game for K. Thompson
4:29.0,Personal foul by T. Ulis (drawn by I. Clark),,100-128,,
4:29.0,,,100-129,1,I. Clark makes free throw 1 of 2
