time,San Antonio,pts.away,score,pts.home,New Orleans
6:42.0,D. Lee misses 2-pt shot from 3 ft (block by A. Davis),,10-6,,
6:40.0,,,10-6,,Defensive rebound by S. Hill
6:36.0,,,10-6,,B. Hield misses 2-pt shot from 1 ft (block by T. Parker)
6:34.0,,,10-6,,Offensive rebound by S. Hill
6:25.0,,,10-6,,J. Holiday misses 3-pt shot from 25 ft
6:25.0,Defensive rebound by L. Aldridge,,10-6,,
6:16.0,Turnover by T. Parker (lost ball; steal by A. Davis),,10-6,,
6:09.0,,,10-8,2,B. Hield makes 2-pt shot from 1 ft (assist by J. Holiday)
5:49.0,K. Leonard misses 2-pt shot from 12 ft,,10-8,,
5:49.0,Offensive rebound by D. Lee,,10-8,,
5:46.0,D. Lee makes 2-pt shot from 1 ft,2,12-8,,
5:33.0,,,12-10,2,J. Holiday makes 2-pt shot from 15 ft
5:32.0,San Antonio full timeout,,12-10,,
5:32.0,,,12-10,,D. Motiejunas enters the game for S. Hill
5:32.0,,,12-10,,T. Evans enters the game for B. Hield
5:32.0,K. Anderson enters the game for K. Leonard,,12-10,,
5:32.0,P. Mills enters the game for D. Lee,,12-10,,
5:32.0,M. Ginobili enters the game for D. Green,,12-10,,
5:32.0,D. Bertans enters the game for T. Parker,,12-10,,
5:10.0,P. Mills makes 3-pt shot from 25 ft (assist by M. Ginobili),3,15-10,,
4:53.0,,,15-10,,D. Cunningham misses 3-pt shot from 24 ft
4:53.0,Defensive rebound by L. Aldridge,,15-10,,
4:40.0,L. Aldridge misses 2-pt shot from 20 ft,,15-10,,
4:39.0,,,15-10,,Defensive rebound by A. Davis
4:16.0,,,15-12,2,J. Holiday makes 2-pt shot from 13 ft
4:09.0,D. Bertans misses 2-pt shot from 1 ft (block by D. Motiejunas),,15-12,,
4:07.0,,,15-12,,Defensive rebound by D. Cunningham
3:58.0,,,15-12,,Shooting foul by D. Bertans (drawn by J. Holiday)
3:58.0,,,15-14,2,J. Holiday makes 2-pt shot from 5 ft (assist by D. Motiejunas)
3:58.0,,,15-14,,J. Holiday misses free throw 1 of 1
3:58.0,D. Dedmon enters the game for L. Aldridge,,15-14,,
3:56.0,Defensive rebound by D. Dedmon,,15-14,,
3:50.0,,,15-14,,Personal foul by T. Evans (drawn by K. Anderson)
3:37.0,P. Mills misses 3-pt shot from 23 ft,,15-14,,
3:36.0,,,15-14,,Defensive rebound by D. Motiejunas
3:27.0,,,15-14,,T. Evans misses 3-pt shot from 27 ft
3:27.0,Defensive rebound by K. Anderson,,15-14,,
3:18.0,D. Bertans misses 3-pt shot from 25 ft,,15-14,,
3:17.0,,,15-14,,Defensive rebound by D. Cunningham
3:05.0,,,15-14,,A. Davis misses 2-pt shot from 6 ft
3:05.0,,,15-14,,Offensive rebound by A. Davis
3:02.0,,,15-14,,A. Davis misses 2-pt shot from 2 ft
3:00.0,,,15-14,,Offensive rebound by D. Motiejunas
2:56.0,,,15-14,,T. Evans misses 2-pt shot from 2 ft (block by K. Anderson)
2:55.0,Defensive rebound by D. Dedmon,,15-14,,
2:52.0,Turnover by K. Anderson (traveling),,15-14,,
2:35.0,,,15-14,,J. Holiday misses 2-pt shot from 3 ft
2:35.0,Defensive rebound by K. Anderson,,15-14,,
2:25.0,P. Mills misses 2-pt shot from 15 ft (block by J. Holiday),,15-14,,
2:23.0,,,15-14,,Defensive rebound by J. Holiday
2:19.0,,,15-16,2,T. Evans makes 2-pt shot at rim (assist by J. Holiday)
2:02.0,M. Ginobili misses 2-pt shot from 1 ft,,15-16,,
2:02.0,,,15-16,,Defensive rebound by A. Davis
1:46.0,,,15-16,,D. Motiejunas misses 2-pt shot from 5 ft
1:45.0,,,15-16,,Offensive rebound by A. Davis
1:45.0,,,15-18,2,A. Davis makes 2-pt shot from 3 ft
1:34.0,M. Ginobili misses 2-pt shot from 12 ft (block by D. Motiejunas),,15-18,,
1:33.0,,,15-18,,Defensive rebound by A. Davis
1:18.0,,,15-21,3,D. Motiejunas makes 3-pt shot from 23 ft (assist by T. Evans)
1:01.0,D. Bertans makes 3-pt shot from 26 ft (assist by D. Dedmon),3,18-21,,
0:45.0,,,18-21,,Shooting foul by D. Bertans (drawn by A. Davis)
0:45.0,,,18-22,1,A. Davis makes free throw 1 of 2
0:45.0,,,18-23,1,A. Davis makes free throw 2 of 2
0:45.0,,,18-22,,E. Moore enters the game for J. Holiday
0:45.0,,,18-22,,S. Hill enters the game for D. Cunningham
0:33.0,M. Ginobili makes 2-pt shot from 10 ft,2,20-23,,
0:18.0,,,20-23,,D. Motiejunas misses 3-pt shot from 27 ft
0:16.0,,,20-23,,Offensive rebound by S. Hill
0:04.0,,,20-23,,A. Davis misses 3-pt shot from 26 ft
0:02.0,Defensive rebound by D. Dedmon,,20-23,,
0:00.0,K. Anderson misses 3-pt shot from 62 ft,,20-23,,
0:00.0,Offensive rebound by Team,,20-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,D. Bertans makes 3-pt shot from 25 ft (assist by P. Mills),3,23-23,,
11:35.0,,,23-23,,Shooting foul by P. Mills (drawn by T. Jones)
11:35.0,,,23-24,1,T. Jones makes free throw 1 of 2
11:35.0,,,23-25,1,T. Jones makes free throw 2 of 2
11:18.0,Turnover by M. Ginobili (bad pass; steal by E. Moore),,23-25,,
11:11.0,,,23-27,2,D. Motiejunas makes 2-pt shot from 2 ft (assist by T. Evans)
10:57.0,Turnover by K. Leonard (bad pass; steal by D. Motiejunas),,23-27,,
10:51.0,,,23-27,,T. Evans misses 2-pt shot from 2 ft
10:49.0,Defensive rebound by K. Leonard,,23-27,,
10:43.0,M. Ginobili makes 3-pt shot from 25 ft (assist by K. Leonard),3,26-27,,
10:27.0,,,26-29,2,T. Jones makes 2-pt shot from 2 ft
10:14.0,K. Leonard makes 2-pt shot from 7 ft,2,28-29,,
9:57.0,,,28-29,,E. Moore misses 2-pt shot from 14 ft
9:56.0,Defensive rebound by K. Leonard,,28-29,,
9:47.0,K. Leonard makes 3-pt shot from 27 ft,3,31-29,,
9:24.0,,,31-32,3,S. Hill makes 3-pt shot from 26 ft (assist by T. Evans)
9:24.0,San Antonio full timeout,,31-32,,
9:24.0,T. Parker enters the game for D. Bertans,,31-32,,
9:24.0,D. Green enters the game for M. Ginobili,,31-32,,
9:24.0,L. Aldridge enters the game for P. Mills,,31-32,,
9:24.0,D. Lee enters the game for D. Dedmon,,31-32,,
9:01.0,K. Leonard misses 2-pt shot from 12 ft,,31-32,,
9:01.0,,,31-32,,Defensive rebound by S. Hill
8:40.0,,,31-34,2,T. Jones makes 2-pt shot from 2 ft (assist by E. Moore)
8:40.0,,,31-34,,Shooting foul by D. Green (drawn by T. Jones)
8:40.0,,,31-34,,T. Jones misses free throw 1 of 1
8:40.0,,,31-34,,J. Holiday enters the game for T. Evans
8:39.0,Defensive rebound by L. Aldridge,,31-34,,
8:19.0,L. Aldridge makes 2-pt shot from 20 ft (assist by K. Leonard),2,33-34,,
7:56.0,,,33-36,2,J. Holiday makes 2-pt shot from 18 ft
7:35.0,K. Leonard makes 2-pt shot from 13 ft,2,35-36,,
7:35.0,Shooting foul by D. Motiejunas (drawn by K. Leonard),,35-36,,
7:35.0,K. Leonard makes free throw 1 of 1,1,36-36,,
7:20.0,,,36-38,2,J. Holiday makes 2-pt shot from 5 ft (assist by E. Moore)
7:03.0,D. Lee makes 2-pt shot at rim (assist by K. Leonard),2,38-38,,
6:44.0,,,38-38,,T. Jones misses 2-pt shot from 4 ft
6:44.0,Defensive rebound by D. Green,,38-38,,
6:38.0,Shooting foul by S. Hill (drawn by T. Parker),,38-38,,
6:38.0,T. Parker makes free throw 1 of 2,1,39-38,,
6:38.0,T. Parker makes free throw 2 of 2,1,40-38,,
6:38.0,,,39-38,,A. Davis enters the game for D. Motiejunas
6:38.0,,,39-38,,D. Cunningham enters the game for S. Hill
6:24.0,,,40-38,,J. Holiday misses 2-pt shot from 2 ft
6:24.0,Defensive rebound by D. Lee,,40-38,,
6:14.0,T. Parker misses 2-pt shot from 12 ft,,40-38,,
6:14.0,Offensive rebound by D. Lee,,40-38,,
6:14.0,Shooting foul by T. Jones (drawn by D. Lee),,40-38,,
6:14.0,D. Lee makes free throw 1 of 2,1,41-38,,
6:14.0,D. Lee makes free throw 2 of 2,1,42-38,,
6:14.0,K. Anderson enters the game for K. Leonard,,41-38,,
5:56.0,,,42-40,2,T. Jones makes 2-pt shot from 3 ft (assist by J. Holiday)
5:30.0,D. Green misses 3-pt shot from 25 ft,,42-40,,
5:29.0,,,42-40,,Defensive rebound by A. Davis
5:19.0,Personal foul by L. Aldridge (drawn by A. Davis),,42-40,,
5:19.0,Official timeout,,42-40,,
5:19.0,,,42-40,,L. Galloway enters the game for E. Moore
5:08.0,,,42-40,,Turnover by A. Davis (lost ball)
4:52.0,L. Aldridge misses 2-pt shot from 19 ft,,42-40,,
4:51.0,,,42-40,,Defensive rebound by A. Davis
4:33.0,,,42-42,2,D. Cunningham makes 2-pt shot at rim (assist by J. Holiday)
4:11.0,L. Aldridge makes 2-pt shot from 13 ft,2,44-42,,
3:52.0,K. Leonard enters the game for K. Anderson,,44-42,,
3:46.0,,,44-42,,A. Davis misses 2-pt shot from 15 ft
3:46.0,Defensive rebound by D. Lee,,44-42,,
3:29.0,L. Aldridge misses 2-pt shot from 9 ft,,44-42,,
3:29.0,,,44-42,,Defensive rebound by T. Jones
3:23.0,,,44-42,,Turnover by A. Davis (offensive foul)
3:23.0,,,44-42,,Offensive foul by A. Davis
3:23.0,P. Mills enters the game for T. Parker,,44-42,,
3:03.0,D. Lee makes 2-pt shot at rim (assist by D. Green),2,46-42,,
2:51.0,,,46-42,,Turnover by J. Holiday (bad pass; steal by P. Mills)
2:46.0,Shooting foul by L. Galloway (drawn by K. Leonard),,46-42,,
2:46.0,,,46-42,,New Orleans full timeout
2:46.0,K. Leonard makes free throw 1 of 2,1,47-42,,
2:46.0,K. Leonard makes free throw 2 of 2,1,48-42,,
2:46.0,,,46-42,,D. Motiejunas enters the game for T. Jones
2:25.0,Personal foul by K. Leonard (drawn by A. Davis),,48-42,,
2:25.0,M. Ginobili enters the game for D. Green,,48-42,,
2:15.0,,,48-44,2,A. Davis makes 2-pt shot at rim (assist by D. Motiejunas)
2:02.0,L. Aldridge misses 2-pt shot from 22 ft,,48-44,,
2:01.0,Offensive rebound by D. Lee,,48-44,,
1:59.0,K. Leonard misses 3-pt shot from 25 ft,,48-44,,
1:58.0,Offensive rebound by L. Aldridge,,48-44,,
1:58.0,L. Aldridge misses 2-pt shot from 2 ft,,48-44,,
1:55.0,,,48-44,,Defensive rebound by A. Davis
1:50.0,,,48-44,,Turnover by A. Davis (lost ball; steal by M. Ginobili)
1:44.0,P. Mills misses 3-pt shot from 26 ft,,48-44,,
1:40.0,Offensive rebound by D. Lee,,48-44,,
1:40.0,D. Lee makes 2-pt shot from 1 ft,2,50-44,,
1:33.0,,,50-46,2,D. Motiejunas makes 2-pt shot from 2 ft (assist by J. Holiday)
1:11.0,,,50-46,,Shooting block foul by A. Davis (drawn by K. Leonard)
1:11.0,K. Leonard makes free throw 1 of 2,1,51-46,,
1:11.0,K. Leonard makes free throw 2 of 2,1,52-46,,
1:11.0,,,50-46,,T. Jones enters the game for A. Davis
1:11.0,D. Bertans enters the game for D. Lee,,50-46,,
1:11.0,,,51-46,,S. Hill enters the game for T. Jones
1:02.0,,,52-46,,Turnover by J. Holiday (bad pass; steal by P. Mills)
0:55.0,P. Mills misses 2-pt shot from 2 ft,,52-46,,
0:54.0,,,52-46,,Defensive rebound by D. Motiejunas
0:48.0,,,52-46,,L. Galloway misses 3-pt shot from 25 ft
0:46.0,Defensive rebound by L. Aldridge,,52-46,,
0:39.0,M. Ginobili makes 2-pt shot from 2 ft (assist by P. Mills),2,54-46,,
0:32.0,,,54-46,,J. Holiday misses 2-pt shot from 16 ft
0:31.0,Defensive rebound by L. Aldridge,,54-46,,
0:09.0,K. Leonard misses 2-pt shot from 3 ft,,54-46,,
0:09.0,Offensive rebound by L. Aldridge,,54-46,,
0:09.0,Shooting foul by D. Motiejunas (drawn by L. Aldridge),,54-46,,
0:09.0,L. Aldridge makes free throw 1 of 2,1,55-46,,
0:09.0,L. Aldridge misses free throw 2 of 2,,55-46,,
0:09.0,D. Green enters the game for D. Bertans,,55-46,,
0:09.0,,,55-46,,E. Moore enters the game for D. Cunningham
0:08.0,Offensive rebound by K. Leonard,,55-46,,
0:08.0,,,55-46,,Loose ball foul by L. Galloway (drawn by K. Leonard)
0:08.0,K. Leonard makes free throw 1 of 2,1,56-46,,
0:08.0,K. Leonard makes free throw 2 of 2,1,57-46,,
0:02.0,,,57-48,2,J. Holiday makes 2-pt shot from 9 ft
0:00.0,K. Leonard misses 3-pt shot from 39 ft,,57-48,,
0:00.0,Offensive rebound by Team,,57-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,L. Aldridge misses 2-pt shot from 20 ft,,57-48,,
11:43.0,,,57-48,,Defensive rebound by J. Holiday
11:29.0,,,57-50,2,D. Cunningham makes 2-pt shot at rim (assist by J. Holiday)
11:11.0,D. Green misses 3-pt shot from 23 ft,,57-50,,
11:11.0,,,57-50,,Defensive rebound by A. Davis
10:45.0,,,57-50,,D. Cunningham misses 3-pt shot from 24 ft
10:45.0,Defensive rebound by L. Aldridge,,57-50,,
10:39.0,Shooting foul by S. Hill (drawn by T. Parker),,57-50,,
10:39.0,T. Parker misses free throw 1 of 2,,57-50,,
10:39.0,Offensive rebound by Team,,57-50,,
10:39.0,T. Parker makes free throw 2 of 2,1,58-50,,
10:24.0,,,58-50,,J. Holiday misses 3-pt shot from 24 ft
10:23.0,Defensive rebound by K. Leonard,,58-50,,
10:18.0,,,58-50,,Personal foul by D. Cunningham (drawn by L. Aldridge)
10:03.0,K. Leonard misses 2-pt shot from 7 ft,,58-50,,
10:01.0,Offensive rebound by L. Aldridge,,58-50,,
9:58.0,L. Aldridge misses 2-pt shot from 9 ft,,58-50,,
9:57.0,,,58-50,,Defensive rebound by J. Holiday
9:52.0,,,58-50,,J. Holiday misses 2-pt shot from 3 ft
9:51.0,,,58-50,,Offensive rebound by A. Davis
9:51.0,,,58-52,2,A. Davis makes 2-pt shot at rim
9:51.0,San Antonio full timeout,,58-52,,
9:35.0,L. Aldridge misses 2-pt shot from 8 ft,,58-52,,
9:35.0,,,58-52,,Defensive rebound by A. Davis
9:20.0,,,58-55,3,B. Hield makes 3-pt shot from 26 ft (assist by S. Hill)
9:01.0,K. Leonard makes 2-pt shot from 21 ft,2,60-55,,
8:41.0,,,60-55,,Turnover by B. Hield (lost ball)
8:39.0,Shooting foul by B. Hield (drawn by D. Green),,60-55,,
8:39.0,D. Green makes free throw 1 of 2,1,61-55,,
8:39.0,D. Green makes free throw 2 of 2,1,62-55,,
8:25.0,,,62-55,,B. Hield misses 3-pt shot from 26 ft
8:24.0,Defensive rebound by K. Leonard,,62-55,,
8:08.0,L. Aldridge makes 2-pt shot at rim (assist by D. Green),2,64-55,,
7:55.0,,,64-55,,S. Hill misses 3-pt shot from 25 ft
7:55.0,Defensive rebound by K. Leonard,,64-55,,
7:44.0,Turnover by K. Leonard (bad pass; steal by J. Holiday),,64-55,,
7:37.0,,,64-55,,B. Hield misses 3-pt shot from 24 ft
7:36.0,Defensive rebound by L. Aldridge,,64-55,,
7:13.0,L. Aldridge makes 2-pt shot from 1 ft (assist by K. Leonard),2,66-55,,
6:50.0,,,66-58,3,S. Hill makes 3-pt shot from 27 ft (assist by B. Hield)
6:34.0,Turnover by T. Parker (bad pass; steal by S. Hill),,66-58,,
6:33.0,Personal foul by D. Lee (drawn by B. Hield),,66-58,,
6:33.0,,,66-58,,E. Moore enters the game for B. Hield
6:19.0,,,66-58,,Turnover by A. Davis (bad pass; steal by D. Lee)
6:11.0,T. Parker misses 2-pt shot from 2 ft,,66-58,,
6:09.0,,,66-58,,Defensive rebound by A. Davis
6:06.0,,,66-60,2,J. Holiday makes 2-pt shot at rim (assist by A. Davis)
5:53.0,T. Parker misses 2-pt shot from 8 ft,,66-60,,
5:52.0,,,66-60,,Defensive rebound by A. Davis
5:46.0,Personal foul by D. Lee (drawn by A. Davis),,66-60,,
5:46.0,P. Mills enters the game for T. Parker,,66-60,,
5:33.0,,,66-62,2,E. Moore makes 2-pt shot from 3 ft
5:14.0,K. Leonard makes 2-pt shot from 13 ft,2,68-62,,
5:03.0,,,68-62,,E. Moore misses 3-pt shot from 24 ft
5:02.0,Defensive rebound by D. Lee,,68-62,,
4:56.0,Offensive foul by D. Green,,68-62,,
4:56.0,Turnover by D. Green (offensive foul),,68-62,,
4:56.0,Technical foul by D. Green,,68-62,,
4:56.0,,,68-63,1,A. Davis makes technical free throw
4:56.0,M. Ginobili enters the game for D. Lee,,68-63,,
4:56.0,D. Bertans enters the game for D. Green,,68-63,,
4:39.0,,,68-66,3,J. Holiday makes 3-pt shot from 25 ft
4:19.0,L. Aldridge makes 2-pt shot from 3 ft,2,70-66,,
4:08.0,,,70-68,2,A. Davis makes 2-pt shot from 2 ft (assist by J. Holiday)
4:03.0,Turnover by K. Leonard (discontinued dribble),,70-68,,
4:03.0,K. Anderson enters the game for K. Leonard,,70-68,,
3:49.0,,,70-71,3,E. Moore makes 3-pt shot from 25 ft
3:31.0,,,70-71,,D. Motiejunas enters the game for S. Hill
3:31.0,D. Dedmon enters the game for L. Aldridge,,70-71,,
3:25.0,M. Ginobili misses 2-pt shot from 12 ft,,70-71,,
3:24.0,Offensive rebound by D. Dedmon,,70-71,,
3:24.0,D. Dedmon misses 2-pt shot at rim,,70-71,,
3:23.0,,,70-71,,Defensive rebound by J. Holiday
3:13.0,,,70-71,,Turnover by A. Davis (lost ball; steal by K. Anderson)
3:02.0,D. Bertans makes 2-pt shot from 2 ft (assist by M. Ginobili),2,72-71,,
2:58.0,,,72-71,,Shooting foul by D. Dedmon (drawn by D. Motiejunas)
2:58.0,,,72-73,2,D. Motiejunas makes 2-pt shot from 2 ft (assist by J. Holiday)
2:58.0,,,72-73,,New Orleans full timeout
2:58.0,,,72-74,1,D. Motiejunas makes free throw 1 of 1
2:58.0,J. Anthony enters the game for D. Dedmon,,72-73,,
2:58.0,,,72-73,,T. Jones enters the game for A. Davis
2:50.0,Shooting foul by T. Jones (drawn by K. Anderson),,72-74,,
2:50.0,K. Anderson makes free throw 1 of 2,1,73-74,,
2:50.0,K. Anderson makes free throw 2 of 2,1,74-74,,
2:38.0,,,74-76,2,E. Moore makes 2-pt shot from 11 ft (assist by D. Motiejunas)
2:20.0,D. Bertans misses 3-pt shot from 25 ft,,74-76,,
2:18.0,Offensive rebound by P. Mills,,74-76,,
2:07.0,M. Ginobili misses 2-pt shot from 3 ft,,74-76,,
2:06.0,,,74-76,,Defensive rebound by T. Jones
1:56.0,,,74-78,2,E. Moore makes 2-pt shot from 3 ft (assist by J. Holiday)
1:34.0,D. Bertans makes 3-pt shot from 27 ft (assist by M. Ginobili),3,77-78,,
1:23.0,,,77-81,3,J. Holiday makes 3-pt shot from 28 ft (assist by D. Motiejunas)
1:02.0,Turnover by P. Mills (bad pass; steal by E. Moore),,77-81,,
1:00.0,,,77-83,2,E. Moore makes 2-pt shot from 1 ft
0:55.0,D. Bertans makes 3-pt shot from 27 ft (assist by M. Ginobili),3,80-83,,
0:44.0,,,80-83,,Turnover by J. Holiday (bad pass; steal by D. Bertans)
0:37.0,,,80-83,,Personal foul by E. Moore (drawn by J. Anthony)
0:37.0,J. Anthony makes free throw 1 of 2,1,81-83,,
0:37.0,J. Anthony makes free throw 2 of 2,1,82-83,,
0:37.0,,,81-83,,S. Hill enters the game for D. Cunningham
0:37.0,,,81-83,,T. Evans enters the game for J. Holiday
0:26.0,,,82-83,,E. Moore misses 2-pt shot from 19 ft (block by D. Bertans)
0:24.0,,,82-83,,Offensive rebound by E. Moore
0:21.0,,,82-85,2,T. Jones makes 2-pt shot from 17 ft (assist by E. Moore)
0:01.0,Shooting foul by E. Moore (drawn by K. Anderson),,82-85,,
0:01.0,K. Anderson makes free throw 1 of 2,1,83-85,,
0:01.0,K. Anderson makes free throw 2 of 2,1,84-85,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,84-85,,E. Moore misses 2-pt shot from 2 ft
11:46.0,Defensive rebound by J. Anthony,,84-85,,
11:30.0,P. Mills misses 3-pt shot from 26 ft,,84-85,,
11:29.0,,,84-85,,Defensive rebound by T. Evans
11:17.0,,,84-88,3,T. Evans makes 3-pt shot from 25 ft (assist by S. Hill)
11:01.0,D. Green misses 3-pt shot from 23 ft,,84-88,,
11:00.0,,,84-88,,Defensive rebound by T. Jones
10:44.0,,,84-90,2,T. Jones makes 2-pt shot from 6 ft
10:34.0,,,84-90,,Personal block foul by D. Motiejunas (drawn by K. Anderson)
10:23.0,Turnover by K. Anderson (bad pass),,84-90,,
10:23.0,D. Lee enters the game for J. Anthony,,84-90,,
10:08.0,,,84-90,,T. Jones misses 2-pt shot from 12 ft
10:08.0,,,84-90,,Offensive rebound by D. Motiejunas
9:56.0,,,84-92,2,T. Evans makes 2-pt shot from 2 ft
9:55.0,San Antonio full timeout,,84-92,,
9:55.0,K. Leonard enters the game for K. Anderson,,84-92,,
9:55.0,L. Aldridge enters the game for D. Bertans,,84-92,,
9:33.0,D. Lee makes 2-pt shot at rim (assist by K. Leonard),2,86-92,,
9:18.0,,,86-92,,E. Moore misses 2-pt shot from 5 ft
9:10.0,,,86-92,,Offensive rebound by T. Jones
9:10.0,,,86-92,,T. Jones misses 2-pt shot from 2 ft (block by D. Lee)
9:10.0,,,86-92,,Offensive rebound by E. Moore
9:09.0,,,86-94,2,E. Moore makes 2-pt shot from 2 ft
9:02.0,K. Leonard misses 3-pt shot from 26 ft,,86-94,,
9:01.0,,,86-94,,Defensive rebound by D. Motiejunas
8:41.0,,,86-94,,T. Jones misses 2-pt shot from 4 ft
8:39.0,Defensive rebound by D. Green,,86-94,,
8:28.0,L. Aldridge misses 2-pt shot from 19 ft,,86-94,,
8:27.0,,,86-94,,Defensive rebound by D. Motiejunas
8:17.0,,,86-94,,T. Evans misses 2-pt shot from 4 ft (block by L. Aldridge)
8:15.0,Defensive rebound by D. Green,,86-94,,
8:11.0,Shooting foul by D. Motiejunas (drawn by D. Lee),,86-94,,
8:11.0,D. Lee misses free throw 1 of 2,,86-94,,
8:11.0,Offensive rebound by Team,,86-94,,
8:11.0,D. Lee makes free throw 2 of 2,1,87-94,,
8:11.0,,,86-94,,J. Holiday enters the game for E. Moore
8:11.0,T. Parker enters the game for P. Mills,,86-94,,
8:01.0,,,87-94,,Shooting foul by T. Parker (drawn by S. Hill)
8:01.0,,,87-95,1,S. Hill makes free throw 1 of 2
8:01.0,,,87-95,,S. Hill misses free throw 2 of 2
8:01.0,,,87-95,,A. Davis enters the game for D. Motiejunas
7:52.0,Defensive rebound by D. Lee,,87-95,,
7:47.0,L. Aldridge misses 2-pt shot from 16 ft,,87-95,,
7:46.0,Offensive rebound by D. Lee,,87-95,,
7:42.0,L. Aldridge misses 3-pt shot from 26 ft,,87-95,,
7:42.0,,,87-95,,Defensive rebound by T. Jones
7:29.0,,,87-95,,T. Jones misses 2-pt shot from 1 ft
7:27.0,Defensive rebound by L. Aldridge,,87-95,,
7:16.0,D. Green makes 3-pt shot from 26 ft (assist by K. Leonard),3,90-95,,
7:02.0,,,90-97,2,T. Jones makes 2-pt shot from 2 ft (assist by J. Holiday)
6:46.0,K. Leonard misses 2-pt shot from 17 ft,,90-97,,
6:45.0,,,90-97,,Defensive rebound by A. Davis
6:32.0,,,90-100,3,S. Hill makes 3-pt shot from 27 ft (assist by T. Evans)
6:32.0,San Antonio full timeout,,90-100,,
6:27.0,,,90-100,,Shooting block foul by T. Evans (drawn by K. Leonard)
6:27.0,K. Leonard makes free throw 1 of 2,1,91-100,,
6:27.0,K. Leonard makes free throw 2 of 2,1,92-100,,
6:08.0,,,92-100,,Turnover by J. Holiday (lost ball; steal by K. Leonard)
6:07.0,,,92-100,,Personal foul by J. Holiday (drawn by K. Leonard)
5:55.0,Turnover by K. Leonard (bad pass; steal by T. Evans),,92-100,,
5:49.0,,,92-100,,T. Evans misses 2-pt shot from 2 ft
5:46.0,,,92-100,,Offensive rebound by T. Jones
5:46.0,,,92-102,2,T. Jones makes 2-pt shot at rim
5:36.0,K. Leonard makes 3-pt shot from 27 ft (assist by T. Parker),3,95-102,,
