time,New Orleans,pts.away,score,pts.home,Dallas
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,20-28,2,D. Powell makes 2-pt shot at rim (assist by J. Anderson)
11:28.0,J. Holiday makes 2-pt shot from 9 ft,2,22-28,,
11:12.0,,,22-28,,H. Barnes misses 2-pt shot from 14 ft
11:11.0,Defensive rebound by T. Jones,,22-28,,
11:05.0,L. Galloway makes 2-pt shot from 20 ft (assist by J. Holiday),2,24-28,,
10:53.0,,,24-28,,J. Anderson misses 2-pt shot from 1 ft
10:52.0,,,24-28,,Offensive rebound by J. Anderson
10:49.0,,,24-28,,Turnover by J. Anderson (bad pass; steal by T. Jones)
10:40.0,J. Holiday misses 2-pt shot at rim,,24-28,,
10:38.0,Offensive rebound by A. Ajinca,,24-28,,
10:37.0,A. Ajinca misses 2-pt shot from 2 ft (block by D. Powell),,24-28,,
10:37.0,Offensive rebound by Team,,24-28,,
10:37.0,,,24-28,,D. Finney-Smith enters the game for J. Anderson
10:35.0,L. Galloway makes 2-pt shot from 17 ft (assist by J. Holiday),2,26-28,,
10:17.0,,,26-28,,D. Williams misses 3-pt shot from 25 ft
10:17.0,Defensive rebound by T. Jones,,26-28,,
10:07.0,J. Holiday makes 2-pt shot from 14 ft,2,28-28,,
10:06.0,,,28-28,,Dallas full timeout
9:50.0,,,28-30,2,H. Barnes makes 2-pt shot from 1 ft
9:36.0,,,28-30,,J. Anderson enters the game for D. Finney-Smith
9:27.0,A. Ajinca misses 2-pt shot from 3 ft,,28-30,,
9:26.0,,,28-30,,Defensive rebound by D. Powell
9:18.0,,,28-30,,Turnover by D. Williams (bad pass; steal by T. Jones)
9:15.0,Shooting foul by D. Williams (drawn by B. Hield),,28-30,,
9:15.0,B. Hield makes free throw 1 of 2,1,29-30,,
9:15.0,B. Hield makes free throw 2 of 2,1,30-30,,
9:01.0,,,30-30,,J. Anderson misses 2-pt shot from 6 ft
9:00.0,Defensive rebound by A. Ajinca,,30-30,,
8:46.0,A. Ajinca misses 2-pt shot from 18 ft,,30-30,,
8:45.0,,,30-30,,Defensive rebound by H. Barnes
8:36.0,Violation by J. Holiday (kicked ball),,30-30,,
8:36.0,,,30-30,,D. Finney-Smith enters the game for J. Anderson
8:36.0,,,30-30,,A. Bogut enters the game for D. Powell
8:31.0,,,30-32,2,H. Barnes makes 2-pt shot at rim (assist by A. Bogut)
8:19.0,B. Hield misses 2-pt shot from 16 ft,,30-32,,
8:18.0,,,30-32,,Defensive rebound by S. Curry
8:05.0,,,30-32,,D. Williams misses 2-pt shot from 16 ft
8:03.0,,,30-32,,Offensive rebound by Team
8:03.0,A. Davis enters the game for A. Ajinca,,30-32,,
8:03.0,S. Hill enters the game for T. Jones,,30-32,,
8:00.0,,,30-32,,H. Barnes misses 2-pt shot from 18 ft
7:59.0,Defensive rebound by Team,,30-32,,
7:43.0,J. Holiday makes 2-pt shot from 1 ft (assist by A. Davis),2,32-32,,
7:19.0,,,32-34,2,H. Barnes makes 2-pt shot at rim
7:06.0,J. Holiday misses 2-pt shot from 14 ft,,32-34,,
7:05.0,,,32-34,,Defensive rebound by A. Bogut
6:45.0,,,32-34,,H. Barnes misses 2-pt shot from 17 ft
6:44.0,Defensive rebound by B. Hield,,32-34,,
6:37.0,B. Hield misses 3-pt shot from 24 ft,,32-34,,
6:35.0,,,32-34,,Defensive rebound by H. Barnes
6:23.0,,,32-34,,Turnover by D. Williams (offensive foul)
6:23.0,,,32-34,,Offensive foul by D. Williams
6:23.0,,,32-34,,W. Matthews enters the game for H. Barnes
6:23.0,,,32-34,,D. Powell enters the game for D. Williams
6:23.0,E. Moore enters the game for B. Hield,,32-34,,
6:05.0,A. Davis makes 2-pt shot from 22 ft (assist by E. Moore),2,34-34,,
5:49.0,,,34-34,,Turnover by S. Curry (bad pass; steal by A. Davis)
5:41.0,L. Galloway misses 2-pt shot from 16 ft,,34-34,,
5:40.0,,,34-34,,Defensive rebound by A. Bogut
5:35.0,Official timeout,,34-34,,
5:35.0,,,34-34,,J. Anderson enters the game for D. Finney-Smith
5:35.0,T. Frazier enters the game for J. Holiday,,34-34,,
5:28.0,,,34-37,3,J. Anderson makes 3-pt shot from 25 ft (assist by A. Bogut)
5:16.0,Offensive foul by E. Moore,,34-37,,
5:16.0,Turnover by E. Moore (offensive foul),,34-37,,
5:04.0,Personal foul by E. Moore (drawn by W. Matthews),,34-37,,
4:56.0,,,34-37,,S. Curry misses 3-pt shot from 25 ft
4:55.0,Defensive rebound by E. Moore,,34-37,,
4:38.0,,,34-37,,Personal foul by A. Bogut (drawn by A. Davis)
4:26.0,Turnover by E. Moore (traveling),,34-37,,
4:07.0,,,34-39,2,S. Curry makes 2-pt shot from 11 ft (assist by W. Matthews)
3:52.0,A. Davis misses 2-pt shot from 13 ft,,34-39,,
3:51.0,,,34-39,,Defensive rebound by J. Anderson
3:39.0,,,34-39,,W. Matthews misses 2-pt shot from 17 ft
3:37.0,,,34-39,,Offensive rebound by D. Powell
3:37.0,,,34-41,2,D. Powell makes 2-pt shot at rim
3:21.0,Offensive foul by A. Davis,,34-41,,
3:21.0,Turnover by A. Davis (offensive foul),,34-41,,
3:21.0,,,34-41,,H. Barnes enters the game for A. Bogut
3:07.0,,,34-41,,Turnover by W. Matthews (bad pass; steal by T. Frazier)
3:01.0,A. Davis makes 2-pt shot at rim (assist by T. Frazier),2,36-41,,
2:46.0,Personal foul by T. Frazier (drawn by S. Curry),,36-41,,
2:46.0,New Orleans full timeout,,36-41,,
2:46.0,J. Holiday enters the game for E. Moore,,36-41,,
2:40.0,,,36-41,,Turnover by S. Curry (bad pass; steal by A. Davis)
2:36.0,T. Frazier makes 2-pt shot from 4 ft (assist by A. Davis),2,38-41,,
2:15.0,,,38-41,,H. Barnes misses 3-pt shot from 25 ft
2:14.0,Defensive rebound by J. Holiday,,38-41,,
2:05.0,Turnover by J. Holiday (bad pass; steal by D. Powell),,38-41,,
1:46.0,,,38-41,,Shooting foul by J. Holiday (drawn by J. Anderson)
1:46.0,,,38-42,1,J. Anderson makes free throw 1 of 3
1:46.0,,,38-43,1,J. Anderson makes free throw 2 of 3
1:46.0,,,38-44,1,J. Anderson makes free throw 3 of 3
1:32.0,T. Frazier misses 2-pt shot from 19 ft,,38-44,,
1:30.0,,,38-44,,Defensive rebound by J. Anderson
1:13.0,,,38-44,,W. Matthews misses 2-pt shot from 23 ft
1:12.0,Defensive rebound by S. Hill,,38-44,,
0:58.0,,,38-44,,Personal foul by D. Powell (drawn by A. Davis)
0:58.0,,,38-44,,A. Bogut enters the game for D. Powell
0:51.0,J. Holiday misses 2-pt shot from 10 ft,,38-44,,
0:49.0,Offensive rebound by J. Holiday,,38-44,,
0:36.0,S. Hill makes 2-pt shot from 7 ft,2,40-44,,
0:23.0,,,40-44,,Turnover by J. Anderson (bad pass)
0:01.0,J. Holiday misses 2-pt shot from 7 ft,,40-44,,
0:00.0,Offensive rebound by A. Davis,,40-44,,
0:00.0,A. Davis makes 2-pt shot from 1 ft,2,42-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,42-44,,D. Finney-Smith misses 3-pt shot from 25 ft
11:42.0,Defensive rebound by E. Moore,,42-44,,
11:20.0,T. Frazier misses 2-pt shot from 16 ft,,42-44,,
11:19.0,Offensive rebound by T. Frazier,,42-44,,
11:11.0,A. Brown misses 3-pt shot from 25 ft,,42-44,,
11:10.0,,,42-44,,Defensive rebound by D. Finney-Smith
10:54.0,,,42-44,,H. Barnes misses 2-pt shot from 15 ft
10:53.0,Defensive rebound by A. Davis,,42-44,,
10:44.0,A. Davis makes 2-pt shot from 10 ft,2,44-44,,
10:44.0,Shooting foul by A. Bogut (drawn by A. Davis),,44-44,,
10:44.0,A. Davis makes free throw 1 of 1,1,45-44,,
10:28.0,Personal foul by A. Davis (drawn by W. Matthews),,45-44,,
10:15.0,,,45-44,,D. Finney-Smith misses 3-pt shot from 23 ft
10:14.0,,,45-44,,Offensive rebound by A. Bogut
9:57.0,,,45-44,,H. Barnes misses 2-pt shot from 19 ft
9:56.0,Defensive rebound by T. Frazier,,45-44,,
9:34.0,A. Davis misses 2-pt shot from 19 ft,,45-44,,
9:33.0,,,45-44,,Defensive rebound by H. Barnes
9:25.0,,,45-44,,Turnover by D. Williams (bad pass)
9:18.0,,,45-44,,Personal foul by D. Williams (drawn by T. Frazier)
9:14.0,,,45-44,,Shooting block foul by D. Finney-Smith (drawn by A. Davis)
9:14.0,A. Davis makes free throw 1 of 2,1,46-44,,
9:14.0,A. Davis makes free throw 2 of 2,1,47-44,,
8:57.0,,,47-47,3,W. Matthews makes 3-pt shot from 24 ft (assist by D. Williams)
8:45.0,A. Davis misses 2-pt shot from 15 ft,,47-47,,
8:44.0,,,47-47,,Defensive rebound by D. Williams
8:22.0,,,47-49,2,D. Williams makes 2-pt shot from 18 ft
8:09.0,T. Frazier misses 3-pt shot from 25 ft,,47-49,,
8:08.0,,,47-49,,Defensive rebound by A. Bogut
7:59.0,,,47-49,,D. Finney-Smith misses 3-pt shot from 22 ft
7:58.0,Defensive rebound by S. Hill,,47-49,,
7:49.0,Shooting foul by H. Barnes (drawn by A. Davis),,47-49,,
7:49.0,A. Davis makes free throw 1 of 2,1,48-49,,
7:49.0,A. Davis makes free throw 2 of 2,1,49-49,,
7:37.0,,,49-49,,D. Williams misses 3-pt shot from 23 ft
7:36.0,Defensive rebound by A. Davis,,49-49,,
7:16.0,S. Hill makes 2-pt shot from 1 ft (assist by T. Frazier),2,51-49,,
7:01.0,Personal foul by T. Frazier (drawn by D. Williams),,51-49,,
7:01.0,,,51-49,,J. Anderson enters the game for D. Finney-Smith
6:44.0,,,51-49,,D. Williams misses 2-pt shot from 18 ft
6:43.0,,,51-49,,Offensive rebound by A. Bogut
6:43.0,,,51-51,2,A. Bogut makes 2-pt shot from 1 ft
6:35.0,T. Frazier makes 2-pt shot from 1 ft,2,53-51,,
6:08.0,,,53-51,,H. Barnes misses 2-pt shot from 15 ft
6:07.0,Defensive rebound by A. Brown,,53-51,,
5:54.0,T. Frazier misses 3-pt shot from 22 ft,,53-51,,
5:53.0,,,53-51,,Defensive rebound by H. Barnes
5:53.0,,,53-51,,Dallas full timeout
5:53.0,,,53-51,,D. Powell enters the game for A. Bogut
5:36.0,,,53-54,3,J. Anderson makes 3-pt shot from 22 ft (assist by D. Williams)
5:15.0,S. Hill makes 3-pt shot from 24 ft (assist by E. Moore),3,56-54,,
4:51.0,,,56-54,,Shooting foul by T. Frazier (drawn by D. Williams)
4:51.0,,,56-55,1,D. Williams makes free throw 1 of 2
4:51.0,,,56-56,1,D. Williams makes free throw 2 of 2
4:51.0,J. Holiday enters the game for E. Moore,,56-55,,
4:43.0,A. Davis makes 2-pt shot from 9 ft (assist by J. Holiday),2,58-56,,
4:25.0,Personal foul by J. Holiday (drawn by D. Powell),,58-56,,
4:25.0,,,58-56,,S. Curry enters the game for D. Williams
4:18.0,,,58-56,,W. Matthews misses 2-pt shot from 20 ft
4:17.0,Defensive rebound by A. Davis,,58-56,,
4:00.0,A. Brown misses 3-pt shot from 23 ft,,58-56,,
3:59.0,,,58-56,,Defensive rebound by S. Curry
3:47.0,,,58-56,,H. Barnes misses 3-pt shot from 26 ft
3:46.0,Defensive rebound by A. Davis,,58-56,,
3:34.0,A. Brown misses 3-pt shot from 23 ft,,58-56,,
3:33.0,,,58-56,,Defensive rebound by D. Powell
3:22.0,,,58-56,,H. Barnes misses 2-pt shot from 2 ft (block by A. Davis)
3:20.0,Defensive rebound by A. Davis,,58-56,,
3:09.0,Turnover by T. Frazier (lost ball; steal by D. Powell),,58-56,,
2:48.0,,,58-58,2,J. Anderson makes 2-pt shot from 6 ft
2:32.0,T. Frazier makes 2-pt shot from 2 ft (assist by J. Holiday),2,60-58,,
2:10.0,,,60-58,,H. Barnes misses 2-pt shot from 5 ft
2:09.0,Defensive rebound by A. Brown,,60-58,,
2:02.0,New Orleans full timeout,,60-58,,
2:02.0,Turnover by T. Frazier (bad pass),,60-58,,
2:02.0,,,60-58,,A. Bogut enters the game for H. Barnes
2:02.0,L. Galloway enters the game for T. Frazier,,60-58,,
2:02.0,B. Hield enters the game for A. Brown,,60-58,,
1:52.0,Personal foul by B. Hield (drawn by J. Anderson),,60-58,,
1:52.0,,,60-59,1,J. Anderson makes free throw 1 of 2
1:52.0,,,60-59,,J. Anderson misses free throw 2 of 2
1:51.0,Defensive rebound by A. Davis,,60-59,,
1:36.0,J. Holiday misses 2-pt shot from 23 ft,,60-59,,
1:34.0,,,60-59,,Defensive rebound by J. Anderson
1:15.0,,,60-59,,W. Matthews misses 3-pt shot from 24 ft
1:15.0,Defensive rebound by A. Davis,,60-59,,
1:01.0,L. Galloway misses 3-pt shot from 25 ft,,60-59,,
1:00.0,,,60-59,,Defensive rebound by J. Anderson
0:44.0,,,60-59,,W. Matthews misses 2-pt shot from 13 ft
0:44.0,,,60-59,,Offensive rebound by A. Bogut
0:44.0,Personal foul by S. Hill (drawn by A. Bogut),,60-59,,
0:44.0,,,60-59,,A. Bogut misses free throw 1 of 2
0:44.0,,,60-59,,Offensive rebound by Team
0:44.0,,,60-60,1,A. Bogut makes free throw 2 of 2
0:32.0,B. Hield misses 3-pt shot from 25 ft,,60-60,,
0:31.0,,,60-60,,Defensive rebound by A. Bogut
0:09.0,,,60-60,,D. Powell misses 2-pt shot from 12 ft
0:08.0,Defensive rebound by A. Davis,,60-60,,
0:01.0,B. Hield misses 2-pt shot from 5 ft,,60-60,,
0:00.0,Offensive rebound by Team,,60-60,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,L. Galloway misses 2-pt shot from 16 ft,,60-60,,
11:46.0,,,60-60,,Defensive rebound by J. Anderson
11:29.0,,,60-60,,Turnover by J. Gibson (bad pass; steal by S. Hill)
11:26.0,S. Hill makes 2-pt shot from 1 ft,2,62-60,,
10:54.0,,,62-62,2,H. Barnes makes 2-pt shot from 11 ft
10:32.0,T. Jones misses 3-pt shot from 24 ft,,62-62,,
10:31.0,Offensive rebound by Team,,62-62,,
10:20.0,,,62-62,,Personal foul by S. Curry (drawn by J. Holiday)
10:10.0,T. Jones misses 2-pt shot from 3 ft (block by A. Bogut),,62-62,,
10:09.0,,,62-62,,Defensive rebound by H. Barnes
10:09.0,Personal foul by T. Jones (drawn by H. Barnes),,62-62,,
9:58.0,,,62-62,,A. Bogut misses 2-pt shot from 7 ft
9:57.0,Defensive rebound by B. Hield,,62-62,,
9:51.0,S. Hill misses 3-pt shot from 25 ft,,62-62,,
9:50.0,,,62-62,,Defensive rebound by H. Barnes
9:37.0,,,62-62,,Offensive charge foul by H. Barnes
9:37.0,,,62-62,,Turnover by H. Barnes (offensive foul)
9:20.0,J. Holiday makes 3-pt shot from 25 ft (assist by L. Galloway),3,65-62,,
9:06.0,,,65-62,,H. Barnes misses 3-pt shot from 25 ft
9:05.0,Defensive rebound by B. Hield,,65-62,,
8:59.0,T. Jones misses 2-pt shot from 2 ft,,65-62,,
8:57.0,,,65-62,,Defensive rebound by A. Bogut
8:47.0,,,65-62,,J. Gibson misses 3-pt shot from 26 ft
8:46.0,Defensive rebound by B. Hield,,65-62,,
8:33.0,J. Holiday makes 3-pt shot from 25 ft (assist by B. Hield),3,68-62,,
8:33.0,,,68-62,,Dallas full timeout
8:33.0,,,68-62,,D. Powell enters the game for A. Bogut
8:33.0,,,68-62,,W. Matthews enters the game for J. Anderson
8:33.0,,,68-62,,D. Finney-Smith enters the game for J. Gibson
8:12.0,,,68-62,,Shooting foul by S. Hill (drawn by W. Matthews)
8:12.0,,,68-62,,W. Matthews misses free throw 1 of 2
8:12.0,,,68-62,,Offensive rebound by Team
8:12.0,,,68-63,1,W. Matthews makes free throw 2 of 2
8:12.0,A. Davis enters the game for T. Jones,,68-62,,
8:04.0,A. Davis misses 2-pt shot from 19 ft,,68-63,,
8:03.0,,,68-63,,Defensive rebound by W. Matthews
7:50.0,,,68-65,2,S. Curry makes 2-pt shot from 11 ft
7:28.0,,,68-65,,Personal block foul by S. Curry (drawn by J. Holiday)
7:20.0,J. Holiday makes 3-pt shot from 25 ft,3,71-65,,
7:07.0,,,71-67,2,S. Curry makes 2-pt shot from 2 ft
6:56.0,Turnover by J. Holiday (bad pass),,71-67,,
6:35.0,,,71-70,3,W. Matthews makes 3-pt shot from 24 ft (assist by H. Barnes)
6:08.0,Turnover by Team (5 sec),,71-70,,
5:57.0,,,71-72,2,W. Matthews makes 2-pt shot from 13 ft
5:42.0,L. Galloway misses 3-pt shot from 25 ft,,71-72,,
5:41.0,Offensive rebound by A. Davis,,71-72,,
5:39.0,Shooting foul by W. Matthews (drawn by A. Davis),,71-72,,
5:39.0,Official timeout,,71-72,,
5:39.0,A. Davis makes free throw 1 of 2,1,72-72,,
5:39.0,A. Davis makes free throw 2 of 2,1,73-72,,
5:39.0,T. Frazier enters the game for B. Hield,,71-72,,
5:22.0,,,73-75,3,W. Matthews makes 3-pt shot from 24 ft (assist by H. Barnes)
5:00.0,A. Davis misses 2-pt shot from 13 ft,,73-75,,
4:59.0,,,73-75,,Defensive rebound by D. Finney-Smith
4:38.0,,,73-78,3,H. Barnes makes 3-pt shot from 24 ft (assist by D. Powell)
4:28.0,J. Holiday makes 2-pt shot at rim (assist by A. Davis),2,75-78,,
4:03.0,Shooting block foul by A. Davis (drawn by H. Barnes),,75-78,,
4:03.0,,,75-79,1,H. Barnes makes free throw 1 of 2
4:03.0,,,75-80,1,H. Barnes makes free throw 2 of 2
4:03.0,E. Moore enters the game for L. Galloway,,75-79,,
3:43.0,Violation by Team (jump ball),,75-80,,
3:43.0,Jump ball: A. Davis vs. D. Powell (J. Holiday gains possession),,,,Jump ball: A. Davis vs. D. Powell (J. Holiday gains possession)
3:37.0,Turnover by A. Davis (lost ball; steal by D. Powell),,75-80,,
3:17.0,,,75-82,2,H. Barnes makes 2-pt shot from 13 ft
3:16.0,New Orleans full timeout,,75-82,,
2:59.0,Shooting foul by D. Powell (drawn by A. Davis),,75-82,,
2:59.0,A. Davis misses free throw 1 of 2,,75-82,,
2:59.0,Offensive rebound by Team,,75-82,,
2:59.0,A. Davis makes free throw 2 of 2,1,76-82,,
2:59.0,,,75-82,,A. Bogut enters the game for D. Powell
2:54.0,Personal foul by T. Frazier (drawn by S. Curry),,76-82,,
2:52.0,Personal take foul by J. Holiday (drawn by A. Bogut),,76-82,,
2:52.0,,,76-83,1,A. Bogut makes free throw 1 of 2
2:52.0,,,76-84,1,A. Bogut makes free throw 2 of 2
2:35.0,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday),2,78-84,,
2:10.0,,,78-86,2,H. Barnes makes 2-pt shot from 12 ft
2:00.0,A. Davis makes 2-pt shot at rim,2,80-86,,
1:40.0,Violation by A. Davis (kicked ball),,80-86,,
1:31.0,,,80-89,3,W. Matthews makes 3-pt shot from 25 ft (assist by S. Curry)
1:31.0,New Orleans full timeout,,80-89,,
1:25.0,,,80-89,,Shooting block foul by A. Bogut (drawn by A. Davis)
1:25.0,A. Davis makes free throw 1 of 2,1,81-89,,
1:25.0,A. Davis misses free throw 2 of 2,,81-89,,
1:24.0,,,81-89,,Defensive rebound by A. Bogut
1:07.0,,,81-89,,H. Barnes misses 2-pt shot from 16 ft
1:06.0,,,81-89,,Offensive rebound by A. Bogut
1:06.0,,,81-89,,A. Bogut misses 2-pt shot from 1 ft
1:05.0,,,81-89,,Offensive rebound by D. Finney-Smith
0:44.0,,,81-89,,H. Barnes misses 2-pt shot from 13 ft
0:43.0,,,81-89,,Offensive rebound by S. Curry
0:42.0,Personal foul by S. Hill (drawn by S. Curry),,81-89,,
0:42.0,,,81-90,1,S. Curry makes free throw 1 of 2
0:42.0,,,81-91,1,S. Curry makes free throw 2 of 2
0:42.0,New Orleans full timeout,,81-91,,
0:42.0,,,81-91,,D. Powell enters the game for A. Bogut
0:35.0,T. Frazier misses 2-pt shot from 8 ft,,81-91,,
0:34.0,Offensive rebound by A. Davis,,81-91,,
0:28.0,Turnover by T. Frazier (bad pass; steal by H. Barnes),,81-91,,
0:04.0,,,81-91,,S. Curry misses 2-pt shot from 9 ft
0:03.0,Defensive rebound by A. Davis,,81-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
