time,Minnesota,pts.away,score,pts.home,Oklahoma City
10:39.0,S. Muhammad makes 2-pt shot from 7 ft,2,29-32,,
10:24.0,,,29-34,2,E. Kanter makes 2-pt shot from 2 ft (assist by S. Christon)
10:03.0,B. Rush misses 2-pt shot from 17 ft,,29-34,,
10:03.0,,,29-34,,Defensive rebound by E. Kanter
9:52.0,,,29-34,,Turnover by E. Kanter (3 sec)
9:30.0,T. Jones misses 3-pt shot from 23 ft,,29-34,,
9:29.0,,,29-34,,Defensive rebound by E. Kanter
9:21.0,,,29-36,2,E. Kanter makes 2-pt shot from 6 ft (assist by S. Christon)
9:02.0,S. Muhammad makes 2-pt shot from 6 ft,2,31-36,,
8:47.0,,,31-36,,V. Oladipo misses 3-pt shot from 25 ft
8:47.0,,,31-36,,Offensive rebound by E. Kanter
8:44.0,,,31-38,2,E. Kanter makes 2-pt shot from 2 ft
8:38.0,Shooting foul by S. Christon (drawn by T. Jones),,31-38,,
8:38.0,Official timeout,,31-38,,
8:38.0,T. Jones makes free throw 1 of 2,1,32-38,,
8:38.0,T. Jones makes free throw 2 of 2,1,33-38,,
8:38.0,,,31-38,,R. Westbrook enters the game for E. Kanter
8:38.0,,,31-38,,S. Adams enters the game for S. Christon
8:26.0,,,33-38,,V. Oladipo misses 2-pt shot from 1 ft
8:26.0,Defensive rebound by C. Aldrich,,33-38,,
8:19.0,B. Rush misses 3-pt shot from 25 ft,,33-38,,
8:18.0,Offensive rebound by S. Muhammad,,33-38,,
8:13.0,B. Rush misses 3-pt shot from 22 ft,,33-38,,
8:13.0,,,33-38,,Defensive rebound by S. Adams
7:50.0,,,33-38,,J. Lauvergne misses 3-pt shot from 22 ft
7:49.0,,,33-38,,Offensive rebound by S. Adams
7:46.0,,,33-38,,Turnover by S. Adams (bad pass; steal by C. Aldrich)
7:28.0,N. Bjelica misses 3-pt shot from 26 ft,,33-38,,
7:27.0,,,33-38,,Defensive rebound by Team
7:27.0,Loose ball foul by C. Aldrich (drawn by V. Oladipo),,33-38,,
7:27.0,K. Dunn enters the game for T. Jones,,33-38,,
7:27.0,G. Dieng enters the game for C. Aldrich,,33-38,,
7:21.0,,,33-38,,Turnover by R. Westbrook (bad pass)
7:21.0,,,33-38,,A. Roberson enters the game for J. Grant
7:07.0,G. Dieng makes 2-pt shot from 1 ft (assist by K. Dunn),2,35-38,,
6:46.0,,,35-38,,J. Lauvergne misses 2-pt shot from 2 ft (block by G. Dieng)
6:45.0,Defensive rebound by B. Rush,,35-38,,
6:39.0,K. Dunn makes 2-pt shot from 1 ft,2,37-38,,
6:19.0,,,37-40,2,V. Oladipo makes 2-pt shot from 3 ft
6:19.0,,,37-40,,Shooting foul by N. Bjelica (drawn by V. Oladipo)
6:19.0,,,37-41,1,V. Oladipo makes free throw 1 of 1
6:19.0,K. Towns enters the game for N. Bjelica,,37-40,,
6:19.0,,,37-40,,D. Sabonis enters the game for J. Lauvergne
6:09.0,,,37-41,,Personal take foul by S. Adams (drawn by K. Towns)
6:09.0,K. Towns makes free throw 1 of 2,1,38-41,,
6:09.0,K. Towns makes free throw 2 of 2,1,39-41,,
6:09.0,Z. LaVine enters the game for B. Rush,,38-41,,
5:53.0,,,39-41,,R. Westbrook misses 2-pt shot from 11 ft
5:52.0,Defensive rebound by G. Dieng,,39-41,,
5:40.0,K. Dunn misses 2-pt shot from 14 ft,,39-41,,
5:39.0,Offensive rebound by K. Towns,,39-41,,
5:39.0,K. Towns makes 2-pt shot from 2 ft,2,41-41,,
5:39.0,Shooting foul by D. Sabonis (drawn by K. Towns),,41-41,,
5:39.0,,,41-41,,Oklahoma City full timeout
5:39.0,K. Towns makes free throw 1 of 1,1,42-41,,
5:23.0,,,42-41,,S. Adams misses 2-pt shot from 5 ft
5:23.0,Defensive rebound by G. Dieng,,42-41,,
5:12.0,Turnover by Z. LaVine (lost ball),,42-41,,
5:01.0,,,42-41,,R. Westbrook misses 2-pt shot from 15 ft
5:01.0,,,42-41,,Offensive rebound by R. Westbrook
5:00.0,,,42-41,,Shooting foul by G. Dieng (drawn by R. Westbrook)
5:00.0,,,42-42,1,R. Westbrook makes free throw 1 of 2
5:00.0,,,42-43,1,R. Westbrook makes free throw 2 of 2
5:00.0,Turnover by K. Towns (inbound),,42-43,,
5:00.0,A. Wiggins enters the game for S. Muhammad,,42-43,,
4:48.0,,,42-46,3,R. Westbrook makes 3-pt shot from 26 ft
4:33.0,K. Towns makes 2-pt shot at rim,2,44-46,,
4:26.0,,,44-46,,R. Westbrook misses 3-pt shot from 25 ft
4:26.0,Defensive rebound by G. Dieng,,44-46,,
4:15.0,K. Dunn makes 2-pt shot from 1 ft,2,46-46,,
4:00.0,,,46-48,2,S. Adams makes 2-pt shot from 4 ft
3:43.0,Z. LaVine misses 2-pt shot from 21 ft,,46-48,,
3:43.0,,,46-48,,Defensive rebound by A. Roberson
3:37.0,,,46-48,,R. Westbrook misses 2-pt shot from 2 ft
3:37.0,Defensive rebound by Team,,46-48,,
3:22.0,Turnover by Z. LaVine (bad pass; steal by S. Adams),,46-48,,
3:15.0,,,46-48,,R. Westbrook misses 2-pt shot from 8 ft
3:14.0,Defensive rebound by G. Dieng,,46-48,,
3:12.0,Turnover by G. Dieng (bad pass; steal by R. Westbrook),,46-48,,
3:12.0,,,46-48,,Oklahoma City full timeout
3:06.0,,,46-48,,R. Westbrook misses 2-pt shot from 2 ft
3:04.0,Defensive rebound by K. Towns,,46-48,,
3:00.0,Shooting foul by D. Sabonis (drawn by K. Dunn),,46-48,,
3:00.0,K. Dunn misses free throw 1 of 2,,46-48,,
3:00.0,Offensive rebound by Team,,46-48,,
3:00.0,K. Dunn makes free throw 2 of 2,1,47-48,,
2:48.0,,,47-48,,D. Sabonis misses 2-pt shot from 16 ft
2:47.0,,,47-48,,Offensive rebound by R. Westbrook
2:35.0,,,47-48,,Shooting foul by K. Towns (drawn by A. Roberson)
2:35.0,Minnesota full timeout,,47-48,,
2:35.0,,,47-48,,A. Roberson misses free throw 1 of 2
2:35.0,,,47-48,,Offensive rebound by Team
2:35.0,,,47-49,1,A. Roberson makes free throw 2 of 2
2:21.0,A. Wiggins misses 2-pt shot from 15 ft,,47-49,,
2:20.0,,,47-49,,Defensive rebound by D. Sabonis
2:15.0,,,47-51,2,R. Westbrook makes 2-pt shot at rim
1:53.0,K. Dunn misses 2-pt shot from 3 ft (block by S. Adams),,47-51,,
1:52.0,Offensive rebound by K. Dunn,,47-51,,
1:52.0,Shooting foul by R. Westbrook (drawn by K. Dunn),,47-51,,
1:52.0,K. Dunn misses free throw 1 of 2,,47-51,,
1:52.0,Offensive rebound by Team,,47-51,,
1:52.0,K. Dunn makes free throw 2 of 2,1,48-51,,
1:38.0,,,48-54,3,A. Roberson makes 3-pt shot from 23 ft (assist by D. Sabonis)
1:20.0,Turnover by A. Wiggins (offensive foul),,48-54,,
1:20.0,Offensive foul by A. Wiggins,,48-54,,
1:14.0,,,48-54,,Shooting foul by K. Dunn (drawn by R. Westbrook)
1:14.0,,,48-54,,R. Westbrook misses free throw 1 of 2
1:14.0,,,48-54,,Offensive rebound by Team
1:14.0,,,48-55,1,R. Westbrook makes free throw 2 of 2
1:00.0,K. Towns makes 2-pt shot from 15 ft (assist by K. Dunn),2,50-55,,
0:51.0,,,50-55,,Shooting foul by K. Dunn (drawn by R. Westbrook)
0:51.0,,,50-55,,R. Westbrook misses free throw 1 of 2
0:51.0,,,50-55,,Offensive rebound by Team
0:51.0,,,50-56,1,R. Westbrook makes free throw 2 of 2
0:51.0,T. Jones enters the game for K. Dunn,,50-55,,
0:51.0,,,50-55,,J. Grant enters the game for A. Roberson
0:51.0,,,50-55,,J. Lauvergne enters the game for D. Sabonis
0:41.0,K. Towns makes 3-pt shot from 25 ft (assist by T. Jones),3,53-56,,
0:32.0,,,53-59,3,R. Westbrook makes 3-pt shot from 25 ft
0:18.0,G. Dieng misses 2-pt shot from 18 ft,,53-59,,
0:17.0,,,53-59,,Defensive rebound by V. Oladipo
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,A. Wiggins misses 2-pt shot from 4 ft (block by D. Sabonis),,53-59,,
11:45.0,Offensive rebound by Team,,53-59,,
11:38.0,K. Towns makes 2-pt shot from 16 ft,2,55-59,,
11:22.0,,,55-59,,R. Westbrook misses 2-pt shot from 2 ft
11:21.0,Defensive rebound by G. Dieng,,55-59,,
11:20.0,,,55-59,,Personal take foul by R. Westbrook (drawn by G. Dieng)
11:20.0,,,55-59,,Technical foul by R. Westbrook (drawn by G. Dieng)
11:20.0,Z. LaVine makes technical free throw,1,56-59,,
11:07.0,K. Towns misses 2-pt shot from 1 ft,,56-59,,
11:07.0,,,56-59,,Defensive rebound by D. Sabonis
10:58.0,,,56-61,2,V. Oladipo makes 2-pt shot at rim (assist by R. Westbrook)
10:57.0,Minnesota full timeout,,56-61,,
10:38.0,K. Dunn misses 2-pt shot from 3 ft,,56-61,,
10:38.0,,,56-61,,Defensive rebound by S. Adams
10:32.0,,,56-63,2,R. Westbrook makes 2-pt shot from 1 ft
10:09.0,G. Dieng makes 2-pt shot from 5 ft (assist by Z. LaVine),2,58-63,,
9:54.0,,,58-63,,D. Sabonis misses 3-pt shot from 25 ft
9:53.0,,,58-63,,Offensive rebound by S. Adams
9:51.0,,,58-63,,Turnover by S. Adams (lost ball; steal by K. Dunn)
9:43.0,A. Wiggins misses 2-pt shot from 8 ft,,58-63,,
9:42.0,,,58-63,,Defensive rebound by D. Sabonis
9:25.0,,,58-63,,D. Sabonis misses 2-pt shot from 5 ft (block by G. Dieng)
9:24.0,Defensive rebound by K. Towns,,58-63,,
9:12.0,A. Wiggins makes 2-pt shot from 4 ft,2,60-63,,
8:52.0,,,60-65,2,A. Roberson makes 2-pt shot at rim (assist by S. Adams)
8:42.0,Turnover by K. Dunn (bad pass; steal by S. Adams),,60-65,,
8:33.0,,,60-68,3,R. Westbrook makes 3-pt shot from 25 ft (assist by V. Oladipo)
8:33.0,Minnesota full timeout,,60-68,,
8:09.0,K. Towns misses 2-pt shot from 1 ft (block by S. Adams),,60-68,,
8:08.0,Offensive rebound by K. Towns,,60-68,,
8:08.0,Turnover by K. Towns (traveling),,60-68,,
7:58.0,,,60-68,,R. Westbrook misses 2-pt shot at rim
7:57.0,Defensive rebound by Team,,60-68,,
7:42.0,Turnover by A. Wiggins (bad pass; steal by R. Westbrook),,60-68,,
7:39.0,Personal foul by K. Dunn (drawn by V. Oladipo),,60-68,,
7:21.0,,,60-68,,R. Westbrook misses 2-pt shot from 14 ft
7:19.0,Defensive rebound by Team,,60-68,,
7:10.0,Shooting foul by R. Westbrook (drawn by K. Towns),,60-68,,
7:10.0,K. Towns misses free throw 1 of 2,,60-68,,
7:10.0,Offensive rebound by Team,,60-68,,
7:10.0,K. Towns makes free throw 2 of 2,1,61-68,,
7:10.0,,,60-68,,E. Kanter enters the game for D. Sabonis
6:47.0,,,61-68,,Turnover by S. Adams (bad pass; steal by Z. LaVine)
6:38.0,Turnover by K. Towns (lost ball),,61-68,,
6:38.0,,,61-68,,Oklahoma City full timeout
6:24.0,,,61-68,,Shooting foul by G. Dieng (drawn by S. Adams)
6:24.0,,,61-69,1,S. Adams makes free throw 1 of 2
6:24.0,,,61-70,1,S. Adams makes free throw 2 of 2
6:07.0,K. Dunn misses 2-pt shot from 23 ft,,61-70,,
6:06.0,,,61-70,,Defensive rebound by S. Adams
5:59.0,,,61-70,,V. Oladipo misses 2-pt shot from 14 ft
5:58.0,Jump ball: E. Kanter vs. K. Towns (R. Westbrook gains possession),,,,Jump ball: E. Kanter vs. K. Towns (R. Westbrook gains possession)
5:58.0,,,61-70,,Offensive rebound by E. Kanter
5:45.0,,,61-73,3,V. Oladipo makes 3-pt shot from 23 ft (assist by R. Westbrook)
5:15.0,A. Wiggins misses 2-pt shot from 14 ft,,61-73,,
5:15.0,,,61-73,,Defensive rebound by S. Adams
4:58.0,,,61-73,,Shooting foul by G. Dieng (drawn by E. Kanter)
4:58.0,,,61-73,,E. Kanter misses free throw 1 of 2
4:58.0,,,61-73,,Offensive rebound by Team
4:58.0,,,61-74,1,E. Kanter makes free throw 2 of 2
4:45.0,Z. LaVine misses 3-pt shot from 24 ft,,61-74,,
4:44.0,,,61-74,,Defensive rebound by E. Kanter
4:38.0,,,61-77,3,R. Westbrook makes 3-pt shot from 25 ft
4:23.0,Turnover by G. Dieng (bad pass; steal by R. Westbrook),,61-77,,
4:21.0,,,61-79,2,R. Westbrook makes 2-pt shot at rim
4:20.0,Minnesota full timeout,,61-79,,
4:20.0,,,61-79,,A. Abrines enters the game for V. Oladipo
4:08.0,K. Towns misses 3-pt shot from 23 ft,,61-79,,
4:07.0,,,61-79,,Defensive rebound by E. Kanter
4:04.0,,,61-81,2,S. Adams makes 2-pt shot at rim (assist by E. Kanter)
3:47.0,A. Wiggins misses 3-pt shot from 25 ft,,61-81,,
3:46.0,Offensive rebound by K. Dunn,,61-81,,
3:45.0,Shooting foul by E. Kanter (drawn by K. Dunn),,61-81,,
3:45.0,K. Dunn misses free throw 1 of 2,,61-81,,
3:45.0,Offensive rebound by Team,,61-81,,
3:45.0,K. Dunn makes free throw 2 of 2,1,62-81,,
3:45.0,B. Rush enters the game for Z. LaVine,,61-81,,
3:34.0,,,62-81,,E. Kanter misses 3-pt shot from 23 ft
3:33.0,Defensive rebound by K. Dunn,,62-81,,
3:32.0,,,62-81,,Personal foul by A. Abrines (drawn by K. Dunn)
3:32.0,,,62-81,,J. Grant enters the game for A. Roberson
3:08.0,K. Dunn misses 2-pt shot from 22 ft,,62-81,,
3:07.0,Offensive rebound by G. Dieng,,62-81,,
3:05.0,G. Dieng misses 2-pt shot from 2 ft,,62-81,,
3:04.0,,,62-81,,Defensive rebound by A. Abrines
2:57.0,,,62-83,2,J. Grant makes 2-pt shot at rim (assist by A. Abrines)
2:31.0,A. Wiggins misses 2-pt shot from 15 ft,,62-83,,
2:31.0,,,62-83,,Defensive rebound by Team
2:31.0,,,62-83,,J. Lauvergne enters the game for S. Adams
2:31.0,,,62-83,,S. Christon enters the game for R. Westbrook
2:31.0,C. Aldrich enters the game for G. Dieng,,62-83,,
2:13.0,,,62-83,,Turnover by E. Kanter (3 sec)
2:13.0,S. Muhammad enters the game for A. Wiggins,,62-83,,
2:13.0,T. Jones enters the game for K. Dunn,,62-83,,
2:03.0,K. Towns makes 3-pt shot from 25 ft (assist by T. Jones),3,65-83,,
1:48.0,,,65-85,2,S. Christon makes 2-pt shot from 14 ft
1:45.0,,,65-85,,Personal foul by S. Christon (drawn by T. Jones)
1:45.0,T. Jones makes free throw 1 of 2,1,66-85,,
1:45.0,T. Jones makes free throw 2 of 2,1,67-85,,
1:24.0,,,67-87,2,S. Christon makes 2-pt shot from 1 ft
1:12.0,K. Towns makes 2-pt shot from 1 ft (assist by T. Jones),2,69-87,,
0:57.0,,,69-87,,Shooting foul by C. Aldrich (drawn by E. Kanter)
0:57.0,,,69-88,1,E. Kanter makes free throw 1 of 2
0:57.0,,,69-88,,E. Kanter misses free throw 2 of 2
0:56.0,Defensive rebound by B. Rush,,69-88,,
0:45.0,Turnover by T. Jones (bad pass; steal by J. Grant),,69-88,,
0:41.0,,,69-90,2,J. Grant makes 2-pt shot at rim
0:25.0,S. Muhammad misses 2-pt shot from 5 ft,,69-90,,
0:25.0,Offensive rebound by S. Muhammad,,69-90,,
0:25.0,S. Muhammad makes 2-pt shot from 5 ft,2,71-90,,
0:25.0,Shooting foul by E. Kanter (drawn by S. Muhammad),,71-90,,
0:25.0,S. Muhammad makes free throw 1 of 1,1,72-90,,
0:08.0,Violation by T. Jones (kicked ball),,72-90,,
0:02.0,,,72-90,,S. Christon misses 2-pt shot from 15 ft
0:00.0,Defensive rebound by T. Jones,,72-90,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,72-90,,Turnover by J. Lauvergne (offensive foul)
11:40.0,,,72-90,,Offensive foul by J. Lauvergne
11:22.0,B. Rush misses 3-pt shot from 26 ft,,72-90,,
11:21.0,Offensive rebound by T. Jones,,72-90,,
11:02.0,T. Jones misses 2-pt shot from 3 ft,,72-90,,
11:01.0,,,72-90,,Defensive rebound by E. Kanter
10:50.0,Personal foul by T. Jones (drawn by J. Grant),,72-90,,
10:39.0,,,72-92,2,J. Lauvergne makes 2-pt shot from 1 ft
10:34.0,Turnover by T. Jones (bad pass; steal by E. Kanter),,72-92,,
10:33.0,,,72-92,,Turnover by J. Grant (bad pass; steal by B. Rush)
10:30.0,S. Muhammad makes 2-pt shot at rim (assist by B. Rush),2,74-92,,
10:07.0,,,74-94,2,E. Kanter makes 2-pt shot from 2 ft
9:51.0,Turnover by B. Rush (traveling),,74-94,,
9:43.0,Personal foul by N. Bjelica (drawn by J. Lauvergne),,74-94,,
9:32.0,,,74-96,2,E. Kanter makes 2-pt shot from 2 ft (assist by S. Christon)
9:12.0,S. Muhammad misses 2-pt shot from 13 ft,,74-96,,
9:11.0,Offensive rebound by C. Aldrich,,74-96,,
9:04.0,,,74-96,,Shooting block foul by J. Lauvergne (drawn by T. Jones)
9:04.0,T. Jones makes free throw 1 of 2,1,75-96,,
9:04.0,T. Jones makes free throw 2 of 2,1,76-96,,
8:55.0,,,76-96,,Shooting foul by C. Aldrich (drawn by S. Christon)
8:55.0,Official timeout,,76-96,,
8:55.0,,,76-97,1,S. Christon makes free throw 1 of 2
8:55.0,,,76-98,1,S. Christon makes free throw 2 of 2
8:30.0,T. Jones misses 3-pt shot from 23 ft,,76-98,,
8:29.0,,,76-98,,Defensive rebound by A. Abrines
8:25.0,Flagrant foul type 1 by N. Bjelica (drawn by J. Grant),,76-98,,
8:25.0,,,76-98,,J. Grant misses flagrant free throw 1 of 2
8:25.0,,,76-98,,Offensive rebound by Team
8:25.0,,,76-98,,J. Grant misses flagrant free throw 2 of 2
8:25.0,,,76-98,,Offensive rebound by Team
8:14.0,,,76-98,,E. Kanter misses 2-pt shot from 2 ft
8:13.0,,,76-98,,Offensive rebound by E. Kanter
8:13.0,,,76-98,,E. Kanter misses 2-pt shot from 1 ft (block by C. Aldrich)
8:13.0,,,76-98,,Offensive rebound by Team
8:09.0,,,76-100,2,E. Kanter makes 2-pt shot from 1 ft (assist by S. Christon)
7:54.0,S. Muhammad makes 2-pt shot from 1 ft,2,78-100,,
7:35.0,,,78-100,,J. Lauvergne misses 2-pt shot from 1 ft
7:33.0,,,78-100,,Offensive rebound by Team
7:33.0,,,78-100,,V. Oladipo enters the game for A. Abrines
7:30.0,,,78-100,,E. Kanter misses 2-pt shot from 16 ft
7:30.0,Defensive rebound by S. Muhammad,,78-100,,
7:24.0,Jump ball: J. Grant vs. S. Muhammad (N. Bjelica gains possession),,,,Jump ball: J. Grant vs. S. Muhammad (N. Bjelica gains possession)
7:08.0,N. Bjelica misses 3-pt shot from 25 ft,,78-100,,
7:08.0,Offensive rebound by Team,,78-100,,
7:08.0,,,78-100,,Loose ball foul by S. Christon (drawn by C. Aldrich)
6:58.0,Shooting foul by J. Lauvergne (drawn by C. Aldrich),,78-100,,
6:58.0,C. Aldrich misses free throw 1 of 2,,78-100,,
6:58.0,Offensive rebound by Team,,78-100,,
6:58.0,C. Aldrich misses free throw 2 of 2,,78-100,,
6:57.0,,,78-100,,Defensive rebound by E. Kanter
6:33.0,,,78-100,,S. Christon misses 3-pt shot from 26 ft
6:30.0,Defensive rebound by C. Aldrich,,78-100,,
6:25.0,Turnover by N. Bjelica (lost ball; steal by V. Oladipo),,78-100,,
6:22.0,,,78-102,2,E. Kanter makes 2-pt shot at rim (assist by S. Christon)
6:15.0,Minnesota full timeout,,78-102,,
6:15.0,J. Lucas III enters the game for C. Aldrich,,78-102,,
