time,Chicago,pts.away,score,pts.home,Milwaukee
1:48.0,,,24-27,2,G. Monroe makes 2-pt shot from 1 ft (assist by J. Terry)
1:36.0,D. Valentine makes 3-pt shot from 23 ft (assist by J. Butler),3,27-27,,
1:12.0,,,27-29,2,G. Monroe makes 2-pt shot from 4 ft (assist by G. Antetokounmpo)
1:00.0,R. Lopez misses 2-pt shot from 16 ft,,27-29,,
0:58.0,,,27-29,,Defensive rebound by G. Antetokounmpo
0:56.0,Personal foul by D. Valentine (drawn by G. Antetokounmpo),,27-29,,
0:56.0,,,27-29,,Milwaukee full timeout
0:56.0,J. Lauvergne enters the game for R. Lopez,,27-29,,
0:56.0,M. Carter-Williams enters the game for R. Rondo,,27-29,,
0:49.0,,,27-29,,Turnover by M. Dellavedova (lost ball)
0:34.0,N. Mirotic misses 3-pt shot from 24 ft,,27-29,,
0:30.0,,,27-29,,Defensive rebound by M. Dellavedova
0:27.0,,,27-31,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Dellavedova)
0:13.0,Shooting foul by G. Monroe (drawn by J. Butler),,27-31,,
0:13.0,J. Butler makes 2-pt shot at rim,2,29-31,,
0:13.0,J. Butler misses free throw 1 of 1,,29-31,,
0:13.0,,,29-31,,Defensive rebound by G. Antetokounmpo
0:04.0,Personal foul by J. Butler (drawn by G. Antetokounmpo),,29-31,,
0:04.0,,,29-31,,G. Antetokounmpo misses free throw 1 of 2
0:04.0,,,29-31,,Offensive rebound by Team
0:04.0,,,29-31,,G. Antetokounmpo misses free throw 2 of 2
0:04.0,Defensive rebound by J. Lauvergne,,29-31,,
0:00.0,D. Valentine misses 3-pt shot from 29 ft,,29-31,,
0:00.0,Offensive rebound by Team,,29-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,29-33,2,G. Monroe makes 2-pt shot from 2 ft (assist by M. Dellavedova)
11:37.0,Turnover by M. Carter-Williams (offensive foul),,29-33,,
11:37.0,Offensive foul by M. Carter-Williams,,29-33,,
11:28.0,,,29-33,,M. Dellavedova misses 2-pt shot from 4 ft
11:26.0,Defensive rebound by M. Carter-Williams,,29-33,,
11:13.0,J. Lauvergne misses 2-pt shot from 5 ft,,29-33,,
11:12.0,,,29-33,,Defensive rebound by K. Middleton
11:03.0,,,29-36,3,J. Terry makes 3-pt shot from 23 ft (assist by M. Teletovic)
11:03.0,Chicago full timeout,,29-36,,
10:50.0,Turnover by D. Valentine (lost ball),,29-36,,
10:32.0,,,29-36,,G. Monroe misses 2-pt shot from 1 ft
10:30.0,,,29-36,,Offensive rebound by G. Monroe
10:29.0,,,29-38,2,G. Monroe makes 2-pt shot at rim
10:15.0,M. Carter-Williams misses 2-pt shot from 1 ft,,29-38,,
10:13.0,Offensive rebound by M. Carter-Williams,,29-38,,
10:12.0,M. Carter-Williams misses 2-pt shot from 3 ft,,29-38,,
10:10.0,,,29-38,,Defensive rebound by K. Middleton
10:07.0,J. Grant enters the game for D. Valentine,,29-38,,
9:57.0,,,29-38,,K. Middleton misses 2-pt shot from 13 ft
9:55.0,Defensive rebound by M. Carter-Williams,,29-38,,
9:40.0,M. Carter-Williams makes 2-pt shot from 14 ft,2,31-38,,
9:19.0,,,31-40,2,J. Terry makes 2-pt shot at rim
9:10.0,B. Portis misses 3-pt shot from 28 ft,,31-40,,
9:09.0,,,31-40,,Defensive rebound by K. Middleton
9:00.0,,,31-43,3,M. Teletovic makes 3-pt shot from 26 ft
9:00.0,Chicago full timeout,,31-43,,
8:44.0,B. Portis makes 2-pt shot from 13 ft (assist by M. Carter-Williams),2,33-43,,
8:31.0,,,33-43,,G. Monroe misses 2-pt shot from 1 ft
8:29.0,,,33-43,,Offensive rebound by M. Teletovic
8:29.0,,,33-45,2,M. Teletovic makes 2-pt shot from 1 ft
8:08.0,P. Zipser makes 3-pt shot from 31 ft (assist by J. Grant),3,36-45,,
7:49.0,,,36-45,,K. Middleton misses 2-pt shot from 15 ft
7:48.0,Defensive rebound by J. Grant,,36-45,,
7:39.0,J. Grant misses 2-pt shot from 19 ft,,36-45,,
7:38.0,Offensive rebound by Team,,36-45,,
7:37.0,,,36-45,,M. Brogdon enters the game for M. Dellavedova
7:24.0,B. Portis misses 2-pt shot from 1 ft,,36-45,,
7:22.0,,,36-45,,Defensive rebound by G. Monroe
7:14.0,R. Lopez enters the game for J. Lauvergne,,36-45,,
7:14.0,J. Butler enters the game for J. Grant,,36-45,,
7:11.0,,,36-45,,M. Teletovic misses 2-pt shot from 13 ft
7:10.0,Defensive rebound by R. Lopez,,36-45,,
6:51.0,R. Lopez misses 2-pt shot from 19 ft,,36-45,,
6:49.0,,,36-45,,Defensive rebound by J. Terry
6:40.0,R. Rondo enters the game for M. Carter-Williams,,36-45,,
6:28.0,,,36-45,,K. Middleton misses 2-pt shot from 20 ft
6:27.0,,,36-45,,Offensive rebound by M. Brogdon
6:20.0,,,36-45,,M. Teletovic misses 3-pt shot from 27 ft
6:19.0,Defensive rebound by P. Zipser,,36-45,,
6:07.0,,,36-45,,S. Hawes enters the game for G. Monroe
6:07.0,,,36-45,,G. Antetokounmpo enters the game for M. Teletovic
6:07.0,N. Mirotic enters the game for B. Portis,,36-45,,
5:57.0,R. Rondo makes 2-pt shot from 20 ft (assist by J. Butler),2,38-45,,
5:38.0,,,38-47,2,K. Middleton makes 2-pt shot from 7 ft (assist by S. Hawes)
5:26.0,Official timeout,,38-47,,
5:26.0,,,38-47,,T. Snell enters the game for J. Terry
5:11.0,Turnover by Team (shot clock),,38-47,,
5:00.0,,,38-47,,Turnover by S. Hawes (bad pass)
4:46.0,Shooting foul by K. Middleton (drawn by P. Zipser),,38-47,,
4:46.0,P. Zipser misses free throw 1 of 2,,38-47,,
4:46.0,Offensive rebound by Team,,38-47,,
4:46.0,P. Zipser makes free throw 2 of 2,1,39-47,,
4:35.0,,,39-49,2,M. Brogdon makes 2-pt shot from 1 ft
4:15.0,J. Butler misses 2-pt shot from 12 ft,,39-49,,
4:14.0,Offensive rebound by J. Butler,,39-49,,
4:11.0,N. Mirotic makes 2-pt shot from 1 ft (assist by J. Butler),2,41-49,,
4:01.0,,,41-49,,Turnover by G. Antetokounmpo (lost ball; steal by R. Rondo)
3:49.0,R. Lopez makes 2-pt shot from 14 ft (assist by R. Rondo),2,43-49,,
3:49.0,,,43-49,,Milwaukee full timeout
3:30.0,,,43-52,3,K. Middleton makes 3-pt shot from 23 ft (assist by M. Brogdon)
3:13.0,J. Butler makes 2-pt shot from 11 ft (assist by R. Lopez),2,45-52,,
2:47.0,,,45-52,,K. Middleton misses 3-pt shot from 25 ft
2:46.0,Defensive rebound by R. Lopez,,45-52,,
2:36.0,R. Rondo makes 2-pt shot from 1 ft (assist by J. Butler),2,47-52,,
2:20.0,,,47-52,,M. Brogdon misses 2-pt shot from 3 ft
2:18.0,Defensive rebound by N. Mirotic,,47-52,,
2:15.0,,,47-52,,Personal foul by M. Brogdon (drawn by R. Rondo)
2:02.0,N. Mirotic makes 3-pt shot from 24 ft (assist by J. Butler),3,50-52,,
1:45.0,,,50-52,,M. Brogdon misses 2-pt shot from 16 ft
1:43.0,Defensive rebound by J. Butler,,50-52,,
1:25.0,R. Lopez makes 2-pt shot from 13 ft (assist by P. Zipser),2,52-52,,
1:01.0,,,52-52,,Shooting foul by R. Lopez (drawn by G. Antetokounmpo)
1:01.0,,,52-52,,G. Antetokounmpo misses free throw 1 of 2
1:01.0,,,52-52,,Offensive rebound by Team
1:01.0,,,52-53,1,G. Antetokounmpo makes free throw 2 of 2
0:53.0,N. Mirotic makes 2-pt shot at rim (assist by R. Rondo),2,54-53,,
0:41.0,,,54-53,,G. Antetokounmpo misses 3-pt shot from 28 ft
0:40.0,,,54-53,,Offensive rebound by M. Brogdon
0:38.0,,,54-55,2,M. Brogdon makes 2-pt shot from 1 ft
0:25.0,R. Lopez makes 2-pt shot at rim (assist by R. Rondo),2,56-55,,
0:01.0,,,56-55,,K. Middleton misses 2-pt shot from 14 ft (block by P. Zipser)
0:01.0,,,56-55,,Offensive rebound by K. Middleton
0:01.0,,,56-55,,Turnover by Team (shot clock)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,56-57,2,K. Middleton makes 2-pt shot from 5 ft (assist by G. Antetokounmpo)
11:14.0,R. Lopez misses 2-pt shot from 17 ft,,56-57,,
11:14.0,,,56-57,,Defensive rebound by Team
11:00.0,,,56-59,2,K. Middleton makes 2-pt shot from 13 ft (assist by G. Antetokounmpo)
10:45.0,Shooting foul by T. Maker (drawn by P. Zipser),,56-59,,
10:45.0,P. Zipser makes free throw 1 of 2,1,57-59,,
10:45.0,Violation by Team (jump ball),,57-59,,
10:45.0,P. Zipser makes free throw 2 of 2,1,58-59,,
10:29.0,,,58-59,,T. Maker misses 3-pt shot from 26 ft
10:28.0,Defensive rebound by R. Rondo,,58-59,,
10:16.0,Turnover by J. Butler (bad pass; steal by K. Middleton),,58-59,,
10:12.0,,,58-61,2,T. Snell makes 2-pt shot from 1 ft (assist by K. Middleton)
9:47.0,R. Rondo makes 2-pt shot from 6 ft,2,60-61,,
9:29.0,,,60-61,,K. Middleton misses 2-pt shot from 11 ft
9:27.0,Defensive rebound by R. Rondo,,60-61,,
9:21.0,N. Mirotic misses 3-pt shot from 26 ft,,60-61,,
9:20.0,Offensive rebound by R. Rondo,,60-61,,
9:19.0,R. Rondo makes 2-pt shot at rim,2,62-61,,
9:19.0,Shooting foul by K. Middleton (drawn by R. Rondo),,62-61,,
9:19.0,R. Rondo makes free throw 1 of 1,1,63-61,,
9:19.0,,,62-61,,G. Monroe enters the game for T. Maker
8:56.0,,,63-63,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Brogdon)
8:41.0,N. Mirotic makes 3-pt shot from 26 ft (assist by R. Rondo),3,66-63,,
8:20.0,,,66-65,2,M. Brogdon makes 2-pt shot from 1 ft (assist by G. Monroe)
8:04.0,Turnover by J. Butler (bad pass; steal by M. Brogdon),,66-65,,
8:00.0,,,66-65,,T. Snell misses 2-pt shot from 3 ft
7:58.0,Defensive rebound by N. Mirotic,,66-65,,
7:50.0,R. Rondo misses 3-pt shot from 26 ft,,66-65,,
7:49.0,,,66-65,,Defensive rebound by Team
7:34.0,,,66-65,,G. Monroe misses 2-pt shot from 17 ft
7:33.0,Defensive rebound by R. Rondo,,66-65,,
7:21.0,Turnover by P. Zipser (lost ball; steal by K. Middleton),,66-65,,
7:17.0,,,66-65,,Turnover by M. Brogdon (bad pass)
7:03.0,N. Mirotic makes 3-pt shot from 29 ft (assist by J. Butler),3,69-65,,
6:40.0,,,69-67,2,T. Snell makes 2-pt shot from 1 ft (assist by G. Monroe)
6:28.0,P. Zipser makes 2-pt shot from 1 ft (assist by N. Mirotic),2,71-67,,
6:14.0,,,71-67,,G. Antetokounmpo misses 2-pt shot from 19 ft
6:13.0,Defensive rebound by N. Mirotic,,71-67,,
6:03.0,R. Rondo makes 2-pt shot at rim,2,73-67,,
5:45.0,,,73-67,,M. Brogdon misses 3-pt shot from 26 ft
5:44.0,Defensive rebound by N. Mirotic,,73-67,,
5:32.0,P. Zipser makes 2-pt shot from 16 ft (assist by R. Rondo),2,75-67,,
5:32.0,,,75-67,,Milwaukee full timeout
5:32.0,,,75-67,,M. Dellavedova enters the game for K. Middleton
5:32.0,,,75-67,,M. Teletovic enters the game for M. Brogdon
5:22.0,,,75-67,,Shooting foul by R. Lopez (drawn by G. Monroe)
5:22.0,,,75-68,1,G. Monroe makes free throw 1 of 2
5:22.0,,,75-69,1,G. Monroe makes free throw 2 of 2
5:05.0,N. Mirotic makes 3-pt shot from 27 ft (assist by P. Zipser),3,78-69,,
4:54.0,Personal foul by N. Mirotic (drawn by M. Dellavedova),,78-69,,
4:54.0,D. Valentine enters the game for P. Zipser,,78-69,,
4:49.0,,,78-69,,G. Antetokounmpo misses 3-pt shot from 26 ft
4:49.0,,,78-69,,Offensive rebound by Team
4:47.0,,,78-71,2,G. Antetokounmpo makes 2-pt shot at rim (assist by T. Snell)
4:13.0,R. Rondo makes 2-pt shot from 1 ft,2,80-71,,
4:02.0,,,80-73,2,M. Dellavedova makes 2-pt shot from 7 ft
3:44.0,R. Lopez makes 2-pt shot from 16 ft (assist by R. Rondo),2,82-73,,
3:25.0,,,82-76,3,M. Teletovic makes 3-pt shot from 26 ft (assist by M. Dellavedova)
3:05.0,R. Rondo makes 3-pt shot from 25 ft (assist by J. Butler),3,85-76,,
2:49.0,,,85-76,,G. Monroe misses 2-pt shot from 6 ft
2:48.0,Defensive rebound by N. Mirotic,,85-76,,
2:36.0,R. Lopez makes 2-pt shot at rim (assist by J. Butler),2,87-76,,
2:14.0,,,87-76,,Shooting foul by N. Mirotic (drawn by G. Antetokounmpo)
2:14.0,Chicago full timeout,,87-76,,
2:14.0,,,87-77,1,G. Antetokounmpo makes free throw 1 of 2
2:14.0,,,87-77,,G. Antetokounmpo misses free throw 2 of 2
2:14.0,,,87-76,,J. Terry enters the game for G. Monroe
2:14.0,J. Lauvergne enters the game for R. Lopez,,87-77,,
2:12.0,Defensive rebound by J. Lauvergne,,87-77,,
1:50.0,J. Butler misses 2-pt shot from 15 ft,,87-77,,
1:48.0,,,87-77,,Defensive rebound by G. Antetokounmpo
1:43.0,,,87-77,,G. Antetokounmpo misses 2-pt shot from 1 ft
1:41.0,Defensive rebound by D. Valentine,,87-77,,
1:36.0,R. Rondo misses 2-pt shot from 2 ft,,87-77,,
1:34.0,Offensive rebound by J. Lauvergne,,87-77,,
1:33.0,J. Lauvergne misses 2-pt shot from 1 ft,,87-77,,
1:32.0,Offensive rebound by Team,,87-77,,
1:15.0,D. Valentine misses 2-pt shot from 17 ft,,87-77,,
1:13.0,,,87-77,,Defensive rebound by G. Antetokounmpo
1:05.0,,,87-77,,M. Dellavedova misses 3-pt shot from 29 ft
1:04.0,Defensive rebound by R. Rondo,,87-77,,
0:52.0,R. Rondo makes 2-pt shot from 1 ft,2,89-77,,
0:27.0,,,89-77,,T. Snell misses 3-pt shot from 24 ft
0:26.0,Defensive rebound by D. Valentine,,89-77,,
0:07.0,J. Lauvergne makes 2-pt shot at rim (assist by J. Butler),2,91-77,,
0:02.0,,,91-79,2,G. Antetokounmpo makes 2-pt shot at rim
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,Turnover by J. Butler (bad pass; steal by M. Teletovic),,91-79,,
11:26.0,,,91-79,,Turnover by J. Terry (bad pass; steal by J. Butler)
11:23.0,Turnover by J. Butler (lost ball; steal by K. Middleton),,91-79,,
11:18.0,,,91-79,,K. Middleton misses 3-pt shot from 24 ft
11:17.0,Defensive rebound by J. Butler,,91-79,,
11:14.0,,,91-79,,Shooting block foul by G. Monroe (drawn by J. Butler)
11:14.0,J. Butler misses free throw 1 of 2,,91-79,,
11:14.0,Offensive rebound by Team,,91-79,,
11:14.0,J. Butler makes free throw 2 of 2,1,92-79,,
11:00.0,,,92-81,2,G. Monroe makes 2-pt shot from 5 ft (assist by K. Middleton)
10:42.0,M. Carter-Williams misses 3-pt shot from 24 ft,,92-81,,
10:41.0,,,92-81,,Defensive rebound by M. Teletovic
10:28.0,,,92-81,,K. Middleton misses 2-pt shot from 9 ft
10:27.0,Defensive rebound by B. Portis,,92-81,,
10:22.0,J. Butler makes 3-pt shot from 24 ft (assist by M. Carter-Williams),3,95-81,,
10:22.0,,,95-81,,Technical foul by K. Middleton
10:22.0,J. Butler makes technical free throw,1,96-81,,
10:02.0,,,96-81,,K. Middleton misses 3-pt shot from 25 ft
10:01.0,Defensive rebound by B. Portis,,96-81,,
9:43.0,B. Portis misses 2-pt shot from 17 ft,,96-81,,
9:42.0,,,96-81,,Defensive rebound by M. Dellavedova
9:36.0,,,96-81,,M. Teletovic misses 3-pt shot from 24 ft
9:35.0,Defensive rebound by J. Butler,,96-81,,
9:32.0,,,96-81,,Personal foul by J. Terry (drawn by J. Butler)
9:19.0,Turnover by J. Lauvergne (3 sec),,96-81,,
8:58.0,,,96-81,,Turnover by G. Monroe (bad pass; steal by J. Butler)
8:55.0,J. Butler makes 2-pt shot at rim,2,98-81,,
8:55.0,,,98-81,,Milwaukee full timeout
8:55.0,P. Zipser enters the game for J. Butler,,98-81,,
8:55.0,,,98-81,,M. Brogdon enters the game for M. Dellavedova
8:55.0,,,98-81,,G. Antetokounmpo enters the game for M. Teletovic
8:34.0,,,98-84,3,J. Terry makes 3-pt shot from 24 ft
8:17.0,B. Portis makes 2-pt shot from 18 ft (assist by D. Valentine),2,100-84,,
7:59.0,,,100-84,,M. Brogdon misses 2-pt shot from 1 ft
7:56.0,,,100-84,,Offensive rebound by M. Brogdon
7:56.0,,,100-84,,M. Brogdon misses 2-pt shot from 2 ft
7:54.0,Defensive rebound by P. Zipser,,100-84,,
7:51.0,M. Carter-Williams makes 2-pt shot from 2 ft,2,102-84,,
7:41.0,,,102-84,,Offensive charge foul by G. Antetokounmpo
7:41.0,,,102-84,,Turnover by G. Antetokounmpo (offensive foul)
7:25.0,M. Carter-Williams misses 2-pt shot from 15 ft,,102-84,,
7:24.0,Offensive rebound by J. Lauvergne,,102-84,,
7:21.0,J. Lauvergne misses 2-pt shot from 2 ft,,102-84,,
7:18.0,,,102-84,,Defensive rebound by K. Middleton
7:16.0,,,102-84,,Turnover by J. Terry (lost ball)
7:02.0,M. Carter-Williams misses 2-pt shot from 2 ft,,102-84,,
7:01.0,Offensive rebound by J. Lauvergne,,102-84,,
6:59.0,J. Lauvergne makes 2-pt shot from 1 ft,2,104-84,,
6:43.0,,,104-84,,K. Middleton misses 2-pt shot from 7 ft
6:42.0,Defensive rebound by P. Zipser,,104-84,,
6:24.0,B. Portis misses 3-pt shot from 23 ft,,104-84,,
6:23.0,,,104-84,,Defensive rebound by K. Middleton
6:20.0,,,104-84,,Shooting foul by P. Zipser (drawn by G. Antetokounmpo)
6:20.0,,,104-85,1,G. Antetokounmpo makes free throw 1 of 2
6:20.0,,,104-86,1,G. Antetokounmpo makes free throw 2 of 2
6:20.0,,,104-85,,S. Hawes enters the game for G. Monroe
6:20.0,J. Butler enters the game for D. Valentine,,104-85,,
6:20.0,R. Rondo enters the game for M. Carter-Williams,,104-85,,
6:20.0,N. Mirotic enters the game for B. Portis,,104-85,,
6:13.0,Turnover by N. Mirotic (lost ball; steal by M. Brogdon),,104-86,,
6:09.0,,,104-88,2,M. Brogdon makes 2-pt shot at rim
5:47.0,J. Lauvergne misses 2-pt shot from 6 ft,,104-88,,
5:45.0,,,104-88,,Defensive rebound by S. Hawes
5:36.0,,,104-88,,J. Terry misses 3-pt shot from 24 ft
5:35.0,Defensive rebound by N. Mirotic,,104-88,,
5:12.0,J. Butler misses 2-pt shot from 12 ft,,104-88,,
5:11.0,,,104-88,,Defensive rebound by J. Terry
4:57.0,,,104-88,,S. Hawes misses 3-pt shot from 26 ft
4:56.0,Defensive rebound by J. Butler,,104-88,,
4:37.0,Turnover by J. Butler (bad pass; steal by K. Middleton),,104-88,,
4:33.0,,,104-90,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Brogdon)
4:33.0,Chicago full timeout,,104-90,,
4:33.0,,,104-90,,T. Snell enters the game for J. Terry
4:18.0,N. Mirotic makes 3-pt shot from 24 ft (assist by J. Butler),3,107-90,,
4:05.0,,,107-90,,G. Antetokounmpo misses 2-pt shot from 1 ft
4:03.0,Defensive rebound by J. Butler,,107-90,,
3:47.0,P. Zipser misses 3-pt shot from 24 ft,,107-90,,
3:45.0,,,107-90,,Defensive rebound by M. Brogdon
3:37.0,,,107-90,,M. Brogdon misses 2-pt shot from 2 ft
3:35.0,Defensive rebound by R. Rondo,,107-90,,
3:18.0,N. Mirotic misses 3-pt shot from 25 ft,,107-90,,
3:17.0,,,107-90,,Defensive rebound by G. Antetokounmpo
3:13.0,Personal take foul by R. Rondo (drawn by G. Antetokounmpo),,107-90,,
3:09.0,,,107-90,,K. Middleton misses 3-pt shot from 26 ft
3:08.0,Defensive rebound by R. Rondo,,107-90,,
2:39.0,J. Butler misses 2-pt shot from 22 ft,,107-90,,
2:37.0,Offensive rebound by N. Mirotic,,107-90,,
2:18.0,P. Zipser misses 2-pt shot from 14 ft,,107-90,,
2:16.0,,,107-90,,Defensive rebound by G. Antetokounmpo
2:06.0,,,107-90,,Shooting foul by P. Zipser (drawn by M. Brogdon)
2:06.0,Official timeout,,107-90,,
2:06.0,,,107-91,1,M. Brogdon makes free throw 1 of 2
2:06.0,,,107-92,1,M. Brogdon makes free throw 2 of 2
2:06.0,,,107-90,,R. Vaughn enters the game for K. Middleton
2:06.0,,,107-90,,T. Jones enters the game for G. Antetokounmpo
2:06.0,,,107-90,,T. Maker enters the game for T. Snell
1:44.0,J. Butler makes 2-pt shot from 4 ft (assist by R. Rondo),2,109-92,,
1:37.0,Personal take foul by R. Rondo (drawn by M. Brogdon),,109-92,,
1:37.0,D. Valentine enters the game for N. Mirotic,,109-92,,
1:37.0,J. Grant enters the game for P. Zipser,,109-92,,
1:37.0,I. Canaan enters the game for J. Butler,,109-92,,
1:37.0,C. Payne enters the game for R. Rondo,,109-92,,
1:37.0,B. Portis enters the game for J. Lauvergne,,109-92,,
1:26.0,,,109-92,,R. Vaughn misses 2-pt shot from 6 ft
1:25.0,Defensive rebound by D. Valentine,,109-92,,
1:14.0,D. Valentine misses 3-pt shot from 24 ft,,109-92,,
1:12.0,,,109-92,,Defensive rebound by R. Vaughn
0:55.0,,,109-92,,T. Jones misses 2-pt shot from 16 ft
0:54.0,Defensive rebound by C. Payne,,109-92,,
0:41.0,I. Canaan misses 2-pt shot from 2 ft,,109-92,,
0:39.0,,,109-92,,Defensive rebound by T. Jones
0:35.0,Personal block foul by D. Valentine (drawn by M. Brogdon),,109-92,,
0:35.0,,,109-93,1,M. Brogdon makes free throw 1 of 2
0:35.0,,,109-94,1,M. Brogdon makes free throw 2 of 2
0:27.0,C. Payne misses 3-pt shot from 23 ft,,109-94,,
0:26.0,,,109-94,,Defensive rebound by T. Jones
0:13.0,,,109-94,,S. Hawes misses 2-pt shot from 11 ft
0:12.0,Defensive rebound by C. Payne,,109-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
