time,San Antonio,pts.away,score,pts.home,Memphis
2:07.0,,,22-14,,Turnover by M. Gasol (lost ball; steal by P. Mills)
2:01.0,,,22-14,,Personal foul by A. Harrison (drawn by K. Leonard)
2:01.0,,,22-14,,M. Conley enters the game for V. Carter
1:55.0,K. Leonard makes 2-pt shot from 18 ft (assist by M. Ginobili),2,24-14,,
1:47.0,,,24-14,,Memphis full timeout
1:34.0,,,24-16,2,M. Conley makes 2-pt shot from 10 ft
1:17.0,K. Leonard misses 2-pt shot from 15 ft,,24-16,,
1:15.0,,,24-16,,Defensive rebound by M. Gasol
1:11.0,,,24-18,2,J. Green makes 2-pt shot at rim (assist by M. Conley)
0:58.0,P. Mills misses 2-pt shot from 21 ft,,24-18,,
0:56.0,,,24-18,,Defensive rebound by M. Conley
0:47.0,,,24-21,3,M. Conley makes 3-pt shot from 25 ft (assist by M. Gasol)
0:47.0,,,24-21,,Violation by Team (jump ball)
0:32.0,P. Gasol makes 2-pt shot at rim (assist by K. Leonard),2,26-21,,
0:13.0,,,26-23,2,M. Conley makes 2-pt shot from 2 ft
0:02.0,K. Leonard misses 2-pt shot from 8 ft,,26-23,,
0:02.0,,,26-23,,Defensive rebound by J. Green
0:01.0,,,26-23,,J. Green misses 3-pt shot from 46 ft
0:00.0,,,26-23,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,26-23,,M. Conley misses 3-pt shot from 26 ft
11:42.0,,,26-23,,Offensive rebound by W. Selden
11:34.0,,,26-23,,J. Green misses 2-pt shot from 19 ft
11:33.0,Defensive rebound by K. Anderson,,26-23,,
11:09.0,K. Anderson misses 2-pt shot from 21 ft,,26-23,,
11:09.0,Offensive rebound by Team,,26-23,,
11:09.0,Turnover by Team (shot clock),,26-23,,
11:09.0,D. Green enters the game for M. Ginobili,,26-23,,
10:53.0,,,26-26,3,J. Green makes 3-pt shot from 25 ft (assist by W. Selden)
10:36.0,T. Parker misses 2-pt shot from 23 ft,,26-26,,
10:35.0,,,26-26,,Defensive rebound by J. Green
10:34.0,,,26-26,,Turnover by J. Green (bad pass)
10:16.0,L. Aldridge misses 2-pt shot from 16 ft,,26-26,,
10:14.0,,,26-26,,Defensive rebound by A. Harrison
10:01.0,,,26-26,,W. Selden misses 3-pt shot from 26 ft
10:00.0,Defensive rebound by T. Parker,,26-26,,
9:56.0,,,26-26,,Personal foul by A. Harrison (drawn by T. Parker)
9:40.0,Turnover by L. Aldridge (lost ball; steal by A. Harrison),,26-26,,
9:36.0,,,26-28,2,A. Harrison makes 2-pt shot from 1 ft
9:36.0,,,26-28,,Shooting foul by D. Lee (drawn by A. Harrison)
9:36.0,,,26-29,1,A. Harrison makes free throw 1 of 1
9:17.0,T. Parker makes 2-pt shot from 20 ft,2,28-29,,
8:55.0,,,28-29,,Z. Randolph misses 2-pt shot from 20 ft
8:55.0,Defensive rebound by K. Anderson,,28-29,,
8:33.0,Turnover by T. Parker (offensive foul),,28-29,,
8:33.0,Offensive foul by T. Parker,,28-29,,
8:33.0,,,28-29,,Memphis full timeout
8:33.0,,,28-29,,V. Carter enters the game for A. Harrison
8:33.0,,,28-29,,M. Gasol enters the game for J. Green
8:33.0,P. Gasol enters the game for D. Lee,,28-29,,
8:20.0,Personal foul by P. Gasol (drawn by Z. Randolph),,28-29,,
8:20.0,,,28-30,1,Z. Randolph makes free throw 1 of 2
8:20.0,,,28-31,1,Z. Randolph makes free throw 2 of 2
7:53.0,T. Parker misses 2-pt shot from 20 ft,,28-31,,
7:53.0,,,28-31,,Defensive rebound by Z. Randolph
7:45.0,,,28-31,,V. Carter misses 3-pt shot from 25 ft
7:44.0,Defensive rebound by T. Parker,,28-31,,
7:30.0,P. Gasol misses 2-pt shot from 2 ft,,28-31,,
7:28.0,,,28-31,,Defensive rebound by Z. Randolph
7:16.0,,,28-31,,Z. Randolph misses 2-pt shot from 7 ft
7:15.0,,,28-31,,Offensive rebound by M. Gasol
7:15.0,,,28-31,,M. Gasol misses 2-pt shot from 1 ft
7:13.0,,,28-31,,Offensive rebound by M. Gasol
7:09.0,,,28-34,3,V. Carter makes 3-pt shot from 26 ft (assist by W. Selden)
6:57.0,P. Gasol misses 3-pt shot from 27 ft,,28-34,,
6:56.0,,,28-34,,Defensive rebound by Z. Randolph
6:51.0,,,28-37,3,M. Conley makes 3-pt shot from 25 ft
6:51.0,,,28-37,,Shooting foul by D. Green (drawn by M. Conley)
6:51.0,,,28-37,,M. Conley misses free throw 1 of 1
6:51.0,K. Leonard enters the game for K. Anderson,,28-37,,
6:49.0,Defensive rebound by K. Leonard,,28-37,,
6:42.0,T. Parker makes 2-pt shot from 1 ft,2,30-37,,
6:42.0,Shooting foul by M. Gasol (drawn by T. Parker),,30-37,,
6:42.0,T. Parker makes free throw 1 of 1,1,31-37,,
6:42.0,,,30-37,,J. Ennis enters the game for W. Selden
6:30.0,,,31-37,,J. Ennis misses 3-pt shot from 23 ft
6:30.0,Defensive rebound by L. Aldridge,,31-37,,
6:19.0,,,31-37,,Personal foul by Z. Randolph (drawn by L. Aldridge)
6:19.0,,,31-37,,J. Green enters the game for Z. Randolph
6:19.0,,,31-37,,A. Harrison enters the game for M. Conley
6:06.0,K. Leonard misses 3-pt shot from 25 ft,,31-37,,
6:05.0,,,31-37,,Defensive rebound by A. Harrison
6:02.0,,,31-37,,J. Ennis misses 2-pt shot from 2 ft
5:59.0,,,31-37,,Offensive rebound by J. Green
5:59.0,,,31-39,2,J. Green makes 2-pt shot from 1 ft
5:41.0,T. Parker makes 2-pt shot from 1 ft,2,33-39,,
5:17.0,,,33-41,2,V. Carter makes 2-pt shot from 1 ft
5:05.0,T. Parker makes 2-pt shot from 21 ft,2,35-41,,
4:45.0,,,35-43,2,J. Green makes 2-pt shot from 20 ft (assist by A. Harrison)
4:31.0,T. Parker makes 2-pt shot from 2 ft,2,37-43,,
4:31.0,Shooting foul by J. Green (drawn by T. Parker),,37-43,,
4:31.0,,,37-43,,Memphis full timeout
4:31.0,T. Parker makes free throw 1 of 1,1,38-43,,
4:31.0,D. Bertans enters the game for L. Aldridge,,37-43,,
4:31.0,M. Ginobili enters the game for D. Green,,37-43,,
4:16.0,,,38-43,,V. Carter misses 2-pt shot from 16 ft
4:15.0,Defensive rebound by P. Gasol,,38-43,,
4:01.0,M. Ginobili misses 2-pt shot from 14 ft,,38-43,,
3:59.0,,,38-43,,Defensive rebound by V. Carter
3:53.0,,,38-43,,J. Ennis misses 2-pt shot from 2 ft
3:53.0,Defensive rebound by M. Ginobili,,38-43,,
3:38.0,Turnover by K. Leonard (traveling),,38-43,,
3:38.0,P. Mills enters the game for T. Parker,,38-43,,
3:38.0,,,38-43,,M. Conley enters the game for A. Harrison
3:14.0,,,38-43,,M. Gasol misses 3-pt shot from 29 ft
3:14.0,,,38-43,,Offensive rebound by Team
3:14.0,,,38-43,,Turnover by Team (shot clock)
3:03.0,K. Leonard misses 2-pt shot from 1 ft,,38-43,,
3:01.0,Offensive rebound by P. Gasol,,38-43,,
3:01.0,P. Gasol makes 2-pt shot from 1 ft,2,40-43,,
3:01.0,,,40-43,,Memphis full timeout
3:01.0,,,40-43,,Z. Randolph enters the game for J. Green
3:01.0,D. Lee enters the game for D. Bertans,,40-43,,
2:45.0,,,40-43,,Turnover by M. Conley (bad pass; steal by K. Leonard)
2:37.0,K. Leonard misses 2-pt shot from 14 ft,,40-43,,
2:35.0,Offensive rebound by P. Gasol,,40-43,,
2:31.0,M. Ginobili misses 3-pt shot from 26 ft,,40-43,,
2:29.0,Offensive rebound by P. Gasol,,40-43,,
2:29.0,P. Gasol makes 2-pt shot from 1 ft,2,42-43,,
2:10.0,,,42-46,3,M. Gasol makes 3-pt shot from 23 ft (assist by V. Carter)
2:09.0,San Antonio full timeout,,42-46,,
1:46.0,D. Lee misses 2-pt shot from 2 ft (block by J. Ennis),,42-46,,
1:46.0,,,42-46,,Defensive rebound by Z. Randolph
1:46.0,Loose ball foul by K. Leonard (drawn by Z. Randolph),,42-46,,
1:29.0,,,42-49,3,V. Carter makes 3-pt shot from 26 ft (assist by Z. Randolph)
1:20.0,Shooting foul by J. Ennis (drawn by K. Leonard),,42-49,,
1:20.0,K. Leonard makes free throw 1 of 3,1,43-49,,
1:20.0,K. Leonard makes free throw 2 of 3,1,44-49,,
1:20.0,K. Leonard makes free throw 3 of 3,1,45-49,,
1:20.0,,,44-49,,J. Green enters the game for J. Ennis
1:20.0,T. Parker enters the game for P. Mills,,44-49,,
1:20.0,J. Simmons enters the game for M. Ginobili,,44-49,,
1:01.0,,,45-51,2,Z. Randolph makes 2-pt shot from 1 ft (assist by M. Gasol)
0:37.0,K. Leonard makes 3-pt shot from 25 ft (assist by T. Parker),3,48-51,,
0:31.0,,,48-51,,Shooting foul by T. Parker (drawn by M. Conley)
0:31.0,,,48-52,1,M. Conley makes free throw 1 of 2
0:31.0,,,48-53,1,M. Conley makes free throw 2 of 2
0:31.0,,,48-52,,W. Selden enters the game for Z. Randolph
0:31.0,P. Mills enters the game for J. Simmons,,48-52,,
0:31.0,D. Bertans enters the game for D. Lee,,48-52,,
0:10.0,D. Bertans makes 3-pt shot from 26 ft (assist by P. Mills),3,51-53,,
0:01.0,,,51-55,2,M. Gasol makes 2-pt shot from 17 ft (assist by M. Conley)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,51-58,3,M. Conley makes 3-pt shot from 25 ft (assist by M. Gasol)
11:19.0,T. Parker misses 2-pt shot from 20 ft,,51-58,,
11:18.0,,,51-58,,Defensive rebound by Z. Randolph
11:15.0,,,51-58,,Turnover by J. Ennis (bad pass; steal by K. Leonard)
11:01.0,K. Leonard makes 2-pt shot from 5 ft,2,53-58,,
10:46.0,,,53-58,,M. Conley misses 2-pt shot from 11 ft
10:43.0,Defensive rebound by K. Leonard,,53-58,,
10:32.0,Turnover by K. Leonard (bad pass; steal by M. Conley),,53-58,,
10:26.0,,,53-58,,J. Ennis misses 2-pt shot from 1 ft (block by D. Green)
10:26.0,Defensive rebound by Team,,53-58,,
10:08.0,K. Leonard misses 2-pt shot from 7 ft,,53-58,,
10:07.0,,,53-58,,Defensive rebound by M. Gasol
9:56.0,Personal foul by K. Leonard (drawn by M. Gasol),,53-58,,
9:41.0,,,53-58,,J. Ennis misses 2-pt shot from 22 ft
9:40.0,Defensive rebound by D. Green,,53-58,,
9:29.0,L. Aldridge misses 2-pt shot from 19 ft,,53-58,,
9:28.0,,,53-58,,Defensive rebound by M. Gasol
9:15.0,,,53-58,,Turnover by J. Ennis (bad pass)
9:02.0,K. Leonard misses 2-pt shot from 20 ft,,53-58,,
9:01.0,,,53-58,,Defensive rebound by Z. Randolph
8:44.0,,,53-58,,Turnover by V. Carter (lost ball; steal by D. Lee)
8:36.0,D. Green misses 3-pt shot from 24 ft,,53-58,,
8:32.0,,,53-58,,Defensive rebound by J. Ennis
8:29.0,,,53-58,,Memphis full timeout
8:29.0,,,53-58,,W. Selden enters the game for J. Ennis
8:19.0,,,53-58,,Shooting foul by T. Parker (drawn by Z. Randolph)
8:19.0,,,53-59,1,Z. Randolph makes free throw 1 of 2
8:19.0,,,53-60,1,Z. Randolph makes free throw 2 of 2
8:05.0,Turnover by D. Green (step out of bounds),,53-60,,
7:50.0,Personal foul by D. Lee (drawn by Z. Randolph),,53-60,,
7:50.0,San Antonio full timeout,,53-60,,
7:38.0,,,53-62,2,M. Conley makes 2-pt shot from 1 ft (assist by M. Gasol)
7:11.0,D. Green makes 2-pt shot from 13 ft (assist by L. Aldridge),2,55-62,,
7:01.0,,,55-62,,Turnover by M. Gasol (bad pass)
6:47.0,L. Aldridge misses 2-pt shot from 18 ft,,55-62,,
6:47.0,,,55-62,,Defensive rebound by M. Conley
6:42.0,,,55-64,2,Z. Randolph makes 2-pt shot from 1 ft (assist by M. Conley)
6:23.0,T. Parker misses 2-pt shot from 8 ft,,55-64,,
6:20.0,,,55-64,,Defensive rebound by Z. Randolph
6:15.0,,,55-64,,Offensive foul by M. Gasol
6:15.0,,,55-64,,Turnover by M. Gasol (offensive foul)
5:57.0,D. Lee makes 2-pt shot at rim (assist by T. Parker),2,57-64,,
5:39.0,,,57-64,,M. Conley misses 2-pt shot from 16 ft
5:37.0,Defensive rebound by D. Lee,,57-64,,
5:29.0,T. Parker makes 2-pt shot at rim,2,59-64,,
5:09.0,,,59-64,,Z. Randolph misses 2-pt shot from 9 ft
5:07.0,Defensive rebound by T. Parker,,59-64,,
5:03.0,T. Parker misses 2-pt shot from 8 ft,,59-64,,
5:00.0,,,59-64,,Defensive rebound by V. Carter
4:50.0,,,59-64,,Turnover by Z. Randolph (bad pass; steal by K. Leonard)
4:43.0,D. Green misses 3-pt shot from 25 ft,,59-64,,
4:41.0,,,59-64,,Defensive rebound by Team
4:41.0,P. Mills enters the game for T. Parker,,59-64,,
4:41.0,M. Ginobili enters the game for D. Green,,59-64,,
4:41.0,P. Gasol enters the game for D. Lee,,59-64,,
4:41.0,,,59-64,,J. Green enters the game for Z. Randolph
4:28.0,,,59-64,,Turnover by V. Carter (bad pass; steal by L. Aldridge)
4:25.0,L. Aldridge makes 2-pt shot at rim,2,61-64,,
4:25.0,Shooting foul by J. Green (drawn by L. Aldridge),,61-64,,
4:25.0,L. Aldridge makes free throw 1 of 1,1,62-64,,
4:25.0,,,61-64,,A. Harrison enters the game for M. Conley
4:09.0,,,62-64,,V. Carter misses 3-pt shot from 25 ft
4:09.0,Defensive rebound by P. Gasol,,62-64,,
3:54.0,L. Aldridge makes 2-pt shot from 5 ft,2,64-64,,
3:42.0,,,64-64,,Shooting foul by P. Gasol (drawn by M. Gasol)
3:42.0,,,64-65,1,M. Gasol makes free throw 1 of 2
3:42.0,,,64-66,1,M. Gasol makes free throw 2 of 2
3:42.0,,,64-65,,T. Daniels enters the game for V. Carter
3:25.0,K. Leonard misses 3-pt shot from 25 ft,,64-66,,
3:25.0,,,64-66,,Defensive rebound by M. Gasol
3:06.0,,,64-66,,W. Selden misses 3-pt shot from 26 ft
3:06.0,Defensive rebound by P. Mills,,64-66,,
2:59.0,K. Leonard misses 2-pt shot from 2 ft,,64-66,,
2:57.0,,,64-66,,Defensive rebound by M. Gasol
2:56.0,,,64-66,,Turnover by M. Gasol (lost ball; steal by K. Leonard)
2:52.0,K. Leonard makes 2-pt shot from 2 ft,2,66-66,,
2:35.0,,,66-66,,Turnover by M. Gasol (bad pass)
2:15.0,M. Ginobili misses 3-pt shot from 25 ft,,66-66,,
2:15.0,,,66-66,,Defensive rebound by M. Gasol
1:56.0,,,66-69,3,T. Daniels makes 3-pt shot from 24 ft (assist by W. Selden)
1:33.0,L. Aldridge makes 2-pt shot at rim (assist by P. Mills),2,68-69,,
1:04.0,,,68-69,,W. Selden misses 2-pt shot from 2 ft
1:04.0,Defensive rebound by P. Gasol,,68-69,,
0:56.0,K. Leonard misses 2-pt shot at rim (block by M. Gasol),,68-69,,
0:52.0,,,68-69,,Defensive rebound by W. Selden
0:52.0,Personal take foul by P. Mills,,68-69,,
0:52.0,,,68-70,1,J. Green makes free throw 1 of 2
0:52.0,,,68-71,1,J. Green makes free throw 2 of 2
0:52.0,,,68-70,,M. Conley enters the game for A. Harrison
0:52.0,,,68-70,,Z. Randolph enters the game for M. Gasol
0:52.0,D. Lee enters the game for L. Aldridge,,68-70,,
0:41.0,P. Mills makes 2-pt shot from 5 ft (assist by K. Leonard),2,70-71,,
0:41.0,Shooting foul by M. Conley,,70-71,,
0:41.0,P. Mills makes free throw 1 of 1,1,71-71,,
0:41.0,K. Anderson enters the game for K. Leonard,,70-71,,
0:41.0,,,70-71,,J. Ennis enters the game for W. Selden
0:29.0,,,71-74,3,J. Green makes 3-pt shot from 25 ft (assist by M. Conley)
0:10.0,Offensive charge foul by P. Gasol,,71-74,,
0:10.0,Turnover by P. Gasol (offensive foul),,71-74,,
0:01.0,,,71-74,,J. Green misses 2-pt shot from 22 ft
0:00.0,Defensive rebound by P. Gasol,,71-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,P. Mills misses 3-pt shot from 25 ft,,71-74,,
11:45.0,,,71-74,,Defensive rebound by J. Green
11:29.0,,,71-74,,T. Daniels misses 3-pt shot from 23 ft
11:29.0,Defensive rebound by P. Mills,,71-74,,
11:17.0,P. Gasol misses 2-pt shot from 2 ft,,71-74,,
11:16.0,,,71-74,,Defensive rebound by Z. Randolph
10:58.0,,,71-74,,Z. Randolph misses 2-pt shot from 18 ft
10:57.0,Defensive rebound by P. Gasol,,71-74,,
10:38.0,P. Mills misses 3-pt shot from 25 ft,,71-74,,
10:38.0,,,71-74,,Defensive rebound by T. Daniels
10:29.0,,,71-76,2,M. Conley makes 2-pt shot from 7 ft
10:09.0,D. Lee misses 2-pt shot from 8 ft,,71-76,,
10:08.0,,,71-76,,Defensive rebound by Z. Randolph
10:03.0,,,71-79,3,T. Daniels makes 3-pt shot from 26 ft (assist by M. Conley)
10:03.0,San Antonio full timeout,,71-79,,
10:03.0,D. Green enters the game for D. Lee,,71-79,,
10:03.0,L. Aldridge enters the game for P. Gasol,,71-79,,
10:03.0,D. Bertans enters the game for M. Ginobili,,71-79,,
9:43.0,L. Aldridge makes 2-pt shot from 11 ft,2,73-79,,
9:29.0,,,73-79,,M. Conley misses 2-pt shot from 1 ft
9:28.0,,,73-79,,Offensive rebound by Z. Randolph
9:28.0,,,73-81,2,Z. Randolph makes 2-pt shot at rim
9:13.0,D. Green misses 3-pt shot from 24 ft,,73-81,,
9:11.0,,,73-81,,Defensive rebound by Z. Randolph
9:00.0,,,73-81,,Z. Randolph misses 2-pt shot from 6 ft (block by D. Bertans)
9:00.0,,,73-81,,Offensive rebound by Team
9:00.0,,,73-81,,M. Gasol enters the game for J. Green
9:00.0,T. Parker enters the game for P. Mills,,73-81,,
9:00.0,K. Leonard enters the game for J. Simmons,,73-81,,
8:52.0,,,73-81,,M. Conley misses 2-pt shot from 11 ft
8:50.0,Defensive rebound by D. Bertans,,73-81,,
8:35.0,D. Bertans misses 2-pt shot from 3 ft,,73-81,,
8:33.0,,,73-81,,Defensive rebound by M. Gasol
8:20.0,,,73-81,,Z. Randolph misses 3-pt shot from 26 ft
8:19.0,Defensive rebound by K. Leonard,,73-81,,
8:08.0,K. Leonard misses 2-pt shot from 21 ft,,73-81,,
8:08.0,,,73-81,,Defensive rebound by M. Conley
8:02.0,,,73-81,,Z. Randolph misses 2-pt shot from 2 ft (block by D. Bertans)
8:01.0,,,73-81,,Offensive rebound by Team
7:55.0,,,73-81,,Turnover by M. Gasol (offensive foul)
7:55.0,,,73-81,,Offensive foul by M. Gasol
7:43.0,T. Parker misses 2-pt shot from 5 ft,,73-81,,
7:42.0,,,73-81,,Defensive rebound by M. Conley
7:37.0,,,73-83,2,M. Conley makes 2-pt shot from 1 ft
7:19.0,,,73-83,,Personal foul by M. Conley (drawn by T. Parker)
7:19.0,,,73-83,,A. Harrison enters the game for M. Conley
7:08.0,D. Green misses 3-pt shot from 24 ft,,73-83,,
7:07.0,,,73-83,,Defensive rebound by A. Harrison
6:48.0,Personal foul by T. Parker (drawn by A. Harrison),,73-83,,
6:48.0,,,73-83,,J. Green enters the game for Z. Randolph
6:40.0,,,73-83,,M. Gasol misses 2-pt shot from 2 ft
6:39.0,Defensive rebound by K. Leonard,,73-83,,
6:36.0,D. Green makes 2-pt shot from 2 ft (assist by K. Leonard),2,75-83,,
6:36.0,Shooting foul by J. Ennis (drawn by D. Green),,75-83,,
6:36.0,D. Green makes free throw 1 of 1,1,76-83,,
6:22.0,,,76-83,,J. Ennis misses 3-pt shot from 23 ft
6:22.0,Defensive rebound by K. Leonard,,76-83,,
6:06.0,Shooting foul by J. Green (drawn by T. Parker),,76-83,,
6:06.0,T. Parker makes free throw 1 of 2,1,77-83,,
6:06.0,T. Parker makes free throw 2 of 2,1,78-83,,
6:06.0,J. Simmons enters the game for D. Green,,77-83,,
6:06.0,,,77-83,,V. Carter enters the game for T. Daniels
5:51.0,,,78-83,,Turnover by V. Carter (bad pass; steal by L. Aldridge)
5:41.0,T. Parker makes 2-pt shot from 1 ft,2,80-83,,
5:34.0,,,80-83,,Memphis full timeout
5:34.0,,,80-83,,M. Conley enters the game for A. Harrison
5:22.0,,,80-83,,V. Carter misses 2-pt shot from 4 ft
5:21.0,,,80-83,,Offensive rebound by V. Carter
5:21.0,,,80-85,2,V. Carter makes 2-pt shot from 1 ft
5:01.0,T. Parker misses 2-pt shot from 12 ft,,80-85,,
5:01.0,,,80-85,,Defensive rebound by M. Conley
4:42.0,,,80-88,3,M. Conley makes 3-pt shot from 25 ft
4:25.0,D. Bertans misses 3-pt shot from 25 ft,,80-88,,
4:25.0,,,80-88,,Defensive rebound by M. Conley
4:06.0,,,80-88,,Turnover by M. Conley (bad pass; steal by K. Leonard)
3:54.0,K. Leonard makes 3-pt shot from 25 ft (assist by T. Parker),3,83-88,,
3:36.0,,,83-88,,Offensive foul by V. Carter
3:36.0,,,83-88,,Turnover by V. Carter (offensive foul)
3:18.0,K. Leonard misses 2-pt shot from 1 ft,,83-88,,
3:18.0,Offensive rebound by K. Leonard,,83-88,,
3:18.0,,,83-88,,Personal foul by V. Carter (drawn by K. Leonard)
3:18.0,K. Leonard makes free throw 1 of 2,1,84-88,,
3:18.0,K. Leonard makes free throw 2 of 2,1,85-88,,
3:18.0,,,84-88,,Z. Randolph enters the game for J. Green
3:00.0,,,85-88,,Turnover by J. Ennis (lost ball; steal by K. Leonard)
2:57.0,K. Leonard makes 2-pt shot from 2 ft,2,87-88,,
2:57.0,Shooting foul by J. Ennis (drawn by K. Leonard),,87-88,,
2:57.0,San Antonio full timeout,,87-88,,
2:57.0,K. Leonard makes free throw 1 of 1,1,88-88,,
2:57.0,,,87-88,,T. Daniels enters the game for J. Ennis
2:57.0,P. Mills enters the game for D. Bertans,,87-88,,
2:57.0,D. Lee enters the game for J. Simmons,,87-88,,
2:40.0,,,88-88,,Turnover by M. Gasol (bad pass)
2:29.0,K. Leonard makes 3-pt shot from 26 ft,3,91-88,,
2:13.0,,,91-88,,M. Conley misses 2-pt shot from 1 ft
2:12.0,Defensive rebound by T. Parker,,91-88,,
1:50.0,T. Parker misses 3-pt shot from 26 ft,,91-88,,
1:50.0,Offensive rebound by D. Lee,,91-88,,
1:45.0,P. Mills misses 3-pt shot from 26 ft,,91-88,,
1:44.0,,,91-88,,Defensive rebound by M. Conley
1:40.0,,,91-88,,Shooting foul by K. Leonard (drawn by M. Conley)
1:40.0,,,91-89,1,M. Conley makes free throw 1 of 2
1:40.0,,,91-90,1,M. Conley makes free throw 2 of 2
1:17.0,T. Parker misses 2-pt shot from 2 ft,,91-90,,
1:17.0,,,91-90,,Defensive rebound by Team
