time,Chicago,pts.away,score,pts.home,Boston
8:23.0,,,9-9,,Shooting foul by D. Wade (drawn by I. Thomas)
8:23.0,,,9-10,1,I. Thomas makes free throw 1 of 2
8:23.0,,,9-10,,I. Thomas misses free throw 2 of 2
8:23.0,Defensive rebound by R. Rondo,,9-10,,
8:23.0,,,9-10,,J. Brown enters the game for A. Johnson
8:08.0,R. Rondo makes 2-pt shot from 2 ft,2,11-10,,
7:57.0,,,11-10,,Shooting foul by J. Butler (drawn by I. Thomas)
7:57.0,,,11-10,,I. Thomas misses free throw 1 of 2
7:57.0,,,11-10,,Offensive rebound by Team
7:57.0,,,11-11,1,I. Thomas makes free throw 2 of 2
7:36.0,Turnover by R. Rondo (bad pass; steal by I. Thomas),,11-11,,
7:27.0,,,11-11,,A. Horford misses 2-pt shot from 2 ft (block by R. Lopez)
7:27.0,Defensive rebound by D. Wade,,11-11,,
7:22.0,J. Butler misses 2-pt shot from 2 ft,,11-11,,
7:21.0,Offensive rebound by D. Wade,,11-11,,
7:21.0,D. Wade makes 2-pt shot from 2 ft,2,13-11,,
7:12.0,,,13-11,,Turnover by I. Thomas (bad pass; steal by R. Rondo)
7:06.0,J. Butler makes 2-pt shot from 14 ft (assist by R. Rondo),2,15-11,,
6:43.0,,,15-11,,J. Brown misses 3-pt shot from 25 ft
6:42.0,,,15-11,,Offensive rebound by J. Crowder
6:38.0,,,15-11,,J. Crowder misses 3-pt shot from 23 ft
6:37.0,Defensive rebound by N. Mirotic,,15-11,,
6:24.0,N. Mirotic makes 2-pt shot at rim (assist by R. Rondo),2,17-11,,
6:24.0,,,17-11,,Boston full timeout
6:06.0,,,17-11,,J. Brown misses 3-pt shot from 25 ft
6:05.0,Defensive rebound by R. Lopez,,17-11,,
5:48.0,N. Mirotic makes 3-pt shot from 25 ft (assist by R. Rondo),3,20-11,,
5:32.0,Personal foul by R. Rondo (drawn by I. Thomas),,20-11,,
5:32.0,,,20-11,,M. Smart enters the game for J. Brown
5:32.0,,,20-11,,K. Olynyk enters the game for J. Crowder
5:18.0,,,20-13,2,M. Smart makes 2-pt shot from 21 ft (assist by K. Olynyk)
5:02.0,J. Butler misses 2-pt shot from 15 ft,,20-13,,
5:01.0,,,20-13,,Defensive rebound by A. Bradley
4:53.0,,,20-15,2,A. Bradley makes 2-pt shot from 2 ft
4:37.0,N. Mirotic makes 3-pt shot from 26 ft (assist by R. Rondo),3,23-15,,
4:21.0,,,23-15,,M. Smart misses 3-pt shot from 23 ft
4:20.0,,,23-15,,Offensive rebound by A. Horford
4:14.0,,,23-15,,K. Olynyk misses 2-pt shot from 12 ft
4:13.0,Defensive rebound by N. Mirotic,,23-15,,
4:04.0,R. Rondo makes 2-pt shot from 8 ft,2,25-15,,
3:53.0,,,25-15,,I. Thomas misses 2-pt shot from 2 ft
3:52.0,Defensive rebound by Team,,25-15,,
3:52.0,,,25-15,,Loose ball foul by K. Olynyk (drawn by R. Lopez)
3:52.0,P. Zipser enters the game for D. Wade,,25-15,,
3:39.0,N. Mirotic misses 3-pt shot from 25 ft,,25-15,,
3:37.0,,,25-15,,Defensive rebound by A. Bradley
3:24.0,,,25-15,,K. Olynyk misses 2-pt shot from 3 ft (block by N. Mirotic)
3:22.0,Defensive rebound by N. Mirotic,,25-15,,
3:05.0,R. Lopez makes 2-pt shot from 20 ft (assist by R. Rondo),2,27-15,,
2:45.0,,,27-18,3,K. Olynyk makes 3-pt shot from 25 ft (assist by A. Horford)
2:24.0,,,27-18,,Personal foul by A. Horford (drawn by R. Lopez)
2:24.0,Chicago full timeout,,27-18,,
2:24.0,,,27-18,,T. Rozier enters the game for A. Horford
2:24.0,,,27-18,,A. Johnson enters the game for I. Thomas
2:18.0,N. Mirotic misses 3-pt shot from 23 ft,,27-18,,
2:17.0,Offensive rebound by R. Lopez,,27-18,,
2:17.0,R. Lopez makes 2-pt shot from 2 ft,2,29-18,,
1:54.0,,,29-21,3,T. Rozier makes 3-pt shot from 23 ft (assist by M. Smart)
1:29.0,Shooting foul by A. Johnson (drawn by P. Zipser),,29-21,,
1:29.0,P. Zipser makes free throw 1 of 2,1,30-21,,
1:29.0,P. Zipser makes free throw 2 of 2,1,31-21,,
1:29.0,J. Grant enters the game for R. Rondo,,30-21,,
1:29.0,B. Portis enters the game for N. Mirotic,,30-21,,
1:18.0,,,31-21,,A. Bradley misses 2-pt shot from 19 ft
1:17.0,,,31-21,,Offensive rebound by A. Johnson
1:17.0,,,31-23,2,A. Johnson makes 2-pt shot from 3 ft
0:58.0,J. Grant misses 2-pt shot from 14 ft,,31-23,,
0:57.0,,,31-23,,Defensive rebound by K. Olynyk
0:43.0,,,31-23,,Turnover by K. Olynyk (lost ball; steal by J. Butler)
0:39.0,J. Butler misses 2-pt shot from 2 ft,,31-23,,
0:37.0,,,31-23,,Defensive rebound by M. Smart
0:28.0,,,31-26,3,A. Bradley makes 3-pt shot from 25 ft (assist by T. Rozier)
0:05.0,J. Butler misses 2-pt shot from 19 ft,,31-26,,
0:04.0,Offensive rebound by Team,,31-26,,
0:04.0,Turnover by Team (shot clock),,31-26,,
0:04.0,R. Rondo enters the game for R. Lopez,,31-26,,
0:04.0,,,31-26,,I. Thomas enters the game for A. Johnson
0:01.0,,,31-26,,A. Bradley misses 3-pt shot from 26 ft
0:00.0,,,31-26,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,31-28,2,J. Crowder makes 2-pt shot from 3 ft (assist by K. Olynyk)
11:29.0,Offensive foul by C. Felicio,,31-28,,
11:29.0,Turnover by C. Felicio (offensive foul),,31-28,,
11:19.0,Personal foul by B. Portis (drawn by J. Crowder),,31-28,,
11:09.0,,,31-30,2,K. Olynyk makes 2-pt shot from 2 ft (assist by I. Thomas)
10:51.0,P. Zipser makes 2-pt shot from 2 ft,2,33-30,,
10:51.0,Technical foul by B. Portis,,33-30,,
10:51.0,,,33-31,1,I. Thomas makes technical free throw
10:30.0,,,33-31,,T. Rozier misses 2-pt shot from 1 ft
10:29.0,Defensive rebound by B. Portis,,33-31,,
10:16.0,,,33-31,,Personal foul by K. Olynyk (drawn by D. Wade)
10:08.0,J. Grant misses 3-pt shot from 26 ft,,33-31,,
10:07.0,,,33-31,,Defensive rebound by M. Smart
10:01.0,Shooting block foul by P. Zipser (drawn by I. Thomas),,33-31,,
10:01.0,,,33-32,1,I. Thomas makes free throw 1 of 2
10:01.0,,,33-32,,I. Thomas misses free throw 2 of 2
10:01.0,Defensive rebound by B. Portis,,33-32,,
10:01.0,R. Rondo enters the game for J. Grant,,33-32,,
9:59.0,,,33-32,,Personal foul by J. Crowder (drawn by B. Portis)
9:49.0,Turnover by R. Rondo (lost ball),,33-32,,
9:37.0,,,33-32,,J. Crowder misses 3-pt shot from 25 ft
9:36.0,,,33-32,,Offensive rebound by M. Smart
9:36.0,,,33-34,2,M. Smart makes 2-pt shot from 3 ft
9:19.0,B. Portis makes 3-pt shot from 24 ft (assist by R. Rondo),3,36-34,,
9:04.0,,,36-36,2,J. Crowder makes 2-pt shot from 2 ft (assist by M. Smart)
8:44.0,Official timeout,,36-36,,
8:42.0,P. Zipser misses 2-pt shot from 18 ft,,36-36,,
8:41.0,,,36-36,,Defensive rebound by Team
8:41.0,Loose ball foul by C. Felicio (drawn by K. Olynyk),,36-36,,
8:41.0,J. Butler enters the game for P. Zipser,,36-36,,
8:21.0,,,36-36,,Turnover by M. Smart (traveling)
8:21.0,N. Mirotic enters the game for B. Portis,,36-36,,
8:21.0,,,36-36,,A. Bradley enters the game for T. Rozier
8:03.0,J. Butler makes 2-pt shot from 12 ft,2,38-36,,
7:49.0,,,38-36,,I. Thomas misses 3-pt shot from 25 ft (block by J. Butler)
7:48.0,Defensive rebound by D. Wade,,38-36,,
7:37.0,N. Mirotic misses 2-pt shot from 12 ft,,38-36,,
7:35.0,,,38-36,,Defensive rebound by M. Smart
7:25.0,,,38-36,,A. Bradley misses 3-pt shot from 23 ft
7:24.0,Defensive rebound by D. Wade,,38-36,,
7:15.0,D. Wade misses 2-pt shot from 3 ft,,38-36,,
7:14.0,Offensive rebound by N. Mirotic,,38-36,,
7:13.0,N. Mirotic misses 2-pt shot from 3 ft,,38-36,,
7:12.0,,,38-36,,Defensive rebound by M. Smart
7:03.0,,,38-36,,A. Bradley misses 2-pt shot from 1 ft
7:02.0,Defensive rebound by C. Felicio,,38-36,,
6:57.0,D. Wade makes 2-pt shot from 2 ft (assist by J. Butler),2,40-36,,
6:51.0,,,40-36,,Turnover by A. Bradley (bad pass; steal by J. Butler)
6:44.0,D. Wade misses 3-pt shot from 23 ft,,40-36,,
6:43.0,Offensive rebound by R. Rondo,,40-36,,
6:42.0,Turnover by R. Rondo (bad pass; steal by M. Smart),,40-36,,
6:38.0,,,40-36,,K. Olynyk misses 3-pt shot from 25 ft
6:36.0,Defensive rebound by R. Rondo,,40-36,,
6:31.0,,,40-36,,Personal foul by K. Olynyk (drawn by J. Butler)
6:31.0,P. Zipser enters the game for D. Wade,,40-36,,
6:31.0,,,40-36,,A. Horford enters the game for K. Olynyk
6:25.0,N. Mirotic misses 3-pt shot from 25 ft,,40-36,,
6:23.0,,,40-36,,Defensive rebound by M. Smart
6:17.0,Shooting block foul by C. Felicio (drawn by I. Thomas),,40-36,,
6:17.0,,,40-37,1,I. Thomas makes free throw 1 of 2
6:17.0,,,40-38,1,I. Thomas makes free throw 2 of 2
6:17.0,R. Lopez enters the game for C. Felicio,,40-37,,
6:17.0,,,40-37,,A. Johnson enters the game for J. Crowder
6:04.0,,,40-38,,Personal foul by M. Smart (drawn by P. Zipser)
5:53.0,P. Zipser makes 2-pt shot from 21 ft (assist by J. Butler),2,42-38,,
5:37.0,,,42-38,,I. Thomas misses 2-pt shot from 2 ft
5:36.0,,,42-38,,Offensive rebound by A. Johnson
5:35.0,,,42-38,,A. Johnson misses 2-pt shot from 3 ft
5:33.0,Defensive rebound by P. Zipser,,42-38,,
5:11.0,R. Lopez makes 2-pt shot from 18 ft (assist by J. Butler),2,44-38,,
4:54.0,,,44-38,,A. Horford misses 2-pt shot from 4 ft
4:53.0,Defensive rebound by R. Lopez,,44-38,,
4:44.0,R. Lopez makes 2-pt shot from 3 ft (assist by R. Rondo),2,46-38,,
4:44.0,,,46-38,,Boston full timeout
4:44.0,,,46-38,,J. Crowder enters the game for M. Smart
4:33.0,Personal foul by N. Mirotic (drawn by A. Horford),,46-38,,
4:33.0,,,46-39,1,A. Horford makes free throw 1 of 2
4:33.0,,,46-39,,A. Horford misses free throw 2 of 2
4:33.0,Defensive rebound by R. Rondo,,46-39,,
4:19.0,J. Butler misses 2-pt shot from 15 ft,,46-39,,
4:18.0,Offensive rebound by R. Lopez,,46-39,,
4:11.0,P. Zipser makes 2-pt shot from 2 ft (assist by N. Mirotic),2,48-39,,
3:44.0,,,48-39,,A. Horford misses 2-pt shot from 14 ft
3:43.0,Defensive rebound by R. Rondo,,48-39,,
3:37.0,J. Butler makes 2-pt shot from 1 ft (assist by R. Rondo),2,50-39,,
3:37.0,,,50-39,,Boston full timeout
3:37.0,,,50-39,,M. Smart enters the game for A. Johnson
3:19.0,,,50-42,3,J. Crowder makes 3-pt shot from 25 ft (assist by A. Horford)
2:57.0,R. Rondo misses 2-pt shot from 5 ft,,50-42,,
2:56.0,Offensive rebound by R. Lopez,,50-42,,
2:49.0,N. Mirotic misses 3-pt shot from 24 ft,,50-42,,
2:48.0,,,50-42,,Defensive rebound by Team
2:48.0,Chicago full timeout,,50-42,,
2:27.0,,,50-42,,A. Bradley misses 3-pt shot from 23 ft
2:25.0,,,50-42,,Offensive rebound by I. Thomas
2:22.0,,,50-42,,I. Thomas misses 3-pt shot from 24 ft
2:21.0,Defensive rebound by N. Mirotic,,50-42,,
1:56.0,R. Lopez makes 2-pt shot from 20 ft (assist by P. Zipser),2,52-42,,
1:41.0,,,52-44,2,M. Smart makes 2-pt shot from 3 ft (assist by J. Crowder)
1:24.0,R. Lopez misses 2-pt shot from 21 ft,,52-44,,
1:23.0,,,52-44,,Defensive rebound by A. Bradley
1:12.0,,,52-46,2,A. Bradley makes 2-pt shot from 20 ft (assist by J. Crowder)
0:53.0,Chicago full timeout,,52-46,,
0:53.0,D. Wade enters the game for N. Mirotic,,52-46,,
0:46.0,J. Butler misses 2-pt shot from 13 ft,,52-46,,
0:45.0,,,52-46,,Defensive rebound by J. Crowder
0:33.0,,,52-46,,Turnover by I. Thomas (lost ball; steal by R. Lopez)
0:14.0,R. Rondo makes 2-pt shot from 8 ft,2,54-46,,
0:01.0,,,54-46,,J. Crowder misses 2-pt shot from 13 ft
0:00.0,,,54-46,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,54-46,,A. Horford misses 2-pt shot at rim
11:39.0,,,54-46,,Offensive rebound by T. Zeller
11:38.0,,,54-48,2,T. Zeller makes 2-pt shot from 2 ft
11:22.0,R. Lopez misses 2-pt shot from 10 ft,,54-48,,
11:21.0,,,54-48,,Defensive rebound by I. Thomas
11:09.0,,,54-50,2,A. Horford makes 2-pt shot at rim (assist by A. Bradley)
10:47.0,R. Lopez makes 2-pt shot from 20 ft (assist by D. Wade),2,56-50,,
10:28.0,Personal block foul by N. Mirotic (drawn by A. Horford),,56-50,,
10:19.0,,,56-53,3,J. Crowder makes 3-pt shot from 28 ft
9:52.0,R. Rondo misses 3-pt shot from 24 ft,,56-53,,
9:51.0,Offensive rebound by R. Lopez,,56-53,,
9:50.0,Shooting foul by I. Thomas (drawn by R. Lopez),,56-53,,
9:50.0,R. Lopez makes free throw 1 of 2,1,57-53,,
9:50.0,R. Lopez makes free throw 2 of 2,1,58-53,,
9:30.0,,,58-55,2,I. Thomas makes 2-pt shot from 10 ft (assist by A. Horford)
9:04.0,R. Lopez makes 2-pt shot from 20 ft (assist by D. Wade),2,60-55,,
8:39.0,,,60-57,2,A. Horford makes 2-pt shot from 7 ft
8:35.0,Turnover by N. Mirotic (bad pass; steal by A. Bradley),,60-57,,
8:29.0,,,60-57,,J. Crowder misses 3-pt shot from 25 ft
8:28.0,Defensive rebound by R. Rondo,,60-57,,
8:19.0,J. Butler misses 3-pt shot from 25 ft,,60-57,,
8:18.0,,,60-57,,Defensive rebound by A. Horford
8:10.0,,,60-59,2,I. Thomas makes 2-pt shot from 6 ft
8:10.0,Chicago full timeout,,60-59,,
7:56.0,N. Mirotic misses 3-pt shot from 24 ft,,60-59,,
7:55.0,Offensive rebound by Team,,60-59,,
7:55.0,,,60-59,,Personal foul by J. Crowder (drawn by J. Butler)
7:43.0,J. Butler makes 2-pt shot from 17 ft,2,62-59,,
7:27.0,,,62-59,,Shooting foul by R. Lopez (drawn by I. Thomas)
7:27.0,,,62-59,,I. Thomas misses free throw 1 of 2
7:27.0,,,62-59,,Offensive rebound by Team
7:27.0,,,62-60,1,I. Thomas makes free throw 2 of 2
7:14.0,J. Butler makes 2-pt shot from 1 ft (assist by R. Rondo),2,64-60,,
7:14.0,Shooting foul by A. Bradley (drawn by J. Butler),,64-60,,
7:14.0,J. Butler makes free throw 1 of 1,1,65-60,,
7:00.0,,,65-60,,Turnover by I. Thomas (lost ball)
6:47.0,N. Mirotic makes 3-pt shot from 25 ft (assist by J. Butler),3,68-60,,
6:23.0,,,68-62,2,T. Zeller makes 2-pt shot from 1 ft (assist by J. Crowder)
6:00.0,D. Wade makes 2-pt shot from 16 ft,2,70-62,,
5:34.0,,,70-65,3,A. Bradley makes 3-pt shot from 26 ft (assist by A. Horford)
5:18.0,R. Lopez makes 2-pt shot from 20 ft (assist by J. Butler),2,72-65,,
5:04.0,,,72-65,,Turnover by T. Zeller (bad pass; steal by R. Rondo)
4:57.0,J. Butler makes 3-pt shot from 25 ft (assist by R. Rondo),3,75-65,,
4:56.0,,,75-65,,Boston full timeout
4:56.0,,,75-65,,M. Smart enters the game for J. Crowder
4:56.0,,,75-65,,K. Olynyk enters the game for T. Zeller
4:35.0,,,75-65,,M. Smart misses 2-pt shot from 6 ft (block by D. Wade)
4:34.0,Defensive rebound by N. Mirotic,,75-65,,
4:12.0,D. Wade makes 3-pt shot from 25 ft,3,78-65,,
3:56.0,,,78-65,,M. Smart misses 2-pt shot from 3 ft
3:55.0,Defensive rebound by R. Lopez,,78-65,,
3:50.0,Shooting foul by I. Thomas (drawn by R. Rondo),,78-65,,
3:50.0,R. Rondo misses free throw 1 of 2,,78-65,,
3:50.0,Offensive rebound by Team,,78-65,,
3:50.0,R. Rondo makes free throw 2 of 2,1,79-65,,
3:50.0,P. Zipser enters the game for D. Wade,,78-65,,
3:33.0,,,79-65,,A. Bradley misses 2-pt shot from 14 ft
3:30.0,,,79-65,,Offensive rebound by K. Olynyk
3:28.0,,,79-67,2,M. Smart makes 2-pt shot from 1 ft (assist by K. Olynyk)
3:05.0,R. Rondo misses 3-pt shot from 26 ft,,79-67,,
3:05.0,,,79-67,,Defensive rebound by A. Horford
2:59.0,,,79-67,,A. Bradley misses 3-pt shot from 27 ft
2:58.0,,,79-67,,Offensive rebound by I. Thomas
2:54.0,,,79-69,2,I. Thomas makes 2-pt shot from 6 ft
2:37.0,R. Rondo misses 2-pt shot from 7 ft,,79-69,,
2:36.0,,,79-69,,Defensive rebound by M. Smart
2:28.0,,,79-69,,Turnover by I. Thomas (lost ball; steal by R. Rondo)
2:20.0,N. Mirotic misses 3-pt shot from 27 ft,,79-69,,
2:19.0,,,79-69,,Defensive rebound by A. Horford
2:18.0,Personal foul by P. Zipser (drawn by A. Horford),,79-69,,
2:18.0,B. Portis enters the game for N. Mirotic,,79-69,,
2:18.0,J. Grant enters the game for R. Rondo,,79-69,,
2:18.0,,,79-69,,T. Rozier enters the game for I. Thomas
2:05.0,,,79-71,2,A. Bradley makes 2-pt shot at rim (assist by K. Olynyk)
1:48.0,J. Grant misses 2-pt shot from 14 ft,,79-71,,
1:46.0,,,79-71,,Defensive rebound by M. Smart
1:35.0,,,79-71,,Turnover by A. Bradley (lost ball)
1:35.0,M. Carter-Williams enters the game for J. Grant,,79-71,,
1:21.0,P. Zipser makes 3-pt shot from 26 ft (assist by R. Lopez),3,82-71,,
1:06.0,,,82-71,,A. Horford misses 2-pt shot from 21 ft
1:04.0,Defensive rebound by J. Butler,,82-71,,
1:03.0,Turnover by J. Butler (lost ball; steal by M. Smart),,82-71,,
1:00.0,,,82-71,,T. Rozier misses 3-pt shot from 26 ft
0:58.0,Defensive rebound by J. Butler,,82-71,,
0:57.0,,,82-71,,Personal foul by M. Smart (drawn by J. Butler)
0:57.0,J. Butler makes free throw 1 of 2,1,83-71,,
0:57.0,J. Butler makes free throw 2 of 2,1,84-71,,
0:57.0,C. Felicio enters the game for R. Lopez,,83-71,,
0:57.0,,,83-71,,J. Crowder enters the game for A. Horford
0:44.0,,,84-73,2,M. Smart makes 2-pt shot from 4 ft
0:29.0,M. Carter-Williams makes 2-pt shot from 18 ft,2,86-73,,
0:11.0,,,86-73,,Turnover by J. Crowder (bad pass; steal by M. Carter-Williams)
0:05.0,M. Carter-Williams misses 2-pt shot from 2 ft (block by A. Bradley),,86-73,,
0:03.0,,,86-73,,Defensive rebound by K. Olynyk
0:02.0,,,86-75,2,J. Crowder makes 2-pt shot at rim (assist by K. Olynyk)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,J. Butler misses 2-pt shot from 4 ft (block by M. Smart),,86-75,,
11:49.0,Jump ball: J. Butler vs. J. Crowder (I. Thomas gains possession),,,,Jump ball: J. Butler vs. J. Crowder (I. Thomas gains possession)
11:49.0,,,86-75,,Offensive rebound by Team
11:35.0,,,86-75,,K. Olynyk misses 3-pt shot from 26 ft
11:34.0,Defensive rebound by J. Butler,,86-75,,
11:26.0,Shooting foul by M. Smart (drawn by J. Butler),,86-75,,
11:26.0,J. Butler misses free throw 1 of 2,,86-75,,
11:26.0,Offensive rebound by Team,,86-75,,
11:26.0,J. Butler makes free throw 2 of 2,1,87-75,,
11:13.0,Personal foul by P. Zipser (drawn by M. Smart),,87-75,,
11:10.0,,,87-75,,Shooting foul by C. Felicio (drawn by I. Thomas)
11:10.0,,,87-75,,I. Thomas misses free throw 1 of 2
11:10.0,,,87-75,,Offensive rebound by Team
11:10.0,,,87-75,,I. Thomas misses free throw 2 of 2
11:10.0,Defensive rebound by B. Portis,,87-75,,
10:51.0,C. Felicio makes 2-pt shot from 1 ft (assist by J. Butler),2,89-75,,
10:39.0,,,89-77,2,I. Thomas makes 2-pt shot from 1 ft (assist by K. Olynyk)
10:20.0,M. Carter-Williams misses 2-pt shot from 4 ft (block by M. Smart),,89-77,,
10:19.0,,,89-77,,Defensive rebound by T. Rozier
10:05.0,,,89-80,3,K. Olynyk makes 3-pt shot from 26 ft (assist by T. Rozier)
10:04.0,Chicago full timeout,,89-80,,
10:04.0,D. Wade enters the game for B. Portis,,89-80,,
10:04.0,R. Rondo enters the game for M. Carter-Williams,,89-80,,
9:49.0,R. Rondo makes 2-pt shot from 6 ft,2,91-80,,
9:33.0,,,91-80,,J. Crowder misses 3-pt shot from 25 ft
9:32.0,Defensive rebound by J. Butler,,91-80,,
9:30.0,Turnover by J. Butler (bad pass; steal by K. Olynyk),,91-80,,
9:28.0,,,91-80,,M. Smart misses 3-pt shot from 23 ft
9:25.0,Defensive rebound by Team,,91-80,,
9:12.0,Turnover by J. Butler (bad pass),,91-80,,
9:12.0,,,91-80,,A. Bradley enters the game for T. Rozier
9:01.0,,,91-82,2,K. Olynyk makes 2-pt shot from 2 ft (assist by I. Thomas)
8:36.0,P. Zipser makes 2-pt shot from 16 ft (assist by R. Rondo),2,93-82,,
8:24.0,,,93-82,,Turnover by J. Crowder (bad pass; steal by R. Rondo)
8:19.0,J. Butler makes 2-pt shot from 2 ft (assist by R. Rondo),2,95-82,,
8:02.0,,,95-82,,Shooting foul by D. Wade (drawn by K. Olynyk)
8:02.0,,,95-82,,K. Olynyk misses free throw 1 of 2
8:02.0,,,95-82,,Offensive rebound by Team
8:02.0,,,95-83,1,K. Olynyk makes free throw 2 of 2
7:49.0,Offensive foul by P. Zipser,,95-83,,
7:49.0,Turnover by P. Zipser (offensive foul),,95-83,,
7:35.0,,,95-83,,I. Thomas misses 2-pt shot from 3 ft (block by J. Butler)
7:34.0,Defensive rebound by J. Butler,,95-83,,
7:29.0,D. Wade misses 2-pt shot from 4 ft,,95-83,,
7:29.0,,,95-83,,Defensive rebound by Team
7:17.0,,,95-86,3,M. Smart makes 3-pt shot from 26 ft (assist by J. Crowder)
6:52.0,D. Wade makes 3-pt shot from 26 ft,3,98-86,,
6:45.0,,,98-86,,I. Thomas misses 3-pt shot from 25 ft
6:43.0,Defensive rebound by J. Butler,,98-86,,
6:29.0,D. Wade makes 2-pt shot from 8 ft,2,100-86,,
6:11.0,,,100-86,,M. Smart misses 3-pt shot from 26 ft
6:09.0,Defensive rebound by J. Butler,,100-86,,
6:01.0,C. Felicio makes 2-pt shot at rim (assist by R. Rondo),2,102-86,,
6:01.0,,,102-86,,Boston full timeout
6:01.0,,,102-86,,J. Brown enters the game for M. Smart
6:01.0,,,102-86,,A. Horford enters the game for K. Olynyk
5:36.0,,,102-86,,A. Bradley misses 2-pt shot from 20 ft
5:34.0,,,102-86,,Offensive rebound by A. Horford
5:30.0,,,102-86,,I. Thomas misses 3-pt shot from 26 ft
5:29.0,Defensive rebound by R. Rondo,,102-86,,
5:18.0,D. Wade makes 3-pt shot from 25 ft (assist by J. Butler),3,105-86,,
5:02.0,,,105-86,,I. Thomas misses 2-pt shot from 1 ft
5:01.0,Defensive rebound by C. Felicio,,105-86,,
4:55.0,P. Zipser misses 3-pt shot from 25 ft,,105-86,,
4:54.0,,,105-86,,Defensive rebound by A. Horford
4:45.0,,,105-88,2,J. Brown makes 2-pt shot from 1 ft (assist by A. Horford)
4:23.0,Turnover by P. Zipser (bad pass; steal by A. Horford),,105-88,,
4:18.0,,,105-88,,Shooting foul by D. Wade (drawn by J. Crowder)
4:18.0,,,105-89,1,J. Crowder makes free throw 1 of 2
4:18.0,,,105-90,1,J. Crowder makes free throw 2 of 2
4:01.0,C. Felicio misses 2-pt shot from 4 ft,,105-90,,
4:00.0,,,105-90,,Defensive rebound by J. Crowder
3:51.0,,,105-92,2,A. Horford makes 2-pt shot from 2 ft (assist by J. Brown)
3:32.0,,,105-92,,Personal foul by J. Crowder (drawn by C. Felicio)
3:32.0,R. Lopez enters the game for C. Felicio,,105-92,,
3:24.0,D. Wade misses 2-pt shot from 13 ft,,105-92,,
3:22.0,,,105-92,,Defensive rebound by A. Horford
3:10.0,,,105-92,,Turnover by J. Brown (bad pass; steal by R. Lopez)
2:48.0,J. Butler misses 2-pt shot from 11 ft,,105-92,,
2:47.0,,,105-92,,Defensive rebound by A. Horford
2:40.0,,,105-92,,Turnover by I. Thomas (bad pass)
2:40.0,Official timeout,,105-92,,
