time,New York,pts.away,score,pts.home,Toronto
8:55.0,K. Porzingis makes 2-pt shot at rim (assist by B. Jennings),2,34-34,,
8:37.0,,,34-36,2,L. Nogueira makes 2-pt shot from 2 ft (assist by P. Patterson)
8:29.0,Shooting foul by C. Joseph (drawn by B. Jennings),,34-36,,
8:29.0,Official timeout,,34-36,,
8:29.0,B. Jennings makes free throw 1 of 2,1,35-36,,
8:29.0,B. Jennings makes free throw 2 of 2,1,36-36,,
8:24.0,Personal foul by K. Porzingis (drawn by P. Patterson),,36-36,,
8:24.0,C. Anthony enters the game for K. Porzingis,,36-36,,
8:16.0,,,36-38,2,T. Ross makes 2-pt shot from 19 ft (assist by C. Joseph)
8:04.0,,,36-38,,Personal foul by P. Patterson (drawn by C. Anthony)
7:55.0,K. O'Quinn makes 2-pt shot at rim (assist by B. Jennings),2,38-38,,
7:31.0,,,38-38,,Shooting foul by J. Holiday (drawn by K. Lowry)
7:31.0,,,38-39,1,K. Lowry makes free throw 1 of 2
7:31.0,,,38-40,1,K. Lowry makes free throw 2 of 2
7:20.0,B. Jennings misses 2-pt shot from 8 ft,,38-40,,
7:20.0,Offensive rebound by K. O'Quinn,,38-40,,
7:17.0,K. O'Quinn misses 2-pt shot from 5 ft (block by L. Nogueira),,38-40,,
7:15.0,Offensive rebound by K. O'Quinn,,38-40,,
7:12.0,K. O'Quinn makes 2-pt shot from 1 ft,2,40-40,,
7:06.0,,,40-42,2,K. Lowry makes 2-pt shot from 3 ft
6:54.0,Turnover by K. O'Quinn (bad pass; steal by L. Nogueira),,40-42,,
6:51.0,Shooting block foul by K. O'Quinn (drawn by T. Ross),,40-42,,
6:51.0,,,40-44,2,T. Ross makes 2-pt shot at rim
6:51.0,,,40-45,1,T. Ross makes free throw 1 of 1
6:51.0,C. Lee enters the game for L. Thomas,,40-44,,
6:51.0,D. Rose enters the game for J. Holiday,,40-44,,
6:51.0,,,40-44,,P. Siakam enters the game for P. Patterson
6:32.0,C. Anthony misses 2-pt shot from 20 ft,,40-45,,
6:31.0,,,40-45,,Defensive rebound by L. Nogueira
6:22.0,,,40-45,,C. Joseph misses 2-pt shot from 2 ft
6:21.0,,,40-45,,Offensive rebound by L. Nogueira
6:18.0,,,40-45,,P. Siakam misses 2-pt shot from 8 ft
6:18.0,Defensive rebound by K. O'Quinn,,40-45,,
5:58.0,C. Anthony makes 3-pt shot from 25 ft (assist by K. O'Quinn),3,43-45,,
5:39.0,,,43-45,,T. Ross misses 2-pt shot from 12 ft
5:38.0,Defensive rebound by C. Anthony,,43-45,,
5:21.0,K. O'Quinn makes 2-pt shot from 16 ft,2,45-45,,
5:11.0,,,45-45,,Turnover by C. Joseph (lost ball; steal by B. Jennings)
5:05.0,K. O'Quinn misses 2-pt shot from 2 ft (block by L. Nogueira),,45-45,,
5:04.0,Offensive rebound by B. Jennings,,45-45,,
5:01.0,B. Jennings makes 2-pt shot from 2 ft,2,47-45,,
4:56.0,,,47-45,,Toronto full timeout
4:56.0,,,47-45,,D. DeRozan enters the game for C. Joseph
4:56.0,,,47-45,,J. Valanciunas enters the game for L. Nogueira
4:45.0,,,47-47,2,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry)
4:27.0,B. Jennings misses 2-pt shot from 1 ft,,47-47,,
4:26.0,,,47-47,,Defensive rebound by D. DeRozan
4:15.0,,,47-47,,Turnover by D. DeRozan (bad pass)
4:15.0,J. Noah enters the game for K. O'Quinn,,47-47,,
4:03.0,D. Rose makes 2-pt shot from 2 ft (assist by C. Anthony),2,49-47,,
3:47.0,,,49-47,,D. DeRozan misses 2-pt shot from 2 ft
3:46.0,Defensive rebound by J. Noah,,49-47,,
3:33.0,C. Anthony misses 2-pt shot from 20 ft,,49-47,,
3:32.0,,,49-47,,Defensive rebound by D. DeRozan
3:26.0,,,49-49,2,D. DeRozan makes 2-pt shot from 1 ft
3:05.0,Turnover by D. Rose (bad pass; steal by D. DeRozan),,49-49,,
2:54.0,,,49-49,,J. Valanciunas misses 2-pt shot from 5 ft
2:53.0,,,49-49,,Offensive rebound by J. Valanciunas
2:51.0,,,49-49,,J. Valanciunas misses 2-pt shot from 2 ft
2:50.0,Defensive rebound by C. Anthony,,49-49,,
2:47.0,Shooting foul by T. Ross (drawn by J. Noah),,49-49,,
2:47.0,New York full timeout,,49-49,,
2:47.0,J. Noah misses free throw 1 of 2,,49-49,,
2:47.0,Offensive rebound by Team,,49-49,,
2:47.0,J. Noah misses free throw 2 of 2,,49-49,,
2:47.0,,,49-49,,C. Joseph enters the game for K. Lowry
2:47.0,,,49-49,,N. Powell enters the game for T. Ross
2:44.0,,,49-49,,Defensive rebound by P. Siakam
2:29.0,,,49-51,2,D. DeRozan makes 2-pt shot from 6 ft
2:07.0,D. Rose misses 3-pt shot from 25 ft,,49-51,,
2:07.0,,,49-51,,Defensive rebound by D. DeRozan
1:55.0,,,49-51,,D. DeRozan misses 2-pt shot from 20 ft
1:54.0,,,49-51,,Offensive rebound by J. Valanciunas
1:52.0,,,49-51,,Turnover by J. Valanciunas (lost ball; steal by J. Noah)
1:42.0,J. Noah misses 2-pt shot from 1 ft,,49-51,,
1:42.0,,,49-51,,Defensive rebound by J. Valanciunas
1:32.0,,,49-51,,Offensive charge foul by C. Joseph
1:32.0,,,49-51,,Turnover by C. Joseph (offensive foul)
1:32.0,K. O'Quinn enters the game for B. Jennings,,49-51,,
1:17.0,,,49-51,,Def 3 sec tech foul by C. Joseph
1:17.0,C. Anthony makes technical free throw,1,50-51,,
1:10.0,Shooting foul by N. Powell (drawn by C. Anthony),,50-51,,
1:10.0,C. Anthony makes free throw 1 of 2,1,51-51,,
1:10.0,C. Anthony makes free throw 2 of 2,1,52-51,,
0:52.0,,,52-51,,N. Powell misses 3-pt shot from 22 ft (block by C. Lee)
0:52.0,Defensive rebound by Team,,52-51,,
0:35.0,C. Anthony makes 2-pt shot from 14 ft,2,54-51,,
0:16.0,,,54-53,2,P. Siakam makes 2-pt shot from 2 ft (assist by C. Joseph)
0:00.0,C. Anthony makes 2-pt shot from 19 ft,2,56-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,56-55,2,J. Valanciunas makes 2-pt shot at rim (assist by N. Powell)
11:16.0,K. Porzingis makes 3-pt shot from 23 ft (assist by C. Anthony),3,59-55,,
10:55.0,,,59-57,2,P. Siakam makes 2-pt shot from 17 ft (assist by N. Powell)
10:39.0,Turnover by D. Rose (bad pass; steal by P. Siakam),,59-57,,
10:34.0,,,59-59,2,P. Siakam makes 2-pt shot from 2 ft (assist by D. DeRozan)
10:34.0,,,59-59,,Shooting foul by C. Anthony (drawn by P. Siakam)
10:34.0,,,59-60,1,P. Siakam makes free throw 1 of 1
10:15.0,Shooting foul by N. Powell (drawn by C. Anthony),,59-60,,
10:15.0,C. Anthony makes free throw 1 of 2,1,60-60,,
10:15.0,C. Anthony makes free throw 2 of 2,1,61-60,,
10:05.0,Personal foul by C. Lee (drawn by D. DeRozan),,61-60,,
9:57.0,,,61-60,,N. Powell misses 2-pt shot from 5 ft
9:56.0,Defensive rebound by J. Noah,,61-60,,
9:47.0,C. Anthony misses 2-pt shot from 17 ft,,61-60,,
9:46.0,,,61-60,,Defensive rebound by P. Siakam
9:36.0,,,61-62,2,P. Siakam makes 2-pt shot from 16 ft (assist by K. Lowry)
9:22.0,C. Lee makes 2-pt shot from 16 ft,2,63-62,,
9:13.0,Personal foul by C. Lee (drawn by J. Valanciunas),,63-62,,
9:05.0,,,63-62,,Shooting foul by C. Lee (drawn by D. DeRozan)
9:05.0,,,63-62,,D. DeRozan misses free throw 1 of 2
9:05.0,,,63-62,,Offensive rebound by Team
9:05.0,,,63-63,1,D. DeRozan makes free throw 2 of 2
9:05.0,J. Holiday enters the game for C. Lee,,63-62,,
8:45.0,K. Porzingis misses 3-pt shot from 24 ft,,63-63,,
8:45.0,Offensive rebound by J. Noah,,63-63,,
8:42.0,J. Noah misses 2-pt shot from 2 ft,,63-63,,
8:41.0,Offensive rebound by J. Noah,,63-63,,
8:39.0,J. Noah makes 2-pt shot from 1 ft,2,65-63,,
8:29.0,,,65-63,,Turnover by P. Siakam (step out of bounds)
8:19.0,K. Porzingis makes 2-pt shot from 4 ft (assist by C. Anthony),2,67-63,,
8:19.0,Shooting foul by P. Siakam (drawn by K. Porzingis),,67-63,,
8:19.0,K. Porzingis makes free throw 1 of 1,1,68-63,,
8:05.0,,,68-65,2,D. DeRozan makes 2-pt shot from 17 ft
7:54.0,J. Holiday makes 2-pt shot from 22 ft (assist by K. Porzingis),2,70-65,,
7:41.0,,,70-65,,J. Valanciunas misses 2-pt shot from 3 ft
7:41.0,Defensive rebound by J. Noah,,70-65,,
7:31.0,D. Rose misses 2-pt shot from 15 ft,,70-65,,
7:31.0,,,70-65,,Defensive rebound by Team
7:31.0,Loose ball foul by J. Noah (drawn by J. Valanciunas),,70-65,,
7:31.0,,,70-66,1,J. Valanciunas makes free throw 1 of 2
7:31.0,,,70-67,1,J. Valanciunas makes free throw 2 of 2
7:20.0,Turnover by K. Porzingis (bad pass),,70-67,,
7:01.0,,,70-67,,Shooting foul by J. Noah (drawn by J. Valanciunas)
7:01.0,,,70-68,1,J. Valanciunas makes free throw 1 of 2
7:01.0,,,70-68,,J. Valanciunas misses free throw 2 of 2
7:01.0,,,70-68,,P. Patterson enters the game for P. Siakam
7:00.0,Defensive rebound by J. Noah,,70-68,,
6:42.0,C. Anthony makes 2-pt shot from 18 ft,2,72-68,,
6:36.0,,,72-68,,Shooting foul by C. Anthony (drawn by N. Powell)
6:36.0,,,72-69,1,N. Powell makes free throw 1 of 2
6:36.0,,,72-70,1,N. Powell makes free throw 2 of 2
6:15.0,Turnover by C. Anthony (lost ball),,72-70,,
6:08.0,Personal foul by K. Porzingis (drawn by D. DeRozan),,72-70,,
6:08.0,,,72-71,1,D. DeRozan makes free throw 1 of 2
6:08.0,,,72-72,1,D. DeRozan makes free throw 2 of 2
6:08.0,M. Kuzminskas enters the game for K. Porzingis,,72-71,,
5:54.0,Turnover by J. Holiday (bad pass; steal by D. DeRozan),,72-72,,
5:46.0,,,72-72,,Shooting foul by M. Kuzminskas (drawn by D. DeRozan)
5:46.0,,,72-72,,Toronto full timeout
5:46.0,,,72-73,1,D. DeRozan makes free throw 1 of 2
5:46.0,,,72-74,1,D. DeRozan makes free throw 2 of 2
5:33.0,D. Rose misses 2-pt shot from 21 ft,,72-74,,
5:32.0,Offensive rebound by J. Noah,,72-74,,
5:28.0,C. Anthony makes 3-pt shot from 25 ft (assist by J. Noah),3,75-74,,
5:07.0,,,75-77,3,N. Powell makes 3-pt shot from 24 ft (assist by D. DeRozan)
4:52.0,J. Holiday misses 2-pt shot from 21 ft,,75-77,,
4:51.0,,,75-77,,Defensive rebound by D. DeRozan
4:36.0,,,75-77,,Turnover by D. DeRozan (step out of bounds)
4:36.0,,,75-77,,L. Nogueira enters the game for J. Valanciunas
4:23.0,D. Rose misses 2-pt shot from 2 ft,,75-77,,
4:22.0,Offensive rebound by J. Noah,,75-77,,
4:19.0,J. Noah misses 2-pt shot from 2 ft,,75-77,,
4:19.0,,,75-77,,Defensive rebound by L. Nogueira
4:14.0,,,75-79,2,D. DeRozan makes 2-pt shot from 3 ft
4:01.0,C. Anthony makes 2-pt shot from 21 ft,2,77-79,,
3:42.0,,,77-82,3,N. Powell makes 3-pt shot from 26 ft (assist by K. Lowry)
3:35.0,,,77-82,,Personal foul by N. Powell (drawn by D. Rose)
3:29.0,D. Rose makes 2-pt shot from 2 ft,2,79-82,,
3:04.0,,,79-82,,D. DeRozan misses 2-pt shot from 14 ft
3:03.0,Defensive rebound by M. Kuzminskas,,79-82,,
2:55.0,J. Holiday misses 3-pt shot from 22 ft,,79-82,,
2:54.0,,,79-82,,Defensive rebound by N. Powell
2:46.0,,,79-82,,K. Lowry misses 3-pt shot from 24 ft
2:46.0,Defensive rebound by J. Noah,,79-82,,
2:39.0,M. Kuzminskas misses 2-pt shot from 2 ft,,79-82,,
2:39.0,Offensive rebound by M. Kuzminskas,,79-82,,
2:37.0,M. Kuzminskas misses 2-pt shot from 2 ft (block by L. Nogueira),,79-82,,
2:37.0,Offensive rebound by M. Kuzminskas,,79-82,,
2:37.0,M. Kuzminskas misses 2-pt shot from 2 ft,,79-82,,
2:36.0,,,79-82,,Defensive rebound by L. Nogueira
2:28.0,,,79-82,,N. Powell misses 3-pt shot from 23 ft
2:28.0,Defensive rebound by C. Anthony,,79-82,,
2:28.0,New York full timeout,,79-82,,
2:28.0,,,79-82,,T. Ross enters the game for N. Powell
2:28.0,,,79-82,,C. Joseph enters the game for K. Lowry
2:28.0,K. O'Quinn enters the game for J. Noah,,79-82,,
2:06.0,D. Rose misses 3-pt shot from 25 ft,,79-82,,
2:05.0,,,79-82,,Defensive rebound by L. Nogueira
1:57.0,,,79-82,,Shooting foul by C. Anthony (drawn by C. Joseph)
1:57.0,,,79-82,,C. Joseph misses free throw 1 of 2
1:57.0,,,79-82,,Offensive rebound by Team
1:57.0,,,79-83,1,C. Joseph makes free throw 2 of 2
1:57.0,J. Noah enters the game for C. Anthony,,79-82,,
1:43.0,Turnover by J. Holiday (bad pass; steal by T. Ross),,79-83,,
1:33.0,,,79-85,2,D. DeRozan makes 2-pt shot from 7 ft
1:21.0,D. Rose misses 2-pt shot from 5 ft,,79-85,,
1:20.0,Offensive rebound by J. Noah,,79-85,,
1:19.0,J. Noah makes 2-pt shot from 2 ft,2,81-85,,
1:06.0,,,81-87,2,D. DeRozan makes 2-pt shot from 13 ft
0:57.0,M. Kuzminskas makes 2-pt shot from 3 ft,2,83-87,,
0:36.0,,,83-87,,T. Ross misses 2-pt shot from 17 ft
0:35.0,Defensive rebound by J. Noah,,83-87,,
0:30.0,D. Rose makes 2-pt shot from 4 ft,2,85-87,,
0:06.0,,,85-87,,D. DeRozan misses 2-pt shot from 16 ft
0:06.0,Defensive rebound by J. Noah,,85-87,,
0:01.0,,,85-87,,Personal foul by C. Joseph (drawn by D. Rose)
0:00.0,D. Rose misses 3-pt shot from 25 ft,,85-87,,
0:00.0,Offensive rebound by Team,,85-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,K. Porzingis makes 2-pt shot from 8 ft,2,87-87,,
11:28.0,,,87-87,,P. Patterson misses 3-pt shot from 24 ft
11:28.0,Defensive rebound by B. Jennings,,87-87,,
11:08.0,K. O'Quinn makes 2-pt shot from 21 ft (assist by B. Jennings),2,89-87,,
10:50.0,,,89-90,3,P. Patterson makes 3-pt shot from 23 ft (assist by L. Nogueira)
10:37.0,K. Porzingis makes 2-pt shot at rim,2,91-90,,
10:17.0,,,91-93,3,P. Patterson makes 3-pt shot from 23 ft (assist by C. Joseph)
9:58.0,K. Porzingis misses 3-pt shot from 25 ft,,91-93,,
9:58.0,,,91-93,,Defensive rebound by K. Lowry
9:50.0,,,91-93,,K. Lowry misses 3-pt shot from 24 ft
9:50.0,Defensive rebound by M. Kuzminskas,,91-93,,
9:36.0,Turnover by C. Lee (bad pass),,91-93,,
9:23.0,,,91-93,,C. Joseph misses 2-pt shot from 7 ft
9:21.0,,,91-93,,Offensive rebound by L. Nogueira
9:08.0,,,91-93,,Shooting foul by K. O'Quinn (drawn by P. Patterson)
9:08.0,,,91-94,1,P. Patterson makes free throw 1 of 2
9:08.0,,,91-95,1,P. Patterson makes free throw 2 of 2
8:55.0,C. Lee makes 2-pt shot from 7 ft (assist by B. Jennings),2,93-95,,
8:30.0,,,93-95,,T. Ross misses 3-pt shot from 23 ft
8:29.0,,,93-95,,Offensive rebound by K. Lowry
8:23.0,,,93-95,,K. Lowry misses 2-pt shot from 3 ft
8:22.0,,,93-95,,Offensive rebound by L. Nogueira
8:20.0,,,93-97,2,L. Nogueira makes 2-pt shot at rim
7:59.0,Turnover by K. O'Quinn (bad pass; steal by L. Nogueira),,93-97,,
7:52.0,,,93-97,,P. Patterson misses 3-pt shot from 23 ft
7:51.0,Defensive rebound by C. Lee,,93-97,,
7:43.0,B. Jennings misses 2-pt shot from 1 ft,,93-97,,
7:43.0,,,93-97,,Defensive rebound by P. Patterson
7:31.0,,,93-97,,T. Ross misses 2-pt shot from 2 ft (block by K. O'Quinn)
7:30.0,,,93-97,,Offensive rebound by K. Lowry
7:26.0,,,93-97,,P. Patterson misses 3-pt shot from 24 ft
7:26.0,,,93-97,,Offensive rebound by K. Lowry
7:17.0,,,93-97,,K. Lowry misses 2-pt shot from 10 ft
7:17.0,Defensive rebound by K. O'Quinn,,93-97,,
7:17.0,New York full timeout,,93-97,,
7:17.0,,,93-97,,D. DeRozan enters the game for T. Ross
7:17.0,C. Anthony enters the game for B. Jennings,,93-97,,
7:17.0,D. Rose enters the game for K. O'Quinn,,93-97,,
7:17.0,J. Noah enters the game for M. Kuzminskas,,93-97,,
6:59.0,K. Porzingis misses 3-pt shot from 25 ft,,93-97,,
6:59.0,,,93-97,,Defensive rebound by C. Joseph
6:40.0,,,93-97,,K. Lowry misses 3-pt shot from 28 ft
6:39.0,Defensive rebound by C. Lee,,93-97,,
6:29.0,K. Porzingis makes 3-pt shot from 26 ft (assist by D. Rose),3,96-97,,
6:10.0,,,96-97,,D. DeRozan misses 2-pt shot from 5 ft
6:09.0,Defensive rebound by D. Rose,,96-97,,
6:04.0,Shooting foul by K. Lowry (drawn by D. Rose),,96-97,,
6:04.0,D. Rose makes free throw 1 of 2,1,97-97,,
6:04.0,D. Rose misses free throw 2 of 2,,97-97,,
6:04.0,,,97-97,,N. Powell enters the game for C. Joseph
6:03.0,,,97-97,,Defensive rebound by P. Patterson
5:48.0,,,97-100,3,D. DeRozan makes 3-pt shot from 22 ft (assist by P. Patterson)
5:48.0,,,97-100,,Shooting foul by K. Porzingis (drawn by D. DeRozan)
5:48.0,Official timeout,,97-100,,
5:48.0,,,97-101,1,D. DeRozan makes free throw 1 of 1
5:37.0,,,97-101,,Personal foul by P. Patterson (drawn by C. Anthony)
5:33.0,C. Anthony misses 3-pt shot from 24 ft,,97-101,,
5:33.0,Offensive rebound by J. Noah,,97-101,,
5:32.0,Turnover by J. Noah (step out of bounds),,97-101,,
5:32.0,Violation by Team (delay of game),,97-101,,
5:17.0,,,97-101,,P. Patterson misses 3-pt shot from 24 ft
5:16.0,Defensive rebound by J. Noah,,97-101,,
