time,Phoenix,pts.away,score,pts.home,Denver
9:30.0,,,24-36,,J. Murray misses 2-pt shot from 18 ft
9:28.0,Defensive rebound by T. Chandler,,24-36,,
9:17.0,B. Knight makes 2-pt shot from 11 ft,2,26-36,,
9:17.0,,,26-36,,Denver full timeout
9:17.0,,,26-36,,D. Gallinari enters the game for J. Nelson
9:17.0,,,26-36,,E. Mudiay enters the game for N. Jokic
9:17.0,,,26-36,,J. Nurkic enters the game for J. Hernangomez
9:05.0,,,26-36,,D. Gallinari misses 3-pt shot from 27 ft
9:04.0,Defensive rebound by L. Barbosa,,26-36,,
8:56.0,L. Barbosa makes 2-pt shot from 1 ft,2,28-36,,
8:41.0,,,28-36,,J. Murray misses 2-pt shot from 14 ft
8:41.0,Defensive rebound by J. Dudley,,28-36,,
8:24.0,B. Knight misses 2-pt shot from 16 ft,,28-36,,
8:24.0,,,28-36,,Defensive rebound by D. Gallinari
8:14.0,,,28-38,2,W. Chandler makes 2-pt shot from 5 ft
8:14.0,,,28-38,,Shooting foul by J. Dudley (drawn by W. Chandler)
8:14.0,,,28-39,1,W. Chandler makes free throw 1 of 1
8:14.0,T. Warren enters the game for J. Dudley,,28-38,,
8:05.0,,,28-39,,Personal foul by E. Mudiay (drawn by D. Booker)
8:05.0,E. Bledsoe enters the game for B. Knight,,28-39,,
7:59.0,D. Booker makes 2-pt shot from 13 ft (assist by E. Bledsoe),2,30-39,,
7:36.0,,,30-41,2,W. Chandler makes 2-pt shot from 13 ft
7:18.0,,,30-41,,Shooting block foul by J. Murray (drawn by D. Booker)
7:18.0,D. Booker misses free throw 1 of 2,,30-41,,
7:18.0,Offensive rebound by Team,,30-41,,
7:18.0,D. Booker makes free throw 2 of 2,1,31-41,,
7:00.0,,,31-43,2,D. Gallinari makes 2-pt shot from 3 ft
7:00.0,,,31-43,,Shooting foul by T. Chandler (drawn by D. Gallinari)
7:00.0,,,31-44,1,D. Gallinari makes free throw 1 of 1
7:00.0,P. Tucker enters the game for L. Barbosa,,31-43,,
6:50.0,T. Warren makes 3-pt shot from 26 ft (assist by E. Bledsoe),3,34-44,,
6:40.0,,,34-47,3,W. Chandler makes 3-pt shot from 26 ft (assist by E. Mudiay)
6:22.0,T. Warren misses 2-pt shot from 16 ft,,34-47,,
6:21.0,Offensive rebound by P. Tucker,,34-47,,
6:18.0,P. Tucker misses 2-pt shot from 3 ft (block by J. Nurkic),,34-47,,
6:16.0,,,34-47,,Defensive rebound by J. Nurkic
6:10.0,,,34-47,,D. Gallinari misses 3-pt shot from 25 ft
6:08.0,Defensive rebound by D. Booker,,34-47,,
5:48.0,T. Warren misses 2-pt shot from 20 ft,,34-47,,
5:47.0,,,34-47,,Defensive rebound by W. Chandler
5:39.0,,,34-47,,W. Chandler misses 2-pt shot from 11 ft
5:38.0,Defensive rebound by P. Tucker,,34-47,,
5:22.0,D. Booker misses 2-pt shot from 2 ft,,34-47,,
5:19.0,,,34-47,,Defensive rebound by J. Murray
5:14.0,,,34-47,,E. Mudiay misses 2-pt shot from 2 ft
5:13.0,,,34-47,,Offensive rebound by E. Mudiay
5:07.0,,,34-47,,J. Murray misses 2-pt shot from 1 ft
5:06.0,Defensive rebound by P. Tucker,,34-47,,
5:04.0,D. Booker makes 2-pt shot from 2 ft,2,36-47,,
5:04.0,Shooting foul by W. Chandler (drawn by D. Booker),,36-47,,
5:04.0,Official timeout,,36-47,,
5:04.0,D. Booker makes free throw 1 of 1,1,37-47,,
5:04.0,A. Williams enters the game for T. Chandler,,36-47,,
5:04.0,,,36-47,,K. Faried enters the game for J. Murray
5:04.0,,,36-47,,J. Nelson enters the game for W. Chandler
4:51.0,,,37-47,,K. Faried misses 2-pt shot from 3 ft (block by A. Williams)
4:49.0,,,37-47,,Offensive rebound by K. Faried
4:45.0,,,37-49,2,K. Faried makes 2-pt shot from 3 ft
4:31.0,Shooting foul by J. Nelson (drawn by E. Bledsoe),,37-49,,
4:31.0,E. Bledsoe makes free throw 1 of 2,1,38-49,,
4:31.0,E. Bledsoe makes free throw 2 of 2,1,39-49,,
4:09.0,,,39-51,2,J. Nelson makes 2-pt shot from 18 ft
4:07.0,Offensive charge foul by E. Bledsoe,,39-51,,
4:07.0,Turnover by E. Bledsoe (offensive foul),,39-51,,
3:54.0,,,39-51,,Loose ball foul by J. Nurkic (drawn by A. Williams)
3:54.0,,,39-51,,Turnover by J. Nurkic (offensive foul)
3:54.0,A. Williams misses free throw 1 of 2,,39-51,,
3:54.0,Offensive rebound by Team,,39-51,,
3:54.0,A. Williams misses free throw 2 of 2,,39-51,,
3:53.0,,,39-51,,Defensive rebound by K. Faried
3:53.0,Personal foul by P. Tucker (drawn by K. Faried),,39-51,,
3:53.0,,,39-52,1,K. Faried makes free throw 1 of 2
3:53.0,,,39-53,1,K. Faried makes free throw 2 of 2
3:53.0,,,39-52,,W. Chandler enters the game for J. Nurkic
3:39.0,P. Tucker misses 3-pt shot from 24 ft,,39-53,,
3:38.0,Offensive rebound by A. Williams,,39-53,,
3:34.0,E. Bledsoe misses 3-pt shot from 26 ft,,39-53,,
3:33.0,,,39-53,,Defensive rebound by K. Faried
3:16.0,,,39-55,2,W. Chandler makes 2-pt shot from 19 ft
2:53.0,T. Warren misses 3-pt shot from 25 ft,,39-55,,
2:52.0,Offensive rebound by A. Williams,,39-55,,
2:51.0,A. Williams misses 2-pt shot from 3 ft (block by K. Faried),,39-55,,
2:51.0,Offensive rebound by Team,,39-55,,
2:49.0,Phoenix full timeout,,39-55,,
2:48.0,Jump ball: K. Faried vs. A. Williams (D. Gallinari gains possession),,,,Jump ball: K. Faried vs. A. Williams (D. Gallinari gains possession)
2:32.0,,,39-55,,W. Chandler misses 2-pt shot from 17 ft
2:30.0,,,39-55,,Offensive rebound by W. Chandler
2:23.0,,,39-55,,W. Chandler misses 2-pt shot from 2 ft
2:21.0,,,39-55,,Offensive rebound by K. Faried
2:18.0,,,39-57,2,K. Faried makes 2-pt shot from 2 ft
2:05.0,T. Warren misses 2-pt shot from 2 ft,,39-57,,
2:04.0,,,39-57,,Defensive rebound by W. Chandler
1:53.0,,,39-57,,Turnover by K. Faried (lost ball; steal by T. Warren)
1:44.0,D. Booker misses 3-pt shot from 24 ft,,39-57,,
1:43.0,Offensive rebound by Team,,39-57,,
1:43.0,T. Chandler enters the game for A. Williams,,39-57,,
1:39.0,T. Warren misses 2-pt shot from 11 ft,,39-57,,
1:38.0,Offensive rebound by P. Tucker,,39-57,,
1:26.0,D. Booker makes 2-pt shot from 3 ft,2,41-57,,
1:10.0,,,41-60,3,W. Chandler makes 3-pt shot from 25 ft (assist by E. Mudiay)
0:47.0,D. Booker makes 2-pt shot from 2 ft,2,43-60,,
0:47.0,Technical foul by D. Booker,,43-60,,
0:47.0,,,43-61,1,D. Gallinari makes technical free throw
0:47.0,,,43-61,,J. Murray enters the game for J. Nelson
0:29.0,,,43-61,,E. Mudiay misses 2-pt shot from 5 ft
0:29.0,,,43-61,,Offensive rebound by Team
0:11.0,,,43-61,,E. Mudiay misses 2-pt shot from 1 ft
0:10.0,Defensive rebound by D. Booker,,43-61,,
0:06.0,Turnover by D. Booker (offensive foul),,43-61,,
0:06.0,Offensive charge foul by D. Booker,,43-61,,
0:01.0,,,43-61,,E. Mudiay misses 3-pt shot from 25 ft
0:00.0,,,43-61,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Turnover by E. Bledsoe (lost ball),,43-61,,
11:22.0,,,43-61,,J. Nurkic misses 2-pt shot from 5 ft
11:19.0,,,43-61,,Offensive rebound by E. Mudiay
11:19.0,,,43-61,,E. Mudiay misses 2-pt shot from 1 ft
11:18.0,Defensive rebound by T. Chandler,,43-61,,
11:12.0,T. Warren misses 3-pt shot from 24 ft,,43-61,,
11:11.0,,,43-61,,Defensive rebound by J. Nurkic
11:09.0,,,43-61,,Turnover by J. Nurkic (bad pass; steal by T. Warren)
11:06.0,Turnover by T. Warren (bad pass; steal by D. Gallinari),,43-61,,
11:01.0,,,43-61,,E. Mudiay misses 3-pt shot from 25 ft
11:01.0,,,43-61,,Offensive rebound by Team
11:01.0,Loose ball foul by M. Chriss (drawn by J. Nurkic),,43-61,,
10:48.0,,,43-63,2,D. Gallinari makes 2-pt shot from 20 ft
10:34.0,T. Warren makes 3-pt shot from 27 ft (assist by D. Booker),3,46-63,,
10:10.0,,,46-63,,D. Gallinari misses 2-pt shot from 13 ft
10:10.0,Defensive rebound by T. Warren,,46-63,,
10:01.0,T. Warren misses 2-pt shot from 13 ft,,46-63,,
10:00.0,,,46-63,,Defensive rebound by J. Nurkic
9:49.0,,,46-63,,J. Nelson misses 2-pt shot from 11 ft
9:47.0,Defensive rebound by T. Chandler,,46-63,,
9:27.0,D. Booker makes 3-pt shot from 25 ft,3,49-63,,
9:12.0,,,49-65,2,E. Mudiay makes 2-pt shot from 17 ft (assist by J. Nurkic)
8:49.0,D. Booker makes 2-pt shot from 9 ft,2,51-65,,
8:38.0,,,51-67,2,D. Gallinari makes 2-pt shot from 2 ft (assist by J. Nurkic)
8:38.0,,,51-67,,Shooting foul by T. Chandler (drawn by D. Gallinari)
8:38.0,,,51-68,1,D. Gallinari makes free throw 1 of 1
8:28.0,,,51-68,,Shooting block foul by J. Nelson
8:28.0,T. Warren makes free throw 1 of 2,1,52-68,,
8:28.0,T. Warren makes free throw 2 of 2,1,53-68,,
8:13.0,,,53-68,,E. Mudiay misses 2-pt shot from 2 ft (block by T. Chandler)
8:12.0,Defensive rebound by E. Bledsoe,,53-68,,
8:10.0,T. Warren misses 2-pt shot from 1 ft (block by D. Gallinari),,53-68,,
8:10.0,Offensive rebound by Team,,53-68,,
8:04.0,T. Warren misses 2-pt shot from 20 ft,,53-68,,
8:03.0,Offensive rebound by E. Bledsoe,,53-68,,
8:00.0,Shooting foul by K. Faried (drawn by T. Chandler),,53-68,,
8:00.0,,,53-68,,Denver full timeout
8:00.0,T. Chandler makes free throw 1 of 2,1,54-68,,
8:00.0,T. Chandler misses free throw 2 of 2,,54-68,,
8:00.0,Offensive rebound by Team,,54-68,,
8:00.0,,,54-68,,Loose ball foul by K. Faried (drawn by T. Chandler)
8:00.0,,,53-68,,N. Jokic enters the game for J. Nurkic
7:41.0,T. Chandler makes 2-pt shot from 2 ft,2,56-68,,
7:24.0,,,56-70,2,K. Faried makes 2-pt shot from 5 ft (assist by N. Jokic)
7:18.0,,,56-70,,Personal foul by N. Jokic (drawn by D. Booker)
7:18.0,,,56-70,,W. Chandler enters the game for K. Faried
7:06.0,D. Booker misses 2-pt shot from 15 ft,,56-70,,
7:05.0,,,56-70,,Defensive rebound by E. Mudiay
7:03.0,,,56-70,,Turnover by N. Jokic (bad pass)
6:48.0,E. Bledsoe makes 2-pt shot from 2 ft,2,58-70,,
6:33.0,,,58-72,2,W. Chandler makes 2-pt shot from 1 ft (assist by E. Mudiay)
6:21.0,M. Chriss makes 2-pt shot from 3 ft (assist by E. Bledsoe),2,60-72,,
6:03.0,,,60-74,2,E. Mudiay makes 2-pt shot from 20 ft (assist by J. Nelson)
5:57.0,Shooting foul by J. Nelson (drawn by E. Bledsoe),,60-74,,
5:57.0,E. Bledsoe misses free throw 1 of 2,,60-74,,
5:57.0,Offensive rebound by Team,,60-74,,
5:57.0,E. Bledsoe makes free throw 2 of 2,1,61-74,,
5:57.0,,,60-74,,J. Murray enters the game for J. Nelson
5:39.0,Personal foul by M. Chriss (drawn by D. Gallinari),,61-74,,
5:33.0,,,61-74,,Turnover by W. Chandler (bad pass; steal by E. Bledsoe)
5:30.0,Turnover by E. Bledsoe (lost ball; steal by E. Mudiay),,61-74,,
5:24.0,,,61-74,,J. Murray misses 3-pt shot from 22 ft
5:23.0,,,61-74,,Offensive rebound by D. Gallinari
5:16.0,,,61-74,,W. Chandler misses 3-pt shot from 24 ft
5:16.0,Defensive rebound by M. Chriss,,61-74,,
5:05.0,Offensive charge foul by D. Booker,,61-74,,
5:05.0,Turnover by D. Booker (offensive foul),,61-74,,
5:05.0,B. Knight enters the game for T. Warren,,61-74,,
4:52.0,,,61-74,,W. Chandler misses 2-pt shot from 3 ft
4:50.0,,,61-74,,Offensive rebound by W. Chandler
4:50.0,,,61-76,2,W. Chandler makes 2-pt shot from 1 ft
4:43.0,B. Knight makes 2-pt shot from 2 ft,2,63-76,,
4:43.0,,,63-76,,Denver full timeout
4:43.0,P. Tucker enters the game for M. Chriss,,63-76,,
4:43.0,A. Len enters the game for T. Chandler,,63-76,,
4:26.0,,,63-78,2,W. Chandler makes 2-pt shot from 5 ft
4:13.0,B. Knight makes 2-pt shot at rim,2,65-78,,
4:07.0,Personal foul by E. Bledsoe (drawn by J. Murray),,65-78,,
3:51.0,,,65-80,2,N. Jokic makes 2-pt shot at rim (assist by J. Murray)
3:35.0,B. Knight makes 2-pt shot from 10 ft,2,67-80,,
3:22.0,,,67-82,2,W. Chandler makes 2-pt shot from 2 ft
3:13.0,B. Knight makes 2-pt shot from 20 ft,2,69-82,,
2:53.0,,,69-82,,D. Gallinari misses 2-pt shot from 9 ft
2:50.0,Defensive rebound by P. Tucker,,69-82,,
2:42.0,B. Knight misses 3-pt shot from 27 ft,,69-82,,
2:41.0,,,69-82,,Defensive rebound by W. Chandler
2:28.0,,,69-82,,E. Mudiay misses 2-pt shot from 4 ft
2:28.0,Defensive rebound by B. Knight,,69-82,,
2:12.0,P. Tucker misses 2-pt shot from 4 ft (block by W. Chandler),,69-82,,
2:10.0,,,69-82,,Defensive rebound by D. Gallinari
2:07.0,,,69-82,,Turnover by D. Gallinari (bad pass; steal by B. Knight)
2:01.0,P. Tucker misses 3-pt shot from 23 ft,,69-82,,
1:58.0,,,69-82,,Defensive rebound by D. Gallinari
1:50.0,,,69-85,3,J. Murray makes 3-pt shot from 24 ft (assist by D. Gallinari)
1:27.0,A. Len makes 2-pt shot at rim (assist by D. Booker),2,71-85,,
1:19.0,Personal foul by P. Tucker (drawn by W. Chandler),,71-85,,
1:19.0,,,71-86,1,W. Chandler makes free throw 1 of 2
1:19.0,,,71-87,1,W. Chandler makes free throw 2 of 2
1:19.0,,,71-86,,A. Gee enters the game for E. Mudiay
1:04.0,D. Booker misses 2-pt shot from 3 ft,,71-87,,
1:04.0,,,71-87,,Defensive rebound by Team
0:47.0,,,71-87,,D. Gallinari misses 3-pt shot from 26 ft
0:45.0,Defensive rebound by B. Knight,,71-87,,
0:34.0,D. Booker makes 3-pt shot from 25 ft (assist by B. Knight),3,74-87,,
0:20.0,,,74-89,2,N. Jokic makes 2-pt shot from 19 ft (assist by A. Gee)
0:03.0,B. Knight misses 2-pt shot from 15 ft,,74-89,,
0:01.0,Offensive rebound by D. Booker,,74-89,,
0:00.0,D. Booker makes 2-pt shot from 17 ft,2,76-89,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,76-89,,J. Nelson misses 2-pt shot from 22 ft
11:40.0,Defensive rebound by A. Len,,76-89,,
11:39.0,,,76-89,,Personal foul by N. Jokic (drawn by A. Len)
11:31.0,,,76-89,,Personal foul by A. Gee (drawn by D. Booker)
11:24.0,L. Barbosa misses 2-pt shot from 3 ft,,76-89,,
11:22.0,,,76-89,,Defensive rebound by J. Nelson
11:19.0,,,76-89,,W. Chandler misses 2-pt shot from 2 ft
11:16.0,Defensive rebound by Team,,76-89,,
11:00.0,B. Knight makes 2-pt shot from 2 ft,2,78-89,,
11:00.0,Shooting foul by W. Chandler (drawn by B. Knight),,78-89,,
11:00.0,B. Knight makes free throw 1 of 1,1,79-89,,
10:42.0,,,79-92,3,J. Hernangomez makes 3-pt shot from 25 ft (assist by W. Chandler)
10:28.0,Shooting foul by J. Hernangomez (drawn by A. Len),,79-92,,
10:28.0,A. Len makes free throw 1 of 2,1,80-92,,
10:28.0,A. Len makes free throw 2 of 2,1,81-92,,
10:16.0,,,81-92,,Turnover by J. Nelson (step out of bounds)
9:57.0,L. Barbosa makes 2-pt shot from 2 ft,2,83-92,,
9:45.0,,,83-92,,K. Faried enters the game for N. Jokic
9:45.0,,,83-92,,E. Mudiay enters the game for A. Gee
9:34.0,,,83-94,2,J. Nelson makes 2-pt shot from 1 ft (assist by E. Mudiay)
9:28.0,B. Knight makes 2-pt shot from 20 ft,2,85-94,,
9:14.0,,,85-94,,W. Chandler misses 2-pt shot from 2 ft (block by A. Len)
9:11.0,,,85-94,,Offensive rebound by K. Faried
9:11.0,,,85-96,2,K. Faried makes 2-pt shot from 2 ft
9:04.0,Shooting foul by J. Hernangomez (drawn by B. Knight),,85-96,,
9:04.0,B. Knight makes free throw 1 of 2,1,86-96,,
9:04.0,B. Knight misses free throw 2 of 2,,86-96,,
9:04.0,E. Bledsoe enters the game for D. Booker,,86-96,,
9:02.0,,,86-96,,Defensive rebound by J. Hernangomez
8:38.0,,,86-96,,Turnover by J. Hernangomez (lost ball; steal by L. Barbosa)
8:30.0,J. Dudley misses 3-pt shot from 23 ft,,86-96,,
8:30.0,,,86-96,,Defensive rebound by K. Faried
8:16.0,,,86-98,2,J. Nelson makes 2-pt shot from 2 ft (assist by E. Mudiay)
8:16.0,Phoenix full timeout,,86-98,,
8:16.0,,,86-98,,D. Gallinari enters the game for J. Hernangomez
7:57.0,L. Barbosa makes 2-pt shot from 11 ft,2,88-98,,
7:44.0,,,88-98,,K. Faried misses 2-pt shot from 2 ft
7:43.0,Defensive rebound by Team,,88-98,,
7:43.0,,,88-98,,Loose ball foul by J. Nelson (drawn by A. Len)
7:43.0,A. Len makes free throw 1 of 2,1,89-98,,
7:43.0,A. Len misses free throw 2 of 2,,89-98,,
7:41.0,,,89-98,,Defensive rebound by W. Chandler
7:19.0,,,89-98,,Offensive charge foul by W. Chandler
7:19.0,,,89-98,,Turnover by W. Chandler (offensive foul)
7:09.0,,,89-98,,Personal foul by D. Gallinari (drawn by J. Dudley)
7:09.0,J. Dudley makes free throw 1 of 2,1,90-98,,
7:09.0,J. Dudley misses free throw 2 of 2,,90-98,,
7:08.0,,,90-98,,Defensive rebound by W. Chandler
6:58.0,Personal foul by L. Barbosa (drawn by D. Gallinari),,90-98,,
6:42.0,,,90-100,2,E. Mudiay makes 2-pt shot from 3 ft
6:18.0,J. Dudley makes 3-pt shot from 25 ft (assist by E. Bledsoe),3,93-100,,
5:58.0,,,93-100,,D. Gallinari misses 2-pt shot from 11 ft
