time,Brooklyn,pts.away,score,pts.home,Charlotte
4:50.0,Defensive rebound by T. Booker,,4-14,,
4:44.0,,,4-14,,Personal foul by J. Lamb (drawn by S. Kilpatrick)
4:37.0,J. Harris makes 3-pt shot from 24 ft (assist by S. Kilpatrick),3,7-14,,
4:22.0,,,7-14,,K. Walker misses 2-pt shot from 13 ft
4:21.0,Defensive rebound by T. Booker,,7-14,,
4:08.0,I. Whitehead makes 2-pt shot from 1 ft (assist by J. Hamilton),2,9-14,,
4:08.0,,,9-14,,Charlotte full timeout
4:08.0,,,9-14,,M. Plumlee enters the game for F. Kaminsky
3:55.0,,,9-16,2,N. Batum makes 2-pt shot from 1 ft
3:42.0,Turnover by T. Booker (bad pass; steal by N. Batum),,9-16,,
3:27.0,,,9-16,,J. Lamb misses 2-pt shot from 11 ft
3:25.0,,,9-16,,Offensive rebound by M. Plumlee
3:23.0,,,9-18,2,M. Plumlee makes 2-pt shot from 4 ft
3:05.0,J. Harris makes 3-pt shot from 24 ft (assist by I. Whitehead),3,12-18,,
2:44.0,,,12-18,,M. Kidd-Gilchrist misses 2-pt shot from 15 ft
2:43.0,Defensive rebound by J. Hamilton,,12-18,,
2:30.0,J. Hamilton makes 2-pt shot from 7 ft (assist by S. Kilpatrick),2,14-18,,
2:08.0,,,14-20,2,N. Batum makes 2-pt shot from 11 ft
1:49.0,T. Booker misses 2-pt shot from 1 ft,,14-20,,
1:46.0,,,14-20,,Defensive rebound by J. Lamb
1:45.0,,,14-20,,Charlotte full timeout
1:45.0,,,14-20,,M. Belinelli enters the game for M. Kidd-Gilchrist
1:45.0,,,14-20,,M. Williams enters the game for K. Walker
1:45.0,,,14-20,,B. Roberts enters the game for N. Batum
1:38.0,,,14-22,2,J. Lamb makes 2-pt shot from 3 ft
1:21.0,T. Booker misses 2-pt shot from 13 ft,,14-22,,
1:18.0,,,14-22,,Defensive rebound by J. Lamb
1:10.0,,,14-24,2,J. Lamb makes 2-pt shot from 12 ft
0:55.0,I. Whitehead misses 2-pt shot from 2 ft,,14-24,,
0:53.0,Offensive rebound by T. Booker,,14-24,,
0:53.0,T. Booker misses 2-pt shot from 1 ft,,14-24,,
0:52.0,,,14-24,,Defensive rebound by M. Williams
0:44.0,,,14-24,,J. Lamb misses 2-pt shot from 6 ft
0:43.0,,,14-24,,Offensive rebound by J. Lamb
0:39.0,Personal foul by S. Kilpatrick (drawn by M. Williams),,14-24,,
0:30.0,,,14-24,,J. Lamb misses 2-pt shot from 17 ft
0:29.0,Defensive rebound by T. Booker,,14-24,,
0:11.0,J. Harris misses 3-pt shot from 27 ft,,14-24,,
0:09.0,Offensive rebound by J. Hamilton,,14-24,,
0:09.0,Shooting foul by M. Plumlee (drawn by J. Hamilton),,14-24,,
0:09.0,J. Hamilton makes free throw 1 of 2,1,15-24,,
0:09.0,J. Hamilton makes free throw 2 of 2,1,16-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,,,16-26,2,M. Belinelli makes 2-pt shot from 23 ft
11:50.0,,,16-26,,Shooting foul by J. Harris (drawn by M. Belinelli)
11:50.0,,,16-26,,M. Belinelli misses free throw 1 of 1
11:49.0,Defensive rebound by J. Hamilton,,16-26,,
11:32.0,I. Whitehead misses 3-pt shot from 25 ft,,16-26,,
11:29.0,Offensive rebound by J. Hamilton,,16-26,,
11:29.0,J. Hamilton makes 2-pt shot from 1 ft,2,18-26,,
11:15.0,,,18-26,,M. Belinelli misses 2-pt shot from 19 ft
11:14.0,Defensive rebound by T. Booker,,18-26,,
11:02.0,S. Kilpatrick misses 3-pt shot from 24 ft,,18-26,,
11:01.0,,,18-26,,Defensive rebound by M. Williams
10:55.0,,,18-26,,Turnover by B. Roberts (bad pass)
10:37.0,S. Kilpatrick misses 3-pt shot from 25 ft,,18-26,,
10:34.0,,,18-26,,Defensive rebound by B. Roberts
10:21.0,,,18-26,,M. Williams misses 3-pt shot from 27 ft
10:20.0,Defensive rebound by T. Booker,,18-26,,
10:11.0,Turnover by Team (back court),,18-26,,
9:53.0,,,18-28,2,J. Lamb makes 2-pt shot from 4 ft
9:53.0,,,18-28,,Shooting foul by S. Kilpatrick (drawn by J. Lamb)
9:53.0,,,18-29,1,J. Lamb makes free throw 1 of 1
9:53.0,B. Bogdanovic enters the game for J. Harris,,18-28,,
9:41.0,B. Bogdanovic misses 3-pt shot from 25 ft,,18-29,,
9:40.0,,,18-29,,Defensive rebound by J. Lamb
9:30.0,,,18-29,,Turnover by M. Plumlee (lost ball; steal by I. Whitehead)
9:23.0,Turnover by I. Whitehead (bad pass; steal by J. Lamb),,18-29,,
9:16.0,,,18-29,,Turnover by J. Lamb (bad pass; steal by J. Hamilton)
9:04.0,J. Hamilton makes 3-pt shot from 26 ft (assist by I. Whitehead),3,21-29,,
8:47.0,,,21-31,2,M. Williams makes 2-pt shot from 2 ft (assist by M. Plumlee)
8:28.0,Turnover by B. Bogdanovic (offensive foul),,21-31,,
8:28.0,Offensive foul by B. Bogdanovic,,21-31,,
8:28.0,Official timeout,,21-31,,
8:28.0,,,21-31,,N. Batum enters the game for J. Lamb
8:28.0,,,21-31,,F. Kaminsky enters the game for M. Plumlee
8:28.0,R. Foye enters the game for S. Kilpatrick,,21-31,,
8:13.0,,,21-31,,M. Belinelli misses 2-pt shot from 20 ft
8:12.0,Defensive rebound by B. Bogdanovic,,21-31,,
8:02.0,T. Booker misses 3-pt shot from 25 ft,,21-31,,
8:01.0,,,21-31,,Defensive rebound by F. Kaminsky
7:49.0,,,21-31,,F. Kaminsky misses 2-pt shot from 16 ft
7:48.0,Defensive rebound by T. Booker,,21-31,,
7:40.0,T. Booker misses 2-pt shot from 3 ft,,21-31,,
7:36.0,,,21-31,,Defensive rebound by M. Williams
7:30.0,,,21-31,,M. Williams misses 3-pt shot from 25 ft
7:29.0,Defensive rebound by Team,,21-31,,
7:29.0,B. Lopez enters the game for J. Hamilton,,21-31,,
7:29.0,R. Hollis-Jefferson enters the game for T. Booker,,21-31,,
7:29.0,,,21-31,,K. Walker enters the game for B. Roberts
7:13.0,Offensive foul by B. Lopez,,21-31,,
7:13.0,Turnover by B. Lopez (offensive foul),,21-31,,
6:55.0,,,21-31,,K. Walker misses 2-pt shot from 2 ft
6:54.0,Defensive rebound by B. Lopez,,21-31,,
6:46.0,I. Whitehead misses 2-pt shot from 19 ft,,21-31,,
6:44.0,,,21-31,,Defensive rebound by M. Belinelli
6:36.0,,,21-34,3,M. Belinelli makes 3-pt shot from 26 ft
6:10.0,B. Lopez makes 2-pt shot from 9 ft (assist by R. Foye),2,23-34,,
5:49.0,,,23-36,2,M. Williams makes 2-pt shot from 6 ft (assist by K. Walker)
5:38.0,Shooting foul by M. Williams (drawn by B. Bogdanovic),,23-36,,
5:38.0,,,23-36,,Charlotte full timeout
5:38.0,B. Bogdanovic makes free throw 1 of 2,1,24-36,,
5:38.0,B. Bogdanovic makes free throw 2 of 2,1,25-36,,
5:38.0,S. Dinwiddie enters the game for I. Whitehead,,23-36,,
5:38.0,,,23-36,,M. Kidd-Gilchrist enters the game for M. Williams
5:22.0,,,25-38,2,M. Kidd-Gilchrist makes 2-pt shot from 2 ft (assist by N. Batum)
5:06.0,B. Bogdanovic makes 2-pt shot from 5 ft,2,27-38,,
4:44.0,,,27-38,,M. Kidd-Gilchrist misses 2-pt shot from 3 ft (block by B. Lopez)
4:42.0,,,27-38,,Offensive rebound by M. Kidd-Gilchrist
4:35.0,,,27-38,,M. Kidd-Gilchrist misses 2-pt shot from 16 ft
4:33.0,Defensive rebound by R. Hollis-Jefferson,,27-38,,
4:25.0,R. Hollis-Jefferson misses 2-pt shot from 11 ft,,27-38,,
4:23.0,,,27-38,,Defensive rebound by N. Batum
4:18.0,,,27-38,,N. Batum misses 2-pt shot from 5 ft
4:17.0,Defensive rebound by B. Lopez,,27-38,,
4:08.0,B. Bogdanovic makes 2-pt shot from 1 ft (assist by R. Hollis-Jefferson),2,29-38,,
3:53.0,,,29-38,,K. Walker misses 2-pt shot from 9 ft
3:52.0,,,29-38,,Offensive rebound by K. Walker
3:48.0,,,29-40,2,K. Walker makes 2-pt shot from 18 ft
3:21.0,B. Lopez misses 2-pt shot from 21 ft,,29-40,,
3:21.0,Offensive rebound by Team,,29-40,,
3:21.0,Turnover by Team (shot clock),,29-40,,
3:10.0,,,29-40,,Shooting foul by R. Foye (drawn by M. Belinelli)
3:10.0,,,29-41,1,M. Belinelli makes free throw 1 of 2
3:10.0,,,29-42,1,M. Belinelli makes free throw 2 of 2
3:10.0,J. Harris enters the game for R. Foye,,29-41,,
3:03.0,Turnover by R. Hollis-Jefferson (bad pass; steal by N. Batum),,29-42,,
2:58.0,,,29-44,2,N. Batum makes 2-pt shot at rim (assist by M. Kidd-Gilchrist)
2:48.0,B. Bogdanovic makes 3-pt shot from 24 ft (assist by R. Hollis-Jefferson),3,32-44,,
2:32.0,,,32-44,,K. Walker misses 2-pt shot from 15 ft
2:32.0,Defensive rebound by Team,,32-44,,
2:32.0,Brooklyn full timeout,,32-44,,
2:19.0,Shooting foul by M. Kidd-Gilchrist (drawn by R. Hollis-Jefferson),,32-44,,
2:19.0,R. Hollis-Jefferson misses free throw 1 of 2,,32-44,,
2:19.0,Offensive rebound by Team,,32-44,,
2:19.0,R. Hollis-Jefferson makes free throw 2 of 2,1,33-44,,
2:05.0,,,33-44,,N. Batum misses 2-pt shot from 17 ft
2:02.0,Defensive rebound by J. Harris,,33-44,,
1:47.0,R. Hollis-Jefferson makes 2-pt shot from 1 ft (assist by S. Dinwiddie),2,35-44,,
1:27.0,,,35-47,3,F. Kaminsky makes 3-pt shot from 25 ft (assist by N. Batum)
1:16.0,J. Harris misses 3-pt shot from 26 ft,,35-47,,
1:15.0,,,35-47,,Defensive rebound by F. Kaminsky
0:58.0,,,35-47,,F. Kaminsky misses 2-pt shot from 9 ft
0:57.0,,,35-47,,Offensive rebound by M. Kidd-Gilchrist
0:55.0,,,35-47,,M. Kidd-Gilchrist misses 2-pt shot from 2 ft (block by R. Hollis-Jefferson)
0:55.0,,,35-47,,Offensive rebound by M. Kidd-Gilchrist
0:55.0,,,35-49,2,M. Kidd-Gilchrist makes 2-pt shot from 2 ft
0:49.0,Shooting foul by K. Walker (drawn by S. Dinwiddie),,35-49,,
0:49.0,S. Dinwiddie makes free throw 1 of 2,1,36-49,,
0:49.0,S. Dinwiddie makes free throw 2 of 2,1,37-49,,
0:40.0,,,37-49,,Shooting foul by S. Dinwiddie (drawn by K. Walker)
0:40.0,,,37-50,1,K. Walker makes free throw 1 of 3
0:40.0,,,37-51,1,K. Walker makes free throw 2 of 3
0:40.0,,,37-51,,K. Walker misses free throw 3 of 3
0:39.0,Defensive rebound by R. Hollis-Jefferson,,37-51,,
0:31.0,B. Bogdanovic misses 2-pt shot from 5 ft,,37-51,,
0:30.0,,,37-51,,Defensive rebound by M. Kidd-Gilchrist
0:13.0,,,37-54,3,N. Batum makes 3-pt shot from 26 ft
0:01.0,J. Harris misses 2-pt shot from 1 ft (block by M. Belinelli),,37-54,,
0:00.0,,,37-54,,Defensive rebound by F. Kaminsky
0:00.0,,,37-54,,F. Kaminsky misses 3-pt shot from 58 ft
0:00.0,,,37-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,37-54,,F. Kaminsky misses 2-pt shot from 18 ft
11:38.0,Defensive rebound by R. Hollis-Jefferson,,37-54,,
11:30.0,Turnover by R. Foye (traveling),,37-54,,
11:21.0,,,37-54,,K. Walker misses 3-pt shot from 25 ft
11:19.0,Defensive rebound by R. Hollis-Jefferson,,37-54,,
11:13.0,R. Hollis-Jefferson makes 2-pt shot from 1 ft,2,39-54,,
10:56.0,,,39-54,,F. Kaminsky misses 2-pt shot from 2 ft
10:55.0,Defensive rebound by B. Bogdanovic,,39-54,,
10:48.0,B. Lopez makes 2-pt shot at rim (assist by S. Dinwiddie),2,41-54,,
10:36.0,,,41-54,,K. Walker misses 2-pt shot from 1 ft (block by B. Lopez)
10:36.0,,,41-54,,Offensive rebound by Team
10:26.0,,,41-56,2,K. Walker makes 2-pt shot at rim (assist by F. Kaminsky)
10:26.0,,,41-56,,Shooting foul by R. Foye (drawn by K. Walker)
10:26.0,,,41-57,1,K. Walker makes free throw 1 of 1
10:18.0,Shooting foul by M. Williams (drawn by R. Foye),,41-57,,
10:18.0,R. Foye makes 2-pt shot from 2 ft,2,43-57,,
10:18.0,R. Foye makes free throw 1 of 1,1,44-57,,
10:05.0,,,44-57,,K. Walker misses 3-pt shot from 27 ft
10:03.0,Defensive rebound by R. Hollis-Jefferson,,44-57,,
9:59.0,Turnover by R. Foye (bad pass),,44-57,,
9:51.0,,,44-57,,K. Walker misses 2-pt shot from 3 ft (block by R. Hollis-Jefferson)
9:51.0,Defensive rebound by Team,,44-57,,
9:40.0,Turnover by B. Lopez (lost ball; steal by F. Kaminsky),,44-57,,
9:35.0,,,44-59,2,M. Kidd-Gilchrist makes 2-pt shot at rim (assist by K. Walker)
9:24.0,R. Foye makes 3-pt shot from 25 ft (assist by S. Dinwiddie),3,47-59,,
9:08.0,,,47-59,,Offensive foul by M. Williams
9:08.0,,,47-59,,Turnover by M. Williams (offensive foul)
8:44.0,S. Dinwiddie makes 3-pt shot from 23 ft (assist by R. Foye),3,50-59,,
8:28.0,,,50-59,,N. Batum misses 3-pt shot from 24 ft
8:27.0,Defensive rebound by R. Hollis-Jefferson,,50-59,,
8:17.0,Shooting foul by M. Kidd-Gilchrist (drawn by R. Foye),,50-59,,
8:17.0,R. Foye makes free throw 1 of 2,1,51-59,,
8:17.0,R. Foye makes free throw 2 of 2,1,52-59,,
8:12.0,,,52-59,,Charlotte full timeout
8:02.0,,,52-61,2,M. Williams makes 2-pt shot at rim (assist by F. Kaminsky)
7:52.0,B. Lopez misses 3-pt shot from 27 ft,,52-61,,
7:49.0,,,52-61,,Defensive rebound by Team
7:40.0,,,52-61,,N. Batum misses 3-pt shot from 26 ft
7:39.0,Defensive rebound by Team,,52-61,,
7:30.0,Shooting foul by F. Kaminsky (drawn by B. Lopez),,52-61,,
7:30.0,B. Lopez makes free throw 1 of 2,1,53-61,,
7:30.0,B. Lopez makes free throw 2 of 2,1,54-61,,
7:14.0,,,54-63,2,N. Batum makes 2-pt shot at rim
6:58.0,B. Lopez makes 2-pt shot from 5 ft,2,56-63,,
6:34.0,,,56-65,2,M. Kidd-Gilchrist makes 2-pt shot from 2 ft
6:23.0,B. Lopez makes 3-pt shot from 26 ft (assist by R. Foye),3,59-65,,
6:05.0,,,59-68,3,F. Kaminsky makes 3-pt shot from 25 ft (assist by K. Walker)
5:55.0,B. Lopez misses 3-pt shot from 26 ft,,59-68,,
5:54.0,,,59-68,,Defensive rebound by M. Kidd-Gilchrist
5:46.0,,,59-68,,F. Kaminsky misses 2-pt shot from 1 ft (block by R. Hollis-Jefferson)
5:44.0,Defensive rebound by R. Foye,,59-68,,
5:33.0,S. Dinwiddie misses 3-pt shot from 26 ft,,59-68,,
5:32.0,,,59-68,,Defensive rebound by N. Batum
5:26.0,,,59-68,,Turnover by N. Batum (bad pass)
5:26.0,,,59-68,,J. Lamb enters the game for M. Williams
5:26.0,T. Booker enters the game for R. Hollis-Jefferson,,59-68,,
5:26.0,I. Whitehead enters the game for R. Foye,,59-68,,
5:26.0,J. Harris enters the game for S. Dinwiddie,,59-68,,
5:07.0,B. Lopez misses 2-pt shot from 9 ft (block by N. Batum),,59-68,,
5:05.0,,,59-68,,Defensive rebound by M. Kidd-Gilchrist
5:02.0,,,59-68,,Shooting foul by B. Lopez (drawn by K. Walker)
5:02.0,,,59-69,1,K. Walker makes free throw 1 of 2
5:02.0,,,59-70,1,K. Walker makes free throw 2 of 2
4:52.0,Offensive foul by B. Lopez,,59-70,,
4:52.0,Turnover by B. Lopez (offensive foul),,59-70,,
4:52.0,J. Hamilton enters the game for B. Lopez,,59-70,,
4:40.0,,,59-72,2,N. Batum makes 2-pt shot from 9 ft
4:40.0,Brooklyn full timeout,,59-72,,
4:40.0,S. Kilpatrick enters the game for B. Bogdanovic,,59-72,,
4:33.0,,,59-72,,Personal foul by N. Batum (drawn by S. Kilpatrick)
4:28.0,I. Whitehead misses 2-pt shot from 1 ft (block by M. Kidd-Gilchrist),,59-72,,
4:26.0,,,59-72,,Defensive rebound by M. Kidd-Gilchrist
4:14.0,,,59-74,2,J. Lamb makes 2-pt shot from 2 ft (assist by N. Batum)
3:59.0,T. Booker makes 2-pt shot from 7 ft (assist by J. Harris),2,61-74,,
3:44.0,,,61-74,,M. Kidd-Gilchrist misses 2-pt shot from 3 ft
3:42.0,Defensive rebound by T. Booker,,61-74,,
3:32.0,J. Harris makes 3-pt shot from 26 ft (assist by T. Booker),3,64-74,,
3:14.0,,,64-74,,Turnover by K. Walker (bad pass)
3:14.0,,,64-74,,M. Plumlee enters the game for F. Kaminsky
3:02.0,S. Kilpatrick makes 3-pt shot from 25 ft (assist by T. Booker),3,67-74,,
2:42.0,,,67-76,2,M. Kidd-Gilchrist makes 2-pt shot from 2 ft
2:32.0,J. Hamilton misses 3-pt shot from 26 ft,,67-76,,
2:30.0,,,67-76,,Defensive rebound by N. Batum
2:22.0,,,67-76,,Shooting foul by T. Booker (drawn by J. Lamb)
2:22.0,,,67-77,1,J. Lamb makes free throw 1 of 2
2:22.0,,,67-78,1,J. Lamb makes free throw 2 of 2
2:22.0,,,67-77,,B. Roberts enters the game for K. Walker
2:12.0,Offensive foul by T. Booker,,67-78,,
2:12.0,Turnover by T. Booker (offensive foul),,67-78,,
1:59.0,,,67-78,,M. Plumlee misses 2-pt shot from 1 ft
1:57.0,Defensive rebound by T. Booker,,67-78,,
1:51.0,T. Booker makes 2-pt shot at rim (assist by I. Whitehead),2,69-78,,
1:37.0,Loose ball foul by T. Booker (drawn by B. Roberts),,69-78,,
1:28.0,,,69-78,,N. Batum misses 2-pt shot from 15 ft
1:24.0,,,69-78,,Offensive rebound by J. Lamb
1:22.0,,,69-81,3,J. Lamb makes 3-pt shot from 26 ft
1:05.0,Turnover by T. Booker (bad pass; steal by N. Batum),,69-81,,
0:54.0,,,69-81,,N. Batum misses 2-pt shot from 9 ft
0:53.0,Defensive rebound by T. Booker,,69-81,,
0:34.0,I. Whitehead makes 3-pt shot from 26 ft (assist by T. Booker),3,72-81,,
0:22.0,,,72-81,,N. Batum misses 2-pt shot from 2 ft (block by J. Hamilton)
0:22.0,Defensive rebound by Team,,72-81,,
0:22.0,,,72-81,,M. Williams enters the game for M. Kidd-Gilchrist
0:22.0,,,72-81,,M. Belinelli enters the game for N. Batum
0:02.0,I. Whitehead misses 2-pt shot from 16 ft,,72-81,,
0:01.0,,,72-81,,Defensive rebound by J. Lamb
0:00.0,,,72-81,,J. Lamb misses 3-pt shot from 45 ft
0:00.0,,,72-81,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,T. Booker makes 2-pt shot from 9 ft (assist by I. Whitehead),2,74-81,,
11:32.0,,,74-81,,J. Lamb misses 2-pt shot from 19 ft
11:30.0,Defensive rebound by T. Booker,,74-81,,
11:17.0,S. Kilpatrick misses 3-pt shot from 26 ft,,74-81,,
11:15.0,,,74-81,,Defensive rebound by M. Plumlee
11:07.0,,,74-83,2,M. Plumlee makes 2-pt shot at rim (assist by B. Roberts)
10:54.0,J. Harris misses 3-pt shot from 25 ft,,74-83,,
10:51.0,,,74-83,,Defensive rebound by M. Belinelli
10:37.0,,,74-85,2,M. Williams makes 2-pt shot at rim
10:18.0,T. Booker makes 2-pt shot from 3 ft (assist by I. Whitehead),2,76-85,,
10:10.0,Personal block foul by I. Whitehead (drawn by B. Roberts),,76-85,,
9:52.0,,,76-85,,M. Williams misses 2-pt shot from 11 ft
9:51.0,Defensive rebound by J. Hamilton,,76-85,,
9:44.0,T. Booker misses 3-pt shot from 25 ft,,76-85,,
9:43.0,,,76-85,,Defensive rebound by J. Lamb
9:21.0,,,76-87,2,J. Lamb makes 2-pt shot from 1 ft
9:07.0,Shooting foul by M. Plumlee (drawn by I. Whitehead),,76-87,,
9:07.0,I. Whitehead makes free throw 1 of 2,1,77-87,,
9:07.0,I. Whitehead makes free throw 2 of 2,1,78-87,,
8:52.0,,,78-89,2,M. Belinelli makes 2-pt shot from 17 ft (assist by B. Roberts)
8:41.0,I. Whitehead misses 2-pt shot from 1 ft,,78-89,,
8:40.0,,,78-89,,Defensive rebound by M. Williams
8:32.0,,,78-89,,M. Belinelli misses 3-pt shot from 26 ft
8:29.0,,,78-89,,Offensive rebound by M. Williams
8:26.0,,,78-89,,M. Belinelli misses 3-pt shot from 27 ft
8:25.0,Defensive rebound by J. Harris,,78-89,,
8:16.0,T. Booker makes 2-pt shot from 3 ft,2,80-89,,
8:02.0,,,80-89,,B. Roberts misses 3-pt shot from 25 ft
8:01.0,Defensive rebound by J. Hamilton,,80-89,,
7:55.0,,,80-89,,Personal block foul by B. Roberts (drawn by S. Kilpatrick)
7:55.0,Official timeout,,80-89,,
7:55.0,,,80-89,,K. Walker enters the game for B. Roberts
7:55.0,,,80-89,,N. Batum enters the game for J. Lamb
7:55.0,,,80-89,,F. Kaminsky enters the game for M. Plumlee
7:48.0,I. Whitehead makes 2-pt shot from 2 ft,2,82-89,,
7:27.0,,,82-89,,Shooting foul by J. Hamilton (drawn by M. Williams)
7:27.0,,,82-90,1,M. Williams makes free throw 1 of 2
7:27.0,,,82-91,1,M. Williams makes free throw 2 of 2
7:27.0,B. Lopez enters the game for J. Hamilton,,82-90,,
7:13.0,Shooting foul by F. Kaminsky (drawn by B. Lopez),,82-91,,
7:13.0,B. Lopez misses free throw 1 of 2,,82-91,,
7:13.0,Offensive rebound by Team,,82-91,,
7:13.0,B. Lopez misses free throw 2 of 2,,82-91,,
7:13.0,S. Dinwiddie enters the game for S. Kilpatrick,,82-91,,
7:13.0,B. Bogdanovic enters the game for I. Whitehead,,82-91,,
7:11.0,,,82-91,,Defensive rebound by N. Batum
6:54.0,,,82-91,,M. Williams misses 3-pt shot from 24 ft
6:53.0,Defensive rebound by B. Bogdanovic,,82-91,,
6:41.0,B. Bogdanovic makes 2-pt shot from 2 ft,2,84-91,,
6:41.0,Shooting foul by F. Kaminsky (drawn by B. Bogdanovic),,84-91,,
6:41.0,B. Bogdanovic makes free throw 1 of 1,1,85-91,,
6:21.0,,,85-91,,M. Belinelli misses 2-pt shot from 17 ft
6:20.0,,,85-91,,Offensive rebound by F. Kaminsky
6:18.0,,,85-91,,F. Kaminsky misses 2-pt shot from 1 ft
6:17.0,Defensive rebound by T. Booker,,85-91,,
6:11.0,J. Harris makes 2-pt shot from 23 ft,2,87-91,,
6:11.0,,,87-91,,Charlotte full timeout
6:11.0,R. Foye enters the game for T. Booker,,87-91,,
