time,Portland,pts.away,score,pts.home,Utah
7:02.0,,,2-11,,G. Hayward misses 2-pt shot from 14 ft
7:02.0,Defensive rebound by D. Lillard,,2-11,,
6:52.0,D. Lillard makes 2-pt shot from 20 ft,2,4-11,,
6:34.0,,,4-11,,G. Hayward misses 2-pt shot from 2 ft
6:34.0,Defensive rebound by M. Leonard,,4-11,,
6:25.0,D. Lillard misses 2-pt shot from 3 ft,,4-11,,
6:24.0,,,4-11,,Defensive rebound by J. Ingles
6:09.0,,,4-13,2,R. Gobert makes 2-pt shot from 2 ft (assist by G. Hayward)
5:53.0,M. Harkless misses 3-pt shot from 25 ft,,4-13,,
5:52.0,,,4-13,,Defensive rebound by B. Diaw
5:41.0,,,4-13,,D. Exum misses 2-pt shot from 2 ft
5:40.0,Defensive rebound by A. Aminu,,4-13,,
5:34.0,C. McCollum makes 2-pt shot from 11 ft (assist by A. Aminu),2,6-13,,
5:14.0,,,6-13,,D. Exum misses 3-pt shot from 24 ft
5:14.0,Defensive rebound by M. Harkless,,6-13,,
5:02.0,D. Lillard misses 2-pt shot from 4 ft,,6-13,,
5:01.0,,,6-13,,Defensive rebound by R. Gobert
4:54.0,,,6-15,2,R. Gobert makes 2-pt shot from 2 ft
4:27.0,M. Harkless misses 2-pt shot from 14 ft,,6-15,,
4:27.0,,,6-15,,Defensive rebound by B. Diaw
4:21.0,Personal foul by C. McCollum,,6-15,,
4:21.0,,,6-15,,S. Mack enters the game for D. Exum
4:21.0,,,6-15,,J. Johnson enters the game for B. Diaw
4:21.0,A. Crabbe enters the game for C. McCollum,,6-15,,
4:21.0,E. Turner enters the game for M. Harkless,,6-15,,
4:05.0,,,6-15,,G. Hayward misses 2-pt shot from 21 ft
4:04.0,Defensive rebound by D. Lillard,,6-15,,
3:55.0,D. Lillard makes 2-pt shot from 2 ft,2,8-15,,
3:39.0,,,8-15,,Turnover by J. Ingles (bad pass; steal by A. Crabbe)
3:26.0,D. Lillard misses 2-pt shot from 2 ft (block by R. Gobert),,8-15,,
3:26.0,Offensive rebound by Team,,8-15,,
3:26.0,,,8-15,,A. Burks enters the game for J. Ingles
3:19.0,E. Turner misses 2-pt shot from 13 ft,,8-15,,
3:18.0,,,8-15,,Defensive rebound by G. Hayward
3:08.0,,,8-17,2,G. Hayward makes 2-pt shot from 13 ft
2:50.0,Shooting foul by J. Johnson (drawn by A. Aminu),,8-17,,
2:50.0,,,8-17,,Utah full timeout
2:50.0,A. Aminu makes free throw 1 of 2,1,9-17,,
2:50.0,A. Aminu makes free throw 2 of 2,1,10-17,,
2:29.0,,,10-17,,S. Mack misses 2-pt shot from 13 ft
2:29.0,,,10-17,,Offensive rebound by S. Mack
2:29.0,,,10-17,,S. Mack misses 2-pt shot from 13 ft
2:28.0,Defensive rebound by E. Turner,,10-17,,
2:17.0,M. Leonard misses 3-pt shot from 24 ft,,10-17,,
2:17.0,,,10-17,,Defensive rebound by R. Gobert
1:59.0,,,10-19,2,G. Hayward makes 2-pt shot from 14 ft
1:38.0,A. Crabbe misses 2-pt shot from 22 ft,,10-19,,
1:37.0,,,10-19,,Defensive rebound by R. Gobert
1:28.0,Personal foul by E. Turner (drawn by G. Hayward),,10-19,,
1:28.0,S. Napier enters the game for D. Lillard,,10-19,,
1:28.0,,,10-19,,J. Withey enters the game for R. Gobert
1:28.0,C. McCollum enters the game for A. Aminu,,10-19,,
1:22.0,,,10-19,,S. Mack misses 2-pt shot from 11 ft
1:22.0,Defensive rebound by E. Turner,,10-19,,
1:05.0,A. Crabbe makes 2-pt shot from 2 ft,2,12-19,,
0:42.0,,,12-19,,J. Johnson misses 2-pt shot from 10 ft
0:41.0,Defensive rebound by S. Napier,,12-19,,
0:33.0,C. McCollum makes 2-pt shot from 1 ft,2,14-19,,
0:17.0,,,14-22,3,G. Hayward makes 3-pt shot from 25 ft
0:04.0,M. Leonard makes 3-pt shot from 24 ft (assist by A. Crabbe),3,17-22,,
0:00.0,,,17-24,2,G. Hayward makes 2-pt shot from 13 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,,,17-24,,Violation by J. Ingles (kicked ball)
11:41.0,E. Turner misses 3-pt shot from 23 ft,,17-24,,
11:41.0,,,17-24,,Defensive rebound by J. Ingles
11:27.0,,,17-24,,Turnover by J. Johnson (lost ball; steal by E. Turner)
11:21.0,Turnover by S. Napier (lost ball; steal by J. Withey),,17-24,,
11:13.0,,,17-24,,A. Burks misses 2-pt shot from 10 ft
11:12.0,Defensive rebound by E. Turner,,17-24,,
10:59.0,Turnover by E. Turner (lost ball; steal by J. Johnson),,17-24,,
10:44.0,,,17-24,,J. Johnson misses 2-pt shot from 10 ft
10:43.0,Defensive rebound by S. Napier,,17-24,,
10:31.0,M. Leonard makes 2-pt shot from 19 ft,2,19-24,,
10:08.0,,,19-26,2,A. Burks makes 2-pt shot from 2 ft
9:53.0,C. McCollum makes 2-pt shot from 3 ft,2,21-26,,
9:30.0,,,21-28,2,J. Withey makes 2-pt shot from 2 ft (assist by J. Johnson)
9:13.0,,,21-28,,Violation by J. Withey (def goaltending)
9:13.0,C. McCollum makes 2-pt shot from 3 ft,2,23-28,,
8:59.0,,,23-28,,Turnover by J. Ingles (traveling)
8:59.0,Portland full timeout,,23-28,,
8:59.0,,,23-28,,B. Diaw enters the game for S. Mack
8:59.0,,,23-28,,R. Gobert enters the game for J. Johnson
8:59.0,,,23-28,,D. Exum enters the game for J. Withey
8:59.0,N. Vonleh enters the game for M. Leonard,,23-28,,
8:46.0,C. McCollum misses 2-pt shot from 3 ft,,23-28,,
8:45.0,,,23-28,,Defensive rebound by D. Exum
8:23.0,,,23-28,,Turnover by B. Diaw (lost ball; steal by E. Turner)
8:20.0,A. Crabbe makes 2-pt shot from 2 ft,2,25-28,,
8:20.0,Shooting foul by J. Ingles (drawn by A. Crabbe),,25-28,,
8:20.0,A. Crabbe misses free throw 1 of 1,,25-28,,
8:20.0,M. Harkless enters the game for S. Napier,,25-28,,
8:20.0,,,25-28,,S. Mack enters the game for A. Burks
8:20.0,,,25-28,,G. Hayward enters the game for J. Ingles
8:19.0,Offensive rebound by Team,,25-28,,
8:19.0,,,25-28,,Loose ball foul by D. Exum (drawn by A. Crabbe)
8:10.0,C. McCollum makes 2-pt shot from 18 ft,2,27-28,,
7:49.0,Personal foul by C. McCollum,,27-28,,
7:45.0,,,27-30,2,D. Exum makes 2-pt shot at rim (assist by B. Diaw)
7:29.0,C. McCollum makes 2-pt shot from 18 ft,2,29-30,,
7:11.0,,,29-30,,G. Hayward misses 3-pt shot from 24 ft
7:11.0,Defensive rebound by A. Crabbe,,29-30,,
7:03.0,C. McCollum makes 2-pt shot from 2 ft,2,31-30,,
6:58.0,,,31-30,,Utah full timeout
6:58.0,D. Lillard enters the game for A. Crabbe,,31-30,,
6:48.0,,,31-32,2,S. Mack makes 2-pt shot at rim
6:31.0,Turnover by C. McCollum (bad pass; steal by D. Exum),,31-32,,
6:15.0,,,31-32,,D. Exum misses 3-pt shot from 24 ft
6:14.0,,,31-32,,Offensive rebound by B. Diaw
6:05.0,,,31-32,,B. Diaw misses 2-pt shot from 2 ft
6:05.0,Defensive rebound by N. Vonleh,,31-32,,
5:53.0,,,31-32,,Personal foul by D. Exum (drawn by D. Lillard)
5:53.0,A. Aminu enters the game for N. Vonleh,,31-32,,
5:53.0,,,31-32,,J. Ingles enters the game for S. Mack
5:53.0,,,31-32,,J. Johnson enters the game for B. Diaw
5:45.0,D. Lillard misses 2-pt shot from 22 ft,,31-32,,
5:44.0,,,31-32,,Defensive rebound by R. Gobert
5:35.0,,,31-34,2,R. Gobert makes 2-pt shot from 3 ft (assist by G. Hayward)
5:14.0,A. Aminu misses 2-pt shot from 20 ft,,31-34,,
5:12.0,,,31-34,,Defensive rebound by J. Ingles
5:05.0,,,31-34,,J. Ingles misses 2-pt shot from 2 ft (block by A. Aminu)
5:04.0,,,31-34,,Offensive rebound by J. Ingles
4:58.0,,,31-34,,Offensive foul by J. Johnson
4:58.0,,,31-34,,Turnover by J. Johnson (offensive foul)
4:58.0,A. Crabbe enters the game for E. Turner,,31-34,,
4:38.0,C. McCollum misses 3-pt shot from 25 ft,,31-34,,
4:37.0,Offensive rebound by M. Harkless,,31-34,,
4:35.0,M. Harkless makes 2-pt shot from 2 ft,2,33-34,,
4:20.0,,,33-36,2,G. Hayward makes 2-pt shot from 1 ft (assist by R. Gobert)
4:05.0,D. Lillard misses 3-pt shot from 25 ft,,33-36,,
4:04.0,,,33-36,,Defensive rebound by J. Johnson
3:55.0,Personal foul by D. Lillard (drawn by D. Exum),,33-36,,
3:55.0,M. Leonard enters the game for C. McCollum,,33-36,,
3:46.0,Personal foul by A. Crabbe (drawn by R. Gobert),,33-36,,
3:34.0,,,33-38,2,G. Hayward makes 2-pt shot from 12 ft
3:13.0,,,33-38,,Personal foul by J. Ingles (drawn by M. Leonard)
3:13.0,Portland full timeout,,33-38,,
3:13.0,Turnover by Team (5 sec inbounds),,33-38,,
2:50.0,,,33-41,3,D. Exum makes 3-pt shot from 25 ft (assist by J. Ingles)
2:36.0,D. Lillard misses 3-pt shot from 25 ft,,33-41,,
2:35.0,,,33-41,,Defensive rebound by J. Johnson
2:25.0,,,33-43,2,D. Exum makes 2-pt shot from 2 ft
1:57.0,A. Aminu makes 3-pt shot from 26 ft (assist by D. Lillard),3,36-43,,
1:39.0,Def 3 sec tech foul by M. Leonard,,36-43,,
1:39.0,,,36-44,1,J. Johnson makes technical free throw
1:39.0,,,36-44,,Utah full timeout
1:39.0,C. McCollum enters the game for M. Leonard,,36-44,,
1:31.0,,,36-44,,Turnover by G. Hayward (bad pass)
1:13.0,D. Lillard makes 3-pt shot from 25 ft,3,39-44,,
0:59.0,,,39-44,,G. Hayward misses 2-pt shot from 6 ft (block by A. Crabbe)
0:57.0,Defensive rebound by C. McCollum,,39-44,,
0:45.0,D. Lillard misses 2-pt shot from 2 ft (block by R. Gobert),,39-44,,
0:44.0,,,39-44,,Defensive rebound by J. Ingles
0:38.0,,,39-44,,J. Ingles misses 3-pt shot from 24 ft
0:37.0,,,39-44,,Offensive rebound by R. Gobert
0:37.0,,,39-46,2,R. Gobert makes 2-pt shot at rim
0:30.0,Shooting foul by R. Gobert (drawn by A. Aminu),,39-46,,
0:30.0,A. Aminu makes free throw 1 of 2,1,40-46,,
0:30.0,A. Aminu makes free throw 2 of 2,1,41-46,,
0:30.0,E. Turner enters the game for C. McCollum,,40-46,,
0:10.0,,,41-46,,Shooting foul by E. Turner (drawn by R. Gobert)
0:10.0,,,41-46,,R. Gobert misses free throw 1 of 2
0:10.0,,,41-46,,Offensive rebound by Team
0:10.0,,,41-47,1,R. Gobert makes free throw 2 of 2
0:10.0,Portland full timeout,,41-47,,
0:10.0,,,41-46,,S. Mack enters the game for J. Ingles
0:10.0,C. McCollum enters the game for M. Harkless,,41-47,,
0:02.0,C. McCollum misses 2-pt shot from 14 ft,,41-47,,
0:01.0,,,41-47,,Defensive rebound by D. Exum
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,C. McCollum makes 2-pt shot from 6 ft (assist by D. Lillard),2,43-47,,
11:20.0,Personal foul by N. Vonleh (drawn by R. Gobert),,43-47,,
11:07.0,,,43-47,,J. Ingles misses 3-pt shot from 25 ft
11:07.0,Defensive rebound by A. Aminu,,43-47,,
11:00.0,D. Lillard misses 3-pt shot from 26 ft,,43-47,,
10:59.0,,,43-47,,Defensive rebound by R. Gobert
10:49.0,,,43-47,,Shooting foul by N. Vonleh (drawn by R. Gobert)
10:49.0,,,43-48,1,R. Gobert makes free throw 1 of 2
10:49.0,,,43-49,1,R. Gobert makes free throw 2 of 2
10:49.0,E. Turner enters the game for N. Vonleh,,43-48,,
10:29.0,Offensive foul by A. Aminu,,43-49,,
10:29.0,Turnover by A. Aminu (offensive foul),,43-49,,
10:15.0,,,43-49,,B. Diaw misses 2-pt shot from 3 ft (block by E. Turner)
10:14.0,Defensive rebound by M. Harkless,,43-49,,
10:10.0,E. Turner misses 2-pt shot from 2 ft (block by G. Hayward),,43-49,,
10:10.0,Offensive rebound by Team,,43-49,,
9:52.0,E. Turner makes 2-pt shot from 17 ft,2,45-49,,
9:41.0,,,45-52,3,G. Hayward makes 3-pt shot from 24 ft (assist by R. Gobert)
9:25.0,,,45-52,,Personal foul by J. Ingles
9:20.0,Shooting foul by D. Exum (drawn by D. Lillard),,45-52,,
9:20.0,D. Lillard makes free throw 1 of 2,1,46-52,,
9:20.0,D. Lillard misses free throw 2 of 2,,46-52,,
9:19.0,,,46-52,,Defensive rebound by G. Hayward
9:09.0,,,46-52,,Turnover by J. Ingles (bad pass; steal by E. Turner)
8:57.0,D. Lillard misses 2-pt shot from 5 ft,,46-52,,
8:57.0,Offensive rebound by A. Aminu,,46-52,,
8:48.0,C. McCollum misses 2-pt shot from 3 ft,,46-52,,
8:48.0,,,46-52,,Defensive rebound by B. Diaw
8:33.0,Personal foul by A. Aminu (drawn by J. Ingles),,46-52,,
8:24.0,,,46-52,,Shooting foul by D. Lillard (drawn by D. Exum)
8:24.0,,,46-53,1,D. Exum makes free throw 1 of 2
8:24.0,,,46-53,,D. Exum misses free throw 2 of 2
8:23.0,Defensive rebound by Team,,46-53,,
8:10.0,,,46-53,,Def 3 sec tech foul by B. Diaw
8:10.0,C. McCollum makes technical free throw,1,47-53,,
8:04.0,C. McCollum makes 2-pt shot from 13 ft,2,49-53,,
7:39.0,,,49-55,2,D. Exum makes 2-pt shot from 3 ft
7:23.0,E. Turner misses 3-pt shot from 23 ft,,49-55,,
7:23.0,,,49-55,,Defensive rebound by R. Gobert
7:15.0,,,49-55,,Turnover by J. Ingles (traveling)
7:01.0,C. McCollum makes 2-pt shot from 9 ft,2,51-55,,
6:39.0,,,51-55,,Turnover by B. Diaw (bad pass; steal by M. Harkless)
6:34.0,Turnover by A. Aminu (bad pass; steal by R. Gobert),,51-55,,
6:23.0,,,51-57,2,G. Hayward makes 2-pt shot from 4 ft (assist by B. Diaw)
6:06.0,D. Lillard misses 2-pt shot from 22 ft,,51-57,,
6:05.0,,,51-57,,Defensive rebound by D. Exum
5:55.0,,,51-60,3,G. Hayward makes 3-pt shot from 25 ft (assist by R. Gobert)
5:53.0,Portland full timeout,,51-60,,
5:53.0,M. Leonard enters the game for C. McCollum,,51-60,,
5:53.0,,,51-60,,S. Mack enters the game for J. Ingles
5:53.0,A. Crabbe enters the game for A. Aminu,,51-60,,
5:38.0,D. Lillard makes 3-pt shot from 25 ft (assist by E. Turner),3,54-60,,
5:22.0,,,54-60,,G. Hayward misses 2-pt shot from 17 ft
5:21.0,,,54-60,,Offensive rebound by Team
5:21.0,Loose ball foul by M. Leonard (drawn by R. Gobert),,54-60,,
5:21.0,,,54-60,,R. Gobert misses free throw 1 of 2
5:21.0,,,54-60,,Offensive rebound by Team
5:21.0,,,54-61,1,R. Gobert makes free throw 2 of 2
5:08.0,E. Turner misses 2-pt shot from 15 ft,,54-61,,
5:07.0,,,54-61,,Defensive rebound by R. Gobert
4:55.0,,,54-61,,Turnover by S. Mack (lost ball)
4:33.0,M. Harkless misses 2-pt shot from 1 ft,,54-61,,
4:32.0,,,54-61,,Defensive rebound by B. Diaw
4:18.0,Personal foul by M. Harkless (drawn by R. Gobert),,54-61,,
4:18.0,,,54-62,1,R. Gobert makes free throw 1 of 2
4:18.0,,,54-63,1,R. Gobert makes free throw 2 of 2
4:00.0,D. Lillard misses 2-pt shot from 21 ft,,54-63,,
4:00.0,,,54-63,,Defensive rebound by B. Diaw
3:53.0,,,54-63,,Utah full timeout
3:53.0,C. McCollum enters the game for E. Turner,,54-63,,
3:53.0,,,54-63,,A. Burks enters the game for D. Exum
3:53.0,N. Vonleh enters the game for M. Harkless,,54-63,,
3:41.0,,,54-63,,A. Burks misses 2-pt shot from 20 ft
3:41.0,Defensive rebound by M. Leonard,,54-63,,
3:26.0,C. McCollum misses 2-pt shot from 20 ft,,54-63,,
3:25.0,,,54-63,,Defensive rebound by G. Hayward
3:02.0,,,54-63,,B. Diaw misses 3-pt shot from 24 ft
3:02.0,Defensive rebound by C. McCollum,,54-63,,
2:50.0,M. Leonard misses 3-pt shot from 24 ft,,54-63,,
2:49.0,Offensive rebound by Team,,54-63,,
2:46.0,,,54-63,,J. Johnson enters the game for B. Diaw
2:46.0,S. Napier enters the game for D. Lillard,,54-63,,
2:46.0,,,54-63,,J. Ingles enters the game for G. Hayward
2:40.0,Turnover by C. McCollum (bad pass),,54-63,,
2:30.0,,,54-65,2,S. Mack makes 2-pt shot from 13 ft
2:08.0,M. Leonard makes 2-pt shot from 7 ft,2,56-65,,
2:02.0,,,56-65,,A. Burks misses 2-pt shot from 3 ft (block by A. Crabbe)
2:02.0,,,56-65,,Offensive rebound by Team
1:51.0,,,56-65,,Turnover by S. Mack (lost ball; steal by M. Leonard)
1:41.0,Shooting foul by S. Mack (drawn by S. Napier),,56-65,,
1:41.0,S. Napier makes free throw 1 of 2,1,57-65,,
1:41.0,S. Napier makes free throw 2 of 2,1,58-65,,
1:41.0,,,57-65,,J. Withey enters the game for R. Gobert
1:19.0,,,58-68,3,J. Johnson makes 3-pt shot from 24 ft (assist by S. Mack)
1:00.0,A. Crabbe misses 3-pt shot from 24 ft,,58-68,,
1:00.0,Offensive rebound by M. Leonard,,58-68,,
0:58.0,M. Leonard makes 2-pt shot from 1 ft,2,60-68,,
0:44.0,,,60-68,,S. Mack misses 2-pt shot from 12 ft
0:44.0,,,60-68,,Offensive rebound by J. Withey
0:44.0,,,60-70,2,J. Withey makes 2-pt shot from 2 ft
0:35.0,C. McCollum makes 2-pt shot from 3 ft,2,62-70,,
0:13.0,,,62-72,2,J. Withey makes 2-pt shot from 1 ft (assist by S. Mack)
0:08.0,Shooting foul by J. Withey,,62-72,,
0:08.0,C. McCollum makes free throw 1 of 2,1,63-72,,
0:08.0,C. McCollum makes free throw 2 of 2,1,64-72,,
0:08.0,A. Aminu enters the game for M. Leonard,,63-72,,
0:01.0,,,64-75,3,J. Johnson makes 3-pt shot from 25 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,64-75,,Turnover by S. Mack (bad pass; steal by A. Crabbe)
11:48.0,A. Crabbe makes 2-pt shot from 2 ft,2,66-75,,
11:34.0,,,66-78,3,J. Johnson makes 3-pt shot from 25 ft
11:15.0,N. Vonleh misses 2-pt shot from 2 ft,,66-78,,
11:14.0,,,66-78,,Defensive rebound by A. Burks
11:04.0,,,66-80,2,J. Withey makes 2-pt shot from 2 ft (assist by A. Burks)
11:04.0,Portland full timeout,,66-80,,
11:04.0,D. Lillard enters the game for S. Napier,,66-80,,
10:50.0,A. Crabbe makes 2-pt shot from 1 ft (assist by C. McCollum),2,68-80,,
10:32.0,,,68-83,3,J. Johnson makes 3-pt shot from 24 ft (assist by J. Ingles)
10:15.0,A. Aminu misses 3-pt shot from 24 ft,,68-83,,
10:15.0,Offensive rebound by C. McCollum,,68-83,,
10:13.0,C. McCollum misses 2-pt shot from 2 ft (block by J. Withey),,68-83,,
10:13.0,Offensive rebound by Team,,68-83,,
10:09.0,N. Vonleh misses 2-pt shot from 5 ft,,68-83,,
10:08.0,,,68-83,,Defensive rebound by A. Burks
10:03.0,,,68-83,,Turnover by A. Burks (bad pass)
9:57.0,D. Lillard misses 3-pt shot from 26 ft,,68-83,,
9:56.0,,,68-83,,Defensive rebound by A. Burks
9:44.0,,,68-83,,J. Johnson misses 3-pt shot from 25 ft
9:44.0,Defensive rebound by A. Crabbe,,68-83,,
9:34.0,C. McCollum misses 2-pt shot from 18 ft,,68-83,,
9:33.0,,,68-83,,Defensive rebound by A. Burks
9:23.0,,,68-83,,A. Burks misses 2-pt shot from 15 ft
9:23.0,,,68-83,,Offensive rebound by J. Withey
9:21.0,,,68-85,2,J. Withey makes 2-pt shot from 1 ft
9:04.0,A. Crabbe misses 3-pt shot from 24 ft,,68-85,,
9:03.0,Offensive rebound by C. McCollum,,68-85,,
8:58.0,N. Vonleh misses 2-pt shot from 2 ft,,68-85,,
8:56.0,,,68-85,,Defensive rebound by S. Mack
8:37.0,,,68-88,3,S. Mack makes 3-pt shot from 25 ft (assist by J. Johnson)
8:22.0,Shooting foul by S. Mack (drawn by D. Lillard),,68-88,,
8:22.0,D. Lillard makes free throw 1 of 2,1,69-88,,
8:22.0,D. Lillard makes free throw 2 of 2,1,70-88,,
8:22.0,,,69-88,,R. Gobert enters the game for J. Withey
8:22.0,,,69-88,,G. Hayward enters the game for J. Ingles
8:22.0,E. Turner enters the game for C. McCollum,,69-88,,
8:00.0,,,70-88,,J. Johnson misses 2-pt shot from 4 ft
8:00.0,Defensive rebound by Team,,70-88,,
8:00.0,,,70-88,,Loose ball foul by R. Gobert (drawn by A. Aminu)
7:50.0,D. Lillard misses 3-pt shot from 24 ft,,70-88,,
7:50.0,,,70-88,,Defensive rebound by G. Hayward
7:35.0,,,70-90,2,G. Hayward makes 2-pt shot from 14 ft
7:19.0,D. Lillard makes 2-pt shot from 1 ft (assist by E. Turner),2,72-90,,
7:19.0,Shooting foul by S. Mack (drawn by D. Lillard),,72-90,,
7:19.0,D. Lillard makes free throw 1 of 1,1,73-90,,
6:58.0,,,73-93,3,A. Burks makes 3-pt shot from 24 ft (assist by S. Mack)
6:41.0,E. Turner misses 3-pt shot from 25 ft,,73-93,,
6:41.0,,,73-93,,Defensive rebound by A. Burks
6:21.0,,,73-93,,S. Mack misses 2-pt shot from 17 ft
6:20.0,Defensive rebound by Team,,73-93,,
6:20.0,,,73-93,,Loose ball foul by R. Gobert (drawn by N. Vonleh)
6:20.0,,,73-93,,J. Ingles enters the game for S. Mack
6:05.0,E. Turner makes 2-pt shot from 17 ft,2,75-93,,
5:45.0,Personal foul by N. Vonleh (drawn by G. Hayward),,75-93,,
5:45.0,,,75-93,,Utah full timeout
5:45.0,M. Harkless enters the game for N. Vonleh,,75-93,,
5:45.0,C. McCollum enters the game for A. Crabbe,,75-93,,
5:30.0,,,75-93,,J. Johnson misses 2-pt shot from 11 ft
5:30.0,Defensive rebound by C. McCollum,,75-93,,
5:09.0,A. Aminu misses 3-pt shot from 23 ft,,75-93,,
5:09.0,,,75-93,,Defensive rebound by A. Burks
5:01.0,,,75-93,,Turnover by A. Burks (bad pass; steal by A. Aminu)
4:52.0,E. Turner makes 2-pt shot from 14 ft,2,77-93,,
4:33.0,,,77-93,,G. Hayward misses 2-pt shot from 15 ft
4:33.0,,,77-93,,Offensive rebound by Team
4:33.0,Loose ball foul by E. Turner (drawn by R. Gobert),,77-93,,
4:33.0,,,77-93,,S. Mack enters the game for A. Burks
4:22.0,,,77-95,2,G. Hayward makes 2-pt shot from 9 ft (assist by S. Mack)
4:05.0,A. Aminu makes 2-pt shot from 2 ft (assist by D. Lillard),2,79-95,,
3:44.0,,,79-95,,Shooting foul by C. McCollum (drawn by G. Hayward)
3:44.0,,,79-96,1,G. Hayward makes free throw 1 of 2
3:44.0,,,79-97,1,G. Hayward makes free throw 2 of 2
3:44.0,Portland full timeout,,79-97,,
3:44.0,J. Layman enters the game for A. Aminu,,79-97,,
3:44.0,M. Leonard enters the game for M. Harkless,,79-97,,
3:44.0,S. Napier enters the game for C. McCollum,,79-97,,
3:44.0,P. Connaughton enters the game for D. Lillard,,79-97,,
3:44.0,N. Vonleh enters the game for E. Turner,,79-97,,
3:19.0,Turnover by Team (shot clock),,79-97,,
3:19.0,,,79-97,,A. Burks enters the game for G. Hayward
3:04.0,,,79-97,,J. Johnson misses 3-pt shot from 24 ft
3:03.0,Defensive rebound by P. Connaughton,,79-97,,
2:55.0,Shooting foul by R. Gobert (drawn by N. Vonleh),,79-97,,
2:55.0,N. Vonleh makes free throw 1 of 2,1,80-97,,
2:55.0,N. Vonleh makes free throw 2 of 2,1,81-97,,
2:55.0,,,80-97,,J. Withey enters the game for R. Gobert
2:55.0,,,80-97,,J. Bolomboy enters the game for J. Johnson
2:55.0,,,80-97,,T. Lyles enters the game for J. Ingles
2:30.0,,,81-100,3,S. Mack makes 3-pt shot from 24 ft (assist by J. Withey)
2:06.0,S. Napier misses 2-pt shot from 16 ft,,81-100,,
2:06.0,,,81-100,,Defensive rebound by J. Withey
1:57.0,,,81-100,,T. Lyles misses 3-pt shot from 24 ft
1:56.0,,,81-100,,Offensive rebound by T. Lyles
1:42.0,,,81-100,,Shooting foul by J. Layman (drawn by J. Bolomboy)
1:42.0,,,81-100,,J. Bolomboy misses free throw 1 of 2
1:42.0,,,81-100,,Offensive rebound by Team
1:42.0,,,81-101,1,J. Bolomboy makes free throw 2 of 2
1:34.0,J. Layman makes 3-pt shot from 25 ft (assist by M. Leonard),3,84-101,,
1:14.0,,,84-104,3,J. Bolomboy makes 3-pt shot from 24 ft (assist by S. Mack)
0:54.0,N. Vonleh misses 2-pt shot from 7 ft,,84-104,,
0:53.0,Offensive rebound by P. Connaughton,,84-104,,
0:48.0,S. Napier makes 3-pt shot from 25 ft (assist by P. Connaughton),3,87-104,,
0:32.0,Personal foul by S. Napier (drawn by S. Mack),,87-104,,
0:32.0,,,87-105,1,S. Mack makes free throw 1 of 2
0:32.0,,,87-106,1,S. Mack makes free throw 2 of 2
