time,Cleveland,pts.away,score,pts.home,Brooklyn
6:09.0,K. Irving misses 2-pt shot from 19 ft,,32-33,,
6:08.0,,,32-33,,Defensive rebound by B. Bogdanovic
5:56.0,,,32-33,,B. Bogdanovic misses 3-pt shot from 25 ft
5:55.0,Defensive rebound by K. Irving,,32-33,,
5:52.0,K. Irving makes 2-pt shot from 2 ft,2,34-33,,
5:50.0,,,34-33,,Brooklyn full timeout
5:50.0,J. McRae enters the game for C. Frye,,34-33,,
5:50.0,L. James enters the game for R. Jefferson,,34-33,,
5:50.0,,,34-33,,B. Lopez enters the game for B. Bogdanovic
5:50.0,,,34-33,,S. Dinwiddie enters the game for T. Booker
5:50.0,,,34-33,,S. Kilpatrick enters the game for I. Whitehead
5:32.0,,,34-33,,Turnover by J. Harris (lost ball; steal by K. Irving)
5:14.0,K. Irving misses 2-pt shot from 2 ft,,34-33,,
5:13.0,Offensive rebound by Team,,34-33,,
5:13.0,,,34-33,,Loose ball foul by S. Kilpatrick (drawn by T. Thompson)
5:13.0,T. Thompson misses free throw 1 of 2,,34-33,,
5:13.0,Offensive rebound by Team,,34-33,,
5:13.0,T. Thompson misses free throw 2 of 2,,34-33,,
5:13.0,,,34-33,,T. Booker enters the game for J. Hamilton
5:12.0,,,34-33,,Defensive rebound by S. Dinwiddie
4:54.0,,,34-35,2,T. Booker makes 2-pt shot at rim (assist by S. Dinwiddie)
4:34.0,,,34-35,,Def 3 sec tech foul by B. Lopez
4:34.0,K. Irving makes technical free throw,1,35-35,,
4:28.0,K. Irving makes 2-pt shot from 23 ft (assist by T. Thompson),2,37-35,,
4:11.0,,,37-35,,S. Kilpatrick misses 3-pt shot from 25 ft
4:10.0,Defensive rebound by T. Thompson,,37-35,,
3:53.0,J. McRae misses 3-pt shot from 24 ft,,37-35,,
3:52.0,Offensive rebound by Team,,37-35,,
3:52.0,,,37-35,,Loose ball foul by J. Harris (drawn by T. Thompson)
3:52.0,T. Thompson misses free throw 1 of 2,,37-35,,
3:52.0,Offensive rebound by Team,,37-35,,
3:52.0,T. Thompson misses free throw 2 of 2,,37-35,,
3:52.0,K. Love enters the game for I. Shumpert,,37-35,,
3:50.0,,,37-35,,Defensive rebound by S. Dinwiddie
3:31.0,,,37-35,,Shooting foul by L. James (drawn by B. Lopez)
3:31.0,,,37-36,1,B. Lopez makes free throw 1 of 2
3:31.0,,,37-36,,B. Lopez misses free throw 2 of 2
3:30.0,Defensive rebound by K. Irving,,37-36,,
3:25.0,Turnover by L. James (lost ball; steal by J. Harris),,37-36,,
3:19.0,,,37-36,,T. Booker misses 2-pt shot from 12 ft
3:15.0,Defensive rebound by J. McRae,,37-36,,
3:09.0,,,37-36,,Shooting block foul by J. Harris (drawn by L. James)
3:09.0,L. James makes free throw 1 of 2,1,38-36,,
3:09.0,L. James makes free throw 2 of 2,1,39-36,,
3:09.0,D. Liggins enters the game for K. Irving,,38-36,,
3:09.0,C. Frye enters the game for T. Thompson,,38-36,,
2:49.0,,,39-36,,B. Lopez misses 2-pt shot from 8 ft
2:48.0,Defensive rebound by K. Love,,39-36,,
2:42.0,,,39-36,,Personal foul by B. Lopez (drawn by L. James)
2:42.0,Cleveland full timeout,,39-36,,
2:42.0,L. James makes free throw 1 of 2,1,40-36,,
2:42.0,L. James makes free throw 2 of 2,1,41-36,,
2:27.0,,,41-36,,J. Harris misses 3-pt shot from 24 ft
2:26.0,Defensive rebound by K. Love,,41-36,,
2:21.0,Offensive foul by L. James,,41-36,,
2:21.0,Turnover by L. James (offensive foul),,41-36,,
2:00.0,,,41-36,,Turnover by B. Lopez (lost ball; steal by C. Frye)
1:56.0,L. James makes 2-pt shot at rim (assist by J. McRae),2,43-36,,
1:45.0,,,43-36,,S. Dinwiddie misses 2-pt shot from 16 ft
1:44.0,Defensive rebound by K. Love,,43-36,,
1:35.0,L. James makes 2-pt shot from 2 ft (assist by D. Liggins),2,45-36,,
1:35.0,,,45-36,,Brooklyn full timeout
1:35.0,,,45-36,,Technical foul by Team
1:35.0,K. Love makes technical free throw,1,46-36,,
1:35.0,,,45-36,,I. Whitehead enters the game for S. Dinwiddie
1:29.0,,,46-36,,Offensive foul by B. Lopez
1:29.0,,,46-36,,Turnover by B. Lopez (offensive foul)
1:17.0,L. James makes 2-pt shot from 2 ft (assist by K. Love),2,48-36,,
1:04.0,,,48-36,,Turnover by T. Booker (lost ball; steal by D. Liggins)
1:00.0,D. Liggins makes 2-pt shot from 3 ft (assist by L. James),2,50-36,,
0:47.0,,,50-36,,T. Booker misses 2-pt shot from 8 ft
0:46.0,Defensive rebound by D. Liggins,,50-36,,
0:42.0,K. Love misses 3-pt shot from 25 ft,,50-36,,
0:40.0,,,50-36,,Defensive rebound by I. Whitehead
0:35.0,,,50-36,,I. Whitehead misses 2-pt shot from 18 ft
0:35.0,,,50-36,,Offensive rebound by J. Harris
0:35.0,,,50-36,,J. Harris misses 2-pt shot from 3 ft
0:33.0,,,50-36,,Offensive rebound by J. Harris
0:31.0,,,50-36,,J. Harris misses 2-pt shot from 5 ft (block by C. Frye)
0:28.0,,,50-36,,Offensive rebound by J. Harris
0:24.0,Personal foul by C. Frye (drawn by J. Harris),,50-36,,
0:24.0,R. Jefferson enters the game for L. James,,50-36,,
0:06.0,,,50-36,,S. Kilpatrick misses 2-pt shot from 9 ft
0:04.0,,,50-36,,Offensive rebound by T. Booker
0:04.0,,,50-38,2,T. Booker makes 2-pt shot from 2 ft
0:04.0,Technical foul by D. Liggins,,50-38,,
0:04.0,,,50-39,1,B. Lopez makes technical free throw
0:01.0,J. McRae misses 2-pt shot from 11 ft,,50-39,,
0:00.0,Offensive rebound by Team,,50-39,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,K. Love makes 3-pt shot from 24 ft (assist by L. James),3,53-39,,
11:33.0,,,53-39,,Shooting foul by T. Thompson (drawn by B. Lopez)
11:33.0,,,53-40,1,B. Lopez makes free throw 1 of 2
11:33.0,,,53-41,1,B. Lopez makes free throw 2 of 2
11:12.0,L. James misses 2-pt shot from 17 ft,,53-41,,
11:11.0,,,53-41,,Defensive rebound by J. Harris
11:07.0,,,53-43,2,S. Dinwiddie makes 2-pt shot from 2 ft
11:07.0,,,53-43,,Shooting foul by D. Liggins (drawn by S. Dinwiddie)
11:07.0,,,53-44,1,S. Dinwiddie makes free throw 1 of 1
10:54.0,K. Irving misses 2-pt shot from 19 ft,,53-44,,
10:53.0,,,53-44,,Defensive rebound by T. Booker
10:47.0,,,53-44,,Turnover by S. Dinwiddie (bad pass)
10:37.0,L. James misses 3-pt shot from 25 ft,,53-44,,
10:36.0,Offensive rebound by Team,,53-44,,
10:31.0,T. Thompson makes 2-pt shot from 11 ft (assist by K. Irving),2,55-44,,
10:16.0,Personal foul by T. Thompson (drawn by B. Lopez),,55-44,,
10:09.0,,,55-47,3,B. Bogdanovic makes 3-pt shot from 25 ft (assist by T. Booker)
9:58.0,L. James makes 2-pt shot at rim (assist by K. Love),2,57-47,,
9:41.0,,,57-47,,Turnover by B. Bogdanovic (bad pass; steal by D. Liggins)
9:40.0,,,57-47,,Personal foul by T. Booker (drawn by L. James)
9:28.0,Turnover by T. Thompson (step out of bounds),,57-47,,
9:21.0,Shooting block foul by K. Love (drawn by S. Dinwiddie),,57-47,,
9:21.0,,,57-48,1,S. Dinwiddie makes free throw 1 of 2
9:21.0,,,57-49,1,S. Dinwiddie makes free throw 2 of 2
9:00.0,K. Irving makes 3-pt shot from 24 ft,3,60-49,,
8:49.0,Violation by K. Love (kicked ball),,60-49,,
8:42.0,,,60-51,2,S. Dinwiddie makes 2-pt shot from 2 ft (assist by T. Booker)
8:32.0,,,60-51,,Personal foul by S. Dinwiddie (drawn by K. Irving)
8:32.0,,,60-51,,I. Whitehead enters the game for S. Dinwiddie
8:28.0,Shooting foul by I. Whitehead (drawn by K. Irving),,60-51,,
8:28.0,K. Irving makes free throw 1 of 3,1,61-51,,
8:28.0,K. Irving makes free throw 2 of 3,1,62-51,,
8:28.0,K. Irving makes free throw 3 of 3,1,63-51,,
8:16.0,,,63-51,,B. Bogdanovic misses 3-pt shot from 25 ft
8:15.0,Defensive rebound by T. Thompson,,63-51,,
8:06.0,K. Irving misses 3-pt shot from 27 ft,,63-51,,
8:06.0,,,63-51,,Defensive rebound by T. Booker
7:51.0,,,63-51,,J. Harris misses 2-pt shot from 9 ft
7:50.0,Defensive rebound by K. Love,,63-51,,
7:41.0,K. Love misses 2-pt shot from 10 ft,,63-51,,
7:40.0,,,63-51,,Defensive rebound by J. Harris
7:35.0,,,63-53,2,J. Harris makes 2-pt shot from 13 ft (assist by B. Bogdanovic)
6:57.0,D. Liggins makes 3-pt shot from 26 ft (assist by K. Irving),3,66-53,,
6:37.0,,,66-53,,J. Harris misses 3-pt shot from 23 ft
6:36.0,Defensive rebound by D. Liggins,,66-53,,
6:27.0,K. Love makes 3-pt shot from 22 ft (assist by L. James),3,69-53,,
6:27.0,,,69-53,,Brooklyn full timeout
6:27.0,,,69-53,,J. Hamilton enters the game for B. Lopez
6:27.0,,,69-53,,S. Kilpatrick enters the game for J. Harris
6:14.0,,,69-53,,J. Hamilton misses 3-pt shot from 24 ft
6:12.0,Defensive rebound by L. James,,69-53,,
6:09.0,Turnover by L. James (bad pass),,69-53,,
5:57.0,,,69-53,,Turnover by T. Booker (lost ball)
5:48.0,,,69-53,,Personal foul by B. Bogdanovic (drawn by L. James)
5:48.0,,,69-53,,C. LeVert enters the game for B. Bogdanovic
5:44.0,Turnover by T. Thompson (bad pass; steal by I. Whitehead),,69-53,,
5:42.0,,,69-53,,Shooting foul by K. Irving (drawn by I. Whitehead)
5:42.0,,,69-55,2,I. Whitehead makes 2-pt shot from 3 ft
5:42.0,,,69-55,,I. Whitehead misses free throw 1 of 1
5:41.0,Defensive rebound by K. Love,,69-55,,
5:31.0,Shooting foul by T. Booker (drawn by K. Love),,69-55,,
5:31.0,K. Love makes free throw 1 of 2,1,70-55,,
5:31.0,K. Love makes free throw 2 of 2,1,71-55,,
5:22.0,,,71-55,,T. Booker misses 2-pt shot at rim (block by T. Thompson)
5:20.0,Defensive rebound by D. Liggins,,71-55,,
5:14.0,K. Love makes 2-pt shot from 2 ft (assist by L. James),2,73-55,,
4:57.0,,,73-55,,S. Kilpatrick misses 3-pt shot from 25 ft
4:56.0,Defensive rebound by K. Irving,,73-55,,
4:45.0,L. James makes 2-pt shot from 2 ft,2,75-55,,
4:30.0,,,75-55,,Turnover by I. Whitehead (bad pass; steal by T. Thompson)
4:28.0,,,75-55,,R. Hollis-Jefferson enters the game for T. Booker
4:28.0,C. Frye enters the game for K. Love,,75-55,,
4:28.0,J. McRae enters the game for K. Irving,,75-55,,
4:28.0,,,75-55,,Brooklyn full timeout
4:28.0,I. Shumpert enters the game for D. Liggins,,75-55,,
4:27.0,,,75-55,,Personal foul by J. Hamilton (drawn by T. Thompson)
4:27.0,T. Thompson makes free throw 1 of 2,1,76-55,,
4:27.0,T. Thompson makes free throw 2 of 2,1,77-55,,
4:19.0,,,77-55,,S. Kilpatrick misses 2-pt shot from 2 ft
4:18.0,Defensive rebound by C. Frye,,77-55,,
4:11.0,C. Frye misses 3-pt shot from 25 ft,,77-55,,
4:10.0,,,77-55,,Defensive rebound by Team
4:00.0,,,77-55,,S. Kilpatrick misses 3-pt shot from 24 ft
3:58.0,Defensive rebound by L. James,,77-55,,
3:50.0,,,77-55,,Personal foul by R. Hollis-Jefferson (drawn by T. Thompson)
3:50.0,T. Thompson makes free throw 1 of 2,1,78-55,,
3:50.0,T. Thompson makes free throw 2 of 2,1,79-55,,
3:41.0,,,79-55,,R. Hollis-Jefferson misses 2-pt shot from 1 ft
3:40.0,,,79-55,,Offensive rebound by J. Hamilton
3:40.0,,,79-55,,J. Hamilton misses 2-pt shot from 3 ft
3:39.0,,,79-55,,Offensive rebound by J. Hamilton
3:37.0,,,79-57,2,J. Hamilton makes 2-pt shot from 3 ft
3:19.0,L. James misses 2-pt shot from 19 ft,,79-57,,
3:19.0,,,79-57,,Defensive rebound by I. Whitehead
3:14.0,,,79-59,2,I. Whitehead makes 2-pt shot from 2 ft
2:51.0,J. McRae misses 3-pt shot from 24 ft,,79-59,,
2:50.0,,,79-59,,Defensive rebound by J. Hamilton
2:46.0,,,79-59,,Turnover by I. Whitehead (bad pass; steal by C. Frye)
2:41.0,L. James makes 2-pt shot at rim (assist by T. Thompson),2,81-59,,
2:25.0,,,81-61,2,S. Kilpatrick makes 2-pt shot from 3 ft (assist by C. LeVert)
2:10.0,Cleveland full timeout,,81-61,,
2:10.0,,,81-61,,B. Lopez enters the game for J. Hamilton
2:10.0,R. Jefferson enters the game for T. Thompson,,81-61,,
2:06.0,,,81-61,,Personal foul by C. LeVert (drawn by R. Jefferson)
2:06.0,R. Jefferson makes free throw 1 of 2,1,82-61,,
2:06.0,R. Jefferson makes free throw 2 of 2,1,83-61,,
1:51.0,,,83-63,2,C. LeVert makes 2-pt shot from 13 ft
1:35.0,J. McRae misses 2-pt shot from 2 ft,,83-63,,
1:34.0,,,83-63,,Defensive rebound by C. LeVert
1:24.0,,,83-63,,R. Hollis-Jefferson misses 2-pt shot from 6 ft
1:23.0,Defensive rebound by L. James,,83-63,,
1:18.0,Shooting foul by I. Whitehead (drawn by J. McRae),,83-63,,
1:18.0,J. McRae makes free throw 1 of 2,1,84-63,,
1:18.0,J. McRae misses free throw 2 of 2,,84-63,,
1:17.0,,,84-63,,Defensive rebound by S. Kilpatrick
1:02.0,,,84-63,,S. Kilpatrick misses 2-pt shot from 3 ft
1:01.0,,,84-63,,Offensive rebound by R. Hollis-Jefferson
1:00.0,,,84-65,2,R. Hollis-Jefferson makes 2-pt shot from 3 ft
0:50.0,L. James makes 2-pt shot from 1 ft,2,86-65,,
0:38.0,,,86-65,,C. LeVert misses 3-pt shot from 25 ft
0:37.0,Defensive rebound by L. James,,86-65,,
0:22.0,Turnover by R. Jefferson (bad pass; steal by R. Hollis-Jefferson),,86-65,,
0:19.0,,,86-67,2,C. LeVert makes 2-pt shot from 1 ft (assist by R. Hollis-Jefferson)
0:19.0,,,86-67,,Shooting foul by J. McRae (drawn by C. LeVert)
0:19.0,,,86-68,1,C. LeVert makes free throw 1 of 1
0:03.0,J. McRae misses 3-pt shot from 24 ft,,86-68,,
0:01.0,,,86-68,,Defensive rebound by I. Whitehead
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,86-70,2,B. Lopez makes 2-pt shot from 5 ft
11:24.0,R. Jefferson misses 3-pt shot from 25 ft,,86-70,,
11:23.0,,,86-70,,Defensive rebound by I. Whitehead
11:13.0,,,86-73,3,B. Bogdanovic makes 3-pt shot from 23 ft (assist by C. LeVert)
10:56.0,K. Irving misses 3-pt shot from 25 ft,,86-73,,
10:55.0,,,86-73,,Defensive rebound by R. Hollis-Jefferson
10:52.0,,,86-73,,R. Hollis-Jefferson misses 2-pt shot from 4 ft
10:51.0,,,86-73,,Offensive rebound by I. Whitehead
10:49.0,,,86-75,2,I. Whitehead makes 2-pt shot from 4 ft
10:49.0,Cleveland full timeout,,86-75,,
10:38.0,K. Love misses 3-pt shot from 24 ft,,86-75,,
10:37.0,,,86-75,,Defensive rebound by I. Whitehead
10:31.0,,,86-77,2,B. Lopez makes 2-pt shot at rim (assist by I. Whitehead)
10:10.0,Offensive foul by K. Love,,86-77,,
10:10.0,Turnover by K. Love (offensive foul),,86-77,,
