time,Indiana,pts.away,score,pts.home,Miami
6:24.0,P. George makes 2-pt shot from 16 ft,2,8-7,,
5:58.0,,,8-9,2,J. McRoberts makes 2-pt shot from 17 ft (assist by G. Dragic)
5:46.0,J. Teague makes 2-pt shot from 6 ft,2,10-9,,
5:46.0,Shooting foul by J. McRoberts (drawn by J. Teague),,10-9,,
5:46.0,,,10-9,,Miami full timeout
5:46.0,J. Teague makes free throw 1 of 1,1,11-9,,
5:46.0,,,10-9,,J. Richardson enters the game for R. McGruder
5:32.0,,,11-9,,Turnover by J. Richardson (bad pass; steal by T. Young)
5:29.0,T. Young makes 2-pt shot at rim,2,13-9,,
5:12.0,,,13-9,,W. Ellington misses 2-pt shot from 12 ft
5:11.0,,,13-9,,Offensive rebound by H. Whiteside
5:10.0,,,13-11,2,H. Whiteside makes 2-pt shot at rim
4:57.0,J. Teague makes 2-pt shot from 8 ft,2,15-11,,
4:46.0,,,15-11,,G. Dragic misses 2-pt shot from 10 ft
4:45.0,,,15-11,,Offensive rebound by H. Whiteside
4:44.0,,,15-11,,H. Whiteside misses 2-pt shot from 1 ft
4:43.0,Defensive rebound by M. Turner,,15-11,,
4:37.0,P. George misses 3-pt shot from 25 ft,,15-11,,
4:36.0,,,15-11,,Defensive rebound by W. Ellington
4:18.0,,,15-11,,Turnover by J. Richardson (traveling)
4:18.0,,,15-11,,J. Johnson enters the game for J. McRoberts
4:18.0,,,15-11,,T. Johnson enters the game for W. Ellington
4:18.0,R. Stuckey enters the game for G. Robinson,,15-11,,
4:05.0,M. Turner misses 2-pt shot from 22 ft,,15-11,,
4:04.0,,,15-11,,Defensive rebound by J. Richardson
3:57.0,,,15-14,3,T. Johnson makes 3-pt shot from 25 ft (assist by J. Richardson)
3:44.0,M. Turner misses 3-pt shot from 25 ft,,15-14,,
3:43.0,,,15-14,,Defensive rebound by H. Whiteside
3:37.0,,,15-14,,G. Dragic misses 2-pt shot from 2 ft
3:36.0,,,15-14,,Offensive rebound by H. Whiteside
3:34.0,,,15-16,2,H. Whiteside makes 2-pt shot from 2 ft
3:30.0,Indiana full timeout,,15-16,,
3:30.0,C. Miles enters the game for T. Young,,15-16,,
3:30.0,A. Jefferson enters the game for M. Turner,,15-16,,
3:15.0,,,15-16,,Def 3 sec tech foul by J. Richardson
3:15.0,P. George makes technical free throw,1,16-16,,
3:11.0,P. George misses 2-pt shot from 12 ft,,16-16,,
3:10.0,Offensive rebound by P. George,,16-16,,
3:06.0,P. George misses 2-pt shot from 6 ft,,16-16,,
3:05.0,,,16-16,,Defensive rebound by J. Richardson
3:02.0,Personal foul by P. George (drawn by J. Richardson),,16-16,,
2:46.0,,,16-16,,Turnover by J. Johnson (lost ball; steal by A. Jefferson)
2:33.0,R. Stuckey misses 2-pt shot from 3 ft,,16-16,,
2:32.0,,,16-16,,Defensive rebound by H. Whiteside
2:28.0,,,16-16,,Turnover by J. Richardson (bad pass; steal by J. Teague)
2:23.0,P. George misses 3-pt shot from 25 ft,,16-16,,
2:22.0,,,16-16,,Defensive rebound by H. Whiteside
2:13.0,,,16-16,,Offensive charge foul by H. Whiteside
2:13.0,,,16-16,,Turnover by H. Whiteside (offensive foul)
2:13.0,G. Robinson enters the game for P. George,,16-16,,
2:13.0,A. Brooks enters the game for J. Teague,,16-16,,
1:50.0,C. Miles makes 2-pt shot from 22 ft,2,18-16,,
1:31.0,,,18-18,2,H. Whiteside makes 2-pt shot from 2 ft (assist by J. Johnson)
1:11.0,R. Stuckey misses 2-pt shot from 19 ft,,18-18,,
1:10.0,,,18-18,,Defensive rebound by H. Whiteside
0:58.0,,,18-18,,H. Whiteside misses 2-pt shot from 17 ft
0:57.0,Defensive rebound by R. Stuckey,,18-18,,
0:48.0,Shooting foul by H. Whiteside (drawn by A. Jefferson),,18-18,,
0:48.0,A. Jefferson misses free throw 1 of 2,,18-18,,
0:48.0,Offensive rebound by Team,,18-18,,
0:48.0,A. Jefferson makes free throw 2 of 2,1,19-18,,
0:48.0,,,18-18,,J. Winslow enters the game for G. Dragic
0:48.0,,,18-18,,W. Reed enters the game for H. Whiteside
0:36.0,,,19-18,,T. Johnson misses 2-pt shot from 19 ft
0:35.0,Defensive rebound by C. Miles,,19-18,,
0:32.0,Shooting foul by J. Johnson (drawn by R. Stuckey),,19-18,,
0:32.0,R. Stuckey makes free throw 1 of 2,1,20-18,,
0:32.0,R. Stuckey makes free throw 2 of 2,1,21-18,,
0:20.0,,,21-18,,Shooting foul by A. Brooks (drawn by T. Johnson)
0:20.0,,,21-18,,T. Johnson misses free throw 1 of 2
0:20.0,,,21-18,,Offensive rebound by Team
0:20.0,,,21-18,,T. Johnson misses free throw 2 of 2
0:19.0,Defensive rebound by G. Robinson,,21-18,,
0:03.0,Turnover by R. Stuckey (lost ball),,21-18,,
0:00.0,,,21-20,2,J. Johnson makes 2-pt shot from 20 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,A. Jefferson misses 2-pt shot from 1 ft,,21-20,,
11:43.0,,,21-20,,Defensive rebound by W. Reed
11:34.0,,,21-20,,J. Winslow misses 2-pt shot from 8 ft
11:33.0,,,21-20,,Offensive rebound by W. Reed
11:32.0,,,21-22,2,W. Reed makes 2-pt shot from 1 ft (assist by J. Winslow)
11:18.0,,,21-22,,Personal foul by J. Winslow (drawn by G. Robinson)
11:12.0,A. Brooks misses 2-pt shot from 7 ft,,21-22,,
11:11.0,Offensive rebound by A. Jefferson,,21-22,,
11:10.0,A. Jefferson makes 2-pt shot at rim,2,23-22,,
10:49.0,,,23-22,,J. Richardson misses 2-pt shot from 20 ft
10:48.0,Defensive rebound by A. Jefferson,,23-22,,
10:33.0,A. Jefferson misses 2-pt shot from 12 ft,,23-22,,
10:32.0,,,23-22,,Defensive rebound by W. Reed
10:27.0,Personal foul by R. Stuckey (drawn by J. Richardson),,23-22,,
10:17.0,,,23-22,,Shooting foul by A. Brooks (drawn by T. Johnson)
10:17.0,,,23-23,1,T. Johnson makes free throw 1 of 2
10:17.0,,,23-24,1,T. Johnson makes free throw 2 of 2
10:03.0,C. Miles misses 3-pt shot from 23 ft,,23-24,,
10:02.0,,,23-24,,Defensive rebound by J. Winslow
9:50.0,,,23-26,2,J. Johnson makes 2-pt shot from 2 ft (assist by T. Johnson)
9:32.0,C. Miles misses 2-pt shot from 11 ft (block by T. Johnson),,23-26,,
9:31.0,,,23-26,,Defensive rebound by T. Johnson
9:24.0,Personal foul by A. Brooks (drawn by T. Johnson),,23-26,,
9:24.0,J. Teague enters the game for A. Brooks,,23-26,,
9:15.0,,,23-26,,J. Johnson misses 2-pt shot from 20 ft
9:14.0,Defensive rebound by R. Stuckey,,23-26,,
9:08.0,G. Robinson misses 2-pt shot at rim,,23-26,,
9:07.0,,,23-26,,Defensive rebound by J. Richardson
8:58.0,,,23-29,3,J. Johnson makes 3-pt shot from 24 ft (assist by T. Johnson)
8:48.0,C. Miles makes 3-pt shot from 24 ft (assist by J. Teague),3,26-29,,
8:31.0,,,26-29,,Shooting foul by C. Miles (drawn by J. Johnson)
8:31.0,Official timeout,,26-29,,
8:31.0,,,26-29,,J. Johnson misses free throw 1 of 2
8:31.0,,,26-29,,Offensive rebound by Team
8:31.0,,,26-30,1,J. Johnson makes free throw 2 of 2
8:31.0,P. George enters the game for G. Robinson,,26-29,,
8:31.0,M. Turner enters the game for A. Jefferson,,26-29,,
8:18.0,C. Miles makes 3-pt shot from 25 ft (assist by J. Teague),3,29-30,,
7:58.0,,,29-32,2,J. Johnson makes 2-pt shot from 12 ft
7:43.0,C. Miles misses 3-pt shot from 25 ft,,29-32,,
7:42.0,,,29-32,,Defensive rebound by W. Reed
7:21.0,,,29-34,2,J. Winslow makes 2-pt shot from 21 ft (assist by J. Richardson)
7:05.0,,,29-34,,Shooting block foul by J. Johnson (drawn by C. Miles)
7:05.0,C. Miles makes free throw 1 of 2,1,30-34,,
7:05.0,C. Miles makes free throw 2 of 2,1,31-34,,
7:05.0,T. Young enters the game for R. Stuckey,,30-34,,
6:46.0,,,31-37,3,J. Richardson makes 3-pt shot from 24 ft (assist by J. Johnson)
6:26.0,M. Turner makes 2-pt shot from 10 ft,2,33-37,,
6:14.0,,,33-37,,J. Johnson misses 2-pt shot from 2 ft (block by M. Turner)
6:13.0,Defensive rebound by M. Turner,,33-37,,
6:06.0,P. George makes 3-pt shot from 24 ft (assist by M. Turner),3,36-37,,
6:05.0,,,36-37,,Miami full timeout
6:05.0,,,36-37,,G. Dragic enters the game for J. Johnson
6:05.0,,,36-37,,H. Whiteside enters the game for W. Reed
5:38.0,,,36-39,2,H. Whiteside makes 2-pt shot from 8 ft
5:19.0,M. Turner misses 2-pt shot from 20 ft,,36-39,,
5:18.0,,,36-39,,Defensive rebound by H. Whiteside
5:14.0,Personal foul by J. Teague (drawn by G. Dragic),,36-39,,
5:14.0,,,36-40,1,G. Dragic makes free throw 1 of 2
5:14.0,,,36-41,1,G. Dragic makes free throw 2 of 2
5:14.0,R. Stuckey enters the game for C. Miles,,36-40,,
4:58.0,P. George misses 3-pt shot from 24 ft,,36-41,,
4:57.0,,,36-41,,Defensive rebound by J. Winslow
4:45.0,,,36-41,,J. Winslow misses 2-pt shot from 16 ft
4:43.0,,,36-41,,Offensive rebound by H. Whiteside
4:37.0,,,36-41,,H. Whiteside misses 2-pt shot from 6 ft
4:36.0,Defensive rebound by P. George,,36-41,,
4:24.0,R. Stuckey misses 3-pt shot from 25 ft,,36-41,,
4:23.0,,,36-41,,Defensive rebound by H. Whiteside
4:10.0,,,36-43,2,H. Whiteside makes 2-pt shot at rim (assist by T. Johnson)
3:51.0,J. Teague makes 3-pt shot from 26 ft,3,39-43,,
3:33.0,,,39-43,,J. Richardson misses 3-pt shot from 24 ft
3:32.0,Defensive rebound by R. Stuckey,,39-43,,
3:25.0,,,39-43,,R. McGruder enters the game for J. Richardson
3:15.0,R. Stuckey makes 2-pt shot from 10 ft,2,41-43,,
2:59.0,,,41-45,2,T. Johnson makes 2-pt shot from 20 ft
2:48.0,Shooting foul by T. Johnson (drawn by J. Teague),,41-45,,
2:48.0,Indiana full timeout,,41-45,,
2:48.0,J. Teague makes free throw 1 of 2,1,42-45,,
2:48.0,J. Teague makes free throw 2 of 2,1,43-45,,
2:35.0,,,43-45,,Turnover by H. Whiteside (lost ball; steal by T. Young)
2:33.0,R. Stuckey misses 2-pt shot from 2 ft (block by T. Johnson),,43-45,,
2:32.0,Offensive rebound by Team,,43-45,,
2:28.0,M. Turner makes 2-pt shot from 1 ft (assist by R. Stuckey),2,45-45,,
2:05.0,,,45-45,,T. Johnson misses 3-pt shot from 25 ft
2:04.0,,,45-45,,Offensive rebound by H. Whiteside
2:03.0,,,45-45,,Shooting foul by M. Turner (drawn by H. Whiteside)
2:03.0,,,45-46,1,H. Whiteside makes free throw 1 of 2
2:03.0,,,45-46,,H. Whiteside misses free throw 2 of 2
2:02.0,Defensive rebound by T. Young,,45-46,,
1:46.0,P. George misses 3-pt shot from 24 ft,,45-46,,
1:45.0,,,45-46,,Defensive rebound by H. Whiteside
1:37.0,,,45-46,,Shooting foul by J. Teague (drawn by H. Whiteside)
1:37.0,,,45-48,2,H. Whiteside makes 2-pt shot from 6 ft (assist by G. Dragic)
1:37.0,,,45-49,1,H. Whiteside makes free throw 1 of 1
1:21.0,J. Teague misses 2-pt shot from 2 ft (block by H. Whiteside),,45-49,,
1:20.0,Offensive rebound by M. Turner,,45-49,,
1:11.0,P. George makes 3-pt shot from 27 ft,3,48-49,,
1:00.0,,,48-49,,G. Dragic misses 2-pt shot from 18 ft
0:58.0,,,48-49,,Offensive rebound by H. Whiteside
0:57.0,,,48-51,2,H. Whiteside makes 2-pt shot from 1 ft
0:52.0,R. Stuckey makes 2-pt shot from 1 ft (assist by M. Turner),2,50-51,,
0:47.0,,,50-51,,Miami full timeout
0:47.0,,,50-51,,J. Richardson enters the game for R. McGruder
0:47.0,,,50-51,,J. Johnson enters the game for H. Whiteside
0:29.0,,,50-51,,G. Dragic misses 2-pt shot from 1 ft (block by M. Turner)
0:28.0,,,50-51,,Offensive rebound by T. Johnson
0:24.0,,,50-51,,J. Winslow misses 3-pt shot from 22 ft
0:22.0,Defensive rebound by P. George,,50-51,,
0:22.0,T. Young makes 2-pt shot at rim (assist by P. George),2,52-51,,
0:00.0,,,52-53,2,T. Johnson makes 2-pt shot from 19 ft (assist by J. Richardson)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,M. Turner misses 2-pt shot from 18 ft,,52-53,,
11:43.0,Offensive rebound by G. Robinson,,52-53,,
11:36.0,,,52-53,,Personal foul by G. Dragic (drawn by J. Teague)
11:24.0,P. George makes 2-pt shot from 20 ft,2,54-53,,
10:58.0,,,54-53,,Shooting foul by J. Teague (drawn by G. Dragic)
10:58.0,,,54-54,1,G. Dragic makes free throw 1 of 2
10:58.0,,,54-54,,G. Dragic misses free throw 2 of 2
10:57.0,Defensive rebound by T. Young,,54-54,,
10:43.0,G. Robinson misses 2-pt shot from 7 ft,,54-54,,
10:42.0,Offensive rebound by G. Robinson,,54-54,,
10:42.0,G. Robinson makes 2-pt shot from 3 ft,2,56-54,,
10:42.0,Shooting foul by G. Dragic (drawn by G. Robinson),,56-54,,
10:42.0,G. Robinson misses free throw 1 of 1,,56-54,,
10:41.0,,,56-54,,Defensive rebound by H. Whiteside
10:25.0,,,56-54,,W. Ellington misses 3-pt shot from 25 ft
10:24.0,,,56-54,,Offensive rebound by J. McRoberts
10:16.0,,,56-56,2,G. Dragic makes 2-pt shot from 16 ft (assist by J. McRoberts)
10:11.0,J. Teague misses 2-pt shot from 2 ft,,56-56,,
10:10.0,Offensive rebound by M. Turner,,56-56,,
10:09.0,M. Turner makes 2-pt shot from 1 ft,2,58-56,,
10:09.0,Shooting foul by W. Ellington (drawn by M. Turner),,58-56,,
10:09.0,M. Turner makes free throw 1 of 1,1,59-56,,
9:51.0,,,59-56,,Turnover by W. Ellington (bad pass)
9:42.0,J. Teague misses 3-pt shot from 25 ft,,59-56,,
9:41.0,,,59-56,,Defensive rebound by H. Whiteside
9:31.0,,,59-56,,G. Dragic misses 2-pt shot from 6 ft (block by M. Turner)
9:30.0,Defensive rebound by J. Teague,,59-56,,
9:15.0,P. George makes 2-pt shot from 3 ft,2,61-56,,
9:15.0,Shooting foul by H. Whiteside (drawn by P. George),,61-56,,
9:15.0,P. George makes free throw 1 of 1,1,62-56,,
9:02.0,,,62-58,2,W. Ellington makes 2-pt shot from 20 ft (assist by J. McRoberts)
8:42.0,P. George makes 3-pt shot from 24 ft (assist by J. Teague),3,65-58,,
8:24.0,,,65-58,,R. McGruder misses 3-pt shot from 25 ft
8:23.0,,,65-58,,Offensive rebound by Team
8:19.0,,,65-61,3,W. Ellington makes 3-pt shot from 25 ft (assist by G. Dragic)
8:06.0,Turnover by J. Teague (bad pass; steal by G. Dragic),,65-61,,
8:02.0,,,65-61,,Shooting foul by J. Teague (drawn by R. McGruder)
8:02.0,,,65-62,1,R. McGruder makes free throw 1 of 2
8:02.0,,,65-63,1,R. McGruder makes free throw 2 of 2
8:02.0,R. Stuckey enters the game for J. Teague,,65-62,,
7:50.0,M. Turner misses 2-pt shot from 18 ft,,65-63,,
7:49.0,,,65-63,,Defensive rebound by Team
7:49.0,Loose ball foul by P. George (drawn by R. McGruder),,65-63,,
7:34.0,,,65-63,,H. Whiteside misses 2-pt shot from 9 ft
7:33.0,,,65-63,,Offensive rebound by R. McGruder
7:23.0,,,65-63,,H. Whiteside misses 2-pt shot from 14 ft
7:22.0,Defensive rebound by R. Stuckey,,65-63,,
7:16.0,P. George makes 3-pt shot from 25 ft (assist by R. Stuckey),3,68-63,,
6:57.0,,,68-65,2,G. Dragic makes 2-pt shot from 9 ft
6:40.0,P. George misses 2-pt shot from 17 ft,,68-65,,
6:39.0,,,68-65,,Defensive rebound by W. Ellington
6:23.0,,,68-65,,G. Dragic misses 3-pt shot from 25 ft
6:22.0,Defensive rebound by G. Robinson,,68-65,,
6:18.0,Indiana full timeout,,68-65,,
6:18.0,C. Miles enters the game for G. Robinson,,68-65,,
6:04.0,R. Stuckey misses 2-pt shot from 12 ft,,68-65,,
6:03.0,,,68-65,,Defensive rebound by R. McGruder
5:45.0,,,68-65,,W. Ellington misses 3-pt shot from 25 ft
5:44.0,Defensive rebound by M. Turner,,68-65,,
5:30.0,C. Miles makes 2-pt shot from 12 ft,2,70-65,,
5:08.0,,,70-65,,Shooting foul by M. Turner (drawn by H. Whiteside)
5:08.0,,,70-66,1,H. Whiteside makes free throw 1 of 2
5:08.0,,,70-67,1,H. Whiteside makes free throw 2 of 2
4:51.0,P. George misses 3-pt shot from 26 ft,,70-67,,
4:50.0,,,70-67,,Defensive rebound by H. Whiteside
4:40.0,,,70-70,3,J. McRoberts makes 3-pt shot from 24 ft (assist by G. Dragic)
4:19.0,R. Stuckey misses 2-pt shot from 4 ft (block by H. Whiteside),,70-70,,
4:18.0,Offensive rebound by Team,,70-70,,
4:18.0,,,70-70,,T. Johnson enters the game for W. Ellington
4:14.0,C. Miles makes 3-pt shot from 23 ft (assist by R. Stuckey),3,73-70,,
3:55.0,,,73-72,2,G. Dragic makes 2-pt shot from 8 ft
3:37.0,T. Young misses 3-pt shot from 25 ft,,73-72,,
3:36.0,,,73-72,,Defensive rebound by G. Dragic
3:21.0,Personal foul by M. Turner (drawn by H. Whiteside),,73-72,,
3:21.0,,,73-72,,H. Whiteside misses free throw 1 of 2
3:21.0,,,73-72,,Offensive rebound by Team
3:21.0,,,73-72,,H. Whiteside misses free throw 2 of 2
3:21.0,,,73-72,,J. Richardson enters the game for R. McGruder
3:20.0,Defensive rebound by M. Turner,,73-72,,
3:01.0,R. Stuckey makes 3-pt shot from 25 ft (assist by P. George),3,76-72,,
3:01.0,A. Jefferson enters the game for P. George,,76-72,,
3:01.0,G. Robinson enters the game for M. Turner,,76-72,,
2:38.0,,,76-72,,H. Whiteside misses 2-pt shot from 13 ft
2:37.0,Defensive rebound by R. Stuckey,,76-72,,
2:34.0,R. Stuckey misses 2-pt shot from 3 ft (block by T. Johnson),,76-72,,
2:33.0,,,76-72,,Defensive rebound by G. Dragic
2:24.0,,,76-72,,T. Johnson misses 3-pt shot from 25 ft
2:23.0,Defensive rebound by C. Miles,,76-72,,
2:08.0,,,76-72,,J. Johnson enters the game for J. McRoberts
2:01.0,R. Stuckey misses 2-pt shot from 17 ft,,76-72,,
2:00.0,,,76-72,,Defensive rebound by G. Dragic
1:57.0,,,76-72,,Turnover by G. Dragic (lost ball)
1:47.0,Shooting foul by J. Johnson (drawn by R. Stuckey),,76-72,,
1:47.0,R. Stuckey misses free throw 1 of 2,,76-72,,
1:47.0,Offensive rebound by Team,,76-72,,
1:47.0,R. Stuckey makes free throw 2 of 2,1,77-72,,
1:34.0,,,77-75,3,J. Richardson makes 3-pt shot from 25 ft (assist by J. Johnson)
1:12.0,A. Jefferson makes 2-pt shot from 1 ft,2,79-75,,
1:00.0,,,79-75,,Shooting foul by A. Jefferson (drawn by H. Whiteside)
1:00.0,,,79-75,,H. Whiteside misses free throw 1 of 2
1:00.0,,,79-75,,Offensive rebound by Team
1:00.0,,,79-76,1,H. Whiteside makes free throw 2 of 2
1:00.0,,,79-75,,J. Winslow enters the game for G. Dragic
1:00.0,A. Brooks enters the game for T. Young,,79-75,,
0:42.0,A. Jefferson misses 2-pt shot from 15 ft,,79-76,,
0:41.0,,,79-76,,Defensive rebound by H. Whiteside
0:25.0,,,79-78,2,J. Johnson makes 2-pt shot from 2 ft
0:05.0,R. Stuckey misses 2-pt shot from 1 ft,,79-78,,
0:04.0,,,79-78,,Defensive rebound by H. Whiteside
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,79-80,2,T. Johnson makes 2-pt shot from 1 ft
11:31.0,C. Miles misses 2-pt shot from 22 ft,,79-80,,
11:30.0,Offensive rebound by Team,,79-80,,
11:17.0,Turnover by T. Young (lost ball; steal by W. Ellington),,79-80,,
11:12.0,,,79-80,,Shooting foul by A. Brooks (drawn by J. Winslow)
11:12.0,,,79-80,,J. Winslow misses free throw 1 of 2
11:12.0,,,79-80,,Offensive rebound by Team
11:12.0,,,79-80,,J. Winslow misses free throw 2 of 2
11:12.0,M. Turner enters the game for A. Jefferson,,79-80,,
11:12.0,P. George enters the game for G. Robinson,,79-80,,
11:11.0,Defensive rebound by T. Young,,79-80,,
10:58.0,T. Young misses 2-pt shot from 7 ft,,79-80,,
10:57.0,Offensive rebound by Team,,79-80,,
10:56.0,,,79-80,,Loose ball foul by W. Ellington (drawn by T. Young)
10:35.0,Turnover by M. Turner (3 sec),,79-80,,
10:16.0,,,79-80,,W. Ellington misses 3-pt shot from 24 ft
10:15.0,Defensive rebound by P. George,,79-80,,
10:05.0,C. Miles misses 3-pt shot from 24 ft,,79-80,,
10:04.0,,,79-80,,Defensive rebound by J. Johnson
9:49.0,,,79-80,,Turnover by J. Winslow (lost ball; steal by A. Brooks)
9:38.0,Turnover by P. George (bad pass; steal by J. Winslow),,79-80,,
9:33.0,,,79-82,2,T. Johnson makes 2-pt shot from 1 ft (assist by J. Winslow)
9:23.0,Indiana full timeout,,79-82,,
9:23.0,J. Teague enters the game for A. Brooks,,79-82,,
9:15.0,,,79-82,,Personal foul by T. Johnson (drawn by P. George)
9:01.0,Turnover by Team (shot clock),,79-82,,
8:53.0,Personal foul by J. Teague (drawn by T. Johnson),,79-82,,
8:53.0,A. Brooks enters the game for J. Teague,,79-82,,
8:42.0,,,79-82,,J. Richardson misses 2-pt shot from 17 ft
8:41.0,Defensive rebound by M. Turner,,79-82,,
8:26.0,P. George misses 2-pt shot from 7 ft,,79-82,,
8:26.0,Jump ball: P. George vs. J. Winslow (C. Miles gains possession),,,,Jump ball: P. George vs. J. Winslow (C. Miles gains possession)
8:26.0,Offensive rebound by Team,,79-82,,
8:13.0,A. Brooks misses 3-pt shot from 25 ft,,79-82,,
8:12.0,,,79-82,,Defensive rebound by J. Richardson
8:01.0,,,79-82,,T. Johnson misses 3-pt shot from 24 ft
8:00.0,Defensive rebound by Team,,79-82,,
7:42.0,Turnover by C. Miles (bad pass),,79-82,,
7:27.0,Violation by M. Turner (def goaltending),,79-82,,
7:27.0,,,79-84,2,J. Richardson makes 2-pt shot from 2 ft
7:13.0,P. George misses 2-pt shot from 18 ft,,79-84,,
7:12.0,,,79-84,,Defensive rebound by T. Johnson
6:56.0,,,79-84,,W. Ellington misses 3-pt shot from 24 ft
6:55.0,,,79-84,,Offensive rebound by J. Richardson
6:48.0,,,79-84,,J. Winslow misses 2-pt shot from 9 ft
6:47.0,Defensive rebound by P. George,,79-84,,
6:38.0,Turnover by M. Turner (offensive foul),,79-84,,
6:38.0,Offensive foul by M. Turner,,79-84,,
6:38.0,,,79-84,,G. Dragic enters the game for W. Ellington
6:38.0,G. Robinson enters the game for C. Miles,,79-84,,
6:27.0,,,79-84,,G. Dragic misses 3-pt shot from 25 ft
6:26.0,Defensive rebound by G. Robinson,,79-84,,
6:10.0,A. Brooks makes 2-pt shot from 19 ft,2,81-84,,
5:47.0,,,81-86,2,J. Johnson makes 2-pt shot from 1 ft
5:30.0,A. Brooks makes 2-pt shot from 3 ft,2,83-86,,
5:09.0,Official timeout,,83-86,,
5:09.0,,,83-86,,H. Whiteside enters the game for J. Winslow
5:09.0,J. Teague enters the game for G. Robinson,,83-86,,
5:05.0,,,83-88,2,H. Whiteside makes 2-pt shot from 5 ft (assist by J. Johnson)
4:47.0,M. Turner makes 2-pt shot from 3 ft (assist by P. George),2,85-88,,
4:25.0,,,85-88,,J. Richardson misses 3-pt shot from 25 ft
4:24.0,Defensive rebound by T. Young,,85-88,,
4:13.0,A. Brooks misses 2-pt shot from 18 ft,,85-88,,
4:12.0,,,85-88,,Defensive rebound by T. Johnson
4:03.0,,,85-90,2,T. Johnson makes 2-pt shot from 2 ft
3:45.0,A. Brooks misses 2-pt shot from 2 ft,,85-90,,
3:44.0,,,85-90,,Defensive rebound by J. Johnson
3:38.0,,,85-92,2,G. Dragic makes 2-pt shot from 1 ft (assist by J. Johnson)
3:20.0,M. Turner makes 2-pt shot from 20 ft (assist by J. Teague),2,87-92,,
2:57.0,,,87-92,,T. Johnson misses 2-pt shot from 13 ft
