time,LA Clippers,pts.away,score,pts.home,Utah
6:44.0,,,9-4,,G. Hayward misses 2-pt shot from 19 ft
6:44.0,Defensive rebound by L. Mbah a Moute,,9-4,,
6:38.0,LA Clippers full timeout,,9-4,,
6:21.0,J. Redick misses 3-pt shot from 27 ft,,9-4,,
6:21.0,,,9-4,,Defensive rebound by J. Ingles
6:00.0,,,9-6,2,G. Hayward makes 2-pt shot from 2 ft
5:39.0,L. Mbah a Moute misses 2-pt shot from 20 ft,,9-6,,
5:39.0,Offensive rebound by Team,,9-6,,
5:39.0,,,9-6,,Loose ball foul by G. Hill (drawn by D. Jordan)
5:39.0,,,9-6,,B. Diaw enters the game for D. Favors
5:33.0,A. Rivers misses 2-pt shot from 10 ft,,9-6,,
5:32.0,,,9-6,,Defensive rebound by G. Hill
5:26.0,Personal foul by L. Mbah a Moute (drawn by G. Hayward),,9-6,,
5:15.0,,,9-6,,G. Hill misses 2-pt shot from 18 ft
5:15.0,Defensive rebound by A. Rivers,,9-6,,
5:06.0,A. Rivers misses 2-pt shot from 4 ft,,9-6,,
5:05.0,Offensive rebound by D. Jordan,,9-6,,
5:05.0,D. Jordan makes 2-pt shot from 1 ft,2,11-6,,
4:43.0,,,11-6,,G. Hayward misses 2-pt shot from 20 ft
4:42.0,,,11-6,,Offensive rebound by R. Gobert
4:41.0,,,11-8,2,R. Gobert makes 2-pt shot from 2 ft
4:24.0,D. Jordan makes 2-pt shot from 3 ft (assist by B. Griffin),2,13-8,,
4:11.0,,,13-10,2,R. Gobert makes 2-pt shot at rim (assist by B. Diaw)
3:53.0,D. Jordan misses 2-pt shot from 3 ft,,13-10,,
3:52.0,,,13-10,,Defensive rebound by R. Gobert
3:34.0,,,13-10,,G. Hayward misses 3-pt shot from 25 ft
3:33.0,,,13-10,,Offensive rebound by R. Gobert
3:16.0,,,13-10,,G. Hill misses 2-pt shot from 14 ft
3:16.0,Defensive rebound by L. Mbah a Moute,,13-10,,
3:01.0,B. Griffin makes 2-pt shot from 2 ft,2,15-10,,
2:54.0,,,15-10,,Utah full timeout
2:54.0,,,15-10,,Technical foul by G. Hill
2:54.0,J. Redick makes technical free throw,1,16-10,,
2:54.0,,,15-10,,D. Exum enters the game for G. Hill
2:54.0,R. Felton enters the game for A. Rivers,,15-10,,
2:54.0,,,15-10,,J. Johnson enters the game for G. Hayward
2:54.0,J. Crawford enters the game for J. Redick,,16-10,,
2:46.0,,,16-13,3,J. Ingles makes 3-pt shot from 24 ft (assist by B. Diaw)
2:29.0,Turnover by J. Crawford (lost ball),,16-13,,
2:17.0,,,16-15,2,R. Gobert makes 2-pt shot at rim (assist by J. Johnson)
2:04.0,B. Griffin misses 2-pt shot from 10 ft (block by R. Gobert),,16-15,,
2:04.0,,,16-15,,Defensive rebound by B. Diaw
1:56.0,Personal foul by R. Felton (drawn by D. Exum),,16-15,,
1:56.0,,,16-15,,D. Favors enters the game for R. Gobert
1:55.0,A. Anderson enters the game for L. Mbah a Moute,,16-15,,
1:50.0,,,16-17,2,D. Favors makes 2-pt shot from 8 ft (assist by D. Exum)
1:33.0,R. Felton misses 2-pt shot from 8 ft,,16-17,,
1:33.0,,,16-17,,Defensive rebound by Team
1:33.0,Loose ball foul by D. Jordan (drawn by D. Favors),,16-17,,
1:33.0,,,16-17,,D. Favors misses free throw 1 of 2
1:33.0,,,16-17,,Offensive rebound by Team
1:33.0,,,16-17,,D. Favors misses free throw 2 of 2
1:33.0,Defensive rebound by B. Griffin,,16-17,,
1:33.0,M. Speights enters the game for D. Jordan,,16-17,,
1:33.0,,,16-17,,A. Burks enters the game for J. Ingles
1:23.0,Turnover by J. Crawford (bad pass; steal by B. Diaw),,16-17,,
1:18.0,,,16-17,,Turnover by J. Johnson (bad pass)
1:06.0,R. Felton misses 2-pt shot from 21 ft,,16-17,,
1:05.0,,,16-17,,Defensive rebound by J. Johnson
0:51.0,,,16-17,,Shooting foul by R. Felton (drawn by D. Favors)
0:51.0,,,16-18,1,D. Favors makes free throw 1 of 2
0:51.0,,,16-19,1,D. Favors makes free throw 2 of 2
0:51.0,W. Johnson enters the game for B. Griffin,,16-18,,
0:37.0,J. Crawford misses 2-pt shot from 18 ft,,16-19,,
0:37.0,,,16-19,,Defensive rebound by B. Diaw
0:30.0,,,16-19,,D. Exum misses 2-pt shot from 6 ft
0:29.0,Defensive rebound by M. Speights,,16-19,,
0:11.0,R. Felton makes 2-pt shot from 2 ft,2,18-19,,
0:00.0,,,18-19,,J. Johnson misses 3-pt shot from 24 ft
0:00.0,,,18-19,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,18-21,2,J. Johnson makes 2-pt shot from 2 ft (assist by B. Diaw)
11:28.0,M. Speights makes 2-pt shot from 11 ft (assist by R. Felton),2,20-21,,
11:18.0,,,20-21,,Turnover by B. Diaw (lost ball; steal by W. Johnson)
11:11.0,M. Speights misses 2-pt shot from 7 ft,,20-21,,
11:10.0,,,20-21,,Defensive rebound by J. Johnson
11:01.0,,,20-21,,J. Johnson misses 2-pt shot from 15 ft
11:00.0,Defensive rebound by R. Felton,,20-21,,
10:35.0,R. Felton misses 2-pt shot from 22 ft,,20-21,,
10:34.0,,,20-21,,Defensive rebound by D. Exum
10:25.0,,,20-21,,D. Favors misses 2-pt shot at rim (block by W. Johnson)
10:24.0,Defensive rebound by R. Felton,,20-21,,
10:09.0,A. Anderson makes 2-pt shot from 2 ft,2,22-21,,
9:52.0,,,22-23,2,A. Burks makes 2-pt shot from 16 ft
9:35.0,,,22-23,,Personal foul by D. Exum (drawn by J. Crawford)
9:35.0,,,22-23,,G. Hill enters the game for D. Exum
9:35.0,,,22-23,,G. Hayward enters the game for B. Diaw
9:26.0,J. Crawford makes 2-pt shot from 13 ft,2,24-23,,
9:14.0,Personal foul by W. Johnson (drawn by G. Hayward),,24-23,,
9:06.0,,,24-23,,Turnover by J. Johnson (bad pass; steal by J. Crawford)
9:02.0,Shooting foul by G. Hill (drawn by W. Johnson),,24-23,,
9:02.0,W. Johnson makes free throw 1 of 2,1,25-23,,
9:02.0,W. Johnson misses free throw 2 of 2,,25-23,,
9:02.0,,,25-23,,Defensive rebound by J. Johnson
8:39.0,,,25-23,,D. Favors misses 2-pt shot from 2 ft
8:38.0,,,25-23,,Offensive rebound by Team
8:38.0,,,25-23,,Turnover by Team (shot clock)
8:38.0,LA Clippers full timeout,,25-23,,
8:38.0,,,25-23,,R. Gobert enters the game for D. Favors
8:26.0,M. Speights misses 3-pt shot from 24 ft,,25-23,,
8:26.0,,,25-23,,Defensive rebound by R. Gobert
8:16.0,,,25-23,,A. Burks misses 2-pt shot from 11 ft
8:16.0,Defensive rebound by W. Johnson,,25-23,,
8:06.0,J. Crawford makes 2-pt shot from 17 ft,2,27-23,,
7:48.0,,,27-23,,G. Hill misses 3-pt shot from 25 ft
7:47.0,Defensive rebound by M. Speights,,27-23,,
7:39.0,J. Crawford misses 3-pt shot from 26 ft,,27-23,,
7:38.0,,,27-23,,Defensive rebound by J. Johnson
7:25.0,,,27-25,2,J. Johnson makes 2-pt shot from 9 ft
7:08.0,A. Anderson misses 3-pt shot from 24 ft,,27-25,,
7:08.0,,,27-25,,Defensive rebound by R. Gobert
6:50.0,,,27-25,,Offensive charge foul by A. Burks
6:50.0,,,27-25,,Turnover by A. Burks (offensive foul)
6:50.0,,,27-25,,B. Diaw enters the game for J. Johnson
6:50.0,,,27-25,,J. Ingles enters the game for A. Burks
6:50.0,D. Jordan enters the game for M. Speights,,27-25,,
6:50.0,B. Griffin enters the game for A. Anderson,,27-25,,
6:50.0,A. Rivers enters the game for R. Felton,,27-25,,
6:39.0,,,27-25,,Personal foul by J. Ingles (drawn by B. Griffin)
6:39.0,L. Mbah a Moute enters the game for W. Johnson,,27-25,,
6:28.0,J. Crawford makes 2-pt shot from 3 ft,2,29-25,,
6:19.0,Personal foul by A. Rivers (drawn by G. Hill),,29-25,,
6:19.0,,,29-25,,Utah full timeout
6:19.0,J. Redick enters the game for J. Crawford,,29-25,,
6:07.0,,,29-25,,G. Hill misses 3-pt shot from 25 ft
6:06.0,Defensive rebound by B. Griffin,,29-25,,
5:55.0,,,29-25,,Violation by G. Hill (kicked ball)
5:47.0,D. Jordan makes 2-pt shot at rim (assist by A. Rivers),2,31-25,,
5:27.0,,,31-25,,R. Gobert misses 2-pt shot from 3 ft
5:26.0,Defensive rebound by B. Griffin,,31-25,,
5:18.0,B. Griffin misses 2-pt shot from 1 ft,,31-25,,
5:18.0,,,31-25,,Defensive rebound by J. Ingles
5:04.0,Personal foul by A. Rivers (drawn by G. Hill),,31-25,,
5:04.0,,,31-25,,J. Johnson enters the game for B. Diaw
4:51.0,,,31-25,,G. Hayward misses 2-pt shot from 20 ft
4:51.0,Defensive rebound by D. Jordan,,31-25,,
4:40.0,A. Rivers makes 2-pt shot from 12 ft,2,33-25,,
4:22.0,,,33-25,,J. Ingles misses 3-pt shot from 24 ft
4:22.0,Defensive rebound by Team,,33-25,,
4:14.0,,,33-25,,D. Favors enters the game for R. Gobert
4:02.0,B. Griffin misses 2-pt shot from 19 ft,,33-25,,
4:01.0,Offensive rebound by L. Mbah a Moute,,33-25,,
3:59.0,L. Mbah a Moute misses 2-pt shot from 2 ft (block by D. Favors),,33-25,,
3:58.0,,,33-25,,Defensive rebound by D. Favors
3:52.0,,,33-25,,Shooting foul by L. Mbah a Moute (drawn by G. Hayward)
3:52.0,,,33-26,1,G. Hayward makes free throw 1 of 2
3:52.0,,,33-27,1,G. Hayward makes free throw 2 of 2
3:37.0,A. Rivers makes 3-pt shot from 25 ft (assist by B. Griffin),3,36-27,,
3:21.0,,,36-27,,D. Favors misses 2-pt shot from 11 ft
3:21.0,Defensive rebound by D. Jordan,,36-27,,
3:04.0,A. Rivers makes 3-pt shot from 25 ft,3,39-27,,
2:49.0,,,39-29,2,G. Hill makes 2-pt shot from 8 ft
2:26.0,Shooting foul by D. Favors (drawn by D. Jordan),,39-29,,
2:26.0,LA Clippers full timeout,,39-29,,
2:26.0,D. Jordan misses free throw 1 of 2,,39-29,,
2:26.0,Offensive rebound by Team,,39-29,,
2:26.0,D. Jordan misses free throw 2 of 2,,39-29,,
2:26.0,,,39-29,,R. Gobert enters the game for D. Favors
2:25.0,,,39-29,,Defensive rebound by R. Gobert
2:11.0,,,39-32,3,G. Hill makes 3-pt shot from 24 ft (assist by R. Gobert)
1:55.0,B. Griffin makes 2-pt shot from 18 ft,2,41-32,,
1:32.0,,,41-32,,J. Johnson misses 2-pt shot from 5 ft (block by D. Jordan)
1:31.0,Defensive rebound by A. Rivers,,41-32,,
1:16.0,B. Griffin misses 2-pt shot from 12 ft,,41-32,,
1:15.0,,,41-32,,Defensive rebound by R. Gobert
1:14.0,Personal foul by B. Griffin (drawn by J. Ingles),,41-32,,
1:14.0,,,41-33,1,J. Ingles makes free throw 1 of 2
1:14.0,,,41-34,1,J. Ingles makes free throw 2 of 2
1:14.0,R. Felton enters the game for A. Rivers,,41-33,,
1:03.0,D. Jordan makes 2-pt shot at rim (assist by J. Redick),2,43-34,,
0:40.0,,,43-34,,R. Gobert misses 2-pt shot from 6 ft
0:39.0,Defensive rebound by R. Felton,,43-34,,
0:29.0,L. Mbah a Moute misses 3-pt shot from 23 ft,,43-34,,
0:28.0,Offensive rebound by B. Griffin,,43-34,,
0:27.0,Shooting foul by R. Gobert (drawn by B. Griffin),,43-34,,
0:27.0,B. Griffin makes free throw 1 of 2,1,44-34,,
0:27.0,B. Griffin makes free throw 2 of 2,1,45-34,,
0:27.0,J. Crawford enters the game for R. Felton,,44-34,,
0:03.0,,,45-34,,G. Hill misses 2-pt shot from 22 ft
0:02.0,Defensive rebound by B. Griffin,,45-34,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,45-34,,G. Hayward misses 3-pt shot from 25 ft
11:40.0,,,45-34,,Offensive rebound by R. Gobert
11:38.0,,,45-36,2,R. Gobert makes 2-pt shot at rim
11:19.0,J. Redick misses 3-pt shot from 25 ft,,45-36,,
11:18.0,Offensive rebound by B. Griffin,,45-36,,
11:09.0,J. Redick makes 3-pt shot from 26 ft (assist by B. Griffin),3,48-36,,
10:55.0,,,48-36,,R. Gobert misses 2-pt shot from 2 ft (block by B. Griffin)
10:55.0,,,48-36,,Offensive rebound by Team
10:45.0,,,48-36,,G. Hill misses 3-pt shot from 25 ft
10:45.0,Defensive rebound by D. Jordan,,48-36,,
10:38.0,J. Redick makes 2-pt shot from 22 ft,2,50-36,,
10:23.0,Personal foul by L. Mbah a Moute (drawn by R. Gobert),,50-36,,
10:18.0,,,50-36,,G. Hayward misses 3-pt shot from 24 ft
10:18.0,Defensive rebound by D. Jordan,,50-36,,
10:10.0,A. Rivers misses 2-pt shot from 2 ft,,50-36,,
10:09.0,,,50-36,,Defensive rebound by G. Hayward
10:05.0,,,50-36,,Shooting foul by J. Redick (drawn by G. Hill)
10:05.0,,,50-37,1,G. Hill makes free throw 1 of 2
10:05.0,,,50-37,,R. Gobert misses 2-pt shot from 2 ft
10:05.0,,,50-37,,Offensive rebound by R. Gobert
10:05.0,,,50-37,,G. Hill misses free throw 2 of 2
10:04.0,,,50-37,,Offensive rebound by Team
9:54.0,,,50-37,,Turnover by J. Ingles (bad pass; steal by D. Jordan)
9:48.0,B. Griffin makes 2-pt shot from 1 ft,2,52-37,,
9:26.0,,,52-37,,B. Diaw enters the game for D. Favors
9:20.0,,,52-39,2,B. Diaw makes 2-pt shot from 16 ft
9:01.0,J. Redick makes 3-pt shot from 26 ft (assist by A. Rivers),3,55-39,,
8:37.0,,,55-39,,G. Hayward misses 2-pt shot from 12 ft
8:36.0,Defensive rebound by D. Jordan,,55-39,,
8:31.0,Offensive charge foul by A. Rivers,,55-39,,
8:31.0,Turnover by A. Rivers (offensive foul),,55-39,,
8:13.0,,,55-39,,Turnover by B. Diaw (bad pass; steal by J. Redick)
8:03.0,J. Redick misses 2-pt shot from 11 ft,,55-39,,
8:02.0,,,55-39,,Defensive rebound by J. Ingles
7:49.0,,,55-39,,G. Hayward misses 3-pt shot from 25 ft
7:49.0,Defensive rebound by D. Jordan,,55-39,,
7:43.0,LA Clippers full timeout,,55-39,,
7:43.0,,,55-39,,A. Burks enters the game for J. Ingles
7:43.0,,,55-39,,J. Johnson enters the game for G. Hayward
7:32.0,B. Griffin makes 2-pt shot from 5 ft,2,57-39,,
7:13.0,,,57-41,2,R. Gobert makes 2-pt shot from 2 ft (assist by B. Diaw)
6:47.0,B. Griffin makes 2-pt shot from 20 ft,2,59-41,,
6:42.0,Personal foul by J. Redick (drawn by A. Burks),,59-41,,
6:34.0,,,59-41,,A. Burks misses 2-pt shot from 11 ft
6:34.0,Defensive rebound by D. Jordan,,59-41,,
6:20.0,L. Mbah a Moute makes 3-pt shot from 23 ft (assist by B. Griffin),3,62-41,,
5:57.0,,,62-43,2,B. Diaw makes 2-pt shot from 8 ft (assist by G. Hill)
5:36.0,A. Rivers makes 3-pt shot from 24 ft,3,65-43,,
5:11.0,,,65-43,,G. Hill misses 3-pt shot from 24 ft
5:10.0,Defensive rebound by B. Griffin,,65-43,,
4:59.0,A. Rivers misses 3-pt shot from 25 ft,,65-43,,
4:58.0,,,65-43,,Defensive rebound by B. Diaw
4:46.0,,,65-43,,B. Diaw misses 2-pt shot from 2 ft
4:45.0,Defensive rebound by A. Rivers,,65-43,,
4:41.0,J. Redick misses 3-pt shot from 25 ft,,65-43,,
4:41.0,,,65-43,,Defensive rebound by J. Johnson
4:36.0,,,65-43,,Turnover by A. Burks (bad pass; steal by L. Mbah a Moute)
4:34.0,B. Griffin makes 2-pt shot at rim (assist by L. Mbah a Moute),2,67-43,,
4:33.0,,,67-43,,Utah full timeout
4:33.0,,,67-43,,D. Exum enters the game for G. Hill
4:33.0,,,67-43,,D. Favors enters the game for R. Gobert
4:33.0,,,67-43,,T. Lyles enters the game for B. Diaw
4:14.0,,,67-43,,T. Lyles misses 2-pt shot from 19 ft
4:13.0,Defensive rebound by J. Redick,,67-43,,
3:57.0,B. Griffin makes 2-pt shot from 21 ft,2,69-43,,
3:39.0,,,69-43,,T. Lyles misses 3-pt shot from 24 ft
3:38.0,Defensive rebound by J. Redick,,69-43,,
3:22.0,Turnover by J. Redick (bad pass; steal by D. Favors),,69-43,,
3:10.0,,,69-43,,T. Lyles misses 3-pt shot from 23 ft
3:09.0,Defensive rebound by B. Griffin,,69-43,,
2:48.0,B. Griffin makes 2-pt shot from 3 ft,2,71-43,,
2:37.0,,,71-45,2,D. Exum makes 2-pt shot from 14 ft
2:20.0,Turnover by J. Redick (lost ball),,71-45,,
2:20.0,J. Crawford enters the game for J. Redick,,71-45,,
2:20.0,R. Felton enters the game for A. Rivers,,71-45,,
2:09.0,,,71-47,2,D. Favors makes 2-pt shot from 15 ft (assist by D. Exum)
1:52.0,L. Mbah a Moute makes 2-pt shot from 22 ft (assist by D. Jordan),2,73-47,,
1:41.0,,,73-47,,A. Burks misses 2-pt shot from 2 ft (block by D. Jordan)
1:40.0,Defensive rebound by D. Jordan,,73-47,,
1:17.0,J. Crawford makes 3-pt shot from 29 ft (assist by B. Griffin),3,76-47,,
1:00.0,,,76-47,,D. Favors misses 2-pt shot from 11 ft
1:00.0,Defensive rebound by B. Griffin,,76-47,,
0:40.0,B. Griffin misses 2-pt shot from 2 ft (block by D. Favors),,76-47,,
0:39.0,,,76-47,,Defensive rebound by D. Favors
0:36.0,,,76-49,2,D. Exum makes 2-pt shot at rim (assist by A. Burks)
0:11.0,R. Felton misses 3-pt shot from 24 ft,,76-49,,
0:11.0,,,76-49,,Defensive rebound by T. Lyles
0:00.0,,,76-49,,T. Lyles misses 3-pt shot from 26 ft
0:00.0,,,76-49,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,Turnover by M. Speights (traveling),,76-49,,
11:32.0,,,76-51,2,D. Favors makes 2-pt shot from 15 ft (assist by D. Exum)
11:22.0,Turnover by J. Crawford (bad pass; steal by D. Favors),,76-51,,
11:13.0,,,76-53,2,D. Favors makes 2-pt shot at rim (assist by J. Johnson)
10:49.0,W. Johnson misses 3-pt shot from 25 ft,,76-53,,
10:48.0,,,76-53,,Defensive rebound by Team
10:33.0,,,76-53,,Shooting foul by W. Johnson (drawn by D. Favors)
10:33.0,,,76-53,,D. Favors misses free throw 1 of 2
10:33.0,,,76-53,,Offensive rebound by Team
10:33.0,,,76-54,1,D. Favors makes free throw 2 of 2
10:12.0,J. Crawford misses 2-pt shot from 21 ft,,76-54,,
10:12.0,,,76-54,,Defensive rebound by T. Lyles
10:05.0,,,76-54,,Shooting foul by R. Felton (drawn by T. Lyles)
10:05.0,,,76-55,1,T. Lyles makes free throw 1 of 2
10:05.0,,,76-56,1,T. Lyles makes free throw 2 of 2
9:47.0,,,76-56,,Personal foul by D. Exum (drawn by R. Felton)
9:35.0,M. Speights misses 3-pt shot from 25 ft,,76-56,,
9:35.0,,,76-56,,Defensive rebound by T. Lyles
9:27.0,,,76-56,,T. Lyles misses 2-pt shot from 6 ft
9:27.0,Defensive rebound by W. Johnson,,76-56,,
9:11.0,R. Felton misses 2-pt shot from 22 ft,,76-56,,
9:11.0,,,76-56,,Defensive rebound by D. Exum
8:59.0,,,76-58,2,D. Exum makes 2-pt shot from 2 ft (assist by D. Favors)
8:59.0,LA Clippers full timeout,,76-58,,
8:59.0,,,76-58,,B. Diaw enters the game for D. Favors
8:59.0,L. Mbah a Moute enters the game for A. Anderson,,76-58,,
8:59.0,A. Rivers enters the game for W. Johnson,,76-58,,
8:51.0,Shooting foul by B. Diaw (drawn by M. Speights),,76-58,,
8:51.0,M. Speights makes free throw 1 of 2,1,77-58,,
8:51.0,M. Speights makes free throw 2 of 2,1,78-58,,
8:38.0,,,78-58,,Shooting foul by M. Speights (drawn by B. Diaw)
8:38.0,,,78-58,,B. Diaw misses free throw 1 of 2
8:38.0,,,78-58,,Offensive rebound by Team
8:38.0,,,78-58,,B. Diaw misses free throw 2 of 2
8:37.0,Defensive rebound by M. Speights,,78-58,,
8:22.0,Offensive foul by M. Speights,,78-58,,
8:22.0,Turnover by M. Speights (offensive foul),,78-58,,
8:07.0,,,78-58,,T. Lyles misses 2-pt shot from 14 ft
8:06.0,Defensive rebound by M. Speights,,78-58,,
8:00.0,M. Speights misses 2-pt shot from 3 ft,,78-58,,
7:59.0,,,78-58,,Defensive rebound by T. Lyles
7:50.0,,,78-58,,D. Exum misses 3-pt shot from 23 ft
7:50.0,Defensive rebound by M. Speights,,78-58,,
7:36.0,Turnover by A. Rivers (lost ball),,78-58,,
7:36.0,,,78-58,,A. Burks enters the game for T. Lyles
7:16.0,,,78-61,3,G. Hayward makes 3-pt shot from 24 ft (assist by J. Johnson)
6:54.0,M. Speights makes 3-pt shot from 24 ft (assist by R. Felton),3,81-61,,
6:29.0,,,81-61,,D. Exum misses 2-pt shot from 7 ft
6:29.0,Defensive rebound by M. Speights,,81-61,,
6:16.0,M. Speights misses 3-pt shot from 25 ft,,81-61,,
6:15.0,,,81-61,,Defensive rebound by A. Burks
6:02.0,,,81-61,,D. Exum misses 3-pt shot from 23 ft
6:00.0,,,81-61,,Offensive rebound by J. Johnson
5:59.0,,,81-61,,J. Johnson misses 2-pt shot from 2 ft
5:57.0,Defensive rebound by M. Speights,,81-61,,
5:50.0,J. Crawford makes 2-pt shot from 19 ft,2,83-61,,
5:49.0,,,83-61,,Utah full timeout
5:49.0,,,83-61,,R. Neto enters the game for G. Hayward
5:49.0,,,83-61,,R. Gobert enters the game for B. Diaw
5:31.0,,,83-63,2,A. Burks makes 2-pt shot from 11 ft
5:19.0,Turnover by A. Rivers (lost ball),,83-63,,
5:19.0,,,83-63,,J. Withey enters the game for R. Gobert
5:02.0,,,83-66,3,A. Burks makes 3-pt shot from 24 ft
4:45.0,Turnover by J. Crawford (lost ball; steal by A. Burks),,83-66,,
4:38.0,,,83-66,,J. Withey misses 2-pt shot from 3 ft (block by M. Speights)
4:38.0,,,83-66,,Offensive rebound by J. Withey
4:35.0,,,83-66,,Turnover by A. Burks (bad pass; steal by J. Crawford)
4:32.0,Turnover by J. Crawford (lost ball; steal by D. Exum),,83-66,,
4:32.0,Personal foul by J. Crawford (drawn by D. Exum),,83-66,,
4:32.0,,,83-66,,T. Lyles enters the game for J. Johnson
4:27.0,Personal foul by R. Felton (drawn by D. Exum),,83-66,,
4:27.0,,,83-67,1,D. Exum makes free throw 1 of 2
4:27.0,,,83-68,1,D. Exum makes free throw 2 of 2
4:27.0,B. Griffin enters the game for M. Speights,,83-67,,
4:15.0,A. Rivers misses 2-pt shot from 8 ft,,83-68,,
4:14.0,,,83-68,,Defensive rebound by Team
3:59.0,,,83-70,2,R. Neto makes 2-pt shot from 1 ft
3:43.0,J. Crawford misses 3-pt shot from 24 ft,,83-70,,
3:42.0,,,83-70,,Defensive rebound by T. Lyles
3:32.0,,,83-70,,T. Lyles misses 2-pt shot from 10 ft (block by B. Griffin)
3:30.0,,,83-70,,Offensive rebound by T. Lyles
3:27.0,,,83-70,,T. Lyles misses 2-pt shot from 3 ft
3:26.0,Defensive rebound by J. Crawford,,83-70,,
3:08.0,R. Felton misses 3-pt shot from 25 ft,,83-70,,
3:07.0,Offensive rebound by R. Felton,,83-70,,
2:45.0,R. Felton misses 2-pt shot from 4 ft,,83-70,,
2:45.0,Offensive rebound by Team,,83-70,,
2:45.0,Turnover by R. Felton (traveling),,83-70,,
2:45.0,,,83-70,,Utah full timeout
2:45.0,D. Jordan enters the game for R. Felton,,83-70,,
2:34.0,,,83-70,,A. Burks misses 3-pt shot from 25 ft
2:34.0,Defensive rebound by J. Crawford,,83-70,,
2:08.0,B. Griffin makes 2-pt shot from 18 ft,2,85-70,,
1:56.0,,,85-72,2,D. Exum makes 2-pt shot from 7 ft
1:36.0,B. Griffin makes 3-pt shot from 24 ft (assist by J. Crawford),3,88-72,,
1:23.0,,,88-72,,J. Withey misses 2-pt shot from 4 ft
1:22.0,Defensive rebound by B. Griffin,,88-72,,
1:01.0,A. Rivers misses 2-pt shot from 11 ft,,88-72,,
1:00.0,,,88-72,,Defensive rebound by D. Exum
0:53.0,,,88-72,,A. Burks misses 2-pt shot from 1 ft
0:53.0,Defensive rebound by Team,,88-72,,
