time,Phoenix,pts.away,score,pts.home,New Orleans
6:08.0,Loose ball foul by J. Dudley (drawn by A. Davis),,20-16,,
6:08.0,P. Tucker enters the game for J. Dudley,,20-16,,
5:59.0,,,20-18,2,T. Jones makes 2-pt shot from 7 ft (assist by T. Frazier)
5:36.0,D. Booker makes 2-pt shot from 10 ft (assist by T. Chandler),2,22-18,,
5:28.0,,,22-18,,Turnover by T. Frazier (bad pass; steal by P. Tucker)
5:23.0,T. Warren misses 2-pt shot from 3 ft (block by T. Jones),,22-18,,
5:21.0,Offensive rebound by Team,,22-18,,
5:21.0,A. Len enters the game for T. Chandler,,22-18,,
5:21.0,B. Knight enters the game for E. Bledsoe,,22-18,,
5:19.0,T. Warren misses 2-pt shot from 7 ft,,22-18,,
5:18.0,,,22-18,,Defensive rebound by A. Davis
5:05.0,,,22-20,2,T. Frazier makes 2-pt shot from 9 ft
4:52.0,A. Len misses 2-pt shot from 18 ft,,22-20,,
4:51.0,,,22-20,,Defensive rebound by T. Jones
4:41.0,,,22-20,,Turnover by E. Moore (bad pass; steal by B. Knight)
4:39.0,D. Booker makes 2-pt shot from 2 ft (assist by B. Knight),2,24-20,,
4:23.0,,,24-23,3,E. Moore makes 3-pt shot from 23 ft (assist by A. Davis)
4:13.0,Turnover by B. Knight (lost ball; steal by T. Frazier),,24-23,,
4:01.0,,,24-25,2,T. Frazier makes 2-pt shot from 2 ft
3:59.0,Phoenix full timeout,,24-25,,
3:45.0,T. Warren misses 2-pt shot from 20 ft,,24-25,,
3:45.0,Offensive rebound by A. Len,,24-25,,
3:45.0,A. Len misses 2-pt shot from 2 ft,,24-25,,
3:44.0,,,24-25,,Defensive rebound by Team
3:36.0,,,24-25,,Shooting foul by A. Len (drawn by A. Davis)
3:36.0,,,24-25,,A. Davis misses free throw 1 of 2
3:36.0,,,24-25,,Offensive rebound by Team
3:36.0,,,24-26,1,A. Davis makes free throw 2 of 2
3:19.0,B. Knight misses 3-pt shot from 24 ft,,24-26,,
3:18.0,,,24-26,,Defensive rebound by T. Jones
3:13.0,,,24-26,,Turnover by T. Frazier (bad pass; steal by T. Warren)
3:03.0,,,24-26,,Personal foul by E. Moore (drawn by D. Booker)
3:03.0,,,24-26,,O. Asik enters the game for T. Jones
2:53.0,P. Tucker makes 2-pt shot from 6 ft,2,26-26,,
2:33.0,,,26-26,,O. Asik misses 2-pt shot from 2 ft
2:27.0,,,26-26,,Offensive rebound by S. Hill
2:20.0,,,26-26,,S. Hill misses 2-pt shot from 13 ft
2:19.0,Defensive rebound by A. Len,,26-26,,
2:10.0,T. Warren misses 2-pt shot from 2 ft,,26-26,,
2:09.0,Offensive rebound by A. Len,,26-26,,
2:08.0,A. Len makes 2-pt shot from 3 ft,2,28-26,,
1:55.0,Personal foul by P. Tucker (drawn by A. Davis),,28-26,,
1:55.0,,,28-27,1,A. Davis makes free throw 1 of 2
1:55.0,,,28-27,,A. Davis misses free throw 2 of 2
1:53.0,Defensive rebound by A. Len,,28-27,,
1:42.0,Turnover by D. Booker (bad pass),,28-27,,
1:42.0,,,28-27,,B. Hield enters the game for E. Moore
1:42.0,,,28-27,,L. Galloway enters the game for T. Frazier
1:42.0,M. Chriss enters the game for T. Warren,,28-27,,
1:42.0,E. Bledsoe enters the game for D. Booker,,28-27,,
1:22.0,,,28-27,,B. Hield misses 3-pt shot from 26 ft
1:22.0,Defensive rebound by M. Chriss,,28-27,,
1:08.0,Offensive foul by A. Len,,28-27,,
1:08.0,Turnover by A. Len (offensive foul),,28-27,,
0:54.0,,,28-27,,L. Galloway misses 2-pt shot from 21 ft
0:53.0,Defensive rebound by A. Len,,28-27,,
0:42.0,M. Chriss misses 2-pt shot from 2 ft (block by S. Hill),,28-27,,
0:42.0,Offensive rebound by Team,,28-27,,
0:42.0,,,28-27,,L. Stephenson enters the game for S. Hill
0:33.0,B. Knight makes 2-pt shot from 21 ft (assist by A. Len),2,30-27,,
0:22.0,,,30-27,,Shooting foul by M. Chriss (drawn by A. Davis)
0:22.0,,,30-28,1,A. Davis makes free throw 1 of 2
0:22.0,,,30-29,1,A. Davis makes free throw 2 of 2
0:05.0,,,30-29,,Personal foul by O. Asik (drawn by E. Bledsoe)
0:00.0,E. Bledsoe misses 3-pt shot from 26 ft,,30-29,,
0:00.0,Offensive rebound by Team,,30-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,30-29,,L. Stephenson misses 3-pt shot from 25 ft
11:45.0,Defensive rebound by A. Len,,30-29,,
11:31.0,L. Barbosa misses 2-pt shot from 1 ft (block by O. Asik),,30-29,,
11:29.0,,,30-29,,Defensive rebound by O. Asik
11:25.0,,,30-29,,Shooting foul by A. Len (drawn by T. Jones)
11:25.0,,,30-29,,T. Jones misses free throw 1 of 2
11:25.0,,,30-29,,Offensive rebound by Team
11:25.0,,,30-29,,T. Jones misses free throw 2 of 2
11:25.0,Defensive rebound by M. Chriss,,30-29,,
11:25.0,T. Chandler enters the game for A. Len,,30-29,,
11:15.0,B. Knight makes 2-pt shot from 9 ft,2,32-29,,
10:56.0,,,32-29,,O. Asik misses 2-pt shot from 5 ft
10:55.0,Defensive rebound by P. Tucker,,32-29,,
10:49.0,B. Knight misses 3-pt shot from 25 ft,,32-29,,
10:49.0,,,32-29,,Defensive rebound by Team
10:25.0,,,32-29,,L. Stephenson misses 2-pt shot from 11 ft
10:25.0,Defensive rebound by Team,,32-29,,
10:25.0,,,32-29,,Loose ball foul by O. Asik (drawn by P. Tucker)
10:25.0,Turnover by M. Chriss (bad pass; steal by T. Jones),,32-29,,
10:22.0,,,32-32,3,B. Hield makes 3-pt shot from 25 ft (assist by T. Jones)
10:22.0,Phoenix full timeout,,32-32,,
10:07.0,L. Barbosa makes 2-pt shot from 2 ft (assist by M. Chriss),2,34-32,,
9:51.0,,,34-32,,B. Hield misses 3-pt shot from 25 ft
9:49.0,,,34-32,,Offensive rebound by T. Jones
9:43.0,,,34-35,3,B. Hield makes 3-pt shot from 24 ft (assist by L. Stephenson)
9:32.0,Turnover by B. Knight (bad pass),,34-35,,
9:20.0,,,34-38,3,L. Galloway makes 3-pt shot from 26 ft (assist by B. Hield)
9:03.0,T. Chandler makes 2-pt shot from 2 ft (assist by L. Barbosa),2,36-38,,
8:50.0,,,36-40,2,L. Stephenson makes 2-pt shot from 21 ft (assist by T. Jones)
8:38.0,B. Knight misses 2-pt shot from 2 ft,,36-40,,
8:38.0,,,36-40,,Defensive rebound by T. Jones
8:35.0,,,36-40,,Turnover by T. Jones (bad pass; steal by M. Chriss)
8:26.0,M. Chriss makes 2-pt shot from 2 ft,2,38-40,,
8:09.0,,,38-42,2,B. Hield makes 2-pt shot from 13 ft (assist by O. Asik)
7:52.0,L. Barbosa misses 2-pt shot from 2 ft,,38-42,,
7:52.0,,,38-42,,Defensive rebound by O. Asik
7:52.0,Loose ball foul by M. Chriss (drawn by O. Asik),,38-42,,
7:41.0,,,38-45,3,L. Galloway makes 3-pt shot from 25 ft (assist by T. Jones)
7:20.0,,,38-45,,Personal foul by L. Stephenson (drawn by B. Knight)
7:20.0,E. Bledsoe enters the game for B. Knight,,38-45,,
7:20.0,T. Warren enters the game for T. Chandler,,38-45,,
7:20.0,,,38-45,,A. Davis enters the game for O. Asik
7:16.0,L. Barbosa misses 2-pt shot from 16 ft,,38-45,,
7:15.0,,,38-45,,Defensive rebound by A. Davis
7:04.0,,,38-45,,Turnover by A. Davis (lost ball; steal by T. Warren)
6:53.0,P. Tucker misses 3-pt shot from 24 ft,,38-45,,
6:52.0,,,38-45,,Defensive rebound by B. Hield
6:45.0,,,38-45,,B. Hield misses 3-pt shot from 26 ft
6:44.0,Defensive rebound by E. Bledsoe,,38-45,,
6:28.0,E. Bledsoe makes 3-pt shot from 26 ft (assist by P. Tucker),3,41-45,,
6:16.0,,,41-45,,L. Stephenson misses 2-pt shot from 1 ft
6:15.0,Defensive rebound by T. Warren,,41-45,,
6:09.0,E. Bledsoe makes 2-pt shot from 17 ft,2,43-45,,
6:07.0,,,43-45,,New Orleans full timeout
6:07.0,J. Dudley enters the game for P. Tucker,,43-45,,
6:07.0,T. Chandler enters the game for M. Chriss,,43-45,,
6:07.0,D. Booker enters the game for L. Barbosa,,43-45,,
6:07.0,,,43-45,,S. Hill enters the game for T. Jones
5:52.0,,,43-45,,A. Davis misses 2-pt shot from 7 ft
5:50.0,Defensive rebound by E. Bledsoe,,43-45,,
5:35.0,T. Warren misses 2-pt shot from 2 ft,,43-45,,
5:34.0,Offensive rebound by T. Chandler,,43-45,,
5:34.0,T. Chandler makes 2-pt shot at rim,2,45-45,,
5:10.0,,,45-48,3,S. Hill makes 3-pt shot from 25 ft (assist by L. Stephenson)
4:50.0,Shooting foul by L. Stephenson,,45-48,,
4:50.0,T. Warren makes free throw 1 of 2,1,46-48,,
4:50.0,T. Warren makes free throw 2 of 2,1,47-48,,
4:50.0,,,46-48,,E. Moore enters the game for L. Stephenson
4:50.0,,,46-48,,T. Frazier enters the game for L. Galloway
4:35.0,,,47-50,2,A. Davis makes 2-pt shot from 15 ft
4:32.0,,,47-50,,Violation by Team (jump ball)
4:15.0,Shooting foul by B. Hield (drawn by D. Booker),,47-50,,
4:15.0,D. Booker makes free throw 1 of 2,1,48-50,,
4:15.0,D. Booker makes free throw 2 of 2,1,49-50,,
3:58.0,,,49-50,,Shooting foul by T. Chandler (drawn by S. Hill)
3:58.0,,,49-51,1,S. Hill makes free throw 1 of 2
3:58.0,,,49-51,,S. Hill misses free throw 2 of 2
3:57.0,Defensive rebound by T. Chandler,,49-51,,
3:46.0,D. Booker makes 2-pt shot from 13 ft,2,51-51,,
3:35.0,,,51-53,2,A. Davis makes 2-pt shot from 19 ft
3:26.0,Turnover by D. Booker (bad pass; steal by S. Hill),,51-53,,
3:23.0,,,51-55,2,T. Frazier makes 2-pt shot from 2 ft (assist by S. Hill)
3:18.0,T. Chandler misses 2-pt shot from 1 ft (block by A. Davis),,51-55,,
3:17.0,,,51-55,,Defensive rebound by S. Hill
3:05.0,,,51-55,,B. Hield misses 3-pt shot from 26 ft
3:05.0,Defensive rebound by T. Chandler,,51-55,,
2:47.0,E. Bledsoe misses 3-pt shot from 26 ft,,51-55,,
2:46.0,,,51-55,,Defensive rebound by A. Davis
2:38.0,Personal foul by E. Bledsoe (drawn by T. Frazier),,51-55,,
2:38.0,Official timeout,,51-55,,
2:26.0,,,51-55,,B. Hield misses 2-pt shot from 2 ft
2:25.0,Defensive rebound by T. Chandler,,51-55,,
2:02.0,J. Dudley misses 3-pt shot from 25 ft,,51-55,,
2:02.0,,,51-55,,Defensive rebound by S. Hill
1:50.0,,,51-55,,S. Hill misses 3-pt shot from 24 ft
1:49.0,Defensive rebound by T. Warren,,51-55,,
1:32.0,T. Warren makes 2-pt shot from 7 ft,2,53-55,,
1:10.0,,,53-57,2,E. Moore makes 2-pt shot from 7 ft
0:58.0,Shooting foul by T. Frazier (drawn by D. Booker),,53-57,,
0:58.0,D. Booker makes free throw 1 of 2,1,54-57,,
0:58.0,D. Booker makes free throw 2 of 2,1,55-57,,
0:36.0,,,55-59,2,T. Frazier makes 2-pt shot from 5 ft
0:13.0,Shooting foul by E. Moore,,55-59,,
0:13.0,T. Warren makes free throw 1 of 3,1,56-59,,
0:13.0,T. Warren makes free throw 2 of 3,1,57-59,,
0:13.0,T. Warren makes free throw 3 of 3,1,58-59,,
0:13.0,P. Tucker enters the game for J. Dudley,,57-59,,
0:00.0,,,58-61,2,S. Hill makes 2-pt shot from 2 ft (assist by T. Frazier)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,58-61,,A. Davis misses 3-pt shot from 27 ft
11:43.0,Defensive rebound by E. Bledsoe,,58-61,,
11:25.0,J. Dudley makes 2-pt shot from 2 ft (assist by D. Booker),2,60-61,,
11:17.0,Personal foul by E. Bledsoe (drawn by A. Davis),,60-61,,
11:08.0,,,60-63,2,E. Moore makes 2-pt shot from 6 ft
10:41.0,E. Bledsoe misses 3-pt shot from 25 ft (block by T. Jones),,60-63,,
10:40.0,,,60-63,,Defensive rebound by T. Jones
10:37.0,,,60-65,2,E. Moore makes 2-pt shot from 1 ft (assist by T. Jones)
10:35.0,Phoenix full timeout,,60-65,,
10:12.0,D. Booker misses 2-pt shot from 2 ft,,60-65,,
10:12.0,,,60-65,,Defensive rebound by T. Jones
10:04.0,,,60-67,2,T. Frazier makes 2-pt shot from 2 ft (assist by S. Hill)
9:52.0,T. Chandler makes 2-pt shot from 1 ft (assist by T. Warren),2,62-67,,
9:33.0,,,62-67,,E. Moore misses 2-pt shot from 4 ft
9:32.0,Defensive rebound by J. Dudley,,62-67,,
9:27.0,T. Warren misses 2-pt shot from 5 ft,,62-67,,
9:26.0,,,62-67,,Defensive rebound by S. Hill
9:05.0,,,62-67,,T. Jones misses 3-pt shot from 24 ft
9:04.0,Defensive rebound by T. Chandler,,62-67,,
8:49.0,D. Booker makes 2-pt shot from 13 ft,2,64-67,,
8:36.0,,,64-69,2,A. Davis makes 2-pt shot from 19 ft (assist by T. Frazier)
8:26.0,Turnover by D. Booker (lost ball; steal by E. Moore),,64-69,,
8:24.0,,,64-69,,Shooting foul by J. Dudley (drawn by E. Moore)
8:24.0,,,64-70,1,E. Moore makes free throw 1 of 2
8:24.0,,,64-70,,E. Moore misses free throw 2 of 2
8:22.0,Defensive rebound by T. Chandler,,64-70,,
8:07.0,T. Warren misses 2-pt shot from 3 ft (block by T. Jones),,64-70,,
8:04.0,Offensive rebound by E. Bledsoe,,64-70,,
8:01.0,E. Bledsoe makes 3-pt shot from 26 ft,3,67-70,,
7:39.0,,,67-70,,A. Davis misses 2-pt shot from 20 ft
7:38.0,Defensive rebound by D. Booker,,67-70,,
7:32.0,D. Booker makes 3-pt shot from 26 ft (assist by E. Bledsoe),3,70-70,,
7:14.0,,,70-70,,Shooting foul by J. Dudley (drawn by A. Davis)
7:14.0,,,70-71,1,A. Davis makes free throw 1 of 2
7:14.0,,,70-72,1,A. Davis makes free throw 2 of 2
6:59.0,Shooting foul by T. Frazier (drawn by D. Booker),,70-72,,
6:59.0,D. Booker makes free throw 1 of 2,1,71-72,,
6:59.0,D. Booker makes free throw 2 of 2,1,72-72,,
6:59.0,P. Tucker enters the game for J. Dudley,,71-72,,
6:36.0,,,72-72,,T. Jones misses 2-pt shot from 21 ft
6:35.0,Defensive rebound by T. Chandler,,72-72,,
6:27.0,D. Booker makes 3-pt shot from 26 ft (assist by E. Bledsoe),3,75-72,,
6:20.0,Personal foul by E. Bledsoe (drawn by T. Frazier),,75-72,,
6:13.0,,,75-72,,T. Jones misses 2-pt shot from 20 ft
6:12.0,Defensive rebound by D. Booker,,75-72,,
5:52.0,D. Booker misses 2-pt shot from 2 ft,,75-72,,
5:51.0,,,75-72,,Defensive rebound by A. Davis
5:47.0,,,75-74,2,T. Jones makes 2-pt shot at rim (assist by A. Davis)
5:23.0,T. Warren misses 2-pt shot from 15 ft (block by S. Hill),,75-74,,
5:21.0,Offensive rebound by T. Warren,,75-74,,
5:17.0,D. Booker misses 3-pt shot from 27 ft,,75-74,,
5:17.0,Offensive rebound by P. Tucker,,75-74,,
5:15.0,P. Tucker makes 2-pt shot from 2 ft,2,77-74,,
4:57.0,,,77-74,,T. Frazier misses 2-pt shot from 2 ft (block by P. Tucker)
4:56.0,Defensive rebound by T. Chandler,,77-74,,
4:52.0,Shooting foul by S. Hill,,77-74,,
4:52.0,T. Warren misses free throw 1 of 2,,77-74,,
4:52.0,Offensive rebound by Team,,77-74,,
4:52.0,T. Warren makes free throw 2 of 2,1,78-74,,
4:52.0,,,77-74,,O. Asik enters the game for T. Jones
4:52.0,,,77-74,,L. Galloway enters the game for T. Frazier
4:52.0,A. Len enters the game for T. Chandler,,77-74,,
4:52.0,B. Knight enters the game for E. Bledsoe,,77-74,,
4:35.0,,,78-74,,Turnover by O. Asik (bad pass)
4:24.0,T. Warren misses 2-pt shot from 10 ft,,78-74,,
4:23.0,,,78-74,,Defensive rebound by O. Asik
4:13.0,,,78-74,,L. Galloway misses 2-pt shot from 22 ft
4:11.0,Defensive rebound by D. Booker,,78-74,,
4:06.0,Shooting foul by S. Hill (drawn by A. Len),,78-74,,
4:06.0,A. Len makes free throw 1 of 2,1,79-74,,
4:06.0,A. Len makes free throw 2 of 2,1,80-74,,
3:58.0,,,80-74,,New Orleans full timeout
3:58.0,,,80-74,,L. Stephenson enters the game for S. Hill
3:44.0,,,80-74,,E. Moore misses 3-pt shot from 26 ft
3:43.0,Defensive rebound by P. Tucker,,80-74,,
3:28.0,P. Tucker misses 2-pt shot from 12 ft (block by A. Davis),,80-74,,
3:27.0,,,80-74,,Defensive rebound by O. Asik
3:14.0,,,80-74,,L. Stephenson misses 2-pt shot from 19 ft
3:14.0,Defensive rebound by B. Knight,,80-74,,
3:07.0,D. Booker misses 3-pt shot from 26 ft,,80-74,,
3:06.0,,,80-74,,Defensive rebound by A. Davis
2:49.0,Personal foul by B. Knight (drawn by E. Moore),,80-74,,
2:49.0,,,80-75,1,E. Moore makes free throw 1 of 2
2:49.0,,,80-76,1,E. Moore makes free throw 2 of 2
2:33.0,B. Knight misses 2-pt shot from 14 ft,,80-76,,
2:31.0,Offensive rebound by A. Len,,80-76,,
2:30.0,A. Len misses 2-pt shot from 2 ft,,80-76,,
2:28.0,,,80-76,,Defensive rebound by A. Davis
2:20.0,,,80-76,,L. Galloway misses 3-pt shot from 27 ft
2:20.0,Defensive rebound by P. Tucker,,80-76,,
2:09.0,T. Warren misses 2-pt shot from 8 ft (block by E. Moore),,80-76,,
2:08.0,Offensive rebound by T. Warren,,80-76,,
2:00.0,D. Booker misses 2-pt shot from 2 ft (block by O. Asik),,80-76,,
1:59.0,,,80-76,,Defensive rebound by O. Asik
1:52.0,,,80-79,3,L. Galloway makes 3-pt shot from 26 ft (assist by L. Stephenson)
1:22.0,D. Booker misses 2-pt shot from 14 ft,,80-79,,
1:21.0,,,80-79,,Defensive rebound by O. Asik
1:16.0,,,80-79,,Turnover by L. Galloway (bad pass; steal by T. Warren)
1:01.0,,,80-79,,Personal foul by O. Asik (drawn by A. Len)
1:01.0,,,80-79,,B. Hield enters the game for E. Moore
1:01.0,,,80-79,,T. Jones enters the game for A. Davis
1:01.0,L. Barbosa enters the game for D. Booker,,80-79,,
0:55.0,P. Tucker misses 3-pt shot from 24 ft,,80-79,,
0:54.0,Offensive rebound by T. Warren,,80-79,,
0:54.0,T. Warren misses 2-pt shot at rim,,80-79,,
0:53.0,,,80-79,,Defensive rebound by B. Hield
0:48.0,,,80-79,,B. Hield misses 2-pt shot from 2 ft (block by P. Tucker)
0:47.0,,,80-79,,Offensive rebound by T. Jones
0:35.0,,,80-79,,L. Stephenson misses 2-pt shot from 3 ft
0:31.0,,,80-79,,Offensive rebound by B. Hield
0:11.0,,,80-79,,L. Galloway misses 3-pt shot from 26 ft
0:09.0,Defensive rebound by A. Len,,80-79,,
0:05.0,Shooting foul by L. Galloway,,80-79,,
0:05.0,T. Warren misses free throw 1 of 2,,80-79,,
0:05.0,Offensive rebound by Team,,80-79,,
0:05.0,T. Warren makes free throw 2 of 2,1,81-79,,
0:00.0,,,81-79,,B. Hield misses 3-pt shot from 26 ft
0:00.0,,,81-79,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,L. Barbosa misses 2-pt shot from 2 ft (block by T. Jones),,81-79,,
11:47.0,Offensive rebound by Team,,81-79,,
11:44.0,B. Knight makes 2-pt shot from 19 ft,2,83-79,,
11:44.0,Shooting foul by L. Galloway (drawn by B. Knight),,83-79,,
11:44.0,B. Knight makes free throw 1 of 1,1,84-79,,
11:23.0,,,84-79,,L. Stephenson misses 2-pt shot from 14 ft
11:22.0,Defensive rebound by A. Len,,84-79,,
11:15.0,Turnover by M. Chriss (step out of bounds),,84-79,,
11:01.0,,,84-79,,L. Stephenson misses 3-pt shot from 25 ft
11:00.0,Defensive rebound by P. Tucker,,84-79,,
10:54.0,B. Knight misses 2-pt shot from 5 ft,,84-79,,
10:53.0,,,84-79,,Defensive rebound by O. Asik
10:42.0,,,84-79,,L. Stephenson misses 3-pt shot from 25 ft
10:42.0,Defensive rebound by L. Barbosa,,84-79,,
10:31.0,L. Barbosa misses 2-pt shot from 10 ft,,84-79,,
10:31.0,,,84-79,,Defensive rebound by L. Galloway
10:27.0,,,84-79,,B. Hield misses 3-pt shot from 25 ft
10:26.0,Defensive rebound by P. Tucker,,84-79,,
10:08.0,M. Chriss misses 2-pt shot from 6 ft,,84-79,,
10:07.0,,,84-79,,Defensive rebound by O. Asik
9:59.0,,,84-81,2,T. Jones makes 2-pt shot from 8 ft (assist by L. Stephenson)
9:34.0,B. Knight misses 2-pt shot from 10 ft,,84-81,,
9:33.0,,,84-81,,Defensive rebound by L. Galloway
9:13.0,,,84-83,2,T. Jones makes 2-pt shot from 2 ft
9:13.0,,,84-83,,Shooting foul by L. Barbosa (drawn by T. Jones)
9:13.0,,,84-83,,T. Jones misses free throw 1 of 1
9:13.0,D. Booker enters the game for M. Chriss,,84-83,,
9:12.0,,,84-83,,Offensive rebound by Team
9:03.0,,,84-83,,T. Jones misses 3-pt shot from 26 ft
9:02.0,,,84-83,,Offensive rebound by O. Asik
8:41.0,,,84-83,,B. Hield misses 3-pt shot from 28 ft
8:40.0,Defensive rebound by A. Len,,84-83,,
8:16.0,B. Knight makes 3-pt shot from 23 ft (assist by L. Barbosa),3,87-83,,
8:01.0,,,87-85,2,T. Jones makes 2-pt shot from 1 ft (assist by L. Stephenson)
8:01.0,,,87-85,,Shooting foul by P. Tucker (drawn by T. Jones)
8:01.0,Official timeout,,87-85,,
8:01.0,,,87-85,,T. Jones misses free throw 1 of 1
8:01.0,E. Bledsoe enters the game for A. Len,,87-85,,
8:01.0,T. Chandler enters the game for L. Barbosa,,87-85,,
7:59.0,Defensive rebound by T. Chandler,,87-85,,
7:37.0,D. Booker makes 2-pt shot from 22 ft,2,89-85,,
7:14.0,Personal foul by D. Booker (drawn by L. Stephenson),,89-85,,
7:14.0,,,89-85,,A. Davis enters the game for T. Jones
7:07.0,,,89-87,2,L. Stephenson makes 2-pt shot from 18 ft
7:00.0,T. Chandler misses 2-pt shot at rim,,89-87,,
6:59.0,,,89-87,,Defensive rebound by L. Galloway
6:54.0,Violation by P. Tucker (def goaltending),,89-87,,
6:54.0,,,89-89,2,B. Hield makes 2-pt shot from 1 ft
6:32.0,D. Booker misses 2-pt shot from 7 ft,,89-89,,
6:31.0,,,89-89,,Defensive rebound by A. Davis
6:20.0,,,89-91,2,L. Stephenson makes 2-pt shot from 20 ft
6:05.0,Offensive foul by D. Booker,,89-91,,
6:05.0,Turnover by D. Booker (offensive foul),,89-91,,
5:50.0,,,89-91,,B. Hield misses 3-pt shot from 26 ft
5:49.0,Defensive rebound by T. Chandler,,89-91,,
5:31.0,E. Bledsoe misses 2-pt shot from 8 ft,,89-91,,
5:30.0,,,89-91,,Defensive rebound by B. Hield
5:17.0,,,89-93,2,A. Davis makes 2-pt shot from 19 ft (assist by L. Stephenson)
5:09.0,Phoenix full timeout,,89-93,,
5:09.0,J. Dudley enters the game for P. Tucker,,89-93,,
5:09.0,T. Warren enters the game for B. Knight,,89-93,,
5:09.0,,,89-93,,E. Moore enters the game for B. Hield
4:54.0,Turnover by E. Bledsoe (lost ball; steal by E. Moore),,89-93,,
4:53.0,,,89-93,,Shooting foul by D. Booker (drawn by L. Stephenson)
4:53.0,,,89-93,,L. Stephenson misses free throw 1 of 2
4:53.0,,,89-93,,Offensive rebound by Team
4:53.0,,,89-93,,L. Stephenson misses free throw 2 of 2
4:51.0,,,89-93,,Offensive rebound by L. Stephenson
4:36.0,,,89-93,,A. Davis misses 2-pt shot from 12 ft
4:34.0,Defensive rebound by T. Chandler,,89-93,,
4:30.0,,,89-93,,Personal foul by L. Stephenson (drawn by D. Booker)
4:20.0,E. Bledsoe misses 2-pt shot from 23 ft,,89-93,,
4:19.0,,,89-93,,Defensive rebound by L. Galloway
4:19.0,Personal foul by D. Booker (drawn by A. Davis),,89-93,,
4:19.0,,,89-94,1,A. Davis makes free throw 1 of 2
4:19.0,,,89-95,1,A. Davis makes free throw 2 of 2
4:19.0,,,89-94,,T. Frazier enters the game for L. Galloway
3:59.0,T. Warren misses 2-pt shot from 13 ft (block by O. Asik),,89-95,,
3:59.0,Offensive rebound by T. Chandler,,89-95,,
3:59.0,Shooting foul by E. Moore (drawn by T. Chandler),,89-95,,
