time,LA Clippers,pts.away,score,pts.home,New Orleans
8:05.0,,,34-29,,J. Holiday misses 3-pt shot from 27 ft
8:04.0,Defensive rebound by C. Paul,,34-29,,
7:50.0,B. Bass makes 2-pt shot at rim (assist by M. Speights),2,36-29,,
7:26.0,,,36-29,,L. Galloway misses 2-pt shot from 2 ft (block by M. Speights)
7:24.0,,,36-29,,Offensive rebound by B. Hield
7:21.0,,,36-31,2,B. Hield makes 2-pt shot from 2 ft
7:17.0,,,36-31,,Personal foul by J. Holiday (drawn by B. Bass)
7:17.0,,,36-31,,New Orleans full timeout
7:17.0,L. Mbah a Moute enters the game for B. Bass,,36-31,,
7:06.0,M. Speights misses 3-pt shot from 25 ft,,36-31,,
7:06.0,,,36-31,,Defensive rebound by B. Hield
6:57.0,,,36-33,2,L. Galloway makes 2-pt shot from 19 ft (assist by J. Holiday)
6:39.0,J. Crawford misses 3-pt shot from 24 ft,,36-33,,
6:37.0,,,36-33,,Defensive rebound by D. Cunningham
6:31.0,D. Jordan enters the game for J. Crawford,,36-33,,
6:26.0,,,36-35,2,L. Galloway makes 2-pt shot from 16 ft (assist by J. Holiday)
6:06.0,M. Speights misses 2-pt shot from 8 ft,,36-35,,
6:06.0,,,36-35,,Defensive rebound by D. Cunningham
5:59.0,Personal foul by L. Mbah a Moute (drawn by A. Davis),,36-35,,
5:53.0,,,36-37,2,J. Holiday makes 2-pt shot from 2 ft
5:48.0,LA Clippers full timeout,,36-37,,
5:40.0,A. Rivers makes 2-pt shot from 5 ft,2,38-37,,
5:19.0,,,38-37,,Turnover by B. Hield (bad pass; steal by A. Rivers)
5:14.0,A. Rivers makes 2-pt shot from 1 ft,2,40-37,,
4:55.0,,,40-37,,L. Galloway misses 3-pt shot from 26 ft
4:54.0,Defensive rebound by M. Speights,,40-37,,
4:30.0,A. Rivers misses 3-pt shot from 25 ft,,40-37,,
4:30.0,Offensive rebound by Team,,40-37,,
4:26.0,M. Speights misses 2-pt shot from 2 ft,,40-37,,
4:26.0,,,40-37,,Defensive rebound by J. Holiday
4:22.0,,,40-39,2,B. Hield makes 2-pt shot at rim (assist by J. Holiday)
4:06.0,Shooting foul by J. Holiday (drawn by C. Paul),,40-39,,
4:06.0,C. Paul makes free throw 1 of 3,1,41-39,,
4:06.0,,,41-39,,Technical foul by Team
4:06.0,C. Paul makes technical free throw,1,42-39,,
4:06.0,,,42-39,,Technical foul by Team
4:06.0,C. Paul makes technical free throw,1,43-39,,
4:06.0,C. Paul makes free throw 2 of 3,1,44-39,,
4:06.0,C. Paul makes free throw 3 of 3,1,45-39,,
4:06.0,,,44-39,,S. Hill enters the game for B. Hield
3:55.0,,,45-39,,Shooting foul by D. Jordan (drawn by A. Davis)
3:55.0,,,45-40,1,A. Davis makes free throw 1 of 2
3:55.0,,,45-40,,A. Davis misses free throw 2 of 2
3:53.0,Defensive rebound by D. Jordan,,45-40,,
3:32.0,C. Paul misses 3-pt shot from 24 ft,,45-40,,
3:32.0,,,45-40,,Defensive rebound by L. Galloway
3:22.0,,,45-40,,A. Davis misses 3-pt shot from 25 ft
3:21.0,Defensive rebound by A. Rivers,,45-40,,
3:06.0,M. Speights makes 2-pt shot from 7 ft (assist by C. Paul),2,47-40,,
3:02.0,,,47-42,2,L. Galloway makes 2-pt shot from 2 ft (assist by J. Holiday)
3:02.0,,,47-42,,Shooting foul by C. Paul (drawn by L. Galloway)
3:02.0,,,47-43,1,L. Galloway makes free throw 1 of 1
2:44.0,L. Mbah a Moute misses 2-pt shot from 1 ft,,47-43,,
2:44.0,,,47-43,,Defensive rebound by A. Davis
2:35.0,,,47-43,,D. Cunningham misses 3-pt shot from 25 ft
2:34.0,Defensive rebound by D. Jordan,,47-43,,
2:23.0,L. Mbah a Moute makes 3-pt shot from 24 ft (assist by C. Paul),3,50-43,,
2:09.0,,,50-45,2,A. Davis makes 2-pt shot from 14 ft (assist by D. Cunningham)
1:50.0,M. Speights misses 3-pt shot from 25 ft,,50-45,,
1:49.0,,,50-45,,Defensive rebound by L. Galloway
1:40.0,,,50-45,,Shooting foul by M. Speights (drawn by A. Davis)
1:40.0,,,50-46,1,A. Davis makes free throw 1 of 2
1:40.0,,,50-46,,A. Davis misses free throw 2 of 2
1:40.0,J. Crawford enters the game for C. Paul,,50-46,,
1:40.0,R. Felton enters the game for M. Speights,,50-46,,
1:40.0,,,50-46,,T. Jones enters the game for D. Cunningham
1:40.0,,,50-46,,E. Moore enters the game for J. Holiday
1:38.0,Defensive rebound by D. Jordan,,50-46,,
1:28.0,Shooting foul by T. Jones (drawn by A. Rivers),,50-46,,
1:28.0,A. Rivers makes free throw 1 of 2,1,51-46,,
1:28.0,A. Rivers makes free throw 2 of 2,1,52-46,,
1:28.0,,,51-46,,D. Cunningham enters the game for A. Davis
1:10.0,,,52-46,,T. Jones misses 2-pt shot from 12 ft
1:10.0,Defensive rebound by D. Jordan,,52-46,,
1:00.0,L. Mbah a Moute misses 2-pt shot from 1 ft,,52-46,,
0:59.0,Offensive rebound by D. Jordan,,52-46,,
0:59.0,D. Jordan makes 2-pt shot from 2 ft,2,54-46,,
0:49.0,,,54-46,,L. Galloway misses 3-pt shot from 27 ft
0:49.0,,,54-46,,Offensive rebound by S. Hill
0:42.0,,,54-49,3,S. Hill makes 3-pt shot from 23 ft (assist by T. Jones)
0:42.0,LA Clippers full timeout,,54-49,,
0:42.0,W. Johnson enters the game for L. Mbah a Moute,,54-49,,
0:28.0,A. Rivers makes 2-pt shot from 2 ft,2,56-49,,
0:22.0,,,56-49,,New Orleans full timeout
0:22.0,,,56-49,,A. Davis enters the game for D. Cunningham
0:22.0,,,56-49,,B. Hield enters the game for T. Jones
0:22.0,,,56-49,,J. Holiday enters the game for E. Moore
0:17.0,L. Mbah a Moute enters the game for A. Rivers,,56-49,,
0:04.0,,,56-49,,L. Galloway misses 2-pt shot from 22 ft
0:04.0,,,56-49,,Offensive rebound by Team
0:04.0,,,56-49,,Turnover by Team (shot clock)
0:04.0,,,56-49,,D. Cunningham enters the game for A. Davis
0:04.0,,,56-49,,T. Jones enters the game for J. Holiday
0:04.0,A. Rivers enters the game for L. Mbah a Moute,,56-49,,
0:00.0,R. Felton misses 3-pt shot from 35 ft,,56-49,,
0:00.0,Offensive rebound by Team,,56-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,56-49,,S. Hill misses 2-pt shot from 2 ft
11:41.0,Defensive rebound by D. Jordan,,56-49,,
11:20.0,C. Paul misses 3-pt shot from 26 ft,,56-49,,
11:19.0,Offensive rebound by C. Paul,,56-49,,
11:04.0,Turnover by L. Mbah a Moute (bad pass; steal by J. Holiday),,56-49,,
10:51.0,,,56-49,,A. Davis misses 2-pt shot from 21 ft
10:50.0,Defensive rebound by C. Paul,,56-49,,
10:38.0,Turnover by D. Jordan (bad pass; steal by J. Holiday),,56-49,,
10:33.0,,,56-51,2,J. Holiday makes 2-pt shot from 2 ft
10:14.0,A. Rivers makes 2-pt shot from 2 ft,2,58-51,,
10:01.0,,,58-51,,S. Hill misses 3-pt shot from 26 ft
10:01.0,Defensive rebound by D. Jordan,,58-51,,
9:50.0,A. Rivers misses 3-pt shot from 25 ft,,58-51,,
9:49.0,,,58-51,,Defensive rebound by B. Hield
9:44.0,Personal foul by C. Paul (drawn by B. Hield),,58-51,,
9:28.0,,,58-51,,Turnover by J. Holiday (bad pass; steal by L. Mbah a Moute)
9:16.0,W. Johnson makes 2-pt shot from 19 ft (assist by D. Jordan),2,60-51,,
9:03.0,,,60-53,2,J. Holiday makes 2-pt shot from 21 ft
8:36.0,W. Johnson misses 2-pt shot from 2 ft,,60-53,,
8:36.0,Offensive rebound by Team,,60-53,,
8:36.0,Turnover by Team (shot clock),,60-53,,
8:24.0,Personal block foul by A. Rivers (drawn by A. Davis),,60-53,,
8:12.0,,,60-53,,J. Holiday misses 2-pt shot from 18 ft
8:11.0,Defensive rebound by W. Johnson,,60-53,,
8:02.0,C. Paul makes 2-pt shot from 17 ft,2,62-53,,
8:02.0,,,62-53,,New Orleans full timeout
7:45.0,,,62-53,,J. Holiday misses 2-pt shot from 20 ft
7:44.0,Defensive rebound by L. Mbah a Moute,,62-53,,
7:29.0,W. Johnson misses 3-pt shot from 24 ft,,62-53,,
7:29.0,,,62-53,,Defensive rebound by Team
7:07.0,,,62-55,2,A. Davis makes 2-pt shot from 13 ft (assist by J. Holiday)
6:40.0,C. Paul misses 2-pt shot from 16 ft,,62-55,,
6:39.0,,,62-55,,Defensive rebound by D. Cunningham
6:28.0,,,62-57,2,A. Davis makes 2-pt shot from 18 ft (assist by D. Cunningham)
6:10.0,C. Paul makes 2-pt shot from 20 ft,2,64-57,,
6:00.0,,,64-57,,Shooting foul by D. Jordan (drawn by J. Holiday)
6:00.0,,,64-58,1,J. Holiday makes free throw 1 of 2
6:00.0,,,64-58,,J. Holiday misses free throw 2 of 2
6:00.0,,,64-58,,T. Jones enters the game for D. Cunningham
5:59.0,Defensive rebound by W. Johnson,,64-58,,
5:46.0,C. Paul makes 3-pt shot from 25 ft,3,67-58,,
5:36.0,,,67-58,,Shooting foul by L. Mbah a Moute (drawn by S. Hill)
5:36.0,,,67-59,1,S. Hill makes free throw 1 of 2
5:36.0,,,67-60,1,S. Hill makes free throw 2 of 2
5:23.0,A. Rivers misses 3-pt shot from 24 ft,,67-60,,
5:22.0,,,67-60,,Defensive rebound by B. Hield
5:07.0,,,67-63,3,B. Hield makes 3-pt shot from 25 ft (assist by S. Hill)
4:51.0,C. Paul misses 3-pt shot from 24 ft,,67-63,,
4:50.0,,,67-63,,Defensive rebound by B. Hield
4:41.0,,,67-66,3,B. Hield makes 3-pt shot from 25 ft
4:41.0,LA Clippers full timeout,,67-66,,
4:41.0,J. Crawford enters the game for W. Johnson,,67-66,,
4:41.0,R. Felton enters the game for A. Rivers,,67-66,,
4:41.0,M. Speights enters the game for C. Paul,,67-66,,
4:34.0,,,67-66,,Personal foul by S. Hill (drawn by M. Speights)
4:34.0,,,67-66,,L. Galloway enters the game for S. Hill
4:23.0,M. Speights makes 3-pt shot from 25 ft (assist by R. Felton),3,70-66,,
3:54.0,,,70-66,,T. Jones misses 3-pt shot from 26 ft
3:53.0,Defensive rebound by M. Speights,,70-66,,
3:46.0,Turnover by J. Crawford (lost ball; steal by T. Jones),,70-66,,
3:41.0,,,70-68,2,T. Jones makes 2-pt shot at rim
3:21.0,M. Speights makes 3-pt shot from 25 ft (assist by J. Crawford),3,73-68,,
3:10.0,,,73-68,,J. Holiday misses 2-pt shot from 1 ft
3:09.0,Defensive rebound by D. Jordan,,73-68,,
3:01.0,R. Felton makes 3-pt shot from 25 ft,3,76-68,,
2:41.0,,,76-68,,T. Jones misses 2-pt shot from 2 ft (block by D. Jordan)
2:41.0,Defensive rebound by M. Speights,,76-68,,
2:32.0,M. Speights misses 3-pt shot from 25 ft,,76-68,,
2:31.0,,,76-68,,Defensive rebound by B. Hield
2:15.0,,,76-68,,A. Davis misses 2-pt shot from 5 ft
2:14.0,Defensive rebound by D. Jordan,,76-68,,
1:58.0,L. Mbah a Moute misses 3-pt shot from 24 ft,,76-68,,
1:57.0,,,76-68,,Defensive rebound by T. Jones
1:50.0,,,76-68,,B. Hield misses 3-pt shot from 25 ft
1:50.0,Defensive rebound by D. Jordan,,76-68,,
1:50.0,,,76-68,,Loose ball foul by T. Jones (drawn by D. Jordan)
1:50.0,,,76-68,,D. Cunningham enters the game for B. Hield
1:49.0,,,76-68,,T. Evans enters the game for J. Holiday
1:36.0,J. Crawford misses 2-pt shot from 14 ft,,76-68,,
1:35.0,Offensive rebound by D. Jordan,,76-68,,
1:35.0,Shooting foul by A. Davis (drawn by D. Jordan),,76-68,,
1:35.0,D. Jordan misses free throw 1 of 2,,76-68,,
1:35.0,Offensive rebound by Team,,76-68,,
1:35.0,D. Jordan makes free throw 2 of 2,1,77-68,,
1:21.0,,,77-70,2,A. Davis makes 2-pt shot from 20 ft (assist by T. Evans)
1:00.0,M. Speights misses 2-pt shot from 2 ft,,77-70,,
1:00.0,,,77-70,,Defensive rebound by A. Davis
0:53.0,,,77-72,2,A. Davis makes 2-pt shot from 17 ft
0:35.0,J. Crawford misses 3-pt shot from 28 ft,,77-72,,
0:35.0,,,77-72,,Defensive rebound by Team
0:35.0,Loose ball foul by D. Jordan (drawn by A. Davis),,77-72,,
0:35.0,,,77-73,1,A. Davis makes free throw 1 of 2
0:35.0,,,77-74,1,A. Davis makes free throw 2 of 2
0:35.0,B. Bass enters the game for D. Jordan,,77-73,,
0:28.0,J. Crawford misses 3-pt shot from 25 ft,,77-74,,
0:26.0,,,77-74,,Defensive rebound by L. Galloway
0:05.0,,,77-76,2,T. Evans makes 2-pt shot from 2 ft
0:00.0,R. Felton misses 3-pt shot from 28 ft,,77-76,,
0:00.0,,,77-76,,Defensive rebound by T. Jones
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,B. Bass misses 2-pt shot from 6 ft (block by A. Davis),,77-76,,
11:36.0,Offensive rebound by Team,,77-76,,
11:36.0,Turnover by Team (shot clock),,77-76,,
11:25.0,,,77-79,3,T. Evans makes 3-pt shot from 25 ft
11:09.0,,,77-79,,Personal foul by A. Davis (drawn by J. Crawford)
11:09.0,,,77-79,,D. Cunningham enters the game for A. Davis
11:00.0,R. Felton misses 2-pt shot from 20 ft,,77-79,,
11:00.0,,,77-79,,Defensive rebound by T. Evans
10:47.0,,,77-79,,D. Cunningham misses 3-pt shot from 25 ft
10:47.0,,,77-79,,Offensive rebound by T. Evans
10:44.0,,,77-81,2,T. Evans makes 2-pt shot from 2 ft
10:21.0,B. Bass misses 2-pt shot from 2 ft,,77-81,,
10:19.0,Offensive rebound by A. Rivers,,77-81,,
10:15.0,A. Rivers misses 2-pt shot from 6 ft,,77-81,,
10:14.0,Offensive rebound by A. Rivers,,77-81,,
10:12.0,A. Rivers makes 2-pt shot from 2 ft,2,79-81,,
10:12.0,Violation by Team (jump ball),,79-81,,
9:56.0,,,79-81,,T. Evans misses 2-pt shot from 21 ft
9:56.0,Defensive rebound by B. Bass,,79-81,,
9:45.0,M. Speights makes 2-pt shot at rim,2,81-81,,
9:45.0,Shooting foul by T. Evans (drawn by M. Speights),,81-81,,
9:45.0,M. Speights makes free throw 1 of 1,1,82-81,,
9:45.0,,,82-81,,New Orleans full timeout
9:28.0,,,82-81,,T. Jones misses 2-pt shot from 3 ft (block by M. Speights)
9:27.0,Defensive rebound by R. Felton,,82-81,,
9:22.0,A. Rivers misses 2-pt shot from 2 ft (block by L. Galloway),,82-81,,
9:19.0,,,82-81,,Defensive rebound by E. Moore
9:14.0,,,82-84,3,T. Evans makes 3-pt shot from 25 ft (assist by E. Moore)
9:03.0,Turnover by M. Speights (bad pass; steal by D. Cunningham),,82-84,,
9:03.0,Personal foul by M. Speights (drawn by D. Cunningham),,82-84,,
8:54.0,Personal block foul by M. Speights (drawn by T. Evans),,82-84,,
8:54.0,C. Paul enters the game for R. Felton,,82-84,,
8:54.0,D. Jordan enters the game for M. Speights,,82-84,,
8:46.0,,,82-86,2,T. Jones makes 2-pt shot at rim (assist by T. Evans)
8:27.0,J. Crawford misses 2-pt shot from 20 ft,,82-86,,
8:25.0,,,82-86,,Defensive rebound by D. Cunningham
8:10.0,,,82-86,,Shooting foul by D. Jordan (drawn by T. Jones)
8:10.0,,,82-87,1,T. Jones makes free throw 1 of 2
8:10.0,,,82-87,,T. Jones misses free throw 2 of 2
8:10.0,,,82-87,,J. Holiday enters the game for L. Galloway
8:10.0,W. Johnson enters the game for B. Bass,,82-87,,
8:09.0,Defensive rebound by D. Jordan,,82-87,,
7:53.0,A. Rivers makes 3-pt shot from 26 ft (assist by C. Paul),3,85-87,,
7:25.0,,,85-89,2,E. Moore makes 2-pt shot from 2 ft (assist by T. Jones)
7:07.0,A. Rivers misses 3-pt shot from 28 ft,,85-89,,
7:06.0,,,85-89,,Defensive rebound by D. Cunningham
6:47.0,,,85-92,3,E. Moore makes 3-pt shot from 25 ft
6:46.0,LA Clippers full timeout,,85-92,,
6:46.0,,,85-92,,L. Galloway enters the game for T. Evans
6:46.0,,,85-92,,A. Davis enters the game for D. Cunningham
6:23.0,A. Rivers makes 2-pt shot from 5 ft,2,87-92,,
6:06.0,,,87-92,,J. Holiday misses 2-pt shot from 3 ft
6:05.0,Defensive rebound by W. Johnson,,87-92,,
