time,Oklahoma City,pts.away,score,pts.home,San Antonio
8:12.0,Defensive rebound by V. Oladipo,,6-4,,
8:05.0,V. Oladipo misses 2-pt shot from 19 ft,,6-4,,
8:02.0,,,6-4,,Defensive rebound by D. Dedmon
7:48.0,,,6-4,,D. Green misses 2-pt shot from 12 ft
7:48.0,,,6-4,,Offensive rebound by D. Dedmon
7:48.0,,,6-4,,Shooting foul by D. Sabonis (drawn by D. Dedmon)
7:48.0,,,6-5,1,D. Dedmon makes free throw 1 of 2
7:48.0,,,6-6,1,D. Dedmon makes free throw 2 of 2
7:41.0,,,6-6,,Personal foul by D. Dedmon (drawn by V. Oladipo)
7:41.0,V. Oladipo makes free throw 1 of 2,1,7-6,,
7:41.0,V. Oladipo makes free throw 2 of 2,1,8-6,,
7:25.0,,,8-8,2,L. Aldridge makes 2-pt shot from 2 ft (assist by T. Parker)
7:06.0,D. Sabonis misses 2-pt shot from 6 ft (block by D. Green),,8-8,,
7:05.0,,,8-8,,Defensive rebound by T. Parker
6:59.0,,,8-8,,T. Parker misses 2-pt shot from 3 ft (block by V. Oladipo)
6:59.0,,,8-8,,Offensive rebound by Team
6:49.0,,,8-8,,K. Leonard misses 2-pt shot from 19 ft
6:48.0,,,8-8,,Offensive rebound by K. Leonard
6:47.0,,,8-10,2,K. Leonard makes 2-pt shot from 8 ft
6:25.0,D. Sabonis makes 2-pt shot from 3 ft,2,10-10,,
6:20.0,,,10-10,,K. Leonard misses 2-pt shot from 20 ft
6:19.0,Defensive rebound by D. Sabonis,,10-10,,
6:19.0,Turnover by D. Sabonis (lost ball; steal by D. Dedmon),,10-10,,
6:16.0,,,10-12,2,L. Aldridge makes 2-pt shot from 3 ft
6:06.0,Shooting foul by T. Parker (drawn by S. Adams),,10-12,,
6:06.0,S. Adams misses free throw 1 of 2,,10-12,,
6:06.0,Offensive rebound by Team,,10-12,,
6:06.0,S. Adams misses free throw 2 of 2,,10-12,,
6:04.0,,,10-12,,Defensive rebound by D. Dedmon
5:39.0,,,10-12,,T. Parker misses 3-pt shot from 27 ft
5:38.0,Defensive rebound by V. Oladipo,,10-12,,
5:27.0,Turnover by V. Oladipo (bad pass; steal by T. Parker),,10-12,,
5:10.0,,,10-12,,L. Aldridge misses 2-pt shot from 5 ft
5:10.0,,,10-12,,Offensive rebound by Team
5:10.0,,,10-12,,San Antonio full timeout
5:10.0,,,10-12,,D. Lee enters the game for D. Dedmon
5:05.0,,,10-12,,K. Leonard misses 2-pt shot from 15 ft
5:05.0,Defensive rebound by Team,,10-12,,
5:05.0,,,10-12,,Loose ball foul by D. Lee (drawn by D. Sabonis)
5:05.0,A. Morrow enters the game for V. Oladipo,,10-12,,
5:05.0,,,10-12,,P. Mills enters the game for T. Parker
5:05.0,,,10-12,,M. Ginobili enters the game for D. Green
4:50.0,S. Adams misses 2-pt shot from 3 ft (block by L. Aldridge),,10-12,,
4:50.0,Offensive rebound by Team,,10-12,,
4:47.0,S. Adams misses 2-pt shot from 1 ft,,10-12,,
4:46.0,Offensive rebound by S. Adams,,10-12,,
4:42.0,A. Morrow misses 2-pt shot from 17 ft,,10-12,,
4:40.0,,,10-12,,Defensive rebound by K. Leonard
4:34.0,,,10-12,,K. Leonard misses 3-pt shot from 25 ft
4:30.0,,,10-12,,Offensive rebound by D. Lee
4:30.0,,,10-14,2,D. Lee makes 2-pt shot at rim
4:22.0,R. Westbrook misses 2-pt shot from 16 ft,,10-14,,
4:22.0,Offensive rebound by Team,,10-14,,
4:22.0,J. Lauvergne enters the game for D. Sabonis,,10-14,,
4:21.0,Shooting foul by L. Aldridge (drawn by A. Roberson),,10-14,,
4:21.0,A. Roberson makes free throw 1 of 2,1,11-14,,
4:21.0,A. Roberson misses free throw 2 of 2,,11-14,,
4:21.0,,,11-14,,D. Dedmon enters the game for L. Aldridge
4:17.0,Offensive rebound by S. Adams,,11-14,,
4:15.0,Turnover by S. Adams (lost ball; steal by D. Dedmon),,11-14,,
4:01.0,,,11-16,2,M. Ginobili makes 2-pt shot from 2 ft
3:43.0,R. Westbrook makes 2-pt shot from 17 ft,2,13-16,,
3:27.0,,,13-16,,D. Lee misses 2-pt shot from 1 ft (block by A. Roberson)
3:27.0,,,13-16,,Offensive rebound by D. Dedmon
3:27.0,,,13-18,2,D. Dedmon makes 2-pt shot from 2 ft
3:18.0,,,13-18,,Personal foul by P. Mills
3:18.0,A. Morrow makes free throw 1 of 2,1,14-18,,
3:18.0,A. Morrow makes free throw 2 of 2,1,15-18,,
3:04.0,,,15-20,2,D. Lee makes 2-pt shot from 2 ft (assist by M. Ginobili)
2:57.0,Turnover by R. Westbrook (bad pass; steal by D. Dedmon),,15-20,,
2:52.0,,,15-20,,Turnover by P. Mills (bad pass; steal by R. Westbrook)
2:49.0,Shooting foul by D. Dedmon (drawn by A. Morrow),,15-20,,
2:49.0,Oklahoma City full timeout,,15-20,,
2:49.0,A. Morrow makes free throw 1 of 2,1,16-20,,
2:49.0,A. Morrow makes free throw 2 of 2,1,17-20,,
2:49.0,,,15-20,,J. Anthony enters the game for D. Dedmon
2:49.0,D. Sabonis enters the game for S. Adams,,15-20,,
2:49.0,C. Payne enters the game for R. Westbrook,,15-20,,
2:34.0,,,17-22,2,K. Leonard makes 2-pt shot from 6 ft
2:19.0,Turnover by A. Roberson (kicked ball),,17-22,,
2:19.0,,,17-22,,D. Bertans enters the game for J. Anthony
2:03.0,,,17-25,3,P. Mills makes 3-pt shot from 25 ft (assist by K. Leonard)
1:43.0,A. Morrow misses 2-pt shot from 5 ft,,17-25,,
1:42.0,,,17-25,,Defensive rebound by K. Leonard
1:34.0,,,17-25,,Turnover by K. Leonard (lost ball; steal by A. Morrow)
1:30.0,Turnover by D. Sabonis (lost ball; steal by P. Mills),,17-25,,
1:28.0,,,17-27,2,K. Leonard makes 2-pt shot at rim (assist by M. Ginobili)
1:28.0,Oklahoma City full timeout,,17-27,,
1:28.0,,,17-27,,D. Green enters the game for K. Leonard
1:11.0,Turnover by D. Sabonis (bad pass; steal by D. Bertans),,17-27,,
1:08.0,,,17-27,,D. Green misses 3-pt shot from 24 ft
1:07.0,,,17-27,,Offensive rebound by D. Lee
1:07.0,,,17-27,,D. Lee misses 2-pt shot from 2 ft
1:07.0,Defensive rebound by D. Sabonis,,17-27,,
0:50.0,J. Lauvergne misses 2-pt shot from 4 ft (block by D. Lee),,17-27,,
0:48.0,,,17-27,,Defensive rebound by D. Bertans
0:39.0,Def 3 sec tech foul by A. Morrow,,17-27,,
0:39.0,,,17-28,1,P. Mills makes technical free throw
0:39.0,V. Oladipo enters the game for A. Roberson,,17-28,,
0:35.0,,,17-31,3,M. Ginobili makes 3-pt shot from 27 ft (assist by D. Bertans)
0:35.0,,,17-31,,Shooting foul by J. Lauvergne (drawn by M. Ginobili)
0:35.0,,,17-31,,M. Ginobili misses free throw 1 of 1
0:35.0,Defensive rebound by J. Lauvergne,,17-31,,
0:22.0,A. Morrow misses 2-pt shot from 13 ft,,17-31,,
0:19.0,Offensive rebound by Team,,17-31,,
0:05.0,Turnover by D. Sabonis (lost ball),,17-31,,
0:00.0,,,17-31,,D. Bertans misses 3-pt shot from 29 ft
0:00.0,Defensive rebound by D. Sabonis,,17-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,Turnover by D. Sabonis (bad pass; steal by M. Ginobili),,17-31,,
11:44.0,J. Grant enters the game for D. Sabonis,,17-31,,
11:34.0,,,17-33,2,M. Ginobili makes 2-pt shot from 14 ft
11:16.0,C. Payne misses 3-pt shot from 27 ft,,17-33,,
11:15.0,,,17-33,,Defensive rebound by M. Ginobili
11:10.0,Personal foul by C. Payne,,17-33,,
10:59.0,Personal foul by C. Payne,,17-33,,
10:50.0,,,17-33,,Turnover by D. Lee (lost ball; steal by V. Oladipo)
10:41.0,Turnover by A. Morrow (lost ball),,17-33,,
10:33.0,,,17-33,,Turnover by D. Lee (bad pass)
10:15.0,J. Lauvergne misses 2-pt shot from 6 ft,,17-33,,
10:14.0,,,17-33,,Defensive rebound by D. Bertans
10:05.0,Personal foul by A. Morrow (drawn by D. Green),,17-33,,
10:05.0,,,17-33,,T. Parker enters the game for P. Mills
10:05.0,,,17-33,,J. Simmons enters the game for M. Ginobili
9:56.0,,,17-33,,D. Green misses 3-pt shot from 26 ft
9:56.0,Defensive rebound by J. Grant,,17-33,,
9:45.0,J. Grant makes 2-pt shot from 2 ft (assist by C. Payne),2,19-33,,
9:33.0,Shooting block foul by J. Lauvergne (drawn by D. Lee),,19-33,,
9:33.0,,,19-34,1,D. Lee makes free throw 1 of 2
9:33.0,,,19-34,,D. Lee misses free throw 2 of 2
9:33.0,,,19-34,,L. Aldridge enters the game for D. Bertans
9:30.0,Defensive rebound by J. Lauvergne,,19-34,,
9:19.0,V. Oladipo misses 2-pt shot from 11 ft (block by D. Green),,19-34,,
9:16.0,,,19-34,,Defensive rebound by D. Lee
9:16.0,,,19-34,,Shooting foul by J. Grant (drawn by J. Simmons)
9:16.0,,,19-34,,J. Simmons misses free throw 1 of 2
9:16.0,,,19-34,,Offensive rebound by Team
9:16.0,,,19-34,,J. Simmons misses free throw 2 of 2
9:16.0,,,19-34,,Offensive rebound by D. Bertans
9:16.0,,,19-34,,D. Bertans enters the game for D. Lee
9:16.0,A. Roberson enters the game for A. Morrow,,19-34,,
8:58.0,,,19-34,,J. Simmons misses 2-pt shot from 2 ft (block by A. Roberson)
8:56.0,Defensive rebound by J. Grant,,19-34,,
8:49.0,J. Lauvergne misses 3-pt shot from 23 ft,,19-34,,
8:47.0,,,19-34,,Defensive rebound by L. Aldridge
8:37.0,Personal block foul by J. Lauvergne (drawn by L. Aldridge),,19-34,,
8:37.0,Official timeout,,19-34,,
8:37.0,,,19-35,1,L. Aldridge makes free throw 1 of 2
8:37.0,,,19-36,1,L. Aldridge makes free throw 2 of 2
8:37.0,R. Westbrook enters the game for J. Lauvergne,,19-34,,
8:37.0,S. Adams enters the game for C. Payne,,19-34,,
8:23.0,,,19-36,,Personal foul by T. Parker (drawn by A. Roberson)
8:21.0,Offensive foul by R. Westbrook,,19-36,,
8:21.0,Turnover by R. Westbrook (offensive foul),,19-36,,
8:04.0,,,19-36,,D. Bertans misses 3-pt shot from 23 ft
8:03.0,Defensive rebound by S. Adams,,19-36,,
7:57.0,Offensive foul by R. Westbrook,,19-36,,
7:57.0,Turnover by R. Westbrook (offensive foul),,19-36,,
7:57.0,,,19-36,,K. Leonard enters the game for D. Green
7:36.0,,,19-36,,J. Simmons misses 2-pt shot from 2 ft
7:35.0,Defensive rebound by S. Adams,,19-36,,
7:30.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,21-36,,
7:14.0,,,21-36,,Shooting foul by J. Grant (drawn by T. Parker)
7:14.0,,,21-37,1,T. Parker makes free throw 1 of 2
7:14.0,,,21-37,,T. Parker misses free throw 2 of 2
7:13.0,Defensive rebound by A. Roberson,,21-37,,
7:00.0,Turnover by J. Grant (bad pass; steal by J. Simmons),,21-37,,
6:42.0,,,21-37,,Turnover by L. Aldridge (lost ball; steal by A. Roberson)
6:35.0,J. Grant misses 2-pt shot at rim (block by K. Leonard),,21-37,,
6:35.0,,,21-37,,Defensive rebound by K. Leonard
6:35.0,Personal foul by S. Adams (drawn by K. Leonard),,21-37,,
6:35.0,,,21-38,1,K. Leonard makes free throw 1 of 2
6:35.0,,,21-39,1,K. Leonard makes free throw 2 of 2
6:35.0,A. Morrow enters the game for V. Oladipo,,21-38,,
6:23.0,A. Morrow misses 3-pt shot from 26 ft,,21-39,,
6:22.0,Offensive rebound by A. Roberson,,21-39,,
6:19.0,A. Morrow misses 3-pt shot from 27 ft,,21-39,,
6:18.0,,,21-39,,Defensive rebound by K. Leonard
6:07.0,,,21-39,,D. Bertans misses 3-pt shot from 25 ft
6:07.0,Defensive rebound by Team,,21-39,,
6:07.0,,,21-39,,Loose ball foul by L. Aldridge (drawn by J. Grant)
6:07.0,,,21-39,,D. Dedmon enters the game for L. Aldridge
6:00.0,,,21-39,,Personal foul by T. Parker (drawn by A. Roberson)
6:00.0,,,21-39,,P. Mills enters the game for T. Parker
5:54.0,Shooting foul by J. Simmons (drawn by R. Westbrook),,21-39,,
5:54.0,,,21-39,,San Antonio full timeout
5:54.0,R. Westbrook makes free throw 1 of 2,1,22-39,,
5:54.0,R. Westbrook makes free throw 2 of 2,1,23-39,,
5:54.0,,,21-39,,D. Lee enters the game for D. Bertans
5:54.0,,,21-39,,M. Ginobili enters the game for J. Simmons
5:45.0,,,23-39,,Shooting foul by A. Roberson (drawn by K. Leonard)
5:45.0,,,23-40,1,K. Leonard makes free throw 1 of 2
5:45.0,,,23-41,1,K. Leonard makes free throw 2 of 2
5:45.0,D. Sabonis enters the game for J. Grant,,23-40,,
5:28.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,25-41,,
5:14.0,,,25-41,,K. Leonard misses 2-pt shot from 17 ft
5:13.0,Defensive rebound by S. Adams,,25-41,,
5:10.0,,,25-41,,Shooting block foul by P. Mills (drawn by R. Westbrook)
5:10.0,R. Westbrook makes free throw 1 of 2,1,26-41,,
5:10.0,R. Westbrook makes free throw 2 of 2,1,27-41,,
5:01.0,,,27-41,,P. Mills misses 2-pt shot from 20 ft
5:00.0,Defensive rebound by D. Sabonis,,27-41,,
4:48.0,D. Sabonis misses 2-pt shot from 3 ft,,27-41,,
4:46.0,Offensive rebound by D. Sabonis,,27-41,,
4:45.0,,,27-41,,Personal foul by M. Ginobili (drawn by D. Sabonis)
4:45.0,D. Sabonis misses free throw 1 of 2,,27-41,,
4:45.0,Offensive rebound by Team,,27-41,,
4:45.0,D. Sabonis makes free throw 2 of 2,1,28-41,,
4:45.0,,,27-41,,J. Simmons enters the game for P. Mills
4:35.0,,,28-43,2,D. Dedmon makes 2-pt shot at rim (assist by K. Leonard)
4:20.0,S. Adams makes 2-pt shot from 11 ft (assist by R. Westbrook),2,30-43,,
4:05.0,,,30-43,,K. Leonard misses 2-pt shot from 17 ft
4:02.0,Defensive rebound by S. Adams,,30-43,,
3:53.0,D. Sabonis misses 3-pt shot from 25 ft,,30-43,,
3:53.0,Offensive rebound by Team,,30-43,,
3:53.0,,,30-43,,Loose ball foul by D. Dedmon (drawn by S. Adams)
3:53.0,S. Adams makes free throw 1 of 2,1,31-43,,
3:53.0,S. Adams makes free throw 2 of 2,1,32-43,,
3:38.0,,,32-43,,D. Dedmon misses 2-pt shot from 8 ft
3:36.0,Defensive rebound by S. Adams,,32-43,,
3:20.0,A. Morrow misses 2-pt shot from 13 ft,,32-43,,
3:19.0,,,32-43,,Defensive rebound by J. Simmons
3:03.0,,,32-45,2,J. Simmons makes 2-pt shot from 2 ft
2:57.0,A. Roberson misses 3-pt shot from 25 ft,,32-45,,
2:55.0,,,32-45,,Defensive rebound by D. Lee
2:51.0,Personal foul by A. Roberson (drawn by K. Leonard),,32-45,,
2:51.0,Oklahoma City full timeout,,32-45,,
2:51.0,,,32-46,1,K. Leonard makes free throw 1 of 2
2:51.0,,,32-46,,K. Leonard misses free throw 2 of 2
2:51.0,Defensive rebound by A. Roberson,,32-46,,
2:51.0,,,32-45,,D. Bertans enters the game for D. Dedmon
2:33.0,Shooting foul by D. Lee (drawn by R. Westbrook),,32-46,,
2:33.0,R. Westbrook makes free throw 1 of 2,1,33-46,,
2:33.0,R. Westbrook makes free throw 2 of 2,1,34-46,,
2:21.0,,,34-46,,D. Bertans misses 2-pt shot from 19 ft
2:20.0,Defensive rebound by A. Roberson,,34-46,,
2:10.0,R. Westbrook makes 3-pt shot from 26 ft,3,37-46,,
1:57.0,,,37-48,2,K. Leonard makes 2-pt shot from 16 ft
1:40.0,A. Morrow makes 3-pt shot from 25 ft (assist by R. Westbrook),3,40-48,,
1:25.0,,,40-48,,K. Leonard misses 3-pt shot from 27 ft
1:24.0,Defensive rebound by S. Adams,,40-48,,
1:05.0,R. Westbrook misses 2-pt shot from 7 ft,,40-48,,
1:05.0,,,40-48,,Defensive rebound by D. Bertans
0:55.0,,,40-50,2,K. Leonard makes 2-pt shot from 3 ft (assist by J. Simmons)
0:32.0,A. Roberson misses 3-pt shot from 23 ft,,40-50,,
0:30.0,,,40-50,,Defensive rebound by K. Leonard
0:28.0,Personal foul by A. Morrow (drawn by K. Leonard),,40-50,,
0:28.0,,,40-51,1,K. Leonard makes free throw 1 of 2
0:28.0,Oklahoma City full timeout,,40-51,,
0:28.0,,,40-52,1,K. Leonard makes free throw 2 of 2
0:28.0,V. Oladipo enters the game for A. Roberson,,40-51,,
0:08.0,D. Sabonis makes 2-pt shot at rim (assist by R. Westbrook),2,42-52,,
0:00.0,,,42-52,,K. Leonard misses 2-pt shot from 14 ft
0:00.0,,,42-52,,Offensive rebound by J. Simmons
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,V. Oladipo misses 2-pt shot from 17 ft,,42-52,,
11:48.0,Offensive rebound by S. Adams,,42-52,,
11:42.0,S. Adams makes 2-pt shot from 2 ft,2,44-52,,
11:27.0,,,44-54,2,L. Aldridge makes 2-pt shot from 18 ft (assist by T. Parker)
11:14.0,V. Oladipo makes 2-pt shot from 1 ft (assist by R. Westbrook),2,46-54,,
10:57.0,,,46-57,3,L. Aldridge makes 3-pt shot from 24 ft (assist by T. Parker)
10:48.0,Turnover by R. Westbrook (bad pass; steal by D. Green),,46-57,,
10:42.0,,,46-60,3,D. Green makes 3-pt shot from 25 ft
10:27.0,V. Oladipo misses 2-pt shot from 10 ft,,46-60,,
10:25.0,Offensive rebound by V. Oladipo,,46-60,,
10:17.0,A. Roberson misses 3-pt shot from 23 ft,,46-60,,
10:15.0,,,46-60,,Defensive rebound by K. Leonard
10:07.0,,,46-62,2,L. Aldridge makes 2-pt shot from 21 ft (assist by D. Green)
10:07.0,Oklahoma City full timeout,,46-62,,
9:53.0,S. Adams misses 2-pt shot from 6 ft (block by D. Dedmon),,46-62,,
9:51.0,,,46-62,,Defensive rebound by D. Green
9:43.0,,,46-62,,Shooting foul by S. Adams (drawn by L. Aldridge)
9:43.0,,,46-63,1,L. Aldridge makes free throw 1 of 2
9:43.0,,,46-64,1,L. Aldridge makes free throw 2 of 2
9:31.0,D. Sabonis misses 2-pt shot from 19 ft,,46-64,,
9:30.0,,,46-64,,Defensive rebound by D. Dedmon
9:10.0,,,46-64,,L. Aldridge misses 2-pt shot from 5 ft
9:09.0,Defensive rebound by D. Sabonis,,46-64,,
9:00.0,V. Oladipo misses 3-pt shot from 25 ft,,46-64,,
8:57.0,Offensive rebound by S. Adams,,46-64,,
8:53.0,R. Westbrook makes 3-pt shot from 23 ft (assist by S. Adams),3,49-64,,
8:43.0,,,49-66,2,K. Leonard makes 2-pt shot from 5 ft
8:43.0,,,49-66,,Shooting foul by A. Roberson (drawn by K. Leonard)
8:43.0,,,49-66,,K. Leonard misses free throw 1 of 1
8:43.0,Defensive rebound by D. Sabonis,,49-66,,
8:43.0,A. Morrow enters the game for A. Roberson,,49-66,,
8:28.0,S. Adams misses 2-pt shot from 3 ft,,49-66,,
8:27.0,Offensive rebound by A. Morrow,,49-66,,
8:20.0,R. Westbrook makes 3-pt shot from 25 ft (assist by S. Adams),3,52-66,,
8:19.0,,,52-66,,San Antonio full timeout
7:57.0,,,52-66,,L. Aldridge misses 2-pt shot from 18 ft
7:56.0,,,52-66,,Offensive rebound by Team
7:56.0,Loose ball foul by D. Sabonis (drawn by D. Dedmon),,52-66,,
7:37.0,,,52-66,,Turnover by D. Dedmon (bad pass; steal by D. Sabonis)
7:26.0,Shooting foul by D. Dedmon (drawn by V. Oladipo),,52-66,,
7:26.0,V. Oladipo makes free throw 1 of 2,1,53-66,,
7:26.0,V. Oladipo makes free throw 2 of 2,1,54-66,,
7:26.0,,,53-66,,D. Lee enters the game for D. Dedmon
7:14.0,Jump ball: K. Leonard vs. R. Westbrook,,,,Jump ball: K. Leonard vs. R. Westbrook
7:06.0,,,54-66,,D. Green misses 3-pt shot from 23 ft
7:05.0,Defensive rebound by D. Sabonis,,54-66,,
6:59.0,R. Westbrook misses 3-pt shot from 26 ft,,54-66,,
6:58.0,,,54-66,,Defensive rebound by K. Leonard
6:48.0,,,54-66,,K. Leonard misses 2-pt shot from 7 ft
6:47.0,Defensive rebound by R. Westbrook,,54-66,,
6:43.0,,,54-66,,Shooting block foul by D. Green (drawn by R. Westbrook)
6:43.0,R. Westbrook makes free throw 1 of 2,1,55-66,,
6:43.0,R. Westbrook makes free throw 2 of 2,1,56-66,,
6:30.0,,,56-66,,Shooting foul by D. Sabonis (drawn by L. Aldridge)
6:30.0,,,56-67,1,L. Aldridge makes free throw 1 of 2
6:30.0,,,56-67,,L. Aldridge misses free throw 2 of 2
6:29.0,Defensive rebound by S. Adams,,56-67,,
6:16.0,A. Morrow makes 2-pt shot from 3 ft (assist by R. Westbrook),2,58-67,,
5:57.0,,,58-67,,Turnover by D. Green (bad pass; steal by D. Sabonis)
5:49.0,A. Morrow misses 3-pt shot from 24 ft,,58-67,,
5:48.0,Offensive rebound by R. Westbrook,,58-67,,
5:36.0,R. Westbrook makes 2-pt shot from 18 ft,2,60-67,,
5:14.0,,,60-67,,L. Aldridge misses 2-pt shot from 18 ft
5:13.0,,,60-67,,Offensive rebound by Team
5:13.0,,,60-67,,M. Ginobili enters the game for D. Green
5:13.0,,,60-67,,P. Mills enters the game for T. Parker
5:09.0,,,60-67,,Turnover by M. Ginobili (bad pass; steal by V. Oladipo)
5:03.0,,,60-67,,Shooting block foul by M. Ginobili (drawn by R. Westbrook)
5:03.0,R. Westbrook makes free throw 1 of 2,1,61-67,,
5:03.0,R. Westbrook makes free throw 2 of 2,1,62-67,,
4:57.0,Personal foul by A. Morrow (drawn by M. Ginobili),,62-67,,
4:57.0,,,62-68,1,M. Ginobili makes free throw 1 of 2
4:57.0,,,62-68,,M. Ginobili misses free throw 2 of 2
4:56.0,Defensive rebound by R. Westbrook,,62-68,,
4:46.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,64-68,,
4:31.0,,,64-68,,M. Ginobili misses 3-pt shot from 25 ft
4:30.0,Defensive rebound by V. Oladipo,,64-68,,
4:17.0,V. Oladipo makes 3-pt shot from 24 ft (assist by R. Westbrook),3,67-68,,
4:02.0,,,67-68,,Turnover by L. Aldridge (bad pass; steal by V. Oladipo)
3:54.0,R. Westbrook makes 2-pt shot from 2 ft,2,69-68,,
3:41.0,,,69-68,,P. Mills misses 2-pt shot from 19 ft
3:38.0,Jump ball: S. Adams vs. K. Leonard (R. Westbrook gains possession),,,,Jump ball: S. Adams vs. K. Leonard (R. Westbrook gains possession)
3:38.0,Defensive rebound by Team,,69-68,,
3:34.0,V. Oladipo makes 2-pt shot at rim (assist by R. Westbrook),2,71-68,,
3:14.0,,,71-68,,D. Lee misses 2-pt shot from 2 ft (block by D. Sabonis)
3:13.0,Defensive rebound by Team,,71-68,,
2:58.0,R. Westbrook misses 2-pt shot from 16 ft (block by K. Leonard),,71-68,,
2:55.0,,,71-68,,Defensive rebound by L. Aldridge
2:42.0,,,71-70,2,K. Leonard makes 2-pt shot from 15 ft
2:42.0,Oklahoma City full timeout,,71-70,,
2:42.0,C. Payne enters the game for R. Westbrook,,71-70,,
2:42.0,J. Lauvergne enters the game for S. Adams,,71-70,,
2:42.0,,,71-70,,D. Bertans enters the game for L. Aldridge
2:42.0,,,71-70,,J. Simmons enters the game for K. Leonard
2:27.0,Turnover by D. Sabonis (bad pass),,71-70,,
2:18.0,,,71-70,,M. Ginobili misses 2-pt shot from 2 ft
2:17.0,Defensive rebound by D. Sabonis,,71-70,,
1:56.0,V. Oladipo makes 2-pt shot from 2 ft,2,73-70,,
1:45.0,Personal foul by D. Sabonis (drawn by J. Simmons),,73-70,,
1:45.0,,,73-70,,J. Simmons misses free throw 1 of 2
1:45.0,,,73-70,,Offensive rebound by Team
1:45.0,,,73-71,1,J. Simmons makes free throw 2 of 2
1:34.0,V. Oladipo misses 2-pt shot from 17 ft (block by D. Bertans),,73-71,,
1:33.0,,,73-71,,Defensive rebound by D. Lee
1:22.0,,,73-71,,Offensive foul by J. Simmons
1:22.0,,,73-71,,Turnover by J. Simmons (offensive foul)
1:11.0,Offensive foul by C. Payne,,73-71,,
1:11.0,Turnover by C. Payne (offensive foul),,73-71,,
0:56.0,,,73-73,2,J. Simmons makes 2-pt shot from 2 ft
0:41.0,J. Lauvergne makes 2-pt shot at rim (assist by C. Payne),2,75-73,,
0:30.0,,,75-76,3,P. Mills makes 3-pt shot from 25 ft
0:19.0,Offensive foul by J. Lauvergne,,75-76,,
0:19.0,Turnover by J. Lauvergne (offensive foul),,75-76,,
0:19.0,,,75-76,,K. Leonard enters the game for D. Lee
0:19.0,A. Roberson enters the game for A. Morrow,,75-76,,
0:07.0,,,75-78,2,K. Leonard makes 2-pt shot from 19 ft
0:07.0,,,75-78,,Shooting foul by A. Roberson (drawn by K. Leonard)
0:07.0,,,75-79,1,K. Leonard makes free throw 1 of 1
0:07.0,,,75-78,,D. Lee enters the game for D. Bertans
0:07.0,,,75-78,,D. Green enters the game for P. Mills
0:07.0,A. Morrow enters the game for A. Roberson,,75-78,,
0:02.0,,,75-79,,Personal foul by D. Green (drawn by V. Oladipo)
0:01.0,J. Lauvergne misses 2-pt shot from 2 ft,,75-79,,
0:00.0,,,75-79,,Defensive rebound by J. Simmons
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,75-81,2,D. Bertans makes 2-pt shot from 2 ft (assist by M. Ginobili)
