time,Cleveland,pts.away,score,pts.home,Golden State
7:52.0,Defensive rebound by K. Love,,78-98,,
7:43.0,L. James misses 3-pt shot from 26 ft,,78-98,,
7:43.0,,,78-98,,Defensive rebound by K. Durant
7:39.0,,,78-100,2,D. Green makes 2-pt shot at rim (assist by K. Durant)
7:14.0,D. Williams misses 3-pt shot from 28 ft,,78-100,,
7:14.0,,,78-100,,Defensive rebound by K. Durant
7:01.0,,,78-100,,K. Durant misses 2-pt shot from 8 ft
7:01.0,Defensive rebound by K. Love,,78-100,,
6:45.0,I. Shumpert makes 2-pt shot from 16 ft (assist by L. James),2,80-100,,
6:21.0,,,80-100,,D. Green misses 3-pt shot from 25 ft
6:21.0,Defensive rebound by I. Shumpert,,80-100,,
6:14.0,I. Shumpert misses 3-pt shot from 26 ft,,80-100,,
6:14.0,,,80-100,,Defensive rebound by I. Clark
6:07.0,,,80-100,,Golden State full timeout
6:07.0,K. Irving enters the game for D. Williams,,80-100,,
6:07.0,J. Smith enters the game for I. Shumpert,,80-100,,
6:07.0,,,80-100,,S. Livingston enters the game for K. Thompson
6:07.0,,,80-100,,S. Curry enters the game for A. Iguodala
5:47.0,,,80-100,,I. Clark misses 3-pt shot from 23 ft
5:47.0,Defensive rebound by K. Love,,80-100,,
5:36.0,Offensive foul by K. Love,,80-100,,
5:36.0,Turnover by K. Love (offensive foul),,80-100,,
5:23.0,,,80-102,2,S. Curry makes 2-pt shot from 14 ft
5:11.0,L. James misses 2-pt shot from 2 ft,,80-102,,
5:09.0,Offensive rebound by K. Love,,80-102,,
5:09.0,K. Love makes 2-pt shot from 2 ft,2,82-102,,
4:55.0,,,82-102,,D. Green misses 2-pt shot from 2 ft
4:55.0,Defensive rebound by K. Love,,82-102,,
4:45.0,K. Irving makes 2-pt shot from 2 ft,2,84-102,,
4:20.0,,,84-102,,K. Durant misses 2-pt shot from 13 ft (block by L. James)
4:18.0,Defensive rebound by K. Love,,84-102,,
4:10.0,Turnover by L. James (lost ball; steal by I. Clark),,84-102,,
4:06.0,,,84-105,3,K. Durant makes 3-pt shot from 26 ft (assist by S. Curry)
4:06.0,Cleveland full timeout,,84-105,,
4:06.0,D. Williams enters the game for L. James,,84-105,,
4:06.0,R. Jefferson enters the game for K. Love,,84-105,,
4:06.0,D. Williams enters the game for J. Smith,,84-105,,
4:06.0,D. Jones enters the game for K. Irving,,84-105,,
4:06.0,,,84-105,,K. Thompson enters the game for I. Clark
3:58.0,D. Williams misses 2-pt shot from 17 ft,,84-105,,
3:58.0,,,84-105,,Defensive rebound by S. Curry
3:44.0,,,84-108,3,K. Durant makes 3-pt shot from 23 ft (assist by S. Curry)
3:26.0,D. Jones makes 3-pt shot from 26 ft (assist by K. Korver),3,87-108,,
3:12.0,,,87-108,,S. Livingston misses 2-pt shot from 3 ft
3:12.0,Defensive rebound by D. Williams,,87-108,,
3:04.0,D. Williams misses 2-pt shot from 2 ft,,87-108,,
3:04.0,Offensive rebound by Team,,87-108,,
3:04.0,,,87-108,,Loose ball foul by K. Thompson (drawn by D. Jones)
3:04.0,,,87-108,,I. Clark enters the game for S. Curry
3:01.0,Turnover by R. Jefferson (bad pass; steal by S. Livingston),,87-108,,
2:43.0,,,87-108,,D. Green misses 2-pt shot from 7 ft
2:43.0,Defensive rebound by K. Korver,,87-108,,
2:34.0,R. Jefferson misses 3-pt shot from 26 ft,,87-108,,
2:34.0,,,87-108,,Defensive rebound by S. Livingston
2:27.0,,,87-108,,S. Livingston misses 2-pt shot from 15 ft
2:27.0,Defensive rebound by K. Korver,,87-108,,
2:16.0,Shooting foul by D. Green (drawn by D. Jones),,87-108,,
2:16.0,D. Jones makes free throw 1 of 2,1,88-108,,
2:16.0,D. Jones makes free throw 2 of 2,1,89-108,,
2:16.0,,,88-108,,J. McAdoo enters the game for K. Durant
2:16.0,,,88-108,,M. Barnes enters the game for D. Green
2:16.0,,,88-108,,P. McCaw enters the game for K. Thompson
2:16.0,I. Shumpert enters the game for R. Jefferson,,88-108,,
2:16.0,J. Jones enters the game for K. Korver,,88-108,,
1:56.0,,,89-110,2,J. McAdoo makes 2-pt shot from 2 ft (assist by M. Barnes)
1:43.0,J. Jones misses 3-pt shot from 25 ft,,89-110,,
1:43.0,,,89-110,,Defensive rebound by P. McCaw
1:18.0,,,89-113,3,M. Barnes makes 3-pt shot from 27 ft (assist by S. Livingston)
1:02.0,D. Williams misses 2-pt shot from 11 ft,,89-113,,
1:02.0,,,89-113,,Defensive rebound by P. McCaw
0:44.0,,,89-113,,P. McCaw misses 3-pt shot from 26 ft
0:44.0,Defensive rebound by D. Williams,,89-113,,
0:36.0,D. Jones misses 3-pt shot from 24 ft,,89-113,,
0:35.0,,,89-113,,Defensive rebound by P. McCaw
0:16.0,,,89-113,,M. Barnes misses 2-pt shot from 23 ft
0:15.0,Defensive rebound by I. Shumpert,,89-113,,
0:11.0,Shooting foul by J. McAdoo (drawn by D. Jones),,89-113,,
0:11.0,D. Jones makes free throw 1 of 2,1,90-113,,
0:11.0,D. Jones makes free throw 2 of 2,1,91-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
