time,Minnesota,pts.away,score,pts.home,Golden State
0:42.0,,,48-51,,K. Durant misses 3-pt shot from 26 ft
0:41.0,,,48-51,,Offensive rebound by K. Thompson
0:39.0,,,48-51,,K. Thompson misses 3-pt shot from 27 ft
0:37.0,,,48-51,,Offensive rebound by K. Durant
0:36.0,,,48-53,2,K. Durant makes 2-pt shot from 6 ft
0:17.0,A. Wiggins misses 3-pt shot from 24 ft,,48-53,,
0:16.0,,,48-53,,Defensive rebound by J. McGee
0:08.0,,,48-53,,Golden State full timeout
0:08.0,,,48-53,,S. Curry enters the game for S. Livingston
0:01.0,,,48-56,3,K. Durant makes 3-pt shot from 29 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,48-56,,Turnover by K. Durant (step out of bounds)
11:33.0,Shooting foul by K. Durant (drawn by A. Wiggins),,48-56,,
11:33.0,A. Wiggins misses free throw 1 of 2,,48-56,,
11:33.0,Offensive rebound by Team,,48-56,,
11:33.0,A. Wiggins makes free throw 2 of 2,1,49-56,,
11:19.0,,,49-56,,K. Thompson misses 2-pt shot from 19 ft
11:18.0,Defensive rebound by A. Wiggins,,49-56,,
11:07.0,Turnover by A. Wiggins (bad pass; steal by K. Looney),,49-56,,
11:00.0,,,49-58,2,K. Thompson makes 2-pt shot from 16 ft
10:46.0,,,49-58,,Def 3 sec tech foul by Z. Pachulia
10:46.0,R. Rubio makes technical free throw,1,50-58,,
10:29.0,Turnover by Team (shot clock),,50-58,,
10:10.0,,,50-58,,Z. Pachulia misses 2-pt shot from 6 ft
10:08.0,,,50-58,,Offensive rebound by K. Looney
10:08.0,,,50-58,,K. Looney misses 2-pt shot from 2 ft
10:07.0,Defensive rebound by A. Wiggins,,50-58,,
9:49.0,K. Towns misses 2-pt shot from 1 ft,,50-58,,
9:48.0,Offensive rebound by K. Towns,,50-58,,
9:42.0,K. Towns misses 3-pt shot from 24 ft,,50-58,,
9:42.0,,,50-58,,Defensive rebound by K. Durant
9:30.0,,,50-61,3,S. Curry makes 3-pt shot from 29 ft (assist by K. Durant)
9:30.0,Minnesota full timeout,,50-61,,
9:12.0,Z. LaVine misses 2-pt shot from 3 ft (block by Z. Pachulia),,50-61,,
9:11.0,,,50-61,,Defensive rebound by K. Thompson
9:05.0,,,50-61,,K. Thompson misses 3-pt shot from 29 ft
9:04.0,,,50-61,,Offensive rebound by Z. Pachulia
9:04.0,,,50-61,,Z. Pachulia misses 2-pt shot from 1 ft
9:03.0,,,50-61,,Offensive rebound by S. Curry
8:53.0,,,50-64,3,K. Durant makes 3-pt shot from 26 ft (assist by S. Curry)
8:34.0,A. Wiggins misses 3-pt shot from 30 ft,,50-64,,
8:33.0,Offensive rebound by K. Towns,,50-64,,
8:25.0,Z. LaVine makes 3-pt shot from 24 ft (assist by G. Dieng),3,53-64,,
8:06.0,,,53-66,2,S. Curry makes 2-pt shot from 20 ft
7:56.0,G. Dieng misses 2-pt shot from 13 ft,,53-66,,
7:55.0,,,53-66,,Defensive rebound by K. Looney
7:51.0,,,53-66,,Turnover by K. Thompson (palming)
7:37.0,Z. LaVine makes 3-pt shot from 23 ft (assist by R. Rubio),3,56-66,,
7:24.0,,,56-68,2,K. Looney makes 2-pt shot at rim (assist by K. Durant)
7:00.0,Z. LaVine misses 3-pt shot from 25 ft,,56-68,,
7:00.0,,,56-68,,Defensive rebound by Team
7:00.0,Loose ball foul by G. Dieng (drawn by K. Looney),,56-68,,
6:49.0,,,56-68,,S. Curry misses 2-pt shot from 15 ft
6:48.0,Defensive rebound by G. Dieng,,56-68,,
6:41.0,R. Rubio makes 2-pt shot from 1 ft,2,58-68,,
6:26.0,,,58-71,3,K. Durant makes 3-pt shot from 26 ft (assist by K. Looney)
6:15.0,G. Dieng misses 2-pt shot from 2 ft (block by K. Durant),,58-71,,
6:14.0,Offensive rebound by Team,,58-71,,
6:06.0,Z. LaVine misses 2-pt shot from 16 ft,,58-71,,
6:06.0,,,58-71,,Defensive rebound by K. Durant
5:55.0,,,58-71,,Turnover by K. Durant (lost ball; steal by K. Towns)
5:50.0,Z. LaVine makes 2-pt shot at rim (assist by K. Towns),2,60-71,,
5:35.0,,,60-71,,K. Thompson misses 2-pt shot from 20 ft
5:35.0,Defensive rebound by G. Dieng,,60-71,,
5:26.0,Z. LaVine makes 2-pt shot from 2 ft,2,62-71,,
5:17.0,,,62-71,,Golden State full timeout
5:17.0,,,62-71,,J. McGee enters the game for K. Looney
5:17.0,,,62-71,,A. Iguodala enters the game for Z. Pachulia
5:06.0,,,62-74,3,K. Thompson makes 3-pt shot from 26 ft (assist by A. Iguodala)
4:40.0,G. Dieng makes 2-pt shot from 17 ft (assist by Z. LaVine),2,64-74,,
4:28.0,,,64-76,2,J. McGee makes 2-pt shot at rim (assist by S. Curry)
4:11.0,A. Wiggins misses 2-pt shot from 3 ft (block by J. McGee),,64-76,,
4:10.0,,,64-76,,Defensive rebound by K. Thompson
4:07.0,,,64-76,,Turnover by A. Iguodala (bad pass)
4:07.0,C. Aldrich enters the game for G. Dieng,,64-76,,
3:56.0,K. Towns makes 3-pt shot from 25 ft (assist by R. Rubio),3,67-76,,
3:37.0,,,67-76,,K. Thompson misses 3-pt shot from 25 ft
3:35.0,Defensive rebound by Z. LaVine,,67-76,,
3:26.0,K. Towns misses 3-pt shot from 28 ft,,67-76,,
3:26.0,,,67-76,,Defensive rebound by K. Thompson
3:14.0,,,67-76,,A. Iguodala misses 2-pt shot from 4 ft
3:12.0,,,67-76,,Offensive rebound by J. McGee
3:12.0,,,67-78,2,J. McGee makes 2-pt shot from 1 ft
3:05.0,Z. LaVine makes 2-pt shot from 1 ft (assist by R. Rubio),2,69-78,,
2:55.0,,,69-80,2,S. Curry makes 2-pt shot from 9 ft (assist by K. Durant)
2:42.0,,,69-80,,Personal foul by K. Thompson (drawn by Z. LaVine)
2:42.0,N. Bjelica enters the game for K. Towns,,69-80,,
2:42.0,,,69-80,,P. McCaw enters the game for K. Thompson
2:42.0,K. Dunn enters the game for R. Rubio,,69-80,,
2:30.0,A. Wiggins makes 2-pt shot at rim,2,71-80,,
2:09.0,,,71-82,2,S. Curry makes 2-pt shot from 3 ft
1:53.0,Turnover by Z. LaVine (bad pass; steal by A. Iguodala),,71-82,,
1:48.0,,,71-84,2,S. Curry makes 2-pt shot from 2 ft (assist by A. Iguodala)
1:48.0,Minnesota full timeout,,71-84,,
1:48.0,,,71-84,,S. Livingston enters the game for K. Durant
1:28.0,N. Bjelica misses 2-pt shot from 6 ft,,71-84,,
1:27.0,,,71-84,,Defensive rebound by J. McGee
1:16.0,,,71-87,3,S. Curry makes 3-pt shot from 23 ft (assist by J. McGee)
1:00.0,,,71-87,,Personal foul by S. Curry (drawn by A. Wiggins)
1:00.0,T. Jones enters the game for Z. LaVine,,71-87,,
0:49.0,K. Dunn makes 2-pt shot from 18 ft,2,73-87,,
0:36.0,,,73-90,3,S. Curry makes 3-pt shot from 29 ft
0:22.0,N. Bjelica misses 3-pt shot from 26 ft,,73-90,,
0:22.0,,,73-90,,Defensive rebound by S. Curry
0:03.0,,,73-90,,S. Curry misses 3-pt shot from 27 ft
0:01.0,Defensive rebound by T. Jones,,73-90,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,N. Bjelica makes 2-pt shot from 1 ft (assist by A. Wiggins),2,75-90,,
11:24.0,,,75-90,,S. Livingston misses 2-pt shot from 15 ft
11:23.0,,,75-90,,Offensive rebound by S. Livingston
11:09.0,,,75-90,,K. Thompson misses 2-pt shot from 23 ft
11:08.0,Defensive rebound by T. Jones,,75-90,,
11:02.0,Turnover by T. Jones (bad pass; steal by A. Iguodala),,75-90,,
10:54.0,,,75-90,,Turnover by A. Iguodala (bad pass)
10:54.0,S. Muhammad enters the game for A. Wiggins,,75-90,,
10:42.0,T. Jones makes 2-pt shot from 16 ft,2,77-90,,
10:26.0,,,77-90,,Turnover by J. McGee (lost ball; steal by K. Dunn)
10:20.0,Turnover by N. Bjelica (lost ball; steal by P. McCaw),,77-90,,
10:04.0,,,77-90,,S. Livingston misses 2-pt shot from 12 ft
10:02.0,,,77-90,,Offensive rebound by J. McGee
10:02.0,,,77-90,,J. McGee misses 2-pt shot from 2 ft
10:02.0,,,77-90,,Offensive rebound by P. McCaw
10:02.0,Loose ball foul by C. Aldrich (drawn by P. McCaw),,77-90,,
10:02.0,,,77-90,,D. West enters the game for P. McCaw
10:02.0,,,77-90,,K. Durant enters the game for J. McGee
9:54.0,,,77-92,2,K. Thompson makes 2-pt shot from 2 ft
9:38.0,Shooting foul by A. Iguodala (drawn by S. Muhammad),,77-92,,
9:38.0,S. Muhammad makes free throw 1 of 2,1,78-92,,
9:38.0,S. Muhammad makes free throw 2 of 2,1,79-92,,
9:38.0,G. Dieng enters the game for C. Aldrich,,78-92,,
9:16.0,,,79-92,,S. Livingston misses 2-pt shot from 13 ft
9:16.0,,,79-92,,Offensive rebound by Team
9:16.0,Personal foul by S. Muhammad (drawn by D. West),,79-92,,
9:16.0,Z. LaVine enters the game for K. Dunn,,79-92,,
9:07.0,,,79-94,2,K. Thompson makes 2-pt shot from 1 ft (assist by D. West)
8:49.0,S. Muhammad misses 3-pt shot from 26 ft,,79-94,,
8:48.0,,,79-94,,Defensive rebound by D. West
8:44.0,,,79-94,,S. Livingston misses 2-pt shot from 1 ft
8:43.0,Defensive rebound by S. Muhammad,,79-94,,
8:43.0,Turnover by S. Muhammad (bad pass),,79-94,,
8:43.0,Official timeout,,79-94,,
8:43.0,K. Towns enters the game for N. Bjelica,,79-94,,
8:43.0,,,79-94,,P. McCaw enters the game for A. Iguodala
8:30.0,,,79-94,,Turnover by D. West (bad pass; steal by K. Towns)
8:09.0,Z. LaVine makes 3-pt shot from 29 ft (assist by T. Jones),3,82-94,,
7:47.0,,,82-94,,K. Thompson misses 3-pt shot from 24 ft
7:46.0,Defensive rebound by Z. LaVine,,82-94,,
7:38.0,Z. LaVine misses 3-pt shot from 25 ft,,82-94,,
7:38.0,,,82-94,,Defensive rebound by S. Livingston
7:24.0,,,82-96,2,D. West makes 2-pt shot from 1 ft (assist by K. Thompson)
7:06.0,,,82-96,,Personal foul by S. Livingston (drawn by S. Muhammad)
7:06.0,S. Muhammad makes free throw 1 of 2,1,83-96,,
7:06.0,S. Muhammad makes free throw 2 of 2,1,84-96,,
7:06.0,,,83-96,,S. Curry enters the game for K. Thompson
6:46.0,,,84-98,2,P. McCaw makes 2-pt shot from 22 ft (assist by D. West)
6:24.0,T. Jones makes 3-pt shot from 24 ft (assist by S. Muhammad),3,87-98,,
6:06.0,,,87-98,,K. Durant misses 2-pt shot from 17 ft
6:05.0,Defensive rebound by Z. LaVine,,87-98,,
5:59.0,Z. LaVine makes 2-pt shot from 1 ft,2,89-98,,
5:38.0,,,89-98,,Shooting foul by Z. LaVine (drawn by K. Durant)
5:38.0,,,89-98,,Golden State full timeout
5:38.0,,,89-99,1,K. Durant makes free throw 1 of 2
5:38.0,,,89-100,1,K. Durant makes free throw 2 of 2
5:38.0,A. Wiggins enters the game for S. Muhammad,,89-98,,
5:38.0,,,89-98,,Z. Pachulia enters the game for D. West
5:23.0,Turnover by A. Wiggins (traveling),,89-100,,
5:03.0,,,89-102,2,S. Curry makes 2-pt shot from 2 ft
4:46.0,A. Wiggins misses 2-pt shot from 18 ft,,89-102,,
4:46.0,,,89-102,,Defensive rebound by P. McCaw
4:38.0,,,89-102,,Turnover by K. Durant (traveling)
4:26.0,A. Wiggins misses 2-pt shot from 2 ft (block by K. Durant),,89-102,,
4:25.0,Offensive rebound by K. Towns,,89-102,,
4:05.0,A. Wiggins misses 3-pt shot from 29 ft,,89-102,,
4:04.0,Offensive rebound by K. Towns,,89-102,,
4:03.0,K. Towns makes 2-pt shot from 3 ft,2,91-102,,
4:03.0,Shooting foul by Z. Pachulia (drawn by K. Towns),,91-102,,
4:03.0,K. Towns makes free throw 1 of 1,1,92-102,,
4:03.0,,,91-102,,K. Thompson enters the game for P. McCaw
3:59.0,Personal foul by Z. LaVine (drawn by S. Curry),,92-102,,
3:47.0,,,92-102,,S. Curry misses 3-pt shot from 26 ft
3:46.0,Defensive rebound by G. Dieng,,92-102,,
3:27.0,G. Dieng makes 2-pt shot from 8 ft (assist by Z. LaVine),2,94-102,,
3:21.0,,,94-102,,Turnover by S. Curry (lost ball; steal by K. Towns)
3:09.0,K. Towns misses 3-pt shot from 25 ft,,94-102,,
3:09.0,,,94-102,,Defensive rebound by Team
2:46.0,,,94-104,2,S. Livingston makes 2-pt shot from 1 ft
2:32.0,Turnover by Z. LaVine (bad pass; steal by Z. Pachulia),,94-104,,
2:27.0,,,94-107,3,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry)
2:27.0,Minnesota full timeout,,94-107,,
2:13.0,Z. LaVine misses 2-pt shot from 3 ft (block by K. Durant),,94-107,,
2:13.0,Offensive rebound by Team,,94-107,,
2:03.0,K. Towns misses 3-pt shot from 26 ft,,94-107,,
2:02.0,Offensive rebound by Team,,94-107,,
2:00.0,Z. LaVine makes 3-pt shot from 28 ft (assist by T. Jones),3,97-107,,
1:50.0,,,97-107,,Shooting foul by G. Dieng (drawn by Z. Pachulia)
1:50.0,,,97-108,1,Z. Pachulia makes free throw 1 of 2
1:50.0,,,97-109,1,Z. Pachulia makes free throw 2 of 2
1:37.0,Z. LaVine misses 3-pt shot from 25 ft,,97-109,,
1:37.0,Offensive rebound by G. Dieng,,97-109,,
1:36.0,G. Dieng makes 2-pt shot at rim,2,99-109,,
1:23.0,,,99-111,2,K. Durant makes 2-pt shot from 9 ft
1:23.0,Minnesota full timeout,,99-111,,
1:19.0,G. Dieng makes 3-pt shot from 25 ft (assist by K. Towns),3,102-111,,
1:13.0,,,102-111,,Golden State full timeout
1:09.0,,,102-111,,Turnover by S. Curry (traveling)
0:58.0,Z. LaVine misses 2-pt shot from 2 ft,,102-111,,
0:57.0,,,102-111,,Defensive rebound by S. Livingston
0:51.0,Personal foul by Z. LaVine (drawn by S. Curry),,102-111,,
0:51.0,,,102-112,1,S. Curry makes free throw 1 of 2
