time,Oklahoma City,pts.away,score,pts.home,Orlando
9:32.0,,,24-20,,Shooting foul by S. Christon (drawn by D. Augustin)
9:32.0,,,24-21,1,D. Augustin makes free throw 1 of 2
9:32.0,,,24-22,1,D. Augustin makes free throw 2 of 2
9:09.0,E. Kanter misses 2-pt shot from 12 ft,,24-22,,
9:08.0,,,24-22,,Defensive rebound by B. Biyombo
8:52.0,,,24-24,2,E. Fournier makes 2-pt shot from 10 ft (assist by D. Augustin)
8:33.0,E. Kanter misses 2-pt shot from 10 ft,,24-24,,
8:31.0,,,24-24,,Defensive rebound by M. Hezonja
8:20.0,,,24-24,,E. Fournier misses 3-pt shot from 24 ft
8:19.0,,,24-24,,Offensive rebound by B. Biyombo
8:08.0,,,24-24,,Turnover by D. Augustin (bad pass; steal by A. Abrines)
8:04.0,Shooting foul by E. Fournier (drawn by D. Sabonis),,24-24,,
8:04.0,Official timeout,,24-24,,
8:04.0,D. Sabonis misses free throw 1 of 2,,24-24,,
8:04.0,Offensive rebound by Team,,24-24,,
8:04.0,D. Sabonis makes free throw 2 of 2,1,25-24,,
8:04.0,R. Westbrook enters the game for V. Oladipo,,24-24,,
8:04.0,D. McDermott enters the game for A. Abrines,,24-24,,
8:04.0,,,24-24,,T. Ross enters the game for E. Fournier
7:42.0,,,25-26,2,B. Biyombo makes 2-pt shot from 2 ft (assist by M. Hezonja)
7:31.0,Turnover by R. Westbrook (bad pass),,25-26,,
7:19.0,,,25-28,2,M. Hezonja makes 2-pt shot at rim
6:58.0,D. Sabonis misses 2-pt shot from 6 ft (block by B. Biyombo),,25-28,,
6:57.0,,,25-28,,Defensive rebound by J. Meeks
6:48.0,,,25-30,2,T. Ross makes 2-pt shot from 7 ft
6:35.0,E. Kanter misses 2-pt shot from 3 ft (block by B. Biyombo),,25-30,,
6:33.0,,,25-30,,Defensive rebound by D. Augustin
6:30.0,,,25-30,,J. Meeks misses 3-pt shot from 27 ft
6:28.0,,,25-30,,Offensive rebound by B. Biyombo
6:13.0,,,25-32,2,D. Augustin makes 2-pt shot from 22 ft
5:58.0,D. Sabonis makes 3-pt shot from 24 ft (assist by R. Westbrook),3,28-32,,
5:41.0,,,28-34,2,T. Ross makes 2-pt shot at rim (assist by D. Augustin)
5:29.0,R. Westbrook makes 3-pt shot from 26 ft,3,31-34,,
5:14.0,,,31-36,2,M. Hezonja makes 2-pt shot from 20 ft (assist by T. Ross)
5:04.0,Oklahoma City full timeout,,31-36,,
5:04.0,V. Oladipo enters the game for D. Sabonis,,31-36,,
5:04.0,T. Gibson enters the game for S. Christon,,31-36,,
5:04.0,A. Roberson enters the game for D. McDermott,,31-36,,
5:00.0,R. Westbrook misses 2-pt shot from 3 ft (block by M. Hezonja),,31-36,,
5:00.0,Offensive rebound by Team,,31-36,,
4:53.0,R. Westbrook makes 2-pt shot from 18 ft,2,33-36,,
4:35.0,,,33-36,,J. Meeks misses 2-pt shot from 3 ft
4:34.0,Defensive rebound by V. Oladipo,,33-36,,
4:27.0,V. Oladipo makes 2-pt shot from 16 ft,2,35-36,,
4:08.0,,,35-36,,M. Hezonja misses 3-pt shot from 25 ft
4:07.0,,,35-36,,Offensive rebound by B. Biyombo
4:05.0,,,35-38,2,B. Biyombo makes 2-pt shot from 4 ft
3:53.0,Turnover by R. Westbrook (bad pass),,35-38,,
3:53.0,S. Adams enters the game for E. Kanter,,35-38,,
3:53.0,,,35-38,,E. Payton enters the game for D. Augustin
3:39.0,,,35-38,,T. Ross misses 2-pt shot from 20 ft
3:37.0,,,35-38,,Offensive rebound by E. Payton
3:36.0,,,35-38,,Shooting foul by A. Roberson (drawn by B. Biyombo)
3:36.0,,,35-39,1,B. Biyombo makes free throw 1 of 2
3:36.0,,,35-40,1,B. Biyombo makes free throw 2 of 2
3:36.0,,,35-39,,E. Fournier enters the game for J. Meeks
3:36.0,,,35-39,,A. Gordon enters the game for M. Hezonja
3:21.0,Shooting foul by T. Ross (drawn by R. Westbrook),,35-40,,
3:21.0,R. Westbrook makes free throw 1 of 2,1,36-40,,
3:21.0,R. Westbrook makes free throw 2 of 2,1,37-40,,
3:11.0,,,37-42,2,B. Biyombo makes 2-pt shot at rim (assist by E. Payton)
2:52.0,T. Gibson misses 2-pt shot from 7 ft,,37-42,,
2:51.0,,,37-42,,Defensive rebound by B. Biyombo
2:45.0,,,37-42,,Orlando full timeout
2:34.0,,,37-42,,Turnover by E. Payton (lost ball; steal by R. Westbrook)
2:30.0,,,37-42,,Violation by B. Biyombo (def goaltending)
2:30.0,R. Westbrook makes 2-pt shot from 3 ft,2,39-42,,
2:07.0,,,39-45,3,A. Gordon makes 3-pt shot from 25 ft (assist by B. Biyombo)
1:50.0,V. Oladipo misses 3-pt shot from 26 ft,,39-45,,
1:49.0,Offensive rebound by S. Adams,,39-45,,
1:31.0,R. Westbrook makes 3-pt shot from 25 ft,3,42-45,,
1:23.0,,,42-47,2,E. Fournier makes 2-pt shot from 1 ft
1:04.0,R. Westbrook misses 3-pt shot from 25 ft,,42-47,,
1:03.0,,,42-47,,Defensive rebound by B. Biyombo
0:54.0,,,42-49,2,B. Biyombo makes 2-pt shot from 2 ft (assist by E. Fournier)
0:35.0,S. Adams makes 2-pt shot from 7 ft (assist by R. Westbrook),2,44-49,,
0:13.0,,,44-49,,E. Fournier misses 2-pt shot from 5 ft (block by A. Roberson)
0:11.0,Defensive rebound by A. Roberson,,44-49,,
0:07.0,Oklahoma City full timeout,,44-49,,
0:07.0,D. McDermott enters the game for A. Roberson,,44-49,,
0:07.0,A. Abrines enters the game for T. Gibson,,44-49,,
0:07.0,,,44-49,,M. Hezonja enters the game for E. Payton
0:01.0,R. Westbrook misses 2-pt shot from 1 ft,,44-49,,
0:00.0,,,44-49,,Defensive rebound by B. Biyombo
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,44-52,3,T. Ross makes 3-pt shot from 25 ft (assist by N. Vucevic)
11:32.0,Shooting foul by A. Gordon (drawn by R. Westbrook),,44-52,,
11:32.0,R. Westbrook makes free throw 1 of 2,1,45-52,,
11:32.0,R. Westbrook makes free throw 2 of 2,1,46-52,,
11:12.0,,,46-52,,T. Ross misses 2-pt shot from 10 ft
11:11.0,,,46-52,,Offensive rebound by N. Vucevic
11:08.0,,,46-54,2,E. Fournier makes 2-pt shot from 3 ft
11:08.0,,,46-54,,Shooting foul by A. Roberson (drawn by E. Fournier)
11:08.0,,,46-55,1,E. Fournier makes free throw 1 of 1
11:08.0,A. Abrines enters the game for A. Roberson,,46-54,,
10:48.0,S. Adams makes 2-pt shot from 11 ft (assist by A. Abrines),2,48-55,,
10:25.0,,,48-57,2,A. Gordon makes 2-pt shot from 16 ft
10:09.0,T. Gibson misses 2-pt shot from 3 ft,,48-57,,
10:08.0,,,48-57,,Defensive rebound by E. Payton
9:59.0,,,48-57,,A. Gordon misses 3-pt shot from 26 ft
9:57.0,Defensive rebound by R. Westbrook,,48-57,,
9:50.0,A. Abrines misses 3-pt shot from 26 ft,,48-57,,
9:47.0,,,48-57,,Defensive rebound by N. Vucevic
9:42.0,,,48-57,,E. Payton misses 2-pt shot from 7 ft
9:41.0,Defensive rebound by S. Adams,,48-57,,
9:27.0,A. Abrines misses 2-pt shot from 8 ft,,48-57,,
9:26.0,,,48-57,,Defensive rebound by N. Vucevic
9:13.0,,,48-57,,Turnover by T. Ross (bad pass; steal by T. Gibson)
9:11.0,,,48-57,,Personal foul by T. Ross (drawn by R. Westbrook)
9:11.0,A. Roberson enters the game for A. Abrines,,48-57,,
8:59.0,V. Oladipo misses 2-pt shot from 7 ft (block by N. Vucevic),,48-57,,
8:58.0,,,48-57,,Defensive rebound by A. Gordon
8:53.0,Personal foul by R. Westbrook (drawn by E. Fournier),,48-57,,
8:42.0,,,48-59,2,N. Vucevic makes 2-pt shot from 20 ft (assist by E. Fournier)
8:25.0,R. Westbrook makes 3-pt shot from 25 ft (assist by A. Roberson),3,51-59,,
8:10.0,,,51-62,3,E. Fournier makes 3-pt shot from 27 ft (assist by A. Gordon)
7:55.0,T. Gibson misses 2-pt shot from 16 ft,,51-62,,
7:54.0,Offensive rebound by S. Adams,,51-62,,
7:53.0,Shooting foul by E. Fournier (drawn by S. Adams),,51-62,,
7:53.0,S. Adams misses free throw 1 of 2,,51-62,,
7:53.0,Offensive rebound by Team,,51-62,,
7:53.0,S. Adams misses free throw 2 of 2,,51-62,,
7:53.0,Offensive rebound by A. Roberson,,51-62,,
7:53.0,A. Roberson misses 2-pt shot from 3 ft,,51-62,,
7:51.0,,,51-62,,Defensive rebound by A. Gordon
7:37.0,,,51-65,3,T. Ross makes 3-pt shot from 24 ft (assist by E. Fournier)
7:36.0,Oklahoma City full timeout,,51-65,,
7:27.0,R. Westbrook misses 2-pt shot from 17 ft,,51-65,,
7:25.0,,,51-65,,Defensive rebound by N. Vucevic
7:04.0,,,51-65,,E. Payton misses 2-pt shot from 19 ft
7:03.0,Defensive rebound by V. Oladipo,,51-65,,
6:53.0,R. Westbrook misses 3-pt shot from 25 ft,,51-65,,
6:52.0,,,51-65,,Defensive rebound by N. Vucevic
6:36.0,,,51-68,3,E. Fournier makes 3-pt shot from 27 ft
6:26.0,,,51-68,,Personal foul by E. Payton (drawn by R. Westbrook)
6:26.0,E. Kanter enters the game for T. Gibson,,51-68,,
6:21.0,Turnover by S. Adams (bad pass; steal by E. Fournier),,51-68,,
6:15.0,Personal foul by V. Oladipo (drawn by A. Gordon),,51-68,,
6:05.0,,,51-68,,E. Fournier misses 3-pt shot from 24 ft
6:04.0,,,51-68,,Offensive rebound by A. Gordon
6:02.0,,,51-70,2,A. Gordon makes 2-pt shot from 2 ft
5:40.0,A. Roberson misses 3-pt shot from 25 ft,,51-70,,
5:35.0,,,51-70,,Defensive rebound by N. Vucevic
5:23.0,,,51-70,,T. Ross misses 3-pt shot from 25 ft
5:22.0,Defensive rebound by E. Kanter,,51-70,,
5:14.0,R. Westbrook misses 3-pt shot from 25 ft,,51-70,,
5:13.0,,,51-70,,Defensive rebound by N. Vucevic
5:06.0,,,51-70,,Shooting foul by V. Oladipo (drawn by E. Fournier)
5:06.0,,,51-71,1,E. Fournier makes free throw 1 of 2
5:06.0,,,51-72,1,E. Fournier makes free throw 2 of 2
5:06.0,A. Abrines enters the game for V. Oladipo,,51-71,,
5:06.0,J. Grant enters the game for S. Adams,,51-71,,
4:55.0,E. Kanter makes 2-pt shot from 3 ft (assist by R. Westbrook),2,53-72,,
4:38.0,,,53-72,,Turnover by E. Fournier (bad pass; steal by A. Roberson)
4:32.0,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook),2,55-72,,
4:18.0,,,55-72,,N. Vucevic misses 2-pt shot from 16 ft
4:17.0,Defensive rebound by E. Kanter,,55-72,,
4:09.0,A. Abrines makes 3-pt shot from 23 ft (assist by R. Westbrook),3,58-72,,
4:09.0,,,58-72,,Orlando full timeout
3:59.0,,,58-72,,E. Fournier misses 2-pt shot from 2 ft
3:58.0,Defensive rebound by E. Kanter,,58-72,,
3:51.0,J. Grant misses 3-pt shot from 24 ft,,58-72,,
3:50.0,Offensive rebound by J. Grant,,58-72,,
3:47.0,J. Grant misses 2-pt shot from 2 ft (block by A. Gordon),,58-72,,
3:45.0,,,58-72,,Defensive rebound by E. Fournier
3:35.0,Personal foul by R. Westbrook (drawn by E. Payton),,58-72,,
3:35.0,,,58-72,,E. Payton misses free throw 1 of 2
3:35.0,,,58-72,,Offensive rebound by Team
3:35.0,,,58-73,1,E. Payton makes free throw 2 of 2
3:35.0,V. Oladipo enters the game for A. Roberson,,58-72,,
3:35.0,,,58-72,,M. Hezonja enters the game for T. Ross
3:26.0,R. Westbrook makes 2-pt shot at rim,2,60-73,,
3:09.0,,,60-75,2,E. Payton makes 2-pt shot from 3 ft
3:09.0,Oklahoma City full timeout,,60-75,,
3:05.0,R. Westbrook misses 2-pt shot from 3 ft,,60-75,,
3:04.0,,,60-75,,Defensive rebound by E. Payton
2:58.0,,,60-77,2,E. Payton makes 2-pt shot from 2 ft
2:44.0,A. Abrines makes 3-pt shot from 25 ft,3,63-77,,
2:21.0,,,63-79,2,E. Payton makes 2-pt shot from 3 ft
2:10.0,R. Westbrook misses 3-pt shot from 24 ft,,63-79,,
2:08.0,,,63-79,,Defensive rebound by E. Payton
2:05.0,,,63-79,,Shooting foul by A. Abrines (drawn by E. Payton)
2:05.0,,,63-79,,E. Payton misses free throw 1 of 2
2:05.0,,,63-79,,Offensive rebound by Team
2:05.0,,,63-80,1,E. Payton makes free throw 2 of 2
2:05.0,,,63-79,,B. Biyombo enters the game for N. Vucevic
1:59.0,E. Kanter makes 2-pt shot from 5 ft (assist by R. Westbrook),2,65-80,,
1:59.0,Shooting foul by B. Biyombo (drawn by E. Kanter),,65-80,,
1:59.0,E. Kanter misses free throw 1 of 1,,65-80,,
1:58.0,,,65-80,,Defensive rebound by A. Gordon
1:49.0,,,65-80,,Turnover by E. Payton (lost ball; steal by R. Westbrook)
1:42.0,Shooting foul by A. Gordon (drawn by R. Westbrook),,65-80,,
1:42.0,R. Westbrook makes free throw 1 of 2,1,66-80,,
1:42.0,R. Westbrook makes free throw 2 of 2,1,67-80,,
1:23.0,,,67-80,,E. Payton misses 2-pt shot from 1 ft
1:22.0,Defensive rebound by R. Westbrook,,67-80,,
1:11.0,E. Kanter makes 2-pt shot at rim (assist by J. Grant),2,69-80,,
0:51.0,,,69-80,,J. Meeks enters the game for A. Gordon
0:49.0,,,69-80,,Turnover by E. Fournier (bad pass; steal by A. Abrines)
0:49.0,,,69-80,,Personal take foul by J. Meeks (drawn by R. Westbrook)
0:49.0,R. Westbrook misses free throw 1 of 2,,69-80,,
0:49.0,Offensive rebound by Team,,69-80,,
0:49.0,R. Westbrook makes free throw 2 of 2,1,70-80,,
0:33.0,,,70-82,2,E. Fournier makes 2-pt shot from 19 ft (assist by E. Payton)
0:28.0,Shooting foul by B. Biyombo (drawn by E. Kanter),,70-82,,
0:28.0,E. Kanter makes free throw 1 of 2,1,71-82,,
0:28.0,E. Kanter makes free throw 2 of 2,1,72-82,,
0:08.0,,,72-82,,E. Fournier misses 3-pt shot from 25 ft
0:07.0,,,72-82,,Offensive rebound by M. Hezonja
0:02.0,,,72-82,,B. Biyombo misses 2-pt shot from 3 ft
0:01.0,,,72-82,,Offensive rebound by B. Biyombo
0:00.0,,,72-82,,E. Payton misses 2-pt shot from 12 ft
0:00.0,,,72-82,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,Shooting foul by J. Meeks (drawn by E. Kanter),,72-82,,
11:46.0,E. Kanter makes free throw 1 of 2,1,73-82,,
11:46.0,E. Kanter makes free throw 2 of 2,1,74-82,,
11:29.0,,,74-82,,J. Meeks misses 2-pt shot from 20 ft
11:28.0,Defensive rebound by E. Kanter,,74-82,,
11:17.0,A. Abrines misses 3-pt shot from 25 ft,,74-82,,
11:16.0,,,74-82,,Defensive rebound by D. Augustin
11:10.0,,,74-82,,J. Meeks misses 3-pt shot from 25 ft
11:09.0,Defensive rebound by E. Kanter,,74-82,,
10:53.0,Turnover by E. Kanter (lost ball; steal by D. Augustin),,74-82,,
10:45.0,,,74-82,,D. Augustin misses 2-pt shot from 3 ft
10:44.0,Defensive rebound by J. Grant,,74-82,,
10:40.0,Shooting foul by B. Biyombo (drawn by J. Grant),,74-82,,
10:40.0,J. Grant misses free throw 1 of 2,,74-82,,
10:40.0,Offensive rebound by Team,,74-82,,
10:40.0,J. Grant misses free throw 2 of 2,,74-82,,
10:39.0,,,74-82,,Defensive rebound by M. Hezonja
10:15.0,,,74-82,,D. Augustin misses 3-pt shot from 25 ft
10:13.0,Defensive rebound by E. Kanter,,74-82,,
10:01.0,V. Oladipo misses 2-pt shot from 19 ft,,74-82,,
10:00.0,,,74-82,,Defensive rebound by B. Biyombo
9:45.0,,,74-82,,Turnover by D. Augustin (lost ball; steal by N. Cole)
9:45.0,,,74-82,,Personal foul by D. Augustin (drawn by N. Cole)
9:38.0,N. Cole misses 2-pt shot from 18 ft,,74-82,,
9:38.0,,,74-82,,Defensive rebound by Team
9:38.0,Personal foul by E. Kanter (drawn by B. Biyombo),,74-82,,
9:21.0,,,74-82,,Shooting foul by N. Cole (drawn by D. Augustin)
9:21.0,,,74-83,1,D. Augustin makes free throw 1 of 2
9:21.0,,,74-84,1,D. Augustin makes free throw 2 of 2
9:08.0,V. Oladipo misses 2-pt shot from 15 ft,,74-84,,
9:08.0,,,74-84,,Defensive rebound by Team
8:53.0,,,74-84,,B. Biyombo misses 2-pt shot from 3 ft (block by J. Grant)
8:51.0,Defensive rebound by V. Oladipo,,74-84,,
8:49.0,Shooting foul by J. Meeks (drawn by V. Oladipo),,74-84,,
8:49.0,Official timeout,,74-84,,
8:49.0,V. Oladipo makes free throw 1 of 2,1,75-84,,
8:49.0,V. Oladipo makes free throw 2 of 2,1,76-84,,
8:49.0,A. Roberson enters the game for J. Grant,,74-84,,
8:49.0,,,74-84,,N. Vucevic enters the game for D. Augustin
8:49.0,,,74-84,,A. Gordon enters the game for B. Biyombo
8:49.0,,,74-84,,E. Payton enters the game for M. Hezonja
8:35.0,,,76-87,3,T. Ross makes 3-pt shot from 25 ft (assist by J. Meeks)
8:20.0,E. Kanter makes 2-pt shot from 2 ft,2,78-87,,
8:20.0,Shooting foul by N. Vucevic (drawn by E. Kanter),,78-87,,
8:20.0,E. Kanter makes free throw 1 of 1,1,79-87,,
8:20.0,S. Christon enters the game for V. Oladipo,,78-87,,
8:07.0,,,79-87,,T. Ross misses 3-pt shot from 26 ft
8:06.0,Defensive rebound by E. Kanter,,79-87,,
7:53.0,E. Kanter misses 2-pt shot from 14 ft,,79-87,,
7:52.0,,,79-87,,Defensive rebound by A. Gordon
7:45.0,,,79-87,,Shooting foul by A. Roberson (drawn by A. Gordon)
7:45.0,,,79-88,1,A. Gordon makes free throw 1 of 2
7:45.0,,,79-89,1,A. Gordon makes free throw 2 of 2
7:45.0,R. Westbrook enters the game for N. Cole,,79-88,,
7:30.0,R. Westbrook misses 3-pt shot from 25 ft,,79-89,,
7:28.0,Offensive rebound by A. Abrines,,79-89,,
7:28.0,A. Abrines misses 2-pt shot from 1 ft,,79-89,,
7:26.0,,,79-89,,Defensive rebound by N. Vucevic
7:20.0,,,79-89,,Shooting foul by A. Abrines (drawn by E. Payton)
7:20.0,,,79-89,,E. Payton misses free throw 1 of 2
7:20.0,,,79-89,,Offensive rebound by Team
7:20.0,,,79-89,,E. Payton misses free throw 2 of 2
7:20.0,V. Oladipo enters the game for A. Abrines,,79-89,,
7:20.0,,,79-89,,E. Fournier enters the game for J. Meeks
7:18.0,Defensive rebound by R. Westbrook,,79-89,,
7:09.0,E. Kanter misses 2-pt shot from 14 ft,,79-89,,
7:08.0,,,79-89,,Defensive rebound by N. Vucevic
6:54.0,,,79-91,2,T. Ross makes 2-pt shot from 2 ft (assist by E. Payton)
6:40.0,V. Oladipo misses 3-pt shot from 25 ft,,79-91,,
6:39.0,,,79-91,,Defensive rebound by T. Ross
6:18.0,,,79-93,2,N. Vucevic makes 2-pt shot from 8 ft (assist by E. Fournier)
6:16.0,Oklahoma City full timeout,,79-93,,
6:16.0,J. Grant enters the game for S. Christon,,79-93,,
