time,Portland,pts.away,score,pts.home,Memphis
7:28.0,Defensive rebound by A. Aminu,,10-6,,
7:20.0,A. Aminu makes 3-pt shot from 24 ft (assist by D. Lillard),3,13-6,,
7:05.0,,,13-6,,M. Conley misses 2-pt shot from 7 ft
7:02.0,Defensive rebound by D. Lillard,,13-6,,
6:53.0,Turnover by M. Plumlee (lost ball; steal by T. Allen),,13-6,,
6:53.0,Personal foul by M. Plumlee (drawn by T. Allen),,13-6,,
6:53.0,,,13-6,,J. Ennis enters the game for C. Parsons
6:36.0,,,13-8,2,M. Gasol makes 2-pt shot from 2 ft (assist by M. Conley)
6:23.0,Shooting foul by T. Allen (drawn by D. Lillard),,13-8,,
6:23.0,D. Lillard makes free throw 1 of 2,1,14-8,,
6:23.0,D. Lillard makes free throw 2 of 2,1,15-8,,
6:09.0,,,15-8,,M. Gasol misses 2-pt shot from 2 ft
6:08.0,Defensive rebound by C. McCollum,,15-8,,
5:59.0,M. Harkless misses 3-pt shot from 23 ft,,15-8,,
5:57.0,,,15-8,,Defensive rebound by M. Conley
5:48.0,,,15-10,2,M. Gasol makes 2-pt shot from 22 ft (assist by M. Conley)
5:32.0,D. Lillard makes 3-pt shot from 31 ft,3,18-10,,
5:07.0,,,18-12,2,T. Allen makes 2-pt shot from 6 ft (assist by M. Conley)
4:54.0,M. Harkless makes 2-pt shot at rim (assist by A. Aminu),2,20-12,,
4:48.0,,,20-12,,Memphis full timeout
4:48.0,E. Turner enters the game for M. Harkless,,20-12,,
4:48.0,E. Davis enters the game for M. Plumlee,,20-12,,
4:48.0,A. Crabbe enters the game for C. McCollum,,20-12,,
4:48.0,,,20-12,,V. Carter enters the game for M. Gasol
4:48.0,,,20-12,,Z. Randolph enters the game for T. Allen
4:32.0,,,20-15,3,V. Carter makes 3-pt shot from 26 ft (assist by M. Conley)
4:16.0,D. Lillard misses 3-pt shot from 28 ft,,20-15,,
4:16.0,,,20-15,,Defensive rebound by Team
4:03.0,,,20-17,2,V. Carter makes 2-pt shot from 23 ft (assist by Z. Randolph)
3:46.0,A. Crabbe misses 2-pt shot from 20 ft,,20-17,,
3:46.0,,,20-17,,Defensive rebound by J. Green
3:32.0,,,20-17,,V. Carter misses 2-pt shot from 11 ft
3:31.0,,,20-17,,Offensive rebound by Team
3:31.0,Loose ball foul by E. Davis (drawn by J. Green),,20-17,,
3:31.0,,,20-17,,A. Harrison enters the game for M. Conley
3:20.0,,,20-17,,J. Green misses 2-pt shot from 22 ft
3:20.0,Defensive rebound by Team,,20-17,,
3:20.0,,,20-17,,Loose ball foul by J. Ennis (drawn by D. Lillard)
3:05.0,A. Aminu makes 2-pt shot at rim,2,22-17,,
2:57.0,Personal foul by D. Lillard (drawn by A. Harrison),,22-17,,
2:57.0,Portland full timeout,,22-17,,
2:57.0,,,22-17,,J. Martin enters the game for J. Green
2:46.0,,,22-17,,Turnover by V. Carter (bad pass; steal by E. Turner)
2:43.0,,,22-17,,Inbound foul by A. Harrison
2:43.0,D. Lillard makes free throw 1 of 1,1,23-17,,
2:30.0,D. Lillard misses 2-pt shot from 20 ft,,23-17,,
2:28.0,,,23-17,,Defensive rebound by Z. Randolph
2:13.0,,,23-17,,Shooting foul by E. Davis (drawn by Z. Randolph)
2:13.0,,,23-18,1,Z. Randolph makes free throw 1 of 2
2:13.0,,,23-19,1,Z. Randolph makes free throw 2 of 2
2:13.0,C. McCollum enters the game for D. Lillard,,23-18,,
1:52.0,Turnover by A. Crabbe (bad pass),,23-19,,
1:36.0,,,23-19,,V. Carter misses 3-pt shot from 23 ft
1:36.0,,,23-19,,Offensive rebound by Team
1:36.0,Loose ball foul by E. Davis (drawn by J. Martin),,23-19,,
1:36.0,,,23-19,,J. Martin misses free throw 1 of 2
1:36.0,,,23-19,,Offensive rebound by Team
1:36.0,,,23-20,1,J. Martin makes free throw 2 of 2
1:36.0,M. Leonard enters the game for E. Davis,,23-19,,
1:36.0,M. Harkless enters the game for A. Aminu,,23-19,,
1:19.0,M. Harkless misses 2-pt shot from 1 ft (block by J. Martin),,23-20,,
1:19.0,Offensive rebound by Team,,23-20,,
1:13.0,Turnover by M. Harkless (lost ball),,23-20,,
1:06.0,,,23-20,,Offensive foul by V. Carter
1:06.0,,,23-20,,Turnover by V. Carter (offensive foul)
0:43.0,M. Harkless misses 2-pt shot from 9 ft,,23-20,,
0:41.0,,,23-20,,Defensive rebound by V. Carter
0:37.0,,,23-20,,Shooting foul by C. McCollum (drawn by A. Harrison)
0:37.0,,,23-21,1,A. Harrison makes free throw 1 of 2
0:37.0,,,23-22,1,A. Harrison makes free throw 2 of 2
0:27.0,C. McCollum makes 2-pt shot from 19 ft,2,25-22,,
0:05.0,,,25-22,,V. Carter misses 3-pt shot from 26 ft
0:04.0,Defensive rebound by Team,,25-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,Turnover by E. Turner (bad pass; steal by A. Harrison),,25-22,,
11:43.0,,,25-22,,A. Harrison misses 2-pt shot from 1 ft
11:41.0,,,25-22,,Offensive rebound by J. Martin
11:40.0,,,25-22,,J. Martin misses 2-pt shot from 1 ft (block by M. Leonard)
11:40.0,,,25-22,,Offensive rebound by J. Martin
11:40.0,Personal foul by E. Turner (drawn by J. Martin),,25-22,,
11:40.0,,,25-23,1,J. Martin makes free throw 1 of 2
11:40.0,,,25-24,1,J. Martin makes free throw 2 of 2
11:16.0,C. McCollum misses 2-pt shot from 2 ft,,25-24,,
11:16.0,,,25-24,,Defensive rebound by Z. Randolph
11:00.0,Personal foul by M. Harkless (drawn by J. Martin),,25-24,,
10:48.0,,,25-24,,J. Martin misses 2-pt shot from 2 ft
10:46.0,Defensive rebound by M. Harkless,,25-24,,
10:35.0,M. Leonard misses 2-pt shot from 15 ft,,25-24,,
10:34.0,,,25-24,,Defensive rebound by A. Harrison
10:25.0,,,25-24,,Z. Randolph misses 2-pt shot from 22 ft
10:25.0,Defensive rebound by M. Harkless,,25-24,,
10:16.0,M. Harkless misses 3-pt shot from 25 ft,,25-24,,
10:14.0,,,25-24,,Defensive rebound by Z. Randolph
10:03.0,,,25-26,2,Z. Randolph makes 2-pt shot from 16 ft (assist by V. Carter)
9:37.0,M. Leonard makes 3-pt shot from 25 ft (assist by E. Turner),3,28-26,,
9:25.0,Personal foul by M. Leonard (drawn by Z. Randolph),,28-26,,
9:25.0,,,28-26,,C. Parsons enters the game for J. Martin
9:25.0,N. Vonleh enters the game for M. Harkless,,28-26,,
9:16.0,,,28-26,,A. Harrison misses 2-pt shot from 2 ft (block by C. McCollum)
9:15.0,Defensive rebound by A. Crabbe,,28-26,,
9:13.0,C. McCollum misses 2-pt shot from 1 ft (block by C. Parsons),,28-26,,
9:13.0,Offensive rebound by Team,,28-26,,
9:04.0,Turnover by E. Turner (bad pass),,28-26,,
8:48.0,,,28-26,,J. Ennis misses 2-pt shot from 1 ft
8:45.0,Defensive rebound by M. Leonard,,28-26,,
8:40.0,C. McCollum misses 2-pt shot from 1 ft,,28-26,,
8:38.0,,,28-26,,Defensive rebound by J. Ennis
8:28.0,,,28-26,,C. Parsons misses 2-pt shot from 5 ft (block by E. Turner)
8:25.0,Defensive rebound by N. Vonleh,,28-26,,
8:14.0,A. Crabbe makes 3-pt shot from 23 ft (assist by C. McCollum),3,31-26,,
8:06.0,,,31-26,,Memphis full timeout
8:06.0,,,31-26,,J. Green enters the game for V. Carter
8:06.0,,,31-26,,M. Conley enters the game for A. Harrison
7:58.0,,,31-26,,Offensive foul by C. Parsons
7:58.0,,,31-26,,Turnover by C. Parsons (offensive foul)
7:39.0,M. Leonard misses 2-pt shot from 12 ft,,31-26,,
7:38.0,,,31-26,,Defensive rebound by J. Green
7:28.0,,,31-28,2,Z. Randolph makes 2-pt shot from 16 ft (assist by M. Conley)
7:09.0,C. McCollum misses 3-pt shot from 26 ft,,31-28,,
7:09.0,,,31-28,,Defensive rebound by Z. Randolph
6:57.0,,,31-31,3,Z. Randolph makes 3-pt shot from 26 ft (assist by M. Conley)
6:56.0,Portland full timeout,,31-31,,
6:56.0,M. Plumlee enters the game for C. McCollum,,31-31,,
6:56.0,D. Lillard enters the game for M. Leonard,,31-31,,
6:56.0,A. Aminu enters the game for N. Vonleh,,31-31,,
6:56.0,,,31-31,,M. Gasol enters the game for Z. Randolph
6:56.0,,,31-31,,T. Allen enters the game for J. Ennis
6:42.0,,,31-31,,Violation by M. Gasol (kicked ball)
6:32.0,A. Crabbe makes 3-pt shot from 23 ft (assist by E. Turner),3,34-31,,
6:16.0,Personal foul by E. Turner (drawn by M. Gasol),,34-31,,
6:08.0,,,34-31,,C. Parsons misses 3-pt shot from 25 ft
6:08.0,Defensive rebound by D. Lillard,,34-31,,
6:02.0,A. Crabbe misses 2-pt shot from 22 ft,,34-31,,
6:01.0,,,34-31,,Defensive rebound by T. Allen
6:01.0,Personal foul by A. Crabbe (drawn by T. Allen),,34-31,,
6:01.0,,,34-32,1,T. Allen makes free throw 1 of 2
6:01.0,,,34-33,1,T. Allen makes free throw 2 of 2
5:51.0,Turnover by D. Lillard (bad pass; steal by T. Allen),,34-33,,
5:48.0,,,34-33,,Shooting foul by M. Plumlee (drawn by M. Conley)
5:48.0,Technical foul by M. Plumlee (drawn by M. Conley),,34-33,,
5:48.0,,,34-34,1,M. Conley makes technical free throw
5:48.0,,,34-35,1,M. Conley makes free throw 1 of 2
5:48.0,,,34-36,1,M. Conley makes free throw 2 of 2
5:33.0,Turnover by D. Lillard (bad pass; steal by M. Gasol),,34-36,,
5:11.0,,,34-36,,J. Green misses 3-pt shot from 24 ft
5:10.0,Defensive rebound by M. Plumlee,,34-36,,
5:03.0,Shooting foul by M. Gasol (drawn by D. Lillard),,34-36,,
5:03.0,D. Lillard makes free throw 1 of 2,1,35-36,,
5:03.0,D. Lillard makes free throw 2 of 2,1,36-36,,
4:57.0,,,36-36,,Offensive foul by J. Green
4:57.0,,,36-36,,Turnover by J. Green (offensive foul)
4:44.0,D. Lillard makes 2-pt shot from 1 ft,2,38-36,,
4:20.0,,,38-38,2,M. Gasol makes 2-pt shot from 12 ft
4:07.0,A. Aminu misses 2-pt shot at rim,,38-38,,
4:05.0,Offensive rebound by A. Aminu,,38-38,,
4:05.0,A. Aminu misses 2-pt shot from 1 ft,,38-38,,
4:03.0,,,38-38,,Defensive rebound by T. Allen
3:55.0,,,38-38,,Shooting foul by M. Plumlee (drawn by M. Gasol)
3:55.0,,,38-38,,M. Gasol misses free throw 1 of 2
3:55.0,,,38-38,,Offensive rebound by Team
3:55.0,,,38-39,1,M. Gasol makes free throw 2 of 2
3:55.0,M. Leonard enters the game for M. Plumlee,,38-38,,
3:55.0,,,38-38,,V. Carter enters the game for C. Parsons
3:55.0,M. Harkless enters the game for E. Turner,,38-38,,
3:55.0,,,38-38,,J. Ennis enters the game for T. Allen
3:34.0,D. Lillard misses 3-pt shot from 25 ft,,38-39,,
3:33.0,,,38-39,,Defensive rebound by J. Green
3:25.0,,,38-39,,M. Conley misses 3-pt shot from 25 ft
3:23.0,Defensive rebound by Team,,38-39,,
3:09.0,M. Harkless makes 3-pt shot from 25 ft (assist by D. Lillard),3,41-39,,
2:47.0,,,41-39,,Shooting foul by M. Harkless (drawn by M. Gasol)
2:47.0,,,41-39,,Memphis full timeout
2:47.0,,,41-40,1,M. Gasol makes free throw 1 of 2
2:47.0,,,41-41,1,M. Gasol makes free throw 2 of 2
2:47.0,C. McCollum enters the game for M. Harkless,,41-39,,
2:28.0,M. Leonard misses 3-pt shot from 26 ft,,41-41,,
2:28.0,,,41-41,,Defensive rebound by Team
2:09.0,,,41-41,,M. Gasol misses 2-pt shot from 9 ft
2:07.0,Defensive rebound by D. Lillard,,41-41,,
1:58.0,A. Aminu misses 3-pt shot from 25 ft,,41-41,,
1:57.0,,,41-41,,Defensive rebound by M. Gasol
1:48.0,,,41-43,2,M. Gasol makes 2-pt shot from 2 ft
1:37.0,D. Lillard misses 2-pt shot from 4 ft (block by J. Green),,41-43,,
1:33.0,,,41-43,,Defensive rebound by M. Conley
1:29.0,,,41-45,2,J. Ennis makes 2-pt shot from 1 ft (assist by J. Green)
1:29.0,Portland full timeout,,41-45,,
1:10.0,A. Aminu makes 2-pt shot from 11 ft (assist by M. Leonard),2,43-45,,
0:51.0,,,43-45,,V. Carter misses 2-pt shot from 1 ft
0:50.0,,,43-45,,Offensive rebound by V. Carter
0:46.0,,,43-45,,V. Carter misses 3-pt shot from 24 ft
0:44.0,Defensive rebound by A. Aminu,,43-45,,
0:41.0,Turnover by A. Aminu (bad pass; steal by M. Conley),,43-45,,
0:39.0,,,43-45,,Shooting foul by M. Leonard (drawn by J. Green)
0:39.0,,,43-45,,J. Green misses free throw 1 of 2
0:39.0,,,43-45,,Offensive rebound by Team
0:39.0,,,43-46,1,J. Green makes free throw 2 of 2
0:39.0,,,43-45,,J. Martin enters the game for M. Gasol
0:33.0,Shooting foul by J. Martin (drawn by D. Lillard),,43-46,,
0:33.0,D. Lillard makes free throw 1 of 2,1,44-46,,
0:33.0,D. Lillard makes free throw 2 of 2,1,45-46,,
0:33.0,,,44-46,,Z. Randolph enters the game for J. Martin
0:25.0,,,45-48,2,M. Conley makes 2-pt shot from 21 ft
0:04.0,Shooting foul by J. Ennis (drawn by D. Lillard),,45-48,,
0:04.0,D. Lillard makes free throw 1 of 2,1,46-48,,
0:04.0,D. Lillard makes free throw 2 of 2,1,47-48,,
0:04.0,N. Vonleh enters the game for M. Leonard,,46-48,,
0:01.0,,,47-51,3,M. Conley makes 3-pt shot from 33 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,M. Plumlee makes 2-pt shot from 15 ft,2,49-51,,
11:21.0,,,49-53,2,M. Gasol makes 2-pt shot from 18 ft (assist by M. Conley)
11:04.0,C. McCollum makes 2-pt shot from 15 ft,2,51-53,,
10:41.0,,,51-53,,C. Parsons misses 2-pt shot from 14 ft
10:39.0,Defensive rebound by M. Plumlee,,51-53,,
10:30.0,C. McCollum misses 3-pt shot from 25 ft,,51-53,,
10:30.0,,,51-53,,Defensive rebound by M. Conley
10:23.0,,,51-55,2,M. Conley makes 2-pt shot from 17 ft
10:02.0,M. Plumlee misses 2-pt shot from 11 ft,,51-55,,
10:01.0,,,51-55,,Defensive rebound by T. Allen
9:48.0,,,51-58,3,M. Gasol makes 3-pt shot from 27 ft (assist by J. Green)
9:33.0,D. Lillard misses 3-pt shot from 26 ft,,51-58,,
9:33.0,,,51-58,,Defensive rebound by C. Parsons
9:17.0,,,51-61,3,T. Allen makes 3-pt shot from 23 ft (assist by M. Gasol)
9:16.0,Portland full timeout,,51-61,,
8:59.0,,,51-61,,Personal foul by J. Green (drawn by A. Aminu)
8:54.0,Shooting foul by J. Green (drawn by M. Plumlee),,51-61,,
8:54.0,M. Plumlee makes free throw 1 of 2,1,52-61,,
8:54.0,M. Plumlee makes free throw 2 of 2,1,53-61,,
8:33.0,,,53-61,,M. Gasol misses 2-pt shot from 8 ft
8:32.0,,,53-61,,Offensive rebound by J. Green
8:31.0,,,53-63,2,J. Green makes 2-pt shot from 2 ft
8:10.0,C. McCollum makes 2-pt shot from 20 ft,2,55-63,,
7:49.0,,,55-63,,Turnover by T. Allen (bad pass; steal by A. Aminu)
7:36.0,Turnover by A. Aminu (lost ball),,55-63,,
7:26.0,,,55-63,,Turnover by M. Gasol (lost ball; steal by M. Plumlee)
7:20.0,M. Harkless makes 2-pt shot from 1 ft (assist by M. Plumlee),2,57-63,,
7:06.0,,,57-63,,M. Gasol misses 2-pt shot from 19 ft
7:06.0,Defensive rebound by D. Lillard,,57-63,,
6:59.0,M. Harkless misses 3-pt shot from 23 ft,,57-63,,
6:57.0,Offensive rebound by D. Lillard,,57-63,,
6:54.0,M. Plumlee makes 2-pt shot at rim (assist by D. Lillard),2,59-63,,
6:54.0,,,59-63,,Memphis full timeout
6:54.0,,,59-63,,J. Ennis enters the game for C. Parsons
6:30.0,,,59-66,3,J. Ennis makes 3-pt shot from 24 ft
6:10.0,C. McCollum makes 3-pt shot from 26 ft (assist by M. Plumlee),3,62-66,,
5:47.0,,,62-66,,M. Gasol misses 2-pt shot from 17 ft
5:47.0,,,62-66,,Offensive rebound by J. Green
5:29.0,,,62-68,2,M. Gasol makes 2-pt shot from 6 ft
5:12.0,D. Lillard misses 3-pt shot from 23 ft,,62-68,,
5:12.0,Offensive rebound by M. Harkless,,62-68,,
4:55.0,M. Harkless makes 2-pt shot from 2 ft (assist by D. Lillard),2,64-68,,
4:43.0,,,64-68,,J. Green misses 3-pt shot from 26 ft
4:42.0,Defensive rebound by M. Plumlee,,64-68,,
4:28.0,D. Lillard makes 3-pt shot from 26 ft (assist by C. McCollum),3,67-68,,
4:08.0,,,67-68,,Shooting foul by M. Plumlee (drawn by M. Gasol)
4:08.0,,,67-68,,M. Gasol misses free throw 1 of 2
4:08.0,,,67-68,,Offensive rebound by Team
4:08.0,,,67-69,1,M. Gasol makes free throw 2 of 2
4:08.0,A. Crabbe enters the game for C. McCollum,,67-68,,
4:08.0,E. Turner enters the game for M. Harkless,,67-68,,
4:08.0,,,67-68,,V. Carter enters the game for T. Allen
4:08.0,,,67-68,,A. Harrison enters the game for M. Conley
4:08.0,E. Davis enters the game for M. Plumlee,,67-68,,
3:54.0,Shooting foul by A. Harrison (drawn by D. Lillard),,67-69,,
3:54.0,D. Lillard makes free throw 1 of 2,1,68-69,,
3:54.0,D. Lillard makes free throw 2 of 2,1,69-69,,
3:54.0,,,68-69,,Z. Randolph enters the game for M. Gasol
3:42.0,,,69-71,2,V. Carter makes 2-pt shot from 19 ft (assist by Z. Randolph)
3:32.0,Shooting foul by V. Carter (drawn by E. Davis),,69-71,,
3:32.0,E. Davis makes free throw 1 of 2,1,70-71,,
3:32.0,E. Davis makes free throw 2 of 2,1,71-71,,
3:12.0,,,71-73,2,Z. Randolph makes 2-pt shot from 7 ft
2:51.0,Shooting foul by J. Ennis (drawn by A. Aminu),,71-73,,
2:51.0,A. Aminu misses free throw 1 of 2,,71-73,,
2:51.0,Offensive rebound by Team,,71-73,,
2:51.0,A. Aminu makes free throw 2 of 2,1,72-73,,
2:36.0,,,72-73,,Turnover by Z. Randolph (bad pass)
2:16.0,Turnover by D. Lillard (traveling),,72-73,,
2:16.0,Violation by Team (jump ball),,72-73,,
1:59.0,Personal foul by D. Lillard (drawn by A. Harrison),,72-73,,
1:59.0,C. McCollum enters the game for D. Lillard,,72-73,,
1:59.0,M. Harkless enters the game for A. Aminu,,72-73,,
1:54.0,,,72-73,,A. Harrison misses 3-pt shot from 27 ft
1:53.0,Defensive rebound by E. Davis,,72-73,,
1:40.0,C. McCollum misses 2-pt shot from 14 ft,,72-73,,
1:37.0,,,72-73,,Defensive rebound by Z. Randolph
1:21.0,,,72-73,,Z. Randolph misses 2-pt shot from 6 ft
1:20.0,Defensive rebound by C. McCollum,,72-73,,
1:13.0,,,72-73,,Personal foul by Z. Randolph (drawn by C. McCollum)
1:13.0,C. McCollum makes free throw 1 of 2,1,73-73,,
1:13.0,C. McCollum makes free throw 2 of 2,1,74-73,,
1:13.0,,,73-73,,J. Martin enters the game for J. Green
0:52.0,,,74-73,,Turnover by J. Martin (lost ball)
0:38.0,Turnover by C. McCollum (bad pass; steal by V. Carter),,74-73,,
0:31.0,,,74-73,,J. Ennis misses 3-pt shot from 23 ft
0:31.0,,,74-73,,Offensive rebound by Team
0:31.0,Loose ball foul by A. Crabbe (drawn by V. Carter),,74-73,,
0:31.0,,,74-74,1,V. Carter makes free throw 1 of 2
0:31.0,,,74-75,1,V. Carter makes free throw 2 of 2
0:31.0,,,74-74,,J. Green enters the game for Z. Randolph
0:22.0,,,74-75,,Personal foul by J. Martin (drawn by C. McCollum)
0:22.0,C. McCollum makes free throw 1 of 2,1,75-75,,
0:22.0,C. McCollum makes free throw 2 of 2,1,76-75,,
0:22.0,,,75-75,,Z. Randolph enters the game for J. Green
0:03.0,,,76-77,2,A. Harrison makes 2-pt shot from 5 ft
0:03.0,,,76-77,,Shooting foul by A. Crabbe (drawn by A. Harrison)
0:03.0,,,76-77,,A. Harrison misses free throw 1 of 1
0:03.0,Defensive rebound by E. Davis,,76-77,,
0:03.0,,,76-77,,J. Green enters the game for Z. Randolph
0:00.0,C. McCollum misses 3-pt shot from 46 ft,,76-77,,
0:00.0,Offensive rebound by Team,,76-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,76-79,2,J. Ennis makes 2-pt shot at rim (assist by A. Harrison)
11:25.0,E. Davis misses 2-pt shot from 2 ft,,76-79,,
11:23.0,Offensive rebound by M. Harkless,,76-79,,
11:23.0,M. Harkless makes 2-pt shot from 1 ft,2,78-79,,
11:01.0,,,78-79,,C. Parsons misses 3-pt shot from 26 ft
11:00.0,Defensive rebound by A. Crabbe,,78-79,,
10:48.0,M. Harkless makes 2-pt shot from 2 ft (assist by E. Turner),2,80-79,,
10:32.0,,,80-79,,Z. Randolph misses 2-pt shot from 1 ft
10:30.0,Defensive rebound by E. Davis,,80-79,,
10:23.0,C. McCollum makes 2-pt shot from 2 ft,2,82-79,,
9:58.0,,,82-79,,A. Harrison misses 3-pt shot from 25 ft
9:58.0,Defensive rebound by A. Crabbe,,82-79,,
9:49.0,C. McCollum makes 2-pt shot from 19 ft,2,84-79,,
9:49.0,,,84-79,,Memphis full timeout
9:42.0,,,84-79,,Shooting foul by C. McCollum (drawn by A. Harrison)
9:42.0,,,84-79,,A. Harrison misses free throw 1 of 2
9:42.0,,,84-79,,Offensive rebound by Team
9:42.0,,,84-80,1,A. Harrison makes free throw 2 of 2
9:24.0,C. McCollum misses 3-pt shot from 27 ft,,84-80,,
9:24.0,,,84-80,,Defensive rebound by Z. Randolph
9:01.0,,,84-80,,Z. Randolph misses 2-pt shot from 14 ft
8:58.0,,,84-80,,Offensive rebound by V. Carter
8:58.0,,,84-82,2,V. Carter makes 2-pt shot at rim
8:35.0,M. Harkless misses 2-pt shot from 21 ft,,84-82,,
8:35.0,,,84-82,,Defensive rebound by A. Harrison
8:18.0,,,84-84,2,Z. Randolph makes 2-pt shot from 2 ft
8:00.0,C. McCollum makes 2-pt shot at rim,2,86-84,,
7:40.0,,,86-86,2,Z. Randolph makes 2-pt shot from 4 ft
7:16.0,M. Harkless makes 3-pt shot from 24 ft (assist by E. Turner),3,89-86,,
6:51.0,,,89-86,,C. Parsons misses 2-pt shot from 19 ft
6:49.0,Defensive rebound by E. Davis,,89-86,,
6:36.0,C. McCollum makes 3-pt shot from 26 ft,3,92-86,,
6:11.0,,,92-86,,A. Harrison misses 2-pt shot from 1 ft
6:11.0,,,92-86,,Offensive rebound by Z. Randolph
6:11.0,,,92-86,,Z. Randolph misses 2-pt shot from 7 ft (block by M. Harkless)
6:10.0,,,92-86,,Offensive rebound by Team
6:10.0,D. Lillard enters the game for A. Crabbe,,92-86,,
6:10.0,A. Aminu enters the game for E. Davis,,92-86,,
6:10.0,M. Plumlee enters the game for E. Turner,,92-86,,
6:10.0,,,92-86,,M. Gasol enters the game for C. Parsons
6:10.0,,,92-86,,T. Allen enters the game for Z. Randolph
6:10.0,,,92-86,,M. Conley enters the game for A. Harrison
5:57.0,,,92-86,,V. Carter misses 3-pt shot from 26 ft
5:57.0,Defensive rebound by M. Plumlee,,92-86,,
5:43.0,C. McCollum makes 3-pt shot from 25 ft (assist by D. Lillard),3,95-86,,
5:28.0,,,95-88,2,M. Conley makes 2-pt shot from 21 ft
5:00.0,A. Aminu misses 2-pt shot from 20 ft,,95-88,,
5:00.0,,,95-88,,Defensive rebound by M. Conley
4:58.0,Personal foul by D. Lillard (drawn by M. Conley),,95-88,,
4:58.0,,,95-88,,Memphis full timeout
4:58.0,,,95-88,,J. Green enters the game for V. Carter
4:49.0,,,95-88,,Shooting foul by C. McCollum (drawn by M. Gasol)
4:49.0,,,95-89,1,M. Gasol makes free throw 1 of 2
4:49.0,,,95-90,1,M. Gasol makes free throw 2 of 2
4:34.0,Turnover by M. Plumlee (bad pass; steal by T. Allen),,95-90,,
4:17.0,,,95-90,,M. Gasol misses 3-pt shot from 27 ft
4:16.0,,,95-90,,Offensive rebound by J. Green
4:14.0,,,95-92,2,J. Green makes 2-pt shot from 1 ft
3:51.0,A. Aminu misses 2-pt shot from 4 ft,,95-92,,
3:50.0,,,95-92,,Defensive rebound by J. Ennis
3:49.0,,,95-92,,Turnover by J. Ennis (lost ball; steal by M. Harkless)
3:45.0,C. McCollum misses 3-pt shot from 24 ft,,95-92,,
3:44.0,,,95-92,,Defensive rebound by M. Gasol
