time,Minnesota,pts.away,score,pts.home,Phoenix
7:20.0,R. Rubio misses 2-pt shot from 22 ft,,11-10,,
7:20.0,Offensive rebound by K. Towns,,11-10,,
7:18.0,Turnover by K. Towns (bad pass; steal by E. Bledsoe),,11-10,,
7:14.0,,,11-12,2,B. Knight makes 2-pt shot from 1 ft (assist by E. Bledsoe)
6:52.0,R. Rubio makes 2-pt shot from 6 ft (assist by K. Towns),2,13-12,,
6:40.0,Violation by G. Dieng (kicked ball),,13-12,,
6:34.0,,,13-14,2,D. Booker makes 2-pt shot from 19 ft (assist by E. Bledsoe)
6:23.0,Z. LaVine makes 2-pt shot at rim,2,15-14,,
6:18.0,,,15-14,,Turnover by A. Len (bad pass; steal by R. Rubio)
6:18.0,,,15-14,,Personal foul by B. Knight (drawn by R. Rubio)
6:05.0,Z. LaVine misses 2-pt shot from 20 ft,,15-14,,
6:03.0,,,15-14,,Defensive rebound by A. Len
5:58.0,,,15-14,,M. Chriss misses 2-pt shot at rim
5:58.0,Defensive rebound by Team,,15-14,,
5:58.0,,,15-14,,Phoenix full timeout
5:58.0,,,15-14,,P. Tucker enters the game for B. Knight
5:44.0,K. Towns misses 3-pt shot from 23 ft,,15-14,,
5:43.0,,,15-14,,Defensive rebound by A. Len
5:26.0,,,15-14,,Turnover by D. Booker (lost ball; steal by R. Rubio)
5:21.0,R. Rubio makes 2-pt shot from 1 ft (assist by K. Towns),2,17-14,,
4:54.0,,,17-14,,E. Bledsoe misses 2-pt shot from 7 ft
4:54.0,,,17-14,,Offensive rebound by Team
4:54.0,,,17-14,,Turnover by Team (shot clock)
4:40.0,K. Towns makes 2-pt shot from 7 ft,2,19-14,,
4:23.0,,,19-16,2,A. Len makes 2-pt shot from 2 ft (assist by D. Booker)
4:07.0,A. Wiggins misses 2-pt shot from 20 ft,,19-16,,
4:06.0,Offensive rebound by K. Towns,,19-16,,
4:01.0,Turnover by K. Towns (bad pass; steal by E. Bledsoe),,19-16,,
3:55.0,,,19-18,2,M. Chriss makes 2-pt shot from 1 ft (assist by E. Bledsoe)
3:38.0,K. Towns makes 2-pt shot at rim (assist by R. Rubio),2,21-18,,
3:24.0,,,21-18,,Phoenix full timeout
3:24.0,,,21-18,,J. Dudley enters the game for M. Chriss
3:24.0,,,21-18,,T. Chandler enters the game for A. Len
3:24.0,B. Rush enters the game for Z. LaVine,,21-18,,
3:14.0,,,21-21,3,E. Bledsoe makes 3-pt shot from 24 ft
2:58.0,K. Towns makes 2-pt shot from 19 ft (assist by B. Rush),2,23-21,,
2:50.0,,,23-21,,Turnover by D. Booker (bad pass; steal by G. Dieng)
2:29.0,A. Wiggins misses 2-pt shot from 19 ft,,23-21,,
2:27.0,,,23-21,,Defensive rebound by J. Dudley
2:21.0,,,23-23,2,T. Chandler makes 2-pt shot at rim (assist by E. Bledsoe)
1:59.0,,,23-23,,Personal foul by P. Tucker (drawn by A. Wiggins)
1:59.0,Minnesota full timeout,,23-23,,
1:59.0,,,23-23,,T. Ulis enters the game for E. Bledsoe
1:59.0,C. Aldrich enters the game for G. Dieng,,23-23,,
1:49.0,Turnover by R. Rubio (lost ball; steal by T. Ulis),,23-23,,
1:39.0,,,23-23,,D. Booker misses 3-pt shot from 28 ft
1:38.0,,,23-23,,Offensive rebound by T. Chandler
1:34.0,,,23-23,,J. Dudley misses 3-pt shot from 25 ft
1:34.0,Defensive rebound by A. Wiggins,,23-23,,
1:18.0,,,23-23,,Personal foul by T. Chandler (drawn by A. Wiggins)
1:18.0,A. Wiggins makes free throw 1 of 2,1,24-23,,
1:18.0,,,24-23,,Technical foul by Team
1:18.0,A. Wiggins makes technical free throw,1,25-23,,
1:18.0,A. Wiggins makes free throw 2 of 2,1,26-23,,
1:18.0,K. Dunn enters the game for R. Rubio,,24-23,,
1:05.0,Personal foul by K. Dunn (drawn by T. Ulis),,26-23,,
1:00.0,Personal foul by A. Wiggins (drawn by D. Booker),,26-23,,
1:00.0,,,26-24,1,D. Booker makes free throw 1 of 2
1:00.0,,,26-25,1,D. Booker makes free throw 2 of 2
0:44.0,A. Wiggins misses 2-pt shot from 22 ft,,26-25,,
0:43.0,Offensive rebound by C. Aldrich,,26-25,,
0:32.0,K. Towns misses 2-pt shot from 12 ft,,26-25,,
0:31.0,Offensive rebound by C. Aldrich,,26-25,,
0:29.0,K. Towns makes 3-pt shot from 23 ft (assist by C. Aldrich),3,29-25,,
0:25.0,,,29-25,,D. Booker misses 2-pt shot from 7 ft
0:24.0,,,29-25,,Offensive rebound by T. Chandler
0:22.0,,,29-27,2,T. Chandler makes 2-pt shot at rim
0:00.0,K. Towns misses 2-pt shot from 20 ft,,29-27,,
0:00.0,Offensive rebound by Team,,29-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:54.0,Violation by K. Dunn (kicked ball),,29-27,,
11:40.0,,,29-27,,Turnover by T. Ulis (bad pass; steal by B. Rush)
11:15.0,K. Towns misses 3-pt shot from 25 ft,,29-27,,
11:15.0,,,29-27,,Defensive rebound by J. Dudley
11:02.0,,,29-27,,J. Dudley misses 2-pt shot from 20 ft
11:02.0,Defensive rebound by K. Towns,,29-27,,
10:41.0,K. Towns misses 2-pt shot from 12 ft,,29-27,,
10:39.0,,,29-27,,Defensive rebound by L. Barbosa
10:26.0,,,29-27,,T. Ulis misses 3-pt shot from 28 ft (block by K. Dunn)
10:25.0,Defensive rebound by Team,,29-27,,
10:25.0,S. Muhammad enters the game for A. Wiggins,,29-27,,
10:25.0,N. Bjelica enters the game for K. Towns,,29-27,,
10:13.0,Shooting foul by T. Chandler (drawn by C. Aldrich),,29-27,,
10:13.0,C. Aldrich makes free throw 1 of 2,1,30-27,,
10:13.0,C. Aldrich makes free throw 2 of 2,1,31-27,,
10:13.0,Z. LaVine enters the game for B. Rush,,30-27,,
10:13.0,,,30-27,,D. Bender enters the game for T. Chandler
10:03.0,,,31-27,,L. Barbosa misses 2-pt shot from 20 ft
10:02.0,,,31-27,,Offensive rebound by L. Barbosa
9:55.0,,,31-27,,L. Barbosa misses 2-pt shot from 21 ft
9:54.0,Defensive rebound by Z. LaVine,,31-27,,
9:47.0,Turnover by Z. LaVine (bad pass; steal by J. Dudley),,31-27,,
9:43.0,,,31-29,2,J. Dudley makes 2-pt shot at rim
9:41.0,,,31-29,,Violation by Team (jump ball)
9:29.0,C. Aldrich misses 2-pt shot from 6 ft,,31-29,,
9:28.0,,,31-29,,Defensive rebound by D. Bender
9:20.0,,,31-31,2,T. Ulis makes 2-pt shot from 9 ft
9:12.0,Z. LaVine makes 2-pt shot from 4 ft,2,33-31,,
8:59.0,,,33-34,3,D. Bender makes 3-pt shot from 26 ft (assist by L. Barbosa)
8:43.0,K. Dunn misses 2-pt shot from 22 ft,,33-34,,
8:43.0,Offensive rebound by Team,,33-34,,
8:43.0,Official timeout,,33-34,,
8:43.0,G. Dieng enters the game for C. Aldrich,,33-34,,
8:36.0,Offensive foul by G. Dieng,,33-34,,
8:36.0,Turnover by G. Dieng (offensive foul),,33-34,,
8:24.0,,,33-34,,Turnover by D. Bender (bad pass; steal by N. Bjelica)
8:19.0,Turnover by Z. LaVine (offensive foul),,33-34,,
8:19.0,Offensive charge foul by Z. LaVine,,33-34,,
8:09.0,Personal block foul by K. Dunn (drawn by T. Ulis),,33-34,,
7:57.0,,,33-34,,Shooting foul by N. Bjelica (drawn by T. Ulis)
7:57.0,,,33-35,1,T. Ulis makes free throw 1 of 2
7:57.0,,,33-36,1,T. Ulis makes free throw 2 of 2
7:40.0,S. Muhammad misses 3-pt shot from 24 ft,,33-36,,
7:39.0,,,33-36,,Defensive rebound by Team
7:15.0,,,33-36,,P. Tucker misses 2-pt shot from 4 ft (block by G. Dieng)
7:14.0,,,33-36,,Offensive rebound by P. Tucker
7:13.0,,,33-36,,L. Barbosa misses 3-pt shot from 27 ft
7:11.0,Defensive rebound by S. Muhammad,,33-36,,
6:55.0,K. Dunn misses 2-pt shot from 20 ft,,33-36,,
6:54.0,Offensive rebound by S. Muhammad,,33-36,,
6:50.0,S. Muhammad misses 2-pt shot from 1 ft,,33-36,,
6:49.0,,,33-36,,Defensive rebound by P. Tucker
6:40.0,,,33-36,,L. Barbosa misses 3-pt shot from 24 ft
6:39.0,Defensive rebound by S. Muhammad,,33-36,,
6:26.0,N. Bjelica misses 3-pt shot from 27 ft,,33-36,,
6:25.0,,,33-36,,Defensive rebound by L. Barbosa
6:11.0,,,33-36,,T. Ulis misses 2-pt shot from 17 ft
6:09.0,Defensive rebound by S. Muhammad,,33-36,,
6:02.0,N. Bjelica misses 3-pt shot from 28 ft,,33-36,,
6:01.0,,,33-36,,Defensive rebound by P. Tucker
5:51.0,,,33-36,,D. Bender misses 3-pt shot from 25 ft
5:50.0,,,33-36,,Offensive rebound by J. Dudley
5:50.0,,,33-38,2,J. Dudley makes 2-pt shot from 2 ft
5:41.0,Minnesota full timeout,,33-38,,
5:41.0,R. Rubio enters the game for K. Dunn,,33-38,,
5:41.0,A. Wiggins enters the game for S. Muhammad,,33-38,,
5:26.0,G. Dieng misses 2-pt shot from 6 ft,,33-38,,
5:25.0,,,33-38,,Defensive rebound by P. Tucker
5:23.0,,,33-38,,Turnover by P. Tucker (bad pass)
5:11.0,G. Dieng misses 2-pt shot from 19 ft,,33-38,,
5:11.0,,,33-38,,Defensive rebound by T. Ulis
4:53.0,,,33-38,,T. Ulis misses 2-pt shot from 4 ft (block by N. Bjelica)
4:52.0,Defensive rebound by Team,,33-38,,
4:52.0,K. Towns enters the game for N. Bjelica,,33-38,,
4:43.0,,,33-38,,Personal foul by J. Dudley (drawn by K. Towns)
4:43.0,,,33-38,,E. Bledsoe enters the game for L. Barbosa
4:43.0,,,33-38,,D. Booker enters the game for T. Ulis
4:43.0,,,33-38,,B. Knight enters the game for P. Tucker
4:39.0,,,33-38,,Personal foul by J. Dudley (drawn by K. Towns)
4:30.0,K. Towns misses 2-pt shot from 5 ft,,33-38,,
4:28.0,Offensive rebound by G. Dieng,,33-38,,
4:28.0,G. Dieng misses 2-pt shot from 2 ft,,33-38,,
4:27.0,,,33-38,,Defensive rebound by J. Dudley
4:16.0,,,33-38,,B. Knight misses 2-pt shot from 2 ft (block by G. Dieng)
4:14.0,Defensive rebound by K. Towns,,33-38,,
4:13.0,Z. LaVine makes 2-pt shot at rim (assist by R. Rubio),2,35-38,,
4:13.0,Shooting foul by D. Booker (drawn by Z. LaVine),,35-38,,
4:13.0,Z. LaVine makes free throw 1 of 1,1,36-38,,
4:13.0,,,35-38,,M. Chriss enters the game for D. Bender
4:13.0,,,35-38,,A. Len enters the game for J. Dudley
4:06.0,,,36-38,,Offensive foul by E. Bledsoe
4:06.0,,,36-38,,Turnover by E. Bledsoe (offensive foul)
3:49.0,A. Wiggins misses 2-pt shot from 20 ft,,36-38,,
3:49.0,,,36-38,,Defensive rebound by E. Bledsoe
3:37.0,Personal block foul by A. Wiggins (drawn by M. Chriss),,36-38,,
3:27.0,,,36-40,2,E. Bledsoe makes 2-pt shot from 2 ft
3:12.0,Turnover by R. Rubio (bad pass; steal by D. Booker),,36-40,,
3:08.0,,,36-40,,Turnover by D. Booker (bad pass; steal by R. Rubio)
3:02.0,G. Dieng misses 2-pt shot from 1 ft (block by A. Len),,36-40,,
3:00.0,,,36-40,,Defensive rebound by E. Bledsoe
2:57.0,,,36-40,,Shooting foul by R. Rubio (drawn by M. Chriss)
2:57.0,,,36-40,,Phoenix full timeout
2:57.0,,,36-41,1,M. Chriss makes free throw 1 of 2
2:57.0,,,36-41,,M. Chriss misses free throw 2 of 2
2:57.0,Defensive rebound by Team,,36-41,,
2:43.0,,,36-41,,Personal foul by A. Len (drawn by A. Wiggins)
2:43.0,A. Wiggins makes free throw 1 of 2,1,37-41,,
2:43.0,A. Wiggins makes free throw 2 of 2,1,38-41,,
2:30.0,,,38-43,2,E. Bledsoe makes 2-pt shot from 10 ft
2:15.0,,,38-43,,Shooting block foul by M. Chriss (drawn by K. Towns)
2:15.0,K. Towns makes free throw 1 of 2,1,39-43,,
2:15.0,K. Towns makes free throw 2 of 2,1,40-43,,
1:59.0,,,40-45,2,M. Chriss makes 2-pt shot from 2 ft (assist by E. Bledsoe)
1:45.0,A. Wiggins makes 2-pt shot from 10 ft,2,42-45,,
1:41.0,,,42-45,,Turnover by A. Len (bad pass; steal by K. Towns)
1:34.0,Shooting foul by D. Booker (drawn by K. Towns),,42-45,,
1:34.0,,,42-45,,Technical foul by D. Booker (drawn by K. Towns)
1:34.0,K. Towns makes technical free throw,1,43-45,,
1:34.0,K. Towns misses free throw 1 of 2,,43-45,,
1:34.0,Offensive rebound by Team,,43-45,,
1:34.0,K. Towns makes free throw 2 of 2,1,44-45,,
1:22.0,Personal foul by Z. LaVine (drawn by E. Bledsoe),,44-45,,
1:22.0,,,44-46,1,E. Bledsoe makes free throw 1 of 2
1:22.0,,,44-47,1,E. Bledsoe makes free throw 2 of 2
1:22.0,T. Jones enters the game for Z. LaVine,,44-46,,
1:00.0,R. Rubio makes 3-pt shot from 27 ft (assist by K. Towns),3,47-47,,
0:49.0,,,47-47,,A. Len misses 2-pt shot from 3 ft (block by G. Dieng)
0:49.0,,,47-47,,Offensive rebound by Team
0:35.0,,,47-50,3,B. Knight makes 3-pt shot from 24 ft (assist by E. Bledsoe)
0:12.0,A. Wiggins misses 3-pt shot from 27 ft,,47-50,,
0:11.0,,,47-50,,Defensive rebound by B. Knight
0:11.0,Personal foul by R. Rubio (drawn by B. Knight),,47-50,,
0:11.0,,,47-51,1,B. Knight makes free throw 1 of 2
0:11.0,,,47-52,1,B. Knight makes free throw 2 of 2
0:03.0,R. Rubio misses 3-pt shot from 24 ft,,47-52,,
0:03.0,,,47-52,,Defensive rebound by A. Len
0:00.0,,,47-52,,A. Len misses 3-pt shot from 68 ft
0:00.0,,,47-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,47-54,2,M. Chriss makes 2-pt shot from 9 ft (assist by E. Bledsoe)
11:29.0,A. Wiggins misses 2-pt shot from 11 ft,,47-54,,
11:28.0,,,47-54,,Defensive rebound by D. Booker
11:08.0,,,47-54,,M. Chriss misses 3-pt shot from 25 ft
11:07.0,Defensive rebound by K. Towns,,47-54,,
10:57.0,Z. LaVine misses 3-pt shot from 25 ft,,47-54,,
10:56.0,,,47-54,,Defensive rebound by A. Len
10:33.0,,,47-54,,M. Chriss misses 3-pt shot from 25 ft
10:32.0,,,47-54,,Offensive rebound by A. Len
10:27.0,,,47-54,,E. Bledsoe misses 3-pt shot from 24 ft
10:27.0,Defensive rebound by R. Rubio,,47-54,,
10:16.0,G. Dieng makes 2-pt shot at rim (assist by R. Rubio),2,49-54,,
9:53.0,,,49-54,,B. Knight misses 2-pt shot from 17 ft
9:52.0,Defensive rebound by K. Towns,,49-54,,
9:43.0,K. Towns misses 2-pt shot from 8 ft,,49-54,,
9:42.0,,,49-54,,Defensive rebound by E. Bledsoe
9:37.0,,,49-56,2,D. Booker makes 2-pt shot from 1 ft (assist by E. Bledsoe)
9:21.0,R. Rubio makes 2-pt shot from 14 ft (assist by G. Dieng),2,51-56,,
9:05.0,,,51-56,,Turnover by E. Bledsoe (bad pass; steal by R. Rubio)
9:03.0,,,51-56,,Loose ball foul by M. Chriss (drawn by R. Rubio)
8:58.0,Offensive foul by K. Towns,,51-56,,
8:58.0,Turnover by K. Towns (offensive foul),,51-56,,
8:42.0,,,51-56,,A. Len misses 2-pt shot from 3 ft (block by G. Dieng)
8:41.0,Defensive rebound by K. Towns,,51-56,,
8:37.0,Turnover by R. Rubio (lost ball; steal by M. Chriss),,51-56,,
8:34.0,,,51-58,2,A. Len makes 2-pt shot at rim (assist by M. Chriss)
8:34.0,Minnesota full timeout,,51-58,,
8:17.0,A. Wiggins misses 2-pt shot from 18 ft,,51-58,,
8:17.0,Offensive rebound by G. Dieng,,51-58,,
8:08.0,Z. LaVine makes 2-pt shot at rim (assist by G. Dieng),2,53-58,,
7:55.0,,,53-60,2,M. Chriss makes 2-pt shot from 4 ft (assist by D. Booker)
7:41.0,G. Dieng misses 2-pt shot from 18 ft,,53-60,,
7:41.0,,,53-60,,Defensive rebound by D. Booker
7:18.0,,,53-60,,D. Booker misses 3-pt shot from 26 ft
7:17.0,,,53-60,,Offensive rebound by A. Len
7:13.0,,,53-60,,E. Bledsoe misses 3-pt shot from 26 ft
7:13.0,Defensive rebound by A. Wiggins,,53-60,,
7:02.0,Shooting foul by E. Bledsoe (drawn by A. Wiggins),,53-60,,
7:02.0,A. Wiggins makes free throw 1 of 2,1,54-60,,
7:02.0,A. Wiggins makes free throw 2 of 2,1,55-60,,
6:45.0,,,55-60,,M. Chriss misses 2-pt shot from 3 ft (block by K. Towns)
6:45.0,,,55-60,,Offensive rebound by Team
6:42.0,,,55-62,2,E. Bledsoe makes 2-pt shot from 1 ft
6:32.0,Shooting foul by E. Bledsoe (drawn by A. Wiggins),,55-62,,
6:32.0,A. Wiggins makes free throw 1 of 2,1,56-62,,
6:32.0,A. Wiggins misses free throw 2 of 2,,56-62,,
6:31.0,,,56-62,,Defensive rebound by M. Chriss
6:18.0,Personal foul by Z. LaVine (drawn by B. Knight),,56-62,,
6:13.0,,,56-64,2,E. Bledsoe makes 2-pt shot from 18 ft
5:57.0,A. Wiggins misses 3-pt shot from 27 ft,,56-64,,
5:57.0,,,56-64,,Defensive rebound by A. Len
5:47.0,,,56-64,,Turnover by D. Booker (bad pass; steal by G. Dieng)
5:41.0,Z. LaVine misses 2-pt shot from 3 ft,,56-64,,
5:39.0,,,56-64,,Defensive rebound by A. Len
5:33.0,,,56-67,3,E. Bledsoe makes 3-pt shot from 27 ft (assist by B. Knight)
5:33.0,Minnesota full timeout,,56-67,,
5:33.0,T. Jones enters the game for Z. LaVine,,56-67,,
5:20.0,R. Rubio misses 2-pt shot from 17 ft,,56-67,,
5:19.0,,,56-67,,Defensive rebound by A. Len
5:07.0,Personal foul by A. Wiggins (drawn by B. Knight),,56-67,,
5:01.0,,,56-69,2,E. Bledsoe makes 2-pt shot from 1 ft
4:53.0,Turnover by K. Towns (offensive foul),,56-69,,
4:53.0,Offensive foul by K. Towns,,56-69,,
4:53.0,,,56-69,,P. Tucker enters the game for D. Booker
4:44.0,,,56-69,,Offensive foul by A. Len
4:44.0,,,56-69,,Turnover by A. Len (offensive foul)
4:32.0,,,56-69,,Personal foul by M. Chriss (drawn by K. Towns)
4:21.0,K. Towns makes 2-pt shot from 12 ft,2,58-69,,
4:04.0,,,58-69,,Turnover by E. Bledsoe (lost ball; steal by T. Jones)
3:59.0,T. Jones misses 2-pt shot from 1 ft (block by M. Chriss),,58-69,,
3:59.0,Offensive rebound by Team,,58-69,,
3:59.0,Offensive foul by R. Rubio,,58-69,,
3:59.0,Turnover by R. Rubio (offensive foul),,58-69,,
3:59.0,,,58-69,,J. Dudley enters the game for M. Chriss
3:43.0,Personal foul by R. Rubio (drawn by J. Dudley),,58-69,,
3:43.0,K. Dunn enters the game for R. Rubio,,58-69,,
3:33.0,,,58-69,,Turnover by A. Len (lost ball; steal by G. Dieng)
3:18.0,K. Towns misses 2-pt shot from 3 ft (block by A. Len),,58-69,,
3:18.0,,,58-69,,Defensive rebound by Team
3:01.0,,,58-69,,E. Bledsoe misses 2-pt shot from 23 ft
3:01.0,Defensive rebound by G. Dieng,,58-69,,
2:53.0,Shooting foul by A. Len (drawn by G. Dieng),,58-69,,
2:53.0,G. Dieng makes free throw 1 of 2,1,59-69,,
2:53.0,G. Dieng makes free throw 2 of 2,1,60-69,,
2:53.0,,,59-69,,T. Chandler enters the game for A. Len
2:41.0,,,60-72,3,P. Tucker makes 3-pt shot from 23 ft (assist by E. Bledsoe)
2:26.0,A. Wiggins makes 2-pt shot from 19 ft,2,62-72,,
2:17.0,N. Bjelica enters the game for K. Towns,,62-72,,
2:17.0,C. Aldrich enters the game for G. Dieng,,62-72,,
2:09.0,,,62-72,,B. Knight misses 3-pt shot from 27 ft
2:09.0,Defensive rebound by N. Bjelica,,62-72,,
2:00.0,K. Dunn makes 3-pt shot from 27 ft,3,65-72,,
2:00.0,,,65-72,,Phoenix full timeout
2:00.0,,,65-72,,D. Booker enters the game for B. Knight
2:00.0,,,65-72,,T. Ulis enters the game for E. Bledsoe
1:42.0,,,65-72,,Turnover by T. Ulis (lost ball; steal by N. Bjelica)
1:36.0,K. Dunn misses 2-pt shot from 3 ft (block by D. Booker),,65-72,,
1:36.0,,,65-72,,Defensive rebound by T. Chandler
1:27.0,,,65-72,,Offensive foul by T. Chandler
1:27.0,,,65-72,,Turnover by T. Chandler (offensive foul)
1:15.0,Shooting foul by J. Dudley (drawn by A. Wiggins),,65-72,,
1:15.0,A. Wiggins makes free throw 1 of 2,1,66-72,,
1:15.0,A. Wiggins makes free throw 2 of 2,1,67-72,,
0:57.0,,,67-72,,D. Booker misses 2-pt shot from 13 ft
0:57.0,Defensive rebound by N. Bjelica,,67-72,,
0:44.0,Turnover by K. Dunn (bad pass; steal by D. Booker),,67-72,,
0:43.0,Personal take foul by C. Aldrich (drawn by D. Booker),,67-72,,
0:32.0,,,67-75,3,D. Booker makes 3-pt shot from 25 ft (assist by T. Ulis)
0:16.0,T. Jones misses 2-pt shot from 2 ft,,67-75,,
0:14.0,,,67-75,,Defensive rebound by T. Chandler
0:02.0,,,67-75,,D. Booker misses 2-pt shot from 2 ft (block by C. Aldrich)
0:00.0,Defensive rebound by Team,,67-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:34.0,A. Wiggins misses 2-pt shot from 20 ft,,67-75,,
11:32.0,,,67-75,,Defensive rebound by J. Dudley
11:08.0,,,67-75,,L. Barbosa misses 2-pt shot from 9 ft
11:07.0,,,67-75,,Offensive rebound by T. Chandler
11:07.0,,,67-77,2,T. Chandler makes 2-pt shot from 2 ft
10:55.0,Turnover by C. Aldrich (lost ball; steal by L. Barbosa),,67-77,,
10:55.0,Personal foul by C. Aldrich (drawn by L. Barbosa),,67-77,,
10:42.0,,,67-77,,T. Ulis misses 2-pt shot from 21 ft
10:41.0,Defensive rebound by C. Aldrich,,67-77,,
10:28.0,N. Bjelica makes 3-pt shot from 27 ft (assist by T. Jones),3,70-77,,
10:03.0,,,70-77,,P. Tucker misses 2-pt shot from 15 ft
10:02.0,Defensive rebound by C. Aldrich,,70-77,,
9:54.0,A. Wiggins misses 2-pt shot from 10 ft,,70-77,,
9:52.0,,,70-77,,Defensive rebound by T. Chandler
9:44.0,,,70-77,,Turnover by T. Ulis (back court)
9:44.0,S. Muhammad enters the game for A. Wiggins,,70-77,,
9:44.0,,,70-77,,E. Bledsoe enters the game for T. Ulis
9:35.0,T. Jones makes 2-pt shot from 12 ft,2,72-77,,
9:22.0,,,72-77,,Turnover by J. Dudley (bad pass; steal by T. Jones)
9:16.0,S. Muhammad misses 2-pt shot from 3 ft,,72-77,,
9:15.0,,,72-77,,Defensive rebound by T. Chandler
9:06.0,,,72-79,2,E. Bledsoe makes 2-pt shot from 2 ft
9:06.0,,,72-79,,Shooting foul by N. Bjelica (drawn by E. Bledsoe)
9:06.0,,,72-79,,E. Bledsoe misses free throw 1 of 1
9:05.0,Defensive rebound by C. Aldrich,,72-79,,
8:55.0,Shooting foul by T. Chandler (drawn by C. Aldrich),,72-79,,
8:55.0,Official timeout,,72-79,,
8:55.0,C. Aldrich makes free throw 1 of 2,1,73-79,,
8:55.0,C. Aldrich makes free throw 2 of 2,1,74-79,,
8:42.0,,,74-79,,J. Dudley misses 3-pt shot from 25 ft
8:41.0,,,74-79,,Offensive rebound by Team
8:41.0,Loose ball foul by S. Muhammad (drawn by T. Chandler),,74-79,,
8:41.0,,,74-79,,D. Bender enters the game for T. Chandler
8:28.0,,,74-79,,Shooting foul by C. Aldrich (drawn by D. Bender)
8:28.0,,,74-79,,D. Bender misses free throw 1 of 2
8:28.0,,,74-79,,Offensive rebound by Team
8:28.0,,,74-79,,D. Bender misses free throw 2 of 2
8:28.0,G. Dieng enters the game for C. Aldrich,,74-79,,
8:27.0,,,74-79,,Offensive rebound by J. Dudley
8:09.0,,,74-79,,L. Barbosa misses 2-pt shot from 15 ft
8:07.0,Defensive rebound by T. Jones,,74-79,,
7:45.0,Z. LaVine misses 3-pt shot from 26 ft,,74-79,,
7:45.0,,,74-79,,Defensive rebound by E. Bledsoe
7:40.0,,,74-79,,Offensive charge foul by E. Bledsoe
7:40.0,,,74-79,,Turnover by E. Bledsoe (offensive foul)
7:29.0,N. Bjelica misses 3-pt shot from 27 ft,,74-79,,
7:28.0,,,74-79,,Defensive rebound by P. Tucker
7:13.0,,,74-79,,Shooting foul by G. Dieng (drawn by P. Tucker)
7:13.0,,,74-79,,P. Tucker misses free throw 1 of 2
7:13.0,,,74-79,,Offensive rebound by Team
7:13.0,,,74-80,1,P. Tucker makes free throw 2 of 2
7:13.0,A. Wiggins enters the game for S. Muhammad,,74-79,,
