time,Washington,pts.away,score,pts.home,Chicago
5:26.0,,,17-9,,Offensive rebound by Team
5:26.0,,,17-9,,D. McDermott enters the game for D. Wade
5:14.0,,,17-9,,J. Butler misses 2-pt shot from 16 ft
5:13.0,Defensive rebound by M. Gortat,,17-9,,
5:00.0,T. Satoransky misses 2-pt shot from 10 ft,,17-9,,
4:59.0,Offensive rebound by M. Gortat,,17-9,,
4:59.0,M. Gortat makes 2-pt shot from 3 ft,2,19-9,,
4:39.0,,,19-9,,J. Butler misses 2-pt shot from 1 ft
4:38.0,,,19-9,,Offensive rebound by R. Lopez
4:38.0,,,19-9,,R. Lopez misses 2-pt shot from 3 ft
4:37.0,,,19-9,,Offensive rebound by T. Gibson
4:34.0,,,19-9,,T. Gibson misses 2-pt shot from 4 ft
4:33.0,Defensive rebound by M. Gortat,,19-9,,
4:29.0,O. Porter makes 2-pt shot from 1 ft (assist by T. Satoransky),2,21-9,,
4:29.0,Shooting foul by R. Lopez (drawn by O. Porter),,21-9,,
4:29.0,O. Porter misses free throw 1 of 1,,21-9,,
4:29.0,,,21-9,,I. Canaan enters the game for R. Rondo
4:28.0,,,21-9,,Defensive rebound by R. Lopez
4:14.0,,,21-9,,R. Lopez misses 2-pt shot from 18 ft
4:13.0,,,21-9,,Offensive rebound by J. Butler
4:04.0,,,21-11,2,J. Butler makes 2-pt shot from 8 ft
4:04.0,,,21-11,,Shooting foul by T. Satoransky (drawn by J. Butler)
4:04.0,,,21-12,1,J. Butler makes free throw 1 of 1
4:04.0,J. Smith enters the game for M. Morris,,21-11,,
4:04.0,T. Burke enters the game for T. Satoransky,,21-11,,
4:04.0,,,21-11,,N. Mirotic enters the game for T. Gibson
3:50.0,Turnover by O. Porter (bad pass),,21-12,,
3:29.0,,,21-15,3,I. Canaan makes 3-pt shot from 24 ft (assist by J. Butler)
3:17.0,J. Smith misses 2-pt shot from 17 ft,,21-15,,
3:16.0,,,21-15,,Defensive rebound by D. McDermott
3:10.0,,,21-15,,Shooting foul by S. Mac (drawn by J. Butler)
3:10.0,,,21-16,1,J. Butler makes free throw 1 of 2
3:10.0,,,21-17,1,J. Butler makes free throw 2 of 2
3:06.0,Washington full timeout,,21-17,,
3:06.0,M. Thornton enters the game for S. Mac,,21-17,,
2:48.0,T. Burke misses 2-pt shot from 14 ft,,21-17,,
2:46.0,,,21-17,,Defensive rebound by J. Butler
2:42.0,,,21-19,2,N. Mirotic makes 2-pt shot from 3 ft (assist by D. McDermott)
2:18.0,M. Gortat misses 2-pt shot from 12 ft,,21-19,,
2:15.0,,,21-19,,Defensive rebound by I. Canaan
2:08.0,,,21-21,2,I. Canaan makes 2-pt shot from 3 ft
2:08.0,,,21-21,,Shooting foul by M. Gortat (drawn by I. Canaan)
2:08.0,,,21-22,1,I. Canaan makes free throw 1 of 1
2:08.0,K. Oubre enters the game for O. Porter,,21-21,,
1:58.0,M. Thornton makes 2-pt shot from 21 ft,2,23-22,,
1:44.0,,,23-24,2,J. Butler makes 2-pt shot from 3 ft
1:30.0,M. Gortat makes 2-pt shot from 11 ft (assist by T. Burke),2,25-24,,
1:14.0,,,25-24,,D. McDermott misses 3-pt shot from 24 ft
1:13.0,,,25-24,,Offensive rebound by Team
1:09.0,,,25-24,,Shooting foul by K. Oubre (drawn by J. Butler)
1:09.0,,,25-25,1,J. Butler makes free throw 1 of 2
1:09.0,,,25-26,1,J. Butler makes free throw 2 of 2
0:54.0,M. Thornton misses 2-pt shot from 18 ft,,25-26,,
0:53.0,,,25-26,,Defensive rebound by N. Mirotic
0:45.0,,,25-26,,D. McDermott misses 2-pt shot from 10 ft
0:45.0,Defensive rebound by M. Thornton,,25-26,,
0:41.0,T. Burke makes 2-pt shot from 12 ft (assist by M. Thornton),2,27-26,,
0:32.0,,,27-26,,J. Butler misses 3-pt shot from 24 ft
0:31.0,Defensive rebound by M. Thornton,,27-26,,
0:12.0,T. Burke misses 2-pt shot from 3 ft,,27-26,,
0:11.0,Offensive rebound by J. Smith,,27-26,,
0:11.0,J. Smith misses 2-pt shot from 4 ft,,27-26,,
0:10.0,,,27-26,,Defensive rebound by R. Lopez
0:06.0,,,27-26,,Shooting foul by K. Oubre (drawn by J. Butler)
0:06.0,,,27-27,1,J. Butler makes free throw 1 of 2
0:06.0,,,27-28,1,J. Butler makes free throw 2 of 2
0:00.0,M. Thornton misses 2-pt shot from 2 ft,,27-28,,
0:00.0,Offensive rebound by Team,,27-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,,,27-28,,I. Canaan misses 3-pt shot from 24 ft
11:34.0,,,27-28,,Offensive rebound by N. Mirotic
11:31.0,,,27-28,,Turnover by D. McDermott (traveling)
11:08.0,M. Morris misses 2-pt shot from 11 ft,,27-28,,
11:06.0,Offensive rebound by M. Thornton,,27-28,,
11:06.0,M. Thornton makes 2-pt shot from 4 ft,2,29-28,,
10:54.0,,,29-28,,Shooting foul by K. Oubre (drawn by D. Wade)
10:54.0,,,29-29,1,D. Wade makes free throw 1 of 2
10:54.0,,,29-30,1,D. Wade makes free throw 2 of 2
10:54.0,S. Mac enters the game for K. Oubre,,29-29,,
10:36.0,M. Morris makes 2-pt shot from 3 ft (assist by S. Mac),2,31-30,,
10:36.0,Shooting foul by N. Mirotic (drawn by M. Morris),,31-30,,
10:36.0,M. Morris makes free throw 1 of 1,1,32-30,,
10:20.0,,,32-30,,D. Wade misses 2-pt shot from 11 ft
10:20.0,,,32-30,,Offensive rebound by Team
10:19.0,,,32-30,,Turnover by D. Wade (bad pass; steal by T. Burke)
10:11.0,S. Mac makes 2-pt shot from 11 ft,2,34-30,,
9:54.0,,,34-30,,D. Wade misses 2-pt shot from 5 ft (block by M. Morris)
9:52.0,,,34-30,,Offensive rebound by D. Wade
9:52.0,,,34-32,2,D. Wade makes 2-pt shot from 4 ft
9:34.0,M. Thornton misses 3-pt shot from 24 ft,,34-32,,
9:33.0,,,34-32,,Defensive rebound by N. Mirotic
9:19.0,,,34-32,,B. Portis misses 2-pt shot from 11 ft
9:18.0,Defensive rebound by J. Smith,,34-32,,
9:02.0,Shooting foul by D. Wade (drawn by M. Thornton),,34-32,,
9:02.0,M. Thornton makes 2-pt shot from 2 ft (assist by M. Morris),2,36-32,,
9:02.0,M. Thornton makes free throw 1 of 1,1,37-32,,
8:49.0,,,37-32,,B. Portis misses 2-pt shot from 3 ft (block by J. Smith)
8:48.0,Defensive rebound by J. Smith,,37-32,,
8:33.0,T. Burke misses 2-pt shot from 4 ft,,37-32,,
8:32.0,Offensive rebound by M. Morris,,37-32,,
8:32.0,M. Morris makes 2-pt shot from 3 ft,2,39-32,,
8:32.0,,,39-32,,Chicago full timeout
8:32.0,,,39-32,,T. Gibson enters the game for I. Canaan
8:32.0,,,39-32,,R. Rondo enters the game for N. Mirotic
8:14.0,,,39-32,,R. Rondo misses 2-pt shot from 10 ft
8:14.0,,,39-32,,Offensive rebound by Team
8:08.0,,,39-34,2,D. McDermott makes 2-pt shot from 16 ft (assist by R. Rondo)
7:41.0,M. Thornton misses 2-pt shot from 20 ft,,39-34,,
7:39.0,,,39-34,,Defensive rebound by B. Portis
7:33.0,,,39-36,2,D. Wade makes 2-pt shot from 11 ft
7:12.0,M. Morris makes 2-pt shot from 20 ft (assist by T. Burke),2,41-36,,
6:58.0,,,41-36,,B. Portis misses 2-pt shot from 11 ft
6:57.0,Defensive rebound by M. Morris,,41-36,,
6:48.0,T. Burke makes 2-pt shot from 7 ft,2,43-36,,
6:36.0,,,43-38,2,D. McDermott makes 2-pt shot from 4 ft (assist by R. Rondo)
6:13.0,M. Morris misses 2-pt shot from 8 ft,,43-38,,
6:12.0,,,43-38,,Defensive rebound by B. Portis
6:07.0,,,43-38,,D. McDermott misses 2-pt shot from 1 ft
6:06.0,,,43-38,,Offensive rebound by B. Portis
6:06.0,,,43-40,2,B. Portis makes 2-pt shot from 4 ft
6:06.0,Washington full timeout,,43-40,,
6:06.0,,,43-40,,R. Lopez enters the game for D. Wade
6:06.0,,,43-40,,J. Butler enters the game for B. Portis
6:06.0,T. Satoransky enters the game for J. Smith,,43-40,,
6:06.0,M. Gortat enters the game for T. Burke,,43-40,,
5:48.0,,,43-40,,Personal foul by R. Rondo (drawn by T. Satoransky)
5:42.0,T. Satoransky misses 2-pt shot from 18 ft,,43-40,,
5:41.0,,,43-40,,Defensive rebound by R. Rondo
5:35.0,,,43-42,2,T. Gibson makes 2-pt shot from 2 ft (assist by D. McDermott)
5:22.0,,,43-42,,Personal foul by J. Butler (drawn by M. Thornton)
5:22.0,O. Porter enters the game for M. Thornton,,43-42,,
5:13.0,T. Satoransky misses 2-pt shot from 9 ft,,43-42,,
5:12.0,,,43-42,,Defensive rebound by J. Butler
5:04.0,,,43-42,,Shooting foul by M. Gortat (drawn by J. Butler)
5:04.0,,,43-43,1,J. Butler makes free throw 1 of 2
5:04.0,,,43-44,1,J. Butler makes free throw 2 of 2
4:47.0,Shooting foul by T. Gibson (drawn by S. Mac),,43-44,,
4:47.0,S. Mac makes free throw 1 of 3,1,44-44,,
4:47.0,S. Mac misses free throw 2 of 3,,44-44,,
4:47.0,Offensive rebound by Team,,44-44,,
4:47.0,S. Mac makes free throw 3 of 3,1,45-44,,
4:30.0,,,45-46,2,J. Butler makes 2-pt shot from 5 ft
4:18.0,M. Morris makes 2-pt shot from 14 ft (assist by O. Porter),2,47-46,,
4:18.0,Shooting foul by R. Rondo (drawn by M. Morris),,47-46,,
4:18.0,M. Morris makes free throw 1 of 1,1,48-46,,
4:18.0,,,47-46,,I. Canaan enters the game for R. Rondo
4:07.0,Personal foul by O. Porter (drawn by J. Butler),,48-46,,
3:56.0,,,48-46,,J. Butler misses 2-pt shot from 19 ft
3:55.0,Defensive rebound by M. Morris,,48-46,,
3:44.0,O. Porter misses 2-pt shot from 12 ft,,48-46,,
3:43.0,Offensive rebound by M. Gortat,,48-46,,
3:42.0,M. Gortat makes 2-pt shot from 4 ft,2,50-46,,
3:31.0,,,50-46,,Turnover by R. Lopez (bad pass)
3:09.0,M. Morris misses 2-pt shot from 4 ft,,50-46,,
3:08.0,,,50-46,,Defensive rebound by R. Lopez
3:02.0,,,50-46,,D. McDermott misses 2-pt shot from 3 ft (block by O. Porter)
3:01.0,Defensive rebound by S. Mac,,50-46,,
2:57.0,S. Mac makes 2-pt shot from 3 ft,2,52-46,,
2:40.0,,,52-46,,Turnover by T. Gibson (bad pass)
2:40.0,Washington full timeout,,52-46,,
2:40.0,,,52-46,,J. Grant enters the game for D. McDermott
2:22.0,S. Mac makes 2-pt shot from 4 ft,2,54-46,,
2:07.0,,,54-46,,J. Butler misses 2-pt shot from 5 ft
2:06.0,Defensive rebound by M. Morris,,54-46,,
1:54.0,M. Gortat misses 2-pt shot from 2 ft,,54-46,,
1:53.0,Offensive rebound by M. Morris,,54-46,,
1:47.0,O. Porter misses 2-pt shot from 17 ft,,54-46,,
1:47.0,,,54-46,,Defensive rebound by Team
1:47.0,Loose ball foul by M. Gortat (drawn by R. Lopez),,54-46,,
1:47.0,,,54-46,,D. Wade enters the game for I. Canaan
1:47.0,J. Smith enters the game for M. Gortat,,54-46,,
1:30.0,,,54-46,,J. Grant misses 2-pt shot from 14 ft
1:29.0,Defensive rebound by T. Satoransky,,54-46,,
1:19.0,Shooting foul by T. Gibson (drawn by M. Morris),,54-46,,
1:19.0,M. Morris makes free throw 1 of 2,1,55-46,,
1:19.0,M. Morris makes free throw 2 of 2,1,56-46,,
1:19.0,T. Burke enters the game for T. Satoransky,,55-46,,
1:19.0,,,55-46,,N. Mirotic enters the game for T. Gibson
1:10.0,,,56-46,,Shooting foul by O. Porter (drawn by J. Butler)
1:10.0,,,56-47,1,J. Butler makes free throw 1 of 2
1:10.0,,,56-48,1,J. Butler makes free throw 2 of 2
1:10.0,M. Thornton enters the game for O. Porter,,56-47,,
0:50.0,J. Smith misses 2-pt shot from 19 ft,,56-48,,
0:48.0,,,56-48,,Defensive rebound by N. Mirotic
0:33.0,,,56-51,3,N. Mirotic makes 3-pt shot from 23 ft (assist by J. Butler)
0:19.0,T. Burke misses 2-pt shot from 19 ft,,56-51,,
0:18.0,,,56-51,,Defensive rebound by N. Mirotic
0:00.0,,,56-53,2,J. Butler makes 2-pt shot from 19 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,56-53,,R. Lopez misses 2-pt shot from 8 ft
11:47.0,,,56-53,,Offensive rebound by T. Gibson
11:47.0,,,56-55,2,T. Gibson makes 2-pt shot from 4 ft
11:31.0,T. Satoransky makes 2-pt shot from 3 ft,2,58-55,,
11:11.0,,,58-57,2,D. Wade makes 2-pt shot from 20 ft (assist by T. Gibson)
10:55.0,S. Mac makes 2-pt shot from 19 ft,2,60-57,,
10:32.0,,,60-57,,D. Wade misses 2-pt shot from 19 ft
10:32.0,Defensive rebound by Team,,60-57,,
10:18.0,T. Satoransky makes 2-pt shot from 3 ft (assist by M. Morris),2,62-57,,
10:00.0,,,62-57,,R. Lopez misses 2-pt shot from 14 ft
9:59.0,,,62-57,,Offensive rebound by Team
9:47.0,,,62-59,2,R. Lopez makes 2-pt shot from 17 ft (assist by J. Butler)
9:21.0,O. Porter misses 2-pt shot from 16 ft,,62-59,,
9:20.0,,,62-59,,Defensive rebound by T. Gibson
9:06.0,,,62-62,3,J. Butler makes 3-pt shot from 25 ft (assist by D. Wade)
8:59.0,Turnover by T. Satoransky (step out of bounds),,62-62,,
8:37.0,,,62-62,,D. Wade misses 3-pt shot from 25 ft
8:36.0,Defensive rebound by M. Gortat,,62-62,,
8:25.0,T. Satoransky misses 3-pt shot from 24 ft,,62-62,,
8:24.0,,,62-62,,Defensive rebound by T. Gibson
8:17.0,,,62-62,,R. Rondo misses 2-pt shot from 20 ft
8:16.0,Defensive rebound by M. Morris,,62-62,,
8:05.0,Shooting foul by J. Butler (drawn by S. Mac),,62-62,,
8:05.0,S. Mac makes free throw 1 of 2,1,63-62,,
8:05.0,S. Mac makes free throw 2 of 2,1,64-62,,
7:49.0,,,64-62,,D. Wade misses 2-pt shot from 2 ft
7:46.0,,,64-62,,Offensive rebound by D. Wade
7:40.0,,,64-62,,D. Wade misses 2-pt shot from 3 ft (block by M. Gortat)
7:38.0,Defensive rebound by M. Morris,,64-62,,
7:35.0,Turnover by M. Morris (lost ball; steal by J. Butler),,64-62,,
7:30.0,,,64-64,2,D. Wade makes 2-pt shot from 1 ft (assist by J. Butler)
7:30.0,Washington full timeout,,64-64,,
7:12.0,M. Morris misses 2-pt shot from 8 ft,,64-64,,
7:11.0,,,64-64,,Defensive rebound by R. Lopez
7:00.0,,,64-66,2,T. Gibson makes 2-pt shot from 4 ft
6:50.0,Shooting foul by R. Rondo (drawn by T. Satoransky),,64-66,,
6:50.0,T. Satoransky makes free throw 1 of 2,1,65-66,,
6:50.0,T. Satoransky makes free throw 2 of 2,1,66-66,,
6:33.0,,,66-66,,R. Rondo misses 2-pt shot from 3 ft
6:32.0,Defensive rebound by M. Gortat,,66-66,,
6:30.0,T. Satoransky misses 2-pt shot from 2 ft (block by D. Wade),,66-66,,
6:27.0,,,66-66,,Defensive rebound by R. Rondo
6:15.0,,,66-66,,R. Lopez misses 2-pt shot from 2 ft
6:14.0,Defensive rebound by O. Porter,,66-66,,
6:11.0,O. Porter misses 2-pt shot from 3 ft (block by R. Lopez),,66-66,,
6:11.0,Offensive rebound by Team,,66-66,,
6:06.0,M. Morris misses 2-pt shot from 3 ft,,66-66,,
6:06.0,Offensive rebound by O. Porter,,66-66,,
6:06.0,O. Porter misses 2-pt shot from 3 ft,,66-66,,
6:06.0,,,66-66,,Defensive rebound by J. Butler
6:06.0,Personal foul by O. Porter (drawn by J. Butler),,66-66,,
6:06.0,M. Thornton enters the game for O. Porter,,66-66,,
5:47.0,,,66-66,,D. Wade misses 2-pt shot from 4 ft (block by M. Morris)
5:45.0,Defensive rebound by M. Morris,,66-66,,
5:43.0,S. Mac misses 2-pt shot from 4 ft,,66-66,,
5:42.0,,,66-66,,Defensive rebound by J. Butler
5:40.0,,,66-66,,Turnover by J. Butler (bad pass; steal by M. Thornton)
5:37.0,M. Thornton misses 2-pt shot from 1 ft,,66-66,,
5:35.0,Offensive rebound by M. Thornton,,66-66,,
5:35.0,M. Thornton misses 2-pt shot from 1 ft (block by R. Lopez),,66-66,,
5:35.0,,,66-66,,Defensive rebound by J. Butler
5:35.0,Personal foul by S. Mac (drawn by J. Butler),,66-66,,
5:19.0,,,66-66,,T. Gibson misses 2-pt shot from 3 ft (block by M. Morris)
5:14.0,Defensive rebound by Team,,66-66,,
5:04.0,T. Satoransky misses 2-pt shot from 3 ft,,66-66,,
5:03.0,,,66-66,,Defensive rebound by R. Lopez
4:54.0,,,66-68,2,D. Wade makes 2-pt shot from 12 ft
4:28.0,M. Morris misses 2-pt shot from 20 ft (block by T. Gibson),,66-68,,
4:27.0,,,66-68,,Defensive rebound by R. Rondo
4:23.0,,,66-70,2,J. Butler makes 2-pt shot from 7 ft (assist by R. Rondo)
4:23.0,Washington full timeout,,66-70,,
4:23.0,,,66-70,,I. Canaan enters the game for R. Rondo
4:19.0,T. Burke enters the game for M. Gortat,,66-70,,
4:19.0,J. Smith enters the game for T. Satoransky,,66-70,,
4:08.0,Offensive foul by J. Smith,,66-70,,
4:08.0,Turnover by J. Smith (offensive foul),,66-70,,
3:52.0,,,66-70,,D. Wade misses 2-pt shot from 19 ft
3:49.0,Defensive rebound by M. Morris,,66-70,,
3:33.0,M. Morris misses 2-pt shot from 21 ft,,66-70,,
3:32.0,Offensive rebound by J. Smith,,66-70,,
3:23.0,T. Burke makes 2-pt shot from 13 ft,2,68-70,,
3:02.0,,,68-70,,I. Canaan misses 3-pt shot from 24 ft
3:00.0,Defensive rebound by J. Smith,,68-70,,
2:39.0,J. Smith misses 2-pt shot from 18 ft,,68-70,,
2:38.0,,,68-70,,Defensive rebound by J. Butler
2:33.0,,,68-70,,Shooting foul by J. Smith (drawn by J. Butler)
2:33.0,,,68-71,1,J. Butler makes free throw 1 of 2
2:33.0,,,68-72,1,J. Butler makes free throw 2 of 2
2:33.0,K. Oubre enters the game for S. Mac,,68-71,,
2:33.0,,,68-71,,N. Mirotic enters the game for R. Lopez
2:33.0,,,68-71,,D. McDermott enters the game for D. Wade
2:19.0,Turnover by T. Burke (bad pass; steal by J. Butler),,68-72,,
2:16.0,,,68-74,2,J. Butler makes 2-pt shot from 2 ft
1:58.0,Offensive charge foul by J. Smith,,68-74,,
1:58.0,Turnover by J. Smith (offensive foul),,68-74,,
1:44.0,,,68-74,,Turnover by J. Butler (bad pass)
1:31.0,K. Oubre misses 3-pt shot from 23 ft,,68-74,,
1:31.0,,,68-74,,Defensive rebound by Team
1:19.0,,,68-76,2,J. Butler makes 2-pt shot from 18 ft
1:03.0,Turnover by M. Morris (bad pass; steal by N. Mirotic),,68-76,,
0:54.0,,,68-78,2,T. Gibson makes 2-pt shot at rim (assist by N. Mirotic)
0:54.0,,,68-78,,Shooting foul by J. Smith (drawn by T. Gibson)
0:54.0,Technical foul by Team,,68-78,,
0:54.0,,,68-79,1,D. McDermott makes technical free throw
0:54.0,,,68-79,,T. Gibson misses free throw 1 of 1
0:53.0,Defensive rebound by K. Oubre,,68-79,,
0:42.0,,,68-79,,Personal foul by N. Mirotic (drawn by J. Smith)
0:37.0,M. Thornton makes 2-pt shot from 16 ft (assist by T. Burke),2,70-79,,
0:20.0,,,70-81,2,T. Gibson makes 2-pt shot from 2 ft (assist by J. Butler)
0:00.0,M. Thornton misses 2-pt shot from 12 ft,,70-81,,
0:00.0,Offensive rebound by Team,,70-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,Turnover by M. Morris (lost ball; steal by T. Gibson),,70-81,,
11:39.0,Flagrant foul type 1 by M. Morris (drawn by D. McDermott),,70-81,,
11:39.0,,,70-82,1,N. Mirotic makes flagrant free throw 1 of 2
11:39.0,,,70-83,1,N. Mirotic makes flagrant free throw 2 of 2
11:39.0,,,70-83,,J. Grant enters the game for D. McDermott
11:34.0,,,70-83,,T. Gibson misses 2-pt shot from 19 ft
11:32.0,Defensive rebound by M. Morris,,70-83,,
11:24.0,,,70-83,,Personal foul by I. Canaan (drawn by M. Thornton)
11:08.0,M. Morris misses 3-pt shot from 25 ft,,70-83,,
11:07.0,,,70-83,,Defensive rebound by N. Mirotic
10:59.0,,,70-83,,N. Mirotic misses 3-pt shot from 26 ft
10:57.0,Defensive rebound by M. Morris,,70-83,,
10:46.0,M. Morris misses 2-pt shot from 3 ft,,70-83,,
10:45.0,,,70-83,,Defensive rebound by N. Mirotic
10:38.0,,,70-85,2,N. Mirotic makes 2-pt shot at rim (assist by R. Rondo)
10:38.0,Washington full timeout,,70-85,,
10:38.0,,,70-85,,R. Lopez enters the game for T. Gibson
10:38.0,M. Gortat enters the game for J. Smith,,70-85,,
10:38.0,T. Satoransky enters the game for T. Burke,,70-85,,
10:21.0,,,70-85,,Personal foul by J. Grant (drawn by M. Thornton)
10:14.0,M. Thornton misses 3-pt shot from 25 ft,,70-85,,
10:13.0,Offensive rebound by M. Morris,,70-85,,
10:13.0,M. Morris makes 2-pt shot from 4 ft,2,72-85,,
9:59.0,,,72-87,2,I. Canaan makes 2-pt shot from 6 ft
9:42.0,M. Gortat makes 2-pt shot from 7 ft (assist by T. Satoransky),2,74-87,,
9:25.0,,,74-87,,R. Lopez misses 2-pt shot from 9 ft
9:23.0,Defensive rebound by M. Gortat,,74-87,,
9:08.0,M. Thornton misses 3-pt shot from 24 ft,,74-87,,
9:06.0,,,74-87,,Defensive rebound by R. Rondo
9:03.0,,,74-87,,Turnover by R. Rondo (bad pass; steal by T. Satoransky)
8:52.0,K. Oubre makes 3-pt shot from 24 ft (assist by T. Satoransky),3,77-87,,
8:37.0,,,77-87,,Turnover by R. Lopez (3 sec)
8:37.0,O. Porter enters the game for K. Oubre,,77-87,,
8:24.0,,,77-87,,Personal foul by I. Canaan (drawn by T. Satoransky)
8:24.0,,,77-87,,J. Butler enters the game for J. Grant
8:12.0,T. Satoransky makes 3-pt shot from 26 ft (assist by M. Gortat),3,80-87,,
8:11.0,,,80-87,,Chicago full timeout
7:58.0,,,80-87,,Shooting foul by M. Gortat (drawn by J. Butler)
7:58.0,,,80-89,2,J. Butler makes 2-pt shot from 14 ft
7:58.0,,,80-90,1,J. Butler makes free throw 1 of 1
7:39.0,Turnover by M. Gortat (bad pass; steal by J. Butler),,80-90,,
7:33.0,,,80-90,,I. Canaan misses 3-pt shot from 25 ft
7:32.0,Defensive rebound by T. Satoransky,,80-90,,
7:10.0,M. Thornton misses 3-pt shot from 23 ft,,80-90,,
7:09.0,,,80-90,,Defensive rebound by N. Mirotic
6:53.0,,,80-92,2,J. Butler makes 2-pt shot from 21 ft
6:31.0,O. Porter makes 2-pt shot from 21 ft (assist by M. Gortat),2,82-92,,
6:14.0,,,82-92,,J. Butler misses 2-pt shot from 3 ft (block by O. Porter)
6:14.0,,,82-92,,Offensive rebound by Team
6:11.0,,,82-92,,R. Lopez misses 2-pt shot from 18 ft
6:09.0,,,82-92,,Offensive rebound by R. Rondo
6:07.0,,,82-92,,Offensive foul by R. Rondo
6:07.0,,,82-92,,Turnover by R. Rondo (offensive foul)
6:07.0,S. Mac enters the game for M. Thornton,,82-92,,
6:07.0,,,82-92,,D. Wade enters the game for R. Rondo
5:57.0,Turnover by T. Satoransky (bad pass; steal by N. Mirotic),,82-92,,
5:53.0,,,82-94,2,N. Mirotic makes 2-pt shot at rim (assist by D. Wade)
5:33.0,O. Porter makes 3-pt shot from 25 ft (assist by T. Satoransky),3,85-94,,
5:11.0,,,85-94,,J. Butler misses 2-pt shot from 17 ft
5:10.0,,,85-94,,Offensive rebound by R. Lopez
5:10.0,,,85-94,,R. Lopez misses 2-pt shot from 3 ft
5:09.0,,,85-94,,Offensive rebound by R. Lopez
5:09.0,,,85-96,2,R. Lopez makes 2-pt shot from 2 ft
4:54.0,M. Morris makes 2-pt shot from 6 ft,2,87-96,,
