time,Washington,pts.away,score,pts.home,Brooklyn
2:26.0,Defensive rebound by J. Wall,,25-21,,
2:20.0,O. Porter misses 3-pt shot from 25 ft,,25-21,,
2:19.0,,,25-21,,Defensive rebound by R. Foye
2:03.0,,,25-23,2,T. Booker makes 2-pt shot from 6 ft
2:02.0,Washington full timeout,,25-23,,
2:02.0,,,25-23,,B. Lopez enters the game for J. Hamilton
2:02.0,M. Thornton enters the game for B. Beal,,25-23,,
2:02.0,,,25-23,,B. Bogdanovic enters the game for T. Booker
1:45.0,M. Gortat misses 2-pt shot from 9 ft,,25-23,,
1:44.0,,,25-23,,Defensive rebound by B. Lopez
1:28.0,,,25-25,2,B. Lopez makes 2-pt shot from 12 ft
1:12.0,J. Wall makes 2-pt shot from 2 ft,2,27-25,,
0:54.0,,,27-28,3,B. Bogdanovic makes 3-pt shot from 24 ft (assist by B. Lopez)
0:37.0,J. Wall makes 2-pt shot from 19 ft,2,29-28,,
0:34.0,Personal foul by K. Oubre (drawn by B. Bogdanovic),,29-28,,
0:34.0,,,29-28,,B. Bogdanovic misses free throw 1 of 2
0:34.0,,,29-28,,Offensive rebound by Team
0:34.0,,,29-29,1,B. Bogdanovic makes free throw 2 of 2
0:30.0,Turnover by J. Wall (lost ball),,29-29,,
0:07.0,,,29-32,3,B. Bogdanovic makes 3-pt shot from 26 ft
0:01.0,J. Wall misses 2-pt shot from 23 ft,,29-32,,
0:00.0,Offensive rebound by Team,,29-32,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,K. Oubre misses 2-pt shot from 2 ft,,29-32,,
11:38.0,Offensive rebound by K. Oubre,,29-32,,
11:37.0,K. Oubre makes 2-pt shot from 2 ft,2,31-32,,
11:20.0,M. Morris enters the game for O. Porter,,31-32,,
11:11.0,,,31-34,2,I. Whitehead makes 2-pt shot from 17 ft
10:53.0,M. Thornton misses 2-pt shot from 7 ft,,31-34,,
10:52.0,Offensive rebound by M. Thornton,,31-34,,
10:51.0,M. Thornton misses 2-pt shot from 4 ft,,31-34,,
10:50.0,,,31-34,,Defensive rebound by R. Hollis-Jefferson
10:41.0,,,31-37,3,A. Bennett makes 3-pt shot from 26 ft (assist by R. Hollis-Jefferson)
10:24.0,T. Burke makes 2-pt shot from 15 ft,2,33-37,,
10:15.0,,,33-40,3,A. Bennett makes 3-pt shot from 25 ft (assist by R. Hollis-Jefferson)
9:47.0,M. Thornton makes 2-pt shot from 2 ft,2,35-40,,
9:31.0,,,35-40,,I. Whitehead misses 2-pt shot from 2 ft
9:30.0,Defensive rebound by K. Oubre,,35-40,,
9:19.0,K. Oubre misses 2-pt shot from 19 ft,,35-40,,
9:18.0,,,35-40,,Defensive rebound by J. Hamilton
9:10.0,,,35-42,2,B. Bogdanovic makes 2-pt shot from 2 ft
9:03.0,Washington full timeout,,35-42,,
9:03.0,B. Beal enters the game for K. Oubre,,35-42,,
8:45.0,A. Nicholson misses 2-pt shot from 11 ft,,35-42,,
8:44.0,,,35-42,,Defensive rebound by B. Bogdanovic
8:34.0,,,35-44,2,J. Hamilton makes 2-pt shot at rim (assist by R. Hollis-Jefferson)
8:26.0,,,35-44,,Personal foul by B. Bogdanovic (drawn by M. Thornton)
8:20.0,Offensive foul by M. Morris,,35-44,,
8:20.0,Turnover by M. Morris (offensive foul),,35-44,,
8:09.0,,,35-44,,B. Bogdanovic misses 2-pt shot from 2 ft
8:08.0,Defensive rebound by M. Morris,,35-44,,
7:58.0,T. Burke makes 3-pt shot from 25 ft (assist by A. Nicholson),3,38-44,,
7:47.0,,,38-44,,B. Bogdanovic misses 3-pt shot from 25 ft
7:46.0,Defensive rebound by B. Beal,,38-44,,
7:37.0,A. Nicholson misses 3-pt shot from 25 ft,,38-44,,
7:36.0,Offensive rebound by M. Thornton,,38-44,,
7:23.0,M. Thornton makes 3-pt shot from 25 ft,3,41-44,,
7:01.0,,,41-44,,Turnover by A. Bennett (bad pass; steal by M. Thornton)
6:55.0,T. Burke makes 3-pt shot from 23 ft (assist by B. Beal),3,44-44,,
6:54.0,,,44-44,,Brooklyn full timeout
6:54.0,,,44-44,,B. Lopez enters the game for J. Hamilton
6:54.0,,,44-44,,S. Kilpatrick enters the game for I. Whitehead
6:34.0,,,44-44,,B. Bogdanovic misses 2-pt shot from 5 ft (block by M. Thornton)
6:33.0,Defensive rebound by M. Thornton,,44-44,,
6:29.0,M. Thornton misses 2-pt shot from 2 ft,,44-44,,
6:28.0,Offensive rebound by B. Beal,,44-44,,
6:25.0,B. Beal misses 2-pt shot from 1 ft,,44-44,,
6:23.0,,,44-44,,Defensive rebound by B. Bogdanovic
6:19.0,,,44-46,2,B. Lopez makes 2-pt shot at rim (assist by S. Kilpatrick)
6:01.0,M. Morris makes 2-pt shot from 6 ft,2,46-46,,
5:50.0,,,46-46,,Shooting foul by A. Nicholson (drawn by B. Lopez)
5:50.0,,,46-47,1,B. Lopez makes free throw 1 of 2
5:50.0,,,46-48,1,B. Lopez makes free throw 2 of 2
5:50.0,,,46-47,,J. Harris enters the game for B. Bogdanovic
5:50.0,,,46-47,,R. Foye enters the game for R. Hollis-Jefferson
5:50.0,J. Wall enters the game for T. Burke,,46-47,,
5:35.0,M. Thornton misses 3-pt shot from 22 ft,,46-48,,
5:34.0,,,46-48,,Defensive rebound by S. Kilpatrick
5:25.0,,,46-48,,S. Kilpatrick misses 2-pt shot from 9 ft
5:24.0,,,46-48,,Offensive rebound by S. Kilpatrick
5:20.0,,,46-48,,J. Harris misses 3-pt shot from 28 ft
5:19.0,,,46-48,,Offensive rebound by A. Bennett
5:15.0,,,46-51,3,B. Lopez makes 3-pt shot from 25 ft (assist by A. Bennett)
4:57.0,,,46-51,,Def 3 sec tech foul by A. Bennett
4:57.0,B. Beal misses technical free throw,,46-51,,
4:57.0,Offensive rebound by Team,,46-51,,
4:57.0,M. Gortat enters the game for A. Nicholson,,46-51,,
4:57.0,,,46-51,,T. Booker enters the game for A. Bennett
4:47.0,M. Gortat misses 2-pt shot from 17 ft,,46-51,,
4:45.0,,,46-51,,Defensive rebound by J. Harris
4:36.0,,,46-51,,Turnover by R. Foye (bad pass; steal by J. Wall)
4:31.0,J. Wall makes 2-pt shot from 2 ft,2,48-51,,
4:25.0,,,48-53,2,T. Booker makes 2-pt shot at rim (assist by J. Harris)
4:09.0,Turnover by B. Beal (bad pass; steal by J. Harris),,48-53,,
4:00.0,Personal foul by M. Morris (drawn by J. Harris),,48-53,,
4:00.0,Technical foul by M. Morris (drawn by J. Harris),,48-53,,
4:00.0,,,48-54,1,S. Kilpatrick makes technical free throw
3:51.0,,,48-56,2,R. Foye makes 2-pt shot from 3 ft (assist by S. Kilpatrick)
3:39.0,Turnover by J. Wall (bad pass; steal by T. Booker),,48-56,,
3:35.0,,,48-58,2,S. Kilpatrick makes 2-pt shot from 2 ft (assist by T. Booker)
3:33.0,Washington full timeout,,48-58,,
3:33.0,T. Satoransky enters the game for M. Morris,,48-58,,
3:33.0,O. Porter enters the game for M. Thornton,,48-58,,
3:18.0,T. Satoransky misses 2-pt shot from 20 ft,,48-58,,
3:17.0,,,48-58,,Defensive rebound by R. Foye
3:11.0,,,48-61,3,R. Foye makes 3-pt shot from 25 ft
2:58.0,J. Wall misses 2-pt shot from 3 ft (block by B. Lopez),,48-61,,
2:57.0,,,48-61,,Defensive rebound by R. Foye
2:49.0,,,48-61,,R. Foye misses 3-pt shot from 24 ft
2:48.0,,,48-61,,Offensive rebound by B. Lopez
2:41.0,,,48-64,3,S. Kilpatrick makes 3-pt shot from 24 ft (assist by R. Foye)
2:10.0,M. Gortat misses 2-pt shot from 19 ft,,48-64,,
2:09.0,,,48-64,,Defensive rebound by J. Harris
1:55.0,,,48-64,,B. Lopez misses 3-pt shot from 28 ft
1:54.0,Defensive rebound by B. Beal,,48-64,,
1:47.0,B. Beal misses 2-pt shot from 9 ft,,48-64,,
1:46.0,,,48-64,,Defensive rebound by R. Foye
1:40.0,,,48-64,,Offensive foul by S. Kilpatrick
1:40.0,,,48-64,,Turnover by S. Kilpatrick (offensive foul)
1:40.0,Official timeout,,48-64,,
1:29.0,B. Beal makes 2-pt shot from 21 ft,2,50-64,,
1:07.0,,,50-64,,B. Lopez misses 2-pt shot from 2 ft
1:06.0,,,50-64,,Offensive rebound by T. Booker
0:57.0,,,50-64,,S. Kilpatrick misses 3-pt shot from 23 ft
0:56.0,,,50-64,,Offensive rebound by T. Booker
0:50.0,,,50-64,,R. Foye misses 3-pt shot from 24 ft
0:49.0,,,50-64,,Offensive rebound by B. Lopez
0:47.0,,,50-64,,B. Lopez misses 2-pt shot from 1 ft (block by M. Gortat)
0:45.0,,,50-64,,Offensive rebound by B. Lopez
0:43.0,,,50-66,2,S. Kilpatrick makes 2-pt shot from 2 ft (assist by B. Lopez)
0:32.0,Shooting foul by B. Lopez (drawn by B. Beal),,50-66,,
0:32.0,B. Beal misses free throw 1 of 2,,50-66,,
0:32.0,Offensive rebound by Team,,50-66,,
0:32.0,B. Beal makes free throw 2 of 2,1,51-66,,
0:08.0,,,51-66,,R. Foye misses 2-pt shot from 7 ft
0:07.0,Defensive rebound by M. Gortat,,51-66,,
0:01.0,J. Wall misses 3-pt shot from 27 ft (block by T. Booker),,51-66,,
0:00.0,Offensive rebound by Team,,51-66,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,B. Beal misses 2-pt shot from 3 ft (block by B. Lopez),,51-66,,
11:44.0,,,51-66,,Defensive rebound by I. Whitehead
11:41.0,,,51-66,,Turnover by B. Bogdanovic (traveling)
11:29.0,M. Gortat makes 2-pt shot at rim (assist by J. Wall),2,53-66,,
11:05.0,,,53-66,,B. Bogdanovic misses 3-pt shot from 25 ft
11:04.0,,,53-66,,Offensive rebound by Team
11:03.0,,,53-66,,Turnover by Team (shot clock)
10:49.0,M. Morris makes 2-pt shot from 12 ft (assist by J. Wall),2,55-66,,
10:37.0,,,55-66,,B. Bogdanovic misses 2-pt shot from 2 ft
10:36.0,Defensive rebound by M. Gortat,,55-66,,
10:16.0,,,55-66,,Shooting block foul by I. Whitehead (drawn by M. Morris)
10:16.0,M. Morris makes free throw 1 of 2,1,56-66,,
10:16.0,M. Morris makes free throw 2 of 2,1,57-66,,
9:56.0,,,57-66,,B. Lopez misses 2-pt shot from 13 ft
9:55.0,Defensive rebound by M. Morris,,57-66,,
9:48.0,M. Morris misses 2-pt shot from 2 ft,,57-66,,
9:47.0,Offensive rebound by M. Gortat,,57-66,,
9:46.0,M. Gortat misses 2-pt shot from 2 ft,,57-66,,
9:45.0,,,57-66,,Defensive rebound by I. Whitehead
9:40.0,,,57-66,,I. Whitehead misses 2-pt shot from 19 ft
9:39.0,Defensive rebound by Team,,57-66,,
9:39.0,,,57-66,,Loose ball foul by B. Lopez (drawn by M. Gortat)
9:33.0,Shooting foul by B. Lopez (drawn by J. Wall),,57-66,,
9:33.0,J. Wall makes free throw 1 of 2,1,58-66,,
9:33.0,J. Wall makes free throw 2 of 2,1,59-66,,
9:23.0,,,59-66,,Turnover by S. Kilpatrick (bad pass; steal by O. Porter)
9:20.0,O. Porter makes 2-pt shot at rim,2,61-66,,
9:20.0,,,61-66,,Brooklyn full timeout
9:05.0,,,61-66,,B. Bogdanovic misses 3-pt shot from 26 ft
9:04.0,,,61-66,,Offensive rebound by T. Booker
8:52.0,,,61-66,,I. Whitehead misses 2-pt shot from 1 ft
8:52.0,Defensive rebound by M. Gortat,,61-66,,
8:46.0,O. Porter makes 3-pt shot from 25 ft (assist by J. Wall),3,64-66,,
8:29.0,,,64-68,2,B. Bogdanovic makes 2-pt shot from 1 ft (assist by B. Lopez)
8:18.0,O. Porter misses 2-pt shot from 4 ft (block by B. Lopez),,64-68,,
8:16.0,,,64-68,,Defensive rebound by T. Booker
8:10.0,,,64-70,2,B. Bogdanovic makes 2-pt shot from 2 ft (assist by I. Whitehead)
8:09.0,Washington full timeout,,64-70,,
8:09.0,,,64-70,,R. Foye enters the game for I. Whitehead
7:57.0,B. Beal makes 2-pt shot from 17 ft (assist by J. Wall),2,66-70,,
7:43.0,,,66-73,3,R. Foye makes 3-pt shot from 24 ft (assist by B. Bogdanovic)
7:34.0,Shooting foul by T. Booker (drawn by M. Morris),,66-73,,
7:34.0,M. Morris makes free throw 1 of 2,1,67-73,,
7:34.0,M. Morris makes free throw 2 of 2,1,68-73,,
7:22.0,,,68-73,,S. Kilpatrick misses 3-pt shot from 24 ft
7:21.0,Defensive rebound by M. Gortat,,68-73,,
7:02.0,J. Wall makes 2-pt shot from 18 ft,2,70-73,,
6:50.0,Personal foul by O. Porter (drawn by S. Kilpatrick),,70-73,,
6:43.0,,,70-73,,Turnover by R. Foye (bad pass; steal by M. Morris)
6:39.0,M. Morris makes 2-pt shot from 3 ft,2,72-73,,
6:24.0,,,72-73,,Turnover by R. Foye (lost ball; steal by B. Beal)
6:20.0,Turnover by M. Gortat (bad pass; steal by S. Kilpatrick),,72-73,,
6:04.0,,,72-73,,Shooting foul by B. Beal (drawn by B. Bogdanovic)
6:04.0,,,72-74,1,B. Bogdanovic makes free throw 1 of 2
6:04.0,,,72-74,,B. Bogdanovic misses free throw 2 of 2
6:04.0,,,72-74,,J. Hamilton enters the game for B. Lopez
6:04.0,,,72-74,,R. Hollis-Jefferson enters the game for S. Kilpatrick
6:03.0,Defensive rebound by M. Gortat,,72-74,,
5:50.0,M. Morris makes 2-pt shot from 1 ft (assist by M. Gortat),2,74-74,,
5:41.0,,,74-74,,Turnover by R. Hollis-Jefferson (bad pass; steal by M. Morris)
5:40.0,,,74-74,,Loose ball foul by B. Bogdanovic (drawn by M. Morris)
5:40.0,M. Morris makes free throw 1 of 2,1,75-74,,
5:40.0,M. Morris makes free throw 2 of 2,1,76-74,,
5:40.0,,,75-74,,J. Harris enters the game for B. Bogdanovic
5:29.0,,,76-74,,Turnover by R. Foye (lost ball; steal by M. Morris)
5:23.0,B. Beal makes 3-pt shot from 25 ft (assist by M. Morris),3,79-74,,
5:06.0,,,79-74,,Turnover by T. Booker (lost ball; steal by M. Morris)
5:01.0,J. Wall misses 3-pt shot from 26 ft,,79-74,,
5:00.0,,,79-74,,Defensive rebound by T. Booker
4:37.0,,,79-74,,Turnover by J. Hamilton (lost ball; steal by O. Porter)
4:26.0,Turnover by J. Wall (bad pass),,79-74,,
4:05.0,,,79-74,,J. Hamilton misses 3-pt shot from 26 ft
4:04.0,Defensive rebound by O. Porter,,79-74,,
3:58.0,Turnover by J. Wall (bad pass; steal by R. Foye),,79-74,,
3:55.0,,,79-74,,R. Foye misses 2-pt shot from 3 ft
3:54.0,,,79-74,,Offensive rebound by R. Hollis-Jefferson
3:53.0,,,79-76,2,R. Hollis-Jefferson makes 2-pt shot at rim
3:28.0,J. Wall misses 2-pt shot from 17 ft,,79-76,,
3:27.0,,,79-76,,Defensive rebound by T. Booker
3:15.0,,,79-76,,J. Hamilton misses 3-pt shot from 25 ft
3:14.0,Defensive rebound by O. Porter,,79-76,,
3:03.0,B. Beal misses 3-pt shot from 24 ft,,79-76,,
3:02.0,,,79-76,,Defensive rebound by J. Harris
2:51.0,,,79-76,,R. Hollis-Jefferson misses 2-pt shot from 15 ft
2:50.0,Defensive rebound by Team,,79-76,,
2:50.0,,,79-76,,Brooklyn full timeout
2:50.0,,,79-76,,S. Kilpatrick enters the game for R. Foye
2:50.0,K. Oubre enters the game for O. Porter,,79-76,,
2:50.0,M. Thornton enters the game for M. Gortat,,79-76,,
2:50.0,J. Smith enters the game for B. Beal,,79-76,,
2:35.0,J. Smith misses 2-pt shot from 2 ft (block by T. Booker),,79-76,,
2:33.0,,,79-76,,Defensive rebound by T. Booker
2:29.0,,,79-76,,Shooting foul by M. Morris (drawn by T. Booker)
2:29.0,,,79-76,,Technical foul by T. Booker
2:29.0,Technical foul by K. Oubre,,79-76,,
2:29.0,,,79-77,1,T. Booker makes free throw 1 of 2
2:29.0,,,79-77,,T. Booker misses free throw 2 of 2
2:29.0,,,79-77,,B. Lopez enters the game for J. Hamilton
2:28.0,Defensive rebound by M. Morris,,79-77,,
2:09.0,J. Wall misses 2-pt shot from 19 ft,,79-77,,
2:08.0,Offensive rebound by M. Morris,,79-77,,
2:08.0,Turnover by K. Oubre (traveling),,79-77,,
2:08.0,,,79-77,,B. Bogdanovic enters the game for T. Booker
1:54.0,,,79-77,,Turnover by B. Lopez (traveling)
1:54.0,T. Burke enters the game for J. Wall,,79-77,,
1:46.0,,,79-77,,Personal foul by J. Harris (drawn by M. Thornton)
1:46.0,M. Thornton misses free throw 1 of 2,,79-77,,
1:46.0,Offensive rebound by Team,,79-77,,
1:46.0,M. Thornton makes free throw 2 of 2,1,80-77,,
1:29.0,,,80-80,3,J. Harris makes 3-pt shot from 24 ft (assist by S. Kilpatrick)
1:14.0,T. Burke misses 3-pt shot from 25 ft,,80-80,,
1:13.0,,,80-80,,Defensive rebound by J. Harris
1:07.0,,,80-80,,R. Hollis-Jefferson misses 2-pt shot from 3 ft (block by J. Smith)
1:05.0,Defensive rebound by K. Oubre,,80-80,,
0:53.0,K. Oubre makes 3-pt shot from 23 ft (assist by T. Burke),3,83-80,,
0:33.0,,,83-80,,Shooting foul by J. Smith (drawn by B. Lopez)
0:33.0,,,83-80,,B. Lopez misses free throw 1 of 2
0:33.0,,,83-80,,Offensive rebound by Team
0:33.0,,,83-81,1,B. Lopez makes free throw 2 of 2
0:27.0,K. Oubre misses 3-pt shot from 25 ft,,83-81,,
0:25.0,,,83-81,,Defensive rebound by R. Hollis-Jefferson
0:04.0,,,83-81,,B. Bogdanovic misses 2-pt shot from 14 ft
0:02.0,Defensive rebound by K. Oubre,,83-81,,
0:01.0,K. Oubre misses 3-pt shot from 24 ft,,83-81,,
0:00.0,Offensive rebound by Team,,83-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,83-83,2,J. Harris makes 2-pt shot from 3 ft (assist by B. Lopez)
11:25.0,O. Porter makes 3-pt shot from 26 ft (assist by T. Burke),3,86-83,,
11:11.0,,,86-83,,J. Harris misses 2-pt shot at rim (block by M. Thornton)
11:10.0,,,86-83,,Offensive rebound by Team
11:10.0,Inbound foul by T. Burke,,86-83,,
11:10.0,,,86-84,1,B. Lopez makes free throw 1 of 1
11:03.0,,,86-84,,Turnover by J. Harris (bad pass; steal by M. Thornton)
11:01.0,Shooting foul by J. Harris (drawn by K. Oubre),,86-84,,
11:01.0,K. Oubre makes free throw 1 of 2,1,87-84,,
11:01.0,K. Oubre makes free throw 2 of 2,1,88-84,,
10:44.0,,,88-84,,Shooting foul by K. Oubre (drawn by R. Hollis-Jefferson)
10:44.0,,,88-84,,R. Hollis-Jefferson misses free throw 1 of 2
10:44.0,,,88-84,,Offensive rebound by Team
10:44.0,,,88-85,1,R. Hollis-Jefferson makes free throw 2 of 2
10:44.0,,,88-84,,S. Kilpatrick enters the game for B. Lopez
10:31.0,M. Thornton makes 2-pt shot from 3 ft (assist by J. Smith),2,90-85,,
10:31.0,Violation by Team (delay of game),,90-85,,
10:11.0,,,90-85,,Turnover by I. Whitehead (lost ball; steal by K. Oubre)
10:07.0,T. Burke misses 3-pt shot from 24 ft,,90-85,,
10:03.0,,,90-85,,Defensive rebound by S. Kilpatrick
9:55.0,,,90-87,2,S. Kilpatrick makes 2-pt shot from 14 ft
9:42.0,M. Thornton misses 3-pt shot from 26 ft,,90-87,,
9:41.0,,,90-87,,Defensive rebound by S. Kilpatrick
9:34.0,,,90-87,,Turnover by A. Bennett (bad pass; steal by J. Smith)
9:18.0,M. Thornton makes 3-pt shot from 24 ft (assist by O. Porter),3,93-87,,
9:16.0,,,93-87,,Brooklyn full timeout
9:05.0,Personal foul by O. Porter (drawn by S. Kilpatrick),,93-87,,
8:51.0,,,93-89,2,I. Whitehead makes 2-pt shot from 6 ft
8:44.0,,,93-89,,Personal foul by I. Whitehead (drawn by T. Burke)
8:30.0,M. Thornton misses 3-pt shot from 25 ft,,93-89,,
8:29.0,,,93-89,,Defensive rebound by R. Hollis-Jefferson
8:20.0,,,93-92,3,S. Kilpatrick makes 3-pt shot from 24 ft (assist by R. Hollis-Jefferson)
7:58.0,O. Porter misses 2-pt shot from 19 ft,,93-92,,
7:57.0,,,93-92,,Defensive rebound by A. Bennett
7:50.0,,,93-92,,Shooting foul by K. Oubre (drawn by J. Harris)
7:50.0,,,93-92,,J. Harris misses free throw 1 of 2
7:50.0,,,93-92,,Offensive rebound by Team
7:50.0,,,93-93,1,J. Harris makes free throw 2 of 2
7:50.0,J. Wall enters the game for T. Burke,,93-92,,
7:50.0,B. Beal enters the game for M. Thornton,,93-92,,
7:33.0,J. Smith makes 2-pt shot from 20 ft (assist by B. Beal),2,95-93,,
7:16.0,,,95-93,,I. Whitehead misses 2-pt shot from 2 ft
7:15.0,Defensive rebound by J. Smith,,95-93,,
7:05.0,B. Beal misses 2-pt shot from 17 ft,,95-93,,
7:04.0,,,95-93,,Defensive rebound by I. Whitehead
6:54.0,,,95-93,,Shooting foul by J. Smith (drawn by J. Harris)
6:54.0,,,95-94,1,J. Harris makes free throw 1 of 2
6:54.0,,,95-95,1,J. Harris makes free throw 2 of 2
6:54.0,M. Gortat enters the game for J. Smith,,95-94,,
6:54.0,,,95-94,,B. Lopez enters the game for R. Hollis-Jefferson
6:34.0,O. Porter makes 3-pt shot from 26 ft (assist by B. Beal),3,98-95,,
6:17.0,,,98-95,,B. Lopez misses 2-pt shot from 8 ft
6:17.0,,,98-95,,Offensive rebound by B. Lopez
6:17.0,,,98-97,2,B. Lopez makes 2-pt shot from 8 ft
6:17.0,,,98-97,,Shooting foul by M. Gortat (drawn by B. Lopez)
6:17.0,,,98-98,1,B. Lopez makes free throw 1 of 1
6:17.0,M. Morris enters the game for K. Oubre,,98-97,,
6:17.0,,,98-97,,B. Bogdanovic enters the game for A. Bennett
6:17.0,,,98-97,,T. Booker enters the game for J. Harris
6:03.0,B. Beal misses 3-pt shot from 23 ft,,98-98,,
6:01.0,,,98-98,,Defensive rebound by I. Whitehead
5:53.0,Official timeout,,98-98,,
5:50.0,,,98-100,2,S. Kilpatrick makes 2-pt shot from 3 ft (assist by B. Bogdanovic)
5:30.0,J. Wall makes 2-pt shot from 22 ft,2,100-100,,
