time,Utah,pts.away,score,pts.home,Phoenix
0:00.0,Offensive rebound by Team,,47-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,47-53,,Shooting foul by D. Favors (drawn by A. Len)
11:42.0,,,47-55,2,A. Len makes 2-pt shot at rim (assist by D. Booker)
11:42.0,,,47-55,,A. Len misses free throw 1 of 1
11:41.0,Defensive rebound by R. Gobert,,47-55,,
11:20.0,G. Hill misses 3-pt shot from 25 ft,,47-55,,
11:18.0,,,47-55,,Defensive rebound by E. Bledsoe
11:10.0,,,47-57,2,A. Len makes 2-pt shot from 19 ft (assist by E. Bledsoe)
10:58.0,D. Favors misses 2-pt shot from 4 ft,,47-57,,
10:56.0,Offensive rebound by D. Favors,,47-57,,
10:52.0,G. Hill makes 3-pt shot from 24 ft (assist by D. Favors),3,50-57,,
10:39.0,,,50-57,,Offensive foul by D. Booker
10:39.0,,,50-57,,Turnover by D. Booker (offensive foul)
10:30.0,Turnover by R. Gobert (lost ball; steal by E. Bledsoe),,50-57,,
10:23.0,,,50-57,,M. Chriss misses 2-pt shot from 1 ft (block by R. Gobert)
10:21.0,,,50-57,,Offensive rebound by M. Chriss
10:20.0,,,50-57,,M. Chriss misses 2-pt shot from 2 ft
10:18.0,Defensive rebound by R. Gobert,,50-57,,
10:14.0,J. Ingles makes 2-pt shot from 1 ft (assist by G. Hayward),2,52-57,,
10:07.0,,,52-57,,D. Booker misses 2-pt shot from 3 ft (block by D. Favors)
10:07.0,,,52-57,,Offensive rebound by Team
10:04.0,Shooting block foul by G. Hayward,,52-57,,
10:04.0,,,52-58,1,T. Warren makes free throw 1 of 2
10:04.0,,,52-59,1,T. Warren makes free throw 2 of 2
9:41.0,J. Ingles makes 3-pt shot from 24 ft,3,55-59,,
9:23.0,,,55-61,2,E. Bledsoe makes 2-pt shot at rim
9:01.0,Shooting foul by M. Chriss (drawn by G. Hill),,55-61,,
9:01.0,G. Hill makes free throw 1 of 2,1,56-61,,
9:01.0,G. Hill makes free throw 2 of 2,1,57-61,,
8:39.0,,,57-61,,E. Bledsoe misses 3-pt shot from 25 ft
8:37.0,Defensive rebound by G. Hill,,57-61,,
8:15.0,G. Hill misses 2-pt shot from 8 ft,,57-61,,
8:10.0,,,57-61,,Defensive rebound by A. Len
8:07.0,,,57-63,2,T. Warren makes 2-pt shot at rim (assist by E. Bledsoe)
7:50.0,,,57-63,,Personal foul by T. Warren
7:43.0,D. Favors makes 2-pt shot at rim (assist by G. Hayward),2,59-63,,
7:43.0,,,59-63,,Shooting block foul by A. Len (drawn by D. Favors)
7:43.0,D. Favors makes free throw 1 of 1,1,60-63,,
7:30.0,,,60-66,3,T. Warren makes 3-pt shot from 23 ft (assist by E. Bledsoe)
7:05.0,J. Ingles misses 2-pt shot from 2 ft,,60-66,,
7:03.0,Offensive rebound by D. Favors,,60-66,,
7:03.0,D. Favors misses 2-pt shot from 1 ft (block by A. Len),,60-66,,
7:00.0,,,60-66,,Defensive rebound by E. Bledsoe
6:52.0,,,60-66,,A. Len misses 2-pt shot from 17 ft
6:51.0,Defensive rebound by Team,,60-66,,
6:51.0,,,60-66,,Loose ball foul by M. Chriss (drawn by D. Favors)
6:51.0,,,60-66,,D. Bender enters the game for M. Chriss
6:32.0,G. Hill misses 3-pt shot from 25 ft,,60-66,,
6:30.0,,,60-66,,Defensive rebound by A. Len
6:23.0,,,60-68,2,E. Bledsoe makes 2-pt shot from 17 ft
6:07.0,R. Gobert makes 2-pt shot from 1 ft (assist by J. Ingles),2,62-68,,
5:57.0,,,62-70,2,D. Booker makes 2-pt shot from 2 ft (assist by E. Bledsoe)
5:50.0,Utah full timeout,,62-70,,
5:50.0,J. Johnson enters the game for G. Hayward,,62-70,,
5:50.0,B. Diaw enters the game for D. Favors,,62-70,,
5:35.0,G. Hill misses 3-pt shot from 25 ft,,62-70,,
5:33.0,,,62-70,,Defensive rebound by D. Bender
5:21.0,,,62-70,,D. Bender misses 3-pt shot from 25 ft (block by R. Gobert)
5:19.0,,,62-70,,Offensive rebound by D. Bender
5:12.0,,,62-70,,E. Bledsoe misses 3-pt shot from 26 ft
5:10.0,Defensive rebound by R. Gobert,,62-70,,
4:54.0,J. Johnson makes 3-pt shot from 26 ft (assist by B. Diaw),3,65-70,,
4:38.0,,,65-70,,D. Booker misses 3-pt shot from 25 ft
4:35.0,Defensive rebound by B. Diaw,,65-70,,
4:25.0,J. Ingles misses 3-pt shot from 26 ft,,65-70,,
4:23.0,,,65-70,,Defensive rebound by A. Len
4:11.0,,,65-72,2,E. Bledsoe makes 2-pt shot from 18 ft
3:58.0,G. Hill misses 2-pt shot from 1 ft (block by D. Bender),,65-72,,
3:56.0,,,65-72,,Defensive rebound by A. Len
3:51.0,,,65-72,,D. Bender misses 3-pt shot from 26 ft
3:48.0,Defensive rebound by J. Ingles,,65-72,,
3:46.0,,,65-72,,Violation by D. Bender (def goaltending)
3:46.0,G. Hill makes 2-pt shot from 1 ft (assist by J. Ingles),2,67-72,,
3:27.0,,,67-74,2,T. Warren makes 2-pt shot from 15 ft
2:59.0,J. Johnson misses 2-pt shot from 15 ft,,67-74,,
2:57.0,Offensive rebound by J. Johnson,,67-74,,
2:52.0,J. Ingles makes 3-pt shot from 26 ft (assist by J. Johnson),3,70-74,,
2:42.0,,,70-76,2,D. Booker makes 2-pt shot from 18 ft
2:18.0,B. Diaw makes 2-pt shot from 11 ft,2,72-76,,
1:56.0,,,72-76,,D. Booker misses 2-pt shot from 1 ft (block by G. Hill)
1:53.0,Defensive rebound by J. Ingles,,72-76,,
1:48.0,Turnover by G. Hill (traveling),,72-76,,
1:48.0,,,72-76,,Phoenix full timeout
1:48.0,,,72-76,,T. Ulis enters the game for A. Len
1:48.0,,,72-76,,P. Tucker enters the game for E. Bledsoe
1:48.0,R. Neto enters the game for R. Gobert,,72-76,,
1:48.0,D. Favors enters the game for G. Hill,,72-76,,
1:25.0,,,72-76,,D. Booker misses 2-pt shot from 6 ft
1:24.0,,,72-76,,Offensive rebound by P. Tucker
1:24.0,,,72-76,,Turnover by Team (shot clock)
1:04.0,J. Johnson makes 2-pt shot from 16 ft,2,74-76,,
0:53.0,,,74-78,2,D. Booker makes 2-pt shot from 3 ft
0:37.0,J. Ingles makes 3-pt shot from 26 ft (assist by B. Diaw),3,77-78,,
0:19.0,,,77-78,,Shooting foul by R. Neto (drawn by D. Booker)
0:19.0,,,77-79,1,D. Booker makes free throw 1 of 2
0:19.0,,,77-80,1,D. Booker makes free throw 2 of 2
0:19.0,A. Burks enters the game for J. Ingles,,77-79,,
0:04.0,R. Neto makes 2-pt shot from 1 ft,2,79-80,,
0:00.0,,,79-80,,T. Ulis misses 3-pt shot from 25 ft
0:00.0,,,79-80,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,J. Johnson makes 2-pt shot from 14 ft,2,81-80,,
11:23.0,Personal foul by R. Neto (drawn by D. Booker),,81-80,,
11:17.0,Personal foul by A. Burks (drawn by D. Booker),,81-80,,
11:15.0,Personal foul by A. Burks (drawn by D. Booker),,81-80,,
11:02.0,,,81-80,,D. Booker misses 2-pt shot from 6 ft
11:00.0,Defensive rebound by D. Favors,,81-80,,
10:46.0,,,81-80,,Def 3 sec tech foul by D. Bender
10:46.0,A. Burks misses technical free throw,,81-80,,
10:46.0,Offensive rebound by Team,,81-80,,
10:39.0,Turnover by D. Favors (bad pass; steal by P. Tucker),,81-80,,
10:31.0,,,81-82,2,D. Booker makes 2-pt shot from 3 ft
10:16.0,R. Neto misses 2-pt shot from 8 ft,,81-82,,
10:13.0,,,81-82,,Defensive rebound by P. Tucker
10:08.0,,,81-84,2,P. Tucker makes 2-pt shot from 12 ft (assist by L. Barbosa)
9:59.0,A. Burks misses 2-pt shot from 1 ft,,81-84,,
9:55.0,,,81-84,,Defensive rebound by P. Tucker
9:49.0,,,81-84,,Turnover by L. Barbosa (bad pass; steal by D. Favors)
9:47.0,Shooting foul by D. Booker (drawn by D. Favors),,81-84,,
9:47.0,D. Favors misses free throw 1 of 2,,81-84,,
9:47.0,Offensive rebound by Team,,81-84,,
9:47.0,D. Favors misses free throw 2 of 2,,81-84,,
9:47.0,D. Exum enters the game for A. Burks,,81-84,,
9:47.0,G. Hayward enters the game for B. Diaw,,81-84,,
9:46.0,,,81-84,,Defensive rebound by L. Barbosa
9:31.0,,,81-84,,Shooting foul by D. Exum (drawn by D. Booker)
9:31.0,,,81-85,1,D. Booker makes free throw 1 of 2
9:31.0,,,81-86,1,D. Booker makes free throw 2 of 2
9:20.0,G. Hayward makes 2-pt shot from 15 ft,2,83-86,,
9:05.0,,,83-86,,Turnover by D. Booker (traveling)
8:48.0,J. Johnson misses 2-pt shot from 6 ft,,83-86,,
8:44.0,,,83-86,,Defensive rebound by T. Ulis
8:35.0,,,83-86,,T. Ulis misses 2-pt shot from 7 ft
8:33.0,Defensive rebound by J. Johnson,,83-86,,
8:22.0,,,83-86,,Def 3 sec tech foul by D. Bender
8:22.0,Official timeout,,83-86,,
8:22.0,G. Hayward misses technical free throw,,83-86,,
8:22.0,Offensive rebound by Team,,83-86,,
8:22.0,,,83-86,,E. Bledsoe enters the game for T. Ulis
8:22.0,R. Gobert enters the game for D. Favors,,83-86,,
8:22.0,G. Hill enters the game for R. Neto,,83-86,,
8:12.0,G. Hayward misses 2-pt shot from 1 ft,,83-86,,
8:11.0,Offensive rebound by Team,,83-86,,
8:01.0,J. Johnson makes 3-pt shot from 26 ft,3,86-86,,
7:42.0,,,86-88,2,L. Barbosa makes 2-pt shot from 1 ft
7:24.0,R. Gobert makes 2-pt shot at rim (assist by G. Hill),2,88-88,,
6:59.0,,,88-88,,E. Bledsoe misses 2-pt shot from 1 ft
6:56.0,Defensive rebound by J. Johnson,,88-88,,
6:43.0,G. Hayward misses 3-pt shot from 25 ft,,88-88,,
6:41.0,Offensive rebound by R. Gobert,,88-88,,
6:39.0,R. Gobert makes 2-pt shot at rim,2,90-88,,
6:25.0,,,90-90,2,D. Booker makes 2-pt shot from 15 ft
6:00.0,D. Exum misses 3-pt shot from 24 ft,,90-90,,
5:58.0,,,90-90,,Defensive rebound by P. Tucker
5:42.0,,,90-92,2,D. Booker makes 2-pt shot from 17 ft
5:42.0,Utah full timeout,,90-92,,
5:42.0,,,90-92,,M. Chriss enters the game for D. Bender
5:42.0,J. Ingles enters the game for D. Exum,,90-92,,
5:42.0,B. Diaw enters the game for J. Johnson,,90-92,,
5:26.0,G. Hayward misses 2-pt shot from 21 ft,,90-92,,
5:23.0,,,90-92,,Defensive rebound by P. Tucker
5:12.0,,,90-92,,D. Booker misses 2-pt shot from 7 ft
5:09.0,Defensive rebound by R. Gobert,,90-92,,
4:58.0,G. Hill makes 2-pt shot from 7 ft,2,92-92,,
4:39.0,,,92-92,,M. Chriss misses 2-pt shot at rim
4:38.0,,,92-92,,Offensive rebound by E. Bledsoe
4:38.0,Personal foul by G. Hill (drawn by E. Bledsoe),,92-92,,
4:38.0,,,92-93,1,E. Bledsoe makes free throw 1 of 2
4:38.0,,,92-94,1,E. Bledsoe makes free throw 2 of 2
4:16.0,B. Diaw makes 2-pt shot from 6 ft,2,94-94,,
3:59.0,,,94-94,,M. Chriss misses 3-pt shot from 23 ft
3:58.0,Defensive rebound by G. Hayward,,94-94,,
3:52.0,G. Hayward makes 2-pt shot from 1 ft (assist by B. Diaw),2,96-94,,
3:44.0,,,96-94,,Phoenix full timeout
3:44.0,,,96-94,,T. Warren enters the game for L. Barbosa
3:34.0,,,96-97,3,E. Bledsoe makes 3-pt shot from 25 ft
3:16.0,R. Gobert makes 2-pt shot from 1 ft (assist by G. Hill),2,98-97,,
3:16.0,Shooting foul by P. Tucker (drawn by R. Gobert),,98-97,,
3:16.0,R. Gobert makes free throw 1 of 1,1,99-97,,
2:57.0,,,99-97,,P. Tucker misses 2-pt shot from 2 ft (block by R. Gobert)
2:55.0,Defensive rebound by G. Hill,,99-97,,
2:37.0,G. Hayward misses 3-pt shot from 25 ft,,99-97,,
2:34.0,,,99-97,,Defensive rebound by P. Tucker
2:14.0,,,99-99,2,E. Bledsoe makes 2-pt shot from 4 ft
1:53.0,G. Hill misses 3-pt shot from 24 ft,,99-99,,
1:49.0,,,99-99,,Defensive rebound by E. Bledsoe
1:28.0,,,99-99,,E. Bledsoe misses 2-pt shot from 12 ft
1:25.0,Defensive rebound by R. Gobert,,99-99,,
1:14.0,Turnover by G. Hayward (lost ball; steal by T. Warren),,99-99,,
1:13.0,,,99-101,2,T. Warren makes 2-pt shot at rim
1:13.0,Utah full timeout,,99-101,,
1:13.0,J. Johnson enters the game for B. Diaw,,99-101,,
0:50.0,J. Johnson makes 3-pt shot from 24 ft (assist by G. Hill),3,102-101,,
0:34.0,,,102-101,,D. Booker misses 2-pt shot from 15 ft
0:32.0,Defensive rebound by R. Gobert,,102-101,,
0:25.0,Utah full timeout,,102-101,,
0:25.0,B. Diaw enters the game for G. Hill,,102-101,,
0:14.0,Shooting foul by M. Chriss (drawn by G. Hayward),,102-101,,
