time,Chicago,pts.away,score,pts.home,Charlotte
1:14.0,,,23-18,,Charlotte full timeout
1:14.0,C. Felicio enters the game for R. Lopez,,23-18,,
1:00.0,,,23-20,2,J. Lamb makes 2-pt shot from 2 ft (assist by F. Kaminsky)
0:43.0,N. Mirotic makes 3-pt shot from 28 ft (assist by J. Grant),3,26-20,,
0:34.0,,,26-22,2,R. Hibbert makes 2-pt shot from 1 ft (assist by R. Sessions)
0:26.0,J. Butler misses 2-pt shot from 9 ft,,26-22,,
0:25.0,,,26-22,,Defensive rebound by R. Hibbert
0:07.0,,,26-22,,R. Sessions misses 3-pt shot from 24 ft
0:06.0,Defensive rebound by N. Mirotic,,26-22,,
0:00.0,J. Butler misses 3-pt shot from 28 ft,,26-22,,
0:00.0,Offensive rebound by Team,,26-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,N. Mirotic misses 3-pt shot from 29 ft,,26-22,,
11:48.0,,,26-22,,Defensive rebound by N. Batum
11:41.0,,,26-22,,Turnover by R. Hibbert (offensive foul)
11:41.0,,,26-22,,Offensive foul by R. Hibbert
11:26.0,D. Wade misses 2-pt shot from 13 ft,,26-22,,
11:24.0,Offensive rebound by D. Wade,,26-22,,
11:19.0,D. McDermott misses 2-pt shot from 4 ft,,26-22,,
11:17.0,Offensive rebound by C. Felicio,,26-22,,
11:17.0,C. Felicio misses 2-pt shot from 1 ft,,26-22,,
11:16.0,Offensive rebound by N. Mirotic,,26-22,,
11:16.0,N. Mirotic makes 2-pt shot from 1 ft,2,28-22,,
11:01.0,,,28-22,,Turnover by R. Sessions (bad pass)
10:37.0,J. Grant makes 2-pt shot from 16 ft,2,30-22,,
10:20.0,,,30-22,,M. Belinelli misses 2-pt shot from 20 ft
10:19.0,Defensive rebound by C. Felicio,,30-22,,
10:03.0,C. Felicio misses 2-pt shot from 6 ft (block by R. Hibbert),,30-22,,
10:03.0,Offensive rebound by C. Felicio,,30-22,,
10:03.0,Shooting foul by M. Belinelli (drawn by C. Felicio),,30-22,,
10:03.0,C. Felicio misses free throw 1 of 2,,30-22,,
10:03.0,Offensive rebound by Team,,30-22,,
10:03.0,C. Felicio misses free throw 2 of 2,,30-22,,
10:02.0,,,30-22,,Defensive rebound by N. Batum
9:41.0,,,30-22,,N. Batum misses 3-pt shot from 25 ft
9:40.0,Defensive rebound by C. Felicio,,30-22,,
9:18.0,N. Mirotic misses 2-pt shot from 3 ft (block by R. Hibbert),,30-22,,
9:16.0,,,30-22,,Defensive rebound by R. Hibbert
9:14.0,Personal foul by C. Felicio (drawn by R. Sessions),,30-22,,
9:14.0,,,30-23,1,R. Sessions makes free throw 1 of 2
9:14.0,,,30-23,,R. Sessions misses free throw 2 of 2
9:13.0,Defensive rebound by N. Mirotic,,30-23,,
9:00.0,D. Wade misses 2-pt shot from 19 ft,,30-23,,
8:59.0,,,30-23,,Defensive rebound by R. Hibbert
8:48.0,,,30-23,,F. Kaminsky misses 3-pt shot from 25 ft
8:46.0,Defensive rebound by D. Wade,,30-23,,
8:38.0,D. Wade misses 2-pt shot from 16 ft,,30-23,,
8:37.0,,,30-23,,Defensive rebound by F. Kaminsky
8:27.0,,,30-23,,F. Kaminsky misses 2-pt shot from 7 ft
8:26.0,Defensive rebound by D. Wade,,30-23,,
8:11.0,J. Grant misses 2-pt shot from 9 ft,,30-23,,
8:10.0,,,30-23,,Defensive rebound by R. Sessions
8:06.0,,,30-25,2,R. Sessions makes 2-pt shot from 1 ft
8:06.0,Chicago full timeout,,30-25,,
8:06.0,,,30-25,,K. Walker enters the game for R. Sessions
7:50.0,N. Mirotic misses 2-pt shot from 6 ft (block by R. Hibbert),,30-25,,
7:48.0,,,30-25,,Defensive rebound by R. Hibbert
7:33.0,,,30-27,2,R. Hibbert makes 2-pt shot from 5 ft
7:13.0,D. McDermott misses 2-pt shot from 2 ft,,30-27,,
7:10.0,,,30-27,,Defensive rebound by K. Walker
7:08.0,,,30-27,,Shooting foul by J. Grant (drawn by K. Walker)
7:08.0,,,30-28,1,K. Walker makes free throw 1 of 2
7:08.0,,,30-29,1,K. Walker makes free throw 2 of 2
7:08.0,,,30-28,,M. Kidd-Gilchrist enters the game for M. Belinelli
7:08.0,R. Rondo enters the game for D. McDermott,,30-28,,
7:08.0,J. Butler enters the game for J. Grant,,30-28,,
7:08.0,T. Gibson enters the game for C. Felicio,,30-28,,
6:48.0,N. Mirotic misses 3-pt shot from 26 ft,,30-29,,
6:47.0,,,30-29,,Defensive rebound by M. Kidd-Gilchrist
6:36.0,,,30-29,,Turnover by K. Walker (lost ball; steal by D. Wade)
6:31.0,N. Mirotic misses 2-pt shot from 2 ft (block by M. Kidd-Gilchrist),,30-29,,
6:29.0,,,30-29,,Defensive rebound by F. Kaminsky
6:24.0,,,30-29,,K. Walker misses 2-pt shot from 2 ft
6:23.0,,,30-29,,Offensive rebound by N. Batum
6:23.0,,,30-31,2,N. Batum makes 2-pt shot from 1 ft
6:14.0,D. Wade misses 2-pt shot from 18 ft,,30-31,,
6:13.0,,,30-31,,Defensive rebound by M. Kidd-Gilchrist
5:58.0,,,30-31,,K. Walker misses 2-pt shot from 2 ft
5:57.0,Defensive rebound by N. Mirotic,,30-31,,
5:46.0,Turnover by R. Rondo (lost ball; steal by K. Walker),,30-31,,
5:44.0,Personal foul by N. Mirotic (drawn by N. Batum),,30-31,,
5:44.0,Official timeout,,30-31,,
5:44.0,D. McDermott enters the game for D. Wade,,30-31,,
5:44.0,R. Lopez enters the game for N. Mirotic,,30-31,,
5:44.0,,,30-31,,M. Williams enters the game for F. Kaminsky
5:30.0,,,30-33,2,N. Batum makes 2-pt shot from 14 ft
5:03.0,R. Lopez misses 2-pt shot from 5 ft,,30-33,,
5:01.0,,,30-33,,Defensive rebound by N. Batum
4:45.0,,,30-36,3,N. Batum makes 3-pt shot from 24 ft (assist by K. Walker)
4:35.0,Offensive foul by D. McDermott,,30-36,,
4:35.0,Turnover by D. McDermott (offensive foul),,30-36,,
4:29.0,,,30-36,,Shooting foul by R. Lopez (drawn by K. Walker)
4:29.0,,,30-37,1,K. Walker makes free throw 1 of 2
4:29.0,,,30-38,1,K. Walker makes free throw 2 of 2
4:19.0,Shooting foul by R. Hibbert (drawn by J. Butler),,30-38,,
4:19.0,J. Butler makes free throw 1 of 2,1,31-38,,
4:19.0,J. Butler makes free throw 2 of 2,1,32-38,,
4:19.0,,,31-38,,C. Zeller enters the game for R. Hibbert
4:01.0,,,32-38,,M. Kidd-Gilchrist misses 2-pt shot from 1 ft
3:57.0,,,32-38,,Offensive rebound by C. Zeller
3:57.0,,,32-40,2,C. Zeller makes 2-pt shot at rim
3:41.0,R. Lopez makes 2-pt shot from 19 ft (assist by R. Rondo),2,34-40,,
3:22.0,,,34-42,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by C. Zeller)
3:22.0,,,34-42,,Shooting foul by T. Gibson (drawn by M. Kidd-Gilchrist)
3:22.0,,,34-42,,M. Kidd-Gilchrist misses free throw 1 of 1
3:21.0,Defensive rebound by R. Rondo,,34-42,,
3:11.0,Turnover by J. Butler (bad pass; steal by M. Williams),,34-42,,
3:07.0,,,34-44,2,K. Walker makes 2-pt shot from 2 ft (assist by M. Williams)
3:07.0,Chicago full timeout,,34-44,,
3:07.0,D. Wade enters the game for D. McDermott,,34-44,,
2:52.0,J. Butler makes 2-pt shot from 18 ft (assist by R. Rondo),2,36-44,,
2:39.0,,,36-44,,Turnover by M. Williams (traveling)
2:39.0,,,36-44,,Charlotte full timeout
2:24.0,J. Butler misses 2-pt shot from 6 ft (block by M. Kidd-Gilchrist),,36-44,,
2:23.0,,,36-44,,Defensive rebound by K. Walker
2:06.0,,,36-44,,K. Walker misses 2-pt shot from 18 ft
2:04.0,,,36-44,,Offensive rebound by C. Zeller
1:56.0,,,36-44,,Shooting foul by R. Lopez (drawn by C. Zeller)
1:56.0,,,36-45,1,C. Zeller makes free throw 1 of 2
1:56.0,,,36-46,1,C. Zeller makes free throw 2 of 2
1:36.0,Turnover by R. Rondo (bad pass; steal by M. Kidd-Gilchrist),,36-46,,
1:36.0,Jump ball: M. Kidd-Gilchrist vs. R. Rondo (N. Batum gains possession),,,,Jump ball: M. Kidd-Gilchrist vs. R. Rondo (N. Batum gains possession)
1:13.0,,,36-46,,M. Kidd-Gilchrist misses 2-pt shot from 19 ft
1:12.0,Defensive rebound by J. Butler,,36-46,,
1:03.0,D. Wade makes 2-pt shot from 16 ft (assist by J. Butler),2,38-46,,
0:46.0,,,38-48,2,N. Batum makes 2-pt shot from 19 ft (assist by M. Kidd-Gilchrist)
0:32.0,D. Wade makes 2-pt shot from 16 ft,2,40-48,,
0:09.0,,,40-48,,M. Williams misses 3-pt shot from 24 ft
0:08.0,Defensive rebound by R. Rondo,,40-48,,
0:00.0,R. Rondo misses 2-pt shot from 2 ft,,40-48,,
0:00.0,Offensive rebound by Team,,40-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,T. Gibson makes 2-pt shot from 1 ft (assist by R. Lopez),2,42-48,,
11:28.0,,,42-48,,K. Walker misses 2-pt shot from 7 ft
11:27.0,Defensive rebound by D. Wade,,42-48,,
11:10.0,J. Butler makes 2-pt shot from 17 ft (assist by R. Rondo),2,44-48,,
10:51.0,,,44-48,,Turnover by C. Zeller (bad pass; steal by R. Rondo)
10:47.0,Shooting foul by C. Zeller (drawn by D. Wade),,44-48,,
10:47.0,D. Wade makes free throw 1 of 2,1,45-48,,
10:47.0,D. Wade makes free throw 2 of 2,1,46-48,,
10:27.0,,,46-48,,K. Walker misses 2-pt shot from 3 ft
10:26.0,Defensive rebound by R. Lopez,,46-48,,
10:21.0,J. Butler makes 3-pt shot from 24 ft (assist by D. Wade),3,49-48,,
10:21.0,,,49-48,,Charlotte full timeout
10:03.0,,,49-50,2,M. Williams makes 2-pt shot from 2 ft (assist by N. Batum)
9:51.0,Turnover by R. Rondo (bad pass; steal by M. Williams),,49-50,,
9:41.0,,,49-50,,K. Walker misses 2-pt shot from 1 ft
9:39.0,,,49-50,,Offensive rebound by K. Walker
9:36.0,,,49-50,,Turnover by M. Williams (lost ball; steal by R. Rondo)
9:32.0,Turnover by R. Rondo (lost ball),,49-50,,
9:14.0,,,49-52,2,C. Zeller makes 2-pt shot at rim (assist by N. Batum)
8:49.0,D. Wade misses 2-pt shot from 18 ft,,49-52,,
8:48.0,Offensive rebound by R. Lopez,,49-52,,
8:40.0,R. Lopez misses 2-pt shot from 1 ft,,49-52,,
8:40.0,Offensive rebound by R. Lopez,,49-52,,
8:40.0,R. Lopez misses 2-pt shot from 1 ft,,49-52,,
8:40.0,,,49-52,,Defensive rebound by Team
8:40.0,Loose ball foul by R. Lopez (drawn by M. Kidd-Gilchrist),,49-52,,
8:19.0,,,49-54,2,N. Batum makes 2-pt shot from 21 ft
8:01.0,R. Rondo makes 2-pt shot from 1 ft,2,51-54,,
7:41.0,,,51-54,,Turnover by N. Batum (bad pass)
7:20.0,J. Butler misses 2-pt shot from 14 ft,,51-54,,
7:18.0,,,51-54,,Defensive rebound by N. Batum
7:11.0,,,51-54,,M. Williams misses 2-pt shot from 3 ft (block by R. Lopez)
7:11.0,,,51-54,,Offensive rebound by Team
7:08.0,,,51-56,2,K. Walker makes 2-pt shot from 19 ft (assist by N. Batum)
6:53.0,D. Wade misses 3-pt shot from 25 ft,,51-56,,
6:52.0,,,51-56,,Defensive rebound by M. Kidd-Gilchrist
6:40.0,,,51-56,,N. Batum misses 2-pt shot from 8 ft
6:39.0,Defensive rebound by R. Lopez,,51-56,,
6:35.0,R. Rondo misses 2-pt shot from 1 ft (block by C. Zeller),,51-56,,
6:35.0,Offensive rebound by Team,,51-56,,
6:28.0,D. McDermott enters the game for D. Wade,,51-56,,
6:21.0,J. Butler makes 2-pt shot from 21 ft (assist by R. Rondo),2,53-56,,
6:09.0,,,53-56,,N. Batum misses 2-pt shot from 9 ft (block by J. Butler)
6:06.0,Defensive rebound by J. Butler,,53-56,,
6:04.0,J. Butler makes 2-pt shot from 1 ft (assist by R. Rondo),2,55-56,,
5:44.0,,,55-58,2,M. Kidd-Gilchrist makes 2-pt shot at rim (assist by C. Zeller)
5:31.0,T. Gibson misses 2-pt shot from 2 ft (block by M. Williams),,55-58,,
5:29.0,,,55-58,,Defensive rebound by M. Kidd-Gilchrist
5:24.0,,,55-61,3,M. Williams makes 3-pt shot from 25 ft (assist by N. Batum)
5:23.0,Chicago full timeout,,55-61,,
5:11.0,J. Butler makes 2-pt shot from 13 ft,2,57-61,,
4:56.0,,,57-61,,Shooting foul by J. Butler (drawn by N. Batum)
4:56.0,,,57-62,1,N. Batum makes free throw 1 of 2
4:56.0,,,57-62,,N. Batum misses free throw 2 of 2
4:56.0,,,57-62,,F. Kaminsky enters the game for M. Williams
4:56.0,N. Mirotic enters the game for T. Gibson,,57-62,,
4:50.0,Defensive rebound by N. Mirotic,,57-62,,
4:33.0,R. Rondo misses 3-pt shot from 24 ft,,57-62,,
4:31.0,Offensive rebound by R. Lopez,,57-62,,
4:31.0,R. Lopez makes 2-pt shot at rim,2,59-62,,
4:16.0,,,59-64,2,N. Batum makes 2-pt shot from 18 ft (assist by K. Walker)
3:54.0,D. McDermott makes 3-pt shot from 25 ft (assist by J. Butler),3,62-64,,
3:42.0,,,62-64,,K. Walker misses 2-pt shot from 6 ft (block by N. Mirotic)
3:40.0,,,62-64,,Offensive rebound by K. Walker
3:32.0,Personal foul by R. Rondo (drawn by M. Kidd-Gilchrist),,62-64,,
3:32.0,,,62-64,,R. Sessions enters the game for K. Walker
3:32.0,,,62-64,,J. Lamb enters the game for M. Kidd-Gilchrist
3:26.0,,,62-64,,Shooting foul by N. Mirotic (drawn by F. Kaminsky)
3:26.0,,,62-65,1,F. Kaminsky makes free throw 1 of 2
3:26.0,,,62-66,1,F. Kaminsky makes free throw 2 of 2
3:15.0,N. Mirotic misses 3-pt shot from 24 ft (block by F. Kaminsky),,62-66,,
3:13.0,,,62-66,,Defensive rebound by J. Lamb
3:06.0,,,62-66,,R. Sessions misses 2-pt shot from 2 ft
3:04.0,,,62-66,,Offensive rebound by C. Zeller
2:59.0,,,62-68,2,C. Zeller makes 2-pt shot at rim (assist by R. Sessions)
2:50.0,D. McDermott makes 3-pt shot from 27 ft (assist by R. Rondo),3,65-68,,
2:29.0,,,65-71,3,F. Kaminsky makes 3-pt shot from 23 ft (assist by N. Batum)
2:11.0,J. Butler misses 2-pt shot from 7 ft,,65-71,,
2:10.0,,,65-71,,Defensive rebound by N. Batum
2:01.0,,,65-71,,F. Kaminsky misses 3-pt shot from 26 ft
1:59.0,,,65-71,,Offensive rebound by C. Zeller
1:45.0,,,65-73,2,C. Zeller makes 2-pt shot from 1 ft (assist by N. Batum)
1:22.0,J. Butler misses 2-pt shot from 14 ft,,65-73,,
1:21.0,,,65-73,,Defensive rebound by F. Kaminsky
1:08.0,,,65-75,2,F. Kaminsky makes 2-pt shot from 9 ft (assist by R. Sessions)
1:07.0,Chicago full timeout,,65-75,,
1:07.0,C. Felicio enters the game for R. Lopez,,65-75,,
1:07.0,J. Grant enters the game for R. Rondo,,65-75,,
1:07.0,,,65-75,,R. Hibbert enters the game for C. Zeller
0:47.0,J. Grant makes 2-pt shot from 11 ft,2,67-75,,
0:23.0,,,67-75,,N. Batum misses 3-pt shot from 25 ft
0:22.0,Defensive rebound by N. Mirotic,,67-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,67-75,,Turnover by R. Sessions (bad pass; steal by N. Mirotic)
11:31.0,N. Mirotic misses 3-pt shot from 24 ft,,67-75,,
11:29.0,,,67-75,,Defensive rebound by R. Hibbert
11:21.0,,,67-75,,R. Sessions misses 2-pt shot from 1 ft
11:20.0,,,67-75,,Offensive rebound by F. Kaminsky
11:20.0,,,67-77,2,F. Kaminsky makes 2-pt shot from 1 ft
11:04.0,N. Mirotic misses 3-pt shot from 26 ft,,67-77,,
11:02.0,Offensive rebound by C. Felicio,,67-77,,
10:57.0,D. Wade misses 2-pt shot from 2 ft,,67-77,,
10:57.0,Offensive rebound by Team,,67-77,,
10:57.0,,,67-77,,Loose ball foul by R. Hibbert (drawn by D. Wade)
10:57.0,Technical foul by T. Gibson,,67-77,,
10:57.0,,,67-78,1,J. Lamb makes technical free throw
10:50.0,D. McDermott makes 3-pt shot from 24 ft (assist by D. Wade),3,70-78,,
10:30.0,,,70-78,,Turnover by R. Hibbert (bad pass; steal by D. Wade)
10:22.0,N. Mirotic misses 2-pt shot from 3 ft,,70-78,,
10:20.0,Offensive rebound by C. Felicio,,70-78,,
10:15.0,D. McDermott misses 3-pt shot from 25 ft,,70-78,,
10:14.0,Offensive rebound by N. Mirotic,,70-78,,
10:14.0,N. Mirotic makes 2-pt shot from 1 ft,2,72-78,,
9:59.0,Personal foul by D. McDermott (drawn by R. Hibbert),,72-78,,
9:44.0,,,72-80,2,J. Lamb makes 2-pt shot from 22 ft
9:28.0,D. Wade misses 2-pt shot from 4 ft (block by M. Kidd-Gilchrist),,72-80,,
9:26.0,,,72-80,,Defensive rebound by M. Kidd-Gilchrist
9:23.0,,,72-82,2,R. Sessions makes 2-pt shot from 1 ft (assist by M. Kidd-Gilchrist)
9:05.0,D. Wade makes 2-pt shot from 13 ft (assist by J. Grant),2,74-82,,
8:45.0,,,74-82,,F. Kaminsky misses 2-pt shot from 7 ft
8:45.0,,,74-82,,Offensive rebound by Team
8:45.0,Loose ball foul by C. Felicio (drawn by R. Hibbert),,74-82,,
8:45.0,Official timeout,,74-82,,
8:45.0,,,74-82,,N. Batum enters the game for M. Kidd-Gilchrist
8:27.0,,,74-82,,F. Kaminsky misses 2-pt shot from 7 ft
8:26.0,Defensive rebound by D. Wade,,74-82,,
8:16.0,D. Wade misses 2-pt shot from 1 ft,,74-82,,
8:15.0,,,74-82,,Defensive rebound by N. Batum
8:09.0,Personal foul by C. Felicio (drawn by F. Kaminsky),,74-82,,
8:04.0,,,74-82,,Shooting foul by C. Felicio (drawn by J. Lamb)
8:04.0,,,74-83,1,J. Lamb makes free throw 1 of 2
8:04.0,,,74-84,1,J. Lamb makes free throw 2 of 2
8:04.0,J. Butler enters the game for J. Grant,,74-83,,
8:04.0,,,74-83,,K. Walker enters the game for R. Sessions
7:49.0,Turnover by J. Butler (bad pass; steal by N. Batum),,74-84,,
7:24.0,,,74-84,,F. Kaminsky misses 3-pt shot from 24 ft
7:23.0,Defensive rebound by D. McDermott,,74-84,,
7:18.0,D. Wade misses 2-pt shot from 17 ft,,74-84,,
7:15.0,Offensive rebound by N. Mirotic,,74-84,,
7:15.0,N. Mirotic misses 2-pt shot at rim,,74-84,,
7:13.0,Offensive rebound by N. Mirotic,,74-84,,
7:13.0,N. Mirotic makes 2-pt shot from 1 ft,2,76-84,,
7:03.0,,,76-84,,Shooting foul by J. Butler (drawn by K. Walker)
7:03.0,,,76-85,1,K. Walker makes free throw 1 of 2
7:03.0,,,76-86,1,K. Walker makes free throw 2 of 2
7:03.0,R. Rondo enters the game for D. Wade,,76-85,,
7:03.0,,,76-85,,C. Zeller enters the game for R. Hibbert
6:48.0,N. Mirotic misses 3-pt shot from 26 ft,,76-86,,
6:47.0,,,76-86,,Defensive rebound by J. Lamb
6:36.0,,,76-86,,J. Lamb misses 3-pt shot from 26 ft
6:35.0,Defensive rebound by J. Butler,,76-86,,
6:28.0,,,76-86,,Personal foul by F. Kaminsky (drawn by J. Butler)
6:28.0,T. Gibson enters the game for N. Mirotic,,76-86,,
6:12.0,D. McDermott misses 3-pt shot from 29 ft,,76-86,,
6:12.0,,,76-86,,Defensive rebound by Team
5:59.0,,,76-88,2,F. Kaminsky makes 2-pt shot from 6 ft (assist by C. Zeller)
5:59.0,Chicago full timeout,,76-88,,
5:59.0,R. Lopez enters the game for C. Felicio,,76-88,,
5:48.0,T. Gibson misses 2-pt shot from 10 ft,,76-88,,
5:47.0,Offensive rebound by T. Gibson,,76-88,,
5:45.0,T. Gibson makes 2-pt shot from 1 ft,2,78-88,,
5:28.0,,,78-88,,C. Zeller misses 2-pt shot from 2 ft (block by T. Gibson)
5:26.0,,,78-88,,Offensive rebound by C. Zeller
5:19.0,,,78-88,,N. Batum misses 2-pt shot from 21 ft
5:18.0,Defensive rebound by R. Lopez,,78-88,,
5:03.0,T. Gibson makes 2-pt shot from 1 ft (assist by R. Rondo),2,80-88,,
4:51.0,,,80-88,,K. Walker misses 2-pt shot from 17 ft
4:50.0,Defensive rebound by R. Rondo,,80-88,,
4:36.0,T. Gibson misses 2-pt shot from 2 ft,,80-88,,
4:35.0,,,80-88,,Defensive rebound by F. Kaminsky
4:28.0,,,80-88,,J. Lamb misses 2-pt shot from 10 ft
4:27.0,Defensive rebound by T. Gibson,,80-88,,
4:21.0,D. McDermott misses 3-pt shot from 24 ft,,80-88,,
4:18.0,Offensive rebound by R. Rondo,,80-88,,
4:14.0,D. McDermott makes 2-pt shot at rim (assist by R. Rondo),2,82-88,,
4:08.0,,,82-88,,Charlotte full timeout
4:08.0,,,82-88,,M. Williams enters the game for F. Kaminsky
4:08.0,,,82-88,,M. Kidd-Gilchrist enters the game for J. Lamb
3:57.0,,,82-90,2,M. Kidd-Gilchrist makes 2-pt shot from 19 ft (assist by K. Walker)
