time,Boston,pts.away,score,pts.home,Orlando
9:19.0,Shooting foul by B. Biyombo (drawn by T. Rozier),,30-33,,
9:19.0,T. Rozier makes free throw 1 of 1,1,31-33,,
9:19.0,A. Johnson enters the game for K. Olynyk,,30-33,,
9:05.0,,,31-33,,N. Vucevic misses 2-pt shot from 20 ft
9:04.0,Defensive rebound by T. Zeller,,31-33,,
8:52.0,J. Brown misses 3-pt shot from 25 ft,,31-33,,
8:51.0,,,31-33,,Defensive rebound by E. Payton
8:42.0,,,31-33,,E. Payton misses 2-pt shot from 15 ft
8:42.0,,,31-33,,Offensive rebound by Team
8:42.0,Loose ball foul by G. Green (drawn by B. Biyombo),,31-33,,
8:31.0,,,31-33,,Turnover by E. Payton (bad pass; steal by T. Zeller)
8:21.0,G. Green misses 3-pt shot from 26 ft,,31-33,,
8:20.0,,,31-33,,Defensive rebound by B. Biyombo
8:12.0,,,31-33,,Turnover by B. Biyombo (bad pass; steal by T. Rozier)
8:08.0,T. Rozier makes 2-pt shot from 1 ft,2,33-33,,
7:52.0,,,33-35,2,E. Payton makes 2-pt shot from 2 ft
7:31.0,Shooting foul by J. Meeks (drawn by J. Brown),,33-35,,
7:31.0,J. Brown makes free throw 1 of 2,1,34-35,,
7:31.0,J. Brown misses free throw 2 of 2,,34-35,,
7:29.0,,,34-35,,Defensive rebound by J. Green
7:14.0,,,34-35,,J. Meeks misses 2-pt shot from 7 ft
7:14.0,Defensive rebound by Team,,34-35,,
7:14.0,,,34-35,,Loose ball foul by B. Biyombo (drawn by T. Zeller)
6:54.0,J. Brown misses 3-pt shot from 26 ft,,34-35,,
6:52.0,Offensive rebound by Team,,34-35,,
6:49.0,J. Brown makes 2-pt shot at rim (assist by G. Green),2,36-35,,
6:37.0,,,36-35,,Turnover by N. Vucevic (bad pass; steal by G. Green)
6:33.0,Turnover by G. Green (bad pass; steal by N. Vucevic),,36-35,,
6:26.0,,,36-37,2,E. Payton makes 2-pt shot from 4 ft
6:06.0,,,36-37,,Personal foul by J. Meeks (drawn by A. Johnson)
6:06.0,J. Crowder enters the game for J. Brown,,36-37,,
6:06.0,,,36-37,,S. Ibaka enters the game for N. Vucevic
6:06.0,A. Horford enters the game for T. Zeller,,36-37,,
6:00.0,J. Crowder misses 2-pt shot from 17 ft,,36-37,,
5:59.0,,,36-37,,Defensive rebound by S. Ibaka
5:36.0,,,36-40,3,S. Ibaka makes 3-pt shot from 26 ft (assist by E. Payton)
5:31.0,Boston full timeout,,36-40,,
5:31.0,A. Bradley enters the game for A. Johnson,,36-40,,
5:31.0,J. Jerebko enters the game for T. Rozier,,36-40,,
5:31.0,M. Smart enters the game for G. Green,,36-40,,
5:31.0,,,36-40,,E. Fournier enters the game for B. Biyombo
5:31.0,,,36-40,,A. Gordon enters the game for J. Meeks
5:31.0,,,36-40,,B. Biyombo enters the game for J. Green
5:17.0,Turnover by M. Smart (lost ball; steal by S. Ibaka),,36-40,,
5:04.0,,,36-40,,A. Gordon misses 2-pt shot from 6 ft
5:03.0,Defensive rebound by J. Crowder,,36-40,,
4:58.0,Turnover by J. Crowder (bad pass; steal by A. Gordon),,36-40,,
4:53.0,,,36-40,,Shooting foul by M. Smart (drawn by A. Gordon)
4:53.0,,,36-40,,A. Gordon misses free throw 1 of 2
4:53.0,,,36-40,,Offensive rebound by Team
4:53.0,,,36-40,,A. Gordon misses free throw 2 of 2
4:53.0,,,36-40,,D. Augustin enters the game for E. Payton
4:52.0,Defensive rebound by A. Horford,,36-40,,
4:40.0,A. Horford misses 3-pt shot from 25 ft,,36-40,,
4:38.0,Offensive rebound by J. Jerebko,,36-40,,
4:30.0,M. Smart makes 2-pt shot from 6 ft,2,38-40,,
4:16.0,,,38-40,,A. Gordon misses 2-pt shot from 2 ft (block by A. Horford)
4:13.0,Defensive rebound by J. Crowder,,38-40,,
4:05.0,A. Horford misses 3-pt shot from 26 ft,,38-40,,
4:05.0,Offensive rebound by Team,,38-40,,
4:05.0,,,38-40,,Loose ball foul by D. Augustin (drawn by J. Crowder)
4:05.0,J. Crowder makes free throw 1 of 2,1,39-40,,
4:05.0,J. Crowder makes free throw 2 of 2,1,40-40,,
4:05.0,,,39-40,,N. Vucevic enters the game for B. Biyombo
3:41.0,,,40-40,,Turnover by N. Vucevic (bad pass; steal by M. Smart)
3:41.0,,,40-40,,Personal foul by S. Ibaka (drawn by M. Smart)
3:41.0,M. Smart makes free throw 1 of 2,1,41-40,,
3:41.0,M. Smart makes free throw 2 of 2,1,42-40,,
3:21.0,,,42-40,,E. Fournier misses 3-pt shot from 25 ft
3:20.0,Defensive rebound by A. Horford,,42-40,,
3:12.0,A. Bradley makes 2-pt shot from 16 ft,2,44-40,,
2:51.0,,,44-40,,E. Fournier misses 2-pt shot from 2 ft
2:48.0,Defensive rebound by A. Horford,,44-40,,
2:31.0,J. Jerebko misses 3-pt shot from 26 ft,,44-40,,
2:30.0,,,44-40,,Defensive rebound by S. Ibaka
2:15.0,,,44-40,,N. Vucevic misses 2-pt shot from 8 ft
2:14.0,Defensive rebound by J. Crowder,,44-40,,
2:01.0,M. Smart misses 2-pt shot from 21 ft,,44-40,,
1:59.0,,,44-40,,Defensive rebound by A. Gordon
1:47.0,,,44-43,3,D. Augustin makes 3-pt shot from 26 ft
1:23.0,A. Horford misses 2-pt shot from 19 ft,,44-43,,
1:22.0,,,44-43,,Defensive rebound by E. Fournier
1:17.0,,,44-46,3,D. Augustin makes 3-pt shot from 26 ft (assist by E. Fournier)
0:57.0,J. Jerebko misses 3-pt shot from 23 ft,,44-46,,
0:56.0,Offensive rebound by Team,,44-46,,
0:56.0,Technical foul by J. Jerebko,,44-46,,
0:56.0,Official timeout,,44-46,,
0:56.0,,,44-47,1,D. Augustin makes technical free throw
0:56.0,,,44-46,,J. Green enters the game for A. Gordon
0:56.0,,,44-46,,E. Payton enters the game for S. Ibaka
0:50.0,A. Horford misses 2-pt shot from 2 ft,,44-47,,
0:49.0,Offensive rebound by J. Crowder,,44-47,,
0:49.0,J. Crowder makes 2-pt shot from 2 ft,2,46-47,,
0:32.0,,,46-50,3,D. Augustin makes 3-pt shot from 25 ft (assist by E. Fournier)
0:16.0,A. Bradley makes 3-pt shot from 27 ft (assist by J. Jerebko),3,49-50,,
0:01.0,,,49-50,,D. Augustin misses 2-pt shot from 2 ft
0:00.0,Defensive rebound by J. Jerebko,,49-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,A. Bradley misses 2-pt shot from 21 ft,,49-50,,
11:44.0,,,49-50,,Defensive rebound by E. Fournier
11:36.0,,,49-52,2,B. Biyombo makes 2-pt shot from 1 ft (assist by A. Gordon)
11:24.0,A. Johnson makes 2-pt shot from 6 ft (assist by M. Smart),2,51-52,,
11:14.0,,,51-52,,S. Ibaka misses 3-pt shot from 25 ft
11:13.0,Defensive rebound by M. Smart,,51-52,,
10:58.0,J. Crowder makes 2-pt shot from 4 ft (assist by A. Horford),2,53-52,,
10:58.0,Shooting foul by A. Gordon (drawn by J. Crowder),,53-52,,
10:58.0,J. Crowder misses free throw 1 of 1,,53-52,,
10:57.0,,,53-52,,Defensive rebound by S. Ibaka
10:38.0,,,53-52,,E. Fournier misses 3-pt shot from 23 ft
10:37.0,Defensive rebound by J. Crowder,,53-52,,
10:33.0,M. Smart makes 2-pt shot from 3 ft (assist by J. Crowder),2,55-52,,
10:11.0,,,55-52,,D. Augustin misses 3-pt shot from 27 ft
10:10.0,Defensive rebound by J. Crowder,,55-52,,
10:00.0,Turnover by A. Johnson (bad pass),,55-52,,
9:39.0,,,55-52,,E. Fournier misses 2-pt shot from 6 ft (block by A. Bradley)
9:39.0,,,55-52,,Offensive rebound by Team
9:36.0,,,55-52,,Turnover by A. Gordon (step out of bounds)
9:30.0,,,55-52,,Personal foul by E. Fournier (drawn by J. Crowder)
9:17.0,M. Smart makes 2-pt shot from 7 ft (assist by A. Horford),2,57-52,,
8:52.0,,,57-52,,Turnover by Team (shot clock)
8:39.0,J. Crowder makes 2-pt shot at rim (assist by A. Horford),2,59-52,,
8:39.0,,,59-52,,Orlando full timeout
8:15.0,,,59-52,,D. Augustin misses 3-pt shot from 26 ft
8:15.0,,,59-52,,Offensive rebound by Team
8:15.0,Loose ball foul by J. Crowder (drawn by B. Biyombo),,59-52,,
8:00.0,,,59-54,2,E. Fournier makes 2-pt shot from 1 ft
7:38.0,,,59-54,,Personal foul by A. Gordon (drawn by A. Bradley)
7:38.0,J. Jerebko enters the game for A. Johnson,,59-54,,
7:38.0,,,59-54,,J. Green enters the game for A. Gordon
7:33.0,A. Horford makes 2-pt shot from 3 ft (assist by M. Smart),2,61-54,,
7:33.0,Shooting foul by S. Ibaka (drawn by A. Horford),,61-54,,
7:33.0,A. Horford makes free throw 1 of 1,1,62-54,,
7:21.0,,,62-54,,E. Fournier misses 2-pt shot from 18 ft
7:20.0,Defensive rebound by A. Horford,,62-54,,
7:05.0,A. Bradley makes 3-pt shot from 27 ft,3,65-54,,
6:36.0,,,65-54,,E. Fournier misses 2-pt shot from 16 ft
6:34.0,Defensive rebound by M. Smart,,65-54,,
6:29.0,J. Crowder misses 3-pt shot from 25 ft,,65-54,,
6:26.0,Offensive rebound by A. Horford,,65-54,,
6:22.0,J. Crowder makes 2-pt shot from 23 ft (assist by M. Smart),2,67-54,,
6:22.0,,,67-54,,Orlando full timeout
6:22.0,,,67-54,,J. Meeks enters the game for B. Biyombo
6:22.0,,,67-54,,E. Payton enters the game for E. Fournier
6:22.0,,,67-54,,N. Vucevic enters the game for D. Augustin
6:05.0,,,67-54,,S. Ibaka misses 2-pt shot from 13 ft
6:04.0,Defensive rebound by A. Bradley,,67-54,,
5:47.0,Turnover by M. Smart (bad pass; steal by N. Vucevic),,67-54,,
5:43.0,Personal foul by M. Smart (drawn by J. Green),,67-54,,
5:43.0,T. Rozier enters the game for M. Smart,,67-54,,
5:35.0,,,67-54,,S. Ibaka misses 2-pt shot from 10 ft
5:34.0,,,67-54,,Offensive rebound by Team
5:31.0,,,67-56,2,J. Meeks makes 2-pt shot from 13 ft (assist by J. Green)
5:14.0,A. Bradley makes 3-pt shot from 26 ft (assist by J. Jerebko),3,70-56,,
5:00.0,,,70-58,2,S. Ibaka makes 2-pt shot from 13 ft (assist by J. Green)
4:42.0,Shooting foul by N. Vucevic (drawn by A. Bradley),,70-58,,
4:42.0,A. Bradley makes free throw 1 of 2,1,71-58,,
4:42.0,A. Bradley makes free throw 2 of 2,1,72-58,,
4:31.0,,,72-58,,J. Meeks misses 3-pt shot from 26 ft
4:29.0,,,72-58,,Offensive rebound by S. Ibaka
4:16.0,,,72-58,,J. Meeks misses 2-pt shot from 10 ft
4:15.0,Defensive rebound by J. Jerebko,,72-58,,
4:05.0,A. Bradley makes 2-pt shot from 3 ft (assist by J. Jerebko),2,74-58,,
3:49.0,,,74-58,,N. Vucevic misses 2-pt shot from 4 ft
3:47.0,,,74-58,,Offensive rebound by S. Ibaka
3:47.0,,,74-58,,S. Ibaka misses 2-pt shot from 2 ft
3:46.0,Defensive rebound by A. Horford,,74-58,,
3:44.0,Shooting foul by J. Green (drawn by A. Bradley),,74-58,,
3:44.0,A. Bradley misses free throw 1 of 2,,74-58,,
3:44.0,Offensive rebound by Team,,74-58,,
3:44.0,A. Bradley makes free throw 2 of 2,1,75-58,,
3:44.0,J. Brown enters the game for J. Crowder,,74-58,,
3:44.0,,,74-58,,E. Fournier enters the game for S. Ibaka
3:32.0,,,75-60,2,E. Payton makes 2-pt shot from 1 ft
3:11.0,J. Brown makes 2-pt shot from 5 ft (assist by J. Jerebko),2,77-60,,
3:11.0,Shooting foul by J. Meeks (drawn by J. Brown),,77-60,,
3:11.0,J. Brown makes free throw 1 of 1,1,78-60,,
2:49.0,,,78-60,,N. Vucevic misses 2-pt shot from 12 ft
2:48.0,Defensive rebound by A. Bradley,,78-60,,
2:39.0,Boston full timeout,,78-60,,
2:39.0,K. Olynyk enters the game for A. Horford,,78-60,,
2:39.0,A. Johnson enters the game for J. Jerebko,,78-60,,
2:30.0,J. Brown misses 2-pt shot from 8 ft,,78-60,,
2:29.0,,,78-60,,Defensive rebound by E. Payton
2:24.0,Personal foul by A. Johnson (drawn by N. Vucevic),,78-60,,
2:13.0,,,78-63,3,J. Meeks makes 3-pt shot from 26 ft (assist by E. Fournier)
1:49.0,A. Johnson makes 2-pt shot from 2 ft,2,80-63,,
1:40.0,Def 3 sec tech foul by K. Olynyk,,80-63,,
1:40.0,,,80-64,1,E. Fournier makes technical free throw
1:32.0,,,80-64,,J. Meeks misses 3-pt shot from 27 ft
1:31.0,,,80-64,,Offensive rebound by E. Payton
1:30.0,,,80-66,2,E. Payton makes 2-pt shot from 2 ft
1:11.0,J. Brown makes 3-pt shot from 27 ft (assist by T. Rozier),3,83-66,,
0:58.0,,,83-69,3,J. Green makes 3-pt shot from 25 ft (assist by N. Vucevic)
0:43.0,T. Rozier makes 2-pt shot from 2 ft,2,85-69,,
0:33.0,,,85-71,2,N. Vucevic makes 2-pt shot from 15 ft (assist by E. Payton)
0:17.0,T. Rozier misses 2-pt shot from 2 ft,,85-71,,
0:16.0,Offensive rebound by T. Rozier,,85-71,,
0:13.0,A. Bradley misses 3-pt shot from 26 ft,,85-71,,
0:12.0,,,85-71,,Defensive rebound by N. Vucevic
0:06.0,,,85-71,,Shooting foul by J. Brown (drawn by J. Meeks)
0:06.0,,,85-72,1,J. Meeks makes free throw 1 of 2
0:06.0,,,85-73,1,J. Meeks makes free throw 2 of 2
0:06.0,,,85-72,,B. Biyombo enters the game for N. Vucevic
0:04.0,Turnover by J. Brown (lost ball; steal by E. Payton),,85-73,,
0:00.0,,,85-73,,E. Payton misses 2-pt shot from 2 ft
0:00.0,,,85-73,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,,,85-73,,J. Green misses 2-pt shot from 18 ft
11:35.0,,,85-73,,Offensive rebound by B. Biyombo
11:32.0,,,85-73,,B. Biyombo misses 2-pt shot from 5 ft
11:31.0,Defensive rebound by J. Brown,,85-73,,
11:17.0,T. Rozier makes 3-pt shot from 24 ft (assist by J. Brown),3,88-73,,
11:04.0,,,88-73,,Shooting foul by T. Rozier (drawn by B. Biyombo)
11:04.0,,,88-74,1,B. Biyombo makes free throw 1 of 2
11:04.0,,,88-75,1,B. Biyombo makes free throw 2 of 2
10:50.0,K. Olynyk makes 2-pt shot from 1 ft (assist by T. Rozier),2,90-75,,
10:40.0,Personal foul by A. Johnson (drawn by E. Payton),,90-75,,
10:40.0,,,90-75,,D. Augustin enters the game for J. Meeks
10:30.0,,,90-75,,N. Vucevic misses 2-pt shot from 1 ft
10:30.0,Defensive rebound by Team,,90-75,,
10:30.0,,,90-75,,Loose ball foul by B. Biyombo (drawn by K. Olynyk)
10:17.0,A. Johnson misses 2-pt shot from 2 ft,,90-75,,
10:15.0,,,90-75,,Defensive rebound by N. Vucevic
9:57.0,,,90-75,,N. Vucevic misses 3-pt shot from 25 ft
9:56.0,Defensive rebound by T. Rozier,,90-75,,
9:47.0,M. Smart misses 3-pt shot from 24 ft,,90-75,,
9:46.0,,,90-75,,Defensive rebound by N. Vucevic
9:41.0,,,90-75,,E. Payton misses 2-pt shot from 2 ft
9:41.0,,,90-75,,Offensive rebound by J. Green
9:41.0,Loose ball foul by M. Smart (drawn by J. Green),,90-75,,
9:41.0,J. Crowder enters the game for J. Brown,,90-75,,
9:31.0,,,90-75,,Shooting foul by A. Johnson (drawn by N. Vucevic)
9:31.0,,,90-76,1,N. Vucevic makes free throw 1 of 2
9:31.0,,,90-77,1,N. Vucevic makes free throw 2 of 2
9:14.0,T. Rozier misses 2-pt shot from 2 ft,,90-77,,
9:13.0,Offensive rebound by A. Johnson,,90-77,,
9:12.0,A. Johnson makes 2-pt shot from 1 ft,2,92-77,,
9:12.0,Shooting foul by E. Payton (drawn by A. Johnson),,92-77,,
9:12.0,A. Johnson makes free throw 1 of 1,1,93-77,,
9:12.0,J. Brown enters the game for M. Smart,,92-77,,
8:57.0,,,93-77,,J. Green misses 3-pt shot from 28 ft
8:56.0,Defensive rebound by A. Johnson,,93-77,,
8:40.0,T. Rozier misses 2-pt shot from 10 ft,,93-77,,
8:38.0,,,93-77,,Defensive rebound by N. Vucevic
8:32.0,,,93-77,,J. Green misses 2-pt shot from 5 ft
8:30.0,Defensive rebound by A. Johnson,,93-77,,
8:22.0,K. Olynyk misses 2-pt shot from 19 ft,,93-77,,
8:20.0,,,93-77,,Defensive rebound by N. Vucevic
8:17.0,Personal foul by J. Brown (drawn by E. Payton),,93-77,,
8:17.0,Official timeout,,93-77,,
8:17.0,,,93-77,,E. Payton misses free throw 1 of 2
8:17.0,,,93-77,,Offensive rebound by Team
8:17.0,,,93-77,,E. Payton misses free throw 2 of 2
8:17.0,,,93-77,,A. Gordon enters the game for J. Green
8:15.0,Defensive rebound by T. Rozier,,93-77,,
7:58.0,Turnover by J. Brown (lost ball),,93-77,,
7:35.0,,,93-79,2,N. Vucevic makes 2-pt shot from 5 ft (assist by A. Gordon)
7:20.0,T. Rozier misses 3-pt shot from 28 ft,,93-79,,
7:19.0,,,93-79,,Defensive rebound by N. Vucevic
7:11.0,,,93-79,,Turnover by N. Vucevic (bad pass; steal by K. Olynyk)
6:46.0,T. Rozier makes 2-pt shot from 16 ft,2,95-79,,
6:41.0,,,95-79,,Orlando full timeout
6:41.0,A. Horford enters the game for A. Johnson,,95-79,,
6:41.0,A. Bradley enters the game for J. Brown,,95-79,,
6:41.0,,,95-79,,E. Fournier enters the game for B. Biyombo
6:41.0,,,95-79,,S. Ibaka enters the game for N. Vucevic
6:27.0,,,95-79,,A. Gordon misses 2-pt shot from 2 ft
6:25.0,,,95-79,,Offensive rebound by S. Ibaka
6:19.0,,,95-79,,E. Fournier misses 2-pt shot from 23 ft
6:19.0,,,95-79,,Offensive rebound by Team
6:19.0,,,95-79,,Turnover by Team (shot clock)
6:04.0,T. Rozier makes 2-pt shot from 9 ft,2,97-79,,
6:04.0,Shooting foul by D. Augustin (drawn by T. Rozier),,97-79,,
6:04.0,T. Rozier makes free throw 1 of 1,1,98-79,,
5:52.0,,,98-79,,S. Ibaka misses 3-pt shot from 27 ft
5:51.0,Defensive rebound by T. Rozier,,98-79,,
5:30.0,Turnover by A. Bradley (lost ball; steal by E. Fournier),,98-79,,
5:24.0,,,98-79,,E. Fournier misses 2-pt shot from 6 ft
5:22.0,Defensive rebound by J. Crowder,,98-79,,
5:16.0,K. Olynyk makes 2-pt shot at rim (assist by A. Horford),2,100-79,,
5:06.0,,,100-79,,Shooting foul by A. Bradley (drawn by E. Fournier)
5:06.0,,,100-80,1,E. Fournier makes free throw 1 of 2
5:06.0,,,100-80,,E. Fournier misses free throw 2 of 2
5:05.0,Defensive rebound by J. Crowder,,100-80,,
4:51.0,Shooting foul by D. Augustin (drawn by J. Crowder),,100-80,,
4:51.0,J. Crowder makes free throw 1 of 2,1,101-80,,
4:51.0,J. Crowder makes free throw 2 of 2,1,102-80,,
4:51.0,,,101-80,,M. Hezonja enters the game for E. Fournier
