time,San Antonio,pts.away,score,pts.home,Portland
9:50.0,Turnover by K. Leonard (lost ball; steal by M. Plumlee),,34-31,,
9:36.0,,,34-31,,M. Harkless misses 2-pt shot from 1 ft (block by D. Dedmon)
9:34.0,Defensive rebound by D. Dedmon,,34-31,,
9:21.0,L. Aldridge makes 2-pt shot from 1 ft,2,36-31,,
9:10.0,,,36-31,,C. McCollum misses 2-pt shot from 3 ft
9:10.0,Defensive rebound by Team,,36-31,,
8:53.0,L. Aldridge makes 2-pt shot from 2 ft,2,38-31,,
8:53.0,,,38-31,,Portland full timeout
8:53.0,K. Anderson enters the game for K. Leonard,,38-31,,
8:30.0,,,38-31,,A. Crabbe misses 2-pt shot from 13 ft (block by D. Green)
8:30.0,,,38-31,,Offensive rebound by Team
8:30.0,,,38-31,,A. Aminu enters the game for E. Davis
8:29.0,,,38-31,,Turnover by A. Crabbe (step out of bounds)
8:20.0,Turnover by D. Murray (lost ball; steal by C. McCollum),,38-31,,
8:14.0,,,38-31,,Turnover by M. Plumlee (bad pass; steal by L. Aldridge)
8:04.0,D. Murray makes 2-pt shot at rim (assist by L. Aldridge),2,40-31,,
7:39.0,,,40-31,,M. Plumlee misses 2-pt shot from 5 ft
7:39.0,,,40-31,,Offensive rebound by Team
7:39.0,,,40-31,,Turnover by Team (shot clock)
7:39.0,,,40-31,,D. Lillard enters the game for C. McCollum
7:26.0,L. Aldridge misses 2-pt shot from 13 ft,,40-31,,
7:25.0,,,40-31,,Defensive rebound by D. Lillard
7:17.0,,,40-31,,Turnover by A. Aminu (traveling)
7:00.0,D. Green misses 3-pt shot from 26 ft,,40-31,,
6:59.0,,,40-31,,Defensive rebound by D. Lillard
6:48.0,,,40-33,2,M. Harkless makes 2-pt shot from 20 ft (assist by D. Lillard)
6:47.0,San Antonio full timeout,,40-33,,
6:47.0,D. Lee enters the game for D. Dedmon,,40-33,,
6:27.0,D. Murray makes 3-pt shot from 25 ft (assist by L. Aldridge),3,43-33,,
6:13.0,,,43-33,,D. Lillard misses 2-pt shot from 10 ft
6:13.0,Defensive rebound by K. Anderson,,43-33,,
5:56.0,L. Aldridge misses 2-pt shot from 9 ft,,43-33,,
5:56.0,,,43-33,,Defensive rebound by M. Plumlee
5:42.0,,,43-35,2,M. Plumlee makes 2-pt shot from 1 ft
5:42.0,Shooting block foul by D. Lee (drawn by M. Plumlee),,43-35,,
5:42.0,,,43-35,,M. Plumlee misses free throw 1 of 1
5:41.0,Defensive rebound by D. Lee,,43-35,,
5:20.0,K. Anderson misses 2-pt shot from 16 ft,,43-35,,
5:20.0,,,43-35,,Defensive rebound by M. Plumlee
5:02.0,,,43-35,,Turnover by A. Aminu (lost ball; steal by L. Aldridge)
4:44.0,D. Lee misses 2-pt shot from 2 ft,,43-35,,
4:43.0,Offensive rebound by L. Aldridge,,43-35,,
4:43.0,L. Aldridge misses 2-pt shot from 1 ft,,43-35,,
4:42.0,Offensive rebound by L. Aldridge,,43-35,,
4:42.0,Shooting foul by M. Harkless (drawn by L. Aldridge),,43-35,,
4:42.0,L. Aldridge makes free throw 1 of 2,1,44-35,,
4:42.0,L. Aldridge makes free throw 2 of 2,1,45-35,,
4:42.0,P. Mills enters the game for D. Murray,,44-35,,
4:42.0,,,44-35,,C. McCollum enters the game for A. Crabbe
4:42.0,K. Leonard enters the game for D. Green,,44-35,,
4:29.0,,,45-35,,D. Lillard misses 2-pt shot from 8 ft
4:26.0,Defensive rebound by K. Anderson,,45-35,,
4:18.0,K. Leonard misses 2-pt shot from 17 ft,,45-35,,
4:17.0,Offensive rebound by Team,,45-35,,
4:17.0,,,45-35,,N. Vonleh enters the game for M. Plumlee
4:16.0,,,45-35,,Personal foul by M. Harkless (drawn by K. Leonard)
4:03.0,K. Leonard misses 2-pt shot from 7 ft,,45-35,,
3:59.0,Offensive rebound by D. Lee,,45-35,,
3:53.0,P. Mills misses 3-pt shot from 25 ft,,45-35,,
3:52.0,Offensive rebound by L. Aldridge,,45-35,,
3:45.0,L. Aldridge misses 2-pt shot from 5 ft,,45-35,,
3:43.0,,,45-35,,Defensive rebound by C. McCollum
3:28.0,,,45-35,,A. Aminu misses 3-pt shot from 25 ft
3:26.0,Defensive rebound by D. Lee,,45-35,,
3:14.0,K. Leonard makes 3-pt shot from 23 ft (assist by P. Mills),3,48-35,,
2:52.0,,,48-38,3,C. McCollum makes 3-pt shot from 25 ft (assist by D. Lillard)
2:38.0,Turnover by K. Leonard (bad pass),,48-38,,
2:38.0,Official timeout,,48-38,,
2:38.0,,,48-38,,M. Leonard enters the game for A. Aminu
2:38.0,D. Dedmon enters the game for L. Aldridge,,48-38,,
2:38.0,J. Simmons enters the game for D. Lee,,48-38,,
2:24.0,,,48-38,,M. Leonard misses 2-pt shot from 17 ft
2:23.0,Defensive rebound by P. Mills,,48-38,,
2:02.0,K. Anderson makes 2-pt shot from 21 ft (assist by K. Leonard),2,50-38,,
1:43.0,,,50-38,,C. McCollum misses 3-pt shot from 25 ft
1:43.0,,,50-38,,Offensive rebound by C. McCollum
1:40.0,,,50-40,2,C. McCollum makes 2-pt shot from 2 ft
1:33.0,J. Simmons makes 2-pt shot from 1 ft (assist by P. Mills),2,52-40,,
1:18.0,Personal foul by P. Mills,,52-40,,
1:18.0,D. Green enters the game for K. Leonard,,52-40,,
1:18.0,,,52-40,,A. Crabbe enters the game for M. Harkless
1:10.0,,,52-40,,M. Leonard misses 3-pt shot from 25 ft
1:10.0,,,52-40,,Offensive rebound by Team
1:10.0,Loose ball foul by K. Anderson (drawn by N. Vonleh),,52-40,,
1:10.0,,,52-41,1,N. Vonleh makes free throw 1 of 2
1:10.0,,,52-42,1,N. Vonleh makes free throw 2 of 2
0:56.0,D. Dedmon misses 2-pt shot from 1 ft (block by M. Leonard),,52-42,,
0:55.0,,,52-42,,Defensive rebound by C. McCollum
0:45.0,,,52-45,3,M. Leonard makes 3-pt shot from 23 ft (assist by D. Lillard)
0:31.0,P. Mills makes 3-pt shot from 23 ft (assist by J. Simmons),3,55-45,,
0:16.0,,,55-45,,D. Lillard misses 2-pt shot from 3 ft (block by D. Dedmon)
0:15.0,Defensive rebound by J. Simmons,,55-45,,
0:05.0,,,55-45,,Personal take foul by A. Crabbe (drawn by K. Anderson)
0:05.0,L. Aldridge enters the game for D. Dedmon,,55-45,,
0:05.0,K. Leonard enters the game for K. Anderson,,55-45,,
0:05.0,,,55-45,,P. Connaughton enters the game for C. McCollum
0:05.0,,,55-45,,A. Aminu enters the game for M. Leonard
0:05.0,,,55-45,,M. Harkless enters the game for N. Vonleh
0:01.0,Shooting foul by A. Crabbe (drawn by K. Leonard),,55-45,,
0:01.0,K. Leonard makes free throw 1 of 2,1,56-45,,
0:01.0,K. Leonard makes free throw 2 of 2,1,57-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,57-45,,C. McCollum misses 3-pt shot from 24 ft
11:44.0,,,57-45,,Offensive rebound by C. McCollum
11:39.0,,,57-45,,D. Lillard misses 2-pt shot from 8 ft
11:38.0,Defensive rebound by D. Murray,,57-45,,
11:33.0,Turnover by D. Green (bad pass; steal by D. Lillard),,57-45,,
11:33.0,Personal foul by D. Green (drawn by D. Lillard),,57-45,,
11:15.0,,,57-45,,D. Lillard misses 2-pt shot from 2 ft
11:14.0,Defensive rebound by K. Leonard,,57-45,,
10:53.0,L. Aldridge makes 2-pt shot from 10 ft,2,59-45,,
10:43.0,Personal foul by D. Green (drawn by C. McCollum),,59-45,,
10:38.0,,,59-47,2,C. McCollum makes 2-pt shot from 20 ft
10:21.0,K. Leonard misses 2-pt shot from 16 ft (block by M. Harkless),,59-47,,
10:19.0,Offensive rebound by D. Murray,,59-47,,
10:18.0,Offensive foul by D. Murray,,59-47,,
10:18.0,Turnover by D. Murray (offensive foul),,59-47,,
10:00.0,,,59-50,3,C. McCollum makes 3-pt shot from 24 ft (assist by M. Plumlee)
9:58.0,San Antonio full timeout,,59-50,,
9:34.0,D. Green misses 2-pt shot from 5 ft,,59-50,,
9:32.0,Offensive rebound by D. Dedmon,,59-50,,
9:32.0,D. Dedmon makes 2-pt shot at rim,2,61-50,,
9:12.0,,,61-53,3,C. McCollum makes 3-pt shot from 25 ft (assist by D. Lillard)
8:54.0,L. Aldridge makes 2-pt shot from 1 ft,2,63-53,,
8:45.0,,,63-53,,M. Harkless misses 2-pt shot from 8 ft
8:45.0,,,63-53,,Offensive rebound by M. Plumlee
8:45.0,,,63-55,2,M. Plumlee makes 2-pt shot from 1 ft
8:29.0,K. Leonard makes 3-pt shot from 25 ft (assist by D. Murray),3,66-55,,
8:16.0,,,66-57,2,M. Plumlee makes 2-pt shot at rim (assist by D. Lillard)
8:06.0,Shooting foul by M. Harkless (drawn by K. Leonard),,66-57,,
8:06.0,K. Leonard makes free throw 1 of 2,1,67-57,,
8:06.0,K. Leonard makes free throw 2 of 2,1,68-57,,
8:06.0,D. Lee enters the game for D. Dedmon,,67-57,,
7:49.0,,,68-59,2,M. Harkless makes 2-pt shot at rim (assist by D. Lillard)
7:27.0,L. Aldridge makes 2-pt shot from 10 ft,2,70-59,,
7:14.0,,,70-59,,D. Lillard misses 2-pt shot from 15 ft
7:13.0,Defensive rebound by L. Aldridge,,70-59,,
6:53.0,L. Aldridge misses 2-pt shot from 10 ft,,70-59,,
6:52.0,,,70-59,,Defensive rebound by D. Lillard
6:39.0,,,70-59,,A. Aminu misses 3-pt shot from 24 ft
6:38.0,,,70-59,,Offensive rebound by Team
6:38.0,P. Mills enters the game for D. Murray,,70-59,,
6:38.0,J. Simmons enters the game for K. Leonard,,70-59,,
6:38.0,K. Anderson enters the game for D. Green,,70-59,,
6:28.0,,,70-59,,C. McCollum misses 2-pt shot from 21 ft
6:27.0,Defensive rebound by P. Mills,,70-59,,
6:21.0,Shooting foul by D. Lillard,,70-59,,
6:21.0,P. Mills makes free throw 1 of 2,1,71-59,,
6:21.0,P. Mills makes free throw 2 of 2,1,72-59,,
6:21.0,,,71-59,,A. Crabbe enters the game for M. Harkless
6:21.0,,,71-59,,M. Leonard enters the game for M. Plumlee
5:58.0,,,72-59,,D. Lillard misses 3-pt shot from 25 ft
5:53.0,Defensive rebound by D. Lee,,72-59,,
5:51.0,P. Mills misses 3-pt shot from 23 ft,,72-59,,
5:50.0,,,72-59,,Defensive rebound by C. McCollum
5:44.0,,,72-61,2,D. Lillard makes 2-pt shot at rim (assist by C. McCollum)
5:24.0,Turnover by K. Anderson (traveling),,72-61,,
5:05.0,,,72-61,,M. Leonard misses 3-pt shot from 24 ft
5:04.0,Defensive rebound by J. Simmons,,72-61,,
4:54.0,D. Lee makes 2-pt shot from 20 ft (assist by L. Aldridge),2,74-61,,
4:52.0,,,74-61,,Portland full timeout
4:41.0,Personal block foul by J. Simmons (drawn by D. Lillard),,74-61,,
4:29.0,,,74-61,,M. Leonard misses 2-pt shot from 18 ft
4:29.0,Defensive rebound by D. Lee,,74-61,,
4:15.0,,,74-61,,Personal foul by M. Leonard (drawn by L. Aldridge)
4:04.0,J. Simmons makes 2-pt shot from 1 ft,2,76-61,,
3:49.0,,,76-64,3,A. Aminu makes 3-pt shot from 23 ft (assist by D. Lillard)
3:19.0,J. Simmons misses 3-pt shot from 25 ft,,76-64,,
3:19.0,Offensive rebound by J. Simmons,,76-64,,
3:03.0,L. Aldridge makes 2-pt shot from 7 ft,2,78-64,,
2:50.0,,,78-66,2,D. Lillard makes 2-pt shot from 19 ft
2:37.0,P. Mills makes 2-pt shot from 21 ft,2,80-66,,
2:17.0,,,80-66,,C. McCollum misses 3-pt shot from 25 ft
2:15.0,Defensive rebound by L. Aldridge,,80-66,,
2:08.0,P. Mills makes 3-pt shot from 27 ft (assist by L. Aldridge),3,83-66,,
1:40.0,,,83-66,,D. Lillard misses 3-pt shot from 32 ft
1:39.0,Defensive rebound by D. Lee,,83-66,,
1:25.0,Shooting foul by D. Lillard,,83-66,,
1:25.0,,,83-66,,Portland full timeout
1:25.0,P. Mills misses free throw 1 of 3,,83-66,,
1:25.0,Offensive rebound by Team,,83-66,,
1:25.0,P. Mills makes free throw 2 of 3,1,84-66,,
1:25.0,P. Mills makes free throw 3 of 3,1,85-66,,
1:25.0,D. Dedmon enters the game for L. Aldridge,,83-66,,
1:25.0,,,83-66,,M. Harkless enters the game for A. Aminu
1:25.0,,,83-66,,P. Connaughton enters the game for C. McCollum
1:25.0,K. Leonard enters the game for K. Anderson,,83-66,,
1:25.0,,,84-66,,N. Vonleh enters the game for P. Connaughton
1:07.0,,,85-68,2,D. Lillard makes 2-pt shot from 1 ft
0:46.0,J. Simmons makes 2-pt shot from 11 ft,2,87-68,,
0:34.0,,,87-71,3,D. Lillard makes 3-pt shot from 26 ft
0:17.0,Jump ball: P. Mills vs. N. Vonleh (M. Leonard gains possession),,,,Jump ball: P. Mills vs. N. Vonleh (M. Leonard gains possession)
0:17.0,Turnover by P. Mills (lost ball; steal by N. Vonleh),,87-71,,
0:07.0,Personal take foul by D. Lee (drawn by D. Lillard),,87-71,,
0:07.0,,,87-71,,C. McCollum enters the game for N. Vonleh
0:07.0,D. Green enters the game for D. Lee,,87-71,,
0:00.0,Personal foul by K. Leonard (drawn by C. McCollum),,87-71,,
0:00.0,,,87-72,1,C. McCollum makes free throw 1 of 2
0:00.0,,,87-72,,C. McCollum misses free throw 2 of 2
0:00.0,,,87-72,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
12:00.0,Violation by Team (jump ball),,87-72,,
11:47.0,D. Dedmon misses 2-pt shot at rim,,87-72,,
11:46.0,,,87-72,,Defensive rebound by M. Leonard
11:31.0,,,87-74,2,D. Lillard makes 2-pt shot from 3 ft
11:31.0,,,87-74,,Shooting foul by D. Lee (drawn by D. Lillard)
11:31.0,,,87-74,,D. Lillard misses free throw 1 of 1
11:31.0,L. Aldridge enters the game for D. Dedmon,,87-74,,
11:31.0,D. Green enters the game for J. Simmons,,87-74,,
11:30.0,Defensive rebound by D. Lee,,87-74,,
11:15.0,K. Leonard makes 3-pt shot from 25 ft (assist by L. Aldridge),3,90-74,,
10:50.0,,,90-74,,Turnover by D. Lillard (bad pass; steal by D. Green)
10:43.0,K. Leonard misses 3-pt shot from 25 ft,,90-74,,
10:42.0,Offensive rebound by D. Lee,,90-74,,
10:42.0,D. Lee misses 2-pt shot from 1 ft,,90-74,,
10:41.0,Offensive rebound by D. Lee,,90-74,,
10:40.0,D. Lee misses 2-pt shot at rim,,90-74,,
10:39.0,,,90-74,,Defensive rebound by M. Leonard
10:27.0,,,90-74,,N. Vonleh misses 2-pt shot from 1 ft
10:27.0,,,90-74,,Offensive rebound by N. Vonleh
10:27.0,,,90-76,2,N. Vonleh makes 2-pt shot from 1 ft
10:06.0,L. Aldridge makes 2-pt shot from 16 ft,2,92-76,,
9:52.0,,,92-76,,Turnover by D. Lillard (lost ball)
9:52.0,D. Dedmon enters the game for D. Lee,,92-76,,
9:52.0,D. Murray enters the game for P. Mills,,92-76,,
9:52.0,,,92-76,,A. Aminu enters the game for M. Leonard
9:31.0,L. Aldridge misses 2-pt shot from 14 ft,,92-76,,
9:29.0,,,92-76,,Defensive rebound by N. Vonleh
9:22.0,,,92-76,,D. Lillard misses 3-pt shot from 27 ft
9:20.0,Defensive rebound by L. Aldridge,,92-76,,
9:05.0,Turnover by D. Murray (bad pass; steal by A. Crabbe),,92-76,,
9:01.0,,,92-78,2,A. Crabbe makes 2-pt shot from 1 ft
9:01.0,San Antonio full timeout,,92-78,,
8:44.0,D. Green misses 2-pt shot from 21 ft,,92-78,,
8:44.0,,,92-78,,Defensive rebound by M. Harkless
8:30.0,,,92-78,,Turnover by A. Aminu (traveling)
8:30.0,P. Mills enters the game for D. Murray,,92-78,,
8:17.0,L. Aldridge misses 2-pt shot from 6 ft,,92-78,,
8:14.0,,,92-78,,Defensive rebound by D. Lillard
8:01.0,Shooting block foul by D. Dedmon (drawn by M. Harkless),,92-78,,
8:01.0,,,92-78,,M. Harkless misses free throw 1 of 2
8:01.0,,,92-78,,Offensive rebound by Team
8:01.0,,,92-78,,M. Harkless misses free throw 2 of 2
8:00.0,Defensive rebound by L. Aldridge,,92-78,,
7:46.0,K. Leonard makes 2-pt shot at rim (assist by P. Mills),2,94-78,,
7:22.0,,,94-78,,N. Vonleh misses 2-pt shot from 5 ft
7:21.0,Defensive rebound by D. Dedmon,,94-78,,
7:15.0,K. Leonard makes 2-pt shot from 1 ft,2,96-78,,
7:15.0,,,96-78,,Portland full timeout
7:15.0,,,96-78,,C. McCollum enters the game for A. Crabbe
6:58.0,,,96-78,,C. McCollum misses 2-pt shot from 20 ft
6:58.0,Defensive rebound by L. Aldridge,,96-78,,
6:43.0,L. Aldridge misses 2-pt shot from 1 ft,,96-78,,
6:41.0,,,96-78,,Defensive rebound by N. Vonleh
6:36.0,,,96-78,,Shooting foul by P. Mills (drawn by N. Vonleh)
6:36.0,,,96-79,1,N. Vonleh makes free throw 1 of 2
6:36.0,,,96-79,,N. Vonleh misses free throw 2 of 2
6:35.0,Defensive rebound by K. Leonard,,96-79,,
6:17.0,,,96-79,,Personal foul by N. Vonleh (drawn by L. Aldridge)
6:10.0,Shooting foul by D. Lillard (drawn by K. Leonard),,96-79,,
6:10.0,K. Leonard makes free throw 1 of 2,1,97-79,,
6:10.0,K. Leonard makes free throw 2 of 2,1,98-79,,
6:10.0,,,97-79,,A. Crabbe enters the game for D. Lillard
6:10.0,,,97-79,,M. Leonard enters the game for A. Aminu
5:51.0,,,98-79,,M. Harkless misses 3-pt shot from 24 ft
5:49.0,,,98-79,,Offensive rebound by C. McCollum
5:44.0,,,98-82,3,M. Leonard makes 3-pt shot from 24 ft (assist by C. McCollum)
5:29.0,Turnover by P. Mills (bad pass; steal by C. McCollum),,98-82,,
5:24.0,,,98-84,2,M. Leonard makes 2-pt shot at rim (assist by M. Harkless)
5:03.0,D. Green makes 2-pt shot from 9 ft,2,100-84,,
4:44.0,,,100-84,,C. McCollum misses 3-pt shot from 24 ft
4:43.0,Defensive rebound by P. Mills,,100-84,,
4:28.0,K. Leonard makes 3-pt shot from 25 ft,3,103-84,,
4:08.0,,,103-87,3,A. Crabbe makes 3-pt shot from 24 ft (assist by C. McCollum)
3:55.0,K. Leonard misses 3-pt shot from 25 ft,,103-87,,
3:54.0,Offensive rebound by L. Aldridge,,103-87,,
3:38.0,K. Leonard makes 2-pt shot from 9 ft,2,105-87,,
3:20.0,,,105-87,,A. Crabbe misses 3-pt shot from 22 ft
3:19.0,Defensive rebound by L. Aldridge,,105-87,,
2:59.0,Turnover by P. Mills (bad pass; steal by M. Harkless),,105-87,,
2:54.0,,,105-87,,Turnover by M. Harkless (lost ball; steal by K. Leonard)
2:53.0,,,105-87,,Personal foul by M. Harkless (drawn by K. Leonard)
2:53.0,Official timeout,,105-87,,
2:53.0,D. Lee enters the game for D. Dedmon,,105-87,,
