time,Phoenix,pts.away,score,pts.home,New Orleans
7:25.0,Defensive rebound by L. Barbosa,,27-33,,
7:13.0,A. Len misses 2-pt shot from 6 ft,,27-33,,
7:12.0,,,27-33,,Defensive rebound by L. Galloway
7:04.0,,,27-36,3,E. Moore makes 3-pt shot from 26 ft (assist by L. Galloway)
6:50.0,L. Barbosa makes 3-pt shot from 26 ft,3,30-36,,
6:37.0,,,30-36,,E. Moore misses 3-pt shot from 27 ft
6:36.0,Defensive rebound by A. Len,,30-36,,
6:30.0,L. Barbosa makes 3-pt shot from 26 ft (assist by B. Knight),3,33-36,,
6:29.0,,,33-36,,New Orleans full timeout
6:29.0,,,33-36,,T. Jones enters the game for D. Cunningham
6:29.0,,,33-36,,A. Davis enters the game for T. Evans
6:29.0,,,33-36,,J. Holiday enters the game for D. Motiejunas
6:08.0,,,33-36,,L. Galloway misses 3-pt shot from 23 ft
6:07.0,Defensive rebound by A. Len,,33-36,,
5:59.0,J. Dudley makes 2-pt shot from 22 ft (assist by B. Knight),2,35-36,,
5:36.0,,,35-36,,T. Jones misses 2-pt shot from 19 ft
5:36.0,Defensive rebound by A. Len,,35-36,,
5:24.0,,,35-36,,B. Hield enters the game for L. Galloway
5:16.0,B. Knight makes 2-pt shot from 21 ft,2,37-36,,
5:02.0,,,37-36,,T. Jones misses 2-pt shot from 4 ft (block by A. Len)
5:00.0,Defensive rebound by B. Knight,,37-36,,
4:39.0,L. Barbosa misses 2-pt shot from 23 ft,,37-36,,
4:38.0,,,37-36,,Defensive rebound by J. Holiday
4:25.0,,,37-36,,J. Holiday misses 3-pt shot from 26 ft
4:25.0,Defensive rebound by L. Barbosa,,37-36,,
4:06.0,A. Len misses 2-pt shot from 9 ft,,37-36,,
4:04.0,,,37-36,,Defensive rebound by T. Jones
4:00.0,,,37-36,,Turnover by J. Holiday (traveling)
3:48.0,B. Knight makes 2-pt shot from 2 ft,2,39-36,,
3:33.0,,,39-39,3,B. Hield makes 3-pt shot from 26 ft (assist by J. Holiday)
3:10.0,A. Len misses 2-pt shot from 6 ft,,39-39,,
3:08.0,,,39-39,,Defensive rebound by E. Moore
3:05.0,,,39-39,,Turnover by J. Holiday (bad pass)
3:05.0,Phoenix full timeout,,39-39,,
3:05.0,,,39-39,,S. Hill enters the game for E. Moore
3:05.0,D. Booker enters the game for B. Knight,,39-39,,
3:05.0,E. Bledsoe enters the game for J. Dudley,,39-39,,
3:05.0,T. Warren enters the game for A. Len,,39-39,,
3:05.0,T. Chandler enters the game for L. Barbosa,,39-39,,
2:52.0,T. Warren misses 2-pt shot from 8 ft,,39-39,,
2:52.0,,,39-39,,Defensive rebound by T. Jones
2:27.0,,,39-39,,T. Jones misses 2-pt shot from 2 ft (block by D. Booker)
2:24.0,Defensive rebound by E. Bledsoe,,39-39,,
2:20.0,T. Warren makes 2-pt shot from 2 ft (assist by E. Bledsoe),2,41-39,,
2:01.0,,,41-41,2,J. Holiday makes 2-pt shot from 15 ft
1:41.0,Turnover by D. Booker (lost ball; steal by J. Holiday),,41-41,,
1:33.0,,,41-44,3,B. Hield makes 3-pt shot from 26 ft
1:11.0,Shooting foul by T. Jones (drawn by E. Bledsoe),,41-44,,
1:11.0,E. Bledsoe misses free throw 1 of 2,,41-44,,
1:11.0,Offensive rebound by Team,,41-44,,
1:11.0,E. Bledsoe makes free throw 2 of 2,1,42-44,,
1:02.0,Personal foul by P. Tucker (drawn by A. Davis),,42-44,,
0:57.0,,,42-44,,Shooting foul by E. Bledsoe (drawn by J. Holiday)
0:57.0,,,42-44,,J. Holiday misses free throw 1 of 2
0:57.0,,,42-44,,Offensive rebound by Team
0:57.0,,,42-45,1,J. Holiday makes free throw 2 of 2
0:57.0,B. Knight enters the game for E. Bledsoe,,42-44,,
0:40.0,T. Warren misses 2-pt shot from 17 ft,,42-45,,
0:39.0,Offensive rebound by T. Chandler,,42-45,,
0:39.0,T. Chandler misses 2-pt shot at rim,,42-45,,
0:39.0,,,42-45,,Defensive rebound by Team
0:19.0,,,42-45,,T. Jones misses 2-pt shot from 10 ft
0:19.0,,,42-45,,Offensive rebound by A. Davis
0:19.0,,,42-47,2,A. Davis makes 2-pt shot at rim
0:04.0,Offensive foul by P. Tucker,,42-47,,
0:04.0,Turnover by P. Tucker (offensive foul),,42-47,,
0:04.0,,,42-47,,L. Galloway enters the game for T. Jones
0:04.0,,,42-47,,E. Moore enters the game for S. Hill
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,T. Chandler makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,44-47,,
11:32.0,,,44-47,,S. Hill misses 2-pt shot from 13 ft
11:31.0,Defensive rebound by T. Chandler,,44-47,,
11:24.0,Turnover by E. Bledsoe (bad pass),,44-47,,
11:15.0,,,44-47,,J. Holiday misses 3-pt shot from 25 ft
11:13.0,Defensive rebound by T. Chandler,,44-47,,
11:03.0,Turnover by D. Booker (bad pass; steal by T. Jones),,44-47,,
10:42.0,,,44-47,,B. Hield misses 3-pt shot from 27 ft
10:41.0,Defensive rebound by M. Chriss,,44-47,,
10:30.0,T. Warren misses 3-pt shot from 23 ft,,44-47,,
10:29.0,,,44-47,,Defensive rebound by T. Jones
10:12.0,,,44-49,2,A. Davis makes 2-pt shot from 19 ft (assist by J. Holiday)
9:55.0,,,44-49,,Personal foul by B. Hield
9:48.0,T. Warren makes 2-pt shot from 5 ft,2,46-49,,
9:40.0,,,46-51,2,J. Holiday makes 2-pt shot from 1 ft
9:35.0,,,46-51,,Loose ball foul by J. Holiday (drawn by T. Chandler)
9:34.0,,,46-51,,Personal foul by B. Hield
9:26.0,D. Booker misses 2-pt shot from 16 ft,,46-51,,
9:26.0,,,46-51,,Defensive rebound by J. Holiday
9:13.0,,,46-53,2,A. Davis makes 2-pt shot from 4 ft
9:02.0,,,46-53,,Flagrant foul type 1 by S. Hill (drawn by T. Chandler)
9:02.0,T. Chandler makes flagrant free throw 1 of 2,1,47-53,,
9:02.0,T. Chandler makes flagrant free throw 2 of 2,1,48-53,,
8:50.0,M. Chriss misses 3-pt shot from 26 ft,,48-53,,
8:49.0,Offensive rebound by T. Chandler,,48-53,,
8:48.0,T. Chandler misses 2-pt shot from 5 ft (block by A. Davis),,48-53,,
8:48.0,Offensive rebound by Team,,48-53,,
8:45.0,Turnover by T. Warren (lost ball; steal by S. Hill),,48-53,,
8:40.0,,,48-53,,Turnover by S. Hill (bad pass; steal by M. Chriss)
8:35.0,E. Bledsoe misses 3-pt shot from 26 ft,,48-53,,
8:33.0,,,48-53,,Defensive rebound by J. Holiday
8:30.0,,,48-55,2,T. Jones makes 2-pt shot from 6 ft (assist by B. Hield)
8:30.0,,,48-55,,Shooting foul by T. Warren (drawn by T. Jones)
8:30.0,,,48-55,,T. Jones misses free throw 1 of 1
8:28.0,Defensive rebound by Team,,48-55,,
8:03.0,T. Chandler makes 2-pt shot at rim (assist by M. Chriss),2,50-55,,
7:51.0,,,50-55,,J. Holiday misses 2-pt shot from 11 ft (block by T. Warren)
7:49.0,Defensive rebound by E. Bledsoe,,50-55,,
7:45.0,T. Warren makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,52-55,,
7:33.0,,,52-55,,A. Davis misses 2-pt shot from 15 ft
7:32.0,Defensive rebound by E. Bledsoe,,52-55,,
7:24.0,Shooting foul by T. Jones,,52-55,,
7:24.0,T. Warren makes free throw 1 of 2,1,53-55,,
7:24.0,T. Warren makes free throw 2 of 2,1,54-55,,
7:05.0,,,54-55,,T. Jones misses 2-pt shot from 6 ft
7:05.0,Defensive rebound by T. Chandler,,54-55,,
7:05.0,,,54-55,,Personal foul by T. Jones (drawn by T. Chandler)
7:05.0,T. Chandler makes free throw 1 of 2,1,55-55,,
7:05.0,T. Chandler misses free throw 2 of 2,,55-55,,
7:01.0,,,55-55,,Defensive rebound by T. Jones
6:40.0,,,55-57,2,A. Davis makes 2-pt shot from 17 ft (assist by B. Hield)
6:26.0,,,55-57,,Personal foul by A. Davis (drawn by D. Booker)
6:26.0,E. Bledsoe makes free throw 1 of 2,1,56-57,,
6:26.0,E. Bledsoe makes free throw 2 of 2,1,57-57,,
6:11.0,,,57-57,,J. Holiday misses 2-pt shot from 3 ft
6:10.0,Defensive rebound by E. Bledsoe,,57-57,,
6:03.0,T. Chandler misses 2-pt shot from 2 ft,,57-57,,
6:02.0,Offensive rebound by T. Warren,,57-57,,
6:02.0,T. Warren makes 2-pt shot from 2 ft,2,59-57,,
6:02.0,Personal foul by M. Chriss (drawn by A. Davis),,59-57,,
5:57.0,Personal foul by D. Booker (drawn by S. Hill),,59-57,,
5:57.0,,,59-57,,New Orleans full timeout
5:45.0,,,59-59,2,J. Holiday makes 2-pt shot from 2 ft
5:34.0,D. Booker misses 3-pt shot from 25 ft,,59-59,,
5:34.0,,,59-59,,Defensive rebound by B. Hield
5:22.0,Personal foul by D. Booker (drawn by S. Hill),,59-59,,
5:08.0,,,59-59,,A. Davis misses 2-pt shot from 6 ft
5:07.0,Defensive rebound by E. Bledsoe,,59-59,,
5:01.0,E. Bledsoe misses 2-pt shot from 11 ft,,59-59,,
5:00.0,,,59-59,,Defensive rebound by J. Holiday
4:54.0,,,59-61,2,J. Holiday makes 2-pt shot at rim (assist by A. Davis)
4:41.0,M. Chriss makes 2-pt shot from 2 ft (assist by T. Warren),2,61-61,,
4:41.0,Shooting foul by T. Jones (drawn by M. Chriss),,61-61,,
4:41.0,M. Chriss misses free throw 1 of 1,,61-61,,
4:41.0,,,61-61,,E. Moore enters the game for B. Hield
4:38.0,,,61-61,,Defensive rebound by T. Jones
4:27.0,,,61-61,,J. Holiday misses 2-pt shot from 13 ft
4:27.0,Defensive rebound by T. Chandler,,61-61,,
4:09.0,T. Warren misses 2-pt shot from 2 ft (block by A. Davis),,61-61,,
4:09.0,Offensive rebound by T. Chandler,,61-61,,
4:09.0,Shooting foul by T. Jones (drawn by T. Chandler),,61-61,,
4:09.0,T. Chandler makes free throw 1 of 2,1,62-61,,
4:09.0,T. Chandler makes free throw 2 of 2,1,63-61,,
4:09.0,P. Tucker enters the game for M. Chriss,,62-61,,
4:09.0,,,62-61,,D. Cunningham enters the game for T. Jones
3:46.0,,,63-63,2,A. Davis makes 2-pt shot from 15 ft
3:24.0,P. Tucker misses 3-pt shot from 22 ft,,63-63,,
3:24.0,,,63-63,,Defensive rebound by J. Holiday
3:17.0,,,63-63,,A. Davis misses 2-pt shot from 1 ft
3:15.0,Defensive rebound by E. Bledsoe,,63-63,,
3:11.0,D. Booker misses 2-pt shot from 2 ft (block by J. Holiday),,63-63,,
3:08.0,,,63-63,,Defensive rebound by D. Cunningham
3:01.0,,,63-63,,A. Davis misses 2-pt shot from 15 ft (block by T. Chandler)
3:00.0,Defensive rebound by E. Bledsoe,,63-63,,
2:57.0,D. Booker misses 2-pt shot from 2 ft (block by A. Davis),,63-63,,
2:57.0,Offensive rebound by Team,,63-63,,
2:57.0,Technical foul by D. Booker,,63-63,,
2:57.0,Phoenix full timeout,,63-63,,
2:57.0,,,63-64,1,A. Davis makes technical free throw
2:57.0,,,63-64,,T. Frazier enters the game for J. Holiday
2:39.0,E. Bledsoe misses 3-pt shot from 25 ft,,63-64,,
2:38.0,,,63-64,,Defensive rebound by E. Moore
2:33.0,,,63-66,2,D. Cunningham makes 2-pt shot at rim (assist by E. Moore)
2:18.0,T. Chandler makes 2-pt shot at rim (assist by D. Booker),2,65-66,,
2:07.0,,,65-68,2,T. Frazier makes 2-pt shot from 19 ft
1:52.0,Turnover by P. Tucker (bad pass),,65-68,,
1:52.0,B. Knight enters the game for E. Bledsoe,,65-68,,
1:36.0,,,65-68,,A. Davis misses 2-pt shot from 20 ft
1:36.0,,,65-68,,Offensive rebound by D. Cunningham
1:32.0,,,65-70,2,D. Cunningham makes 2-pt shot from 2 ft
1:26.0,D. Booker makes 2-pt shot from 19 ft,2,67-70,,
1:26.0,Shooting foul by D. Cunningham (drawn by D. Booker),,67-70,,
1:26.0,D. Booker makes free throw 1 of 1,1,68-70,,
1:26.0,J. Dudley enters the game for T. Chandler,,67-70,,
1:12.0,,,68-70,,A. Davis misses 2-pt shot from 1 ft
1:12.0,Defensive rebound by J. Dudley,,68-70,,
1:06.0,Turnover by B. Knight (bad pass; steal by E. Moore),,68-70,,
1:00.0,,,68-73,3,E. Moore makes 3-pt shot from 25 ft (assist by T. Frazier)
0:47.0,D. Booker makes 2-pt shot from 17 ft,2,70-73,,
0:31.0,,,70-75,2,E. Moore makes 2-pt shot from 10 ft (assist by T. Frazier)
0:09.0,B. Knight makes 2-pt shot from 8 ft (assist by J. Dudley),2,72-75,,
0:04.0,,,72-77,2,S. Hill makes 2-pt shot at rim
0:00.0,T. Warren makes 2-pt shot from 2 ft (assist by B. Knight),2,74-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,74-77,,Turnover by E. Moore (lost ball; steal by P. Tucker)
11:38.0,D. Booker misses 2-pt shot from 3 ft (block by S. Hill),,74-77,,
11:38.0,Offensive rebound by Team,,74-77,,
11:26.0,Shooting foul by T. Frazier (drawn by D. Booker),,74-77,,
11:26.0,D. Booker makes free throw 1 of 2,1,75-77,,
11:26.0,D. Booker misses free throw 2 of 2,,75-77,,
11:24.0,,,75-77,,Defensive rebound by D. Cunningham
11:01.0,,,75-77,,D. Cunningham misses 2-pt shot from 21 ft
11:00.0,Defensive rebound by B. Knight,,75-77,,
10:53.0,L. Barbosa makes 2-pt shot from 2 ft (assist by B. Knight),2,77-77,,
10:31.0,,,77-77,,S. Hill misses 2-pt shot from 15 ft
10:30.0,Defensive rebound by J. Dudley,,77-77,,
10:22.0,Turnover by B. Knight (bad pass; steal by T. Jones),,77-77,,
10:21.0,Personal foul by P. Tucker (drawn by T. Jones),,77-77,,
10:13.0,Personal foul by L. Barbosa (drawn by E. Moore),,77-77,,
10:00.0,,,77-77,,Offensive foul by T. Jones
10:00.0,,,77-77,,Turnover by T. Jones (offensive foul)
10:00.0,,,77-77,,A. Davis enters the game for T. Jones
9:52.0,Shooting foul by S. Hill (drawn by B. Knight),,77-77,,
9:52.0,B. Knight makes free throw 1 of 2,1,78-77,,
9:52.0,B. Knight makes free throw 2 of 2,1,79-77,,
9:52.0,,,78-77,,J. Holiday enters the game for S. Hill
9:41.0,,,79-77,,J. Holiday misses 3-pt shot from 25 ft
9:40.0,Defensive rebound by P. Tucker,,79-77,,
9:33.0,,,79-77,,Personal foul by T. Frazier (drawn by B. Knight)
9:19.0,D. Booker misses 3-pt shot from 23 ft,,79-77,,
9:19.0,,,79-77,,Defensive rebound by D. Cunningham
9:06.0,,,79-77,,E. Moore misses 3-pt shot from 25 ft
9:04.0,Defensive rebound by P. Tucker,,79-77,,
8:57.0,B. Knight misses 3-pt shot from 26 ft,,79-77,,
8:55.0,,,79-77,,Defensive rebound by D. Cunningham
8:44.0,,,79-77,,E. Moore misses 2-pt shot from 13 ft
8:44.0,,,79-77,,Offensive rebound by Team
8:44.0,Loose ball foul by D. Booker (drawn by T. Frazier),,79-77,,
8:44.0,Official timeout,,79-77,,
8:30.0,,,79-79,2,E. Moore makes 2-pt shot from 4 ft
8:12.0,,,79-79,,Personal foul by J. Holiday (drawn by D. Booker)
8:02.0,J. Dudley misses 2-pt shot from 12 ft,,79-79,,
8:01.0,,,79-79,,Defensive rebound by E. Moore
7:49.0,,,79-79,,Offensive foul by E. Moore
7:49.0,,,79-79,,Turnover by E. Moore (offensive foul)
7:49.0,,,79-79,,Technical foul by E. Moore
7:49.0,D. Booker makes technical free throw,1,80-79,,
7:36.0,P. Tucker makes 2-pt shot from 16 ft (assist by L. Barbosa),2,82-79,,
7:23.0,,,82-81,2,A. Davis makes 2-pt shot from 1 ft
7:23.0,,,82-81,,Shooting foul by P. Tucker (drawn by A. Davis)
7:23.0,,,82-82,1,A. Davis makes free throw 1 of 1
7:12.0,Turnover by D. Booker (bad pass; steal by A. Davis),,82-82,,
7:07.0,,,82-82,,Turnover by A. Davis (lost ball; steal by D. Booker)
7:00.0,L. Barbosa makes 2-pt shot from 2 ft (assist by D. Booker),2,84-82,,
6:49.0,,,84-84,2,J. Holiday makes 2-pt shot from 2 ft
6:38.0,J. Dudley makes 3-pt shot from 23 ft (assist by B. Knight),3,87-84,,
6:28.0,,,87-84,,J. Holiday misses 2-pt shot from 4 ft (block by J. Dudley)
6:26.0,Defensive rebound by J. Dudley,,87-84,,
6:24.0,Shooting foul by E. Moore (drawn by L. Barbosa),,87-84,,
6:24.0,L. Barbosa makes free throw 1 of 2,1,88-84,,
6:24.0,L. Barbosa makes free throw 2 of 2,1,89-84,,
6:24.0,T. Warren enters the game for D. Booker,,88-84,,
6:24.0,,,88-84,,S. Hill enters the game for D. Cunningham
6:09.0,,,89-84,,A. Davis misses 2-pt shot from 9 ft
6:08.0,Defensive rebound by P. Tucker,,89-84,,
5:47.0,P. Tucker misses 3-pt shot from 26 ft,,89-84,,
5:47.0,,,89-84,,Defensive rebound by Team
5:47.0,,,89-84,,New Orleans full timeout
5:45.0,,,89-84,,B. Hield enters the game for T. Frazier
5:29.0,,,89-84,,S. Hill misses 2-pt shot from 3 ft
5:29.0,,,89-84,,Offensive rebound by S. Hill
5:29.0,,,89-86,2,S. Hill makes 2-pt shot from 3 ft
5:29.0,,,89-86,,Shooting foul by J. Dudley (drawn by S. Hill)
5:29.0,,,89-87,1,S. Hill makes free throw 1 of 1
5:12.0,P. Tucker makes 2-pt shot from 2 ft (assist by J. Dudley),2,91-87,,
5:01.0,,,91-90,3,A. Davis makes 3-pt shot from 25 ft (assist by J. Holiday)
4:44.0,B. Knight makes 2-pt shot from 14 ft,2,93-90,,
4:32.0,,,93-92,2,J. Holiday makes 2-pt shot from 2 ft
4:22.0,B. Knight misses 2-pt shot from 19 ft,,93-92,,
4:21.0,,,93-92,,Defensive rebound by J. Holiday
4:12.0,,,93-92,,Shooting foul by J. Dudley (drawn by J. Holiday)
4:12.0,,,93-93,1,J. Holiday makes free throw 1 of 2
4:12.0,,,93-94,1,J. Holiday makes free throw 2 of 2
4:12.0,D. Booker enters the game for J. Dudley,,93-93,,
4:12.0,E. Bledsoe enters the game for B. Knight,,93-93,,
4:00.0,Shooting foul by J. Holiday (drawn by E. Bledsoe),,93-94,,
