time,Miami,pts.away,score,pts.home,Philadelphia
3:42.0,Miami full timeout,,16-22,,
3:42.0,,,16-22,,S. Rodriguez enters the game for T. McConnell
3:33.0,J. Johnson makes 2-pt shot from 19 ft,2,18-22,,
3:17.0,,,18-22,,Turnover by T. Luwawu-Cabarrot (bad pass)
2:57.0,T. Johnson makes 3-pt shot from 26 ft (assist by J. Johnson),3,21-22,,
2:47.0,Inbound foul by O. White,,21-22,,
2:47.0,,,21-23,1,G. Henderson makes free throw 1 of 1
2:47.0,,,21-22,,G. Henderson enters the game for T. Luwawu-Cabarrot
2:37.0,,,21-23,,D. Saric misses 2-pt shot from 18 ft
2:36.0,,,21-23,,Offensive rebound by R. Holmes
2:24.0,,,21-23,,S. Rodriguez misses 2-pt shot from 17 ft
2:22.0,Defensive rebound by W. Ellington,,21-23,,
2:11.0,J. Johnson makes 2-pt shot from 1 ft (assist by W. Reed),2,23-23,,
1:55.0,,,23-23,,N. Stauskas misses 3-pt shot from 25 ft
1:54.0,Defensive rebound by J. Johnson,,23-23,,
1:40.0,O. White misses 3-pt shot from 25 ft,,23-23,,
1:39.0,,,23-23,,Defensive rebound by D. Saric
1:17.0,,,23-25,2,D. Saric makes 2-pt shot from 4 ft (assist by N. Stauskas)
1:02.0,J. Johnson misses 2-pt shot from 4 ft,,23-25,,
1:00.0,Offensive rebound by J. Johnson,,23-25,,
1:00.0,J. Johnson makes 2-pt shot from 2 ft,2,25-25,,
0:49.0,,,25-25,,G. Henderson misses 2-pt shot from 2 ft
0:47.0,,,25-25,,Offensive rebound by R. Holmes
0:37.0,,,25-27,2,N. Stauskas makes 2-pt shot from 1 ft (assist by D. Saric)
0:26.0,,,25-27,,Shooting block foul by R. Holmes (drawn by T. Johnson)
0:26.0,T. Johnson makes free throw 1 of 2,1,26-27,,
0:26.0,T. Johnson makes free throw 2 of 2,1,27-27,,
0:26.0,G. Dragic enters the game for W. Ellington,,26-27,,
0:04.0,,,27-27,,G. Henderson misses 3-pt shot from 24 ft
0:03.0,Defensive rebound by T. Johnson,,27-27,,
0:00.0,T. Johnson misses 3-pt shot from 42 ft,,27-27,,
0:00.0,Offensive rebound by Team,,27-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,27-27,,D. Saric misses 3-pt shot from 25 ft
11:42.0,Defensive rebound by W. Reed,,27-27,,
11:26.0,Turnover by J. Johnson (bad pass; steal by S. Rodriguez),,27-27,,
11:20.0,,,27-27,,N. Stauskas misses 2-pt shot from 1 ft
11:19.0,Defensive rebound by G. Dragic,,27-27,,
11:16.0,,,27-27,,Personal foul by S. Rodriguez (drawn by G. Dragic)
11:16.0,,,27-27,,E. Ilyasova enters the game for D. Saric
11:07.0,T. Johnson misses 2-pt shot from 12 ft,,27-27,,
11:05.0,Offensive rebound by W. Reed,,27-27,,
10:51.0,W. Reed misses 2-pt shot from 7 ft,,27-27,,
10:49.0,Offensive rebound by W. Reed,,27-27,,
10:46.0,J. Johnson misses 2-pt shot from 1 ft,,27-27,,
10:45.0,,,27-27,,Defensive rebound by S. Rodriguez
10:39.0,,,27-27,,S. Rodriguez misses 3-pt shot from 25 ft
10:34.0,Defensive rebound by J. Johnson,,27-27,,
10:31.0,Shooting foul by R. Holmes (drawn by J. Johnson),,27-27,,
10:31.0,J. Johnson misses free throw 1 of 2,,27-27,,
10:31.0,Offensive rebound by Team,,27-27,,
10:31.0,J. Johnson makes free throw 2 of 2,1,28-27,,
10:31.0,,,27-27,,N. Noel enters the game for R. Holmes
10:22.0,,,28-30,3,E. Ilyasova makes 3-pt shot from 26 ft (assist by S. Rodriguez)
10:09.0,Turnover by G. Dragic (lost ball; steal by N. Noel),,28-30,,
10:02.0,,,28-32,2,E. Ilyasova makes 2-pt shot at rim (assist by N. Stauskas)
9:45.0,J. Johnson misses 3-pt shot from 24 ft,,28-32,,
9:45.0,Offensive rebound by Team,,28-32,,
9:45.0,,,28-32,,Loose ball foul by G. Henderson (drawn by O. White)
9:30.0,G. Dragic makes 2-pt shot from 12 ft,2,30-32,,
9:30.0,,,30-32,,Philadelphia full timeout
9:13.0,,,30-34,2,S. Rodriguez makes 2-pt shot from 1 ft
8:55.0,Turnover by G. Dragic (traveling),,30-34,,
8:55.0,R. McGruder enters the game for T. Johnson,,30-34,,
8:55.0,,,30-34,,R. Covington enters the game for G. Henderson
8:37.0,,,30-36,2,N. Noel makes 2-pt shot at rim (assist by S. Rodriguez)
8:18.0,G. Dragic makes 2-pt shot from 6 ft,2,32-36,,
8:04.0,,,32-36,,S. Rodriguez misses 2-pt shot from 2 ft
8:02.0,Defensive rebound by W. Reed,,32-36,,
7:56.0,G. Dragic makes 2-pt shot from 10 ft,2,34-36,,
7:47.0,,,34-38,2,E. Ilyasova makes 2-pt shot from 4 ft (assist by N. Stauskas)
7:37.0,Shooting foul by N. Stauskas (drawn by G. Dragic),,34-38,,
7:37.0,G. Dragic makes free throw 1 of 3,1,35-38,,
7:37.0,G. Dragic makes free throw 2 of 3,1,36-38,,
7:37.0,G. Dragic makes free throw 3 of 3,1,37-38,,
7:37.0,H. Whiteside enters the game for W. Reed,,35-38,,
7:37.0,W. Ellington enters the game for J. Johnson,,35-38,,
7:27.0,,,37-40,2,N. Noel makes 2-pt shot from 2 ft (assist by S. Rodriguez)
7:07.0,G. Dragic makes 2-pt shot from 2 ft,2,39-40,,
7:00.0,,,39-40,,N. Stauskas misses 2-pt shot from 2 ft
6:56.0,Defensive rebound by H. Whiteside,,39-40,,
6:53.0,Turnover by G. Dragic (bad pass),,39-40,,
6:39.0,Shooting block foul by O. White (drawn by E. Ilyasova),,39-40,,
6:39.0,,,39-40,,E. Ilyasova misses free throw 1 of 2
6:39.0,,,39-40,,Offensive rebound by Team
6:39.0,,,39-41,1,E. Ilyasova makes free throw 2 of 2
6:30.0,Turnover by G. Dragic (bad pass; steal by N. Stauskas),,39-41,,
6:23.0,,,39-41,,Turnover by R. Covington (bad pass; steal by G. Dragic)
6:19.0,G. Dragic makes 2-pt shot from 1 ft,2,41-41,,
5:54.0,,,41-41,,R. Covington misses 2-pt shot from 12 ft
5:52.0,Defensive rebound by H. Whiteside,,41-41,,
5:46.0,G. Dragic misses 3-pt shot from 26 ft,,41-41,,
5:45.0,,,41-41,,Defensive rebound by Team
5:45.0,Official timeout,,41-41,,
5:45.0,T. Johnson enters the game for G. Dragic,,41-41,,
5:45.0,,,41-41,,T. McConnell enters the game for S. Rodriguez
5:23.0,,,41-43,2,N. Stauskas makes 2-pt shot from 7 ft (assist by E. Ilyasova)
5:06.0,Turnover by W. Ellington (bad pass; steal by N. Noel),,41-43,,
4:55.0,,,41-43,,E. Ilyasova misses 3-pt shot from 26 ft
4:54.0,Defensive rebound by H. Whiteside,,41-43,,
4:44.0,W. Ellington misses 2-pt shot from 16 ft,,41-43,,
4:42.0,,,41-43,,Defensive rebound by E. Ilyasova
4:29.0,,,41-45,2,E. Ilyasova makes 2-pt shot from 16 ft
4:17.0,,,41-45,,D. Saric enters the game for E. Ilyasova
4:17.0,,,41-45,,G. Henderson enters the game for N. Stauskas
4:17.0,J. Johnson enters the game for O. White,,41-45,,
4:09.0,Offensive foul by H. Whiteside,,41-45,,
4:09.0,Turnover by H. Whiteside (offensive foul),,41-45,,
4:00.0,,,41-47,2,D. Saric makes 2-pt shot from 2 ft (assist by T. McConnell)
3:47.0,J. Johnson misses 2-pt shot from 15 ft,,41-47,,
3:45.0,,,41-47,,Defensive rebound by G. Henderson
3:36.0,,,41-50,3,R. Covington makes 3-pt shot from 24 ft (assist by G. Henderson)
3:27.0,Miami full timeout,,41-50,,
3:27.0,G. Dragic enters the game for T. Johnson,,41-50,,
3:07.0,R. McGruder misses 2-pt shot from 20 ft,,41-50,,
3:06.0,,,41-50,,Defensive rebound by D. Saric
2:50.0,,,41-50,,G. Henderson misses 2-pt shot from 1 ft
2:50.0,Defensive rebound by Team,,41-50,,
2:28.0,W. Ellington makes 3-pt shot from 23 ft (assist by J. Johnson),3,44-50,,
2:13.0,,,44-52,2,G. Henderson makes 2-pt shot from 11 ft (assist by T. McConnell)
1:51.0,G. Dragic misses 2-pt shot from 9 ft,,44-52,,
1:50.0,Offensive rebound by H. Whiteside,,44-52,,
1:50.0,Shooting foul by D. Saric (drawn by H. Whiteside),,44-52,,
1:50.0,H. Whiteside makes free throw 1 of 2,1,45-52,,
1:50.0,H. Whiteside makes free throw 2 of 2,1,46-52,,
1:50.0,T. Johnson enters the game for W. Ellington,,45-52,,
1:36.0,,,46-52,,Shooting foul by R. McGruder (drawn by G. Henderson)
1:36.0,,,46-53,1,G. Henderson makes free throw 1 of 2
1:36.0,,,46-54,1,G. Henderson makes free throw 2 of 2
1:36.0,,,46-53,,E. Ilyasova enters the game for D. Saric
1:36.0,,,46-53,,N. Stauskas enters the game for R. Covington
1:36.0,W. Ellington enters the game for R. McGruder,,46-53,,
1:17.0,H. Whiteside makes 2-pt shot from 2 ft,2,48-54,,
0:57.0,,,48-54,,E. Ilyasova misses 3-pt shot from 22 ft
0:55.0,Defensive rebound by T. Johnson,,48-54,,
0:46.0,G. Dragic misses 2-pt shot from 8 ft,,48-54,,
0:45.0,,,48-54,,Defensive rebound by G. Henderson
0:35.0,,,48-54,,E. Ilyasova misses 2-pt shot from 1 ft
0:33.0,Defensive rebound by G. Dragic,,48-54,,
0:30.0,Turnover by G. Dragic (lost ball),,48-54,,
0:29.0,,,48-54,,Philadelphia full timeout
0:29.0,O. White enters the game for W. Ellington,,48-54,,
0:09.0,,,48-54,,E. Ilyasova misses 2-pt shot from 17 ft
0:07.0,Defensive rebound by H. Whiteside,,48-54,,
0:04.0,T. Johnson misses 2-pt shot from 2 ft (block by N. Stauskas),,48-54,,
0:02.0,,,48-54,,Defensive rebound by E. Ilyasova
0:00.0,,,48-54,,N. Noel misses 3-pt shot from 33 ft
0:00.0,,,48-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,48-54,,G. Henderson misses 3-pt shot from 23 ft
11:41.0,Defensive rebound by H. Whiteside,,48-54,,
11:21.0,H. Whiteside misses 2-pt shot from 12 ft,,48-54,,
11:19.0,,,48-54,,Defensive rebound by R. Covington
11:07.0,,,48-54,,R. Covington misses 2-pt shot from 5 ft
11:06.0,Defensive rebound by L. Babbitt,,48-54,,
10:58.0,Turnover by W. Ellington (bad pass; steal by R. Covington),,48-54,,
10:51.0,,,48-56,2,N. Noel makes 2-pt shot from 1 ft (assist by T. McConnell)
10:51.0,,,48-56,,Shooting foul by L. Babbitt (drawn by N. Noel)
10:51.0,,,48-57,1,N. Noel makes free throw 1 of 1
10:41.0,Turnover by G. Dragic (bad pass; steal by N. Noel),,48-57,,
10:37.0,,,48-59,2,N. Noel makes 2-pt shot at rim
10:37.0,Miami full timeout,,48-59,,
10:24.0,G. Dragic makes 2-pt shot from 17 ft,2,50-59,,
10:10.0,,,50-59,,Offensive foul by E. Ilyasova
10:10.0,,,50-59,,Turnover by E. Ilyasova (offensive foul)
9:53.0,H. Whiteside misses 2-pt shot from 2 ft (block by N. Noel),,50-59,,
9:53.0,Offensive rebound by Team,,50-59,,
9:51.0,H. Whiteside misses 2-pt shot from 8 ft (block by R. Covington),,50-59,,
9:49.0,Offensive rebound by W. Ellington,,50-59,,
9:48.0,Turnover by W. Ellington (lost ball; steal by R. Covington),,50-59,,
9:44.0,,,50-59,,R. Covington misses 2-pt shot from 2 ft
9:41.0,,,50-59,,Offensive rebound by Team
9:41.0,Loose ball foul by L. Babbitt (drawn by E. Ilyasova),,50-59,,
9:41.0,J. Johnson enters the game for L. Babbitt,,50-59,,
9:35.0,,,50-59,,Shooting foul by H. Whiteside (drawn by N. Noel)
9:35.0,Technical foul by H. Whiteside (drawn by N. Noel),,50-59,,
9:35.0,,,50-60,1,G. Henderson makes technical free throw
9:35.0,,,50-60,,N. Noel misses free throw 1 of 2
9:35.0,,,50-60,,Offensive rebound by Team
9:35.0,,,50-60,,N. Noel misses free throw 2 of 2
9:32.0,Defensive rebound by J. Johnson,,50-60,,
9:19.0,Turnover by R. McGruder (lost ball; steal by R. Covington),,50-60,,
9:06.0,,,50-60,,G. Henderson misses 2-pt shot from 12 ft
9:05.0,Defensive rebound by H. Whiteside,,50-60,,
8:51.0,R. McGruder makes 2-pt shot from 19 ft,2,52-60,,
8:37.0,,,52-60,,Offensive foul by N. Noel
8:37.0,,,52-60,,Turnover by N. Noel (offensive foul)
8:24.0,R. McGruder misses 2-pt shot from 15 ft,,52-60,,
8:22.0,,,52-60,,Defensive rebound by R. Covington
8:13.0,,,52-60,,E. Ilyasova misses 3-pt shot from 25 ft
8:11.0,Defensive rebound by H. Whiteside,,52-60,,
8:06.0,,,52-60,,Personal block foul by E. Ilyasova (drawn by J. Johnson)
8:06.0,,,52-60,,N. Stauskas enters the game for G. Henderson
8:06.0,,,52-60,,R. Holmes enters the game for N. Noel
7:52.0,J. Johnson makes 2-pt shot from 1 ft,2,54-60,,
7:39.0,,,54-60,,E. Ilyasova misses 2-pt shot from 6 ft
7:37.0,,,54-60,,Offensive rebound by E. Ilyasova
7:36.0,,,54-62,2,E. Ilyasova makes 2-pt shot from 5 ft
7:17.0,W. Ellington misses 3-pt shot from 23 ft,,54-62,,
7:14.0,Offensive rebound by R. McGruder,,54-62,,
7:11.0,G. Dragic makes 2-pt shot from 20 ft (assist by R. McGruder),2,56-62,,
7:11.0,,,56-62,,Philadelphia full timeout
6:50.0,,,56-62,,Turnover by R. Holmes (3 sec)
6:41.0,J. Johnson makes 2-pt shot from 17 ft,2,58-62,,
6:21.0,,,58-62,,Shooting foul by R. McGruder
6:21.0,,,58-63,1,T. McConnell makes free throw 1 of 2
6:21.0,,,58-64,1,T. McConnell makes free throw 2 of 2
6:21.0,,,58-63,,D. Saric enters the game for E. Ilyasova
6:12.0,J. Johnson misses 2-pt shot from 2 ft (block by R. Holmes),,58-64,,
6:11.0,,,58-64,,Defensive rebound by T. McConnell
6:06.0,Personal foul by J. Johnson (drawn by D. Saric),,58-64,,
6:06.0,,,58-65,1,D. Saric makes free throw 1 of 2
6:06.0,,,58-66,1,D. Saric makes free throw 2 of 2
6:06.0,T. Johnson enters the game for G. Dragic,,58-65,,
5:52.0,W. Ellington makes 3-pt shot from 26 ft (assist by T. Johnson),3,61-66,,
5:37.0,,,61-68,2,D. Saric makes 2-pt shot from 2 ft (assist by R. Holmes)
5:11.0,W. Ellington misses 3-pt shot from 25 ft,,61-68,,
5:09.0,,,61-68,,Defensive rebound by R. Covington
5:04.0,,,61-68,,D. Saric misses 3-pt shot from 28 ft
5:02.0,Defensive rebound by W. Ellington,,61-68,,
4:52.0,T. Johnson makes 2-pt shot from 20 ft,2,63-68,,
4:40.0,Personal foul by T. Johnson (drawn by R. Holmes),,63-68,,
4:40.0,,,63-69,1,R. Holmes makes free throw 1 of 2
4:40.0,,,63-70,1,R. Holmes makes free throw 2 of 2
4:15.0,W. Ellington misses 2-pt shot from 17 ft,,63-70,,
4:13.0,Offensive rebound by H. Whiteside,,63-70,,
4:12.0,H. Whiteside makes 2-pt shot from 1 ft,2,65-70,,
3:58.0,,,65-73,3,N. Stauskas makes 3-pt shot from 24 ft (assist by T. McConnell)
3:42.0,W. Ellington makes 3-pt shot from 23 ft (assist by T. Johnson),3,68-73,,
3:28.0,,,68-73,,T. McConnell misses 2-pt shot from 6 ft
3:26.0,Defensive rebound by R. McGruder,,68-73,,
3:19.0,R. McGruder misses 3-pt shot from 22 ft,,68-73,,
3:17.0,,,68-73,,Defensive rebound by D. Saric
3:08.0,,,68-76,3,R. Covington makes 3-pt shot from 24 ft (assist by T. McConnell)
3:01.0,Miami full timeout,,68-76,,
3:01.0,,,68-76,,S. Rodriguez enters the game for T. McConnell
3:01.0,G. Dragic enters the game for R. McGruder,,68-76,,
2:41.0,Turnover by J. Johnson (bad pass; steal by D. Saric),,68-76,,
2:33.0,,,68-76,,D. Saric misses 2-pt shot from 3 ft
2:31.0,,,68-76,,Offensive rebound by R. Holmes
2:31.0,,,68-78,2,R. Holmes makes 2-pt shot from 1 ft
2:14.0,W. Ellington misses 3-pt shot from 25 ft,,68-78,,
2:12.0,,,68-78,,Defensive rebound by R. Covington
1:56.0,,,68-80,2,R. Covington makes 2-pt shot from 8 ft (assist by D. Saric)
1:32.0,J. Johnson makes 2-pt shot from 14 ft,2,70-80,,
1:16.0,Personal foul by H. Whiteside (drawn by S. Rodriguez),,70-80,,
1:16.0,,,70-81,1,S. Rodriguez makes free throw 1 of 2
1:16.0,,,70-82,1,S. Rodriguez makes free throw 2 of 2
1:16.0,,,70-81,,T. Luwawu-Cabarrot enters the game for R. Covington
1:16.0,W. Reed enters the game for H. Whiteside,,70-81,,
1:16.0,O. White enters the game for W. Ellington,,70-81,,
1:02.0,Shooting foul by T. Luwawu-Cabarrot (drawn by T. Johnson),,70-82,,
1:02.0,T. Johnson makes free throw 1 of 2,1,71-82,,
1:02.0,T. Johnson makes free throw 2 of 2,1,72-82,,
0:40.0,,,72-82,,T. Luwawu-Cabarrot misses 3-pt shot from 26 ft
0:39.0,Defensive rebound by G. Dragic,,72-82,,
0:25.0,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Johnson),,72-82,,
0:25.0,J. Johnson makes free throw 1 of 2,1,73-82,,
0:25.0,J. Johnson misses free throw 2 of 2,,73-82,,
0:24.0,,,73-82,,Defensive rebound by S. Rodriguez
0:06.0,,,73-84,2,R. Holmes makes 2-pt shot from 2 ft (assist by S. Rodriguez)
0:06.0,,,73-84,,Shooting foul by T. Johnson (drawn by R. Holmes)
0:06.0,,,73-84,,R. Holmes misses free throw 1 of 1
0:04.0,Defensive rebound by G. Dragic,,73-84,,
0:00.0,J. Johnson makes 3-pt shot from 25 ft (assist by G. Dragic),3,76-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,W. Reed makes 2-pt shot from 7 ft (assist by T. Johnson),2,78-84,,
11:34.0,,,78-84,,G. Henderson misses 2-pt shot from 1 ft
11:32.0,,,78-84,,Offensive rebound by N. Noel
11:32.0,,,78-86,2,N. Noel makes 2-pt shot from 2 ft
11:11.0,J. Johnson misses 2-pt shot from 5 ft,,78-86,,
11:08.0,,,78-86,,Defensive rebound by Team
11:04.0,Loose ball foul by W. Reed (drawn by D. Saric),,78-86,,
11:02.0,Personal foul by J. Johnson (drawn by D. Saric),,78-86,,
10:51.0,,,78-88,2,G. Henderson makes 2-pt shot from 18 ft (assist by D. Saric)
10:30.0,G. Dragic makes 2-pt shot from 10 ft,2,80-88,,
10:07.0,,,80-88,,S. Rodriguez misses 3-pt shot from 26 ft
10:03.0,Defensive rebound by W. Reed,,80-88,,
9:57.0,G. Dragic misses 2-pt shot from 13 ft,,80-88,,
9:55.0,,,80-88,,Defensive rebound by G. Henderson
9:46.0,,,80-91,3,N. Stauskas makes 3-pt shot from 24 ft (assist by S. Rodriguez)
9:29.0,T. Johnson makes 2-pt shot from 3 ft,2,82-91,,
9:16.0,,,82-93,2,D. Saric makes 2-pt shot from 16 ft
9:02.0,Shooting foul by N. Noel (drawn by J. Johnson),,82-93,,
9:02.0,J. Johnson makes free throw 1 of 2,1,83-93,,
9:02.0,J. Johnson makes free throw 2 of 2,1,84-93,,
9:02.0,,,83-93,,T. McConnell enters the game for S. Rodriguez
8:45.0,,,84-93,,G. Henderson misses 2-pt shot from 16 ft
8:44.0,Defensive rebound by T. Johnson,,84-93,,
8:35.0,O. White makes 2-pt shot from 15 ft (assist by G. Dragic),2,86-93,,
8:34.0,,,86-93,,Philadelphia full timeout
8:34.0,R. McGruder enters the game for J. Johnson,,86-93,,
8:21.0,Jump ball: G. Dragic vs. D. Saric (G. Henderson gains possession),,,,Jump ball: G. Dragic vs. D. Saric (G. Henderson gains possession)
8:10.0,,,86-93,,D. Saric misses 2-pt shot from 2 ft (block by W. Reed)
8:07.0,,,86-93,,Offensive rebound by D. Saric
8:07.0,,,86-95,2,D. Saric makes 2-pt shot from 2 ft
7:46.0,T. Johnson misses 2-pt shot from 12 ft,,86-95,,
7:44.0,,,86-95,,Defensive rebound by N. Stauskas
7:35.0,,,86-97,2,T. McConnell makes 2-pt shot from 2 ft
7:35.0,,,86-97,,Shooting foul by T. Johnson
7:35.0,,,86-98,1,T. McConnell makes free throw 1 of 1
7:35.0,,,86-97,,R. Covington enters the game for N. Stauskas
7:19.0,G. Dragic misses 2-pt shot from 2 ft,,86-98,,
7:18.0,Offensive rebound by W. Reed,,86-98,,
7:18.0,W. Reed misses 2-pt shot from 1 ft,,86-98,,
7:17.0,,,86-98,,Defensive rebound by R. Covington
7:16.0,,,86-98,,Turnover by R. Covington (lost ball; steal by G. Dragic)
7:14.0,G. Dragic makes 2-pt shot from 3 ft,2,88-98,,
7:14.0,Shooting foul by R. Covington (drawn by G. Dragic),,88-98,,
7:14.0,G. Dragic makes free throw 1 of 1,1,89-98,,
7:14.0,,,88-98,,E. Ilyasova enters the game for D. Saric
7:04.0,,,89-98,,Shooting foul by R. McGruder (drawn by G. Henderson)
