time,Washington,pts.away,score,pts.home,Cleveland
5:41.0,,,56-45,,K. Irving enters the game for K. Korver
5:41.0,,,56-45,,J. Smith enters the game for D. Williams
5:41.0,,,56-45,,T. Thompson enters the game for C. Frye
5:35.0,,,56-45,,Turnover by L. James (bad pass)
5:20.0,M. Morris makes 2-pt shot from 1 ft (assist by J. Wall),2,58-45,,
5:01.0,,,58-47,2,T. Thompson makes 2-pt shot at rim (assist by K. Irving)
4:41.0,M. Morris makes 2-pt shot from 19 ft,2,60-47,,
4:27.0,,,60-49,2,K. Irving makes 2-pt shot from 11 ft
4:01.0,B. Beal misses 2-pt shot from 12 ft,,60-49,,
4:00.0,,,60-49,,Defensive rebound by K. Irving
3:46.0,,,60-51,2,K. Irving makes 2-pt shot from 17 ft
3:41.0,Offensive foul by M. Gortat,,60-51,,
3:41.0,Turnover by M. Gortat (offensive foul),,60-51,,
3:19.0,,,60-51,,Shooting foul by M. Gortat (drawn by K. Irving)
3:19.0,,,60-51,,K. Irving misses free throw 1 of 2
3:19.0,,,60-51,,Offensive rebound by Team
3:19.0,,,60-52,1,K. Irving makes free throw 2 of 2
3:07.0,J. Wall misses 2-pt shot from 1 ft,,60-52,,
3:06.0,Offensive rebound by M. Gortat,,60-52,,
3:06.0,M. Gortat misses 2-pt shot from 1 ft,,60-52,,
3:05.0,,,60-52,,Defensive rebound by L. James
3:04.0,Personal foul by M. Morris (drawn by L. James),,60-52,,
2:53.0,,,60-52,,K. Irving misses 3-pt shot from 27 ft
2:52.0,Defensive rebound by M. Gortat,,60-52,,
2:39.0,J. Wall makes 2-pt shot from 1 ft,2,62-52,,
2:27.0,,,62-52,,Shooting foul by J. Wall (drawn by K. Love)
2:27.0,,,62-52,,Cleveland full timeout
2:27.0,,,62-53,1,K. Love makes free throw 1 of 2
2:27.0,,,62-54,1,K. Love makes free throw 2 of 2
2:14.0,Shooting foul by K. Irving (drawn by M. Morris),,62-54,,
2:14.0,M. Morris misses free throw 1 of 2,,62-54,,
2:14.0,Offensive rebound by Team,,62-54,,
2:14.0,M. Morris makes free throw 2 of 2,1,63-54,,
2:00.0,Personal foul by M. Morris (drawn by T. Thompson),,63-54,,
2:00.0,,,63-55,1,T. Thompson makes free throw 1 of 2
2:00.0,,,63-55,,T. Thompson misses free throw 2 of 2
1:59.0,Defensive rebound by M. Gortat,,63-55,,
1:45.0,M. Gortat makes 2-pt shot at rim (assist by B. Beal),2,65-55,,
1:26.0,,,65-58,3,J. Smith makes 3-pt shot from 25 ft (assist by L. James)
1:09.0,M. Gortat misses 2-pt shot from 1 ft,,65-58,,
1:07.0,,,65-58,,Defensive rebound by L. James
1:03.0,,,65-58,,Shooting foul by M. Morris (drawn by L. James)
1:03.0,,,65-58,,L. James misses free throw 1 of 2
1:03.0,,,65-58,,Offensive rebound by Team
1:03.0,,,65-59,1,L. James makes free throw 2 of 2
1:03.0,J. Smith enters the game for M. Morris,,65-58,,
0:56.0,J. Wall makes 2-pt shot from 3 ft,2,67-59,,
0:56.0,Shooting foul by K. Irving (drawn by J. Wall),,67-59,,
0:56.0,J. Wall makes free throw 1 of 1,1,68-59,,
0:56.0,,,67-59,,D. Williams enters the game for K. Irving
0:40.0,,,68-59,,K. Love misses 3-pt shot from 25 ft
0:39.0,Defensive rebound by J. Wall,,68-59,,
0:35.0,Shooting foul by D. Williams (drawn by J. Wall),,68-59,,
0:35.0,J. Wall makes free throw 1 of 2,1,69-59,,
0:35.0,J. Wall misses free throw 2 of 2,,69-59,,
0:35.0,,,69-59,,Defensive rebound by K. Love
0:35.0,,,69-59,,R. Jefferson enters the game for T. Thompson
0:35.0,K. Oubre enters the game for M. Gortat,,69-59,,
0:26.0,,,69-59,,L. James misses 2-pt shot from 1 ft (block by O. Porter)
0:25.0,,,69-59,,Offensive rebound by L. James
0:25.0,,,69-61,2,L. James makes 2-pt shot from 1 ft
0:02.0,O. Porter misses 3-pt shot from 25 ft,,69-61,,
0:01.0,Offensive rebound by J. Smith,,69-61,,
0:01.0,J. Smith makes 2-pt shot at rim,2,71-61,,
0:00.0,,,71-61,,Turnover by K. Love (bad pass; steal by O. Porter)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,M. Gortat makes 2-pt shot from 8 ft (assist by J. Wall),2,73-61,,
11:21.0,,,73-64,3,J. Smith makes 3-pt shot from 25 ft (assist by T. Thompson)
11:06.0,O. Porter makes 3-pt shot from 24 ft (assist by J. Wall),3,76-64,,
10:43.0,,,76-64,,Shooting foul by B. Beal (drawn by K. Irving)
10:43.0,,,76-65,1,K. Irving makes free throw 1 of 2
10:43.0,,,76-66,1,K. Irving makes free throw 2 of 2
10:17.0,M. Morris misses 3-pt shot from 24 ft,,76-66,,
10:17.0,,,76-66,,Defensive rebound by J. Smith
10:07.0,,,76-66,,Turnover by T. Thompson (lost ball; steal by J. Wall)
10:04.0,Turnover by M. Gortat (bad pass; steal by T. Thompson),,76-66,,
9:57.0,,,76-68,2,K. Irving makes 2-pt shot from 1 ft (assist by T. Thompson)
9:44.0,M. Morris misses 2-pt shot from 7 ft (block by K. Love),,76-68,,
9:44.0,Offensive rebound by Team,,76-68,,
9:39.0,M. Morris misses 2-pt shot at rim (block by T. Thompson),,76-68,,
9:38.0,,,76-68,,Defensive rebound by K. Love
9:09.0,,,76-68,,K. Irving misses 2-pt shot from 3 ft
9:08.0,,,76-68,,Offensive rebound by T. Thompson
9:08.0,,,76-70,2,T. Thompson makes 2-pt shot from 2 ft
8:58.0,J. Wall misses 2-pt shot from 2 ft (block by K. Irving),,76-70,,
8:57.0,Offensive rebound by J. Wall,,76-70,,
8:51.0,J. Wall makes 2-pt shot from 16 ft,2,78-70,,
8:30.0,,,78-70,,K. Irving misses 2-pt shot from 6 ft
8:28.0,Defensive rebound by M. Morris,,78-70,,
8:21.0,B. Beal makes 2-pt shot from 2 ft,2,80-70,,
8:21.0,Shooting foul by J. Smith (drawn by B. Beal),,80-70,,
8:21.0,B. Beal makes free throw 1 of 1,1,81-70,,
8:02.0,,,81-72,2,L. James makes 2-pt shot from 23 ft
7:50.0,,,81-72,,Personal foul by L. James (drawn by M. Gortat)
7:47.0,Shooting foul by K. Love (drawn by M. Morris),,81-72,,
7:47.0,M. Morris misses free throw 1 of 2,,81-72,,
7:47.0,Offensive rebound by Team,,81-72,,
7:47.0,M. Morris makes free throw 2 of 2,1,82-72,,
7:37.0,,,82-74,2,L. James makes 2-pt shot from 1 ft
7:23.0,O. Porter makes 3-pt shot from 25 ft (assist by J. Wall),3,85-74,,
7:05.0,,,85-77,3,K. Love makes 3-pt shot from 23 ft (assist by L. James)
6:51.0,J. Wall misses 2-pt shot from 2 ft (block by K. Irving),,85-77,,
6:51.0,Offensive rebound by M. Morris,,85-77,,
6:51.0,,,85-77,,Personal foul by K. Love (drawn by M. Morris)
6:41.0,Offensive foul by O. Porter,,85-77,,
6:41.0,Turnover by O. Porter (offensive foul),,85-77,,
6:41.0,Washington full timeout,,85-77,,
6:26.0,,,85-79,2,L. James makes 2-pt shot from 5 ft
6:04.0,B. Beal misses 3-pt shot from 25 ft,,85-79,,
6:04.0,,,85-79,,Defensive rebound by K. Love
5:54.0,,,85-79,,K. Love misses 3-pt shot from 26 ft
5:54.0,Defensive rebound by M. Gortat,,85-79,,
5:49.0,Shooting foul by K. Irving (drawn by J. Wall),,85-79,,
5:49.0,J. Wall makes free throw 1 of 2,1,86-79,,
5:49.0,J. Wall makes free throw 2 of 2,1,87-79,,
5:28.0,,,87-79,,K. Irving misses 3-pt shot from 24 ft
5:27.0,,,87-79,,Offensive rebound by T. Thompson
5:07.0,,,87-79,,K. Irving misses 2-pt shot from 16 ft
5:07.0,,,87-79,,Offensive rebound by K. Love
4:58.0,,,87-79,,K. Love misses 2-pt shot from 15 ft (block by M. Morris)
4:58.0,,,87-79,,Offensive rebound by Team
4:44.0,,,87-79,,L. James misses 3-pt shot from 26 ft
4:43.0,,,87-79,,Offensive rebound by K. Irving
4:40.0,,,87-79,,K. Irving misses 2-pt shot from 1 ft
4:38.0,Defensive rebound by B. Beal,,87-79,,
4:35.0,J. Wall makes 2-pt shot from 12 ft,2,89-79,,
4:33.0,,,89-79,,Cleveland full timeout
4:33.0,,,89-79,,R. Jefferson enters the game for T. Thompson
4:14.0,,,89-82,3,K. Love makes 3-pt shot from 24 ft (assist by K. Irving)
3:49.0,B. Beal misses 3-pt shot from 26 ft,,89-82,,
3:49.0,Offensive rebound by Team,,89-82,,
3:49.0,Turnover by Team (shot clock),,89-82,,
3:49.0,K. Oubre enters the game for M. Gortat,,89-82,,
3:37.0,,,89-82,,J. Smith misses 3-pt shot from 24 ft
3:37.0,Defensive rebound by K. Oubre,,89-82,,
3:24.0,J. Wall misses 2-pt shot from 13 ft,,89-82,,
3:22.0,,,89-82,,Defensive rebound by L. James
3:15.0,,,89-82,,R. Jefferson misses 3-pt shot from 24 ft
3:15.0,Defensive rebound by M. Morris,,89-82,,
3:07.0,B. Beal misses 3-pt shot from 25 ft,,89-82,,
3:06.0,,,89-82,,Defensive rebound by K. Love
2:40.0,,,89-82,,L. James misses 2-pt shot from 17 ft
2:40.0,Defensive rebound by K. Oubre,,89-82,,
2:37.0,J. Wall makes 2-pt shot from 1 ft,2,91-82,,
2:37.0,Shooting foul by J. Smith (drawn by J. Wall),,91-82,,
2:37.0,J. Wall makes free throw 1 of 1,1,92-82,,
2:37.0,,,91-82,,K. Korver enters the game for L. James
2:37.0,,,91-82,,D. Williams enters the game for J. Smith
2:37.0,B. Jennings enters the game for B. Beal,,91-82,,
2:37.0,J. Smith enters the game for M. Morris,,91-82,,
2:19.0,,,92-84,2,K. Love makes 2-pt shot from 6 ft
2:00.0,K. Oubre misses 3-pt shot from 23 ft,,92-84,,
2:00.0,Offensive rebound by O. Porter,,92-84,,
2:00.0,O. Porter misses 2-pt shot from 2 ft,,92-84,,
1:58.0,,,92-84,,Defensive rebound by K. Korver
1:52.0,,,92-86,2,K. Irving makes 2-pt shot from 1 ft
1:52.0,,,92-86,,Shooting foul by B. Jennings (drawn by K. Irving)
1:52.0,,,92-87,1,K. Irving makes free throw 1 of 1
1:32.0,Turnover by J. Wall (lost ball; steal by K. Irving),,92-87,,
1:28.0,,,92-89,2,R. Jefferson makes 2-pt shot from 1 ft
1:28.0,,,92-89,,Shooting foul by J. Smith (drawn by R. Jefferson)
1:28.0,,,92-89,,R. Jefferson misses free throw 1 of 1
1:28.0,B. Beal enters the game for J. Wall,,92-89,,
1:25.0,Defensive rebound by J. Smith,,92-89,,
1:10.0,B. Beal misses 2-pt shot from 1 ft,,92-89,,
1:07.0,Offensive rebound by K. Oubre,,92-89,,
1:07.0,K. Oubre makes 2-pt shot from 1 ft,2,94-89,,
0:51.0,,,94-89,,K. Irving misses 3-pt shot from 25 ft
0:51.0,,,94-89,,Offensive rebound by K. Love
0:49.0,,,94-89,,Turnover by K. Love (bad pass; steal by B. Jennings)
0:47.0,Shooting foul by D. Williams (drawn by B. Beal),,94-89,,
0:47.0,B. Beal makes free throw 1 of 2,1,95-89,,
0:47.0,B. Beal makes free throw 2 of 2,1,96-89,,
0:28.0,,,96-89,,K. Love misses 2-pt shot from 7 ft (block by O. Porter)
0:26.0,Defensive rebound by B. Beal,,96-89,,
0:25.0,Turnover by B. Beal (bad pass),,96-89,,
0:25.0,,,96-89,,L. James enters the game for R. Jefferson
0:07.0,,,96-91,2,K. Irving makes 2-pt shot from 1 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,96-91,,L. James misses 3-pt shot from 26 ft
11:43.0,Defensive rebound by J. Smith,,96-91,,
11:27.0,M. Morris misses 2-pt shot from 14 ft,,96-91,,
11:26.0,,,96-91,,Defensive rebound by L. James
11:16.0,,,96-91,,R. Jefferson misses 2-pt shot from 2 ft
11:15.0,Defensive rebound by J. Smith,,96-91,,
11:06.0,B. Beal makes 3-pt shot from 25 ft (assist by B. Jennings),3,99-91,,
10:38.0,,,99-93,2,D. Williams makes 2-pt shot from 19 ft
10:20.0,B. Beal makes 2-pt shot from 8 ft,2,101-93,,
10:00.0,,,101-95,2,L. James makes 2-pt shot from 1 ft (assist by D. Williams)
9:46.0,K. Oubre makes 2-pt shot from 1 ft (assist by B. Beal),2,103-95,,
9:32.0,,,103-98,3,R. Jefferson makes 3-pt shot from 22 ft (assist by L. James)
9:20.0,Shooting foul by K. Korver (drawn by K. Oubre),,103-98,,
9:20.0,K. Oubre makes free throw 1 of 2,1,104-98,,
9:20.0,K. Oubre makes free throw 2 of 2,1,105-98,,
9:10.0,,,105-98,,Turnover by D. Williams (bad pass; steal by K. Oubre)
9:05.0,K. Oubre makes 2-pt shot from 1 ft (assist by B. Beal),2,107-98,,
9:05.0,,,107-98,,Cleveland full timeout
8:43.0,Personal foul by K. Oubre (drawn by R. Jefferson),,107-98,,
8:40.0,Personal foul by J. Smith (drawn by L. James),,107-98,,
8:36.0,,,107-98,,Shooting foul by J. Smith (drawn by R. Jefferson)
8:36.0,,,107-99,1,R. Jefferson makes free throw 1 of 2
8:36.0,,,107-99,,R. Jefferson misses free throw 2 of 2
8:34.0,Defensive rebound by J. Smith,,107-99,,
8:17.0,Turnover by B. Beal (traveling),,107-99,,
8:10.0,,,107-101,2,R. Jefferson makes 2-pt shot at rim (assist by L. James)
8:10.0,Washington full timeout,,107-101,,
8:10.0,Technical foul by B. Beal,,107-101,,
8:10.0,,,107-102,1,K. Korver makes technical free throw
8:10.0,J. Wall enters the game for B. Jennings,,107-101,,
7:49.0,Shooting foul by L. James (drawn by B. Beal),,107-102,,
7:49.0,B. Beal makes free throw 1 of 2,1,108-102,,
7:49.0,B. Beal makes free throw 2 of 2,1,109-102,,
7:49.0,,,108-102,,K. Irving enters the game for R. Jefferson
7:38.0,,,109-105,3,K. Korver makes 3-pt shot from 24 ft (assist by K. Irving)
7:14.0,M. Morris misses 2-pt shot at rim,,109-105,,
7:13.0,,,109-105,,Defensive rebound by L. James
7:02.0,,,109-105,,K. Irving misses 2-pt shot from 10 ft
7:00.0,Defensive rebound by M. Morris,,109-105,,
6:57.0,Shooting foul by K. Korver (drawn by J. Wall),,109-105,,
6:57.0,,,109-105,,Violation by Team (jump ball)
6:57.0,Violation by Team (jump ball),,109-105,,
6:57.0,J. Wall makes free throw 1 of 2,1,110-105,,
6:57.0,J. Wall makes free throw 2 of 2,1,111-105,,
6:57.0,O. Porter enters the game for J. Smith,,110-105,,
6:42.0,,,111-105,,J. Smith misses 3-pt shot from 24 ft
6:42.0,,,111-105,,Offensive rebound by Team
6:42.0,Loose ball foul by O. Porter (drawn by L. James),,111-105,,
6:25.0,,,111-105,,K. Irving misses 3-pt shot from 25 ft
6:25.0,Defensive rebound by B. Beal,,111-105,,
6:07.0,J. Wall misses 2-pt shot from 20 ft,,111-105,,
6:07.0,Offensive rebound by K. Oubre,,111-105,,
6:06.0,K. Oubre makes 2-pt shot from 2 ft,2,113-105,,
5:41.0,,,113-105,,L. James misses 3-pt shot from 25 ft
5:41.0,Defensive rebound by J. Wall,,113-105,,
5:31.0,M. Morris misses 2-pt shot from 14 ft,,113-105,,
5:29.0,Offensive rebound by K. Oubre,,113-105,,
5:29.0,K. Oubre makes 2-pt shot from 1 ft,2,115-105,,
5:29.0,,,115-105,,Cleveland full timeout
5:29.0,,,115-105,,T. Thompson enters the game for J. Smith
5:29.0,,,115-105,,K. Love enters the game for D. Williams
5:15.0,,,115-105,,L. James misses 2-pt shot from 3 ft (block by J. Wall)
5:13.0,,,115-105,,Offensive rebound by L. James
5:08.0,,,115-107,2,L. James makes 2-pt shot from 1 ft
4:51.0,M. Morris makes 2-pt shot at rim (assist by J. Wall),2,117-107,,
4:34.0,,,117-107,,K. Irving misses 2-pt shot from 15 ft
4:33.0,Defensive rebound by O. Porter,,117-107,,
4:19.0,Shooting foul by K. Love (drawn by M. Morris),,117-107,,
4:19.0,M. Morris makes free throw 1 of 2,1,118-107,,
4:19.0,M. Morris makes free throw 2 of 2,1,119-107,,
4:08.0,,,119-107,,Shooting foul by J. Wall (drawn by K. Irving)
4:08.0,,,119-108,1,K. Irving makes free throw 1 of 2
4:08.0,,,119-109,1,K. Irving makes free throw 2 of 2
3:47.0,J. Wall misses 2-pt shot from 15 ft,,119-109,,
3:47.0,,,119-109,,Defensive rebound by L. James
3:39.0,,,119-109,,L. James misses 2-pt shot from 14 ft
3:38.0,,,119-109,,Offensive rebound by L. James
3:37.0,,,119-109,,Shooting foul by M. Morris (drawn by L. James)
3:37.0,,,119-110,1,L. James makes free throw 1 of 2
3:37.0,,,119-111,1,L. James makes free throw 2 of 2
3:19.0,B. Beal misses 2-pt shot at rim,,119-111,,
3:17.0,,,119-111,,Defensive rebound by K. Korver
3:11.0,,,119-111,,Turnover by K. Irving (bad pass)
2:50.0,J. Wall makes 2-pt shot from 2 ft,2,121-111,,
2:28.0,,,121-111,,Turnover by L. James (bad pass; steal by O. Porter)
2:23.0,O. Porter makes 2-pt shot at rim (assist by J. Wall),2,123-111,,
2:23.0,,,123-111,,Cleveland full timeout
2:23.0,,,123-111,,D. Williams enters the game for L. James
2:23.0,,,123-111,,J. Jones enters the game for K. Love
2:23.0,,,123-111,,L. Sanders enters the game for T. Thompson
2:23.0,,,123-111,,D. Liggins enters the game for K. Irving
2:23.0,,,123-111,,D. Williams enters the game for K. Korver
2:04.0,,,123-111,,D. Williams misses 2-pt shot from 17 ft
2:03.0,,,123-111,,Offensive rebound by D. Liggins
1:48.0,,,123-113,2,D. Williams makes 2-pt shot from 8 ft (assist by D. Williams)
1:25.0,J. Wall misses 2-pt shot from 16 ft,,123-113,,
1:22.0,Offensive rebound by K. Oubre,,123-113,,
1:22.0,Washington full timeout,,123-113,,
1:01.0,B. Beal makes 2-pt shot from 21 ft,2,125-113,,
0:57.0,Personal foul by K. Oubre (drawn by D. Williams),,125-113,,
0:57.0,,,125-114,1,D. Williams makes free throw 1 of 2
