time,Indiana,pts.away,score,pts.home,Milwaukee
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,M. Turner makes 2-pt shot from 21 ft (assist by J. Teague),2,59-63,,
11:30.0,,,59-63,,J. Parker misses 2-pt shot at rim
11:28.0,Defensive rebound by T. Young,,59-63,,
11:28.0,Turnover by T. Young (bad pass),,59-63,,
11:18.0,,,59-66,3,J. Parker makes 3-pt shot from 24 ft (assist by T. Snell)
10:58.0,Turnover by M. Turner (traveling),,59-66,,
10:38.0,,,59-66,,Turnover by J. Parker (bad pass)
10:38.0,,,59-66,,Loose ball foul by J. Parker (drawn by T. Young)
10:25.0,Turnover by J. Teague (traveling),,59-66,,
10:15.0,,,59-68,2,J. Parker makes 2-pt shot at rim (assist by G. Antetokounmpo)
9:59.0,P. George makes 2-pt shot from 10 ft (assist by M. Ellis),2,61-68,,
9:45.0,,,61-68,,J. Parker misses 3-pt shot from 25 ft
9:44.0,Defensive rebound by M. Ellis,,61-68,,
9:34.0,J. Teague misses 2-pt shot from 4 ft,,61-68,,
9:33.0,Offensive rebound by M. Turner,,61-68,,
9:33.0,M. Turner misses 2-pt shot from 1 ft,,61-68,,
9:33.0,,,61-68,,Defensive rebound by Team
9:33.0,Loose ball foul by M. Turner (drawn by M. Dellavedova),,61-68,,
9:09.0,,,61-68,,T. Snell misses 3-pt shot from 27 ft
9:08.0,,,61-68,,Offensive rebound by J. Parker
9:07.0,,,61-70,2,J. Parker makes 2-pt shot from 1 ft
8:49.0,P. George misses 2-pt shot from 18 ft,,61-70,,
8:48.0,,,61-70,,Defensive rebound by G. Antetokounmpo
8:42.0,Personal block foul by M. Ellis (drawn by G. Antetokounmpo),,61-70,,
8:39.0,,,61-70,,Shooting foul by M. Turner (drawn by G. Antetokounmpo)
8:39.0,,,61-71,1,G. Antetokounmpo makes free throw 1 of 2
8:39.0,,,61-72,1,G. Antetokounmpo makes free throw 2 of 2
8:39.0,Indiana full timeout,,61-72,,
8:39.0,K. Seraphin enters the game for M. Turner,,61-71,,
8:39.0,A. Jefferson enters the game for K. Seraphin,,61-72,,
8:22.0,Turnover by J. Teague (bad pass),,61-72,,
8:11.0,,,61-72,,Turnover by G. Antetokounmpo (bad pass; steal by J. Teague)
8:05.0,P. George misses 3-pt shot from 23 ft,,61-72,,
8:04.0,,,61-72,,Defensive rebound by J. Parker
7:55.0,,,61-72,,G. Antetokounmpo misses 2-pt shot from 1 ft (block by P. George)
7:53.0,,,61-72,,Offensive rebound by G. Antetokounmpo
7:52.0,,,61-72,,G. Antetokounmpo misses 2-pt shot from 2 ft (block by A. Jefferson)
7:50.0,Defensive rebound by P. George,,61-72,,
7:47.0,Turnover by P. George (lost ball; steal by M. Dellavedova),,61-72,,
7:44.0,,,61-74,2,J. Parker makes 2-pt shot at rim
7:27.0,,,61-74,,Personal foul by M. Dellavedova (drawn by J. Teague)
7:27.0,,,61-74,,J. Terry enters the game for T. Snell
7:17.0,A. Jefferson misses 2-pt shot at rim (block by G. Antetokounmpo),,61-74,,
7:15.0,,,61-74,,Defensive rebound by J. Parker
7:13.0,,,61-74,,Turnover by J. Parker (lost ball; steal by J. Teague)
7:12.0,,,61-74,,Personal take foul by M. Dellavedova (drawn by J. Teague)
7:12.0,,,61-74,,G. Monroe enters the game for M. Plumlee
7:03.0,P. George makes 3-pt shot from 23 ft (assist by M. Ellis),3,64-74,,
6:38.0,,,64-74,,M. Dellavedova misses 3-pt shot from 26 ft
6:36.0,,,64-74,,Offensive rebound by J. Parker
6:34.0,,,64-74,,M. Dellavedova misses 3-pt shot from 25 ft
6:33.0,Defensive rebound by P. George,,64-74,,
6:22.0,Shooting foul by G. Monroe (drawn by A. Jefferson),,64-74,,
6:22.0,A. Jefferson makes free throw 1 of 2,1,65-74,,
6:22.0,A. Jefferson makes free throw 2 of 2,1,66-74,,
6:22.0,,,65-74,,M. Brogdon enters the game for M. Dellavedova
6:09.0,,,66-76,2,G. Monroe makes 2-pt shot from 1 ft (assist by J. Parker)
5:54.0,J. Teague misses 3-pt shot from 27 ft,,66-76,,
5:52.0,,,66-76,,Defensive rebound by G. Antetokounmpo
5:46.0,,,66-79,3,M. Brogdon makes 3-pt shot from 24 ft (assist by G. Antetokounmpo)
5:41.0,,,66-79,,Personal foul by M. Brogdon (drawn by J. Teague)
5:41.0,J. Teague misses free throw 1 of 2,,66-79,,
5:41.0,Offensive rebound by Team,,66-79,,
5:41.0,J. Teague makes free throw 2 of 2,1,67-79,,
5:41.0,,,66-79,,M. Teletovic enters the game for J. Parker
5:22.0,C. Miles enters the game for T. Young,,67-79,,
5:16.0,,,67-81,2,G. Antetokounmpo makes 2-pt shot from 7 ft (assist by M. Brogdon)
5:04.0,P. George misses 2-pt shot from 11 ft,,67-81,,
5:03.0,Offensive rebound by A. Jefferson,,67-81,,
5:02.0,A. Jefferson misses 2-pt shot from 2 ft,,67-81,,
5:01.0,,,67-81,,Defensive rebound by M. Brogdon
4:43.0,,,67-81,,Turnover by G. Antetokounmpo (lost ball; steal by J. Teague)
4:38.0,J. Teague misses 2-pt shot from 1 ft,,67-81,,
4:36.0,,,67-81,,Defensive rebound by G. Antetokounmpo
4:17.0,,,67-81,,Turnover by J. Terry (bad pass; steal by C. Miles)
4:11.0,J. Teague makes 2-pt shot at rim (assist by C. Miles),2,69-81,,
4:11.0,,,69-81,,Milwaukee full timeout
4:11.0,,,69-81,,M. Beasley enters the game for G. Antetokounmpo
3:58.0,,,69-81,,Shooting foul by A. Jefferson (drawn by J. Terry)
3:58.0,,,69-82,1,J. Terry makes free throw 1 of 2
3:58.0,,,69-83,1,J. Terry makes free throw 2 of 2
3:43.0,M. Ellis misses 3-pt shot from 24 ft,,69-83,,
3:42.0,,,69-83,,Defensive rebound by G. Monroe
3:28.0,,,69-83,,Shooting foul by C. Miles (drawn by G. Monroe)
3:28.0,,,69-84,1,G. Monroe makes free throw 1 of 2
3:28.0,,,69-85,1,G. Monroe makes free throw 2 of 2
3:28.0,L. Allen enters the game for P. George,,69-84,,
3:26.0,,,69-85,,Personal foul by M. Teletovic (drawn by J. Teague)
3:26.0,J. Teague makes free throw 1 of 2,1,70-85,,
3:26.0,J. Teague makes free throw 2 of 2,1,71-85,,
3:14.0,,,71-87,2,M. Beasley makes 2-pt shot from 19 ft (assist by G. Monroe)
2:48.0,C. Miles misses 3-pt shot from 24 ft,,71-87,,
2:48.0,,,71-87,,Defensive rebound by Team
2:48.0,Loose ball foul by A. Jefferson (drawn by G. Monroe),,71-87,,
2:48.0,,,71-87,,G. Monroe misses free throw 1 of 2
2:48.0,,,71-87,,Offensive rebound by Team
2:48.0,,,71-88,1,G. Monroe makes free throw 2 of 2
2:48.0,A. Brooks enters the game for J. Teague,,71-87,,
2:29.0,A. Jefferson misses 2-pt shot from 5 ft,,71-88,,
2:28.0,Offensive rebound by A. Jefferson,,71-88,,
2:27.0,A. Jefferson makes 2-pt shot from 1 ft,2,73-88,,
2:16.0,,,73-88,,Shooting foul by A. Brooks (drawn by M. Brogdon)
2:16.0,,,73-89,1,M. Brogdon makes free throw 1 of 2
2:16.0,,,73-90,1,M. Brogdon makes free throw 2 of 2
1:56.0,A. Jefferson misses 2-pt shot from 2 ft (block by G. Monroe),,73-90,,
1:54.0,Offensive rebound by C. Miles,,73-90,,
1:52.0,C. Miles makes 2-pt shot from 2 ft,2,75-90,,
1:42.0,,,75-90,,Offensive charge foul by M. Beasley
1:42.0,,,75-90,,Turnover by M. Beasley (offensive foul)
1:21.0,L. Allen makes 2-pt shot from 4 ft (assist by A. Brooks),2,77-90,,
1:01.0,,,77-90,,M. Beasley misses 2-pt shot from 19 ft
1:00.0,Defensive rebound by L. Allen,,77-90,,
0:46.0,A. Jefferson misses 2-pt shot from 14 ft,,77-90,,
0:44.0,,,77-90,,Defensive rebound by G. Monroe
0:32.0,,,77-90,,M. Brogdon misses 2-pt shot from 16 ft
0:31.0,Defensive rebound by C. Miles,,77-90,,
0:14.0,C. Miles makes 2-pt shot from 1 ft (assist by L. Allen),2,79-90,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,79-90,,M. Beasley misses 2-pt shot from 13 ft
11:48.0,,,79-90,,Offensive rebound by G. Monroe
11:48.0,Personal foul by A. Brooks (drawn by G. Monroe),,79-90,,
11:32.0,,,79-92,2,J. Parker makes 2-pt shot from 3 ft (assist by G. Monroe)
11:14.0,L. Allen misses 2-pt shot from 18 ft,,79-92,,
11:13.0,,,79-92,,Defensive rebound by G. Monroe
11:03.0,,,79-92,,Turnover by J. Parker (bad pass; steal by C. Miles)
10:55.0,P. George misses 3-pt shot from 24 ft,,79-92,,
10:54.0,Offensive rebound by P. George,,79-92,,
10:53.0,Offensive charge foul by P. George,,79-92,,
10:53.0,Turnover by P. George (offensive foul),,79-92,,
10:41.0,Personal foul by A. Brooks (drawn by M. Beasley),,79-92,,
10:37.0,,,79-95,3,J. Parker makes 3-pt shot from 23 ft (assist by G. Monroe)
10:15.0,C. Miles misses 2-pt shot from 13 ft,,79-95,,
10:14.0,Offensive rebound by Team,,79-95,,
10:06.0,A. Brooks misses 2-pt shot from 1 ft,,79-95,,
10:03.0,,,79-95,,Defensive rebound by G. Monroe
9:56.0,,,79-95,,Turnover by G. Monroe (bad pass; steal by A. Brooks)
9:51.0,Turnover by A. Brooks (lost ball),,79-95,,
9:51.0,Jump ball: L. Allen vs. M. Brogdon (G. Monroe gains possession),,,,Jump ball: L. Allen vs. M. Brogdon (G. Monroe gains possession)
9:38.0,,,79-95,,M. Beasley misses 2-pt shot from 1 ft
9:36.0,Defensive rebound by A. Jefferson,,79-95,,
9:28.0,P. George makes 3-pt shot from 24 ft (assist by A. Brooks),3,82-95,,
9:13.0,,,82-95,,J. Parker misses 2-pt shot from 20 ft
9:12.0,Defensive rebound by A. Jefferson,,82-95,,
8:57.0,P. George misses 2-pt shot from 5 ft (block by M. Beasley),,82-95,,
8:57.0,Offensive rebound by Team,,82-95,,
8:57.0,Official timeout,,82-95,,
8:57.0,T. Young enters the game for A. Jefferson,,82-95,,
8:57.0,M. Turner enters the game for L. Allen,,82-95,,
8:57.0,,,82-95,,G. Antetokounmpo enters the game for J. Terry
8:57.0,,,82-95,,T. Snell enters the game for M. Beasley
8:56.0,Shooting foul by G. Monroe (drawn by M. Turner),,82-95,,
8:56.0,M. Turner makes free throw 1 of 2,1,83-95,,
8:56.0,M. Turner makes free throw 2 of 2,1,84-95,,
8:43.0,,,84-95,,G. Monroe misses 2-pt shot from 1 ft (block by P. George)
8:40.0,Defensive rebound by C. Miles,,84-95,,
8:37.0,T. Young makes 2-pt shot from 1 ft (assist by A. Brooks),2,86-95,,
8:25.0,,,86-95,,G. Antetokounmpo misses 2-pt shot from 2 ft
8:23.0,,,86-95,,Offensive rebound by G. Antetokounmpo
8:22.0,,,86-97,2,G. Antetokounmpo makes 2-pt shot at rim
8:05.0,C. Miles makes 2-pt shot from 19 ft (assist by A. Brooks),2,88-97,,
7:49.0,,,88-97,,G. Monroe misses 2-pt shot from 4 ft
7:48.0,Defensive rebound by M. Turner,,88-97,,
7:32.0,T. Young misses 3-pt shot from 24 ft,,88-97,,
7:31.0,,,88-97,,Defensive rebound by G. Monroe
7:11.0,,,88-99,2,G. Antetokounmpo makes 2-pt shot at rim
6:55.0,Turnover by A. Brooks (lost ball; steal by M. Brogdon),,88-99,,
6:51.0,,,88-101,2,G. Monroe makes 2-pt shot at rim
6:51.0,Indiana full timeout,,88-101,,
6:51.0,M. Ellis enters the game for A. Brooks,,88-101,,
6:51.0,,,88-101,,M. Dellavedova enters the game for M. Brogdon
6:39.0,M. Ellis makes 2-pt shot from 1 ft,2,90-101,,
