time,Memphis,pts.away,score,pts.home,Houston
4:51.0,J. Green makes 2-pt shot from 11 ft (assist by M. Gasol),2,16-16,,
4:38.0,,,16-16,,J. Harden misses 2-pt shot from 2 ft
4:37.0,,,16-16,,Offensive rebound by C. Capela
4:37.0,,,16-18,2,C. Capela makes 2-pt shot from 2 ft
4:17.0,M. Gasol misses 2-pt shot from 18 ft,,16-18,,
4:16.0,,,16-18,,Defensive rebound by J. Harden
4:03.0,,,16-21,3,J. Harden makes 3-pt shot from 25 ft
3:42.0,T. Allen makes 3-pt shot from 24 ft (assist by C. Parsons),3,19-21,,
3:23.0,,,19-21,,T. Ariza misses 2-pt shot from 19 ft
3:22.0,Defensive rebound by J. Green,,19-21,,
3:02.0,M. Gasol misses 2-pt shot from 7 ft,,19-21,,
3:01.0,,,19-21,,Defensive rebound by T. Ariza
2:51.0,,,19-23,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
2:40.0,Memphis full timeout,,19-23,,
2:40.0,,,19-23,,Houston full timeout
2:40.0,,,19-23,,S. Dekker enters the game for T. Ariza
2:40.0,,,19-23,,L. Williams enters the game for R. Anderson
2:40.0,,,19-23,,N. Hilario enters the game for C. Capela
2:40.0,V. Carter enters the game for C. Parsons,,19-23,,
2:40.0,Z. Randolph enters the game for J. Green,,19-23,,
2:27.0,M. Gasol misses 2-pt shot from 8 ft,,19-23,,
2:26.0,,,19-23,,Defensive rebound by L. Williams
2:11.0,,,19-23,,N. Hilario misses 2-pt shot from 4 ft (block by M. Gasol)
2:11.0,Defensive rebound by Team,,19-23,,
2:11.0,M. Conley enters the game for T. Allen,,19-23,,
1:59.0,T. Douglas misses 3-pt shot from 25 ft,,19-23,,
1:58.0,,,19-23,,Defensive rebound by N. Hilario
1:48.0,,,19-25,2,N. Hilario makes 2-pt shot from 2 ft (assist by J. Harden)
1:25.0,Z. Randolph misses 2-pt shot from 21 ft,,19-25,,
1:24.0,,,19-25,,Defensive rebound by S. Dekker
1:13.0,,,19-25,,L. Williams misses 3-pt shot from 24 ft
1:12.0,Defensive rebound by M. Gasol,,19-25,,
1:00.0,M. Conley makes 3-pt shot from 26 ft (assist by T. Douglas),3,22-25,,
0:47.0,,,22-25,,Turnover by E. Gordon (lost ball; steal by T. Douglas)
0:42.0,T. Douglas misses 2-pt shot at rim (block by E. Gordon),,22-25,,
0:39.0,,,22-25,,Defensive rebound by E. Gordon
0:33.0,,,22-25,,L. Williams misses 3-pt shot from 26 ft
0:33.0,,,22-25,,Offensive rebound by J. Harden
0:33.0,Personal foul by T. Douglas (drawn by J. Harden),,22-25,,
0:33.0,J. Green enters the game for M. Gasol,,22-25,,
0:23.0,,,22-27,2,S. Dekker makes 2-pt shot at rim (assist by J. Harden)
0:01.0,M. Conley makes 2-pt shot from 8 ft (assist by T. Douglas),2,24-27,,
0:00.0,,,24-27,,J. Harden misses 3-pt shot from 70 ft
0:00.0,,,24-27,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,,,24-30,3,S. Dekker makes 3-pt shot from 25 ft (assist by N. Hilario)
11:20.0,V. Carter misses 2-pt shot from 19 ft,,24-30,,
11:20.0,Offensive rebound by Team,,24-30,,
11:20.0,,,24-30,,Loose ball foul by N. Hilario (drawn by Z. Randolph)
11:17.0,Turnover by J. Green (bad pass; steal by N. Hilario),,24-30,,
11:12.0,,,24-32,2,N. Hilario makes 2-pt shot at rim (assist by S. Dekker)
10:54.0,M. Conley makes 2-pt shot from 3 ft,2,26-32,,
10:46.0,,,26-32,,P. Beverley misses 3-pt shot from 24 ft
10:44.0,Defensive rebound by J. Green,,26-32,,
10:37.0,Z. Randolph makes 3-pt shot from 26 ft (assist by T. Douglas),3,29-32,,
10:19.0,,,29-34,2,S. Dekker makes 2-pt shot from 3 ft (assist by L. Williams)
9:59.0,Z. Randolph misses 2-pt shot from 16 ft,,29-34,,
9:57.0,,,29-34,,Defensive rebound by P. Beverley
9:53.0,,,29-34,,Turnover by P. Beverley (lost ball)
9:37.0,V. Carter makes 2-pt shot from 7 ft,2,31-34,,
9:29.0,Violation by Z. Randolph (kicked ball),,31-34,,
9:20.0,,,31-34,,Turnover by P. Beverley (lost ball)
9:04.0,V. Carter misses 2-pt shot from 14 ft,,31-34,,
9:03.0,Offensive rebound by T. Douglas,,31-34,,
9:01.0,T. Douglas misses 2-pt shot from 6 ft,,31-34,,
9:01.0,Offensive rebound by Team,,31-34,,
8:56.0,M. Conley misses 3-pt shot from 25 ft,,31-34,,
8:55.0,Offensive rebound by J. Green,,31-34,,
8:55.0,J. Green makes 2-pt shot from 2 ft,2,33-34,,
8:38.0,,,33-37,3,E. Gordon makes 3-pt shot from 26 ft (assist by P. Beverley)
8:20.0,V. Carter makes 3-pt shot from 26 ft (assist by M. Conley),3,36-37,,
8:07.0,,,36-40,3,L. Williams makes 3-pt shot from 24 ft (assist by P. Beverley)
7:52.0,M. Conley makes 2-pt shot from 7 ft (assist by T. Douglas),2,38-40,,
7:43.0,,,38-42,2,L. Williams makes 2-pt shot from 4 ft
7:23.0,Z. Randolph misses 2-pt shot from 8 ft,,38-42,,
7:22.0,Offensive rebound by J. Green,,38-42,,
7:22.0,Shooting foul by L. Williams (drawn by J. Green),,38-42,,
7:22.0,Official timeout,,38-42,,
7:22.0,J. Green makes free throw 1 of 2,1,39-42,,
7:22.0,J. Green makes free throw 2 of 2,1,40-42,,
7:22.0,,,38-42,,C. Capela enters the game for N. Hilario
7:22.0,C. Parsons enters the game for T. Douglas,,38-42,,
7:22.0,M. Gasol enters the game for Z. Randolph,,38-42,,
7:05.0,,,40-44,2,C. Capela makes 2-pt shot at rim (assist by L. Williams)
6:49.0,M. Gasol makes 2-pt shot from 16 ft (assist by M. Conley),2,42-44,,
6:34.0,,,42-44,,L. Williams misses 3-pt shot from 26 ft
6:32.0,Defensive rebound by M. Gasol,,42-44,,
6:24.0,C. Parsons misses 2-pt shot from 2 ft,,42-44,,
6:23.0,Offensive rebound by C. Parsons,,42-44,,
6:10.0,Turnover by M. Gasol (bad pass; steal by P. Beverley),,42-44,,
5:54.0,,,42-44,,C. Capela misses 2-pt shot from 6 ft
5:53.0,Defensive rebound by Team,,42-44,,
5:52.0,,,42-44,,Houston full timeout
5:52.0,,,42-44,,R. Anderson enters the game for P. Beverley
5:52.0,,,42-44,,J. Harden enters the game for S. Dekker
5:52.0,T. Allen enters the game for M. Conley,,42-44,,
5:52.0,T. Douglas enters the game for V. Carter,,42-44,,
5:34.0,T. Douglas misses 2-pt shot from 21 ft,,42-44,,
5:32.0,Offensive rebound by T. Allen,,42-44,,
5:22.0,Turnover by C. Parsons (bad pass; steal by J. Harden),,42-44,,
5:17.0,Violation by C. Parsons (def goaltending),,42-44,,
5:17.0,,,42-46,2,J. Harden makes 2-pt shot from 1 ft
4:57.0,T. Allen misses 2-pt shot from 3 ft,,42-46,,
4:55.0,,,42-46,,Defensive rebound by C. Capela
4:47.0,,,42-46,,Shooting foul by T. Allen (drawn by J. Harden)
4:47.0,,,42-46,,J. Harden misses free throw 1 of 3
4:47.0,,,42-46,,Offensive rebound by Team
4:47.0,,,42-47,1,J. Harden makes free throw 2 of 3
4:47.0,,,42-48,1,J. Harden makes free throw 3 of 3
4:47.0,,,42-47,,T. Ariza enters the game for L. Williams
4:47.0,Z. Randolph enters the game for J. Green,,42-47,,
4:33.0,T. Douglas misses 2-pt shot from 6 ft,,42-48,,
4:32.0,,,42-48,,Defensive rebound by T. Ariza
4:18.0,,,42-48,,R. Anderson misses 2-pt shot from 22 ft
4:17.0,Defensive rebound by Z. Randolph,,42-48,,
4:02.0,Z. Randolph makes 2-pt shot from 3 ft (assist by M. Gasol),2,44-48,,
3:36.0,,,44-48,,T. Ariza misses 3-pt shot from 24 ft
3:36.0,Defensive rebound by C. Parsons,,44-48,,
3:28.0,M. Gasol misses 3-pt shot from 29 ft,,44-48,,
3:27.0,,,44-48,,Defensive rebound by Team
3:26.0,,,44-48,,P. Beverley enters the game for E. Gordon
3:14.0,,,44-48,,R. Anderson misses 3-pt shot from 26 ft
3:13.0,Defensive rebound by C. Parsons,,44-48,,
3:03.0,C. Parsons misses 3-pt shot from 26 ft,,44-48,,
3:03.0,Offensive rebound by Team,,44-48,,
3:03.0,,,44-48,,Loose ball foul by R. Anderson (drawn by Z. Randolph)
3:03.0,M. Conley enters the game for T. Douglas,,44-48,,
2:47.0,M. Gasol makes 2-pt shot from 13 ft,2,46-48,,
2:47.0,Shooting foul by R. Anderson (drawn by M. Gasol),,46-48,,
2:47.0,Memphis full timeout,,46-48,,
2:47.0,M. Gasol makes free throw 1 of 1,1,47-48,,
2:27.0,,,47-48,,R. Anderson misses 2-pt shot from 14 ft
2:27.0,Defensive rebound by C. Parsons,,47-48,,
2:27.0,,,47-48,,Personal foul by R. Anderson (drawn by C. Parsons)
2:27.0,C. Parsons misses free throw 1 of 2,,47-48,,
2:27.0,Offensive rebound by Team,,47-48,,
2:27.0,C. Parsons misses free throw 2 of 2,,47-48,,
2:27.0,,,47-48,,E. Gordon enters the game for R. Anderson
2:26.0,,,47-48,,Defensive rebound by T. Ariza
2:12.0,,,47-50,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
1:48.0,C. Parsons makes 2-pt shot from 2 ft (assist by M. Conley),2,49-50,,
1:33.0,,,49-53,3,E. Gordon makes 3-pt shot from 26 ft (assist by T. Ariza)
1:13.0,T. Allen misses 2-pt shot from 1 ft,,49-53,,
1:11.0,,,49-53,,Defensive rebound by T. Ariza
1:05.0,,,49-53,,T. Ariza misses 3-pt shot from 25 ft
1:04.0,,,49-53,,Offensive rebound by C. Capela
1:00.0,,,49-55,2,T. Ariza makes 2-pt shot from 1 ft (assist by C. Capela)
0:52.0,Memphis full timeout,,49-55,,
0:52.0,T. Douglas enters the game for Z. Randolph,,49-55,,
0:38.0,Memphis full timeout,,49-55,,
0:35.0,M. Conley misses 2-pt shot from 20 ft,,49-55,,
0:34.0,,,49-55,,Defensive rebound by C. Capela
0:27.0,,,49-55,,J. Harden misses 3-pt shot from 25 ft
0:26.0,Defensive rebound by M. Conley,,49-55,,
0:07.0,,,49-55,,Personal foul by T. Ariza (drawn by M. Conley)
0:07.0,M. Conley makes free throw 1 of 2,1,50-55,,
0:07.0,M. Conley makes free throw 2 of 2,1,51-55,,
0:07.0,J. Green enters the game for C. Parsons,,50-55,,
0:00.0,,,51-55,,C. Capela misses 2-pt shot from 22 ft
0:00.0,,,51-55,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,,,51-55,,J. Harden misses 3-pt shot from 26 ft
11:49.0,Defensive rebound by J. Green,,51-55,,
11:35.0,M. Conley misses 2-pt shot from 7 ft,,51-55,,
11:33.0,,,51-55,,Defensive rebound by T. Ariza
11:26.0,,,51-55,,R. Anderson misses 3-pt shot from 23 ft
11:24.0,Defensive rebound by C. Parsons,,51-55,,
11:12.0,J. Green makes 2-pt shot from 3 ft (assist by T. Allen),2,53-55,,
10:48.0,,,53-57,2,P. Beverley makes 2-pt shot from 10 ft
10:30.0,J. Green makes 2-pt shot from 1 ft (assist by M. Gasol),2,55-57,,
10:16.0,,,55-57,,Shooting foul by J. Green (drawn by J. Harden)
10:16.0,,,55-58,1,J. Harden makes free throw 1 of 2
10:16.0,,,55-58,,J. Harden misses free throw 2 of 2
10:16.0,Defensive rebound by J. Green,,55-58,,
9:55.0,C. Parsons misses 3-pt shot from 22 ft,,55-58,,
9:54.0,Offensive rebound by C. Parsons,,55-58,,
9:53.0,Offensive charge foul by C. Parsons,,55-58,,
9:53.0,Turnover by C. Parsons (offensive foul),,55-58,,
9:37.0,,,55-58,,Shooting foul by J. Green (drawn by J. Harden)
9:37.0,Violation by Team (jump ball),,55-58,,
9:37.0,,,55-59,1,J. Harden makes free throw 1 of 2
9:37.0,,,55-59,,J. Harden misses free throw 2 of 2
9:35.0,Defensive rebound by M. Conley,,55-59,,
9:18.0,M. Gasol misses 2-pt shot from 10 ft,,55-59,,
9:17.0,Offensive rebound by T. Allen,,55-59,,
9:17.0,T. Allen misses 2-pt shot from 2 ft,,55-59,,
9:16.0,,,55-59,,Defensive rebound by C. Capela
9:09.0,,,55-62,3,J. Harden makes 3-pt shot from 26 ft
8:58.0,,,55-62,,Personal foul by P. Beverley (drawn by M. Conley)
8:58.0,V. Carter enters the game for C. Parsons,,55-62,,
8:52.0,T. Allen makes 2-pt shot from 2 ft (assist by M. Gasol),2,57-62,,
8:42.0,,,57-62,,R. Anderson misses 3-pt shot from 27 ft
8:41.0,Defensive rebound by V. Carter,,57-62,,
8:19.0,J. Green misses 2-pt shot from 9 ft,,57-62,,
8:18.0,Offensive rebound by J. Green,,57-62,,
8:17.0,J. Green makes 2-pt shot from 3 ft,2,59-62,,
7:58.0,,,59-65,3,J. Harden makes 3-pt shot from 25 ft
7:41.0,M. Conley misses 2-pt shot from 11 ft (block by P. Beverley),,59-65,,
7:41.0,,,59-65,,Defensive rebound by Team
7:27.0,,,59-65,,Turnover by J. Harden (bad pass; steal by M. Conley)
7:24.0,Offensive charge foul by J. Green,,59-65,,
7:24.0,Turnover by J. Green (offensive foul),,59-65,,
7:15.0,,,59-65,,Shooting foul by T. Allen (drawn by J. Harden)
7:15.0,,,59-66,1,J. Harden makes free throw 1 of 2
7:15.0,,,59-67,1,J. Harden makes free throw 2 of 2
7:02.0,V. Carter makes 3-pt shot from 25 ft (assist by M. Gasol),3,62-67,,
6:51.0,,,62-70,3,J. Harden makes 3-pt shot from 28 ft
6:36.0,T. Allen misses 2-pt shot from 2 ft,,62-70,,
6:35.0,Offensive rebound by T. Allen,,62-70,,
6:34.0,T. Allen misses 2-pt shot from 1 ft,,62-70,,
6:33.0,,,62-70,,Defensive rebound by R. Anderson
6:22.0,,,62-70,,R. Anderson misses 3-pt shot from 27 ft
6:20.0,Defensive rebound by V. Carter,,62-70,,
6:10.0,Turnover by M. Conley (lost ball; steal by P. Beverley),,62-70,,
6:06.0,,,62-72,2,J. Harden makes 2-pt shot at rim (assist by C. Capela)
6:06.0,Memphis full timeout,,62-72,,
6:06.0,,,62-72,,E. Gordon enters the game for R. Anderson
6:06.0,Z. Randolph enters the game for J. Green,,62-72,,
5:46.0,Shooting foul by P. Beverley (drawn by M. Conley),,62-72,,
5:46.0,M. Conley makes free throw 1 of 2,1,63-72,,
5:46.0,M. Conley makes free throw 2 of 2,1,64-72,,
5:46.0,T. Douglas enters the game for T. Allen,,63-72,,
5:32.0,,,64-75,3,E. Gordon makes 3-pt shot from 28 ft (assist by J. Harden)
5:06.0,V. Carter misses 2-pt shot from 11 ft,,64-75,,
5:05.0,,,64-75,,Defensive rebound by P. Beverley
4:57.0,,,64-77,2,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden)
4:37.0,,,64-77,,Personal foul by C. Capela (drawn by Z. Randolph)
4:37.0,,,64-77,,N. Hilario enters the game for C. Capela
4:37.0,,,64-77,,L. Williams enters the game for P. Beverley
4:24.0,M. Gasol makes 2-pt shot from 9 ft (assist by T. Douglas),2,66-77,,
4:06.0,,,66-80,3,E. Gordon makes 3-pt shot from 24 ft (assist by J. Harden)
3:50.0,V. Carter misses 3-pt shot from 24 ft,,66-80,,
3:48.0,,,66-80,,Defensive rebound by J. Harden
3:46.0,,,66-80,,Shooting foul by T. Douglas (drawn by T. Ariza)
3:46.0,,,66-80,,T. Ariza misses free throw 1 of 2
3:46.0,,,66-80,,Offensive rebound by Team
3:46.0,,,66-81,1,T. Ariza makes free throw 2 of 2
3:46.0,J. Green enters the game for M. Gasol,,66-80,,
3:23.0,Z. Randolph misses 2-pt shot from 17 ft,,66-81,,
3:22.0,Offensive rebound by J. Green,,66-81,,
3:17.0,J. Green makes 2-pt shot from 3 ft,2,68-81,,
3:07.0,,,68-81,,E. Gordon misses 3-pt shot from 25 ft
3:07.0,Defensive rebound by M. Conley,,68-81,,
3:01.0,M. Conley makes 2-pt shot from 2 ft,2,70-81,,
2:50.0,,,70-81,,Offensive foul by J. Harden
2:50.0,,,70-81,,Turnover by J. Harden (offensive foul)
2:50.0,,,70-81,,Houston full timeout
2:50.0,,,70-81,,S. Dekker enters the game for T. Ariza
2:33.0,M. Conley misses 2-pt shot from 2 ft,,70-81,,
2:32.0,Offensive rebound by Team,,70-81,,
2:26.0,Shooting foul by L. Williams (drawn by Z. Randolph),,70-81,,
2:26.0,Z. Randolph makes free throw 1 of 2,1,71-81,,
2:26.0,Z. Randolph misses free throw 2 of 2,,71-81,,
2:26.0,,,71-81,,Defensive rebound by J. Harden
2:14.0,,,71-83,2,J. Harden makes 2-pt shot from 1 ft
1:56.0,Z. Randolph misses 2-pt shot from 2 ft (block by N. Hilario),,71-83,,
1:55.0,Offensive rebound by Z. Randolph,,71-83,,
1:55.0,Z. Randolph makes 2-pt shot from 1 ft,2,73-83,,
1:45.0,,,73-83,,Shooting foul by M. Conley
1:45.0,,,73-84,1,L. Williams makes free throw 1 of 2
1:45.0,,,73-85,1,L. Williams makes free throw 2 of 2
1:34.0,J. Green misses 3-pt shot from 26 ft,,73-85,,
1:33.0,Offensive rebound by T. Douglas,,73-85,,
1:22.0,T. Douglas misses 2-pt shot from 18 ft,,73-85,,
1:21.0,Offensive rebound by Z. Randolph,,73-85,,
1:19.0,J. Green makes 2-pt shot from 1 ft (assist by Z. Randolph),2,75-85,,
0:59.0,,,75-88,3,E. Gordon makes 3-pt shot from 26 ft
0:45.0,T. Douglas misses 3-pt shot from 26 ft,,75-88,,
0:43.0,,,75-88,,Defensive rebound by J. Harden
0:37.0,,,75-88,,Shooting foul by V. Carter (drawn by N. Hilario)
0:37.0,,,75-90,2,N. Hilario makes 2-pt shot from 7 ft (assist by J. Harden)
0:37.0,,,75-90,,N. Hilario misses free throw 1 of 1
0:37.0,Defensive rebound by J. Green,,75-90,,
0:24.0,T. Douglas makes 2-pt shot from 9 ft (assist by M. Conley),2,77-90,,
0:24.0,Shooting foul by L. Williams (drawn by T. Douglas),,77-90,,
0:24.0,T. Douglas makes free throw 1 of 1,1,78-90,,
0:02.0,,,78-93,3,J. Harden makes 3-pt shot from 26 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,T. Daniels misses 3-pt shot from 27 ft,,78-93,,
11:46.0,Offensive rebound by T. Douglas,,78-93,,
11:43.0,Turnover by T. Douglas (lost ball; steal by L. Williams),,78-93,,
11:38.0,,,78-93,,Shooting foul by T. Daniels (drawn by N. Hilario)
11:38.0,,,78-94,1,N. Hilario makes free throw 1 of 2
11:38.0,,,78-95,1,N. Hilario makes free throw 2 of 2
11:20.0,J. Green makes 2-pt shot from 2 ft (assist by V. Carter),2,80-95,,
11:08.0,,,80-95,,E. Gordon misses 3-pt shot from 28 ft
11:07.0,,,80-95,,Offensive rebound by N. Hilario
11:06.0,,,80-95,,Shooting foul by Z. Randolph (drawn by N. Hilario)
11:06.0,,,80-96,1,N. Hilario makes free throw 1 of 2
11:06.0,,,80-96,,N. Hilario misses free throw 2 of 2
11:06.0,Defensive rebound by Z. Randolph,,80-96,,
10:49.0,Turnover by V. Carter (lost ball; steal by E. Gordon),,80-96,,
10:48.0,,,80-96,,Turnover by P. Beverley (lost ball; steal by T. Douglas)
10:44.0,V. Carter misses 3-pt shot from 25 ft,,80-96,,
10:44.0,,,80-96,,Defensive rebound by Team
10:44.0,Loose ball foul by Z. Randolph (drawn by P. Beverley),,80-96,,
10:21.0,,,80-96,,Turnover by L. Williams (lost ball; steal by V. Carter)
10:10.0,T. Douglas makes 2-pt shot from 18 ft,2,82-96,,
10:03.0,Personal foul by T. Douglas,,82-96,,
10:03.0,M. Gasol enters the game for J. Green,,82-96,,
9:55.0,,,82-98,2,N. Hilario makes 2-pt shot from 1 ft (assist by P. Beverley)
9:46.0,Shooting foul by L. Williams (drawn by T. Douglas),,82-98,,
9:46.0,T. Douglas makes free throw 1 of 2,1,83-98,,
9:46.0,T. Douglas makes free throw 2 of 2,1,84-98,,
9:38.0,,,84-98,,Shooting foul by T. Daniels (drawn by P. Beverley)
9:38.0,,,84-99,1,P. Beverley makes free throw 1 of 2
9:38.0,,,84-100,1,P. Beverley makes free throw 2 of 2
9:32.0,,,84-100,,Personal foul by P. Beverley (drawn by T. Douglas)
9:32.0,M. Conley enters the game for T. Daniels,,84-100,,
9:13.0,V. Carter misses 2-pt shot from 21 ft,,84-100,,
9:12.0,,,84-100,,Defensive rebound by N. Hilario
9:06.0,,,84-100,,S. Dekker misses 2-pt shot from 5 ft
9:05.0,,,84-100,,Offensive rebound by S. Dekker
9:02.0,,,84-100,,Turnover by E. Gordon (bad pass; steal by M. Conley)
8:57.0,T. Douglas misses 2-pt shot from 2 ft (block by L. Williams),,84-100,,
8:54.0,,,84-100,,Defensive rebound by N. Hilario
8:50.0,,,84-100,,L. Williams misses 3-pt shot from 26 ft
8:48.0,Defensive rebound by Z. Randolph,,84-100,,
8:38.0,M. Conley makes 3-pt shot from 25 ft (assist by V. Carter),3,87-100,,
8:18.0,,,87-103,3,E. Gordon makes 3-pt shot from 26 ft (assist by S. Dekker)
8:16.0,Memphis full timeout,,87-103,,
8:16.0,T. Daniels enters the game for T. Douglas,,87-103,,
8:16.0,,,87-103,,C. Capela enters the game for N. Hilario
8:01.0,M. Gasol misses 2-pt shot from 11 ft,,87-103,,
8:00.0,,,87-103,,Defensive rebound by C. Capela
7:56.0,,,87-103,,P. Beverley misses 2-pt shot from 4 ft (block by M. Conley)
7:55.0,Defensive rebound by Team,,87-103,,
7:45.0,T. Daniels misses 3-pt shot from 25 ft,,87-103,,
7:44.0,,,87-103,,Defensive rebound by S. Dekker
7:36.0,,,87-103,,E. Gordon misses 3-pt shot from 27 ft (block by V. Carter)
7:35.0,,,87-103,,Offensive rebound by P. Beverley
7:24.0,,,87-105,2,L. Williams makes 2-pt shot from 5 ft
7:01.0,T. Daniels makes 2-pt shot from 19 ft (assist by M. Gasol),2,89-105,,
6:45.0,Personal foul by V. Carter (drawn by P. Beverley),,89-105,,
6:45.0,,,89-106,1,P. Beverley makes free throw 1 of 2
6:45.0,,,89-107,1,P. Beverley makes free throw 2 of 2
6:28.0,Turnover by M. Gasol (bad pass),,89-107,,
6:28.0,,,89-107,,J. Harden enters the game for P. Beverley
6:13.0,,,89-109,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
6:02.0,Z. Randolph misses 3-pt shot from 26 ft,,89-109,,
6:02.0,,,89-109,,Defensive rebound by Team
6:02.0,T. Allen enters the game for V. Carter,,89-109,,
5:50.0,,,89-109,,L. Williams misses 3-pt shot from 25 ft
5:48.0,Defensive rebound by Z. Randolph,,89-109,,
5:40.0,Shooting foul by C. Capela (drawn by M. Gasol),,89-109,,
5:40.0,Official timeout,,89-109,,
5:40.0,M. Gasol makes free throw 1 of 2,1,90-109,,
5:40.0,M. Gasol makes free throw 2 of 2,1,91-109,,
5:40.0,,,89-109,,T. Ariza enters the game for S. Dekker
5:40.0,,,89-109,,R. Anderson enters the game for L. Williams
5:40.0,T. Douglas enters the game for Z. Randolph,,89-109,,
5:36.0,Personal take foul by M. Gasol (drawn by C. Capela),,91-109,,
5:36.0,,,91-110,1,C. Capela makes free throw 1 of 2
5:36.0,,,91-111,1,C. Capela makes free throw 2 of 2
5:26.0,Turnover by M. Conley (lost ball; steal by E. Gordon),,91-111,,
5:22.0,,,91-111,,C. Capela misses 2-pt shot from 2 ft
5:21.0,,,91-111,,Offensive rebound by C. Capela
5:18.0,,,91-111,,C. Capela misses 2-pt shot from 2 ft (block by M. Gasol)
5:17.0,Defensive rebound by T. Allen,,91-111,,
5:11.0,T. Allen misses 2-pt shot from 1 ft,,91-111,,
5:08.0,Offensive rebound by T. Douglas,,91-111,,
5:07.0,T. Douglas makes 2-pt shot from 7 ft,2,93-111,,
5:02.0,Personal take foul by M. Conley (drawn by C. Capela),,93-111,,
5:02.0,,,93-112,1,C. Capela makes free throw 1 of 2
5:02.0,,,93-113,1,C. Capela makes free throw 2 of 2
