time,LA Clippers,pts.away,score,pts.home,Utah
1:04.0,,,23-19,,J. Johnson misses 2-pt shot from 10 ft
1:04.0,Defensive rebound by B. Griffin,,23-19,,
0:58.0,C. Paul makes 3-pt shot from 25 ft (assist by B. Griffin),3,26-19,,
0:49.0,Personal foul by A. Rivers (drawn by R. Hood),,26-19,,
0:49.0,R. Felton enters the game for C. Paul,,26-19,,
0:36.0,,,26-21,2,R. Hood makes 2-pt shot from 2 ft
0:27.0,R. Felton misses 2-pt shot from 19 ft,,26-21,,
0:25.0,,,26-21,,Defensive rebound by J. Ingles
0:03.0,,,26-21,,R. Hood misses 2-pt shot from 3 ft
0:03.0,,,26-21,,Offensive rebound by J. Withey
0:03.0,,,26-23,2,J. Withey makes 2-pt shot from 2 ft
0:00.0,R. Felton makes 2-pt shot from 22 ft,2,28-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:52.0,,,28-23,,Personal foul by R. Hood (drawn by A. Rivers)
11:44.0,M. Speights makes 3-pt shot from 24 ft (assist by A. Rivers),3,31-23,,
11:19.0,,,31-23,,Shooting foul by M. Speights (drawn by J. Ingles)
11:19.0,,,31-24,1,J. Ingles makes free throw 1 of 3
11:19.0,,,31-25,1,J. Ingles makes free throw 2 of 3
11:19.0,,,31-26,1,J. Ingles makes free throw 3 of 3
11:04.0,A. Rivers misses 2-pt shot from 19 ft,,31-26,,
11:04.0,,,31-26,,Defensive rebound by J. Johnson
10:42.0,,,31-29,3,J. Ingles makes 3-pt shot from 28 ft
10:27.0,Shooting foul by J. Withey (drawn by A. Rivers),,31-29,,
10:27.0,A. Rivers makes free throw 1 of 2,1,32-29,,
10:27.0,A. Rivers misses free throw 2 of 2,,32-29,,
10:27.0,,,32-29,,A. Burks enters the game for R. Hood
10:27.0,,,32-29,,B. Diaw enters the game for J. Withey
10:26.0,,,32-29,,Defensive rebound by J. Ingles
10:06.0,,,32-29,,D. Exum misses 2-pt shot from 2 ft
10:06.0,Defensive rebound by W. Johnson,,32-29,,
9:56.0,J. Crawford makes 2-pt shot from 16 ft,2,34-29,,
9:32.0,,,34-29,,J. Ingles misses 3-pt shot from 25 ft
9:32.0,,,34-29,,Offensive rebound by J. Ingles
9:17.0,Personal foul by A. Rivers (drawn by B. Diaw),,34-29,,
9:09.0,,,34-29,,A. Burks misses 2-pt shot from 21 ft
9:08.0,Defensive rebound by R. Felton,,34-29,,
8:55.0,R. Felton makes 2-pt shot from 2 ft,2,36-29,,
8:34.0,,,36-31,2,J. Ingles makes 2-pt shot from 2 ft
8:17.0,A. Rivers makes 2-pt shot from 2 ft,2,38-31,,
8:13.0,,,38-31,,Utah full timeout
8:13.0,,,38-31,,G. Hayward enters the game for J. Ingles
8:13.0,,,38-31,,G. Hill enters the game for D. Exum
8:13.0,,,38-31,,R. Gobert enters the game for J. Johnson
7:59.0,,,38-34,3,G. Hayward makes 3-pt shot from 24 ft
7:39.0,A. Rivers makes 2-pt shot from 3 ft,2,40-34,,
7:27.0,,,40-34,,Turnover by B. Diaw (step out of bounds)
7:27.0,D. Jordan enters the game for M. Speights,,40-34,,
7:13.0,J. Crawford misses 2-pt shot from 20 ft,,40-34,,
7:12.0,,,40-34,,Defensive rebound by G. Hill
7:11.0,Personal foul by J. Crawford (drawn by G. Hill),,40-34,,
6:58.0,,,40-34,,G. Hill misses 2-pt shot from 18 ft
6:58.0,Defensive rebound by D. Jordan,,40-34,,
6:47.0,A. Rivers makes 2-pt shot from 1 ft,2,42-34,,
6:30.0,,,42-34,,G. Hill misses 3-pt shot from 24 ft
6:29.0,Defensive rebound by J. Crawford,,42-34,,
6:28.0,Turnover by J. Crawford (lost ball),,42-34,,
6:28.0,,,42-34,,J. Ingles enters the game for B. Diaw
6:17.0,,,42-36,2,G. Hayward makes 2-pt shot from 16 ft
6:01.0,A. Rivers makes 2-pt shot from 10 ft,2,44-36,,
5:48.0,,,44-36,,G. Hayward misses 2-pt shot at rim (block by D. Jordan)
5:48.0,,,44-36,,Offensive rebound by Team
5:48.0,,,44-36,,Utah full timeout
5:48.0,C. Paul enters the game for R. Felton,,44-36,,
5:48.0,J. Redick enters the game for J. Crawford,,44-36,,
5:48.0,B. Griffin enters the game for W. Johnson,,44-36,,
5:48.0,,,44-36,,J. Johnson enters the game for A. Burks
5:42.0,,,44-36,,G. Hayward misses 2-pt shot from 20 ft
5:42.0,Defensive rebound by J. Redick,,44-36,,
5:38.0,,,44-36,,Personal foul by J. Johnson (drawn by B. Griffin)
5:38.0,,,44-36,,R. Hood enters the game for G. Hayward
5:28.0,B. Griffin misses 2-pt shot from 8 ft,,44-36,,
5:27.0,,,44-36,,Defensive rebound by G. Hill
5:19.0,,,44-36,,G. Hill misses 2-pt shot from 9 ft
5:19.0,Defensive rebound by B. Griffin,,44-36,,
5:10.0,,,44-36,,Personal foul by R. Hood (drawn by A. Rivers)
5:10.0,,,44-36,,A. Burks enters the game for R. Hood
4:58.0,A. Rivers misses 3-pt shot from 25 ft,,44-36,,
4:58.0,,,44-36,,Defensive rebound by A. Burks
4:36.0,,,44-38,2,J. Johnson makes 2-pt shot from 18 ft
4:23.0,D. Jordan makes 2-pt shot at rim (assist by J. Redick),2,46-38,,
4:03.0,,,46-38,,J. Johnson misses 3-pt shot from 25 ft
4:03.0,,,46-38,,Offensive rebound by R. Gobert
3:59.0,,,46-40,2,R. Gobert makes 2-pt shot from 2 ft
3:31.0,Shooting foul by J. Ingles (drawn by J. Redick),,46-40,,
3:31.0,J. Redick makes free throw 1 of 2,1,47-40,,
3:31.0,J. Redick makes free throw 2 of 2,1,48-40,,
3:31.0,,,47-40,,G. Hayward enters the game for A. Burks
3:22.0,,,48-42,2,G. Hayward makes 2-pt shot at rim (assist by J. Ingles)
3:04.0,J. Redick makes 2-pt shot from 21 ft,2,50-42,,
2:39.0,,,50-44,2,G. Hill makes 2-pt shot from 2 ft (assist by R. Gobert)
2:18.0,C. Paul misses 3-pt shot from 25 ft,,50-44,,
2:18.0,,,50-44,,Defensive rebound by Team
2:18.0,Loose ball foul by D. Jordan (drawn by G. Hill),,50-44,,
2:18.0,LA Clippers full timeout,,50-44,,
2:18.0,L. Mbah a Moute enters the game for A. Rivers,,50-44,,
2:05.0,,,50-46,2,J. Ingles makes 2-pt shot from 3 ft (assist by G. Hayward)
1:46.0,J. Redick makes 3-pt shot from 25 ft (assist by B. Griffin),3,53-46,,
1:20.0,,,53-48,2,J. Johnson makes 2-pt shot from 2 ft
1:05.0,C. Paul misses 3-pt shot from 24 ft,,53-48,,
1:04.0,Offensive rebound by C. Paul,,53-48,,
0:47.0,Shooting foul by R. Gobert (drawn by B. Griffin),,53-48,,
0:47.0,B. Griffin makes free throw 1 of 2,1,54-48,,
0:47.0,,,54-48,,Utah full timeout
0:47.0,B. Griffin misses free throw 2 of 2,,54-48,,
0:45.0,,,54-48,,Defensive rebound by R. Gobert
0:35.0,,,54-48,,Shooting foul by L. Mbah a Moute (drawn by G. Hill)
0:35.0,,,54-48,,G. Hill misses free throw 1 of 3
0:35.0,,,54-48,,Offensive rebound by Team
0:35.0,,,54-49,1,G. Hill makes free throw 2 of 3
0:35.0,,,54-49,,G. Hill misses free throw 3 of 3
0:35.0,J. Crawford enters the game for L. Mbah a Moute,,54-49,,
0:34.0,Defensive rebound by C. Paul,,54-49,,
0:27.0,C. Paul makes 2-pt shot from 17 ft,2,56-49,,
0:06.0,,,56-49,,G. Hayward misses 2-pt shot from 13 ft
0:04.0,,,56-49,,Offensive rebound by R. Gobert
0:01.0,,,56-49,,J. Johnson misses 2-pt shot from 2 ft (block by D. Jordan)
0:01.0,Defensive rebound by D. Jordan,,56-49,,
0:01.0,Turnover by D. Jordan (bad pass),,56-49,,
0:00.0,,,56-49,,J. Ingles misses 2-pt shot from 16 ft
0:00.0,,,56-49,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,J. Redick misses 2-pt shot from 15 ft,,56-49,,
11:45.0,,,56-49,,Defensive rebound by G. Hill
11:30.0,,,56-49,,Shooting foul by J. Redick (drawn by R. Hood)
11:30.0,,,56-50,1,R. Hood makes free throw 1 of 2
11:30.0,,,56-51,1,R. Hood makes free throw 2 of 2
11:25.0,,,56-51,,Personal foul by R. Hood (drawn by J. Redick)
11:25.0,,,56-51,,J. Ingles enters the game for R. Hood
11:09.0,D. Jordan makes 2-pt shot from 6 ft (assist by B. Griffin),2,58-51,,
10:52.0,,,58-54,3,J. Ingles makes 3-pt shot from 24 ft (assist by G. Hayward)
10:28.0,C. Paul misses 3-pt shot from 25 ft,,58-54,,
10:28.0,,,58-54,,Defensive rebound by J. Ingles
10:18.0,,,58-56,2,J. Ingles makes 2-pt shot from 3 ft
10:07.0,J. Redick makes 2-pt shot from 16 ft (assist by C. Paul),2,60-56,,
9:50.0,,,60-56,,Offensive charge foul by G. Hayward
9:50.0,,,60-56,,Turnover by G. Hayward (offensive foul)
9:33.0,J. Redick misses 3-pt shot from 25 ft,,60-56,,
9:33.0,,,60-56,,Defensive rebound by G. Hill
9:17.0,,,60-58,2,G. Hill makes 2-pt shot from 19 ft (assist by R. Gobert)
8:48.0,C. Paul makes 3-pt shot from 23 ft,3,63-58,,
8:27.0,,,63-61,3,B. Diaw makes 3-pt shot from 25 ft (assist by J. Ingles)
8:23.0,Turnover by D. Jordan (bad pass; steal by G. Hill),,63-61,,
8:16.0,,,63-63,2,G. Hill makes 2-pt shot from 2 ft
8:05.0,L. Mbah a Moute makes 3-pt shot from 23 ft (assist by B. Griffin),3,66-63,,
7:46.0,,,66-63,,Turnover by G. Hayward (lost ball; steal by L. Mbah a Moute)
7:43.0,L. Mbah a Moute makes 2-pt shot from 2 ft,2,68-63,,
7:43.0,Shooting foul by G. Hill (drawn by L. Mbah a Moute),,68-63,,
7:43.0,L. Mbah a Moute makes free throw 1 of 1,1,69-63,,
7:31.0,,,69-63,,G. Hayward misses 2-pt shot from 20 ft
7:31.0,Defensive rebound by B. Griffin,,69-63,,
7:19.0,,,69-63,,Personal foul by G. Hill (drawn by B. Griffin)
7:04.0,C. Paul makes 3-pt shot from 28 ft (assist by B. Griffin),3,72-63,,
7:03.0,,,72-63,,Utah full timeout
6:47.0,,,72-65,2,G. Hill makes 2-pt shot from 14 ft
6:46.0,Loose ball foul by B. Griffin (drawn by R. Gobert),,72-65,,
6:46.0,,,72-66,1,R. Gobert makes free throw 1 of 1
6:25.0,C. Paul misses 2-pt shot from 11 ft,,72-66,,
6:24.0,,,72-66,,Defensive rebound by Team
6:14.0,,,72-69,3,G. Hill makes 3-pt shot from 23 ft
5:55.0,Shooting foul by J. Ingles (drawn by J. Redick),,72-69,,
5:55.0,J. Redick makes free throw 1 of 2,1,73-69,,
5:55.0,J. Redick makes free throw 2 of 2,1,74-69,,
5:45.0,,,74-69,,Turnover by G. Hayward (bad pass; steal by C. Paul)
5:44.0,,,74-69,,Personal foul by G. Hill (drawn by C. Paul)
5:44.0,C. Paul makes free throw 1 of 2,1,75-69,,
5:44.0,C. Paul makes free throw 2 of 2,1,76-69,,
5:33.0,,,76-72,3,G. Hill makes 3-pt shot from 25 ft
5:10.0,C. Paul makes 2-pt shot from 18 ft,2,78-72,,
4:44.0,,,78-72,,G. Hayward misses 2-pt shot from 17 ft
4:41.0,Defensive rebound by B. Griffin,,78-72,,
4:34.0,C. Paul misses 3-pt shot from 25 ft,,78-72,,
4:33.0,,,78-72,,Defensive rebound by B. Diaw
4:29.0,,,78-74,2,G. Hayward makes 2-pt shot from 12 ft (assist by B. Diaw)
4:05.0,J. Redick misses 2-pt shot from 17 ft,,78-74,,
4:05.0,,,78-74,,Defensive rebound by R. Gobert
3:54.0,Personal foul by C. Paul (drawn by G. Hill),,78-74,,
3:54.0,A. Rivers enters the game for C. Paul,,78-74,,
3:54.0,,,78-74,,D. Exum enters the game for G. Hill
3:54.0,,,78-74,,J. Johnson enters the game for B. Diaw
3:45.0,,,78-77,3,J. Ingles makes 3-pt shot from 23 ft (assist by D. Exum)
3:16.0,A. Rivers makes 3-pt shot from 27 ft,3,81-77,,
3:08.0,Personal foul by J. Redick (drawn by J. Ingles),,81-77,,
3:08.0,J. Crawford enters the game for D. Jordan,,81-77,,
3:08.0,M. Speights enters the game for L. Mbah a Moute,,81-77,,
3:05.0,,,81-77,,Offensive foul by R. Gobert
3:05.0,,,81-77,,Turnover by R. Gobert (offensive foul)
3:05.0,LA Clippers full timeout,,81-77,,
3:05.0,R. Felton enters the game for J. Redick,,81-77,,
3:05.0,,,81-77,,J. Withey enters the game for R. Gobert
3:05.0,,,81-77,,A. Burks enters the game for J. Ingles
2:58.0,Shooting foul by D. Exum (drawn by A. Rivers),,81-77,,
2:58.0,A. Rivers misses free throw 1 of 2,,81-77,,
2:58.0,Offensive rebound by Team,,81-77,,
2:58.0,A. Rivers misses free throw 2 of 2,,81-77,,
2:57.0,,,81-77,,Defensive rebound by J. Withey
2:42.0,,,81-79,2,G. Hayward makes 2-pt shot from 5 ft (assist by J. Johnson)
2:25.0,R. Felton misses 3-pt shot from 25 ft,,81-79,,
2:25.0,,,81-79,,Defensive rebound by G. Hayward
2:16.0,Personal foul by A. Rivers (drawn by G. Hayward),,81-79,,
2:16.0,,,81-79,,G. Hayward misses free throw 1 of 2
2:16.0,,,81-79,,Offensive rebound by Team
2:16.0,,,81-80,1,G. Hayward makes free throw 2 of 2
1:58.0,Offensive foul by M. Speights,,81-80,,
1:58.0,Turnover by M. Speights (offensive foul),,81-80,,
1:40.0,,,81-82,2,J. Johnson makes 2-pt shot from 18 ft
1:20.0,M. Speights misses 3-pt shot from 25 ft,,81-82,,
1:20.0,,,81-82,,Defensive rebound by A. Burks
1:08.0,,,81-82,,Shooting foul by M. Speights (drawn by D. Exum)
1:08.0,,,81-83,1,D. Exum makes free throw 1 of 2
1:08.0,,,81-84,1,D. Exum makes free throw 2 of 2
1:08.0,W. Johnson enters the game for B. Griffin,,81-83,,
1:08.0,,,81-83,,G. Hill enters the game for G. Hayward
0:54.0,J. Crawford makes 2-pt shot from 15 ft,2,83-84,,
0:38.0,,,83-84,,A. Burks misses 2-pt shot from 9 ft
0:37.0,,,83-84,,Offensive rebound by J. Withey
0:37.0,,,83-84,,J. Withey misses 2-pt shot from 2 ft
0:37.0,,,83-84,,Offensive rebound by A. Burks
0:37.0,Personal foul by A. Rivers (drawn by A. Burks),,83-84,,
0:37.0,,,83-85,1,A. Burks makes free throw 1 of 2
0:37.0,,,83-86,1,A. Burks makes free throw 2 of 2
0:31.0,J. Crawford makes 3-pt shot from 25 ft,3,86-86,,
0:13.0,,,86-89,3,D. Exum makes 3-pt shot from 24 ft (assist by J. Johnson)
0:01.0,J. Crawford misses 3-pt shot from 28 ft,,86-89,,
0:00.0,,,86-89,,Defensive rebound by A. Burks
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,86-89,,J. Johnson misses 2-pt shot from 16 ft
11:40.0,Defensive rebound by R. Felton,,86-89,,
11:17.0,M. Speights misses 2-pt shot from 2 ft (block by J. Withey),,86-89,,
11:16.0,,,86-89,,Defensive rebound by J. Johnson
11:09.0,,,86-91,2,J. Withey makes 2-pt shot from 2 ft (assist by G. Hill)
10:46.0,A. Rivers misses 2-pt shot from 5 ft (block by A. Burks),,86-91,,
10:46.0,Offensive rebound by Team,,86-91,,
10:46.0,D. Jordan enters the game for M. Speights,,86-91,,
10:41.0,D. Jordan misses 3-pt shot from 25 ft,,86-91,,
10:41.0,,,86-91,,Defensive rebound by A. Burks
10:35.0,,,86-91,,Turnover by A. Burks (lost ball; steal by W. Johnson)
10:22.0,J. Crawford misses 2-pt shot from 17 ft,,86-91,,
10:22.0,,,86-91,,Defensive rebound by D. Exum
9:58.0,,,86-94,3,J. Johnson makes 3-pt shot from 25 ft (assist by D. Exum)
9:58.0,LA Clippers full timeout,,86-94,,
9:58.0,,,86-94,,R. Gobert enters the game for J. Withey
9:58.0,,,86-94,,R. Hood enters the game for A. Burks
9:58.0,,,86-94,,J. Ingles enters the game for G. Hill
9:58.0,C. Paul enters the game for A. Rivers,,86-94,,
9:42.0,Shooting foul by J. Ingles (drawn by J. Crawford),,86-94,,
9:42.0,J. Crawford makes free throw 1 of 2,1,87-94,,
9:42.0,J. Crawford makes free throw 2 of 2,1,88-94,,
9:25.0,,,88-94,,Turnover by J. Johnson (lost ball; steal by J. Crawford)
9:05.0,J. Crawford makes 2-pt shot from 12 ft,2,90-94,,
8:43.0,,,90-94,,R. Hood misses 2-pt shot from 14 ft
8:41.0,Defensive rebound by Team,,90-94,,
8:32.0,W. Johnson misses 3-pt shot from 25 ft,,90-94,,
8:31.0,,,90-94,,Defensive rebound by D. Exum
8:29.0,Personal foul by C. Paul (drawn by D. Exum),,90-94,,
8:29.0,,,90-94,,G. Hayward enters the game for J. Ingles
8:23.0,,,90-97,3,D. Exum makes 3-pt shot from 25 ft (assist by R. Hood)
8:05.0,J. Crawford misses 2-pt shot from 16 ft,,90-97,,
8:05.0,,,90-97,,Defensive rebound by G. Hayward
7:58.0,,,90-100,3,G. Hayward makes 3-pt shot from 25 ft
7:56.0,LA Clippers full timeout,,90-100,,
7:56.0,,,90-100,,B. Diaw enters the game for J. Johnson
7:56.0,L. Mbah a Moute enters the game for J. Crawford,,90-100,,
7:56.0,B. Griffin enters the game for W. Johnson,,90-100,,
7:56.0,J. Redick enters the game for R. Felton,,90-100,,
7:39.0,C. Paul misses 2-pt shot from 6 ft (block by R. Gobert),,90-100,,
7:37.0,Offensive rebound by B. Griffin,,90-100,,
7:32.0,B. Griffin misses 3-pt shot from 25 ft,,90-100,,
7:32.0,,,90-100,,Defensive rebound by D. Exum
7:08.0,,,90-100,,R. Hood misses 2-pt shot from 12 ft
7:08.0,Defensive rebound by Team,,90-100,,
7:08.0,,,90-100,,Technical foul by R. Gobert
7:08.0,J. Redick misses technical free throw,,90-100,,
7:08.0,Offensive rebound by Team,,90-100,,
7:08.0,,,90-100,,G. Hill enters the game for D. Exum
6:54.0,D. Jordan misses 2-pt shot from 5 ft,,90-100,,
6:53.0,,,90-100,,Defensive rebound by B. Diaw
6:39.0,,,90-100,,G. Hayward misses 2-pt shot from 22 ft
6:39.0,Defensive rebound by B. Griffin,,90-100,,
6:22.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,92-100,,
6:00.0,,,92-103,3,G. Hayward makes 3-pt shot from 26 ft (assist by R. Gobert)
5:39.0,D. Jordan misses 2-pt shot from 3 ft,,92-103,,
5:39.0,,,92-103,,Defensive rebound by R. Gobert
5:28.0,,,92-103,,Shooting foul by D. Jordan (drawn by G. Hill)
5:28.0,,,92-104,1,G. Hill makes free throw 1 of 2
5:28.0,,,92-105,1,G. Hill makes free throw 2 of 2
5:18.0,C. Paul makes 2-pt shot from 18 ft,2,94-105,,
4:50.0,,,94-105,,G. Hill misses 2-pt shot from 17 ft
4:50.0,,,94-105,,Offensive rebound by Team
4:50.0,,,94-105,,Turnover by Team (shot clock)
4:50.0,A. Rivers enters the game for L. Mbah a Moute,,94-105,,
4:39.0,Offensive foul by D. Jordan,,94-105,,
4:39.0,Turnover by D. Jordan (offensive foul),,94-105,,
4:39.0,,,94-105,,J. Johnson enters the game for B. Diaw
4:28.0,,,94-105,,G. Hill misses 2-pt shot from 2 ft
4:27.0,Defensive rebound by C. Paul,,94-105,,
4:20.0,A. Rivers makes 3-pt shot from 25 ft (assist by C. Paul),3,97-105,,
4:02.0,,,97-105,,G. Hayward misses 2-pt shot from 17 ft
4:01.0,Defensive rebound by D. Jordan,,97-105,,
3:43.0,A. Rivers misses 3-pt shot from 25 ft,,97-105,,
3:43.0,Offensive rebound by D. Jordan,,97-105,,
3:43.0,Shooting foul by R. Gobert (drawn by D. Jordan),,97-105,,
3:43.0,D. Jordan makes free throw 1 of 2,1,98-105,,
3:43.0,D. Jordan makes free throw 2 of 2,1,99-105,,
3:22.0,,,99-105,,J. Johnson misses 3-pt shot from 24 ft
3:21.0,Defensive rebound by D. Jordan,,99-105,,
2:58.0,C. Paul misses 3-pt shot from 26 ft,,99-105,,
2:57.0,Offensive rebound by Team,,99-105,,
2:57.0,,,99-105,,Loose ball foul by R. Gobert (drawn by D. Jordan)
2:57.0,LA Clippers full timeout,,99-105,,
2:52.0,B. Griffin makes 2-pt shot from 2 ft (assist by C. Paul),2,101-105,,
2:35.0,,,101-107,2,R. Hood makes 2-pt shot from 12 ft (assist by G. Hayward)
2:04.0,B. Griffin makes 2-pt shot from 19 ft (assist by A. Rivers),2,103-107,,
1:38.0,,,103-107,,Turnover by Team (shot clock)
1:21.0,A. Rivers misses 3-pt shot from 25 ft,,103-107,,
1:21.0,,,103-107,,Defensive rebound by G. Hill
1:04.0,,,103-109,2,J. Johnson makes 2-pt shot from 11 ft (assist by G. Hill)
1:04.0,LA Clippers full timeout,,103-109,,
0:55.0,B. Griffin misses 2-pt shot from 15 ft,,103-109,,
0:54.0,,,103-109,,Defensive rebound by G. Hill
0:47.0,Personal foul by C. Paul (drawn by G. Hill),,103-109,,
0:23.0,,,103-112,3,J. Johnson makes 3-pt shot from 23 ft
0:23.0,Technical foul by C. Paul,,103-112,,
0:23.0,,,103-112,,G. Hayward misses technical free throw
0:23.0,Offensive rebound by Team,,103-112,,
0:23.0,LA Clippers full timeout,,103-112,,
0:19.0,C. Paul misses 3-pt shot from 25 ft,,103-112,,
0:19.0,Offensive rebound by Team,,103-112,,
0:19.0,,,103-112,,Loose ball foul by G. Hill (drawn by B. Griffin)
0:10.0,C. Paul makes 3-pt shot from 25 ft,3,106-112,,
0:09.0,Personal foul by C. Paul (drawn by G. Hayward),,106-112,,
0:09.0,,,106-113,1,G. Hayward makes free throw 1 of 2
0:09.0,,,106-114,1,G. Hayward makes free throw 2 of 2
0:09.0,,,106-113,,J. Ingles enters the game for R. Gobert
0:03.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,108-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
