time,Miami,pts.away,score,pts.home,Charlotte
1:00.0,W. Ellington enters the game for G. Dragic,,16-21,,
0:51.0,,,16-21,,N. Batum misses 2-pt shot from 18 ft
0:50.0,Defensive rebound by R. McGruder,,16-21,,
0:45.0,W. Ellington makes 3-pt shot from 23 ft (assist by T. Johnson),3,19-21,,
0:33.0,,,19-21,,F. Kaminsky misses 2-pt shot from 3 ft (block by W. Reed)
0:32.0,Defensive rebound by T. Johnson,,19-21,,
0:26.0,W. Ellington misses 3-pt shot from 24 ft,,19-21,,
0:25.0,,,19-21,,Defensive rebound by J. Lamb
0:01.0,,,19-21,,F. Kaminsky misses 2-pt shot from 8 ft
0:00.0,Defensive rebound by W. Reed,,19-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,W. Ellington misses 3-pt shot from 25 ft,,19-21,,
11:44.0,,,19-21,,Defensive rebound by J. Lamb
11:37.0,,,19-21,,J. Lamb misses 2-pt shot from 3 ft (block by W. Reed)
11:35.0,Defensive rebound by T. Johnson,,19-21,,
11:25.0,T. Johnson makes 2-pt shot from 16 ft (assist by R. McGruder),2,21-21,,
11:12.0,,,21-21,,Turnover by F. Kaminsky (bad pass; steal by R. McGruder)
11:07.0,T. Johnson misses 2-pt shot from 3 ft (block by F. Kaminsky),,21-21,,
11:03.0,Offensive rebound by W. Reed,,21-21,,
11:03.0,W. Reed makes 2-pt shot at rim,2,23-21,,
10:54.0,,,23-21,,Charlotte full timeout
10:47.0,,,23-21,,R. Sessions misses 2-pt shot from 2 ft
10:46.0,Defensive rebound by W. Reed,,23-21,,
10:40.0,J. Winslow misses 2-pt shot from 17 ft,,23-21,,
10:39.0,,,23-21,,Defensive rebound by M. Kidd-Gilchrist
10:29.0,,,23-21,,J. Lamb misses 3-pt shot from 25 ft
10:27.0,Defensive rebound by W. Reed,,23-21,,
10:15.0,Turnover by T. Johnson (bad pass),,23-21,,
9:55.0,,,23-21,,F. Kaminsky misses 2-pt shot from 3 ft (block by W. Reed)
9:53.0,Defensive rebound by W. Reed,,23-21,,
9:47.0,J. Winslow misses 2-pt shot at rim (block by R. Hibbert),,23-21,,
9:44.0,,,23-21,,Defensive rebound by J. Lamb
9:38.0,,,23-21,,M. Kidd-Gilchrist misses 2-pt shot from 1 ft
9:37.0,,,23-21,,Offensive rebound by F. Kaminsky
9:36.0,,,23-23,2,F. Kaminsky makes 2-pt shot at rim
9:14.0,J. Winslow misses 2-pt shot from 19 ft,,23-23,,
9:13.0,,,23-23,,Defensive rebound by J. Lamb
9:05.0,,,23-23,,Shooting foul by T. Johnson (drawn by R. Sessions)
9:05.0,,,23-24,1,R. Sessions makes free throw 1 of 2
9:05.0,,,23-25,1,R. Sessions makes free throw 2 of 2
9:05.0,J. Richardson enters the game for T. Johnson,,23-24,,
8:50.0,,,23-25,,Personal foul by R. Sessions (drawn by J. Richardson)
8:50.0,Official timeout,,23-25,,
8:50.0,,,23-25,,K. Walker enters the game for J. Lamb
8:41.0,J. Richardson misses 2-pt shot from 18 ft,,23-25,,
8:40.0,Offensive rebound by J. Winslow,,23-25,,
8:29.0,W. Ellington misses 2-pt shot from 20 ft,,23-25,,
8:28.0,,,23-25,,Defensive rebound by M. Kidd-Gilchrist
8:07.0,,,23-25,,R. Hibbert misses 2-pt shot from 9 ft
8:05.0,Defensive rebound by J. Richardson,,23-25,,
7:53.0,J. Richardson makes 2-pt shot from 1 ft (assist by W. Ellington),2,25-25,,
7:53.0,Shooting foul by M. Kidd-Gilchrist (drawn by J. Richardson),,25-25,,
7:53.0,J. Richardson makes free throw 1 of 1,1,26-25,,
7:34.0,,,26-25,,K. Walker misses 2-pt shot from 22 ft
7:34.0,Defensive rebound by Team,,26-25,,
7:21.0,W. Ellington makes 3-pt shot from 23 ft (assist by J. Richardson),3,29-25,,
7:07.0,,,29-27,2,R. Sessions makes 2-pt shot at rim
7:07.0,,,29-27,,Shooting foul by W. Reed (drawn by R. Sessions)
7:07.0,,,29-28,1,R. Sessions makes free throw 1 of 1
7:07.0,H. Whiteside enters the game for W. Reed,,29-27,,
6:58.0,Turnover by J. Richardson (bad pass; steal by K. Walker),,29-28,,
6:56.0,,,29-28,,Shooting foul by J. Winslow (drawn by K. Walker)
6:56.0,,,29-29,1,K. Walker makes free throw 1 of 2
6:56.0,,,29-30,1,K. Walker makes free throw 2 of 2
6:46.0,W. Ellington makes 3-pt shot from 23 ft (assist by J. Winslow),3,32-30,,
6:28.0,,,32-30,,M. Kidd-Gilchrist misses 2-pt shot from 1 ft
6:27.0,,,32-30,,Offensive rebound by R. Hibbert
6:27.0,,,32-32,2,R. Hibbert makes 2-pt shot at rim
6:09.0,J. Richardson makes 2-pt shot from 19 ft,2,34-32,,
5:45.0,,,34-32,,R. Sessions misses 3-pt shot from 24 ft
5:43.0,,,34-32,,Offensive rebound by R. Sessions
5:39.0,,,34-32,,F. Kaminsky misses 3-pt shot from 24 ft
5:37.0,,,34-32,,Offensive rebound by R. Hibbert
5:32.0,,,34-34,2,K. Walker makes 2-pt shot at rim
5:32.0,Miami full timeout,,34-34,,
5:32.0,,,34-34,,C. Zeller enters the game for F. Kaminsky
5:32.0,,,34-34,,N. Batum enters the game for R. Sessions
5:32.0,,,34-34,,M. Williams enters the game for R. Hibbert
5:32.0,G. Dragic enters the game for J. Winslow,,34-34,,
5:32.0,J. Johnson enters the game for R. McGruder,,34-34,,
5:32.0,Violation by Team (jump ball),,34-34,,
5:09.0,J. Richardson misses 2-pt shot from 17 ft,,34-34,,
5:08.0,,,34-34,,Defensive rebound by C. Zeller
4:53.0,,,34-36,2,K. Walker makes 2-pt shot at rim (assist by C. Zeller)
4:37.0,Offensive charge foul by H. Whiteside,,34-36,,
4:37.0,Turnover by H. Whiteside (offensive foul),,34-36,,
4:26.0,,,34-36,,N. Batum misses 3-pt shot from 24 ft
4:25.0,Defensive rebound by J. Johnson,,34-36,,
4:15.0,H. Whiteside makes 2-pt shot from 1 ft (assist by J. Johnson),2,36-36,,
4:02.0,,,36-36,,Shooting foul by W. Ellington (drawn by C. Zeller)
4:02.0,,,36-37,1,C. Zeller makes free throw 1 of 2
4:02.0,,,36-38,1,C. Zeller makes free throw 2 of 2
4:02.0,T. Johnson enters the game for W. Ellington,,36-37,,
3:51.0,J. Richardson makes 3-pt shot from 23 ft (assist by G. Dragic),3,39-38,,
3:38.0,,,39-38,,K. Walker misses 2-pt shot from 2 ft (block by H. Whiteside)
3:38.0,Defensive rebound by Team,,39-38,,
3:22.0,G. Dragic misses 2-pt shot from 2 ft,,39-38,,
3:21.0,Offensive rebound by J. Johnson,,39-38,,
3:21.0,J. Johnson makes 2-pt shot from 1 ft,2,41-38,,
3:05.0,,,41-40,2,M. Williams makes 2-pt shot from 6 ft (assist by N. Batum)
2:52.0,J. Richardson makes 3-pt shot from 25 ft (assist by G. Dragic),3,44-40,,
2:34.0,,,44-40,,K. Walker misses 3-pt shot from 24 ft
2:33.0,Defensive rebound by H. Whiteside,,44-40,,
2:24.0,G. Dragic misses 3-pt shot from 24 ft,,44-40,,
2:23.0,,,44-40,,Defensive rebound by N. Batum
2:17.0,,,44-40,,M. Williams misses 3-pt shot from 25 ft
2:14.0,Defensive rebound by J. Richardson,,44-40,,
2:03.0,Turnover by J. Johnson (step out of bounds),,44-40,,
2:03.0,,,44-40,,Charlotte full timeout
1:52.0,,,44-42,2,N. Batum makes 2-pt shot from 14 ft (assist by C. Zeller)
1:37.0,Turnover by J. Johnson (bad pass; steal by M. Williams),,44-42,,
1:25.0,,,44-42,,Shooting foul by G. Dragic (drawn by C. Zeller)
1:25.0,,,44-42,,C. Zeller misses free throw 1 of 2
1:25.0,,,44-42,,Offensive rebound by Team
1:25.0,,,44-42,,C. Zeller misses free throw 2 of 2
1:25.0,L. Babbitt enters the game for J. Johnson,,44-42,,
1:23.0,Defensive rebound by L. Babbitt,,44-42,,
1:08.0,J. Richardson makes 2-pt shot from 11 ft (assist by G. Dragic),2,46-42,,
0:48.0,,,46-42,,K. Walker misses 2-pt shot from 19 ft
0:46.0,Defensive rebound by L. Babbitt,,46-42,,
0:25.0,G. Dragic misses 2-pt shot from 16 ft,,46-42,,
0:23.0,,,46-42,,Defensive rebound by C. Zeller
0:14.0,,,46-42,,N. Batum misses 3-pt shot from 25 ft
0:13.0,Defensive rebound by J. Richardson,,46-42,,
0:00.0,T. Johnson makes 3-pt shot from 26 ft (assist by G. Dragic),3,49-42,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,L. Babbitt misses 3-pt shot from 27 ft,,49-42,,
11:36.0,,,49-42,,Defensive rebound by M. Kidd-Gilchrist
11:27.0,Shooting block foul by J. Richardson (drawn by N. Batum),,49-42,,
11:27.0,,,49-42,,N. Batum misses free throw 1 of 2
11:27.0,,,49-42,,Offensive rebound by Team
11:27.0,,,49-43,1,N. Batum makes free throw 2 of 2
11:21.0,,,49-43,,Personal foul by M. Williams (drawn by G. Dragic)
11:15.0,J. Richardson misses 2-pt shot from 17 ft,,49-43,,
11:13.0,,,49-43,,Defensive rebound by K. Walker
11:05.0,,,49-43,,Turnover by K. Walker (lost ball; steal by G. Dragic)
11:02.0,Turnover by J. Winslow (lost ball; steal by C. Zeller),,49-43,,
10:47.0,,,49-46,3,K. Walker makes 3-pt shot from 25 ft (assist by M. Williams)
10:36.0,Turnover by G. Dragic (offensive foul),,49-46,,
10:36.0,Offensive charge foul by G. Dragic,,49-46,,
10:13.0,,,49-48,2,M. Williams makes 2-pt shot from 1 ft (assist by N. Batum)
9:58.0,Turnover by H. Whiteside (bad pass; steal by M. Kidd-Gilchrist),,49-48,,
9:47.0,,,49-50,2,N. Batum makes 2-pt shot from 19 ft (assist by M. Williams)
9:25.0,Turnover by Team (back court),,49-50,,
9:17.0,,,49-50,,K. Walker misses 3-pt shot from 25 ft
9:16.0,Defensive rebound by H. Whiteside,,49-50,,
9:06.0,J. Richardson makes 2-pt shot from 18 ft (assist by G. Dragic),2,51-50,,
8:37.0,,,51-50,,M. Williams misses 2-pt shot from 14 ft
8:36.0,Defensive rebound by H. Whiteside,,51-50,,
8:26.0,H. Whiteside makes 2-pt shot from 8 ft (assist by J. Richardson),2,53-50,,
8:05.0,,,53-50,,M. Kidd-Gilchrist misses 2-pt shot from 9 ft (block by L. Babbitt)
8:03.0,Defensive rebound by H. Whiteside,,53-50,,
7:56.0,L. Babbitt misses 3-pt shot from 24 ft,,53-50,,
7:55.0,,,53-50,,Defensive rebound by C. Zeller
7:45.0,,,53-52,2,N. Batum makes 2-pt shot from 20 ft
7:24.0,J. Richardson makes 3-pt shot from 24 ft (assist by G. Dragic),3,56-52,,
7:09.0,,,56-54,2,C. Zeller makes 2-pt shot at rim (assist by N. Batum)
6:52.0,Turnover by G. Dragic (traveling),,56-54,,
6:34.0,,,56-56,2,M. Williams makes 2-pt shot at rim
6:22.0,G. Dragic makes 2-pt shot from 10 ft,2,58-56,,
6:07.0,,,58-56,,M. Williams misses 3-pt shot from 25 ft
6:06.0,Defensive rebound by H. Whiteside,,58-56,,
5:56.0,J. Winslow misses 2-pt shot from 19 ft,,58-56,,
5:54.0,,,58-56,,Defensive rebound by N. Batum
5:30.0,,,58-56,,K. Walker misses 3-pt shot from 25 ft
5:30.0,,,58-56,,Offensive rebound by Team
5:30.0,Loose ball foul by J. Richardson (drawn by N. Batum),,58-56,,
5:30.0,,,58-56,,Charlotte full timeout
5:30.0,,,58-56,,F. Kaminsky enters the game for M. Kidd-Gilchrist
5:30.0,,,58-56,,J. Lamb enters the game for M. Williams
5:15.0,,,58-56,,F. Kaminsky misses 3-pt shot from 26 ft
5:14.0,,,58-56,,Offensive rebound by N. Batum
5:10.0,,,58-56,,Shooting foul by L. Babbitt (drawn by F. Kaminsky)
5:10.0,,,58-57,1,F. Kaminsky makes free throw 1 of 2
5:10.0,,,58-58,1,F. Kaminsky makes free throw 2 of 2
4:50.0,G. Dragic misses 3-pt shot from 25 ft,,58-58,,
4:49.0,,,58-58,,Defensive rebound by F. Kaminsky
4:28.0,,,58-58,,K. Walker misses 2-pt shot from 1 ft (block by H. Whiteside)
4:28.0,,,58-58,,Offensive rebound by N. Batum
4:28.0,,,58-60,2,N. Batum makes 2-pt shot at rim
4:28.0,Miami full timeout,,58-60,,
4:14.0,J. Richardson misses 3-pt shot from 25 ft,,58-60,,
4:12.0,,,58-60,,Defensive rebound by K. Walker
4:02.0,,,58-62,2,J. Lamb makes 2-pt shot from 15 ft
3:44.0,J. Winslow misses 2-pt shot from 2 ft (block by N. Batum),,58-62,,
3:43.0,,,58-62,,Defensive rebound by J. Lamb
3:34.0,,,58-65,3,K. Walker makes 3-pt shot from 26 ft (assist by N. Batum)
3:21.0,Turnover by G. Dragic (bad pass; steal by F. Kaminsky),,58-65,,
3:16.0,,,58-67,2,J. Lamb makes 2-pt shot from 1 ft (assist by F. Kaminsky)
3:16.0,Miami full timeout,,58-67,,
3:16.0,,,58-67,,R. Sessions enters the game for K. Walker
3:16.0,W. Ellington enters the game for J. Winslow,,58-67,,
3:16.0,T. Johnson enters the game for L. Babbitt,,58-67,,
3:16.0,J. Johnson enters the game for G. Dragic,,58-67,,
3:04.0,J. Richardson makes 2-pt shot from 14 ft (assist by J. Johnson),2,60-67,,
2:49.0,,,60-67,,F. Kaminsky misses 2-pt shot from 1 ft
2:48.0,Defensive rebound by W. Ellington,,60-67,,
2:37.0,W. Ellington misses 3-pt shot from 25 ft,,60-67,,
2:36.0,,,60-67,,Defensive rebound by J. Lamb
2:21.0,,,60-69,2,J. Lamb makes 2-pt shot from 1 ft (assist by N. Batum)
2:02.0,Shooting foul by C. Zeller (drawn by J. Johnson),,60-69,,
2:02.0,J. Johnson makes 2-pt shot from 3 ft (assist by T. Johnson),2,62-69,,
2:02.0,J. Johnson makes free throw 1 of 1,1,63-69,,
2:02.0,W. Reed enters the game for H. Whiteside,,62-69,,
2:02.0,R. McGruder enters the game for J. Richardson,,62-69,,
2:02.0,,,62-69,,R. Hibbert enters the game for C. Zeller
1:48.0,,,63-71,2,N. Batum makes 2-pt shot from 13 ft
1:29.0,Shooting foul by F. Kaminsky (drawn by J. Johnson),,63-71,,
1:29.0,J. Johnson makes free throw 1 of 2,1,64-71,,
1:29.0,J. Johnson misses free throw 2 of 2,,64-71,,
1:28.0,,,64-71,,Defensive rebound by N. Batum
1:04.0,,,64-71,,F. Kaminsky misses 2-pt shot at rim
1:03.0,Defensive rebound by W. Reed,,64-71,,
0:52.0,T. Johnson misses 2-pt shot from 18 ft,,64-71,,
0:51.0,,,64-71,,Defensive rebound by N. Batum
0:38.0,,,64-71,,N. Batum misses 3-pt shot from 24 ft
0:36.0,Defensive rebound by J. Johnson,,64-71,,
0:17.0,T. Johnson makes 2-pt shot from 1 ft,2,66-71,,
0:03.0,,,66-73,2,R. Sessions makes 2-pt shot from 10 ft
0:00.0,W. Ellington misses 3-pt shot from 31 ft,,66-73,,
0:00.0,Offensive rebound by Team,,66-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,66-73,,F. Kaminsky misses 3-pt shot from 25 ft
11:48.0,Defensive rebound by W. Reed,,66-73,,
11:38.0,Shooting foul by R. Hibbert (drawn by J. Johnson),,66-73,,
11:38.0,J. Johnson misses free throw 1 of 2,,66-73,,
11:38.0,Offensive rebound by Team,,66-73,,
11:38.0,J. Johnson misses free throw 2 of 2,,66-73,,
11:34.0,,,66-73,,Defensive rebound by F. Kaminsky
11:20.0,,,66-73,,J. Lamb misses 2-pt shot from 18 ft
11:19.0,Defensive rebound by J. Johnson,,66-73,,
11:15.0,J. Johnson misses 2-pt shot at rim (block by J. Lamb),,66-73,,
11:15.0,Offensive rebound by Team,,66-73,,
11:12.0,T. Johnson misses 2-pt shot from 2 ft (block by F. Kaminsky),,66-73,,
11:09.0,,,66-73,,Defensive rebound by M. Kidd-Gilchrist
11:05.0,,,66-75,2,R. Hibbert makes 2-pt shot at rim (assist by R. Sessions)
10:50.0,W. Reed misses 2-pt shot from 6 ft,,66-75,,
10:48.0,,,66-75,,Defensive rebound by F. Kaminsky
10:27.0,,,66-75,,J. Lamb misses 2-pt shot from 15 ft
10:26.0,Defensive rebound by T. Johnson,,66-75,,
10:17.0,W. Reed makes 2-pt shot from 1 ft (assist by T. Johnson),2,68-75,,
10:17.0,Shooting foul by R. Hibbert (drawn by W. Reed),,68-75,,
10:17.0,W. Reed makes free throw 1 of 1,1,69-75,,
10:17.0,,,68-75,,K. Walker enters the game for F. Kaminsky
10:01.0,,,69-75,,R. Sessions misses 3-pt shot from 25 ft
9:59.0,,,69-75,,Offensive rebound by R. Hibbert
9:50.0,,,69-75,,R. Sessions misses 2-pt shot from 3 ft (block by T. Johnson)
9:50.0,Defensive rebound by T. Johnson,,69-75,,
9:32.0,W. Ellington makes 3-pt shot from 24 ft (assist by T. Johnson),3,72-75,,
9:16.0,,,72-77,2,K. Walker makes 2-pt shot from 16 ft
9:08.0,J. Johnson misses 2-pt shot from 2 ft,,72-77,,
9:08.0,,,72-77,,Defensive rebound by Team
9:08.0,Loose ball foul by W. Reed (drawn by R. Hibbert),,72-77,,
8:50.0,,,72-79,2,K. Walker makes 2-pt shot from 2 ft
8:30.0,T. Johnson makes 3-pt shot from 25 ft (assist by R. McGruder),3,75-79,,
8:15.0,,,75-79,,K. Walker misses 2-pt shot from 18 ft
8:14.0,Defensive rebound by W. Ellington,,75-79,,
7:51.0,J. Johnson misses 2-pt shot from 6 ft (block by R. Hibbert),,75-79,,
7:49.0,,,75-79,,Defensive rebound by R. Hibbert
7:46.0,,,75-79,,Turnover by R. Hibbert (lost ball; steal by J. Johnson)
7:42.0,T. Johnson misses 3-pt shot from 25 ft,,75-79,,
7:42.0,,,75-79,,Defensive rebound by Team
7:42.0,Official timeout,,75-79,,
7:42.0,J. Richardson enters the game for R. McGruder,,75-79,,
7:24.0,,,75-79,,Shooting foul by J. Johnson (drawn by J. Lamb)
7:24.0,,,75-80,1,J. Lamb makes free throw 1 of 2
7:24.0,,,75-81,1,J. Lamb makes free throw 2 of 2
7:12.0,W. Ellington misses 3-pt shot from 25 ft,,75-81,,
7:11.0,Offensive rebound by T. Johnson,,75-81,,
7:08.0,J. Johnson misses 3-pt shot from 25 ft,,75-81,,
7:07.0,,,75-81,,Defensive rebound by K. Walker
6:56.0,,,75-83,2,R. Sessions makes 2-pt shot from 1 ft (assist by K. Walker)
6:49.0,Miami full timeout,,75-83,,
6:49.0,,,75-83,,C. Zeller enters the game for M. Kidd-Gilchrist
6:49.0,,,75-83,,N. Batum enters the game for R. Sessions
6:49.0,,,75-83,,M. Williams enters the game for R. Hibbert
6:49.0,H. Whiteside enters the game for J. Johnson,,75-83,,
6:49.0,G. Dragic enters the game for W. Reed,,75-83,,
6:49.0,J. Winslow enters the game for W. Ellington,,75-83,,
6:38.0,J. Winslow misses 2-pt shot from 3 ft,,75-83,,
6:37.0,,,75-83,,Defensive rebound by K. Walker
6:25.0,,,75-83,,Offensive foul by C. Zeller
6:25.0,,,75-83,,Turnover by C. Zeller (offensive foul)
6:11.0,T. Johnson makes 2-pt shot from 21 ft (assist by G. Dragic),2,77-83,,
5:55.0,,,77-83,,K. Walker misses 3-pt shot from 27 ft
5:54.0,Defensive rebound by J. Winslow,,77-83,,
5:43.0,T. Johnson misses 3-pt shot from 24 ft,,77-83,,
5:42.0,,,77-83,,Defensive rebound by N. Batum
5:23.0,,,77-85,2,J. Lamb makes 2-pt shot from 2 ft
4:57.0,T. Johnson makes 2-pt shot from 3 ft,2,79-85,,
4:32.0,,,79-85,,M. Williams misses 2-pt shot from 9 ft
4:31.0,Defensive rebound by J. Winslow,,79-85,,
4:18.0,G. Dragic misses 2-pt shot from 12 ft,,79-85,,
4:17.0,,,79-85,,Defensive rebound by C. Zeller
4:07.0,,,79-85,,N. Batum misses 2-pt shot from 10 ft
4:06.0,Defensive rebound by T. Johnson,,79-85,,
3:57.0,H. Whiteside misses 2-pt shot from 9 ft,,79-85,,
3:56.0,,,79-85,,Defensive rebound by J. Lamb
3:33.0,,,79-85,,C. Zeller misses 2-pt shot from 6 ft
3:33.0,,,79-85,,Offensive rebound by Team
3:33.0,Loose ball foul by J. Richardson (drawn by C. Zeller),,79-85,,
3:33.0,,,79-85,,M. Kidd-Gilchrist enters the game for J. Lamb
3:26.0,Personal foul by G. Dragic (drawn by M. Kidd-Gilchrist),,79-85,,
3:17.0,,,79-85,,Turnover by N. Batum (bad pass; steal by T. Johnson)
